Name;Last_Name;First_Name;Team;Age;Position;GP_13;GP_14;GP_15;GP_16;GP_17;GP_18;GP_var;GP_mean;G_13;G_14;G_15;G_16;G_17;G_18;A_13;A_14;A_15;A_16;A_17;A_18;PTS_13;PTS_14;PTS_15;PTS_16;PTS_17;PTS_18;PTS_var;PTS_mean;PAX_18;PTS/G_13;PTS/G_14;PTS/G_15;PTS/G_16;PTS/G_17;PTS/G_18;PTS/G_var;PTS/G_mean;$/PTS_13;$/PTS_14;$/PTS_15;$/PTS_16;$/PTS_17;$/PTS_18;Sh%_13;Sh%_14;Sh%_15;Sh%_16;Sh%_17;iSF_13;iSF_14;iSF_15;iSF_16;iSF_17;iSF_18;TOI/G_13;TOI/G_14;TOI/G_15;TOI/G_16;TOI/G_17;TOI/G_18;PPTOI/GP_17;PPTOI/GP_18;Sh%_18;ZS%_18;GC_18;SCF_18;GS/G_18;OWAR_18;OPS_18;PDO_17;PDO_18;iCF_17;iCF_18;iFF_17;iFF_18;Cap Cost_13;Cap Cost_14;Cap Cost_15;Cap Hit_16;Cap Hit_17;Cap Hit_18;Cap_Hit;END;Star;Score;POS;PTS
EMELINALEXEI;Emelin;Alexei;NSH;32.0;D;38.0;59.0;68.0;72.0;76.0;76.0;40.16;70.2;3.0;3.0;3.0;0.0;2.0;1.0;9.0;14.0;11.0;12.0;8.0;8.0;12.0;17.0;14.0;12.0;10.0;9.0;8.24;12.4;-5.4;0.3157894736842105;0.288135593220339;0.20588235294117646;0.16666666666666666;0.13157894736842105;0.11842105263157894;0.005590091736074199;0.20441234775206543;77235.77235772357;84648.49354375896;242857.1428571428;299999.99999999994;380000.0;422222.22222222225;0.091;0.052000000000000005;0.07;0.0;0.067;33.0;58.0;43.0;71.0;82.0;59.0;19.7;19.3;19.8;20.5;21.32;16.88;0.11;0.04;0.077;0.408;3.0;444.0;0.11;-0.68;-0.6;986;-0.006999999999999895;200.0;135.0;127.0;94.0;2000000.0;2000000.0;4099999.9999999995;4099999.9999999995;4100000.0;4100000.0;;;0.4142;2.982369672825915;;
ENGELLANDDERYK;Engelland;Deryk;VGK;36.0;D;42.0;56.0;76.0;69.0;81.0;79.0;82.16;72.2;0.0;6.0;2.0;3.0;4.0;5.0;6.0;6.0;9.0;9.0;12.0;18.0;6.0;12.0;11.0;12.0;16.0;23.0;19.76;14.8;8.5;0.14285714285714285;0.21428571428571427;0.14473684210526316;0.17391304347826086;0.19753086419753085;0.2911392405063291;0.002550984988731374;0.1940771412383735;48374.012195121955;32249.341463414636;245778.27050997782;204545.73170731706;180068.6181402439;41887.59278897137;0.0;0.102;0.039;0.042;0.08;31.0;59.0;51.0;71.0;107.0;108.0;13.9;13.0;14.4;15.2;18.33;20.28;0.07;0.08;0.09300000000000001;0.386;8.0;658.0;0.33;-0.07;0.9;997;-0.0020000000000000018;218.0;216.0;141.0;155.0;566667.0;566667.0;2917000.0;2917000.0;2916667.0;1000000.0;1500000.0;;1.6983;4.123942041958386;;
ENGLUNDANDREAS;Englund;Andreas;OTT;23.0;D;;;;;5.0;1.0;4.0;3.0;;;;;0.0;0.0;;;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;47306.89024390244;;;;;;0.063;;;;;3.0;0.0;;;;;10.58;11.35;0.02;0.0;0.5;0.4;0.0;2.0;-0.2;0.0;0.0;903;-0.5;7.0;0.0;6.0;0.0;;;;;775833.0;;;19.0;0.0;;;
ENSTROMTOBY;Enstrom;Toby;WPG;34.0;D;22.0;82.0;60.0;72.0;60.0;43.0;171.84;63.4;4.0;10.0;4.0;2.0;1.0;1.0;11.0;20.0;19.0;14.0;13.0;5.0;15.0;30.0;23.0;16.0;14.0;6.0;66.55999999999999;17.8;-13.2;0.6818181818181818;0.36585365853658536;0.38333333333333336;0.2222222222222222;0.23333333333333334;0.13953488372093023;0.03079821373722505;0.33768260216076434;67073.17073170732;191666.66666666666;182926.8292682927;315548.7804878049;300522.6480836237;502540.65040650405;0.19;0.094;0.069;0.04;0.09699999999999999;21.0;106.0;58.0;50.0;46.0;31.0;22.5;23.9;23.6;20.9;21.9;17.03;1.51;0.1;0.087;0.503;2.0;302.0;0.27;0.02;-0.2;987;-0.006999999999999895;111.0;68.0;66.0;50.0;3750000.0;5750000.0;5750000.0;5750000.0;5750000.0;5750000.0;;;0.1211;2.7674926452250883;;
ERICSSONJONATHAN;Ericsson;Jonathan;DET;34.0;D;45.0;48.0;82.0;71.0;51.0;81.0;210.64000000000001;66.6;3.0;1.0;3.0;3.0;1.0;3.0;10.0;10.0;12.0;12.0;8.0;10.0;13.0;11.0;15.0;15.0;9.0;13.0;5.4399999999999995;12.6;-3.4;0.28888888888888886;0.22916666666666666;0.18292682926829268;0.2112676056338028;0.17647058823529413;0.16049382716049382;0.001813512621288687;0.20820240097557316;137195.1219512195;172949.00221729488;283333.3333333333;245325.20325203252;293699.18699186994;322936.21013133205;0.08800000000000001;0.015;0.037000000000000005;0.044000000000000004;0.094;34.0;66.0;82.0;68.0;43.0;86.0;21.3;21.2;19.6;18.5;19.22;19.31;0.17;0.09;0.08199999999999999;0.321;4.4;602.0;0.12;-0.02;-0.3;1013;0.017000000000000015;95.0;151.0;69.0;101.0;3250000.0;3250000.0;4250000.0;4250000.0;4250000.0;4250000.0;4250000.0;20.0;0.9638;3.184917240613526;;
FALKJUSTIN;Falk;Justin;BUF;30.0;D;36.0;21.0;18.0;24.0;52.0;46.0;195.36;32.2;0.0;0.0;1.0;0.0;0.0;1.0;3.0;2.0;1.0;4.0;8.0;1.0;3.0;2.0;2.0;4.0;8.0;2.0;5.44;3.6;-4.4;0.08333333333333333;0.09523809523809523;0.1111111111111111;0.16666666666666666;0.15384615384615385;0.043478260869565216;0.0017470545157704756;0.10894560351082089;120731.70731707317;124847.56097560975;35121.95121951219;43902.43902439024;51524.39024390244;182317.07317073172;0.0;0.0;0.055999999999999994;0.0;0.055;27.0;10.0;18.0;16.0;33.0;36.0;13.2;11.9;10.8;14.2;13.7;16.09;0.07;0.03;0.055999999999999994;0.364;0.8;227.0;-0.1;-0.61;-0.6;983;0.04800000000000004;86.0;60.0;58.0;44.0;825000.0;975000.0;320000.0;600000.0;650000.0;650000.0;;;0.0474;2.031341234618661;;
FANTENBERGOSCAR;Fantenberg;Oscar;LAK;27.0;D;;;;;;27.0;0.0;27.0;;;;;;2.0;;;;;;7.0;;;;;;9.0;0.0;9.0;0.0;;;;;;0.3333333333333333;0.0;0.3333333333333333;;;;;;33841.46341463415;;;;;;;;;;;33.0;;;;;;14.26;;1.95;0.11;0.594;3.1;173.0;0.29;-0.07;0.6;;-0.040000000000000036;;74.0;;54.0;;;;;;925000.0;;;0.1452;3.321618852026927;;
FAULKJUSTIN;Faulk;Justin;CAR;26.0;D;38.0;76.0;82.0;64.0;75.0;76.0;34.239999999999995;74.6;5.0;5.0;15.0;16.0;17.0;8.0;10.0;27.0;34.0;21.0;20.0;23.0;15.0;32.0;49.0;37.0;37.0;31.0;40.959999999999994;37.2;-5.4;0.39473684210526316;0.42105263157894735;0.5975609756097561;0.578125;0.49333333333333335;0.40789473684210525;0.006590624522382763;0.4821172532449009;25951.219512195126;26067.07317073171;98632.6530612245;101948.58272907053;119479.2270929466;144505.62863886706;0.066;0.033;0.063;0.087;0.07400000000000001;76.0;152.0;238.0;184.0;216.0;211.0;24.0;23.4;24.4;24.0;23.13;22.27;2.65;2.93;0.079;0.632;10.7;1021.0;0.66;0.18;1.9;984;0.03600000000000003;442.0;446.0;306.0;294.0;840000.0;900000.0;4833000.0;4833000.0;4833333.0;4833333.0;4833333.0;20.0;3.2972;6.5942172444566;D;39.0
FEDUNTAYLOR;Fedun;Taylor;BUF;30.0;D;;4.0;7.0;1.0;27.0;7.0;84.16;9.2;;2.0;0.0;0.0;0.0;0.0;;0.0;4.0;1.0;7.0;1.0;;2.0;4.0;1.0;7.0;1.0;5.2;3.0;-1.5;;0.5;0.5714285714285714;1.0;0.25925925925925924;0.14285714285714285;0.08809383835838862;0.4947089947089946;;16463.414634146342;1301.829268292683;7317.073170731707;28222.996515679442;55487.80487804879;;0.33299999999999996;0.0;0.0;0.087;;6.0;12.0;0.0;24.0;8.0;;12.2;17.0;18.8;13.37;14.68;1.28;0.75;0.038;0.604;0.3;40.0;0.26;0.02;0.0;1035;0.0010000000000000009;45.0;20.0;32.0;9.0;;675000.0;61000.0;600000.0;600000.0;650000.0;;19.0;0.0316;2.2933224319090133;;
FLEURYHAYDN;Fleury;Haydn;CAR;22.0;D;;;;;;67.0;0.0;67.0;;;;;;0.0;;;;;;8.0;;;;;;8.0;0.0;8.0;0.0;;;;;;0.11940298507462686;0.0;0.11940298507462686;;;;;;88175.77896341463;;;;;;;;;;;86.0;;;;;;16.8;;0.09;0.069;0.584;2.3;473.0;0.26;-0.91;-0.6;;0.0020000000000000018;;181.0;;110.0;;;;;;863333.0;863333.0;;0.1199;3.5159399879283266;;
FOLINCHRISTIAN;Folin;Christian;LAK;27.0;D;;1.0;40.0;26.0;51.0;65.0;481.03999999999996;36.6;;0.0;2.0;0.0;2.0;3.0;;1.0;8.0;4.0;6.0;10.0;;1.0;10.0;4.0;8.0;13.0;18.160000000000004;7.2;0.3;;1.0;0.25;0.15384615384615385;0.1568627450980392;0.2;0.10615107889773848;0.35214177978883854;;22560.975609756097;57512.19512195121;57469.512195121955;56364.329268292684;51829.26829268293;;0.0;0.051;0.0;0.08800000000000001;;0.0;39.0;14.0;39.0;58.0;;19.4;15.2;14.6;14.93;15.66;0.11;0.05;0.073;0.486;4.5;447.0;0.27;0.04;0.4;1023;0.007000000000000006;94.0;113.0;57.0;81.0;;1850000.0;1179000.0;725000.0;725000.0;850000.0;800000.0;;0.8732;2.780290079368698;;
FORBORTDEREK;Forbort;Derek;LAK;26.0;D;;;;14.0;82.0;78.0;970.6666666666666;58.0;;;;1.0;2.0;1.0;;;;1.0;16.0;17.0;;;;2.0;18.0;18.0;56.88888888888889;12.666666666666666;1.8;;;;0.14285714285714285;0.21951219512195122;0.23076923076923078;0.001525694787816367;0.1977128562494416;;;;73670.73170731709;36111.11111111111;34349.593495934954;;;;0.071;0.073;;;;14.0;100.0;78.0;;;;11.0;20.12;20.79;0.21;0.12;0.09;0.37;5.5;600.0;0.33;-0.55;-0.1;998;-0.010999999999999899;212.0;193.0;142.0;115.0;;;;863000.0;650000.0;650000.0;2525000.0;;1.0523;3.00649903279146;;
FORSLINGGUSTAV;Forsling;Gustav;CHI;22.0;D;;;;;38.0;41.0;2.25;39.5;;;;;2.0;3.0;;;;;3.0;10.0;;;;;5.0;13.0;16.0;9.0;7.6;;;;;0.13157894736842105;0.3170731707317073;0.008602026725287187;0.2243260590500642;;;;;80865.8536585366;33557.692307692305;;;;;0.077;;;;;48.0;82.0;;;;;14.82;19.16;0.95;1.17;0.094;0.473;4.5;372.0;0.38;0.16;0.7;1021;0.0040000000000000036;121.0;162.0;66.0;100.0;;;;;872500.0;872500.0;;19.0;1.2857;3.6109012104584317;;
FOWLERCAM;Fowler;Cam;ANA;27.0;D;37.0;70.0;80.0;69.0;80.0;67.0;31.759999999999998;73.2;1.0;6.0;7.0;5.0;11.0;8.0;10.0;30.0;27.0;23.0;28.0;24.0;11.0;36.0;34.0;28.0;39.0;32.0;13.760000000000002;33.8;2.6;0.2972972972972973;0.5142857142857142;0.425;0.4057971014492754;0.4875;0.47761194029850745;0.0051286745436293964;0.43458200888846577;36917.9600886918;94850.9485094851;114777.61836441894;120209.05923344947;100062.53908692933;102134.1463414634;0.02;0.06;0.08;0.044000000000000004;0.099;50.0;100.0;87.0;113.0;186.0;122.0;20.4;23.9;21.1;22.8;24.85;24.85;3.02;2.6;0.087;0.49200000000000005;11.1;813.0;0.46;0.02;2.0;1018;-0.004999999999999893;372.0;274.0;248.0;163.0;900000.0;4000000.0;4000000.0;4000000.0;4000000.0;4000000.0;6500000.0;;2.874;5.586719369399801;D;34.0
FRANSONCODY;Franson;Cody;CHI;31.0;D;45.0;79.0;78.0;59.0;68.0;23.0;421.84000000000003;61.4;4.0;5.0;7.0;4.0;3.0;1.0;25.0;28.0;29.0;13.0;16.0;6.0;29.0;33.0;36.0;17.0;19.0;7.0;115.04;22.4;-1.9;0.6444444444444445;0.4177215189873418;0.46153846153846156;0.288135593220339;0.27941176470588236;0.30434782608695654;0.016675900005519245;0.39926660149723764;22708.15811606392;58388.76570583888;87195.12195121951;140728.12051649927;145121.9512195122;40069.686411149836;0.057;0.043;0.055;0.043;0.07200000000000001;70.0;115.0;127.0;92.0;93.0;51.0;18.8;20.7;19.6;16.8;18.48;16.62;1.54;2.18;0.062;0.706;2.3;237.0;0.66;0.43;0.4;997;0.015000000000000013;200.0;104.0;133.0;70.0;1200000.0;2000000.0;3300000.0;3325000.0;3325000.0;1000000.0;;;0.2098;4.087981483613277;;
GARDINERJAKE;Gardiner;Jake;TOR;28.0;D;12.0;80.0;79.0;79.0;82.0;82.0;1.8399999999999999;80.4;0.0;10.0;4.0;7.0;9.0;5.0;4.0;21.0;20.0;24.0;34.0;47.0;4.0;31.0;24.0;31.0;43.0;52.0;99.75999999999999;36.2;19.2;0.3333333333333333;0.3875;0.3037974683544304;0.3924050632911392;0.524390243902439;0.6341463414634146;0.013178855396978795;0.42926207505745945;16365.329268292682;35142.94256490952;162576.21951219512;125865.4602675059;94186.04651162791;77884.61538461539;0.0;0.07400000000000001;0.04;0.057;0.107;12.0;136.0;100.0;122.0;127.0;133.0;20.5;21.1;21.0;20.6;21.3;22.53;2.48;2.07;0.10099999999999999;0.54;16.8;1126.0;0.58;0.08;3.6;1041;-0.02400000000000002;326.0;317.0;190.0;201.0;447319.0;1116667.0;4050000.0;4050000.0;4050000.0;4050000.0;4050000.0;19.0;2.7542;6.281674388602735;D;45.0
GARRISONJASON;Garrison;Jason;VGK;34.0;D;47.0;81.0;70.0;72.0;70.0;8.0;697.76;60.2;8.0;7.0;4.0;5.0;1.0;0.0;8.0;26.0;26.0;6.0;8.0;1.0;16.0;33.0;30.0;11.0;9.0;1.0;156.16;16.8;-1.4;0.3404255319148936;0.4074074074074074;0.42857142857142855;0.1527777777777778;0.12857142857142856;0.125;0.017253720545922408;0.26379226237382264;164786.58536585365;137694.0133037694;130894.30894308942;367184.0354767184;436314.36314363143;448780.48780487804;0.085;0.039;0.036000000000000004;0.051;0.069;94.0;181.0;111.0;99.0;96.0;7.0;21.7;20.9;20.0;18.5;18.57;19.07;0.22;0.15;0.075;0.45299999999999996;0.3;62.0;0.12;-0.18;-0.1;979;0.014000000000000012;193.0;15.0;151.0;9.0;4600000.0;4600000.0;4600000.0;4600000.0;4600000.0;4600000.0;;;0.0245;1.9197788745357225;;
GILMOURJOHN;Gilmour;John;NYR;25.0;D;;;;;;28.0;0.0;28.0;;;;;;2.0;;;;;;3.0;;;;;;5.0;0.0;5.0;0.0;;;;;;0.17857142857142858;0.0;0.17857142857142858;;;;;;50707.317073170736;;;;;;;;;;;61.0;;;;;;17.18;;1.21;0.08;0.595;1.9;269.0;0.25;0.54;0.1;;0.027000000000000024;;129.0;;88.0;;;;;;742500.0;650000.0;;0.3128;3.301194755924334;;
GIORDANOMARK;Giordano;Mark;CGY;35.0;D;47.0;64.0;61.0;82.0;81.0;82.0;89.2;74.0;4.0;14.0;11.0;21.0;12.0;13.0;11.0;33.0;37.0;35.0;27.0;25.0;15.0;47.0;48.0;56.0;39.0;38.0;43.44;45.6;-3.4;0.3191489361702128;0.734375;0.7868852459016393;0.6829268292682927;0.48148148148148145;0.4634146341463415;0.028090886805139423;0.5780386878279946;153609.75609756095;66756.61650233524;62301.82926829268;71785.71428571428;170966.22889305817;177631.57894736843;0.069;0.078;0.07;0.099;0.102;58.0;180.0;157.0;212.0;151.0;214.0;23.2;25.2;25.2;24.8;23.58;24.79;2.51;3.14;0.081;0.506;13.7;1161.0;0.85;1.24;2.7;1013;0.02200000000000002;373.0;491.0;229.0;309.0;4020000.0;4020000.0;4019999.9999999995;4019999.9999999995;6750000.0;6750000.0;6750000.0;22.0;4.2712;7.056668300680222;D;44.0
GIRARDIDAN;Girardi;Dan;TBL;34.0;D;46.0;81.0;82.0;74.0;63.0;77.0;46.64;75.4;2.0;5.0;4.0;2.0;4.0;6.0;12.0;19.0;16.0;15.0;11.0;12.0;14.0;24.0;20.0;17.0;15.0;18.0;9.36;18.8;-4.5;0.30434782608695654;0.2962962962962963;0.24390243902439024;0.22972972972972974;0.23809523809523808;0.23376623376623376;0.0009325956140331652;0.25768962716647414;133231.7073170732;136852.13414634144;275000.0;291965.5667144907;281707.31707317074;156504.0650406504;0.025;0.05;0.036000000000000004;0.026000000000000002;0.094;81.0;100.0;111.0;77.0;56.0;93.0;25.4;23.1;22.7;20.3;19.1;17.39;0.06;0.07;0.099;0.39;6.5;582.0;0.34;0.11;0.8;1012;-0.0040000000000000036;125.0;170.0;81.0;127.0;3325000.0;3325000.0;5500000.0;5500000.0;5500000.0;3000000.0;3000000.0;20.0;1.3196;3.9699240107405607;;
GIRARDSAMUEL;Girard;Samuel; COL;20.0;D;;;;;;73.0;0.0;73.0;;;;;;4.0;;;;;;19.0;;;;;;23.0;0.0;23.0;0.0;;;;;;0.3150684931506849;0.0;0.3150684931506849;;;;;;28191.044008483565;;;;;;;;;;;84.0;;;;;;17.65;;2.17;0.09300000000000001;0.601;7.7;620.0;0.3;0.09;1.2;;-0.006999999999999895;;171.0;;120.0;;;;;;728333.0;728333.0;;0.6917;4.935582036865801;;
GOLIGOSKIALEX;Goligoski;Alex;ARI;33.0;D;47.0;81.0;81.0;82.0;82.0;78.0;2.16;80.8;3.0;6.0;4.0;5.0;6.0;12.0;24.0;36.0;32.0;32.0;30.0;23.0;27.0;42.0;36.0;37.0;36.0;35.0;6.160000000000001;37.2;-2.9;0.574468085106383;0.5185185185185185;0.4444444444444444;0.45121951219512196;0.43902439024390244;0.44871794871794873;0.0025259680299406966;0.4793988165377199;97651.30984643179;108188.15331010454;126219.51219512196;124324.32432432432;152083.33333333334;148797.9094076655;0.038;0.043;0.033;0.039;0.094;80.0;141.0;122.0;127.0;112.0;119.0;22.4;24.3;23.8;23.8;23.33;23.28;2.2;1.93;0.076;0.44799999999999995;12.8;817.0;0.31;0.48;2.6;994;0.02200000000000002;235.0;276.0;156.0;173.0;4600000.0;4600000.0;4600000.0;4600000.0;5475000.0;5475000.0;5475000.0;21.0;3.4341;5.666858729454947;D;36.0
GORGESJOSH;Gorges;Josh;BUF;34.0;D;48.0;66.0;46.0;77.0;66.0;34.0;241.76;57.8;2.0;1.0;0.0;2.0;1.0;0.0;7.0;13.0;6.0;10.0;5.0;2.0;9.0;14.0;6.0;12.0;6.0;2.0;19.2;8.0;-3.5;0.1875;0.21212121212121213;0.13043478260869565;0.15584415584415584;0.09090909090909091;0.058823529411764705;0.002799434641141362;0.13927212848248655;253658.53658536583;224216.0278745645;364634.1463414635;305182.9268292683;523170.7317073171;808536.5853658536;0.05;0.028999999999999998;0.0;0.035;0.055999999999999994;40.0;35.0;28.0;57.0;40.0;15.0;21.4;21.2;22.4;20.5;18.45;14.94;0.1;0.03;0.063;0.401;0.6;154.0;0.01;0.02;-0.4;987;0.006000000000000005;80.0;35.0;54.0;25.0;3900000.0;3900000.0;3900000.0;3900000.0;3900000.0;3900000.0;;;0.0477;1.7882790174544294;;
GOSTISBEHERESHAYNE;Gostisbehere;Shayne;PHI;25.0;D;;;2.0;64.0;76.0;78.0;965.0;55.0;;;0.0;17.0;7.0;13.0;;;0.0;29.0;32.0;52.0;;;0.0;46.0;39.0;65.0;559.25;37.5;18.3;;;0.0;0.71875;0.5131578947368421;0.8333333333333334;0.10201792483624769;0.5163103070175439;;;1292.6829268292684;15694.59172852598;21982.48905565979;65853.65853658537;;;0.0;0.11199999999999999;0.08199999999999999;;;2.0;152.0;198.0;221.0;;;12.6;20.1;19.58;21.46;3.65;3.61;0.113;0.6779999999999999;21.1;972.0;0.9;0.11;5.8;992;-0.02499999999999991;445.0;458.0;303.0;320.0;;;53000.0;925000.0;925000.0;4500000.0;4500000.0;23.0;4.8537;6.253271763671808;D;56.0
GRAVELKEVIN;Gravel;Kevin;LAK;26.0;D;;;;5.0;49.0;16.0;349.5555555555556;23.333333333333332;;;;0.0;1.0;0.0;;;;0.0;6.0;3.0;;;;0.0;7.0;3.0;8.222222222222223;3.3333333333333335;0.9;;;;0.0;0.14285714285714285;0.1875;0.006395266439909297;0.11011904761904762;;;;40670.73170731707;56981.707317073175;42276.422764227646;;;;0.0;0.065;;;;2.0;52.0;20.0;;;;11.7;14.15;14.03;1.01;0.67;0.065;0.5379999999999999;0.9;98.0;0.17;-0.01;0.0;993;0.010000000000000009;116.0;45.0;84.0;31.0;;;;667000.0;667500.0;650000.0;700000.0;;0.0318;2.2873445629721454;;
GREENEANDY;Greene;Andy;NJD;36.0;D;48.0;82.0;82.0;82.0;66.0;81.0;39.839999999999996;78.6;4.0;8.0;3.0;4.0;4.0;3.0;12.0;24.0;19.0;9.0;9.0;10.0;16.0;32.0;22.0;13.0;13.0;13.0;57.040000000000006;18.6;-9.6;0.3333333333333333;0.3902439024390244;0.2682926829268293;0.15853658536585366;0.19696969696969696;0.16049382716049382;0.007687703367699892;0.2513116713658719;109756.0975609756;93750.0;136363.63636363635;384615.3846153846;309568.48030018766;379924.9530956848;0.063;0.06;0.036000000000000004;0.063;0.075;63.0;134.0;83.0;63.0;82.0;93.0;23.0;24.6;23.5;23.0;21.75;21.12;1.25;0.08;0.084;0.308;4.7;621.0;0.13;0.33;-0.4;986;0.010000000000000009;185.0;195.0;134.0;136.0;3000000.0;3000000.0;3000000.0;5000000.0;5000000.0;5000000.0;5000000.0;20.0;0.6164;3.588731732395837;;
GREENMIKE;Green;Mike;DET;33.0;D;35.0;70.0;72.0;74.0;72.0;66.0;7.359999999999999;70.8;12.0;9.0;10.0;7.0;14.0;8.0;14.0;29.0;35.0;28.0;22.0;25.0;26.0;38.0;45.0;35.0;36.0;33.0;17.04;37.4;-6.5;0.7428571428571429;0.5428571428571428;0.625;0.47297297297297297;0.5;0.5;0.008772633551229111;0.5639478764478764;99867.09896810507;136660.24069319642;118692.68292682923;154703.83275261323;146341.46341463414;146341.46341463414;0.125;0.052000000000000005;0.063;0.055999999999999994;0.087;96.0;172.0;159.0;124.0;124.0;132.0;24.9;22.7;19.1;19.8;23.55;22.08;2.62;2.35;0.076;0.598;11.3;673.0;0.39;-0.15;2.4;997;0.01100000000000001;283.0;277.0;182.0;183.0;6083333.0;6083333.0;6082999.999999999;6000000.0;6000000.0;6000000.0;5375000.0;;1.7883;5.621450258001611;D;34.0
GRYBAERIC;Gryba;Eric;EDM;30.0;D;33.0;57.0;75.0;53.0;40.0;21.0;324.15999999999997;49.2;2.0;2.0;0.0;1.0;2.0;0.0;4.0;9.0;12.0;5.0;4.0;2.0;6.0;11.0;12.0;6.0;6.0;2.0;13.439999999999998;7.4;-1.3;0.18181818181818182;0.19298245614035087;0.16;0.11320754716981132;0.15;0.09523809523809523;0.0012174728178340319;0.1488743800610732;27439.030487804877;35546.0088691796;95274.39024390244;134654.47154471546;77235.77235772357;115243.90243902439;0.039;0.035;0.0;0.017;0.057;51.0;57.0;64.0;58.0;45.0;19.0;20.3;17.5;15.7;17.9;16.13;14.73;0.03;0.0;0.098;0.502;0.6;153.0;0.26;0.03;-0.2;979;0.0050000000000000044;101.0;57.0;64.0;34.0;409091.0;562500.0;1250000.0;1250000.0;950000.0;900000.0;;19.0;0.0694;2.503323900387314;;
GRZELCYKMATT;Grzelcyk;Matt;BOS;25.0;D;;;;;2.0;61.0;870.25;31.5;;;;;0.0;3.0;;;;;0.0;12.0;;;;;0.0;15.0;56.25;7.5;15.0;;;;;0.0;0.2459016393442623;0.015116904058048912;0.12295081967213115;;;;;20945.121951219513;42588.41463414634;;;;;0.083;;;;;4.0;82.0;;;;;12.48;16.74;1.53;1.11;0.08900000000000001;0.5670000000000001;5.0;490.0;0.47;0.82;0.6;958;-0.03400000000000003;8.0;178.0;5.0;125.0;;;;;858750.0;858750.0;1400000.0;;0.5823;3.173952381147985;;
GUDASRADKO;Gudas;Radko;PHI;28.0;D;22.0;73.0;31.0;76.0;67.0;70.0;271.44;63.4;2.0;3.0;2.0;5.0;6.0;2.0;3.0;19.0;3.0;9.0;17.0;14.0;5.0;22.0;5.0;14.0;23.0;16.0;42.0;16.0;-2.0;0.22727272727272727;0.3013698630136986;0.16129032258064516;0.18421052631578946;0.34328358208955223;0.22857142857142856;0.004004672654145614;0.24099974164064022;15582.653658536587;40128.431818181816;75004.87804878049;65672.47386759582;119008.48356309648;178734.75609756098;0.065;0.026000000000000002;0.032;0.033;0.08900000000000001;31.0;114.0;63.0;150.0;113.0;142.0;17.0;19.1;17.0;19.8;19.3;17.1;0.12;0.06;0.065;0.38799999999999996;4.9;479.0;0.42;-0.78;0.3;993;0.04200000000000004;299.0;257.0;181.0;188.0;290404.0;991667.0;992000.0;992000.0;3350000.0;3350000.0;3350000.0;20.0;0.8421;3.6612381858593275;D;18.0
GUDBRANSONERIK;Gudbranson;Erik;VAN;27.0;D;32.0;65.0;76.0;64.0;30.0;52.0;245.44;57.4;0.0;3.0;4.0;2.0;1.0;2.0;4.0;6.0;9.0;7.0;5.0;3.0;4.0;9.0;13.0;9.0;6.0;5.0;7.840000000000001;8.4;-2.5;0.125;0.13846153846153847;0.17105263157894737;0.140625;0.2;0.09615384615384616;0.0010918833022601061;0.14521550269905534;82483.41463414635;281842.8184281843;178236.3977485929;216802.1680216802;213414.63414634147;443902.4390243903;0.0;0.033;0.036000000000000004;0.027000000000000003;0.062;49.0;92.0;110.0;73.0;40.0;53.0;18.7;18.0;18.6;20.1;20.33;18.42;0.26;0.04;0.061;0.35200000000000004;1.9;320.0;0.02;-0.65;-0.5;959;0.031000000000000028;88.0;127.0;55.0;84.0;845455.0;3200000.0;2500000.0;2500000.0;3500000.0;3500000.0;4000000.0;;0.3086;2.43055575405371;;
GUHLEBRENDAN;Guhle;Brendan;BUF;21.0;D;;;;;3.0;18.0;56.25;10.5;;;;;0.0;0.0;;;;;0.0;5.0;;;;;0.0;5.0;6.25;2.5;5.0;;;;;0.0;0.2777777777777778;0.019290123456790126;0.1388888888888889;;;;;25731.69512195122;30621.951219512197;;;;;0.083;;;;;4.0;37.0;;;;;16.35;18.11;0.04;0.93;0.073;0.541;1.5;141.0;0.35;-0.12;0.1;1050;0.04800000000000004;9.0;69.0;5.0;48.0;;;;;703333.0;697500.0;;20.0;0.0485;2.5969662451339186;;
GUNNARSSONCARL;Gunnarsson;Carl;STL;32.0;D;37.0;80.0;61.0;72.0;56.0;63.0;73.03999999999999;66.4;1.0;3.0;2.0;3.0;0.0;5.0;14.0;14.0;10.0;6.0;6.0;4.0;15.0;17.0;12.0;9.0;6.0;9.0;13.84;10.6;-5.4;0.40540540540540543;0.2125;0.19672131147540983;0.125;0.10714285714285714;0.14285714285714285;0.009975533550521542;0.19827111948013587;39857.723577235774;180774.74892395982;182876.0162601626;307317.0731707317;330081.30081300816;247560.97560975613;0.036000000000000004;0.063;0.037000000000000005;0.059000000000000004;0.054000000000000006;28.0;48.0;54.0;51.0;32.0;59.0;21.3;19.4;18.1;17.4;13.6;16.17;0.02;0.04;0.086;0.38799999999999996;3.7;387.0;0.18;-0.09;0.2;980;-0.020000000000000018;72.0;109.0;48.0;81.0;1325000.0;3150000.0;2950000.0;3150000.0;2900000.0;2900000.0;2900000.0;19.0;1.4073;3.06946770670601;;
