Name;Last_Name;First_Name;Team;Age;Position;GP_13;GP_14;GP_15;GP_16;GP_17;GP_18;GP_var;GP_mean;G_13;G_14;G_15;G_16;G_17;G_18;A_13;A_14;A_15;A_16;A_17;A_18;PTS_13;PTS_14;PTS_15;PTS_16;PTS_17;PTS_18;PTS_var;PTS_mean;PAX_18;PTS/G_13;PTS/G_14;PTS/G_15;PTS/G_16;PTS/G_17;PTS/G_18;PTS/G_var;PTS/G_mean;$/PTS_13;$/PTS_14;$/PTS_15;$/PTS_16;$/PTS_17;$/PTS_18;Sh%_13;Sh%_14;Sh%_15;Sh%_16;Sh%_17;iSF_13;iSF_14;iSF_15;iSF_16;iSF_17;iSF_18;TOI/G_13;TOI/G_14;TOI/G_15;TOI/G_16;TOI/G_17;TOI/G_18;PPTOI/GP_17;PPTOI/GP_18;Sh%_18;ZS%_18;GC_18;SCF_18;GS/G_18;OWAR_18;OPS_18;PDO_17;PDO_18;iCF_17;iCF_18;iFF_17;iFF_18;Cap Cost_13;Cap Cost_14;Cap Cost_15;Cap Hit_16;Cap Hit_17;Cap Hit_18;Cap_Hit;END;Star;Score;POS;PTS
AHOSEBASTIAN;Aho;Sebastian;NYI;22.0;D;;;;;82.0;22.0;900.0;52.0;;;;;24.0;1.0;;;;;25.0;3.0;;;;;49.0;4.0;506.25;26.5;0.0;;;;;0.5975609756097561;0.18181818181818182;0.043210517647405855;0.3896895787139689;;;;;18877.551020408162;51646.34146341464;;;;;0.094;;;;;213.0;24.0;;;;;16.78;16.25;2.18;0.97;0.099;0.447;26.3;181.0;0.13;-0.09;0.1;1005;-0.0009999999999998899;360.0;54.0;285.0;33.0;;;;;925000.0;770000.0;925000.0;19.0;0.4247;3.0137193444738823;LW;65.0
ALTMARK;Alt;Mark; COL;27.0;D;;;1.0;;;15.0;49.0;8.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;;0.0;0.0;0.0;;;121.95121951219512;;;118902.43902439025;;;0.0;;;;;0.0;;;11.0;;;9.4;;;12.45;;0.01;0.037000000000000005;0.536;0.0;78.0;0.06;-0.01;-0.2;;0.01200000000000001;;29.0;;17.0;;;10000.0;;;650000.0;;;0.0019;1.836919459458557;;
ALZNERKARL;Alzner;Karl;MTL;30.0;D;48.0;82.0;82.0;82.0;82.0;82.0;0.0;82.0;1.0;2.0;5.0;4.0;3.0;1.0;4.0;16.0;16.0;17.0;10.0;11.0;5.0;18.0;21.0;21.0;13.0;12.0;14.8;17.0;-4.2;0.10416666666666667;0.21951219512195122;0.25609756097560976;0.25609756097560976;0.15853658536585366;0.14634146341463414;0.0033120043207122453;0.19012533875338755;150439.0243902439;155555.55555555556;133333.33333333334;133333.33333333334;215384.61538461538;385416.6666666667;0.026000000000000002;0.021;0.069;0.053;0.09699999999999999;39.0;95.0;72.0;75.0;81.0;84.0;21.0;20.5;19.4;21.4;19.8;20.08;0.08;0.02;0.075;0.37200000000000005;4.0;605.0;0.25;-0.61;-0.7;1029;0.02400000000000002;162.0;188.0;121.0;122.0;1285000.0;2800000.0;2800000.0;2800000.0;2800000.0;4625000.0;4625000.0;22.0;0.5557;3.556680191071587;D;15.0
ANDERSSONRASMUS;Andersson;Rasmus;CGY;22.0;D;;;;;1.0;10.0;20.25;5.5;;;;;0.0;0.0;;;;;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;;;;;9593.5;92174.75609756097;;;;;0.0;;;;;0.0;8.0;;;;;18.55;15.44;2.06;1.56;0.065;0.598;0.0;86.0;0.19;0.15;-0.2;800;0.040000000000000036;1.0;23.0;0.0;13.0;;;;;786667.0;755833.0;;20.0;0.0075;2.37205643478799;;
ANTIPINVICTOR;Antipin;Victor;BUF;26.0;D;;;;;;47.0;0.0;47.0;;;;;;0.0;;;;;;10.0;;;;;;10.0;0.0;10.0;0.0;;;;;;0.2127659574468085;0.0;0.2127659574468085;;;;;;53018.292682926825;;;;;;;;;;;40.0;;;;;;15.28;;0.98;0.068;0.581;3.0;270.0;0.15;-0.49;0.1;;0.017000000000000015;;79.0;;53.0;;;;;;925000.0;;;0.3034;3.2743683781704855;;
AUVITUYOHANN;Auvitu;Yohann;EDM;29.0;D;;;;;25.0;33.0;16.0;29.0;;;;;2.0;3.0;;;;;2.0;6.0;;;;;4.0;9.0;6.25;6.5;3.7;;;;;0.16;0.2727272727272727;0.00317685950413223;0.21636363636363637;;;;;60403.96341463414;31300.81300813008;;;;;0.061;;;;;54.0;69.0;;;;;15.6;13.56;2.09;0.42;0.099;0.615;3.3;234.0;0.46;-0.06;0.7;1005;-0.0040000000000000036;87.0;128.0;67.0;83.0;;;;;792500.0;700000.0;;;0.2644;3.2020827895160893;;
BARBERIOMARK;Barberio;Mark;COL;28.0;D;2.0;49.0;52.0;30.0;60.0;46.0;97.44;47.4;0.0;5.0;1.0;2.0;2.0;3.0;0.0;5.0;6.0;8.0;11.0;10.0;0.0;10.0;7.0;10.0;13.0;13.0;5.04;10.6;3.5;0.0;0.20408163265306123;0.1346153846153846;0.3333333333333333;0.21666666666666667;0.2826086956521739;0.011505722131419779;0.19521761882010327;857.3658536585366;36152.439024390245;79177.70034843206;21951.219512195123;42213.88367729831;32363.977485928706;0.0;0.09300000000000001;0.019;0.063;0.07400000000000001;1.0;54.0;53.0;32.0;80.0;52.0;15.5;14.6;16.8;15.0;18.27;17.28;1.69;0.16;0.08800000000000001;0.32799999999999996;4.5;301.0;0.27;-0.47;0.7;1003;-0.016000000000000014;198.0;124.0;129.0;83.0;35152.0;605000.0;874000.0000000001;600000.0;750000.0;750000.0;1450000.0;;0.5664;2.9979070611915444;;
BARRIETYSON;Barrie;Tyson;COL;27.0;D;32.0;64.0;80.0;78.0;74.0;68.0;36.16;72.8;2.0;13.0;12.0;13.0;7.0;14.0;11.0;25.0;41.0;36.0;31.0;43.0;13.0;38.0;53.0;49.0;38.0;57.0;60.4;47.0;18.6;0.40625;0.59375;0.6625;0.6282051282051282;0.5135135135135135;0.8382352941176471;0.017702580420083575;0.6070756559727148;17365.403377110695;18485.237483953788;47860.10124252186;50472.87207565953;130616.17458279847;80017.11596063328;0.034;0.129;0.086;0.076;0.07;58.0;101.0;139.0;172.0;180.0;178.0;21.6;18.5;21.4;23.2;23.3;22.7;2.96;3.73;0.11800000000000001;0.695;20.0;800.0;0.75;-0.74;5.5;972;-0.018000000000000016;407.0;396.0;277.0;246.0;578485.0;900000.0;2600000.0;2600000.0;5500000.0;5500000.0;5500000.0;20.0;5.3855;7.090033162376001;D;50.0
BARTKOWSKIMATT;Bartkowski;Matt;CGY;30.0;D;11.0;64.0;47.0;80.0;24.0;18.0;549.4399999999999;46.6;0.0;0.0;0.0;6.0;1.0;0.0;2.0;18.0;4.0;12.0;1.0;3.0;2.0;18.0;4.0;18.0;2.0;3.0;54.4;9.0;-0.4;0.18181818181818182;0.28125;0.0851063829787234;0.225;0.08333333333333333;0.16666666666666666;0.005044783451842786;0.17052909413281755;15650.384146341465;28184.28184281843;179115.85365853657;94850.9485094851;89634.1463414634;44817.07317073171;0.0;0.0;0.0;0.071;0.087;9.0;91.0;67.0;85.0;16.0;21.0;13.5;19.5;16.9;18.6;15.38;13.35;0.11;0.01;0.067;0.493;0.9;99.0;0.07;-0.25;0.0;1000;0.0030000000000000027;49.0;37.0;28.0;26.0;233333.0;650000.0;1250000.0;1750000.0;612500.0;612500.0;;;0.0769;2.2256558873455496;;
BEARETHAN;Bear;Ethan;EDM;21.0;D;;;;;;18.0;0.0;18.0;;;;;;1.0;;;;;;3.0;;;;;;4.0;0.0;4.0;0.0;;;;;;0.2222222222222222;0.0;0.2222222222222222;;;;;;39512.19512195122;;;;;;;;;;;20.0;;;;;;18.63;;1.83;0.078;0.6409999999999999;1.4;164.0;0.01;-0.15;0.1;;0.02100000000000002;;45.0;;28.0;;;;;;720000.0;;;0.2036;2.9020576722549665;;
BEAUCHEMINFRANCOIS;Beauchemin;Francois;ANA;38.0;D;48.0;70.0;64.0;82.0;81.0;67.0;54.16000000000001;72.8;6.0;4.0;11.0;8.0;5.0;3.0;18.0;13.0;12.0;26.0;13.0;14.0;24.0;17.0;23.0;34.0;18.0;17.0;42.160000000000004;21.8;-4.7;0.5;0.24285714285714285;0.359375;0.4146341463414634;0.2222222222222222;0.2537313432835821;0.0103208788062063;0.3321366424507351;85365.85365853658;175753.2281205165;118769.88335100743;132352.9411764706;246951.21951219512;48063.127690100424;0.081;0.04;0.1;0.063;0.073;74.0;100.0;110.0;127.0;132.0;93.0;23.5;23.1;22.7;25.1;21.52;17.31;1.11;0.52;0.09699999999999999;0.48200000000000004;5.6;481.0;0.29;0.1;0.6;970;-0.026000000000000023;279.0;187.0;189.0;129.0;3500000.0;3500000.0;3500000.0;4500000.0;4500000.0;1000000.0;;;0.9339;4.121761772923216;;
BEAULIEUNATHAN;Beaulieu;Nathan;BUF;26.0;D;6.0;17.0;64.0;64.0;74.0;59.0;396.23999999999995;55.6;0.0;0.0;1.0;2.0;4.0;1.0;2.0;2.0;8.0;17.0;24.0;8.0;2.0;2.0;9.0;19.0;28.0;9.0;82.64000000000001;13.4;-6.7;0.3333333333333333;0.11764705882352941;0.140625;0.296875;0.3783783783783784;0.15254237288135594;0.010586367150678915;0.2365668572360995;7178.487804878048;132164.63414634144;99902.43902439026;41078.30551989731;32229.965156794427;191869.918699187;0.0;0.0;0.016;0.027000000000000003;0.107;8.0;15.0;62.0;74.0;118.0;67.0;15.4;13.2;15.7;17.5;19.48;15.95;1.7;0.89;0.067;0.529;2.9;384.0;0.15;-0.25;-0.1;1031;0.029000000000000026;235.0;148.0;159.0;103.0;196212.0;1275000.0;1152000.0000000002;1000000.0;1000000.0;2400000.0;2400000.0;19.0;0.1678;3.225222960080413;;
BELPEDIOLOUIE;Belpedio;Louie;MIN;22.0;D;;;;;;1.0;0.0;1.0;;;;;;0.0;;;;;;2.0;;;;;;2.0;0.0;2.0;0.0;;;;;;2.0;0.0;2.0;;;;;;;;;;;;;;;;;0.0;;;;;;15.78;;0.63;0.28600000000000003;0.16699999999999998;0.6;12.0;1.6;0.0;0.2;;-0.119;;4.0;;2.0;;;;;;;;;0.0249;;;
BENNINGMATT;Benning;Matt;EDM;24.0;D;;;;;;73.0;0.0;73.0;;;;;;6.0;;;;;;15.0;;;;;;21.0;0.0;21.0;3.3;;;;;;0.2876712328767123;0.0;0.2876712328767123;;;;;;39213.124274099886;;;;;;;;;;;111.0;;;;;;17.28;;0.89;0.086;0.579;7.5;656.0;0.4;0.28;1.2;;0.006000000000000005;;236.0;;163.0;;;;;;925000.0;;;1.6368;4.82864691134215;D;20.0
BENNJORDIE;Benn;Jordie;MTL;31.0;D;26.0;78.0;73.0;64.0;71.0;77.0;25.040000000000003;72.6;1.0;3.0;2.0;3.0;4.0;4.0;5.0;17.0;14.0;9.0;13.0;11.0;6.0;20.0;16.0;12.0;17.0;15.0;6.8;16.0;-2.8;0.23076923076923078;0.2564102564102564;0.2191780821917808;0.1875;0.23943661971830985;0.19480519480519481;0.0005833726184007091;0.22134989731579544;22419.29268292683;33292.682926829264;38948.170731707316;45528.455284552845;56025.82496413199;68861.78861788618;0.032;0.033;0.028999999999999998;0.052000000000000005;0.065;31.0;91.0;70.0;58.0;68.0;106.0;17.3;19.2;18.1;15.7;18.28;18.97;1.0;0.02;0.061;0.43;5.5;613.0;0.27;-0.08;0.2;960;0.03500000000000003;180.0;217.0;116.0;142.0;424242.0;700000.0;700000.0;700000.0;1100000.0;1100000.0;1100000.0;19.0;0.9088;4.05189473358786;;
BIEGAALEX;Biega;Alex;VAN;30.0;D;;;7.0;51.0;36.0;44.0;280.25;34.5;;;1.0;0.0;0.0;1.0;;;0.0;7.0;3.0;8.0;;;1.0;7.0;3.0;9.0;10.0;5.0;3.9;;;0.14285714285714285;0.13725490196078433;0.08333333333333333;0.20454545454545456;0.0018442405725861894;0.14199770817417876;;;7682.926829268294;53310.10452961672;109756.0975609756;44715.44715447155;;;0.14300000000000002;0.0;0.053;;;7.0;61.0;37.0;79.0;;;15.8;16.8;13.17;15.02;0.26;0.03;0.063;0.491;2.9;317.0;0.29;-0.16;0.2;968;-0.0029999999999998916;79.0;148.0;59.0;105.0;;;90000.0;600000.0;750000.0;750000.0;825000.0;;0.3976;2.834888785673711;;
BIEKSAKEVIN;Bieksa;Kevin;ANA;37.0;D;36.0;76.0;60.0;71.0;81.0;59.0;75.44;69.4;6.0;4.0;4.0;4.0;3.0;0.0;6.0;20.0;10.0;11.0;11.0;8.0;12.0;24.0;14.0;15.0;14.0;8.0;26.4;15.0;-13.3;0.3333333333333333;0.3157894736842105;0.23333333333333334;0.2112676056338028;0.1728395061728395;0.13559322033898305;0.005082961528479014;0.23369274541608376;168292.68292682926;177642.27642276426;240418.11846689897;265528.4552845528;282229.9651567944;359756.0975609756;0.078;0.024;0.04;0.037000000000000005;0.085;77.0;167.0;99.0;109.0;94.0;66.0;21.9;22.8;20.8;21.0;18.75;18.02;0.98;0.48;0.064;0.415;2.4;443.0;0.03;-0.62;-0.5;997;0.007000000000000006;197.0;147.0;146.0;110.0;4600000.0;4600000.0;4600000.0;4600000.0;4000000.0;4000000.0;;;0.2127;3.1858389207846836;;
BIGRASCHRIS;Bigras;Chris;COL;23.0;D;;;;31.0;;15.0;64.0;23.0;;;;1.0;;0.0;;;;2.0;;1.0;;;;3.0;;1.0;1.0;2.0;-0.5;;;;0.0967741935483871;;0.06666666666666667;0.00022661579373337956;0.08172043010752689;;;;110138.21138211385;;154268.23170731706;;;;0.048;;;;;21.0;;8.0;;;;13.3;;13.86;;0.36;0.064;0.5329999999999999;0.3;66.0;-0.05;-0.09;-0.2;;0.010000000000000009;;23.0;;13.0;;;;874000.0000000001;;843333.0;;;0.0041;2.0525157852942906;;
BITETTOANTHONY;Bitetto;Anthony;NSH;28.0;D;;;7.0;28.0;29.0;32.0;98.5;24.0;;;0.0;1.0;0.0;1.0;;;0.0;5.0;7.0;2.0;;;0.0;6.0;7.0;3.0;7.5;4.0;-3.5;;;0.0;0.21428571428571427;0.2413793103448276;0.09375;0.009376795996759658;0.13735375615763545;;;3926.829268292683;37845.528455284555;30945.12195121951;79674.79674796748;;;0.0;0.053;0.094;;;2.0;19.0;17.0;25.0;;;11.8;12.1;11.8;13.44;0.2;0.06;0.075;0.524;1.1;165.0;-0.01;-0.12;-0.1;1010;-0.018000000000000016;45.0;54.0;29.0;38.0;;;46000.0;665000.0;612500.0;612500.0;650000.0;;0.2271;2.2310757459135035;;
BOGOSIANZACH;Bogosian;Zach;BUF;28.0;D;33.0;55.0;62.0;64.0;56.0;18.0;284.0;51.0;5.0;3.0;3.0;7.0;2.0;0.0;9.0;8.0;17.0;17.0;9.0;1.0;14.0;11.0;20.0;24.0;11.0;1.0;64.24000000000001;13.4;-4.7;0.42424242424242425;0.2;0.3225806451612903;0.375;0.19642857142857142;0.05555555555555555;0.01558733255877103;0.2623011993979736;71864.11149825784;313588.84146341466;194430.48780487807;167252.0325203252;319290.45676274947;1128919.8292682928;0.059000000000000004;0.022000000000000002;0.024;0.057999999999999996;0.063;85.0;134.0;125.0;121.0;73.0;29.0;23.1;22.9;23.7;22.3;20.08;19.16;0.19;0.89;0.028999999999999998;0.429;0.3;138.0;0.09;-0.07;-0.3;978;0.07099999999999995;135.0;48.0;105.0;35.0;2500000.0;5142857.0;5143000.0;5143000.0;5142857.0;5142857.0;5142857.0;20.0;0.0344;1.8329844837609337;;
BORGMANANDREAS;Borgman;Andreas;TOR;23.0;D;;;;;;48.0;0.0;48.0;;;;;;3.0;;;;;;8.0;;;;;;11.0;0.0;11.0;0.0;;;;;;0.22916666666666666;0.0;0.22916666666666666;;;;;;49223.94678492239;;;;;;;;;;;46.0;;;;;;13.69;;0.03;0.10300000000000001;0.56;3.9;323.0;0.23;-0.2;0.6;;-0.016999999999999904;;117.0;;71.0;;;;;;925000.0;;;0.102;3.26836337823037;;
BOROWIECKIMARK;Borowiecki;Mark;OTT;29.0;D;6.0;13.0;63.0;63.0;70.0;52.0;417.36;52.2;0.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0;10.0;1.0;2.0;8.0;0.0;1.0;11.0;2.0;3.0;11.0;19.839999999999996;5.6;6.9;0.0;0.07692307692307693;0.1746031746031746;0.031746031746031744;0.04285714285714286;0.21153846153846154;0.00596922800702817;0.08961131461131461;9016.975609756097;91158.53658536586;40160.75388026607;422560.97560975613;313008.1300813008;63414.634146341465;0.0;0.16699999999999998;0.033;0.037000000000000005;0.054000000000000006;1.0;6.0;30.0;27.0;50.0;66.0;13.0;12.6;15.9;14.6;14.02;14.64;0.04;0.01;0.079;0.377;3.9;316.0;0.17;0.06;0.5;975;0.018000000000000016;115.0;132.0;74.0;98.0;123232.0;575000.0;575000.0;1100000.0;1100000.0;1100000.0;1200000.0;;0.3948;2.8223275577151226;;
BORTUZZOROBERT;Bortuzzo;Robert;STL;29.0;D;15.0;54.0;51.0;40.0;38.0;72.0;148.0;51.0;2.0;0.0;3.0;2.0;1.0;4.0;2.0;10.0;5.0;1.0;3.0;9.0;4.0;10.0;8.0;3.0;4.0;13.0;13.839999999999998;7.6;2.8;0.26666666666666666;0.18518518518518517;0.1568627450980392;0.075;0.10526315789473684;0.18055555555555555;0.0037750698520387874;0.16158888506669725;24009.146341463413;39512.19512195122;46646.34146341463;170731.70731707316;121646.34146341465;77673.54596622889;0.2;0.0;0.054000000000000006;0.043;0.096;10.0;50.0;56.0;47.0;45.0;76.0;13.3;15.5;15.1;13.3;14.08;14.8;0.08;0.03;0.075;0.47;4.6;464.0;0.31;0.02;0.4;1005;0.0020000000000000018;87.0;164.0;65.0;105.0;525000.0;600000.0;600000.0;1050000.0;1050000.0;1150000.0;1150000.0;19.0;0.5992;3.3317974881279224;;
BOUWMEESTERJAY;Bouwmeester;Jay;STL;35.0;D;47.0;82.0;72.0;72.0;81.0;35.0;297.04;68.4;7.0;4.0;2.0;3.0;1.0;2.0;15.0;33.0;11.0;16.0;14.0;5.0;22.0;37.0;13.0;19.0;15.0;7.0;103.35999999999999;18.2;-5.8;0.46808510638297873;0.45121951219512196;0.18055555555555555;0.2638888888888889;0.18518518518518517;0.2;0.014906459118428474;0.291489041367955;174035.47671840352;180540.54054054053;364727.9549718574;249550.70603337613;355609.756097561;329268.2926829268;0.08900000000000001;0.026000000000000002;0.022000000000000002;0.028999999999999998;0.099;79.0;152.0;92.0;105.0;106.0;45.0;24.6;24.0;22.7;23.1;22.4;20.14;0.22;0.04;0.078;0.37799999999999995;2.4;260.0;0.28;-0.37;0.0;1013;0.0020000000000000018;205.0;101.0;139.0;66.0;6680000.0;6680000.0;5400000.0;5400000.0;5400000.0;5400000.0;5400000.0;19.0;0.5185;2.796010210737692;;
BOWEYMADISON;Bowey;Madison;WSH;23.0;D;;;;;;51.0;0.0;51.0;;;;;;0.0;;;;;;12.0;;;;;;12.0;0.0;12.0;0.0;;;;;;0.23529411764705882;0.0;0.23529411764705882;;;;;;36453.23475609756;;;;;;;;;;;47.0;;;;;;13.71;;0.02;0.079;0.529;3.5;281.0;0.09;-0.42;0.4;;0.0;;103.0;;72.0;;;;;;703333.0;;;0.1363;3.167283683802029;;
BOYCHUKJOHNNY;Boychuk;Johnny;NYI;35.0;D;44.0;75.0;72.0;70.0;66.0;58.0;34.56;68.2;1.0;5.0;9.0;9.0;6.0;6.0;5.0;18.0;26.0;16.0;17.0;12.0;6.0;23.0;35.0;25.0;23.0;18.0;31.360000000000003;24.8;0.7;0.13636363636363635;0.30666666666666664;0.4861111111111111;0.35714285714285715;0.3484848484848485;0.3103448275862069;0.010612012575708497;0.32418565789255444;301084.0406504065;133881.24337221633;84468.29268292684;204878.04878048782;209968.18663838814;235772.3577235772;0.013000000000000001;0.035;0.047;0.055;0.084;75.0;142.0;192.0;165.0;155.0;141.0;20.4;21.2;21.7;21.4;20.73;20.19;1.68;0.55;0.098;0.397;6.5;473.0;0.35;-0.04;1.0;1006;0.006000000000000005;339.0;281.0;235.0;199.0;3366667.0;3366667.0;3367000.0;6000000.0;6000000.0;6000000.0;6000000.0;22.0;1.9892;4.22198305459472;D;22.0
BRAUNJUSTIN;Braun;Justin;SJS;31.0;D;41.0;82.0;70.0;80.0;81.0;81.0;19.760000000000005;78.8;0.0;4.0;1.0;4.0;4.0;5.0;7.0;13.0;22.0;19.0;9.0;28.0;7.0;17.0;23.0;23.0;13.0;33.0;45.760000000000005;21.8;14.0;0.17073170731707318;0.2073170731707317;0.32857142857142857;0.2875;0.16049382716049382;0.4074074074074074;0.007972058471138672;0.26033690727118913;89285.71428571429;73529.41176470589;46394.485683987274;161187.69883351008;288742.9643527205;113747.22838137472;0.0;0.033;0.011000000000000001;0.035;0.079;48.0;121.0;94.0;114.0;95.0;115.0;18.8;21.0;21.0;20.6;19.98;21.33;0.2;0.08;0.095;0.31;10.4;669.0;0.3;-0.26;1.7;993;-0.006000000000000005;236.0;251.0;153.0;170.0;1250000.0;1250000.0;1250000.0;3800000.0;3800000.0;3800000.0;3800000.0;20.0;1.7682;4.363397668325707;D;25.0
BRICKLEYDANIEL;Brickley;Daniel;LAK;23.0;D;;;;;;1.0;0.0;1.0;;;;;;0.0;;;;;;1.0;;;;;;1.0;0.0;1.0;0.0;;;;;;1.0;0.0;1.0;;;;;;11280.487804878048;;;;;;;;;;;0.0;;;;;;10.8;;0.0;0.5;0.667;0.3;5.0;0.8;0.0;0.1;;-0.5;;1.0;;0.0;;;;;;925000.0;925000.0;;0.0006;2.0206537390052928;;
BRODIETJ;Brodie;TJ;CGY;28.0;D;47.0;81.0;81.0;70.0;82.0;73.0;24.24;77.4;2.0;4.0;11.0;6.0;6.0;4.0;12.0;27.0;30.0;39.0;30.0;28.0;14.0;31.0;41.0;45.0;36.0;32.0;28.4;37.0;0.4;0.2978723404255319;0.38271604938271603;0.5061728395061729;0.6428571428571429;0.43902439024390244;0.4383561643835616;0.011377849837023134;0.451166487799838;24223.259581881528;67712.43115656963;51197.20404521118;88211.38211382114;129177.77777777778;129374.69512195123;0.045;0.038;0.083;0.076;0.087;44.0;104.0;133.0;79.0;78.0;118.0;20.2;24.1;25.2;25.3;23.58;23.68;2.71;2.52;0.081;0.5429999999999999;10.1;895.0;0.47;-0.18;1.5;982;0.014000000000000012;208.0;260.0;131.0;173.0;591666.0;2125000.0;2125000.0;4650000.0;4650400.0;4650400.0;4650400.0;20.0;2.2662;5.683964792934543;D;36.0
BRODINJONAS;Brodin;Jonas;MIN;25.0;D;45.0;79.0;71.0;68.0;68.0;73.0;16.560000000000002;71.8;2.0;8.0;3.0;2.0;3.0;6.0;9.0;11.0;14.0;5.0;22.0;15.0;11.0;19.0;17.0;7.0;25.0;21.0;36.160000000000004;17.8;3.6;0.24444444444444444;0.24050632911392406;0.23943661971830985;0.10294117647058823;0.36764705882352944;0.2876712328767123;0.006178106705321515;0.2471078102412514;44724.66186252772;73227.98010269576;73546.62840746054;493651.5679442509;138211.3931707317;176635.70905923346;0.039;0.10800000000000001;0.032;0.034;0.098;51.0;74.0;95.0;58.0;85.0;77.0;23.2;23.9;24.2;20.4;19.55;21.6;1.58;0.78;0.121;0.446;7.4;620.0;0.27;-0.01;0.8;1017;-0.028000000000000025;186.0;162.0;123.0;109.0;896481.0;1444167.0;1444000.0;4167000.0;4166667.0;4166667.0;4166667.0;21.0;2.0588;4.0479336044904635;;
BURGDOERFERERIK;Burgdoerfer;Erik;OTT;30.0;D;;;;;2.0;2.0;0.0;2.0;;;;;0.0;0.0;;;;;0.0;1.0;;;;;0.0;1.0;0.25;0.5;1.0;;;;;0.0;0.5;0.0625;0.25;;;;;14024.390243902439;15853.658536585366;;;;;0.0;;;;;2.0;2.0;;;;;11.17;13.42;0.0;0.0;0.133;0.364;0.3;12.0;0.45;0.0;0.1;889;-0.133;3.0;2.0;3.0;2.0;;;;;575000.0;650000.0;;19.0;0.0065;1.6090416951387896;;
BURNSBRENT;Burns;Brent;SJS;33.0;D;30.0;69.0;82.0;82.0;82.0;82.0;27.040000000000003;79.4;9.0;22.0;17.0;27.0;29.0;12.0;11.0;26.0;43.0;48.0;47.0;55.0;20.0;48.0;60.0;75.0;76.0;67.0;107.76000000000002;65.2;20.4;0.6666666666666666;0.6956521739130435;0.7317073170731707;0.9146341463414634;0.926829268292683;0.8170731707317073;0.010412205366412049;0.7920937905031223;105365.8536585366;100975.60975609756;96000.0;76800.0;75789.47368421052;119402.98507462686;0.111;0.09;0.069;0.076;0.099;81.0;245.0;245.0;353.0;322.0;332.0;16.3;16.8;24.0;25.9;24.93;25.24;3.36;3.68;0.085;0.667;21.6;1245.0;1.02;0.39;5.4;1019;0.006000000000000005;777.0;774.0;483.0;481.0;5760000.0;5760000.0;5760000.0;5760000.0;5760000.0;8000000.0;8000000.0;25.0;6.4894;8.957749585525947;D;71.0
BUTCHERWILL;Butcher;Will;NJD;24.0;D;;;;;;81.0;0.0;81.0;;;;;;5.0;;;;;;39.0;;;;;;44.0;0.0;44.0;0.0;;;;;;0.5432098765432098;0.0;0.5432098765432098;;;;;;20766.352549889136;;;;;;;;;;;88.0;;;;;;16.06;;2.65;0.10099999999999999;0.711;14.8;772.0;0.54;0.65;3.6;;-0.008999999999999897;;239.0;;153.0;;;;;;925000.0;925000.0;19.0;1.4378;6.409077376302936;D;45.0
BUTLERCHRIS;Butler;Chris;STL;32.0;D;44.0;82.0;33.0;5.0;1.0;6.0;929.8399999999999;25.4;1.0;2.0;3.0;0.0;0.0;0.0;7.0;14.0;6.0;0.0;0.0;0.0;8.0;16.0;9.0;0.0;0.0;0.0;42.4;5.0;-1.3;0.18181818181818182;0.1951219512195122;0.2727272727272727;0.0;0.0;0.0;0.012527661559623052;0.10827790096082779;83841.46341463416;106250.0;23117.88617886179;41158.53658536585;7317.073170731707;47560.9756097561;0.025;0.024;0.055999999999999994;0.0;0.2;40.0;83.0;54.0;4.0;1.0;2.0;17.0;20.3;17.2;11.5;21.47;13.31;0.58;0.33;0.114;0.491;0.0;42.0;0.18;0.0;-0.1;1133;-0.03299999999999992;3.0;7.0;1.0;2.0;1250000.0;1700000.0;517000.0;675000.0;600000.0;650000.0;;19.0;0.0009;1.582609099045797;;
BYFUGLIENDUSTIN;Byfuglien;Dustin;WPG;33.0;D;43.0;78.0;69.0;81.0;80.0;69.0;28.24;75.4;8.0;20.0;18.0;19.0;13.0;8.0;20.0;36.0;27.0;34.0;39.0;37.0;28.0;56.0;45.0;53.0;52.0;45.0;19.76;50.2;4.1;0.6511627906976745;0.717948717948718;0.6521739130434783;0.654320987654321;0.65;0.6521739130434783;0.0006063677763515636;0.6629633870646116;97386.75958188155;88327.52613240418;97235.77235772357;96916.70501610677;142589.1181988743;142113.82113821138;0.055999999999999994;0.078;0.086;0.077;0.09699999999999999;142.0;256.0;209.0;247.0;240.0;193.0;24.4;23.1;22.7;25.2;27.45;24.34;3.17;3.06;0.11900000000000001;0.575;14.9;837.0;0.7;-0.49;3.4;997;-0.03600000000000003;449.0;372.0;339.0;283.0;5200000.0;5200000.0;5200000.0;5200000.0;7600000.0;7600000.0;7600000.0;21.0;4.4944;6.6553134213864755;D;48.0
CAPOBIANCOKYLE;Capobianco;Kyle;ARI;21.0;D;;;;;;1.0;0.0;1.0;;;;;;0.0;;;;;;0.0;;;;;;0.0;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;;;;;;9085.365853658537;;;;;;;;;;;0.0;;;;;;13.55;;0.0;0.25;0.444;0.0;5.0;-0.45;0.0;0.0;;-0.08299999999999996;;1.0;;1.0;;;;;;745000.0;;;0.0;1.3570734072582868;;
