"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"723","Keegan Lowe","CAR","D","2","27.683333333333","13.841666666667","34.68","80.19","30.19","15.17","60.69","20.00","8.67","41.18","17.39","0","4.33","0.00","15.17","32.51","31.82","4.33","17.34","20.00","0","4.33","0.00","14.45","20.23","41.67","0","0","-","18.78","65.74","22.22","0","0","-","0.00","89.47","0.895","13","19.51","8.67","43.35","60.00","23.84","28.18","19.51","55.00"
"314","Joe Vitale","ARI","C","70","786.05","11.229285714286","41.07","78.47","34.36","29.31","56.56","34.13","21.6","40.84","34.60","0.84","3.66","18.64","18.32","34.5","34.68","7.86","13.89","36.14","0.46","1.91","19.35","13.94","27.48","33.66","0.41","1.12","26.67","26.35","56.56","31.78","0.11","1.32","7.69","3.89","91.03","0.949","7.63","11.68","20.15","45.19","27.47","11.37","18.4","30.91","26.90"
"686","Ben Street","COL","C","3","34.783333333333","11.594444444444","53.47","77.62","40.79","32.77","53.47","38.00","24.15","34.5","41.18","3.45","3.45","50.00","20.7","31.05","40.00","3.45","15.52","18.18","0","1.72","0.00","23","20.7","52.63","2.3","2.3","50.00","39.87","57.31","41.03","2.49","0","100.00","14.29","90.00","1.043","20.7","18.97","10.35","44.85","66.67","27.6","22.42","17.25","61.54"
"724","Klas Dahlbeck","ARI, CHI","D","23","406.16666666667","17.659420289855","45.79","76.67","37.39","33.24","56.87","36.89","22.16","41.81","34.64","1.77","3.84","31.58","20.98","37.37","35.95","7.98","16.84","32.14","0.44","2.66","14.29","17.33","27.38","38.77","1.38","0.79","63.64","29.87","51.64","36.65","0.21","0.85","20.00","8.00","90.81","0.988","7.53","11.23","18.61","51.56","28.81","13.59","15.95","31.91","29.87"
"683","Michael Sgarbossa","COL","C","3","21.283333333333","7.0944444444444","53.56","76.12","41.30","42.29","64.84","39.47","36.65","50.74","41.94","8.46","8.46","50.00","16.91","25.37","40.00","0","8.46","0.00","0","2.82","0.00","22.55","22.55","50.00","3.76","3.76","50.00","52.94","69.22","43.33","8.14","4.07","66.67","23.08","83.33","1.064","19.73","16.91","14.1","45.11","58.33","25.37","25.37","14.1","64.29"
"134","Adam Burish","S.J","R","20","222.9","11.145","35.8","75.64","32.13","24.76","54.91","31.08","17.23","39.03","30.62","0.81","3.5","18.75","15.07","34.72","30.27","5.65","16.69","25.30","0.54","2.15","20.00","12.56","24.05","34.31","0","0.72","0.00","22.94","49.38","31.72","0.39","1.17","25.00","4.69","91.03","0.957","6.46","12.11","19.65","57.34","24.74","10.23","17.5","33.11","23.60"
"38","Manny Malhotra","MTL","C","58","629.48333333333","10.85316091954","29.36","75.3","28.05","20.68","50.33","29.13","14.96","35.36","29.73","0.67","2.57","20.59","11.44","32.79","25.86","4.38","13.25","24.86","0.19","1.43","11.76","9.4","26.05","26.52","0.25","0.64","28.57","21.48","52.73","28.94","0.41","0.96","30.00","4.46","92.72","0.972","7.82","11.72","43.75","36.7","15.16","10.58","14.49","62.62","14.45"
"129","Matt Ellis","BUF","L","39","324.63333333333","8.3239316239316","37.15","75.22","33.06","29.39","54.71","34.95","22.73","39.74","36.39","0.92","4.62","16.67","13.86","34.93","28.41","5.91","13.31","30.77","0.37","2.4","13.33","10.6","28.83","26.88","0.49","1.97","20.00","26.96","49.12","35.44","0.27","1.07","20.00","4.07","88.37","0.924","6.65","12.75","15.89","59.7","29.51","11.27","16.82","28.09","28.64"
"262","Patrick Kaleta","BUF","R","42","372.43333333333","8.8674603174603","29.16","75.07","27.98","22.72","53.97","29.62","17.56","40.44","30.28","0.81","4.35","15.63","11.6","35.44","24.66","5.16","15.47","25.00","0.64","2.74","19.05","8.59","26.64","24.39","0.21","1.29","14.29","20.71","48.87","29.77","0","0.93","0.00","4.59","89.24","0.938","6.61","13.05","15.63","55.74","29.71","10.31","18.37","25.29","28.96"
"730","David Musil","EDM","D","4","79.216666666667","19.804166666667","56.05","74.98","42.77","37.87","55.29","40.65","24.24","40.14","37.65","3.03","6.06","33.33","29.54","37.11","44.32","9.85","18.18","35.14","1.51","3.03","33.33","26.26","25.25","50.98","1.01","1.01","50.00","36.1","47.04","43.42","1.09","2.19","33.33","12.50","84.91","0.974","6.06","5.3","6.82","42.42","47.06","15.91","15.15","20.45","43.75"
"116","Cody McCormick","BUF","C","33","386.55","11.713636363636","31.04","74.82","29.33","22.2","53.08","29.48","16.76","37.87","30.68","0.93","3.57","20.69","12.57","35.23","26.30","6.52","12.42","34.43","0.78","1.55","33.33","8.07","30.42","20.97","0","2.07","0.00","21.97","49.77","30.63","0.22","0.67","25.00","5.56","90.57","0.961","6.36","12.73","19.87","43.93","24.26","10.09","16.92","31.51","24.25"
"595","Jerry D'Amigo","BUF","R","9","87.566666666667","9.7296296296296","41.11","74.69","35.50","32.89","53.44","38.10","21.93","41.8","34.41","0.69","4.11","14.29","14.39","34.26","29.58","4.8","10.96","30.43","0","1.37","0.00","12.79","31.06","29.17","0","2.74","0.00","31.67","48.5","39.51","0.99","0.99","50.00","3.13","90.16","0.933","6.17","10.96","11.65","52.07","34.62","8.91","14.39","25.35","26.00"
"818","Brendan Woods","CAR","L","2","12.066666666667","6.0333333333333","29.83","74.59","28.57","24.86","39.78","38.46","24.86","14.92","62.50","0","4.97","0.00","9.94","24.86","28.57","0","0","-","0","0","-","13.26","33.15","28.57","0","0","-","28.73","64.64","30.77","0","7.18","0.00","0.00","66.67","0.667","14.92","0","9.94","64.64","60.00","19.89","0","19.89","50.00"
"845","Emile Poirier","CGY","L","6","47.9","7.9833333333333","46.35","73.9","38.54","30.06","46.35","39.34","25.05","35.07","41.67","1.25","0","100.00","17.54","30.06","36.84","8.77","15.03","36.84","1.25","0","100.00","11.69","20.04","36.84","0","0","-","30.76","57.9","34.69","0","0","-","5.00","100.00","1.050","8.77","7.52","7.52","78.91","53.85","16.28","11.27","17.54","48.15"
"203","Tyson Strachan","BUF","D","46","873.28333333333","18.984420289855","36.14","73.86","32.85","26.73","52.29","33.83","19.86","36.9","34.99","0.96","4.4","17.95","15.6","33.87","31.53","7.01","12.99","35.05","0.48","2.4","16.67","11.45","27.85","29.14","0.37","1.83","16.67","24.81","50.42","32.98","0.3","0.89","25.00","4.84","88.08","0.929","6.39","12.64","14.15","44.45","31.10","13.88","19.51","26.18","34.65"
"201","Alexandre Bolduc","ARI","C","3","31.983333333333","10.661111111111","45.02","73.16","38.10","28.14","52.53","34.88","20.64","39.4","34.38","0","1.88","0.00","15.01","41.27","26.67","3.75","7.5","33.33","0","0","-","15.01","45.02","25.00","0","2.5","0.00","32.52","40.65","44.44","0","0","-","0.00","95.24","0.952","15.01","5.63","16.88","63.78","47.06","16.88","11.26","28.14","37.50"
"333","Mike Weber","BUF","D","64","1199.5","18.7421875","37.87","72.63","34.27","28.76","50.77","36.16","21.01","35.06","37.47","1.2","3.1","27.91","16.86","33.26","33.63","7.95","10.9","42.18","0.75","1.7","30.61","11.87","29.81","28.48","0.2","1","16.67","25.79","49.93","34.06","0.36","0.87","29.41","5.71","91.16","0.969","5.4","10.8","13.76","46.52","28.20","13.31","17.16","25.41","34.37"
"486","Andrew Campbell","ARI","D","33","578.71666666667","17.536868686869","48.31","72.37","40.03","35.25","53.5","39.72","24.88","37.32","40.00","0.83","3.11","21.05","20.74","33.28","38.39","8.09","13.79","36.97","0.41","2.18","16.00","16.86","25.99","39.35","0.28","0.55","33.33","32.05","52.27","38.01","0.15","0.75","16.67","3.33","91.67","0.950","6.74","11.4","17.73","53.91","27.54","13.37","17.11","30.69","30.35"
"159","Jim Slater","WPG","C","82","755.2","9.209756097561","37.9","72.06","34.47","28.84","52.75","35.35","20.42","38.69","34.54","1.51","3.42","30.65","17.48","35.67","32.88","7.07","13.82","33.84","1.03","1.99","34.21","13.88","29.13","32.27","0.21","1.06","16.67","23.3","45.33","33.95","0.46","0.92","33.33","7.39","91.17","0.986","8.74","10.33","23.28","48.31","27.30","12.79","15.25","35.35","26.57"
"36","Brad Stuart","COL","D","65","1321","20.323076923077","39.11","71.99","35.20","29.57","53.05","35.79","21.39","37.56","36.29","1.82","2.45","42.55","17.8","32.2","35.60","7.49","12.58","37.33","1","1.27","44.00","13.75","26.16","34.45","0.48","0.79","38.10","25.26","48.02","34.47","0.46","0.79","36.84","8.49","93.47","1.020","8.08","14.22","15.03","41.92","34.97","16.26","19.89","28.75","36.13"
"297","Marc-Andre Cliche","COL","C","74","784.85","10.606081081081","32.87","71.94","31.36","26.37","53.51","33.01","20.64","38.38","34.97","1.3","2.37","35.42","12.08","34.55","25.90","5.05","15.37","24.72","0.69","1.07","39.13","9.38","25.58","26.82","0.31","1.22","20.00","22.42","46.71","32.43","0.33","0.55","37.50","6.30","93.82","1.001","10.86","13.84","19.88","44.49","35.32","14.98","18.12","29.66","33.56"
"569","Drew Shore","CGY","C","11","117.3","10.663636363636","42.97","71.61","37.50","31.71","50.13","38.75","24.55","40.41","37.80","2.05","4.6","30.77","17.39","30.69","36.17","4.6","12.28","27.27","1.53","2.05","42.86","17.05","24.55","40.98","0","2.73","0.00","31.03","50.98","37.84","0.74","0.74","50.00","8.33","88.61","0.969","8.18","13.81","9.21","65.47","47.06","12.28","20.46","20.97","36.92"
"488","Lance Bouma","CGY","C, L","78","1092.7833333333","14.010042735043","42.77","71.6","37.40","31.85","48.59","39.59","23.66","33.22","41.60","2.64","3.02","46.60","20.26","32.01","38.76","8.29","12.02","40.81","1.32","1.32","50.00","15.96","26.65","37.46","0.66","1.46","31.03","26.65","47.66","35.86","0.87","0.79","52.38","11.14","90.91","1.020","7.96","15.48","18.56","49.25","30.02","12.74","21.52","32.06","28.43"
"69","Mike Weaver","MTL","D","31","439.08333333333","14.163978494624","41.68","71.19","36.92","29.11","49.19","37.17","21.04","36.08","36.84","2.19","3.42","39.02","20.91","34.03","38.06","8.75","16.12","35.16","1.37","1.64","45.45","16.22","23.87","40.45","0.55","1.64","25.00","24.87","47.17","34.52","0.59","0.59","50.00","10.39","90.53","1.009","6.42","10.66","16.67","42.77","27.81","13.12","15.71","30.06","30.38"
"163","Josh Gorges","BUF","D","46","1028.7166666667","22.363405797101","33.65","71.16","32.11","25.84","50.45","33.87","18.72","35.52","34.52","1.17","4.14","21.98","14.58","34.3","29.83","7.12","13.71","34.17","0.52","2.39","18.00","9.95","27.45","26.61","0.78","1.09","41.67","22.75","45.66","33.25","0.08","1.26","6.25","6.23","88.34","0.946","6.42","14.7","18.31","40.13","25.94","13.71","20.18","32.55","29.63"
"254","Patrick Bordeleau","COL","L","1","6.7666666666667","6.7666666666667","26.6","70.94","27.27","17.73","53.2","25.00","17.73","53.2","25.00","0","0","-","0","26.6","0.00","0","17.73","0.00","0","0","-","0","11.82","0.00","0","0","-","38.42","38.42","50.00","0","0","-","0.00","100.00","1.000","8.87","26.6","8.87","62.07","50.00","26.6","26.6","17.73","60.00"
"165","Andre Benoit","BUF","D","59","1069.3833333333","18.125141242938","42.36","70.58","37.51","31.25","52.07","37.51","22.84","36.92","38.22","1.63","3.14","34.12","18.01","30.97","36.77","8.81","12.68","40.99","1.29","1.4","47.92","12.27","24.39","33.47","0.22","1.05","17.65","28.85","47.49","37.79","0.24","1.22","16.67","7.13","91.49","0.986","7.46","12.01","11.05","49.6","40.30","15.99","19.81","21.88","42.22"
"255","Torrey Mitchell","BUF, MTL","C","65","922.88333333333","14.198205128205","35.82","70.08","33.82","26.92","49.54","35.20","19.44","35.3","35.51","1.63","3.45","32.05","14.69","29.45","33.28","7.61","11.05","40.77","1.04","1.76","37.21","9.45","24.53","27.81","0.09","1.39","5.88","24.79","50.24","33.04","0.75","0.94","44.44","8.36","90.24","0.986","8.78","13.78","19.37","42.97","31.18","15.21","19.76","32.96","31.58"
"161","Nate Guenin","COL","D","76","1280.2333333333","16.845175438596","37.68","69.97","35.00","26.81","50.71","34.58","19.97","35.52","35.98","2.25","2.95","43.24","16.78","33.46","33.40","6.19","14.25","30.28","0.98","1.64","37.50","14.12","25.62","35.53","1.06","1.06","50.00","23.96","44.48","35.01","0.61","0.68","47.37","11.27","91.69","1.030","8.01","12.98","15","44.71","34.83","14.72","19.12","26.06","36.09"
"509","Andrew MacWilliam","TOR","D","12","184.83333333333","15.402777777778","38.63","69.79","35.63","29.22","54.86","34.75","22.07","41.88","34.52","0.65","3.9","14.29","16.56","29.54","35.92","5.84","11.04","34.62","0.32","1.3","20.00","14.28","24.67","36.67","0","1.3","0.00","27.66","52.52","34.50","0.47","2.34","16.67","2.94","90.70","0.936","4.87","8.12","15.58","49.99","23.81","9.74","16.56","26.29","27.03"
"264","Roman Polak","TOR","D","56","1180.95","21.088392857143","45.27","69.76","39.36","33.68","52.08","39.28","24.79","35.82","40.91","1.73","3.71","31.78","20.17","33.02","37.92","7.52","13.92","35.07","0.76","1.88","28.85","16.87","25.47","39.84","0.95","1.63","36.84","30.75","46.31","39.90","0.29","0.81","26.67","6.97","89.65","0.966","5.89","11.84","14.63","36.07","28.71","14.28","19.46","30.38","31.97"
"579","Nicolas Deslauriers","BUF","L","82","973.48333333333","11.87174796748","33.47","69.65","32.46","25.39","50.54","33.44","18.74","36.12","34.16","1.23","2.96","29.41","13.37","31.86","29.56","5.73","13.13","30.39","0.55","1.91","22.50","10.19","24.98","28.97","0.66","0.82","44.44","23.77","46.65","33.75","0.27","0.62","30.00","6.58","91.81","0.984","7.64","11.34","12.94","46.04","37.13","12.2","16.33","23.67","34.02"
"368","Chris Summers","ARI, NYR","D","20","284.91666666667","14.245833333333","42.12","69.28","37.81","29.9","48.65","38.07","19.58","36.01","35.23","0.84","4.84","14.81","18.32","33.06","35.66","6.11","13.48","31.18","0.42","3.16","11.76","16.29","26.11","38.41","0.56","1.68","25.00","27.07","40.76","39.91","0","0.61","0.00","4.30","86.55","0.909","6.53","8.21","9.48","46.54","40.79","12.85","14.32","20.22","38.85"
"813","Shayne Gostisbehere","PHI","D","2","25.116666666667","12.558333333333","43","69.28","38.30","28.67","54.94","34.29","14.33","40.61","26.09","0","4.78","0.00","11.94","38.22","23.81","4.78","19.11","20.00","0","4.78","0.00","9.56","25.48","27.27","0","0","-","34.51","31.06","52.63","0","0","-","0.00","88.24","0.882","9.56","14.33","4.78","52.55","66.67","16.72","14.33","9.56","63.64"
"601","Oliver Lauridsen","PHI","D","1","10.433333333333","10.433333333333","57.51","69.01","45.45","34.5","51.76","40.00","11.5","34.5","25.00","0","11.5","0.00","17.25","23","42.86","5.75","11.5","33.33","0","0","-","15.34","15.34","50.00","0","0","-","41.53","58.15","41.67","0","16.61","0.00","0.00","66.67","0.667","17.25","11.5","11.5","46.01","60.00","23","17.25","23","50.00"
"61","Brian McGrattan","CGY","R","8","53.1","6.6375","51.98","68.93","42.99","39.55","46.33","46.05","25.99","30.51","46.00","0","2.26","0.00","23.73","30.51","43.75","5.65","13.56","29.41","0","1.13","0.00","24.11","22.6","51.61","0","1.51","0.00","34.27","48.96","41.18","0","0","-","0.00","92.59","0.926","11.3","13.56","9.04","61.02","55.56","21.47","18.08","19.21","52.78"
"626","Max Reinhart","CGY","C","4","32.35","8.0875","53.79","68.62","43.94","29.68","46.37","39.02","11.13","31.53","26.09","0","5.56","0.00","20.4","31.53","39.29","7.42","12.98","36.36","0","1.85","0.00","17.31","24.73","41.18","0","2.47","0.00","40.19","40.19","50.00","0","2.68","0.00","0.00","82.35","0.824","11.13","20.4","3.71","53.79","75.00","14.84","24.11","14.84","50.00"
"572","Marcus Foligno","BUF","L","57","924.83333333333","16.22514619883","41.26","68.57","37.57","31.4","49.44","38.84","23.74","35.49","40.09","1.95","2.6","42.86","18.17","32.05","36.18","8.5","12.39","40.68","1.3","1.3","50.00","12.89","26.21","32.96","0.43","1.04","29.41","28.49","44.04","39.28","0.37","0.66","36.36","8.20","92.69","1.009","10.57","11.74","12.52","38.93","45.79","17.19","17.65","25.04","40.71"
"361","Brian Strait","NYI","D","52","955.25","18.370192307692","50.94","68.4","42.68","38.88","50.12","43.68","28.89","36.12","44.44","2.51","3.52","41.67","28.08","35.05","44.48","13.06","14.76","46.95","1.63","1.88","46.43","20.02","27.05","42.53","1","1.59","38.71","27.13","42.01","39.24","0.09","0.64","12.50","8.70","90.26","0.990","5.97","8.98","9.17","43.09","39.42","17.96","18.09","22.67","44.20"
"789","Brian Flynn","BUF, MTL","C","63","939.46666666667","14.912169312169","37.62","68.34","35.50","29.06","47.58","37.92","21.84","35.7","37.96","2.11","3.07","40.74","16.54","28.36","36.84","8.75","11.3","43.63","1.41","1.92","42.31","10.39","22.74","31.36","0.68","1.11","38.10","25.65","48.71","34.49","0.28","0.46","37.50","9.65","91.41","1.011","8.94","13.41","15.9","42.66","35.99","14.5","18.33","27.91","34.19"
"877","Kevin Fiala","NSH","L","1","11.416666666667","11.416666666667","68.32","68.32","50.00","47.3","52.55","47.37","31.53","36.79","46.15","0","5.26","0.00","31.53","42.04","42.86","5.26","5.26","50.00","0","5.26","0.00","35.04","49.05","41.67","0","0","-","53.14","37.96","58.33","0","0","-","0.00","85.71","0.857","21.02","0","15.77","42.04","57.14","36.79","5.26","21.02","63.64"
"358","Korbinian Holzer","TOR","D","34","581.5","17.102941176471","42.72","68.31","38.48","33.43","50.25","39.95","23.83","36.42","39.55","2.48","3.2","43.64","18.88","32.3","36.90","8.77","13.41","39.53","1.65","1.24","57.14","13.48","25.18","34.88","0.14","1.65","7.69","31","45.31","40.63","0.89","1.04","46.15","10.39","91.22","1.016","6.91","10.83","14.03","44.37","33.00","14.96","17.02","25.07","37.37"
"598","Phil Varone","BUF","C","28","376.43333333333","13.444047619048","44.15","68.22","39.29","34.59","50.05","40.87","26.3","36.02","42.20","1.28","3.51","26.67","19.76","29.49","40.13","7.33","11.32","39.32","0.64","1.59","28.57","16.58","24.23","40.63","0.21","1.49","12.50","31.31","47.2","39.88","0.69","0.92","42.86","4.85","90.27","0.951","10.84","13.87","9.24","42.24","53.97","17.21","18.97","19.45","46.96"
"229","Ladislav Smid","CGY","D","31","432.96666666667","13.966666666667","44.21","68.18","39.33","33.12","46.01","41.86","22.45","31.32","41.75","1.11","3.88","22.22","22.45","31.6","41.54","8.18","13.03","38.56","0.42","1.52","21.43","19.03","24.76","43.46","0.74","1.85","28.57","27.82","45.64","37.87","0.2","1.4","12.50","4.94","87.61","0.925","6.1","18.02","7.76","45.59","44.00","12.47","26.19","19.96","38.46"
"147","Max Talbot","BOS, COL","C","81","1102.45","13.61049382716","41.8","68.14","38.02","32","49.85","39.10","24.33","34.34","41.47","1.9","3.21","37.23","17.09","31.84","34.93","6.59","12.57","34.38","0.82","1.42","36.59","14.01","25.69","35.28","0.73","1.6","31.25","29.64","44.18","40.15","0.63","0.86","42.11","7.83","90.65","0.985","9.14","12.14","15.67","42.45","36.84","15.13","17.36","24.98","37.72"
"90","Deryk Engelland","CGY","D","76","1093.1833333333","14.38399122807","41.99","67.78","38.25","31.34","46.82","40.10","22.89","31.67","41.95","1.65","3.24","33.71","18.55","30.19","38.06","7.9","10.59","42.73","1.1","1.15","48.78","14.2","26.13","35.21","0.29","1.61","15.38","29.89","44.95","39.94","0.4","1.27","23.81","7.19","89.77","0.970","7.63","17.07","10.32","49.18","42.51","13.56","24.42","22.78","37.31"
"232","Lauri Korpikoski","ARI","L","69","1052.1333333333","15.248309178744","49.96","67.69","42.46","36.33","48.99","42.58","25.43","35.76","41.57","1.6","3.42","31.82","21.56","30.74","41.22","8.9","13.34","40.00","0.91","2.11","30.19","16.88","23.19","42.13","0.46","1.14","28.57","33.11","46.13","41.79","0.49","0.41","54.55","6.28","90.43","0.967","10.09","12.43","13.8","44.99","42.24","17.79","19.56","24.41","42.16"
"425","Drayson Bowman","MTL","L","3","19.533333333333","6.5111111111111","33.79","67.58","33.33","27.65","52.22","34.62","15.36","30.72","33.33","3.07","3.07","50.00","15.36","27.65","35.71","0","6.14","0.00","0","0","-","20.48","28.67","41.67","4.1","4.1","50.00","22.18","48.81","31.25","0","0","-","20.00","90.00","1.100","6.14","12.29","9.22","43","40.00","18.43","18.43","21.5","46.15"
"10","Chris Phillips","OTT","D","36","752.26666666667","20.896296296296","42.43","67.48","38.61","31.03","51.36","37.66","22.81","37.73","37.68","1.83","2.23","45.10","18.74","29.83","38.59","7.26","12.04","37.60","1.36","1.52","47.22","15.31","23.71","39.24","0.32","0.53","37.50","29.38","48.04","37.95","0.35","0.46","42.86","8.04","94.08","1.021","8.14","13.96","13.32","34.14","37.92","16.83","22.89","27.44","38.02"
"628","Greg McKegg","TOR","C","3","27.566666666667","9.1888888888889","34.82","67.47","34.04","28.3","47.88","37.14","17.41","32.65","34.78","0","0","-","13.06","23.94","35.29","2.18","13.06","14.29","0","0","-","14.51","14.51","50.00","0","0","-","18.86","50.3","27.27","0","0","-","0.00","100.00","1.000","10.88","30.47","13.06","39.18","45.45","17.41","34.82","26.12","40.00"
"828","Tim Schaller","BUF","C","18","204.28333333333","11.349074074074","32.9","67.26","32.84","26.14","45.53","36.48","19.97","30.55","39.53","0.88","4.11","17.65","14.69","28.78","33.78","6.46","12.34","34.38","0.59","2.35","20.00","10.97","21.93","33.33","0.39","0.39","50.00","20.36","49.21","29.27","0","2.12","0.00","4.41","86.54","0.910","5.87","12.34","16.45","49.93","26.32","9.69","22.03","27.02","26.40"
"234","Andrej Meszaros","BUF","D","60","1074.3833333333","17.906388888889","46.63","67.24","40.95","36.08","50.21","41.81","27.03","36.02","42.87","2.29","3.35","40.59","21.61","30.16","41.75","10.78","10.61","50.39","1.45","1.9","43.33","14.45","26.06","35.66","0.37","1.49","20.00","31.22","45.58","40.65","0.73","0.48","60.00","8.47","90.70","0.992","9.05","9.66","9.33","50.32","49.24","19.43","16.87","18.09","51.79"
"307","Blair Jones","PHI","C","4","27.666666666667","6.9166666666667","41.2","67.23","38.00","30.36","52.05","36.84","19.52","45.54","30.00","0","8.67","0.00","10.84","23.86","31.25","4.34","15.18","22.22","0","6.51","0.00","8.67","11.57","42.86","0","2.89","0.00","25.06","46.99","34.78","0","0","-","0.00","80.95","0.810","0","17.35","8.67","69.4","0.00","8.67","19.52","15.18","36.36"
"534","Mat Clark","ANA","D","7","89.4","12.771428571429","53.02","67.11","44.13","41.61","50.34","45.26","27.52","32.21","46.07","2.68","1.34","66.67","27.52","26.85","50.62","10.74","8.72","55.17","2.01","1.34","60.00","22.37","24.16","48.08","0.89","0","100.00","32.96","51.38","39.08","0","0","-","9.76","95.83","1.056","6.04","8.72","8.05","49.66","42.86","20.81","16.78","20.13","50.82"
