"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"531","Nikolay Zherdev","NYR","R","82","1379.9166666667","1630","965","62.81","1228","765","61.62","873","571","60.46","84","52","61.76","858","540","61.37","357","242","59.60","50","38","56.82","501","298","62.70","20","10","66.67","684","348","66.28","14","3","82.35","9.62","90.89","1.005","252","203","101","936","71.39","529","399","215","71.10"
"758","Nathan Gerbe","BUF","C","10","136.11666666667","138","82","62.73","103","66","60.95","79","43","64.75","6","1","85.71","50","33","60.24","14","8","63.64","1","0","100.00","36","25","59.02","4","1","80.00","78","43","64.46","1","0","100.00","7.59","97.67","1.053","36","32","18","102","66.67","50","40","24","67.57"
"471","Alexander Semin","WSH","R","62","1192.95","1508","897","62.70","1138","678","62.67","825","483","63.07","110","45","70.97","733","451","61.91","272","165","62.24","48","22","68.57","461","286","61.71","39","12","76.47","663","394","62.72","19","10","65.52","13.33","90.68","1.040","235","206","97","669","70.78","506","363","219","69.79"
"396","Mike Cammalleri","CGY","C","81","1422.05","1652","985","62.65","1262","798","61.26","917","581","61.21","104","64","61.90","775","433","64.16","314","195","61.69","56","33","62.92","461","238","65.95","28","14","66.67","773","471","62.14","19","15","55.88","11.34","88.98","1.003","356","302","134","893","72.65","661","449","255","72.16"
"296","Henrik Zetterberg","DET","L","77","1530.6166666667","1863","1111","62.64","1453","899","61.78","1078","670","61.67","105","67","61.05","793","494","61.62","317","202","61.08","51","29","63.75","476","292","61.98","28","19","59.57","925","515","64.24","24","17","58.54","9.74","90.00","0.997","276","344","267","893","50.83","554","518","447","55.34"
"544","Eric Fehr","WSH","C","61","685.96666666667","826","494","62.58","605","357","62.89","448","266","62.75","37","23","61.67","366","267","57.82","148","91","61.92","21","10","67.74","218","176","55.33","12","7","63.16","403","200","66.83","4","6","40.00","8.26","91.35","0.996","91","187","50","418","64.54","211","267","149","58.61"
"608","Troy Bodie","ANA","R","4","32.583333333333","35","21","62.50","27","20","57.45","21","17","55.26","0","0","-","16","11","59.26","4","4","50.00","0","0","-","12","7","63.16","0","0","-","15","10","60.00","0","0","-","0.00","100.00","1.000","11","7","2","26","84.62","16","8","4","80.00"
"811","Nicklas Backstrom","WSH","C","82","1635.3833333333","2162","1305","62.36","1590","991","61.60","1121","720","60.89","138","61","69.35","1033","653","61.27","348","249","58.29","60","29","67.42","685","404","62.90","49","12","80.33","972","563","63.32","27","17","61.36","12.31","91.53","1.038","312","246","124","891","71.56","727","466","319","69.50"
"270","Daniel Sedin","VAN","L","82","1541.05","1763","1065","62.34","1338","860","60.87","971","640","60.27","106","45","70.20","831","518","61.60","410","217","65.39","66","26","71.74","421","301","58.31","19","10","65.52","777","478","61.91","17","8","68.00","10.92","92.97","1.039","383","351","174","1007","68.76","661","533","344","65.77"
"204","Brian Campbell","CHI","D","82","1851.3166666667","1929","1168","62.29","1495","956","61.00","1111","742","59.96","113","67","62.78","831","518","61.60","339","224","60.21","52","40","56.52","492","294","62.60","28","11","71.79","960","560","63.16","30","15","66.67","10.17","90.97","1.011","354","316","111","1150","76.13","766","541","307","71.39"
"619","Garrett Stafford","DAL","D","3","54.016666666667","57","35","61.96","38","29","56.72","26","19","57.78","2","2","50.00","26","17","60.47","6","6","50.00","1","1","50.00","20","11","64.52","1","1","50.00","29","17","63.04","0","0","-","7.69","89.47","0.972","9","11","6","37","60.00","14","14","9","60.87"
"438","Pascal Pelletier","CHI","L","7","63.933333333333","65","40","61.90","51","33","60.71","36","27","57.14","1","5","16.67","25","18","58.14","14","9","60.87","0","2","0.00","11","9","55.00","0","2","0.00","38","19","66.67","1","1","50.00","2.78","81.48","0.843","11","18","5","71","68.75","17","24","11","60.71"
"68","Viktor Kozlov","WSH","C","67","1050.0333333333","1315","814","61.77","962","604","61.43","693","455","60.37","74","53","58.27","602","382","61.18","193","146","56.93","32","24","57.14","409","236","63.41","23","17","57.50","621","367","62.85","19","11","63.33","10.68","88.35","0.990","186","212","75","589","71.26","418","352","199","67.75"
"615","Mark Giordano","CGY","D","58","940.35","1089","674","61.77","817","547","59.90","592","390","60.29","55","41","57.29","473","302","61.03","210","119","63.83","28","25","52.83","263","183","58.97","15","8","65.22","537","316","62.95","12","8","60.00","9.29","89.49","0.988","165","167","90","867","64.71","375","286","174","68.31"
"41","Markus Naslund","NYR","L","82","1408.65","1633","1013","61.72","1216","776","61.04","881","565","60.93","65","52","55.56","854","531","61.66","371","234","61.32","44","39","53.01","483","297","61.92","14","5","73.68","665","402","62.32","7","8","46.67","7.38","90.80","0.982","294","235","107","887","73.32","596","437","242","71.12"
"421","Ryane Clowe","S.J","L","71","1262.3166666667","1465","912","61.63","1117","673","62.40","820","487","62.74","78","38","67.24","680","401","62.90","294","168","63.64","42","23","64.62","386","233","62.36","18","8","69.23","688","420","62.09","18","6","75.00","9.51","92.20","1.017","246","265","129","931","65.60","425","381","243","63.62"
"740","Kris Russell","CBJ","D","66","1063.9333333333","1085","678","61.54","835","521","61.58","611","399","60.50","46","37","55.42","444","278","61.50","193","121","61.46","23","18","56.10","251","157","61.52","9","10","47.37","555","324","63.14","14","7","66.67","7.53","90.73","0.983","217","172","45","831","82.82","453","294","123","78.65"
"843","John Negrin","CGY","D","3","29.966666666667","48","30","61.54","38","27","58.46","27","23","54.00","1","3","25.00","22","17","56.41","7","7","50.00","0","1","0.00","15","10","60.00","0","1","0.00","26","13","66.67","1","1","50.00","3.70","86.96","0.907","5","2","6","36","45.45","9","5","7","56.25"
"215","Dan Boyle","S.J","D","77","1907.55","2142","1339","61.53","1637","1004","61.98","1205","734","62.15","120","71","62.83","999","587","62.99","397","230","63.32","60","40","60.00","602","357","62.77","37","17","68.52","1011","638","61.31","23","13","63.89","9.96","90.33","1.003","307","300","240","1141","56.12","777","539","450","63.33"
"603","Dustin Byfuglien","CHI","D","77","1145.2","1163","727","61.53","894","577","60.77","657","456","59.03","53","27","66.25","474","329","59.03","179","144","55.42","27","17","61.36","295","185","61.46","9","6","60.00","594","343","63.39","17","4","80.95","8.07","94.08","1.021","227","252","86","861","72.52","390","392","196","66.55"
"194","Kristian Huselius","CBJ","L","74","1444.3833333333","1551","972","61.47","1170","773","60.22","846","579","59.37","82","60","57.75","696","455","60.47","312","192","61.90","40","37","51.95","384","263","59.35","22","13","62.86","720","427","62.77","17","8","68.00","9.69","89.64","0.993","343","329","143","907","70.58","578","467","284","67.05"
"821","David Schlemko","PHX","D","3","57.8","70","44","61.40","52","36","59.09","38","24","61.29","3","5","37.50","33","22","60.00","12","11","52.17","1","4","20.00","21","11","65.63","2","1","66.67","29","21","58.00","0","0","-","7.89","79.17","0.871","13","15","7","49","65.00","21","30","9","70.00"
"639","Lukas Kaspar","S.J","L","13","118.78333333333","124","78","61.39","85","54","61.15","68","38","64.15","6","4","60.00","52","35","59.77","22","13","62.86","4","2","66.67","30","22","57.69","1","0","100.00","55","33","62.50","1","2","33.33","8.82","89.47","0.983","28","26","7","102","80.00","42","37","14","75.00"
"33","Keith Tkachuk","STL","L","79","1339.6833333333","1478","930","61.38","1131","704","61.63","801","497","61.71","88","52","62.86","660","409","61.74","261","157","62.44","46","25","64.79","399","252","61.29","28","15","65.12","719","424","62.90","13","9","59.09","10.99","89.54","1.005","348","349","207","991","62.70","622","501","369","62.76"
"105","Patrik Elias","N.J","C","77","1430.1833333333","1585","1001","61.29","1249","774","61.74","912","587","60.84","97","48","66.90","747","430","63.47","295","183","61.72","59","24","71.08","452","247","64.66","17","15","53.13","749","472","61.34","19","7","73.08","10.64","91.82","1.025","295","276","218","850","57.50","603","449","416","59.18"
"847","Oscar Moller","L.A","R","40","534.78333333333","570","360","61.29","421","285","59.63","281","203","58.06","28","16","63.64","242","153","61.27","102","54","65.38","15","6","71.43","140","99","58.58","5","8","38.46","290","182","61.44","8","0","100.00","9.96","92.12","1.021","129","123","61","401","67.89","190","167","110","63.33"
"126","Jarome Iginla","CGY","R","82","1772.2333333333","2030","1285","61.24","1551","1073","59.11","1112","754","59.59","124","79","61.08","951","584","61.95","369","264","58.29","60","39","60.61","582","320","64.52","37","17","68.52","947","598","61.29","24","21","53.33","11.15","89.52","1.007","386","416","144","931","72.83","813","604","341","70.45"
"409","Patrick Sharp","CHI","L","61","1095.1666666667","1150","728","61.24","878","582","60.14","645","458","58.48","71","33","68.27","474","303","61.00","187","129","59.18","23","15","60.53","287","174","62.26","27","7","79.41","589","367","61.61","20","11","64.52","11.01","92.79","1.038","267","201","73","732","78.53","499","325","177","73.82"
"658","Sami Lepisto","WSH","D","7","137.25","153","97","61.20","112","76","59.57","82","52","61.19","8","6","57.14","73","51","58.87","33","16","67.35","5","5","50.00","40","35","53.33","1","0","100.00","75","43","63.56","2","1","66.67","9.76","88.46","0.982","36","23","11","93","76.60","69","35","25","73.40"
"526","Tom Preissing","L.A","D","22","368.46666666667","424","269","61.18","326","210","60.82","231","135","63.11","16","18","47.06","195","126","60.75","78","46","62.90","8","5","61.54","117","80","59.39","2","7","22.22","209","121","63.33","5","4","55.56","6.93","86.67","0.936","87","62","43","271","66.92","170","93","90","65.38"
"43","Ray Whitney","CAR","L","82","1509.65","1779","1132","61.11","1322","865","60.45","960","588","62.02","102","58","63.75","730","507","59.01","334","189","63.86","52","30","63.41","396","318","55.46","21","11","65.63","878","513","63.12","28","13","68.29","10.63","90.14","1.008","346","296","163","931","67.98","650","499","350","65.00"
"444","Keith Aucoin","WSH","C","12","123.81666666667","143","91","61.11","99","70","58.58","70","49","58.82","8","2","80.00","69","52","57.02","25","16","60.98","5","0","100.00","44","36","55.00","1","1","50.00","61","38","61.62","2","1","66.67","11.43","95.92","1.073","22","30","10","83","68.75","41","45","24","63.08"
"428","David Moss","CGY","R","81","1101.2","1270","812","61.00","960","667","59.00","686","486","58.53","61","56","52.14","562","353","61.42","245","147","62.50","37","29","56.06","317","206","60.61","14","18","43.75","622","394","61.22","9","8","52.94","8.89","88.48","0.974","250","279","186","912","57.34","426","404","299","58.76"
"645","Mike Green","WSH","D","68","1752.45","2236","1432","60.96","1655","1112","59.81","1194","795","60.03","145","62","70.05","1016","710","58.86","341","271","55.72","54","32","62.79","675","439","60.59","53","19","73.61","1049","613","63.12","34","11","75.56","12.14","92.20","1.043","266","270","171","974","60.87","728","514","339","68.23"
"66","Paul Kariya","STL","L","11","199.13333333333","218","140","60.89","155","105","59.62","94","64","59.49","19","7","73.08","93","65","58.86","34","21","61.82","13","2","86.67","59","44","57.28","5","3","62.50","110","59","65.09","1","1","50.00","20.21","89.06","1.093","48","50","23","130","67.61","92","74","52","63.89"
"271","Henrik Sedin","VAN","C","82","1601.0333333333","1813","1172","60.74","1368","932","59.48","987","698","58.58","107","55","66.05","846","562","60.09","422","233","64.43","65","32","67.01","424","329","56.31","18","12","60.00","809","526","60.60","20","10","66.67","10.84","92.12","1.030","366","347","261","1022","58.37","655","537","449","59.33"
"229","Scott Gomez","NYR","C","77","1621.8","1945","1264","60.61","1450","988","59.47","1045","723","59.11","75","63","54.35","991","690","58.95","396","300","56.90","47","46","50.54","595","390","60.41","20","11","64.52","821","469","63.64","8","5","61.54","7.18","91.29","0.985","316","287","169","962","65.15","654","499","345","65.47"
"264","Michael Ryder","BOS","R","74","1104.3666666667","1256","817","60.59","951","611","60.88","694","455","60.40","91","29","75.83","594","385","60.67","252","133","65.45","48","17","73.85","342","252","57.58","27","7","79.41","597","366","61.99","15","5","75.00","13.11","93.63","1.067","278","216","124","713","69.15","483","341","252","65.71"
"233","Jonathan Cheechoo","S.J","R","66","1010.9166666667","1053","686","60.55","812","521","60.92","571","377","60.23","47","38","55.29","463","302","60.52","179","129","58.12","24","23","51.06","284","173","62.14","11","10","52.38","523","332","61.17","12","5","70.59","8.23","89.92","0.982","216","238","98","779","68.79","337","341","181","65.06"
"46","Michael Nylander","WSH","C","72","1010.6","1193","779","60.50","900","609","59.64","659","448","59.53","55","41","57.29","552","394","58.35","210","162","56.45","28","24","53.85","342","232","59.58","16","10","61.54","578","336","63.24","11","6","64.71","8.35","90.85","0.992","157","196","56","615","73.71","348","330","185","65.29"
"836","Teddy Purcell","L.A","L","40","540.61666666667","582","380","60.50","446","291","60.52","301","209","59.02","27","19","58.70","238","161","59.65","84","56","60.00","13","8","61.90","154","105","59.46","7","4","63.64","305","187","61.99","7","6","53.85","8.97","90.91","0.999","127","100","62","358","67.20","213","157","106","66.77"
"822","Andrew Ebbett","ANA","C","48","665.68333333333","701","458","60.48","558","363","60.59","401","262","60.48","46","24","65.71","331","186","64.02","137","87","61.16","27","12","69.23","194","99","66.21","13","8","61.90","333","241","58.01","6","2","75.00","11.47","90.84","1.023","145","142","51","484","73.98","219","201","94","69.97"
"756","Darren Helm","DET","C","16","198.91666666667","209","137","60.40","168","116","59.15","131","93","58.48","5","13","27.78","91","70","56.52","31","32","49.21","3","7","30.00","60","38","61.22","2","4","33.33","101","62","61.96","0","2","0.00","3.82","86.02","0.898","43","47","21","176","67.19","60","63","39","60.61"
"381","Ales Hemsky","EDM","R","72","1342.6333333333","1476","972","60.29","1104","760","59.23","800","553","59.13","83","48","63.36","609","439","58.11","231","185","55.53","34","25","57.63","378","254","59.81","19","14","57.58","746","445","62.64","30","8","78.95","10.38","91.32","1.017","309","334","158","794","66.17","615","513","332","64.94"
"442","Marc-Andre Bergeron","MIN","D","72","1216.8666666667","1316","868","60.26","988","672","59.52","718","500","58.95","72","38","65.45","541","356","60.31","211","141","59.94","33","20","62.26","330","215","60.55","19","10","65.52","664","430","60.69","19","7","73.08","10.03","92.40","1.024","372","172","99","971","78.98","635","306","217","74.53"
"227","Christian Backman","CBJ","D","56","875.9","871","575","60.24","650","439","59.69","474","323","59.47","32","27","54.24","381","263","59.16","173","112","60.70","17","13","56.67","208","151","57.94","9","11","45.00","407","261","60.93","6","3","66.67","6.75","91.64","0.984","161","154","71","689","69.40","334","257","156","68.16"
"884","Christian Hanson","TOR","C","5","81.616666666667","109","72","60.22","82","59","58.16","51","38","57.30","2","3","40.00","46","32","58.97","19","12","61.29","1","3","25.00","27","20","57.45","0","0","-","58","35","62.37","1","0","100.00","3.92","92.11","0.960","16","16","13","54","55.17","32","22","17","65.31"
"718","Devin Setoguchi","S.J","R","81","1313.3833333333","1481","979","60.20","1134","773","59.47","835","571","59.39","99","43","69.72","749","429","63.58","296","171","63.38","56","22","71.79","453","258","63.71","27","16","62.79","658","476","58.02","16","4","80.00","11.86","92.47","1.043","349","304","145","935","70.65","553","430","278","66.55"
"327","Brad Boyes","STL","R","82","1569.55","1720","1140","60.14","1328","860","60.69","925","606","60.42","100","70","58.82","787","518","60.31","285","186","60.51","53","35","60.23","502","332","60.19","33","21","61.11","802","527","60.35","12","11","52.17","10.81","88.45","0.993","371","333","177","1069","67.70","665","491","349","65.58"
"432","Aaron Voros","NYR","L","54","603.58333333333","664","440","60.14","497","373","57.13","356","269","56.96","23","28","45.10","386","267","59.11","154","135","53.29","12","20","37.50","232","132","63.74","8","3","72.73","248","149","62.47","3","5","37.50","6.46","89.59","0.961","86","95","44","458","66.15","195","197","102","65.66"
"76","Jamie Langenbrunner","N.J","R","81","1466.0333333333","1661","1106","60.03","1310","830","61.21","990","630","61.11","101","58","63.52","772","478","61.76","327","183","64.12","63","31","67.02","445","295","60.14","22","14","61.11","770","539","58.82","16","12","57.14","10.20","90.79","1.010","327","256","199","908","62.17","567","405","354","61.56"
"147","Dainius Zubrus","N.J","C","82","1251.9833333333","1343","895","60.01","1008","696","59.15","731","519","58.48","64","43","59.81","611","385","61.35","258","163","61.28","36","27","57.14","353","222","61.39","11","10","52.38","639","422","60.23","16","6","72.73","8.76","91.71","1.005","225","238","140","899","61.64","413","400","293","58.50"
