"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"111","Erik Cole","MTL","L","82","1519.4333333333","35","26","15","11","61","62.89","241","14.52","408","309","247","118","11","28","48","24","24","0","0","31","36","39","186","123","30","24","32","42.86"
"262","Tomas Fleischmann","FLA","L","82","1566.1","27","34","21","13","61","67.78","217","12.44","416","302","205","78","15","19","26","13","13","0","0","25","40","56","32","105","33","14","13","51.85"
"313","Chris Kunitz","PIT","L","82","1501.7333333333","26","35","18","17","61","52.14","230","11.30","398","328","265","124","11","24","49","23","22","1","0","21","30","28","180","98","28","20","18","52.63"
"317","Thomas Vanek","BUF","L","78","1320.9333333333","26","35","22","13","61","70.11","204","12.75","329","260","194","111","10","23","52","26","26","0","0","14","43","24","34","62","22","3","3","50.00"
"377","Joe Pavelski","S.J","C","82","1690.3166666667","31","30","20","10","61","61.62","269","11.52","503","394","299","145","16","31","31","14","13","1","0","25","61","73","50","108","84","507","357","58.68"
"570","Milan Lucic","BOS","L","81","1379.35","26","35","22","13","61","68.54","149","17.45","275","205","168","70","5","13","133","40","29","7","4","22","46","25","201","134","26","14","16","46.67"
"318","Milan Michalek","OTT","L","77","1505.6166666667","35","25","19","6","60","60.00","212","16.51","383","311","262","123","8","22","32","16","16","0","0","19","18","39","36","112","46","1","5","16.67"
"337","Corey Perry","ANA","R","80","1710.35","37","23","19","4","60","70.59","278","13.31","467","382","314","161","20","21","127","47","41","3","3","46","50","35","69","130","45","19","29","39.58"
"545","David Desharnais","MTL","C","81","1490.1666666667","16","44","26","18","60","63.83","98","16.33","162","127","113","63","4","10","24","12","12","0","0","18","24","36","33","64","48","678","693","49.45"
"33","Daniel Alfredsson","OTT","R","75","1420.8166666667","27","32","21","11","59","67.05","191","14.14","337","263","172","65","9","19","18","9","9","0","0","14","58","50","52","69","31","20","26","43.48"
"91","Pascal Dupuis","PIT","R","82","1388.0833333333","25","34","20","14","59","80.82","214","11.68","380","291","186","81","14","20","34","16","16","0","0","8","18","25","111","65","44","51","64","44.35"
"176","Justin Williams","L.A","R","82","1406.4166666667","22","37","21","16","59","73.75","241","9.13","422","338","232","94","12","27","44","22","22","0","0","25","62","32","36","180","37","11","14","44.00"
"263","Rick Nash","CBJ","R","82","1564.9333333333","30","29","22","7","59","71.08","306","9.80","506","393","257","92","18","22","40","19","19","0","0","44","26","62","104","68","21","6","13","31.58"
"149","Martin Erat","NSH","R","71","1312.1833333333","19","39","17","22","58","70.73","107","17.76","195","145","110","39","8","8","30","15","15","0","0","18","49","60","52","55","37","60","66","47.62"
"207","Stephen Weiss","FLA","C","80","1640.8166666667","20","37","20","17","57","60.64","149","13.42","265","218","160","73","3","14","60","22","20","0","2","18","33","56","92","95","61","781","688","53.17"
"329","Ryan Getzlaf","ANA","C","82","1771.15","11","46","27","19","57","67.06","185","5.95","396","289","192","54","12","22","73","28","24","3","1","19","95","35","182","98","72","639","715","47.19"
"479","Bobby Ryan","ANA","R","82","1504.8","31","26","20","6","57","78.08","204","15.20","374","299","234","103","15","18","41","19","18","1","0","29","49","35","113","141","24","20","49","28.99"
"607","Jonathan Toews","CHI","C","59","1229.7666666667","29","28","17","11","57","71.25","185","15.68","257","220","175","98","6","15","28","14","14","0","0","24","25","82","32","121","14","675","462","59.37"
"806","Evander Kane","WPG","L","74","1296.2666666667","30","27","16","11","57","64.77","287","10.45","461","385","259","122","16","26","53","25","24","1","0","32","18","35","173","173","31","15","29","34.09"
"434","Johan Franzen","DET","R","77","1363.4833333333","29","27","17","10","56","68.29","211","13.74","379","311","219","82","10","9","40","20","20","0","0","16","35","30","60","70","30","79","100","44.13"
"19","Vinny Prospal","CBJ","L","82","1466.7166666667","16","39","25","14","55","64.71","165","9.70","259","207","145","72","5","9","36","14","13","0","1","9","17","53","59","84","39","9","13","40.91"
"558","Brad Marchand","BOS","L","76","1339.3166666667","28","27","13","14","55","68.75","167","16.77","274","217","170","77","5","10","87","27","21","3","3","31","41","40","72","119","21","5","4","55.56"
"798","Ryan O'Reilly","COL","C","81","1581.9666666667","18","37","21","16","55","77.46","189","9.52","302","238","153","67","11","20","12","5","5","0","0","15","34","101","62","55","50","762","681","52.81"
"1","Jaromir Jagr","PHI","R","73","1192.2833333333","19","35","21","14","54","65.06","170","11.18","324","250","215","88","7","18","30","15","15","0","0","18","43","22","14","90","12","0","1","0.00"
"271","Alexander Semin","WSH","R","77","1292.8333333333","21","33","22","11","54","69.23","183","11.48","394","281","192","63","13","17","56","28","28","0","0","18","39","52","31","83","19","1","10","9.09"
"324","Dustin Brown","L.A","R","82","1653.85","22","32","18","14","54","57.45","214","10.28","400","303","217","106","16","36","53","25","24","1","0","60","53","39","293","155","32","17","22","43.59"
"349","David Backes","STL","R","82","1639.8333333333","24","30","17","13","54","64.29","234","10.26","397","327","232","105","13","33","101","41","38","1","2","40","22","50","226","109","72","658","695","48.63"
"442","Ryan Callahan","NYR","R","76","1598.8166666667","29","25","15","10","54","69.23","236","12.29","392","307","257","129","18","21","61","25","23","1","1","36","16","51","271","130","88","10","10","50.00"
"443","Kris Versteeg","FLA","R","71","1413.6","23","31","20","11","54","65.06","181","12.71","296","243","148","51","8","10","49","23","22","1","0","16","36","62","52","138","19","21","44","32.31"
"493","T.J. Oshie","STL","R","80","1562.35","19","35","24","11","54","67.50","188","10.11","296","249","192","99","9","16","50","25","25","0","0","46","14","61","130","144","45","24","29","45.28"
"86","Brian Campbell","FLA","D","82","2205.5166666667","4","49","23","26","53","52.48","131","3.05","274","187","80","6","3","16","6","3","3","0","0","15","46","29","46","165","118","0","0","-"
"96","David Legwand","NSH","C","78","1444.6333333333","19","34","24","10","53","68.83","140","13.57","220","179","128","66","6","18","26","13","13","0","0","15","43","46","31","55","29","512","597","46.17"
"165","Dany Heatley","MIN","L","82","1717.4333333333","24","29","17","12","53","62.35","238","10.08","434","330","253","127","11","33","28","14","14","0","0","14","33","33","70","76","45","36","31","53.73"
"382","Dustin Byfuglien","WPG","D","66","1591.6","12","41","19","22","53","56.38","223","5.38","479","351","110","23","9","28","72","32","31","0","1","8","55","49","112","79","57","0","0","-"
"476","Paul Stastny","COL","C","79","1487.75","21","32","19","13","53","63.86","190","11.05","304","247","189","110","9","45","34","16","16","0","0","16","24","59","40","44","49","789","635","55.41"
"869","Taylor Hall","EDM","L","61","1111.3333333333","27","26","15","11","53","72.60","207","13.04","359","276","198","100","14","17","36","17","17","0","0","28","62","35","44","119","34","23","34","40.35"
"57","Zdeno Chara","BOS","D","79","1975.4","12","40","20","20","52","45.22","224","5.36","461","310","94","10","12","31","86","33","28","4","1","21","68","28","166","109","87","0","1","0.00"
"229","Tomas Plekanec","MTL","C","81","1680.8","17","35","21","14","52","71.23","220","7.73","398","294","200","57","13","19","56","26","26","0","0","14","48","43","67","54","57","824","854","49.11"
"312","Alexandre Burrows","VAN","L","80","1477.95","28","24","18","6","52","65.00","198","14.14","341","273","213","129","9","15","88","36","34","0","2","31","25","39","87","136","38","7","13","35.00"
"885","Ryan Nugent-Hopkins","EDM","C","62","1091.55","18","34","19","15","52","71.23","134","13.43","249","186","146","57","7","14","16","7","7","0","0","8","32","34","38","52","33","227","378","37.52"
"886","Gabriel Landeskog","COL","L","82","1526.1833333333","22","30","15","15","52","64.20","270","8.15","406","336","216","108","15","37","51","23","22","1","0","16","35","58","219","125","58","8","28","22.22"
"108","Mike Fisher","NSH","C","72","1389.3666666667","24","27","14","13","51","60.00","157","15.29","260","209","139","60","4","5","33","15","14","1","0","11","34","44","116","64","76","588","629","48.32"
"446","Mikhail Grabovski","TOR","C","74","1302.9666666667","23","28","22","6","51","73.91","163","14.11","326","232","202","80","8","16","51","16","13","1","2","18","45","49","56","133","32","466","439","51.49"
"718","Alex Pietrangelo","STL","D","81","2003.2333333333","12","39","21","18","51","57.30","202","5.94","460","316","114","19","11","23","36","14","13","0","1","9","37","47","90","143","133","0","0","-"
"749","Derek Stepan","NYR","C","82","1553.5333333333","17","34","22","12","51","67.11","169","10.06","291","222","180","85","7","10","22","10","10","0","0","11","25","51","137","119","44","386","481","44.52"
"756","Adam Henrique","N.J","C","74","1343.85","16","35","18","17","51","77.27","130","12.31","189","164","134","75","7","8","7","2","1","1","0","14","25","49","83","61","57","501","525","48.83"
"39","Shane Doan","PHX","R","79","1548.45","22","28","14","14","50","68.49","226","9.73","424","335","217","112","17","26","48","21","19","2","0","21","30","48","205","147","27","33","26","55.93"
"289","Jiri Hudler","DET","R","81","1269","25","25","13","12","50","60.24","127","19.69","221","179","140","79","5","10","42","21","21","0","0","15","26","21","48","52","15","2","5","28.57"
"402","Andrew Ladd","WPG","L","82","1604.4","28","22","13","9","50","64.94","265","10.57","431","351","268","139","17","19","64","24","21","2","1","19","43","40","76","126","25","32","27","54.24"
"406","Drew Stafford","BUF","R","80","1411.8333333333","20","30","25","5","50","72.46","226","8.85","377","296","211","93","19","27","46","23","23","0","0","19","40","40","102","79","22","45","41","52.33"
"583","Jordan Staal","PIT","C","62","1241.8666666667","25","25","18","7","50","76.92","149","16.78","265","211","170","80","7","15","34","17","17","0","0","15","26","39","101","60","23","591","567","51.04"
"50","Daniel Briere","PHI","C","70","1215.1833333333","16","33","22","11","49","65.33","174","9.20","310","226","171","93","6","28","69","27","25","1","1","27","32","18","48","81","16","406","425","48.86"
"95","Vincent Lecavalier","T.B","C","64","1211.6","22","27","14","13","49","66.22","182","12.09","308","244","180","96","12","21","50","20","19","0","1","17","34","24","103","62","31","556","606","47.85"
"102","Alex Tanguay","CGY","L","64","1218.9166666667","13","36","25","11","49","71.01","84","15.48","160","122","95","41","5","13","28","14","14","0","0","14","54","35","22","48","47","25","42","37.31"
"333","Ryan Kesler","VAN","C","77","1547.0666666667","22","27","15","12","49","56.98","222","9.91","416","317","232","107","15","22","56","27","27","0","0","28","20","43","108","133","59","724","627","53.59"
"344","Shea Weber","NSH","D","78","2040.5666666667","19","30","19","11","49","39.84","230","8.26","434","335","83","10","9","22","46","23","23","0","0","10","46","51","177","63","140","0","0","-"
"433","Alexander Edler","VAN","D","82","1956.9","11","38","16","22","49","47.57","228","4.82","493","324","118","28","3","22","34","17","17","0","0","12","51","32","143","228","145","0","3","0.00"
"690","Jakub Voracek","PHI","R","78","1270.7166666667","18","31","20","11","49","59.04","190","9.47","348","252","200","86","8","25","32","16","16","0","0","19","38","35","44","86","18","7","16","30.43"
"698","Wayne Simmonds","PHI","R","82","1304.25","28","21","14","7","49","62.82","197","14.21","318","257","219","148","3","32","114","34","22","10","2","38","25","30","140","131","34","7","10","41.18"
"35","Steve Sullivan","PIT","L","79","1213.3666666667","17","31","14","17","48","54.55","140","12.14","230","185","131","61","7","10","20","10","10","0","0","8","22","17","38","39","16","4","5","44.44"
"93","Dan Boyle","S.J","D","81","2072.2333333333","9","39","13","26","48","39.67","252","3.57","520","350","132","23","5","24","57","19","16","1","2","15","66","21","58","92","137","0","0","-"
"147","Ryan Malone","T.B","L","68","1202.6","20","28","16","12","48","65.75","144","13.89","212","193","152","95","11","14","82","24","16","6","2","24","30","37","142","64","36","29","50","36.71"
"396","Curtis Glencross","CGY","L","67","1207.1333333333","26","22","11","11","48","76.19","110","23.64","177","138","113","58","2","5","62","24","21","2","1","16","46","39","81","49","49","41","41","50.00"
"161","Mark Streit","NYI","D","82","1917.0666666667","7","40","23","17","47","48.96","149","4.70","319","198","94","22","5","30","46","23","23","0","0","15","63","50","110","99","115","0","1","0.00"
"236","Kyle Wellwood","WPG","C","77","1151.3333333333","18","29","14","15","47","78.33","93","19.35","159","130","109","64","4","12","4","2","2","0","0","13","26","35","10","73","13","135","115","54.00"
"275","Frans Nielsen","NYI","C","82","1431.1166666667","17","30","13","17","47","63.51","133","12.78","232","181","134","50","7","8","6","3","3","0","0","9","33","58","29","77","66","523","633","45.24"
"559","Nick Foligno","OTT","L","82","1200.8833333333","15","32","18","14","47","75.81","153","9.80","245","194","130","83","8","18","124","44","37","4","3","37","26","35","196","115","30","62","87","41.61"
"650","Sam Gagner","EDM","C","75","1288.7","18","29","19","10","47","64.38","149","12.08","292","230","153","70","7","21","36","14","12","2","0","6","36","27","21","81","23","334","367","47.65"
"787","Tyler Bozak","TOR","C","73","1375.4666666667","18","29","17","12","47","57.32","109","16.51","200","163","150","77","10","15","22","11","11","0","0","12","26","40","117","98","34","631","567","52.67"
"876","Matt Read","PHI","R","79","1347.8166666667","24","23","9","14","47","66.20","155","15.48","283","229","162","85","9","15","12","6","6","0","0","16","27","36","82","127","58","142","204","41.04"
"27","Ryan Smyth","EDM","L","82","1564.75","19","27","12","15","46","65.71","194","9.79","315","274","192","128","11","23","82","26","21","2","3","18","51","54","53","129","31","66","84","44.00"
"244","Jussi Jokinen","CAR","L","79","1395.3166666667","12","34","17","17","46","62.16","118","10.17","241","184","132","65","5","19","54","26","26","0","0","18","40","37","41","56","48","459","373","55.17"
"255","Dennis Wideman","WSH","D","82","1960.2666666667","11","35","19","16","46","48.94","175","6.29","370","265","75","12","4","17","46","23","23","0","0","9","68","30","113","186","132","0","0","-"
"319","Ryan Suter","NSH","D","79","2093.9166666667","7","39","20","19","46","38.98","134","5.22","242","180","77","15","3","12","30","15","15","0","0","4","42","37","46","37","116","0","1","0.00"
"392","David Clarkson","N.J","R","80","1308.7333333333","30","16","8","8","46","64.79","228","13.16","354","300","235","100","9","16","138","41","29","8","4","46","16","32","169","155","19","102","141","41.98"
"557","Bryan Little","WPG","C","74","1496.1","24","22","14","8","46","60.53","162","14.81","291","225","201","92","11","19","26","12","12","0","0","14","21","44","44","81","13","733","746","49.56"
"792","Marcus Johansson","WSH","L","80","1344.2833333333","14","32","20","12","46","63.89","90","15.56","178","126","114","48","3","6","8","4","4","0","0","19","47","39","61","114","28","307","403","43.24"
"241","Ryane Clowe","S.J","L","76","1357.8166666667","17","28","14","14","45","67.16","180","9.44","297","231","165","76","7","37","97","31","21","9","1","25","55","42","109","100","36","6","14","30.00"
"564","Kyle Okposo","NYI","R","79","1348.3","24","21","13","8","45","75.00","152","15.79","279","215","182","91","9","18","46","19","18","0","1","16","30","62","51","127","33","68","74","47.89"
"25","Petr Sykora","N.J","R","82","1304.3333333333","21","23","13","10","44","70.97","170","12.35","312","240","188","58","7","17","40","18","18","0","0","7","36","27","19","59","16","10","8","55.56"
"51","Dainius Zubrus","N.J","C","82","1532.45","17","27","17","10","44","61.97","109","15.60","171","147","102","53","1","8","34","17","17","0","0","16","23","34","102","123","41","191","250","43.31"
"208","Mikko Koivu","MIN","C","55","1174.25","12","32","23","9","44","72.13","129","9.30","218","168","100","38","11","10","28","13","13","0","0","11","44","47","62","33","21","587","536","52.27"
"221","Derek Roy","BUF","C","80","1545.95","17","27","11","16","44","60.27","176","9.66","326","232","176","68","9","9","54","27","27","0","0","21","59","46","35","58","50","672","657","50.56"
"239","Kevin Bieksa","VAN","D","78","1843.9166666667","8","36","10","26","44","47.31","166","4.82","355","241","92","18","7","11","92","32","26","4","2","27","68","29","159","92","106","0","1","0.00"
"321","Dion Phaneuf","TOR","D","82","2073.7166666667","12","32","14","18","44","44.00","202","5.94","424","293","91","8","7","15","92","36","31","4","1","33","76","30","214","117","127","0","0","-"
"334","Mike Richards","L.A","C","74","1397.6","18","26","17","9","44","70.97","171","10.53","366","274","188","83","7","18","71","26","22","3","1","24","42","40","115","74","39","539","528","50.52"
"379","Kyle Brodziak","MIN","C","82","1563.35","22","22","15","7","44","84.62","160","13.75","283","225","167","87","11","20","66","22","18","2","2","17","27","70","81","85","62","707","722","49.48"
"593","Nicklas Backstrom","WSH","C","42","804.9","14","30","17","13","44","81.48","95","14.74","161","131","88","27","4","7","24","12","12","0","0","6","18","28","31","52","25","353","338","51.09"
"866","Jeff Skinner","CAR","L","64","1191.9833333333","20","24","17","7","44","69.84","210","9.52","372","287","230","115","8","27","56","24","23","0","1","51","40","46","44","94","15","67","92","42.14"
"23","Kimmo Timonen","PHI","D","76","1613.5666666667","4","39","18","21","43","48.31","130","3.08","256","185","62","10","7","21","46","23","23","0","0","17","35","14","68","101","129","1","0","100.00"
"297","Chris Higgins","VAN","L","71","1158.4","18","25","12","13","43","65.15","165","10.91","251","219","152","68","12","13","16","8","8","0","0","13","16","50","61","83","29","12","18","40.00"
"353","Clarke MacArthur","TOR","L","73","1156.6166666667","20","23","12","11","43","71.67","148","13.51","280","195","166","58","11","9","35","16","15","1","0","17","34","17","60","100","21","5","6","45.45"
"509","Keith Yandle","PHX","D","82","1831.7166666667","11","32","17","15","43","49.43","196","5.61","436","298","109","13","13","19","51","24","23","1","0","18","75","24","31","66","77","0","0","-"
"535","Sergei Kostitsyn","NSH","L","75","1235.1333333333","17","26","19","7","43","70.49","97","17.53","193","137","103","36","5","9","34","17","17","0","0","10","30","31","44","52","27","0","6","0.00"
"540","Patric Hornqvist","NSH","R","76","1165.1666666667","27","16","8","8","43","61.43","230","11.74","338","291","203","119","9","21","28","14","14","0","0","31","12","28","62","140","28","6","3","66.67"
"585","Viktor Stalberg","CHI","L","79","1111.55","22","21","12","9","43","79.63","215","10.23","370","302","245","113","14","18","34","17","17","0","0","18","21","51","91","140","24","5","6","45.45"
"645","Kevin Shattenkirk","STL","D","81","1749.6833333333","9","34","17","17","43","50.59","178","5.06","341","244","84","21","6","20","60","29","29","0","0","14","42","40","72","142","103","1","3","25.00"
"468","Rich Peverley","BOS","C","57","962.93333333333","11","31","17","14","42","71.19","112","9.82","226","167","110","43","10","5","22","11","11","0","0","8","22","20","23","49","13","203","129","61.14"
"506","Kris Letang","PIT","D","51","1266.7666666667","10","32","16","16","42","41.58","142","7.04","264","186","75","11","3","21","34","17","17","0","0","21","34","28","83","114","86","0","0","-"
"671","David Perron","STL","L","57","1042.3333333333","21","21","12","9","42","58.33","114","18.42","206","170","133","62","4","11","28","14","14","0","0","18","9","29","32","52","13","2","8","20.00"
"224","Mike Cammalleri","CGY, MTL","L","66","1195.35","20","21","12","9","41","73.21","175","11.43","281","220","161","68","8","17","26","13","13","0","0","19","39","25","17","32","19","104","124","45.61"
"245","Brooks Laich","WSH","C","82","1516.5166666667","16","25","20","5","41","67.21","191","8.38","298","246","171","88","6","16","34","14","12","2","0","20","31","52","120","115","92","664","730","47.63"
"497","Steve Downie","COL, T.B","R","75","1194.8666666667","14","27","13","14","41","64.06","140","10.00","265","191","140","64","20","17","137","44","35","5","4","36","32","49","105","101","25","40","47","45.98"
