"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"508","Jakub Voracek","PHI","R","82","1414.9166666667","1837","1072","63.15","1327","780","62.98","960","576","62.50","103","50","67.32","797","494","61.74","311","173","64.26","47","33","58.75","486","321","60.22","37","12","75.51","884","482","64.71","18","4","81.82","10.73","91.32","1.020","445","333","166","870","72.83","775","477","340","69.51"
"280","Evgeni Malkin","PIT","C","60","1203.7666666667","1482","867","63.09","1113","671","62.39","834","479","63.52","101","47","68.24","722","391","64.87","245","165","59.76","48","27","64.00","477","226","67.85","35","11","76.09","688","399","63.29","17","7","70.83","12.11","90.19","1.023","279","187","76","717","78.59","614","327","233","72.49"
"1","Jaromir Jagr","N.J","R","82","1570.9833333333","1547","907","63.04","1163","722","61.70","852","542","61.12","97","49","66.44","772","450","63.18","308","155","66.52","45","18","71.43","464","295","61.13","32","18","64.00","699","392","64.07","18","10","64.29","11.38","90.96","1.023","438","337","143","902","75.39","696","491","350","66.54"
"149","Patrick Sharp","CHI","L","82","1548.7","1869","1101","62.93","1388","842","62.24","1027","638","61.68","108","62","63.53","838","521","61.66","341","205","62.45","60","28","68.18","497","316","61.13","19","17","52.78","883","486","64.50","27","15","64.29","10.52","90.28","1.008","433","364","88","951","83.11","780","523","271","74.22"
"77","Daniel Sedin","VAN","L","73","1504.2","1749","1041","62.69","1306","779","62.64","936","546","63.16","69","48","58.97","826","477","63.39","351","172","67.11","33","28","54.10","475","305","60.90","17","11","60.71","793","480","62.29","17","7","70.83","7.37","91.21","0.986","370","338","147","861","71.57","696","508","327","68.04"
"786","Andrew Shaw","CHI","C","80","1255.2333333333","1429","855","62.57","1071","664","61.73","797","501","61.40","87","50","63.50","629","389","61.79","270","163","62.36","49","24","67.12","359","226","61.37","12","14","46.15","686","396","63.40","24","10","70.59","10.92","90.02","1.009","393","212","82","874","82.74","647","352","206","75.85"
"743","Dylan McIlrath","NYR","D","2","14.05","20","12","62.50","13","11","54.17","11","8","57.89","0","1","0.00","8","6","57.14","2","5","28.57","0","0","-","6","1","85.71","0","0","-","8","6","57.14","0","1","0.00","0.00","87.50","0.875","3","2","4","15","42.86","4","3","6","40.00"
"773","Stephane Da Costa","OTT","C","12","124.91666666667","155","94","62.25","102","73","58.29","67","56","54.47","9","4","69.23","55","42","56.70","21","15","58.33","5","2","71.43","34","27","55.74","1","0","100.00","82","47","63.57","3","2","60.00","13.43","92.86","1.063","32","24","10","112","76.19","42","33","24","63.64"
"78","Henrik Sedin","VAN","C","70","1447.0666666667","1687","1026","62.18","1239","773","61.58","877","547","61.59","69","49","58.47","779","497","61.05","336","182","64.86","34","30","53.13","443","315","58.44","18","9","66.67","788","453","63.50","16","8","66.67","7.87","91.04","0.989","354","322","132","827","72.84","672","473","316","68.02"
"104","Scott Hartnell","PHI","L","78","1316.7166666667","1707","1041","62.12","1238","758","62.02","897","557","61.69","95","44","68.35","760","485","61.04","312","171","64.60","40","28","58.82","448","314","58.79","31","10","75.61","799","459","63.51","23","5","82.14","10.59","92.10","1.027","402","284","151","814","72.69","720","404","300","70.59"
"645","Reilly Smith","BOS","R","82","1205.9166666667","1347","823","62.07","1017","630","61.75","741","470","61.19","83","33","71.55","640","368","63.49","253","150","62.78","52","16","76.47","387","218","63.97","18","11","62.07","619","388","61.47","13","6","68.42","11.20","92.98","1.042","233","334","163","814","58.84","481","492","335","58.95"
"734","Riley Sheahan","DET","C","42","606.88333333333","659","406","61.88","502","308","61.98","360","242","59.80","37","22","62.71","280","199","58.46","111","87","56.06","17","11","60.71","169","112","60.14","16","7","69.57","307","170","64.36","4","4","50.00","10.28","90.91","1.012","191","109","58","490","76.71","293","150","123","70.43"
"64","Brad Richards","NYR","C","82","1532.05","1939","1195","61.87","1429","885","61.75","1026","626","62.11","83","54","60.58","907","590","60.59","383","267","58.92","47","35","57.32","524","323","61.87","24","10","70.59","869","518","62.65","12","8","60.00","8.09","91.37","0.995","452","301","119","894","79.16","806","445","284","73.94"
"232","Brent Burns","S.J","D","69","1160.1333333333","1491","923","61.76","1109","683","61.89","768","490","61.05","76","35","68.47","720","394","64.63","282","157","64.24","46","20","69.70","438","237","64.89","16","12","57.14","654","447","59.40","13","3","81.25","9.90","92.86","1.028","284","265","191","934","59.79","475","415","373","56.01"
"503","Patrick Kane","CHI","R","69","1353.1","1574","979","61.65","1177","747","61.17","857","543","61.21","89","50","64.03","745","486","60.52","309","187","62.30","45","20","69.23","436","299","59.32","21","20","51.22","717","413","63.45","22","9","70.97","10.39","90.79","1.012","375","261","57","856","86.81","680","400","190","78.16"
"647","Tomas Tatar","DET","L","73","1047.6","1116","695","61.62","857","538","61.43","623","396","61.14","60","34","63.83","504","323","60.94","192","136","58.54","29","20","59.18","312","187","62.53","21","11","65.63","522","302","63.35","10","3","76.92","9.63","91.41","1.010","298","205","113","794","72.51","463","290","217","68.09"
"825","Nicklas Jensen","VAN","R","17","265.85","308","192","61.60","217","140","60.78","141","104","57.55","13","11","54.17","141","96","59.49","64","38","62.75","5","7","41.67","77","58","57.04","4","2","66.67","147","81","64.47","4","2","66.67","9.22","89.42","0.986","71","61","23","173","75.53","126","81","50","71.59"
"760","Mark Stone","OTT","R","19","274.06666666667","343","214","61.58","266","170","61.01","180","121","59.80","16","7","69.57","159","109","59.33","63","47","57.27","7","5","58.33","96","62","60.76","5","2","71.43","159","95","62.60","4","0","100.00","8.89","94.21","1.031","59","58","53","203","52.68","100","80","85","54.05"
"794","Tomas Jurco","DET","L","36","484.75","509","319","61.47","399","244","62.05","281","192","59.41","24","20","54.55","211","147","58.94","78","66","54.17","11","11","50.00","133","81","62.15","10","7","58.82","248","140","63.92","3","2","60.00","8.54","89.58","0.981","155","110","39","364","79.90","236","139","84","73.75"
"601","Mike Hoffman","OTT","L","25","329.63333333333","414","260","61.42","306","210","59.30","205","155","56.94","14","9","60.87","173","121","58.84","59","63","48.36","4","5","44.44","114","58","66.28","5","2","71.43","219","118","64.99","5","2","71.43","6.83","94.19","1.010","82","85","39","247","67.77","126","116","78","61.76"
"118","Lubomir Visnovsky","NYI","D","24","492.73333333333","572","360","61.37","395","269","59.49","306","196","60.96","27","18","60.00","314","190","62.30","144","88","62.07","11","11","50.00","170","102","62.50","8","5","61.54","216","140","60.67","8","2","80.00","8.82","90.82","0.996","86","82","53","308","61.87","202","146","107","65.37"
"438","Jonathan Toews","CHI","C","76","1555.4666666667","1816","1145","61.33","1363","898","60.28","1023","678","60.14","113","65","63.48","857","537","61.48","378","239","61.26","72","34","67.92","479","298","61.65","19","19","50.00","816","521","61.03","20","11","64.52","11.05","90.41","1.015","398","404","155","979","71.97","717","578","324","68.88"
"346","Anze Kopitar","L.A","C","82","1713.0666666667","1994","1264","61.20","1516","986","60.59","1057","694","60.37","99","59","62.66","895","583","60.55","369","241","60.49","47","33","58.75","526","342","60.60","33","12","73.33","937","591","61.32","15","12","55.56","9.37","91.50","1.009","352","352","299","1051","54.07","736","549","560","56.79"
"637","Nick Leddy","CHI","D","82","1341.6","1416","902","61.09","1058","709","59.88","810","534","60.27","70","44","61.40","629","417","60.13","270","184","59.47","36","18","66.67","359","233","60.64","15","15","50.00","668","418","61.51","18","9","66.67","8.64","91.76","1.004","239","238","108","1105","68.88","474","390","247","65.74"
"511","Alec Martinez","L.A","D","61","956.93333333333","1047","668","61.05","771","494","60.95","512","329","60.88","45","22","67.16","480","303","61.30","186","114","62.00","18","15","54.55","294","189","60.87","20","1","95.24","480","310","60.76","7","6","53.85","8.79","93.31","1.021","184","166","96","866","65.71","326","265","197","62.33"
"578","Gustav Nyquist","DET","R","57","960.6","1034","661","61.00","803","515","60.93","585","383","60.43","64","29","68.82","475","293","61.85","174","127","57.81","29","18","61.70","301","166","64.45","24","5","82.76","480","315","60.38","11","4","73.33","10.94","92.43","1.034","237","225","127","628","65.11","414","326","239","63.40"
"684","Anders Lee","NYI","L","22","345.9","384","246","60.95","287","181","61.32","208","125","62.46","20","12","62.50","207","130","61.42","92","55","62.59","11","8","57.89","115","75","60.53","5","3","62.50","150","104","59.06","4","1","80.00","9.62","90.40","1.000","87","80","47","228","64.93","155","120","90","63.27"
"830","Torey Krug","BOS","D","79","1383.2833333333","1629","1047","60.87","1180","799","59.63","866","589","59.52","78","38","67.24","691","454","60.35","248","170","59.33","40","19","67.80","443","284","60.94","16","13","55.17","828","510","61.88","22","5","81.48","9.01","93.55","1.026","323","231","121","1018","72.75","678","408","274","71.22"
"226","Dustin Brown","L.A","R","79","1251.05","1395","899","60.81","1040","699","59.80","717","480","59.90","54","38","58.70","601","407","59.62","248","175","58.63","28","21","57.14","353","232","60.34","16","9","64.00","678","422","61.64","10","7","58.82","7.53","92.08","0.996","275","268","162","940","62.93","481","380","342","58.44"
"342","Benoit Pouliot","NYR","L","80","1075.2166666667","1186","766","60.76","857","587","59.35","637","426","59.92","54","29","65.06","592","363","61.99","272","150","64.45","30","16","65.22","320","213","60.04","18","9","66.67","504","331","60.36","6","4","60.00","8.48","93.19","1.017","262","238","99","887","72.58","429","359","236","64.51"
"74","Pavel Datsyuk","DET","C","45","912.03333333333","986","637","60.75","767","497","60.68","552","374","59.61","60","43","58.25","447","283","61.23","165","117","58.51","28","18","60.87","282","166","62.95","22","17","56.41","479","294","61.97","9","6","60.00","10.87","88.50","0.994","209","207","148","558","58.54","379","268","243","60.93"
"472","Kevin Shattenkirk","STL","D","81","1666.0666666667","1774","1150","60.67","1297","851","60.38","925","624","59.72","92","58","61.33","804","538","59.91","300","207","59.17","47","31","60.26","504","331","60.36","25","14","64.10","816","498","62.10","20","13","60.61","9.95","90.71","1.007","400","334","189","1160","67.91","739","483","365","66.94"
"217","Chris Kunitz","PIT","L","78","1494.2833333333","1776","1156","60.57","1345","843","61.47","977","579","62.79","122","47","72.19","853","489","63.56","330","176","65.22","60","23","72.29","523","313","62.56","40","15","72.73","830","546","60.32","20","8","71.43","12.49","91.88","1.044","367","343","168","825","68.60","704","570","373","65.37"
"158","Jussi Jokinen","PIT","L","81","1271.7666666667","1398","912","60.52","1046","690","60.25","792","500","61.30","84","47","64.12","655","407","61.68","229","164","58.27","45","24","65.22","426","243","63.68","25","16","60.98","659","427","60.68","14","6","70.00","10.61","90.60","1.012","277","253","122","958","69.42","532","384","301","63.87"
"473","Patrick Maroon","ANA","L","62","763.4","856","561","60.41","627","416","60.12","433","294","59.56","47","25","65.28","422","263","61.61","178","105","62.90","34","16","68.00","244","158","60.70","8","5","61.54","381","247","60.67","4","3","57.14","10.85","91.50","1.024","170","159","82","529","67.46","307","250","183","62.65"
"182","Alexander Semin","CAR","R","65","1294.1333333333","1626","1068","60.36","1185","809","59.43","791","568","58.20","67","52","56.30","747","504","59.71","296","206","58.96","36","32","52.94","451","298","60.21","18","11","62.07","758","460","62.23","13","8","61.90","8.47","90.85","0.993","347","274","132","753","72.44","678","415","315","68.28"
"339","Sidney Crosby","PIT","C","80","1757.7833333333","2094","1375","60.36","1588","1017","60.96","1154","702","62.18","137","65","67.82","1006","586","63.19","371","212","63.64","71","29","71.00","635","374","62.93","44","19","69.84","975","653","59.89","20","15","57.14","11.87","90.74","1.026","371","368","259","887","58.89","793","620","532","59.85"
"798","Brandon Saad","CHI","L","78","1270.65","1359","894","60.32","1004","671","59.94","741","487","60.34","76","50","60.32","638","407","61.05","262","178","59.55","45","24","65.22","376","229","62.15","15","17","46.88","606","416","59.30","14","8","63.64","10.26","89.73","1.000","306","301","115","949","72.68","490","429","253","65.95"
"12","Daniel Alfredsson","DET","R","68","1151.0666666667","1173","773","60.28","898","600","59.95","652","439","59.76","69","35","66.35","515","326","61.24","208","143","59.26","34","18","65.38","307","183","62.65","25","13","65.79","575","393","59.40","9","2","81.82","10.58","92.03","1.026","295","284","137","736","68.29","511","372","255","66.71"
"279","Alex Ovechkin","WSH","L","78","1602.5333333333","1997","1317","60.26","1486","1010","59.54","1060","752","58.50","107","80","57.22","921","644","58.85","302","237","56.03","37","42","46.84","619","407","60.33","36","28","56.25","950","570","62.50","33","9","78.57","10.09","89.36","0.995","349","260","146","915","70.51","832","425","335","71.29"
"742","Tyler Seguin","DAL","C","80","1547.8166666667","1922","1268","60.25","1471","955","60.63","1022","674","60.26","107","57","65.24","992","600","62.31","415","265","61.03","61","30","67.03","577","335","63.27","23","17","57.50","814","529","60.61","22","7","75.86","10.47","91.54","1.020","381","370","154","940","71.21","755","523","333","69.39"
"422","Derick Brassard","NYR","C","81","1279.5333333333","1430","944","60.24","1043","707","59.60","768","512","60.00","68","44","60.71","684","459","59.84","324","209","60.79","35","32","52.24","360","250","59.02","19","8","70.37","633","395","61.58","13","3","81.25","8.85","91.41","1.003","332","270","117","952","73.94","558","384","275","66.99"
"640","Chris Kreider","NYR","L","66","1038.1","1232","813","60.24","937","629","59.83","679","461","59.56","59","30","66.29","586","397","59.61","262","174","60.09","36","17","67.92","324","223","59.23","14","11","56.00","548","351","60.96","9","2","81.82","8.69","93.49","1.022","273","277","112","712","70.91","460","378","256","64.25"
"101","Marian Gaborik","CBJ, L.A","R","41","697.65","777","513","60.23","590","387","60.39","426","282","60.17","43","24","64.18","393","226","63.49","163","81","66.80","24","8","75.00","230","145","61.33","15","9","62.50","337","247","57.71","3","6","33.33","10.09","91.49","1.016","166","145","82","440","66.94","309","218","170","64.51"
"263","Joe Pavelski","S.J","C","82","1627.7166666667","2043","1350","60.21","1501","986","60.35","1072","710","60.16","102","53","65.81","1008","583","63.36","413","246","62.67","53","28","65.43","595","337","63.84","25","15","62.50","882","618","58.80","23","9","71.88","9.51","92.54","1.021","414","297","359","1125","53.56","759","463","655","53.68"
"63","Mike Ribeiro","PHX","C","80","1439.5166666667","1685","1121","60.05","1213","873","58.15","847","625","57.54","74","58","56.06","678","490","58.05","288","208","58.06","41","24","63.08","390","282","58.04","19","12","61.29","865","522","62.36","14","15","48.28","8.74","90.72","0.995","357","228","78","1029","82.07","673","350","193","77.71"
"202","Alexander Steen","STL","L","68","1379.1333333333","1559","1039","60.01","1148","761","60.14","815","513","61.37","93","51","64.58","685","480","58.80","253","179","58.56","44","27","61.97","432","301","58.94","26","15","63.41","740","464","61.46","19","9","67.86","11.41","90.06","1.015","317","338","371","808","46.08","606","487","563","51.84"
"464","Alex Grant","ANA","D","2","24.35","30","20","60.00","24","19","55.81","19","10","65.52","3","0","100.00","10","11","47.62","5","4","55.56","1","0","100.00","5","7","41.67","0","0","-","15","8","65.22","2","0","100.00","15.79","100.00","1.158","8","2","3","24","72.73","16","7","7","69.57"
"415","Claude Giroux","PHI","C","82","1675.6333333333","2063","1376","59.99","1493","1014","59.55","1069","749","58.80","118","75","61.14","901","652","58.02","352","251","58.37","53","48","52.48","549","401","57.79","42","17","71.19","971","613","61.30","19","8","70.37","11.04","89.99","1.010","464","339","289","950","61.62","851","509","524","61.89"
"51","Dan Boyle","S.J","D","75","1596.2","1953","1305","59.94","1420","941","60.14","1035","687","60.10","73","53","57.94","959","526","64.58","402","221","64.53","40","27","59.70","557","305","64.62","16","15","51.61","854","620","57.94","16","8","66.67","7.05","92.29","0.993","325","283","151","1013","68.28","732","532","425","63.27"
"844","Matt Dumba","MIN","D","13","161.83333333333","166","111","59.93","123","90","57.75","80","65","55.17","4","6","40.00","75","49","60.48","27","22","55.10","1","3","25.00","48","27","64.00","2","0","100.00","78","55","58.65","1","2","33.33","5.00","90.77","0.958","43","24","11","153","79.63","57","33","27","67.86"
"850","Tomas Hertl","S.J","C","37","567.15","681","456","59.89","501","329","60.36","357","230","60.82","35","19","64.81","326","165","66.40","140","64","68.63","22","10","68.75","186","101","64.81","6","6","50.00","293","234","55.60","6","2","75.00","9.80","91.74","1.015","122","132","74","476","62.24","198","200","156","55.93"
"603","Matt Taormina","T.B","D","7","93.783333333333","94","63","59.87","67","46","59.29","46","34","57.50","2","1","66.67","45","30","60.00","12","8","60.00","1","1","50.00","33","22","60.00","1","0","100.00","45","25","64.29","0","0","-","4.35","97.06","1.014","22","12","8","68","73.33","39","21","15","72.22"
"71","Mikael Samuelsson","DET","R","26","269.16666666667","255","172","59.72","198","134","59.64","148","100","59.68","5","6","45.45","100","72","58.14","44","24","64.71","4","4","50.00","56","48","53.85","0","1","0.00","135","85","61.36","1","0","100.00","3.38","94.00","0.974","78","49","36","185","68.42","107","73","63","62.94"
"91","Henrik Zetterberg","DET","L","45","924.88333333333","1055","712","59.71","834","562","59.74","606","414","59.41","71","36","66.36","479","303","61.25","187","131","58.81","32","17","65.31","292","172","62.93","31","10","75.61","494","350","58.53","8","7","53.33","11.72","91.30","1.030","190","216","137","580","58.10","373","303","265","58.46"
"730","Vladimir Tarasenko","STL","R","64","971.1","1062","717","59.70","779","538","59.15","536","394","57.63","59","28","67.82","524","321","62.01","175","117","59.93","23","13","63.89","349","204","63.11","21","8","72.41","467","331","58.52","15","7","68.18","11.01","92.89","1.039","206","207","107","855","65.81","357","292","202","63.86"
"293","Bryan Bickell","CHI","L","59","669.65","690","467","59.64","507","355","58.82","384","273","58.45","26","30","46.43","293","199","59.55","125","83","60.10","19","13","59.38","168","116","59.15","4","12","25.00","326","221","59.60","3","4","42.86","6.77","89.01","0.958","171","152","42","532","80.28","275","224","109","71.61"
"759","Zach Trotman","BOS","D","2","30","25","17","59.52","24","13","64.86","15","8","65.22","0","0","-","11","6","64.71","6","2","75.00","0","0","-","5","4","55.56","0","0","-","14","9","60.87","0","0","-","0.00","100.00","1.000","4","4","1","26","80.00","7","11","3","70.00"
"456","Teddy Purcell","T.B","L","81","1333.7833333333","1395","950","59.49","1078","729","59.66","782","509","60.57","71","49","59.17","656","453","59.15","251","191","56.79","38","30","55.88","405","262","60.72","20","12","62.50","655","423","60.76","13","6","68.42","9.08","90.37","0.995","352","291","163","823","68.35","572","415","284","66.82"
"225","Jeff Carter","L.A","C","72","1364.5166666667","1591","1085","59.45","1198","858","58.27","825","608","57.57","74","51","59.20","729","508","58.93","311","219","58.68","35","29","54.69","418","289","59.12","25","11","69.44","725","493","59.52","12","7","63.16","8.97","91.61","1.006","330","288","190","921","63.46","635","436","377","62.75"
"728","Beau Bennett","PIT","R","21","290.73333333333","287","196","59.42","211","155","57.65","154","115","57.25","12","12","50.00","116","95","54.98","44","39","53.01","5","6","45.45","72","56","56.25","5","4","55.56","155","82","65.40","2","2","50.00","7.79","89.57","0.974","54","67","30","207","64.29","91","97","61","59.87"
"479","Logan Couture","S.J","C","65","1230.9166666667","1556","1064","59.39","1173","772","60.31","847","533","61.38","85","47","64.39","780","440","63.93","312","176","63.93","49","23","68.06","468","264","63.93","15","12","55.56","682","492","58.09","20","10","66.67","10.04","91.18","1.012","291","320","206","890","58.55","528","457","415","55.99"
"241","Patrice Bergeron","BOS","C","80","1439.3","1563","1069","59.38","1188","813","59.37","862","619","58.20","94","50","65.28","735","475","60.74","293","203","59.07","56","25","69.14","442","272","61.90","20","14","58.82","719","513","58.36","17","11","60.71","10.90","91.92","1.028","248","383","436","866","36.26","540","572","716","42.99"
"761","Jason Akeson","PHI","R","1","13.366666666667","19","13","59.38","13","9","59.09","8","6","57.14","2","1","66.67","9","2","81.82","4","1","80.00","2","0","100.00","5","1","83.33","0","0","-","6","7","46.15","0","0","-","25.00","83.33","1.083","1","6","3","10","25.00","3","8","6","33.33"
"3","Ray Whitney","DAL","L","69","963.46666666667","1076","737","59.35","799","555","59.01","558","398","58.37","45","30","60.00","493","376","56.73","201","153","56.78","26","15","63.41","292","223","56.70","11","8","57.89","492","298","62.28","6","3","66.67","8.06","92.46","1.005","263","163","92","688","74.08","446","278","214","67.58"
"705","Mats Zuccarello","NYR","R","77","1319.75","1433","984","59.29","1050","764","57.88","770","559","57.94","73","40","64.60","711","471","60.15","325","197","62.26","37","25","59.68","386","274","58.48","22","8","73.33","614","431","58.76","13","7","65.00","9.48","92.84","1.023","313","273","118","960","72.62","519","405","267","66.03"
"144","Jason Pominville","MIN","R","82","1524.3833333333","1571","1081","59.24","1197","802","59.88","855","557","60.55","83","53","61.03","726","426","63.02","301","180","62.58","49","28","63.64","425","246","63.34","17","10","62.96","732","530","58.00","16","9","64.00","9.71","90.48","1.002","375","316","132","1007","73.96","704","463","301","70.05"
"638","David Rundblad","CHI, PHX","D","17","233.78333333333","283","195","59.21","208","156","57.14","154","106","59.23","7","9","43.75","126","97","56.50","46","45","50.55","5","4","55.56","80","52","60.61","1","3","25.00","139","85","62.05","1","1","50.00","4.55","91.51","0.961","39","43","26","189","60.00","88","67","59","59.86"
"237","Corey Perry","ANA","R","81","1577.9833333333","1776","1224","59.20","1336","901","59.72","960","602","61.46","113","55","67.26","949","579","62.11","426","237","64.25","68","34","66.67","523","342","60.46","29","17","63.04","717","547","56.72","14","3","82.35","11.77","90.86","1.026","351","328","194","928","64.40","690","532","429","61.66"
"239","Loui Eriksson","BOS","L","61","1008.2333333333","1045","724","59.07","785","566","58.11","579","445","56.54","57","34","62.64","455","344","56.95","188","140","57.32","34","18","65.38","267","204","56.69","13","10","56.52","508","334","60.33","9","6","60.00","9.84","92.36","1.022","216","216","138","631","61.02","405","349","261","60.81"
"39","Marian Hossa","CHI","R","72","1315.6166666667","1421","987","59.01","1046","756","58.05","788","560","58.46","87","46","65.41","650","468","58.14","277","212","56.65","55","21","72.37","373","256","59.30","14","14","50.00","642","451","58.74","16","11","59.26","11.04","91.79","1.028","275","360","128","959","68.24","516","504","292","63.86"
"620","Alex Chiasson","DAL","R","79","1194.0166666667","1369","952","58.98","1013","743","57.69","699","530","56.88","62","63","49.60","686","472","59.24","292","209","58.28","37","31","54.41","394","263","59.97","18","17","51.43","578","392","59.59","7","12","36.84","8.87","88.11","0.970","355","256","146","826","70.86","585","373","283","67.40"
"314","Kris Versteeg","CHI, FLA","R","81","1171.4833333333","1181","823","58.93","869","641","57.55","638","484","56.86","59","46","56.19","507","393","56.33","181","181","50.00","34","24","58.62","326","212","60.59","12","13","48.00","571","370","60.68","13","9","59.09","9.25","90.50","0.997","294","251","99","888","74.81","465","366","234","66.52"
"462","Jamie Benn","DAL","L","81","1551.3333333333","1906","1334","58.83","1461","1004","59.27","1020","703","59.20","114","63","64.41","999","607","62.20","409","267","60.50","63","33","65.63","590","340","63.44","29","19","60.42","785","573","57.81","21","9","70.00","11.18","91.04","1.022","414","385","195","1003","67.98","770","558","393","66.21"
