"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"725","Arturs Kulda","ATL","D","4","47.95","11.9875","0","2.5","1.25","1.25","2.5","50.00","6.26","0.00","8.76","7.51","0","0","0","0","2.5","1.25","1.25","0","0","0","0","0","11.26","6.26","10.01","0","0","-"
"850","Tyler Ennis","BUF","C, L","10","153.38333333333","15.338333333333","1.17","2.35","1.17","1.17","3.52","69.23","9","13.04","14.08","11.34","7.82","4.3","1.17","1.17","2.35","1.17","1.17","0","0","0.39","0.39","1.96","0.78","3.91","1.96","5.09","7.04","16.40"
"738","Jonas Junland","STL","D","3","51.533333333333","17.177777777778","0","2.33","1.16","1.16","2.33","66.67","8.15","0.00","11.64","10.48","4.66","1.16","0","1.16","0","0","0","0","0","0","2.33","0","2.33","4.66","0","0","0","-"
"733","Tomas Kana","CBJ","C","6","52.083333333333","8.6805555555556","0","2.3","1.15","1.15","2.3","100.00","4.61","0.00","8.06","5.76","2.3","1.15","0","0","2.3","1.15","1.15","0","0","1.15","0","0","12.67","9.22","1.15","0","0","-"
"84","Daniel Alfredsson","OTT","R","70","1376.5833333333","19.665476190476","0.87","2.22","1.09","1.13","3.09","78.89","7.37","11.83","13.82","10.29","6.8","2.53","0.26","0.52","0.96","0.48","0.48","0","0","0.39","1.96","3.31","1.83","2.66","1.57","0.61","1.13","1.53"
"214","Trevor Gillies","NYI","L","14","53.483333333333","3.8202380952381","0","1.12","0","1.12","1.12","50.00","6.73","0.00","8.97","7.85","4.49","0","0","0","84.14","20.19","11.22","5.61","3.37","8.97","3.37","1.12","15.71","4.49","0","0","0","-"
"795","Alex Plante","EDM","D","4","54.4","13.6","0","1.1","0","1.1","1.1","50.00","4.41","0.00","8.82","7.72","2.21","0","2.21","0","2.21","1.1","1.1","0","0","1.1","2.21","1.1","7.72","6.62","2.21","0","0","-"
"166","Martin St. Louis","T.B","R","82","1787.2333333333","21.795528455285","0.97","2.18","1.14","1.04","3.16","77.69","8.12","11.98","13.7","11.52","8.59","3.29","0.47","0.71","0.4","0.2","0.2","0","0","1.11","1.98","2.08","0.67","2.45","1.34","2.38","2.89","1.52"
"220","Daniel Sedin","VAN","L","63","1205.75","19.138888888889","1.44","2.79","1.74","1.04","4.23","78.70","11.2","12.89","19.71","16.12","11.59","5.82","0.2","1.14","1.39","0.7","0.7","0","0","0.35","1.39","1.24","0.4","2.34","0.15","0.55","1.09","1.66"
"809","Mikael Backlund","CGY","C","23","289.83333333333","12.601449275362","0.21","1.86","0.83","1.04","2.07","66.67","9.73","2.13","18.84","14.91","8.69","2.69","0.41","0.83","1.24","0.62","0.62","0","0","0","2.69","2.28","2.48","4.35","0.83","21.12","18.42","11.06"
"234","Brian McGrattan","CGY","R","34","116.95","3.4397058823529","0.51","1.54","0.51","1.03","2.05","66.67","9.75","5.26","15.9","12.31","5.64","1.54","0.51","2.57","44.12","9.23","1.54","7.18","0.51","7.7","1.54","1.03","8.21","6.16","1.03","0","0","-"
"877","Nate Prosser","MIN","D","3","58.833333333333","19.611111111111","0","1.02","0","1.02","1.02","33.33","4.08","0.00","8.16","7.14","1.02","0","1.02","0","8.16","3.06","3.06","0","0","0","5.1","0","2.04","8.16","5.1","0","0","-"
"860","Tyler Bozak","TOR","C","37","711.58333333333","19.231981981982","0.67","1.6","0.59","1.01","2.28","75.00","4.3","15.69","7.84","5.48","4.81","1.94","0.08","0","0.51","0.25","0.25","0","0","0.67","0.84","2.19","4.38","3.04","1.26","30.19","24.45","4.66"
"367","Marc-Andre Bergeron","MTL","D","60","903.96666666667","15.066111111111","0.86","1.39","0.4","1","2.26","59.65","8.16","10.57","18.05","12.48","4.65","0.8","0.13","1.13","1.06","0.53","0.53","0","0","0.53","2.79","1.19","3.78","4.78","3.12","0","0","-"
"142","Joe Thornton","S.J","C","79","1568.6","19.855696202532","0.77","2.64","1.64","0.99","3.4","77.39","5.39","14.18","8.91","7.08","5.47","2.75","0.19","0.61","2.07","1.03","1.03","0","0","1.22","3.37","2.72","4.32","2.75","1.11","25.32","21.65","2.06"
"312","Mikko Koivu","MIN","C","80","1659.5","20.74375","0.8","1.77","0.8","0.98","2.57","77.17","8.89","8.94","14.93","12.51","8.13","3.04","0.33","0.54","1.81","0.9","0.9","0","0","0.72","2.17","1.99","1.81","1.81","1.88","31.24","23.65","2.06"
"350","Ryane Clowe","S.J","L","82","1407.8833333333","17.169308943089","0.81","1.62","0.64","0.98","2.43","74.03","8.1","10.00","14.06","10.48","7.97","3.79","0.51","0.98","5.58","1.92","1.41","0.47","0.04","1.32","2.6","1.66","6.69","6.31","1.41","1.49","1.62","2.04"
"534","Bryan Rodney","CAR","D","22","368.1","16.731818181818","0.16","1.63","0.65","0.98","1.79","47.83","3.91","4.17","9.13","5.22","3.75","0.49","0","0.98","1.3","0.65","0.65","0","0","0.16","1.14","1.14","3.91","2.44","2.77","0","0","-"
"843","Mikkel Boedker","PHX","L","14","122.01666666667","8.7154761904762","0.49","0.98","0","0.98","1.48","75.00","3.44","14.29","8.85","5.9","3.93","1.97","0.49","0","0","0","0","0","0","2.46","0","1.48","8.36","3.93","0.49","0","0","-"
"222","Tim Connolly","BUF","C","73","1359.0166666667","18.616666666667","0.75","2.12","1.15","0.97","2.87","77.38","9.09","8.25","14.79","11.7","5.92","1.94","0.44","0.66","1.24","0.62","0.62","0","0","0.62","2.16","0.97","1.02","1.94","2.03","15.81","17.92","2.07"
"729","Jiri Tlusty","CAR, TOR","L","20","251.15","12.5575","0.24","1.19","0.24","0.96","1.43","75.00","4.06","5.88","10.99","7.64","6.21","3.82","0","0.24","1.43","0.72","0.72","0","0","0.72","0.72","1.19","2.39","7.88","2.15","0.48","0","23.89"
"517","Mathieu Roy","CBJ","D","31","568.01666666667","18.32311827957","0","1.06","0.11","0.95","1.06","52.63","3.38","0.00","7.82","5.18","0.95","0.11","0","0.32","1.8","0.74","0.63","0.11","0","0.74","0.63","0.53","6.02","7.71","6.87","0.11","0","10.56"
"807","Patrick Kane","CHI","R","82","1575.0666666667","19.208130081301","1.14","2.21","1.26","0.95","3.35","83.02","9.94","11.49","18.06","13.98","10.86","3.7","0.42","0.88","0.76","0.38","0.38","0","0","1.3","1.56","1.94","0.65","4.5","0.65","0.34","0.5","1.56"
"62","Pavol Demitra","VAN","R","28","453.9","16.210714285714","0.4","1.72","0.79","0.93","2.12","55.17","7.01","5.66","12.03","9.39","6.48","2.51","0.26","0.26","0","0","0","0","0","0.66","1.19","0.66","2.38","3.44","1.59","6.08","5.29","7.07"
"470","Loui Eriksson","DAL","L","82","1620.3166666667","19.759959349593","1.07","1.56","0.63","0.93","2.63","69.61","7.92","13.55","13.03","11","8.78","5.3","0.63","0.74","0.96","0.44","0.44","0","0","1.04","1.22","1.7","1.15","6.55","1.78","0.15","0.26","1.35"
"690","Justin Mercier","COL","C","9","64.7","7.1888888888889","0.93","0.93","0","0.93","1.85","100.00","4.64","20.00","6.49","4.64","3.71","3.71","0","0.93","0","0","0","0","0","0.93","0","3.71","13.91","4.64","0.93","0.93","0","92.74"
"753","Nicklas Backstrom","WSH","C","82","1676.5833333333","20.446138211382","1.18","2.43","1.5","0.93","3.61","67.33","7.94","14.86","13.03","10.7","7.69","3.19","0.18","0.75","1.79","0.75","0.72","0","0.04","0.72","1.86","1.93","3.22","3.94","2.22","23.87","23.94","1.79"
"108","Ruslan Salei","COL","D","14","262.81666666667","18.772619047619","0.23","1.14","0.23","0.91","1.37","54.55","5.02","4.55","8.68","6.39","1.6","0.68","0","1.37","2.28","0.91","0.91","0","0","0.23","1.6","0.23","4.79","4.57","4.57","0","0","-"
"812","Max Pacioretty","MTL","L","52","660.88333333333","12.709294871795","0.27","1","0.09","0.91","1.27","70.00","6.72","4.05","13.89","10.26","6.08","2.54","0.73","0.64","1.82","0.91","0.91","0","0","1.09","1.72","1.82","6.17","7.99","2.27","0.09","0.54","1.30"
"851","John Carlson","WSH","D","22","335.41666666667","15.246212121212","0.18","0.89","0","0.89","1.07","27.27","3.76","4.76","10.73","6.98","2.33","0.36","0","0.54","1.43","0.72","0.72","0","0","0.18","3.4","1.79","5.19","4.65","5.72","0","0","-"
"422","Duncan Keith","CHI","D","82","2181.3166666667","26.601422764228","0.39","1.51","0.63","0.88","1.9","53.91","5.86","6.57","12.3","8.31","2.56","0.41","0.17","0.69","1.4","0.66","0.63","0.03","0","0.36","1.62","1.24","1.27","2.5","3.93","0","0","-"
"556","Rob Schremp","NYI","C","44","611.91666666667","13.907196969697","0.69","1.76","0.88","0.88","2.45","80.65","7.26","9.46","13.04","9.61","7.55","2.35","0.78","1.27","0.78","0.39","0.39","0","0","0.98","2.26","3.63","1.76","2.65","1.76","18.34","20.39","4.64"
"31","Sergei Gonchar","PIT","D","62","1512.75","24.399193548387","0.44","1.55","0.67","0.87","1.98","50.51","5.47","7.97","11.9","8.09","2.74","0.36","0.04","0.44","1.94","0.91","0.87","0.04","0","0.44","1.59","0.75","2.58","3.65","3.65","0","0","-"
"50","Jamie Langenbrunner","N.J","R","81","1584.15","19.557407407407","0.72","1.59","0.72","0.87","2.31","67.78","8.64","8.33","14.73","11.48","6.74","2.65","0.68","0.61","1.67","0.83","0.83","0","0","0.72","1.63","1.4","4.09","4.13","0.8","1.1","1.17","1.83"
"183","Nik Antropov","ATL","C","76","1385.2833333333","18.227412280702","1.04","1.86","1","0.87","2.9","68.37","5.46","19.05","8.88","7.19","5.41","3.08","0.22","0.43","1.91","0.95","0.95","0","0","0.87","1.73","1.3","3.55","1.52","1.52","20.83","27.16","1.88"
"190","Brad Richards","DAL","C","80","1669.15","20.864375","0.86","2.41","1.55","0.86","3.27","74.59","10.21","8.45","20.53","15.31","6.58","1.94","0.43","1.08","0.5","0.25","0.25","0","0","0.36","2.62","2.05","0.58","2.23","0.79","21.1","19.88","1.85"
"172","Vincent Lecavalier","T.B","C","82","1622.0166666667","19.780691056911","0.89","1.7","0.85","0.85","2.59","73.68","10.91","8.14","18.16","14.5","10.25","4","0.41","1.15","2.33","0.96","0.89","0.04","0.04","0.81","1.74","1.22","2.96","1.33","0.78","28.52","25.08","1.97"
"238","Henrik Zetterberg","DET","L","74","1485.0333333333","20.068018018018","0.93","1.9","1.05","0.85","2.83","72.92","12.48","7.44","21.41","17.13","12.12","4.2","0.61","0.53","1.05","0.53","0.53","0","0","0.89","1.98","2.14","1.82","4","1.37","21.98","22.38","2.00"
"559","Mike Green","WSH","D","75","1911.2","25.482666666667","0.6","1.79","0.94","0.85","2.39","47.20","6.44","9.27","14.38","9.67","4.27","0.75","0.38","0.82","1.7","0.85","0.85","0","0","0.97","2.29","1.38","4.18","4.68","3.3","0","0","-"
"689","Cal O'Reilly","NSH","C","31","422.61666666667","13.632795698925","0.28","1.28","0.43","0.85","1.56","57.89","3.27","8.70","5.39","4.26","3.98","1.99","0.14","0.14","0.57","0.28","0.28","0","0","0.14","1.7","2.41","0.28","1.7","0.99","18.88","21.01","6.72"
"772","Ryan Wilson","COL","D","61","992.5","16.270491803279","0.18","1.09","0.24","0.85","1.27","52.50","2.78","6.52","5.74","3.87","1.15","0.3","0.18","0.54","2.18","0.73","0.48","0.24","0","0.85","2.12","1.21","5.2","7.13","4.59","0","0","-"
"787","Nick Palmieri","N.J","R","6","70.516666666667","11.752777777778","0","0.85","0","0.85","0.85","25.00","8.51","0.00","15.32","9.36","6.81","4.25","0.85","0","0","0","0","0","0","0","0","1.7","6.81","5.11","0","0.85","0.85","42.54"
"540","Alex Ovechkin","WSH","L","72","1569.4166666667","21.797453703704","1.91","2.26","1.41","0.84","4.17","73.65","14.07","13.59","31.43","20.64","13.92","3.36","1.03","1.64","3.4","1.07","0.84","0.11","0.11","1.26","2.91","2.52","7.07","4.55","0.76","0.38","0.46","1.74"
"642","Anze Kopitar","L.A","C","82","1786.4166666667","21.785569105691","1.14","1.58","0.74","0.84","2.72","72.32","8.7","13.13","15.21","12.39","7.86","3.06","0.47","0.94","0.54","0.27","0.27","0","0","0.67","1.54","1.21","2.69","5.84","1.71","20.22","20.45","1.67"
"696","Anton Stralman","CBJ","D","73","1495.7833333333","20.490182648402","0.24","1.12","0.28","0.84","1.36","47.22","4.85","4.96","9.27","6.3","2.29","0.32","0.08","0.28","1.48","0.68","0.64","0.04","0","0.52","0.84","0.64","2.53","4.93","2.21","0","0","-"
"581","Johan Franzen","DET","R","27","505.06666666667","18.706172839506","1.19","1.31","0.48","0.83","2.49","60.00","10.81","10.99","17.7","14.14","9.98","3.45","0.24","0.83","2.61","1.31","1.31","0","0","1.07","1.54","1.54","5.46","4.99","1.43","1.78","1.43","6.60"
"40","Chris Pronger","PHI","D","82","2123.9833333333","25.902235772358","0.28","1.27","0.45","0.82","1.55","46.61","4.94","5.71","9.69","6.3","1.75","0.2","0.08","0.48","2.23","0.96","0.9","0.03","0.03","0.37","1.64","1.13","2.94","1.98","5.34","0","0","-"
"46","Anders Eriksson","NYR, PHX","D","20","304.9","15.245","0","0.98","0.2","0.79","0.98","38.46","1.18","0.00","4.72","2.76","0.59","0.2","0","0.39","0.39","0.2","0.2","0","0","0.39","1.18","0.59","3.74","4.53","4.72","0","0","-"
"235","Ryan Malone","T.B","L","69","1294.8833333333","18.766425120773","0.97","1.2","0.42","0.79","2.18","59.49","7.97","12.21","11.54","10.1","8.06","5.28","0.56","0.6","3.15","1.3","1.11","0.19","0","1.11","1.48","1.62","8.25","3.89","1.02","1.76","2.73","1.82"
"513","Mark Flood","NYI","D","6","76.25","12.708333333333","0","0.79","0","0.79","0.79","25.00","3.93","0.00","8.66","4.72","2.36","0","0.79","0.79","0","0","0","0","0","0","1.57","2.36","4.72","7.87","3.93","0","0","-"
"462","Ryan Kesler","VAN","C","82","1609.45","19.62743902439","0.93","1.86","1.08","0.78","2.8","76.53","7.98","11.68","14.43","11.71","8.5","4.14","0.26","1.12","3.88","1.42","1.19","0.15","0.07","2.35","1.04","3.09","3.54","5.22","2.72","28.78","23.45","2.05"
"209","Ales Kotalik","CGY, NYR","R","71","1006.9666666667","14.182629107981","0.66","0.95","0.18","0.77","1.61","56.25","10.25","6.40","18.59","14.48","8.46","2.38","0.66","1.01","3.99","1.67","1.55","0.06","0.06","0.6","1.43","1.31","6.97","5.6","1.37","0.3","0.3","2.98"
"392","Alexander Semin","WSH","R","73","1396","19.123287671233","1.72","1.89","1.12","0.77","3.61","67.20","11.95","14.39","23.17","16.59","12.51","3.91","0.99","1.29","2.84","1.42","1.42","0","0","1.55","2.49","2.62","1.29","3.31","0.9","0.26","0.43","1.61"
"160","Brian Campbell","CHI","D","68","1578.6","23.214705882353","0.27","1.18","0.42","0.76","1.44","42.70","4.98","5.34","10.15","6.69","2.93","0.3","0.04","0.46","0.68","0.34","0.34","0","0","0.53","1.44","0.87","1.41","5.13","3","0","0","-"
"317","Ales Hemsky","EDM","R","22","394.6","17.936363636364","1.06","2.28","1.52","0.76","3.35","75.86","8.67","12.28","14.75","11.4","6.99","1.82","0.61","0.91","1.22","0.61","0.61","0","0","1.22","2.28","1.22","0.76","6.99","1.67","0.15","0","15.21"
"289","Lubomir Visnovsky","ANA, EDM","D","73","1598.9333333333","21.903196347032","0.56","1.13","0.38","0.75","1.69","45.92","4.92","11.45","11.14","7.32","2.55","0.6","0.15","0.53","0.75","0.38","0.38","0","0","0.41","2.74","1.5","1.39","2.14","3.98","0","0","-"
"314","Tuomo Ruutu","CAR","L","54","884.9","16.387037037037","0.95","1.42","0.68","0.75","2.37","67.31","8.27","11.48","15.26","11.59","8.88","4.07","0.81","0.68","3.39","1.22","1.02","0.14","0.07","1.9","1.29","1.56","10.58","8","0.81","1.29","1.9","2.74"
"19","Doug Weight","NYI","C","36","570.35","15.843055555556","0.11","1.68","0.95","0.74","1.79","54.84","6.42","1.64","11.05","8.84","5.79","2.63","0.53","1.16","0.84","0.42","0.42","0","0","0.32","2","2","1.58","1.79","1.68","7.26","8.73","4.78"
"97","Georges Laraque","MTL","R","28","161.45","5.7660714285714","0.37","0.74","0","0.74","1.11","100.00","0.74","50.00","2.97","1.86","1.86","1.49","0","0.37","10.41","2.6","1.11","1.49","0","2.6","1.49","0.37","7.8","7.06","1.86","0","0","-"
"144","Olli Jokinen","CGY, NYR","C","82","1464.9666666667","17.865447154472","0.61","1.43","0.7","0.74","2.05","62.50","9.67","6.36","17.57","13.56","8.56","3.77","0.29","1.15","3.07","1.31","1.23","0.04","0.04","0.86","2.58","1.6","4.51","3.24","1.56","19.66","20.19","2.02"
"634","Sidney Crosby","PIT","C","81","1778.3166666667","21.954526748971","1.72","1.96","1.21","0.74","3.68","78.99","10.05","17.11","16.8","13.53","10.29","4.32","0.74","0.94","2.4","1.15","1.11","0.03","0","1.21","2.6","1.45","2.13","3.24","1.45","33.77","26.62","1.89"
"67","Ryan Smyth","L.A","L","67","1318.5166666667","19.679353233831","1","1.41","0.68","0.73","2.41","62.35","9.37","10.68","13.38","11.92","8.56","5.92","0.23","1.05","1.91","0.96","0.96","0","0","1.05","2.41","1.05","1.87","6.14","1.14","1.41","1.41","2.28"
"137","Pavel Kubina","ATL","D","76","1719.55","22.625657894737","0.21","1.12","0.38","0.73","1.33","41.76","5.55","3.77","10.19","7.15","2.37","0.49","0.17","0.45","2.3","1.15","1.15","0","0","0.17","1.29","1.92","3.28","3.91","3.87","0","0","-"
"208","Andrei Markov","MTL","D","45","1071.4166666667","23.809259259259","0.34","1.57","0.84","0.73","1.9","46.58","4.76","7.06","10.42","7.34","2.91","0.78","0.17","0.67","1.79","0.9","0.9","0","0","0.78","1.85","1.9","2.63","2.46","3.42","0","0","-"
"226","Martin Havlat","MIN","R","73","1309.1","17.932876712329","0.82","1.65","0.92","0.73","2.47","72.00","7.75","10.65","13.52","10.27","6.51","2.8","0.23","1.1","1.56","0.78","0.78","0","0","0.73","1.42","1.37","0.96","2.75","0.78","0.27","0.27","2.29"
"390","Scottie Upshall","PHX","R","49","737.31666666667","15.047278911565","1.46","1.14","0.41","0.73","2.6","80.00","9.68","15.13","16.52","13.02","8.95","4.88","0.33","0.9","4.07","1.95","1.95","0","0","1.87","1.3","0.57","6.51","6.43","1.06","0.57","0.81","3.35"
"466","Corey Perry","ANA","R","82","1726.95","21.060365853659","0.94","1.7","0.97","0.73","2.64","61.79","9.38","10.00","15.63","13.06","10.39","5.7","0.66","0.66","3.86","1.49","1.32","0.1","0.07","1.39","1.88","1.32","3.23","4.45","1.18","0.21","0.76","0.74"
"541","Evgeni Malkin","PIT","C","67","1396.75","20.847014925373","1.2","2.1","1.37","0.73","3.31","74.76","11.51","10.45","19.89","15.77","11.86","4.25","0.64","1.16","4.3","2.1","2.1","0","0","2.15","2.19","2.41","2.49","4.98","1.07","8.55","12.84","1.72"
"154","Maxim Afinogenov","ATL","R","82","1426.2833333333","17.393699186992","1.01","1.56","0.84","0.72","2.57","71.76","7.61","13.26","13.5","10.52","7.78","3.03","0.59","0.46","1.94","0.97","0.97","0","0","1.18","2.65","2.73","1.35","1.35","0.88","0.04","0.08","1.40"
"519","Toby Enstrom","ATL","D","82","1826.0666666667","22.269105691057","0.2","1.45","0.72","0.72","1.64","51.55","3.58","5.50","7.85","4.83","1.91","0.39","0.13","0.79","0.99","0.49","0.49","0","0","0.33","0.99","1.18","0.66","3.38","3.25","0","0","-"
"553","Travis Zajac","N.J","C","82","1657.6833333333","20.215650406504","0.9","1.52","0.8","0.72","2.43","69.79","7.6","11.90","11.87","9.81","6.88","3.08","0.29","0.65","0.87","0.43","0.43","0","0","0.62","1.01","1.85","2.32","2.64","1.05","26.28","23.42","1.91"
"554","Wojtek Wolski","COL, PHX","L","80","1498.95","18.736875","0.92","1.68","0.96","0.72","2.6","69.15","7.85","11.73","13.01","10.45","7.61","3.68","0.56","1.24","1.08","0.48","0.44","0.04","0","0.76","2.4","1.56","1.32","1.92","1.16","0.64","0.8","1.78"
"20","Scott Niedermayer","ANA","D","80","2120.3","26.50375","0.28","1.08","0.37","0.71","1.36","41.38","4.75","5.95","8.6","6.17","3.03","0.82","0.14","0.48","1.08","0.54","0.54","0","0","0.28","1.41","1.3","1.64","1.27","2.26","0","0.03","0.00"
"567","David Booth","FLA","L","28","507.68333333333","18.131547619048","0.95","0.95","0.24","0.71","1.89","64.00","11.23","8.42","19.15","15.72","11.46","5.67","0.12","0.71","2.72","1.18","1.06","0.12","0","1.89","1.42","1.3","5.91","6.38","1.18","0.24","0.95","2.36"
"334","Jason Pominville","BUF","R","82","1537.4833333333","18.749796747967","0.94","1.48","0.78","0.7","2.42","65.96","9.83","9.52","16.98","13","8.62","2.97","0.43","0.35","0.86","0.43","0.43","0","0","0.82","1.25","1.91","1.76","3.86","1.6","1.64","3.04","1.37"
"337","Tomas Plekanec","MTL","C","82","1637.0666666667","19.964227642276","0.92","1.65","0.95","0.7","2.57","77.78","7.92","11.57","13.89","10.37","7.29","2.75","0.62","0.84","1.83","0.92","0.92","0","0","0.95","2.13","1.69","1.87","2.2","2.31","28.99","30.2","1.80"
"351","Marek Zidlicky","MIN","D","78","1885.2333333333","24.169658119658","0.19","1.18","0.48","0.7","1.37","47.25","3.69","5.17","7.96","5.28","1.97","0.38","0.06","0.57","2.13","1.02","0.99","0.03","0","0.6","1.65","1.02","2.55","2.29","4.07","0","0","-"
"358","Brandon Bochenski","T.B","R","28","343.63333333333","12.272619047619","0.7","1.57","0.87","0.7","2.27","76.47","7.51","9.30","12.57","10.65","8.21","4.37","0.7","1.05","0.35","0.17","0.17","0","0","0.87","1.57","2.1","3.14","5.24","1.75","0.35","0.52","6.98"
"426","Erik Christensen","ANA, NYR","C","58","861.01666666667","14.845114942529","0.56","1.25","0.56","0.7","1.81","68.42","5.99","9.30","11.99","8.85","7.46","3.34","0.28","0.49","1.81","0.91","0.91","0","0","0.63","0.7","1.53","3.62","4.6","1.11","22.93","24.04","3.40"
"506","John Mitchell","TOR","C","60","949.43333333333","15.823888888889","0.38","1.07","0.38","0.7","1.45","69.70","5.69","6.67","11.19","8.41","4.93","1.9","0.19","0.32","1.96","0.63","0.51","0.06","0.06","0.95","1.33","1.26","5.5","5.06","2.53","15.42","14.72","3.23"
"792","Sam Gagner","EDM","C","68","1107.6","16.288235294118","0.81","1.41","0.7","0.7","2.22","69.49","9.21","8.82","15.22","12.62","7.26","3.41","0.43","0.65","1.79","0.81","0.76","0.05","0","1.19","2.11","0.76","1.63","4.23","0.87","18.2","20.21","2.57"
"261","Rostislav Klesla","CBJ","D","26","522.96666666667","20.114102564103","0.23","0.69","0","0.69","0.92","36.36","2.75","8.33","6.31","3.79","1.72","0.23","0.11","0","2.98","1.49","1.49","0","0","0.57","0.8","0.57","4.47","5.85","5.62","0","0","-"
"280","Kurtis Foster","T.B","D","71","1219.4666666667","17.17558685446","0.39","1.67","0.98","0.69","2.07","55.26","8.12","4.85","16.58","10.53","2.26","0.1","0.1","0.79","2.36","1.18","1.18","0","0","0.59","1.43","0.69","2.95","3.35","3.44","0","0","-"
"631","Paul Stastny","COL","C","81","1732.9666666667","21.394650205761","0.69","2.04","1.35","0.69","2.74","71.17","6.89","10.05","11.04","8.97","8.03","4.57","0.42","1.18","1.73","0.8","0.8","0","0","0.9","1.21","2.04","1.45","2.35","1.84","29.46","29.5","1.73"
"1","Rob Blake","S.J","D","70","1493.4333333333","21.334761904762","0.28","0.92","0.24","0.68","1.21","44.78","7.31","3.85","13.74","9.8","3.5","0.88","0.16","1.04","2.41","1.17","1.17","0","0","0.4","2.05","0.76","2.73","1.41","4.58","0","0","-"
"45","Saku Koivu","ANA","C","71","1319.05","18.578169014085","0.86","1.5","0.82","0.68","2.37","66.67","5.64","15.32","8.96","7.37","6.41","3.28","0.27","0.41","1.64","0.82","0.82","0","0","0.86","1.91","1.41","2.68","2","0.77","25.97","24.52","2.34"
"63","Kimmo Timonen","PHI","D","82","1875.3833333333","22.870528455285","0.19","1.06","0.38","0.67","1.25","41.94","3.87","4.96","7.36","5.5","1.86","0.29","0.13","0.42","1.6","0.67","0.64","0","0.03","0.45","1.12","1.18","2.4","4.32","5.37","0","0","-"
"115","Matt Cullen","CAR, OTT","C","81","1519.2333333333","18.755967078189","0.63","1.26","0.59","0.67","1.9","60.76","7.7","8.21","14.65","10.78","8.06","3.91","0.55","1.15","1.34","0.67","0.67","0","0","0.91","1.38","2.13","2.96","3.32","1.9","22.59","21.68","2.02"
