"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"764","Borna Rendulic","VAN","R","1","4.85","9","1","90.00","6","1","85.71","5","1","83.33","0","0","-","6","0","100.00","0","0","-","0","0","-","6","0","100.00","0","0","-","3","1","75.00","0","0","-","0.00","100.00","1.000","2","1","0","4","100.00","3","1","0","100.00"
"867","Kalle Kossila","ANA","L","1","6.9","7","2","77.78","4","2","66.67","2","2","50.00","0","0","-","3","0","100.00","1","0","100.00","0","0","-","2","0","100.00","0","0","-","3","2","60.00","0","0","-","0.00","100.00","1.000","2","1","0","8","100.00","3","4","0","100.00"
"267","Corey Tropp","ANA","R","1","9.4666666666667","10","4","71.43","7","4","63.64","5","2","71.43","0","1","0.00","3","2","60.00","1","1","50.00","0","0","-","2","1","66.67","0","1","0.00","7","2","77.78","0","0","-","0.00","50.00","0.500","4","4","0","0","100.00","5","5","1","83.33"
"617","Scott Laughton","PHI","C","2","20.483333333333","25","10","71.43","21","7","75.00","19","6","76.00","2","2","50.00","10","4","71.43","5","3","62.50","1","2","33.33","5","1","83.33","0","0","-","13","5","72.22","1","0","100.00","10.53","66.67","0.772","7","6","7","13","50.00","9","7","8","52.94"
"584","Nicklas Jensen","NYR","R","7","64.566666666667","80","42","65.57","57","30","65.52","38","26","59.38","2","2","50.00","35","25","58.33","16","13","55.17","2","2","50.00","19","12","61.29","0","0","-","38","13","74.51","0","0","-","5.26","92.31","0.976","14","15","2","65","87.50","23","17","8","74.19"
"531","Alexandre Grenier","VAN","R","3","19.45","19","10","65.52","11","8","57.89","9","6","60.00","0","1","0.00","8","5","61.54","2","2","50.00","0","0","-","6","3","66.67","0","0","-","9","4","69.23","0","0","-","0.00","83.33","0.833","4","4","2","19","66.67","10","6","4","71.43"
"177","Vladimir Sobotka","STL","L","1","16.683333333333","21","12","63.64","13","11","54.17","11","8","57.89","1","1","50.00","9","5","64.29","3","3","50.00","1","1","50.00","6","2","75.00","0","0","-","12","7","63.16","0","0","-","9.09","87.50","0.966","6","3","2","11","75.00","17","3","4","80.95"
"597","Torey Krug","BOS","D","81","1749.65","2124","1247","63.01","1600","919","63.52","1118","656","63.02","94","69","57.67","959","539","64.02","342","225","60.32","37","42","46.84","617","314","66.27","38","13","74.51","1020","597","63.08","16","8","66.67","8.41","89.48","0.979","379","379","180","1143","67.80","885","620","433","67.15"
"689","Jonny Brodzinski","L.A","C","6","73.716666666667","85","50","62.96","68","37","64.76","47","27","63.51","3","1","75.00","43","23","65.15","22","10","68.75","2","0","100.00","21","13","61.76","1","0","100.00","40","21","65.57","0","0","-","6.38","96.30","1.027","14","9","13","52","51.85","23","19","25","47.92"
"715","Valentin Zykov","CAR","L","2","12.5","17","10","62.96","14","9","60.87","13","8","61.90","1","0","100.00","11","3","78.57","7","2","77.78","1","0","100.00","4","1","80.00","0","0","-","5","6","45.45","0","0","-","7.69","100.00","1.077","3","5","2","6","60.00","4","7","5","44.44"
"790","David Pastrnak","BOS","R","75","1348.6833333333","1700","1001","62.94","1289","738","63.59","913","529","63.31","100","52","65.79","822","464","63.92","331","194","63.05","48","27","64.00","491","270","64.52","36","11","76.60","782","448","63.58","15","8","65.22","10.95","90.17","1.011","297","308","132","821","69.23","638","465","343","65.04"
"690","Sean Malone","BUF","C","1","12.2","10","6","62.50","7","5","58.33","6","5","54.55","0","0","-","4","3","57.14","2","3","40.00","0","0","-","2","0","100.00","0","0","-","5","2","71.43","0","0","-","0.00","100.00","1.000","2","3","1","9","66.67","4","3","2","66.67"
"638","Shayne Gostisbehere","PHI","D","76","1488.1166666667","1895","1140","62.44","1429","863","62.35","988","637","60.80","85","63","57.43","850","504","62.78","361","207","63.56","53","32","62.35","489","297","62.21","14","14","50.00","901","523","63.27","17","11","60.71","8.60","90.11","0.987","385","288","113","1025","77.31","823","461","243","77.20"
"213","Claude Giroux","PHI","C, R","82","1566.9833333333","1995","1211","62.23","1472","880","62.59","1015","632","61.63","97","68","58.79","865","528","62.10","373","205","64.53","52","31","62.65","492","323","60.37","18","15","54.55","964","539","64.14","26","16","61.90","9.56","89.24","0.988","420","396","249","953","62.78","837","543","423","66.43"
"1","Jaromir Jagr","FLA","R","82","1393.9833333333","1617","985","62.14","1271","811","61.05","940","623","60.14","80","53","60.15","746","477","61.00","276","201","57.86","34","34","50.00","470","276","63.00","31","15","67.39","787","438","64.24","11","3","78.57","8.51","91.49","1.000","352","311","156","875","69.29","632","440","325","66.04"
"99","Patrice Bergeron","BOS","C","79","1534.5","1868","1141","62.08","1435","847","62.88","1038","604","63.22","102","61","62.58","891","522","63.06","325","213","60.41","45","32","58.44","566","309","64.69","40","14","74.07","857","540","61.35","12","9","57.14","9.83","89.90","0.997","365","328","330","875","52.52","745","530","627","54.30"
"558","Nikita Kucherov","T.B","R","74","1438.6666666667","1664","1020","62.00","1234","807","60.46","873","599","59.31","106","56","65.43","821","508","61.78","303","212","58.83","51","23","68.92","518","296","63.64","37","16","69.81","776","448","63.40","16","11","59.26","12.14","90.65","1.028","388","315","152","843","71.85","676","466","308","68.70"
"588","Colin Miller","BOS","D","61","964.76666666667","1076","660","61.98","814","479","62.95","555","332","62.57","35","32","52.24","452","266","62.95","171","105","61.96","12","21","36.36","281","161","63.57","11","9","55.00","533","316","62.78","12","1","92.31","6.31","90.36","0.967","190","191","86","789","68.84","403","307","199","66.94"
"384","Linden Vey","CGY","R","4","44.066666666667","44","27","61.97","26","23","53.06","19","17","52.78","0","2","0.00","17","14","54.84","8","4","66.67","0","2","0.00","9","10","47.37","0","0","-","24","10","70.59","0","0","-","0.00","88.24","0.882","12","8","3","37","80.00","19","18","6","76.00"
"759","Jordan Oesterle","EDM","D","2","34.566666666667","44","27","61.97","20","19","51.28","16","9","64.00","0","1","0.00","18","11","62.07","6","5","54.55","0","1","0.00","12","6","66.67","0","0","-","21","12","63.64","0","0","-","0.00","88.89","0.889","5","3","1","34","83.33","14","6","4","77.78"
"408","Nic Dowd","L.A","C","70","871.9","950","593","61.57","702","414","62.90","477","287","62.43","30","33","47.62","404","288","58.38","156","102","60.47","16","18","47.06","248","186","57.14","5","6","45.45","464","243","65.63","9","3","75.00","6.29","88.50","0.948","207","134","87","762","70.41","346","218","170","67.05"
"424","Ryan Spooner","BOS","C","78","1099.4833333333","1290","808","61.49","969","586","62.32","708","436","61.89","66","45","59.46","576","341","62.81","212","158","57.30","32","29","52.46","364","183","66.54","23","10","69.70","624","390","61.54","11","4","73.33","9.32","89.68","0.990","298","214","69","838","81.20","504","344","195","72.10"
"104","Clarke MacArthur","OTT","L","4","53.95","59","37","61.46","43","28","60.56","26","20","56.52","0","1","0.00","29","20","59.18","12","8","60.00","0","1","0.00","17","12","58.62","0","0","-","22","17","56.41","0","0","-","0.00","95.00","0.950","8","8","5","48","61.54","16","16","13","55.17"
"287","Steven Stamkos","T.B","C","17","303.9","356","224","61.38","263","179","59.50","189","129","59.43","26","13","66.67","171","117","59.38","81","59","57.86","16","7","69.57","90","58","60.81","3","1","75.00","165","87","65.48","7","2","77.78","13.76","89.92","1.037","89","46","42","187","67.94","145","86","71","67.13"
"561","Jonathan Huberdeau","FLA","C, L","31","555.5","650","409","61.38","518","337","60.58","382","256","59.87","36","27","57.14","327","209","61.01","121","93","56.54","16","18","47.06","206","116","63.98","15","8","65.22","299","170","63.75","4","0","100.00","9.42","89.45","0.989","161","126","67","316","70.61","275","170","122","69.27"
"198","Brad Marchand","BOS","C, L","80","1554.9166666667","1858","1175","61.26","1416","880","61.67","1027","636","61.76","116","70","62.37","885","541","62.06","335","228","59.50","57","36","61.29","550","313","63.73","38","18","67.86","846","555","60.39","15","10","60.00","11.30","88.99","1.003","329","333","305","937","51.89","689","546","597","53.58"
"812","Frank Vatrano","BOS","C","44","593.01666666667","663","420","61.22","511","316","61.79","365","222","62.18","26","20","56.52","297","168","63.87","90","78","53.57","8","16","33.33","207","90","69.70","12","3","80.00","324","209","60.79","6","1","85.71","7.12","90.99","0.981","146","143","41","475","78.07","263","214","106","71.27"
"274","Jakub Voracek","PHI","R","82","1564.1333333333","1937","1232","61.12","1448","911","61.38","1019","696","59.42","98","78","55.68","856","575","59.82","376","226","62.46","55","39","58.51","480","349","57.90","18","17","51.43","928","520","64.09","24","16","60.00","9.62","88.79","0.984","399","386","221","953","64.35","773","550","409","65.40"
"599","Spencer Abbott","CHI","L","1","8.5666666666667","11","7","61.11","6","6","50.00","5","4","55.56","0","0","-","4","2","66.67","1","2","33.33","0","0","-","3","0","100.00","0","0","-","5","4","55.56","0","0","-","0.00","100.00","1.000","2","2","0","8","100.00","3","3","0","100.00"
"780","Jakub Vrana","WSH","L","21","233.28333333333","282","180","61.04","201","133","60.18","134","99","57.51","9","3","75.00","128","91","58.45","55","42","56.70","7","1","87.50","73","49","59.84","1","2","33.33","128","72","64.00","1","0","100.00","6.72","96.97","1.037","49","47","17","176","74.24","77","62","37","67.54"
"8","Joe Thornton","S.J","C","79","1426.7833333333","1734","1109","60.99","1252","792","61.25","853","545","61.02","88","49","64.23","839","526","61.47","352","213","62.30","42","27","60.87","487","313","60.88","26","10","72.22","767","456","62.71","18","9","66.67","10.32","91.01","1.013","387","311","165","944","70.11","703","475","374","65.27"
"253","Sam Gagner","CBJ","C","81","1110.9","1280","820","60.95","960","601","61.50","717","430","62.51","76","35","68.47","651","396","62.18","297","159","65.13","38","17","69.09","354","237","59.90","26","7","78.79","533","347","60.57","11","8","57.89","10.60","91.86","1.025","281","178","122","805","69.73","468","248","256","64.64"
"626","Teuvo Teravainen","CAR","L","81","1315.45","1445","926","60.94","1077","722","59.87","744","517","59.00","63","50","55.75","615","408","60.12","277","172","61.69","36","26","58.06","338","236","58.89","10","9","52.63","727","442","62.19","15","14","51.72","8.47","90.33","0.988","346","303","147","888","70.18","527","381","269","66.21"
"739","Samuel Morin","PHI","D","1","17.783333333333","14","9","60.87","12","8","60.00","8","5","61.54","0","0","-","6","5","54.55","3","3","50.00","0","0","-","3","2","60.00","0","0","-","5","4","55.56","0","0","-","0.00","100.00","1.000","1","2","1","20","50.00","3","3","3","50.00"
"852","Artemi Panarin","CHI","C, L","82","1596.6333333333","1823","1173","60.85","1314","898","59.40","953","695","57.83","109","62","63.74","802","584","57.86","305","256","54.37","56","40","58.33","497","328","60.24","27","14","65.85","903","508","64.00","25","7","78.13","11.44","91.08","1.025","377","308","19","1080","95.20","720","470","120","85.71"
"423","Tyler Toffoli","L.A","C","63","1044.9","1232","795","60.78","897","600","59.92","625","428","59.35","54","43","55.67","570","385","59.69","206","143","59.03","18","21","46.15","364","242","60.07","18","11","62.07","563","347","61.87","14","10","58.33","8.64","89.95","0.986","266","221","148","718","64.25","497","341","293","62.91"
"366","Chris Kreider","NYR","C, L","75","1275.3666666667","1465","949","60.69","1116","708","61.18","792","497","61.44","77","48","61.60","690","424","61.94","303","185","62.09","46","27","63.01","387","239","61.82","16","13","55.17","664","427","60.86","14","7","66.67","9.72","90.34","1.001","370","288","168","726","68.77","592","404","334","63.93"
"463","Nino Niederreiter","MIN","R","82","1235.8833333333","1328","860","60.69","975","643","60.26","722","478","60.17","84","42","66.67","600","344","63.56","273","136","66.75","52","14","78.79","327","208","61.12","15","17","46.88","614","431","58.76","16","8","66.67","11.63","91.21","1.028","286","283","147","851","66.05","455","421","301","60.19"
"530","Josh Leivo","TOR","L","13","163.46666666667","188","122","60.65","157","90","63.56","114","68","62.64","11","6","64.71","108","56","65.85","40","20","66.67","7","4","63.64","68","36","65.38","1","0","100.00","66","54","55.00","3","1","75.00","9.65","91.18","1.008","45","41","27","126","62.50","61","52","49","55.45"
"189","Patric Hornqvist","PIT","R","70","1116.5833333333","1344","880","60.43","1032","624","62.32","777","464","62.61","89","37","70.63","731","384","65.56","340","160","68.00","53","20","72.60","391","224","63.58","21","12","63.64","516","397","56.52","14","3","82.35","11.45","92.03","1.035","314","291","129","714","70.88","555","438","268","67.44"
"616","Tanner Pearson","L.A","L","80","1305.6","1535","1008","60.36","1137","755","60.10","779","520","59.97","74","55","57.36","700","494","58.63","277","200","58.07","35","34","50.72","423","294","59.00","16","11","59.26","719","427","62.74","20","7","74.07","9.50","89.42","0.989","354","296","179","917","66.42","652","449","361","64.36"
"482","Mark Stone","OTT","R","71","1317.8666666667","1523","1002","60.32","1131","730","60.77","811","511","61.35","87","46","65.41","663","489","57.55","250","205","54.95","37","24","60.66","413","284","59.25","22","11","66.67","744","417","64.08","26","10","72.22","10.73","91.00","1.017","326","262","188","787","63.42","638","398","346","64.84"
"731","Aleksander Barkov","FLA","C","61","1184.1","1272","846","60.06","989","695","58.73","742","524","58.61","71","43","62.28","586","399","59.49","209","173","54.71","29","21","58.00","377","226","62.52","30","14","68.18","616","381","61.79","9","7","56.25","9.57","91.79","1.014","295","267","174","694","62.90","532","368","316","62.74"
"344","Marcus Johansson","WSH","L","82","1393.5","1492","998","59.92","1121","747","60.01","802","534","60.03","99","40","71.22","686","463","59.70","252","198","56.00","36","28","56.25","434","265","62.09","35","8","81.40","702","432","61.90","28","3","90.32","12.34","92.51","1.049","344","251","149","861","69.78","604","385","300","66.81"
"870","Matthew Tkachuk","CGY","L","76","1114.2333333333","1262","847","59.84","931","631","59.60","670","431","60.85","70","36","66.04","579","385","60.06","242","162","59.90","39","23","62.90","337","223","60.18","15","8","65.22","576","380","60.25","14","4","77.78","10.45","91.65","1.021","193","294","225","703","46.17","307","390","416","42.46"
"662","Paul LaDue","L.A","D","22","338.91666666667","360","242","59.80","262","184","58.74","181","134","57.46","16","16","50.00","159","128","55.40","65","46","58.56","11","10","52.38","94","82","53.41","2","3","40.00","173","96","64.31","2","1","66.67","8.84","88.06","0.969","65","56","41","310","61.32","125","79","70","64.10"
"356","Brayden Schenn","PHI","C","79","1405.6833333333","1752","1182","59.71","1303","851","60.49","917","612","59.97","90","57","61.22","792","498","61.40","336","180","65.12","50","25","66.67","456","318","58.91","21","12","63.64","819","555","59.61","19","14","57.58","9.81","90.69","1.005","401","311","145","878","73.44","728","451","306","70.41"
"458","Ryan Johansen","NSH","C","82","1544.5166666667","1801","1216","59.70","1363","942","59.13","956","676","58.58","91","69","56.88","831","533","60.92","304","207","59.49","38","35","52.05","527","326","61.78","31","14","68.89","851","553","60.61","21","16","56.76","9.52","89.79","0.993","407","363","234","969","63.49","692","518","436","61.35"
"473","Kenny Agostino","STL","L","7","89.433333333333","96","65","59.63","78","48","61.90","58","34","63.04","4","3","57.14","48","23","67.61","22","11","66.67","2","1","66.67","26","12","68.42","1","0","100.00","39","29","57.35","1","2","33.33","6.90","91.18","0.981","15","12","5","73","75.00","30","18","19","61.22"
"103","David Backes","BOS","R","74","1266.7833333333","1438","978","59.52","1089","721","60.17","782","521","60.02","68","56","54.84","626","427","59.45","231","175","56.90","29","36","44.62","395","252","61.05","24","13","64.86","687","470","59.38","10","4","71.43","8.70","89.25","0.979","267","250","177","842","60.14","509","414","396","56.24"
"698","Oliver Bjorkstrand","CBJ","R","26","366.33333333333","373","254","59.49","276","187","59.61","221","140","61.22","23","13","63.89","168","114","59.57","73","52","58.40","11","9","55.00","95","62","60.51","6","2","75.00","171","112","60.42","6","1","85.71","10.41","90.71","1.011","89","59","45","276","66.42","153","86","84","64.56"
"732","Jonathan Drouin","T.B","L","73","1292.5833333333","1381","947","59.32","1043","745","58.33","728","558","56.61","79","55","58.96","650","435","59.91","221","168","56.81","36","20","64.29","429","267","61.64","30","11","73.17","667","455","59.45","12","16","42.86","10.85","90.14","1.010","356","240","154","739","69.80","592","363","298","66.52"
"120","Alex Ovechkin","WSH","L","82","1506.0166666667","1821","1254","59.22","1383","952","59.23","954","653","59.37","111","58","65.68","811","582","58.22","306","253","54.74","49","33","59.76","505","329","60.55","35","16","68.63","893","549","61.93","27","6","81.82","11.64","91.12","1.028","382","338","161","841","70.35","734","471","345","68.03"
"232","Mathieu Perreault","WPG","C","65","1058.75","1161","801","59.17","903","615","59.49","658","478","57.92","75","58","56.39","543","382","58.70","232","149","60.89","34","36","48.57","311","233","57.17","18","12","60.00","527","348","60.23","22","8","73.33","11.40","87.87","0.993","262","208","141","745","65.01","472","324","287","62.19"
"155","Sidney Crosby","PIT","C","75","1490.8333333333","1848","1279","59.10","1396","965","59.13","1058","719","59.54","121","61","66.48","1011","605","62.56","426","260","62.10","67","35","65.69","585","345","62.90","36","13","73.47","731","567","56.32","14","8","63.64","11.44","91.52","1.030","403","460","163","772","71.20","802","624","351","69.56"
"27","Marian Gaborik","L.A","R","56","828.21666666667","923","639","59.09","690","484","58.77","482","348","58.07","36","29","55.38","454","287","61.27","183","115","61.41","20","16","55.56","271","172","61.17","8","5","61.54","414","296","58.31","8","6","57.14","7.47","91.67","0.991","166","187","87","620","65.61","301","283","218","58.00"
"474","Brendan Gallagher","MTL","R","64","966.08333333333","1113","771","59.08","828","560","59.65","600","411","59.35","49","26","65.33","489","356","57.87","223","154","59.15","23","8","74.19","266","202","56.84","14","12","53.85","534","351","60.34","12","6","66.67","8.17","93.67","1.018","271","227","123","683","68.78","422","319","283","59.86"
"121","Evgeni Malkin","PIT","C","62","1154.3833333333","1366","951","58.96","1034","718","59.02","783","554","58.56","97","43","69.29","720","459","61.07","291","187","60.88","52","23","69.33","429","272","61.20","28","10","73.68","569","398","58.84","15","5","75.00","12.39","92.24","1.046","351","225","50","759","87.53","632","374","179","77.93"
"543","Adam Clendening","NYR","D","31","490.1","508","355","58.86","372","268","58.13","247","188","56.78","23","17","57.50","233","152","60.52","104","70","59.77","11","8","57.89","129","82","61.14","5","5","50.00","226","174","56.50","7","4","63.64","9.31","90.96","1.003","138","92","35","333","79.77","226","147","95","70.40"
"512","Johnny Gaudreau","CGY","L","72","1331.3666666667","1469","1029","58.81","1077","779","58.03","796","563","58.57","78","56","58.21","733","485","60.18","293","194","60.16","38","31","55.07","440","291","60.19","26","13","66.67","649","466","58.21","14","8","63.64","9.80","90.05","0.999","385","240","96","808","80.04","719","370","274","72.41"
"781","Julius Honka","DAL","D","16","269.9","297","208","58.81","229","146","61.07","160","111","59.04","12","15","44.44","126","106","54.31","53","44","54.64","7","7","50.00","73","62","54.07","3","6","33.33","146","86","62.93","1","0","100.00","7.50","86.49","0.940","40","48","34","224","54.05","104","81","74","58.43"
"704","Andre Burakovsky","WSH","L","64","848.85","959","672","58.80","655","525","55.51","472","365","56.39","44","23","65.67","428","321","57.14","146","143","50.52","26","15","63.41","282","178","61.30","9","5","64.29","469","300","60.99","9","2","81.82","9.32","93.70","1.030","179","157","96","607","65.09","294","238","186","61.25"
"369","Brayden McNabb","L.A","D","49","738.2","800","561","58.78","577","398","59.18","392","281","58.25","19","20","48.72","367","279","56.81","135","89","60.27","14","11","56.00","232","190","54.98","4","8","33.33","360","244","59.60","1","1","50.00","4.85","92.88","0.977","146","157","104","625","58.40","292","238","181","61.73"
"828","Sebastian Aho","CAR","R","82","1376.5166666667","1478","1037","58.77","1096","813","57.41","776","572","57.57","71","53","57.26","681","467","59.32","313","188","62.48","38","30","55.88","368","279","56.88","15","9","62.50","692","471","59.50","17","13","56.67","9.15","90.73","0.999","340","348","175","930","66.02","519","450","312","62.45"
"590","Jonathan Marchessault","FLA","C","75","1268.3166666667","1382","970","58.76","1059","789","57.31","769","608","55.85","69","67","50.74","598","450","57.06","212","214","49.77","26","36","41.94","386","236","62.06","25","16","60.98","674","444","60.29","16","11","59.26","8.97","88.98","0.980","298","217","119","903","71.46","565","341","282","66.71"
"214","Jordan Staal","CAR","C","75","1399.6166666667","1534","1078","58.73","1154","828","58.22","804","603","57.14","71","60","54.20","698","469","59.81","338","205","62.25","39","25","60.94","360","264","57.69","17","18","48.57","718","511","58.42","14","16","46.67","8.83","90.05","0.989","311","362","333","888","48.29","497","480","495","50.10"
"376","Brandon Pirri","NYR","C, R","60","736.63333333333","814","572","58.73","613","438","58.33","426","324","56.80","41","32","56.16","365","267","57.75","164","134","55.03","24","21","53.33","201","133","60.18","10","5","66.67","375","253","59.71","7","5","58.33","9.62","90.12","0.997","193","158","77","503","71.48","286","219","157","64.56"
"96","Patrick Eaves","ANA, DAL","R","79","1296.2666666667","1577","1114","58.60","1203","785","60.51","830","547","60.28","86","53","61.87","785","516","60.34","322","218","59.63","51","31","62.20","463","298","60.84","16","9","64.00","682","503","57.55","15","10","60.00","10.36","90.31","1.007","380","318","209","896","64.52","620","444","397","60.96"
"85","Jeff Carter","L.A","C","82","1478.6166666667","1730","1224","58.56","1274","923","57.99","885","644","57.88","85","68","55.56","814","599","57.61","321","253","55.92","38","35","52.05","493","346","58.76","23","17","57.50","790","536","59.58","22","10","68.75","9.60","89.44","0.990","370","294","246","969","60.06","735","467","474","60.79"
"459","Tyler Seguin","DAL","C","82","1513.7666666667","1792","1270","58.52","1337","936","58.82","923","646","58.83","100","76","56.82","894","629","58.70","354","263","57.37","44","43","50.57","540","366","59.60","31","17","64.58","768","520","59.63","21","10","67.74","10.83","88.24","0.991","395","318","225","1035","63.71","721","488","451","61.52"
"116","Matt Moulson","BUF","L","81","940.13333333333","988","701","58.50","762","548","58.17","575","402","58.85","50","27","64.94","439","289","60.30","211","114","64.92","28","16","63.64","228","175","56.58","14","6","70.00","475","350","57.58","8","5","61.54","8.70","93.28","1.020","242","184","106","617","69.54","406","266","227","64.14"
"125","Alexander Radulov","MTL","R","76","1390.0833333333","1551","1101","58.48","1116","814","57.82","789","609","56.44","86","49","63.70","653","505","56.39","305","213","58.88","37","26","58.73","348","292","54.38","30","13","69.77","748","500","59.94","18","9","66.67","10.90","91.95","1.029","383","316","101","861","79.13","621","434","272","69.54"
"135","David Krejci","BOS","C","82","1497.6666666667","1673","1188","58.48","1262","875","59.05","890","622","58.86","74","69","51.75","745","523","58.75","288","224","56.25","30","43","41.10","457","299","60.45","31","15","67.39","814","566","58.99","12","5","70.59","8.31","88.91","0.972","293","288","176","1001","62.47","616","479","410","60.04"
"516","Sean Kuraly","BOS","C","8","73.6","69","49","58.47","50","40","55.56","40","30","57.14","1","2","33.33","31","16","65.96","12","8","60.00","1","1","50.00","19","8","70.37","0","0","-","35","28","55.56","0","1","0.00","2.50","93.33","0.958","19","21","6","69","76.00","29","28","19","60.42"
"112","Joe Pavelski","S.J","C","81","1548.5","1821","1294","58.46","1317","918","58.93","889","640","58.14","98","56","63.64","885","589","60.04","371","245","60.23","47","33","58.75","514","344","59.91","30","9","76.92","800","561","58.78","19","11","63.33","11.02","91.25","1.023","372","325","193","1045","65.84","725","494","433","62.61"
"9","Patrick Marleau","S.J","C, L","82","1406.9333333333","1642","1171","58.37","1187","836","58.68","824","598","57.95","82","47","63.57","807","553","59.34","345","222","60.85","47","30","61.04","462","331","58.26","16","12","57.14","703","494","58.73","16","3","84.21","9.95","92.14","1.021","353","283","160","1027","68.81","626","457","360","63.49"
"824","Jakob Forsbacka Karlsson","BOS","C","1","8.4166666666667","7","5","58.33","5","3","62.50","3","2","60.00","0","0","-","2","1","66.67","2","0","100.00","0","0","-","0","1","0.00","0","0","-","4","2","66.67","0","0","-","0.00","100.00","1.000","1","0","2","10","33.33","1","0","2","33.33"
"168","James Neal","NSH","L, R","70","1238.5333333333","1360","972","58.32","992","747","57.04","716","534","57.28","66","50","56.90","624","425","59.49","235","156","60.10","34","23","59.65","389","269","59.12","17","17","50.00","616","458","57.36","15","7","68.18","9.22","90.64","0.999","326","270","156","822","67.63","582","382","320","64.52"
"775","William Nylander","TOR","C","81","1297","1535","1097","58.32","1169","847","57.99","814","613","57.04","74","47","61.16","772","518","59.84","304","201","60.20","39","21","65.00","468","317","59.62","21","15","58.33","660","492","57.29","13","11","54.17","9.09","92.33","1.014","334","299","139","957","70.61","506","406","275","64.79"
"249","Kevin Shattenkirk","STL, WSH","D","80","1595.25","1582","1132","58.29","1204","833","59.11","858","605","58.65","95","63","60.13","739","521","58.65","271","195","58.15","35","33","51.47","468","326","58.94","33","19","63.46","733","499","59.50","26","4","86.67","11.07","89.59","1.007","392","288","169","1092","69.88","733","441","357","67.25"
"14","Mike Ribeiro","NSH","C","46","734.61666666667","853","612","58.23","623","492","55.87","441","375","54.04","38","33","53.52","368","295","55.51","128","115","52.67","19","18","51.35","240","180","57.14","14","9","60.87","413","263","61.09","5","5","50.00","8.62","91.20","0.998","211","137","30","528","87.55","344","193","79","81.32"
"341","Mike Hoffman","OTT","C, L","74","1301.8833333333","1428","1025","58.21","1071","769","58.21","760","545","58.24","89","40","68.99","595","453","56.77","225","189","54.35","32","15","68.09","370","264","58.36","22","13","62.86","746","469","61.40","34","10","77.27","11.71","92.66","1.044","352","268","172","756","67.18","666","380","322","67.41"
"208","Milan Lucic","EDM","L","82","1407.25","1571","1129","58.19","1160","841","57.97","833","596","58.29","86","51","62.77","806","570","58.58","358","255","58.40","60","29","67.42","448","315","58.72","17","14","54.84","653","464","58.46","7","5","58.33","10.32","91.44","1.018","367","324","158","868","69.90","603","468","327","64.84"
"637","Chandler Stephenson","WSH","C","4","35.516666666667","32","23","58.18","25","21","54.35","15","17","46.88","0","1","0.00","14","10","58.33","5","7","41.67","0","1","0.00","9","3","75.00","0","0","-","15","11","57.69","0","0","-","0.00","94.12","0.941","6","4","6","30","50.00","9","7","15","37.50"
"218","Derick Brassard","OTT","C","81","1407.6833333333","1558","1121","58.16","1139","812","58.38","824","577","58.82","77","47","62.10","661","538","55.13","258","219","54.09","33","26","55.93","403","319","55.82","18","14","56.25","776","474","62.08","24","7","77.42","9.34","91.85","1.012","331","288","214","934","60.73","641","430","398","61.69"
"32","Justin Williams","WSH","R","80","1238.1333333333","1309","942","58.15","989","711","58.18","713","497","58.93","71","38","65.14","571","425","57.33","227","188","54.70","30","25","54.55","344","237","59.21","19","8","70.37","630","425","59.72","22","3","88.00","9.96","92.35","1.023","270","240","129","882","67.67","469","368","248","65.41"
"428","Jordan Weal","PHI","C","23","329.15","363","262","58.08","274","188","59.31","208","131","61.36","17","11","60.71","175","94","65.06","82","40","67.21","11","4","73.33","93","54","63.27","5","4","55.56","152","130","53.90","1","3","25.00","8.17","91.60","0.998","69","67","35","262","66.35","121","110","70","63.35"
"300","Jordan Eberle","EDM","C, R","82","1374.95","1577","1139","58.06","1170","821","58.76","817","598","57.74","73","47","60.83","814","552","59.59","352","247","58.76","45","27","62.50","462","305","60.23","17","10","62.96","669","478","58.33","9","7","56.25","8.94","92.14","1.011","308","347","153","917","66.81","523","494","311","62.71"
"633","Matt Grzelcyk","BOS","D","2","24.966666666667","36","26","58.06","28","19","59.57","24","16","60.00","2","2","50.00","16","14","53.33","7","8","46.67","1","2","33.33","9","6","60.00","1","0","100.00","17","10","62.96","0","0","-","8.33","87.50","0.958","10","4","2","28","83.33","17","8","5","77.27"
"701","Nick Paul","OTT","L","1","16.483333333333","18","13","58.06","14","6","70.00","10","5","66.67","0","2","0.00","11","7","61.11","7","3","70.00","0","2","0.00","4","4","50.00","0","0","-","7","4","63.64","0","0","-","0.00","60.00","0.600","6","2","2","10","75.00","7","3","8","46.67"
"517","Andrew Shaw","MTL","C","68","1033.7166666667","1111","803","58.05","788","583","57.48","556","438","55.94","52","33","61.18","467","355","56.81","199","145","57.85","25","13","65.79","268","210","56.07","13","14","48.15","548","364","60.09","13","5","72.22","9.35","92.47","1.018","220","217","162","722","57.59","391","305","307","56.02"
