"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"616","Bryan Rodney","CAR","D","8","101","12.625","0","1.19","0","1.19","1.19","28.57","1.78","0.00","5.94","2.97","0","0","0","0","1.19","0.59","0.59","0","0","0.59","0","4.16","1.19","2.97","3.56","0","0","-"
"799","Ty Wishart","T.B","D","5","50.583333333333","10.116666666667","0","1.19","0","1.19","1.19","100.00","2.37","0.00","8.3","7.12","0","0","0","0","0","0","0","0","0","0","2.37","1.19","3.56","5.93","4.74","0","0","-"
"490","David Van Der Gulik","CGY","L","6","50.883333333333","8.4805555555556","0","2.36","1.18","1.18","2.36","100.00","12.97","0.00","17.69","15.33","9.43","4.72","1.18","2.36","0","0","0","0","0","0","2.36","2.36","7.08","5.9","2.36","0","1.18","0.00"
"545","Ryan Getzlaf","ANA","C","81","1630.6","20.130864197531","0.92","2.43","1.25","1.18","3.35","73.39","8.35","11.01","14.42","11.77","7.65","3.05","0.33","0.74","3.94","1.77","1.66","0.11","0","1.32","2.58","2.02","4.93","2.54","1.58","20.83","20.68","1.85"
"586","Alexandre Bolduc","VAN","C","7","51.35","7.3357142857143","0","1.17","0","1.17","1.17","50.00","8.18","0.00","10.52","9.35","7.01","3.51","0","3.51","4.67","2.34","2.34","0","0","0","3.51","2.34","4.67","4.67","0","5.84","9.35","44.94"
"584","Paul Bissonnette","PIT","L","15","52.85","3.5233333333333","0","1.14","0","1.14","1.14","100.00","4.54","0.00","5.68","5.68","4.54","2.27","0","0","24.98","5.68","1.14","4.54","0","7.95","2.27","0","17.03","15.89","0","0","0","-"
"220","Bryan Allen","FLA","D","2","54.366666666667","27.183333333333","0","1.1","0","1.1","1.1","33.33","5.52","0.00","7.73","6.62","1.1","0","1.1","0","0","0","0","0","0","0","0","0","5.52","4.41","7.73","0","0","-"
"642","Rob Schremp","EDM","C","4","54.3","13.575","0","3.31","2.21","1.1","3.31","60.00","3.31","0.00","6.63","5.52","1.1","0","0","0","2.21","1.1","1.1","0","0","0","3.31","3.31","3.31","1.1","0","1.1","1.1","55.25"
"271","Henrik Sedin","VAN","C","82","1601.0333333333","19.524796747967","0.82","2.25","1.16","1.09","3.07","76.64","5.36","15.38","8.39","6.82","5.62","2.92","0.34","0.34","1.8","0.9","0.9","0","0","1.16","2.32","1.57","0.67","2.02","0.6","25.37","25.75","1.86"
"260","Pavel Datsyuk","DET","C","81","1556.25","19.212962962963","1.23","2.51","1.43","1.08","3.74","70.80","9.56","12.90","17.08","13.15","8.91","2.97","0.35","0.77","0.85","0.42","0.42","0","0","1.16","1.93","3.43","2.93","3.59","1.27","24.52","19.24","2.16"
"375","Stephen Weiss","FLA","C","78","1388.5666666667","17.802136752137","0.6","2.03","0.95","1.08","2.64","67.03","6.65","9.09","11.15","9.16","6.96","3.11","0.39","0.86","0.95","0.43","0.43","0","0","0.73","1.34","1.47","1.3","3.63","2.25","28.09","27.09","2.20"
"821","David Schlemko","PHX","D","3","57.8","19.266666666667","0","1.04","0","1.04","1.04","33.33","3.11","0.00","9.34","3.11","3.11","2.08","0","1.04","0","0","0","0","0","1.04","2.08","0","6.23","5.19","3.11","0","0","-"
"483","Matt Stajan","TOR","C","76","1286.85","16.932236842105","0.7","1.87","0.84","1.03","2.56","69.62","5.32","13.16","9.05","7.23","5.87","3.45","0.23","0.51","2.52","1.03","0.98","0","0.05","1.12","1.68","2.05","5.41","4.85","2.19","28.21","26.67","2.40"
"27","Vyacheslav Kozlov","ATL","L","82","1411.4166666667","17.212398373984","1.11","2.13","1.11","1.02","3.23","75.25","7.01","15.76","11.86","9.61","5.95","2.25","0.26","0.85","1.87","0.94","0.94","0","0","0.77","2.25","1.74","1.57","2.34","0.72","0.13","0.21","1.59"
"817","Ivan Vishnevskiy","DAL","D","3","58.666666666667","19.555555555556","0","2.05","1.02","1.02","2.05","66.67","9.2","0.00","17.39","13.3","3.07","1.02","0","4.09","2.05","1.02","1.02","0","0","0","2.05","1.02","1.02","3.07","1.02","0","0","-"
"625","Evgeni Malkin","PIT","C","82","1846.4","22.517073170732","1.14","2.53","1.53","1.01","3.67","79.02","9.42","12.07","17.81","13.16","9.52","3.09","0.29","0.97","2.6","1.27","1.27","0","0","2.01","2.63","3.05","2.6","5.82","1.27","9.2","12.51","1.38"
"656","David Krejci","BOS","C","82","1382.3833333333","16.858333333333","0.95","2.21","1.22","1","3.17","75.26","6.34","15.07","9.38","8.16","6.6","3.34","0.35","0.43","1.13","0.56","0.56","0","0","0.78","1","1.65","3.34","4.21","2","22.87","22.61","2.18"
"1","Rob Blake","S.J","D","73","1552.9333333333","21.273059360731","0.39","1.35","0.39","0.97","1.74","49.45","7.65","5.05","14.1","9.58","3.32","0.5","0.35","1.2","4.25","1.7","1.55","0.08","0.08","0.39","1.43","0.89","2.55","1","4.4","0","0","-"
"132","Marc Savard","BOS","C","82","1602.05","19.537195121951","0.94","2.36","1.39","0.97","3.3","71.54","7.98","11.74","13.15","10.26","6.18","2.58","0.56","0.75","2.62","1.16","1.12","0","0.04","1.09","1.95","2.06","0.94","2.96","0.71","24.08","24.19","1.87"
"314","Andy McDonald","STL","L","46","877.48333333333","19.075724637681","1.03","1.98","1.03","0.96","3.01","73.33","8.75","11.72","14.77","11.83","8.68","2.87","0.27","0.41","1.64","0.75","0.75","0","0","1.03","1.5","1.23","1.64","3.62","1.23","14.56","10.53","3.97"
"609","Chris Porter","STL","L","6","63.183333333333","10.530555555556","0.95","0.95","0","0.95","1.9","100.00","6.65","14.29","9.5","7.6","6.65","3.8","0","0","0","0","0","0","0","1.9","0","1.9","2.85","7.6","2.85","0.95","1.9","31.65"
"543","Zach Parise","N.J","L","82","1538.1","18.757317073171","1.76","1.91","0.98","0.94","3.67","82.46","14.2","12.36","21.22","18.57","12.95","6.51","0.74","1.4","0.94","0.47","0.47","0","0","1.25","0.66","1.33","2.54","4.13","0.66","2.11","2.57","1.76"
"809","Derick Brassard","CBJ","C","31","446.21666666667","14.394086021505","1.34","2.02","1.08","0.94","3.36","71.43","7.93","16.95","13.72","10.08","7.13","2.55","0.27","0.54","2.29","0.94","0.81","0.13","0","1.75","1.75","2.82","5.38","3.36","0.4","21.65","22.99","6.52"
"399","Jason Pominville","BUF","R","82","1620.2166666667","19.758739837398","0.74","1.7","0.78","0.93","2.44","63.46","8.85","8.37","15.04","11.74","6.11","2.07","0.59","0.7","0.67","0.33","0.33","0","0","0.52","1.44","1.59","1.63","3.44","1.85","0.93","1.56","1.38"
"141","J-P Dumont","NSH","R","82","1434.75","17.496951219512","0.67","2.05","1.13","0.92","2.72","68.42","7.36","9.09","13.3","10.75","8.2","3.6","0.42","0.75","0.84","0.42","0.42","0","0","0.79","2.76","1.63","1.38","3.18","0.54","0.13","0.13","2.09"
"811","Nicklas Backstrom","WSH","C","82","1635.3833333333","19.943699186992","0.81","2.42","1.5","0.92","3.23","63.77","6.38","12.64","11.45","8.84","6.57","2.68","0.22","0.55","1.69","0.84","0.84","0","0","0.51","2.27","2.83","1.91","3.05","1.69","20.91","22.05","1.79"
"6","Sergei Fedorov","WSH","C","52","858.7","16.513461538462","0.77","1.54","0.63","0.91","2.31","55.93","8.25","9.32","14.04","10.69","6.29","2.45","0.07","0.42","3.49","1.75","1.75","0","0","0.35","3.28","2.17","1.96","1.61","1.75","25.71","20.05","3.93"
"295","Martin Erat","NSH","R","71","1318.0333333333","18.563849765258","0.77","1.5","0.59","0.91","2.28","72.46","6.78","11.41","11.56","9.29","6.69","2.37","0.27","0.41","2.19","1.09","1.09","0","0","1.14","2.14","2.09","1.64","2.96","0.77","0.5","1.23","1.32"
"626","Cam Barker","CHI","D","68","1247.2","18.341176470588","0.29","1.64","0.72","0.91","1.92","55.56","4.86","5.94","11.16","7.46","1.68","0.19","0.24","0.43","3.13","0.96","0.72","0.14","0.1","0.53","0.82","0.43","3.99","2.74","2.02","0","0.05","0.00"
"718","Devin Setoguchi","S.J","R","81","1313.3833333333","16.214609053498","1.42","1.55","0.64","0.91","2.97","65.66","11.24","12.60","19.96","15.3","12.33","4.84","0.69","0.96","1.14","0.5","0.46","0.05","0","1.69","2.79","1.69","6.67","5.07","1.37","0.27","0.69","1.31"
"766","Anton Stralman","TOR","D","38","591.58333333333","15.56798245614","0.1","1.22","0.3","0.91","1.32","39.39","4.36","2.33","10.24","6.9","2.64","0.3","0.1","0.51","2.03","1.01","1.01","0","0","0.81","1.62","1.12","3.75","4.46","3.75","0.1","0","10.14"
"66","Paul Kariya","STL","L","11","199.13333333333","18.10303030303","0.6","3.92","3.01","0.9","4.52","78.95","9.34","6.45","20.79","14.76","7.53","1.21","0.3","2.41","0.6","0.3","0.3","0","0","0","0.6","0.9","2.11","1.81","1.81","0","0","-"
"183","Joe Thornton","S.J","C","82","1595.9166666667","19.462398373984","0.94","2.29","1.39","0.9","3.23","78.90","5.23","17.99","9.66","7.22","5.23","2.41","0.26","0.53","2.03","0.9","0.83","0.08","0","1.58","3.23","2.41","3.05","2.44","0.9","26.99","21.69","2.08"
"268","Brian Rafalski","DET","D","78","1807.6333333333","23.174786324786","0.33","1.63","0.73","0.9","1.96","47.20","4.68","7.09","9.99","6.87","1.93","0.2","0.1","0.27","0.66","0.33","0.33","0","0","0.27","1.69","0.56","1.1","5.11","2.12","0","0","-"
"635","Kyle Chipchura","MTL","C","13","133.88333333333","10.298717948718","0","1.34","0.45","0.9","1.34","100.00","2.24","0.00","5.38","3.59","1.79","0.45","0.45","0.45","2.24","0.45","0","0.45","0","1.34","0.9","1.34","3.59","5.83","1.34","21.06","26.89","19.69"
"396","Mike Cammalleri","CGY","C","81","1422.05","17.556172839506","1.65","1.81","0.93","0.89","3.46","78.85","10.76","15.29","16.96","13.92","9.66","4.01","0.25","0.84","1.86","0.76","0.72","0","0.04","1.18","2.36","1.35","0.93","2.28","0.8","9.37","6.16","2.55"
"105","Patrik Elias","N.J","C","77","1430.1833333333","18.57380952381","1.3","1.97","1.09","0.88","3.27","80.41","10.36","12.55","16.57","13.42","8.31","3.19","0.55","0.71","1.34","0.67","0.67","0","0","1.22","1.3","1.26","2.14","1.93","0.71","1.09","2.56","1.25"
"332","Jeff Taffe","PIT","L","8","68.05","8.50625","0","1.76","0.88","0.88","1.76","100.00","4.41","0.00","7.94","7.05","3.53","0","1.76","0","1.76","0.88","0.88","0","0","0","0.88","0","2.65","3.53","0","18.52","16.75","46.29"
"466","Tom Gilbert","EDM","D","82","1801.9166666667","21.974593495935","0.17","1.33","0.47","0.87","1.5","48.39","3.56","4.67","7.06","5.06","1.83","0.3","0.07","0.53","0.87","0.4","0.4","0","0","0.33","2.33","1.33","1.57","4.33","4.53","0","0","-"
"658","Sami Lepisto","WSH","D","7","137.25","19.607142857143","0","1.75","0.87","0.87","1.75","50.00","3.06","0.00","10.05","5.25","2.62","0","0","0","2.62","1.31","1.31","0","0","1.31","2.19","1.75","3.93","2.62","1.75","0","0","-"
"663","Peter Olvecky","MIN","L","31","276.63333333333","8.9236559139785","0.43","1.08","0.22","0.87","1.52","58.33","4.12","10.53","10.19","7.59","5.21","1.95","0.65","0.65","2.6","1.3","1.3","0","0","0.43","1.95","1.3","3.04","6.51","3.25","13.66","20.6","8.65"
"493","Jiri Hudler","DET","R","82","1119.3166666667","13.650203252033","1.23","1.82","0.96","0.86","3.06","69.51","8.31","14.84","13.4","10.94","7.29","3.11","0.32","0.27","0.86","0.43","0.43","0","0","0.96","1.34","0.8","1.18","2.47","0.43","0.7","0.86","2.40"
"598","Drew Miller","ANA","L","27","350.61666666667","12.985802469136","0.68","1.03","0.17","0.86","1.71","90.91","7.7","8.89","11.98","10.1","8.39","4.79","0.51","0.17","2.91","1.2","1.03","0.17","0","0.86","0.86","0.86","2.57","7.87","1.88","0.51","1.88","3.67"
"381","Ales Hemsky","EDM","R","72","1342.6333333333","18.647685185185","1.03","1.92","1.07","0.85","2.95","79.52","8.27","12.43","14.88","10.32","7.33","2.41","0.18","0.49","1.43","0.72","0.72","0","0","1.7","3.4","1.7","0.72","5.36","1.56","0","0.18","0.00"
"802","Claude Giroux","PHI","C","42","636.7","15.159523809524","0.85","1.7","0.85","0.85","2.54","77.14","6.31","13.43","11.69","9.14","7.16","2.26","0.09","0.85","1.32","0.66","0.66","0","0","1.04","2.07","3.11","3.86","4.33","1.7","13.76","15.36","4.45"
"645","Mike Green","WSH","D","68","1752.45","25.771323529412","1.06","1.44","0.62","0.82","2.5","50.34","8.32","12.76","16.43","11.57","4.83","0.86","0.1","0.68","2.33","1.16","1.16","0","0","0.86","3.25","1.68","2.94","3.66","3.77","0","0","-"
"864","Jesse Winchester","OTT","C","76","804.65","10.5875","0.22","1.12","0.3","0.82","1.34","78.26","8.58","2.61","12.15","10.29","5.67","2.68","0.6","0.6","2.46","0.89","0.67","0.22","0","1.79","1.49","1.79","8.65","8.87","1.57","8.43","6.41","4.23"
"211","Todd White","ATL","C","82","1480.8166666667","18.058739837398","0.89","2.07","1.26","0.81","2.96","63.48","6.08","14.67","8.35","7.21","5.71","3.16","0.08","0.73","0.97","0.49","0.49","0","0","0.73","1.46","2.31","1.58","1.42","1.34","27.27","26.58","2.05"
"822","Andrew Ebbett","ANA","C","48","665.68333333333","13.868402777778","0.72","2.16","1.35","0.81","2.88","69.57","9.01","8.00","13.79","12.08","8.83","4.6","0.45","0.72","1.08","0.54","0.54","0","0","0.81","1.53","1.08","3.06","5.95","1.98","19.92","21.09","4.38"
"68","Viktor Kozlov","WSH","C","67","1050.0333333333","15.672139303483","0.74","1.6","0.8","0.8","2.34","55.41","8.74","8.50","14.17","11.14","8.97","2.86","0.23","0.57","0.91","0.46","0.46","0","0","0.91","2.23","2.29","2.23","2.4","1.03","0.57","1.31","1.73"
"90","Pavol Demitra","VAN","R","69","1206.45","17.484782608696","0.99","1.64","0.85","0.8","2.64","71.62","7.11","13.99","13.28","10","6.47","2.83","0.3","0.7","0.99","0.5","0.5","0","0","0.45","0.99","0.9","1.09","2.64","1.59","6.56","5.47","2.71"
"113","Daniel Alfredsson","OTT","R","79","1649.2666666667","20.876793248945","0.87","1.82","1.02","0.8","2.69","72.55","7.42","11.76","12.73","9.71","6.77","2.22","0.58","0.65","0.87","0.44","0.44","0","0","0.84","2.04","2.62","2.07","2.55","1.2","0.15","0.47","0.86"
"238","Mike Ribeiro","DAL","C","82","1718.0166666667","20.951422764228","0.77","1.96","1.15","0.8","2.72","78.00","5.69","13.50","9.53","7.89","4.96","2.55","0.31","0.52","1.82","0.87","0.87","0","0","1.47","2.72","2.34","4.09","5.69","0.98","19.7","23.61","1.59"
"477","Frans Nielsen","NYI","C","59","975.88333333333","16.540395480226","0.55","1.48","0.68","0.8","2.03","58.93","6.21","8.91","11.5","8.79","6.52","3.14","0.18","1.17","1.11","0.55","0.55","0","0","1.54","2.09","2.71","1.78","3.32","2.4","22.01","24.59","2.90"
"851","Patrick Kane","CHI","R","80","1492.7166666667","18.658958333333","1","1.81","1","0.8","2.81","72.92","10.21","9.84","15.48","12.78","9.37","3.74","0.4","0.64","1.69","0.76","0.76","0","0","1.29","1.29","0.92","0.76","4.18","0.36","0.52","0.72","1.69"
"146","Daniel Briere","PHI","C","29","453.98333333333","15.654597701149","1.45","1.85","1.06","0.79","3.3","75.76","7.14","20.37","12.82","9.52","7.67","4.36","0.66","0.66","3.44","1.72","1.72","0","0","1.85","2.11","1.06","1.72","2.91","0.79","8.99","10.44","6.11"
"196","Maxim Afinogenov","BUF","R","48","605.13333333333","12.606944444444","0.59","1.39","0.59","0.79","1.98","64.52","9.22","6.45","17.05","12.79","9.42","3.57","1.19","0.3","1.98","0.99","0.99","0","0","2.28","3.57","1.49","1.98","3.57","1.09","0","0.3","0.00"
"210","Martin St. Louis","T.B","R","82","1745.45","21.285975609756","1.03","1.72","0.93","0.79","2.75","72.07","9.01","11.45","15.57","13.2","9.04","3.92","0.55","0.76","0.41","0.21","0.21","0","0","1.1","2.34","2.54","0.58","2.68","1.65","0.48","0.55","1.60"
"331","Niklas Kronwall","DET","D","80","1831.5666666667","22.894583333333","0.2","1.47","0.69","0.79","1.67","48.11","3.96","4.96","7.86","5.63","1.67","0.36","0","0.46","1.64","0.82","0.82","0","0","0.33","1.38","0.62","3.14","2.82","3.57","0.03","0","3.28"
"430","Brandon Bochenski","T.B","R","7","75.516666666667","10.788095238095","0","0.79","0","0.79","0.79","50.00","8.74","0.00","11.12","8.74","6.36","0.79","0.79","0.79","1.59","0.79","0.79","0","0","0.79","1.59","3.18","2.38","3.18","2.38","0","0","-"
"713","Bobby Ryan","ANA","R","64","987.83333333333","15.434895833333","1.88","1.58","0.79","0.79","3.46","69.51","10.57","17.82","17.55","14.58","9.41","4.25","0.36","0.67","2","0.91","0.85","0.06","0","1.64","2.37","1.34","4.74","5.71","0.61","0.36","0.43","2.80"
"850","Dustin Jeffrey","PIT","L","14","150.96666666667","10.783333333333","0.4","0.79","0","0.79","1.19","60.00","7.15","5.56","9.54","8.74","5.17","1.59","0","1.19","0","0","0","0","0","0","0.4","0.4","3.18","3.58","1.19","17.09","23.85","16.59"
"25","Jamie Heward","T.B","D","13","153.56666666667","11.812820512821","0","0.78","0","0.78","0.78","50.00","4.3","0.00","8.6","5.47","0.78","0","0","0.78","1.56","0.78","0.78","0","0","0","0.78","0","1.95","2.73","5.86","0","0","-"
"28","Robert Lang","MTL","C","50","844.28333333333","16.885666666667","1.28","1.49","0.71","0.78","2.77","63.93","7.18","17.82","12.86","10.16","7.11","3.7","0.36","0.99","2.56","1.28","1.28","0","0","0.64","1.92","1.92","1.21","1.92","1.71","26.65","27.93","3.47"
"31","Teemu Selanne","ANA","R","65","1071.6166666667","16.48641025641","1.51","1.51","0.73","0.78","3.02","69.23","10.41","14.52","17.41","14.45","11.53","4.59","0.5","0.56","1.46","0.73","0.73","0","0","0.95","2.63","1.29","1.01","3.86","0.28","6.16","6.38","2.75"
"239","Brad Richards","DAL","C","56","1146.7833333333","20.478273809524","0.84","1.67","0.89","0.78","2.51","68.57","9.42","8.89","16.38","13.08","5.96","1.88","0.47","0.99","0.31","0.16","0.16","0","0","0.37","3.3","2.41","0.58","1.41","1.15","24.12","23.54","2.65"
"348","Lubomir Visnovsky","EDM","D","50","1150.7666666667","23.015333333333","0.42","1.2","0.42","0.78","1.62","48.44","4.48","9.30","10.43","7.3","2.61","0.05","0.1","0.47","1.56","0.78","0.78","0","0","0.57","2.76","0.94","1.41","2.14","4.28","0","0","-"
"462","Petr Prucha","NYR, PHX","R","47","690.28333333333","14.686879432624","0.52","1.13","0.35","0.78","1.65","65.52","5.82","8.96","11.56","8.78","8.26","4.09","0.61","0.17","1.91","0.61","0.43","0.17","0","2.17","0.96","1.13","6.69","8","2.09","0.09","0.61","1.09"
"793","Milan Lucic","BOS","L","72","1075.9666666667","14.943981481481","0.95","1.39","0.61","0.78","2.34","65.63","5.41","17.53","9.81","7.58","6.19","3.12","0.39","0.39","7.58","2.29","1.56","0.56","0.17","1.95","1.23","1.84","14.61","6.36","1.84","0.33","0.22","3.35"
"251","Jaroslav Spacek","BUF","D","80","1782.05","22.275625","0.27","1.25","0.47","0.77","1.52","42.06","4.38","6.15","9.7","6.03","1.62","0.13","0.27","0.4","1.28","0.64","0.64","0","0","0.3","2.36","0.84","2.63","3.47","4.24","0","0","-"
"460","Steven Goertzen","PHX","R","16","155.2","9.7","0.77","0.77","0","0.77","1.55","80.00","6.96","11.11","9.66","7.35","5.03","3.09","0.39","0.77","9.28","2.32","0.77","1.55","0","2.71","0.39","1.93","12.76","6.57","2.71","0.39","0.39","19.33"
"43","Ray Whitney","CAR","L","82","1509.65","18.410365853659","0.95","2.11","1.35","0.76","3.06","75.49","8.7","10.96","14.98","11.76","6.84","3.7","0.56","1.03","1.27","0.6","0.6","0","0","0.91","1.63","2.46","1.07","1.55","1.03","0.08","0.08","1.99"
"174","Tomas Kaberle","TOR","D","57","1337.4166666667","23.463450292398","0.18","1.21","0.45","0.76","1.39","37.80","4.17","4.30","9.6","6.55","1.88","0.18","0.18","0.49","0.36","0.18","0.18","0","0","0.27","2.11","0.94","1.3","1.84","3.54","0","0","-"
"774","Clay Wilson","ATL, CBJ","D","7","78.95","11.278571428571","0","0.76","0","0.76","0.76","50.00","9.88","0.00","15.96","12.92","3.04","1.52","0.76","0","0","0","0","0","0","0","2.28","6.08","4.56","8.36","0.76","0","0","-"
"846","David Perron","STL","L","81","1176.6166666667","14.526131687243","0.76","1.78","1.02","0.76","2.55","72.46","8.21","9.32","15.09","11.17","7.34","2.96","0.56","1.02","2.55","1.22","1.22","0","0","2.35","1.22","1.58","3.98","5.1","0.92","0.05","0.25","0.85"
"2","Rod Brind'Amour","CAR","C","80","1517.95","18.974375","0.63","1.38","0.63","0.75","2.02","72.86","5.34","11.85","9.01","7.23","5.1","2.25","0.4","0.4","1.42","0.71","0.71","0","0","0.67","1.58","1.58","3","5.18","1.38","35.89","22.93","2.41"
"40","Alex Kovalev","MTL","R","78","1515.5333333333","19.429914529915","1.03","1.54","0.79","0.75","2.57","69.89","8.27","12.44","15.68","11.68","8.87","3.21","0.44","0.79","2.93","1.43","1.43","0","0","1.5","2.53","1.74","2.22","5.03","0.79","0.63","1.35","1.27"
"50","Cory Stillman","FLA","L","63","1045.1666666667","16.589947089947","0.98","1.84","1.09","0.75","2.81","72.06","6.6","14.78","12.97","9.87","5.74","2.64","0.23","0.86","2.12","0.98","0.92","0.06","0","0.92","1.72","1.84","3.85","3.1","1.15","0.63","1.09","2.10"
"215","Dan Boyle","S.J","D","77","1907.55","24.773376623377","0.5","1.29","0.53","0.75","1.79","47.50","6.7","7.51","13.27","9.5","4.31","1.2","0.44","0.69","1.64","0.79","0.79","0","0","0.82","1.98","1.13","1.6","3.18","2.99","0","0.03","0.00"
"480","Pierre-Marc Bouchard","MIN","C","71","1205.2666666667","16.97558685446","0.8","1.49","0.75","0.75","2.29","65.71","7.07","11.27","10.4","8.81","4.43","1.74","0.25","0.45","1","0.5","0.5","0","0","0.6","1.84","1.39","0.35","2.29","0.6","0.55","0.4","2.88"
"637","Travis Zajac","N.J","C","82","1529.1166666667","18.647764227642","0.78","1.65","0.9","0.75","2.43","57.41","7.26","10.81","11.65","9.18","6.63","3.37","0.31","0.59","1.14","0.51","0.47","0.04","0","0.75","0.78","1.88","2.32","2.04","1.57","26.8","23.7","2.08"
"789","Kevin Quick","T.B","D","6","80.333333333333","13.388888888889","0","0.75","0","0.75","0.75","25.00","5.23","0.00","8.96","5.98","2.24","0","0","0","0","0","0","0","0","0","2.24","0.75","0.75","1.49","2.24","0","0","-"
"120","Tomas Holmstrom","DET","L","53","809.1","15.266037735849","1.04","1.71","0.96","0.74","2.74","49.33","5.56","18.67","9.94","7.79","5.71","4","0.37","0.3","2.82","1.41","1.41","0","0","1.56","1.56","0.67","3.63","4.38","0.3","0.22","0.37","2.78"
"244","Brian Gionta","N.J","R","81","1374.3666666667","16.967489711934","0.87","1.75","1","0.74","2.62","77.92","10.83","8.06","18.82","15.02","10.22","3.97","0.7","0.92","1.4","0.7","0.7","0","0","0.83","1.09","1.22","1.92","3.41","1.22","2.23","3.54","1.69"
