"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"611","David Jones","COL","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"351","David Koci","STL, T.B","L","37","1981-05-12","Prague","","CZE","CZE","78","238","2000","PIT","5","16","146"
"656","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"218","David Legwand","NSH","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
"428","David Moss","CGY","R","36","1981-12-28","Livonia","MI","USA","USA","76","210","2001","CGY","7","24","220"
"846","David Perron","STL","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"821","David Schlemko","PHX","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","191","-","-","-","-","-"
"882","David Sloane","PHI","R","33","1985-04-06","Ambler","PA","USA","USA","76","220","-","-","-","-","-"
"392","David Steckel","WSH","C","36","1982-03-15","Milwaukee","WI","USA","USA","78","215","2001","L.A","1","30","30"
"490","David Van Der Gulik","CGY","L","35","1983-04-20","Abbotsford","BC","CAN","CAN","70","173","2002","CGY","7","9","206"
"865","Davis Drewiske","L.A","D","34","1984-11-22","Hudson","WI","USA","USA","74","222","-","-","-","-","-"
"123","Daymond Langkow","CGY","C","42","1976-09-27","Edmonton","AB","CAN","CAN","70","181","1995","T.B","1","5","5"
"42","Dean McAmmond","NYI, OTT","C","45","1973-06-15","Grand Cache","AB","CAN","CAN","71","195","1991","CHI","1","22","22"
"128","Denis Gauthier","L.A","D","42","1976-10-01","Montreal","QC","CAN","CAN","74","220","1995","CGY","1","20","20"
"501","Denis Grebeshkov","EDM","D","35","1983-10-11","Yaroslavl","","RUS","RUS","72","206","2002","L.A","1","18","18"
"420","Dennis Seidenberg","CAR","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"443","Dennis Wideman","BOS","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"59","Derek Armstrong","L.A","C","45","1973-04-23","Ottawa","ON","CAN","CAN","72","197","1992","NYI","6","8","128"
"427","Derek Boogaard","MIN","L","36","1982-06-23","Saskatoon","SK","CAN","CAN","79","265","2001","MIN","7","6","202"
"788","Derek Dorsett","CBJ","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"760","Derek Joslin","S.J","D","31","1987-03-17","Richmond Hill","ON","CAN","CAN","73","210","2005","S.J","5","24","149"
"294","Derek MacKenzie","CBJ","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","177","1999","ATL","5","2","128"
"458","Derek Meech","DET","D","34","1984-04-21","Winnipeg","MB","CAN","CAN","71","200","2002","DET","7","32","229"
"144","Derek Morris","NYR, PHX","D","40","1978-08-24","Edmonton","AB","CAN","CAN","72","210","1996","CGY","1","13","13"
"688","Derek Peltier","COL","D","33","1985-03-14","Plymouth","MN","USA","USA","71","190","2004","COL","6","21","184"
"393","Derek Roy","BUF","C","35","1983-05-04","Ottawa","ON","CAN","CAN","69","184","2001","BUF","2","2","32"
"809","Derick Brassard","CBJ","C","31","1987-09-22","Hull","QC","CAN","CAN","73","202","2006","CBJ","1","6","6"
"718","Devin Setoguchi","S.J","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"536","Dion Phaneuf","CGY","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","222","2003","CGY","1","9","9"
"508","DJ King","STL","L","34","1984-06-27","Meadow Lake","SK","CAN","CAN","75","231","2002","STL","6","24","190"
"231","Dmitri Kalinin","NYR, PHX","D","38","1980-07-22","Chelyabinsk","","RUS","RUS","75","210","1998","BUF","1","18","18"
"346","Dominic Moore","BUF, TOR","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"62","Donald Brashear","WSH","L","46","1972-01-07","Bedford","IN","USA","USA","75","237","-","-","-","-","-"
"283","Doug Janik","DAL, MTL","D","38","1980-03-26","Agawam","MA","USA","USA","74","211","1999","BUF","2","27","55"
"34","Doug Weight","NYI","C","47","1971-01-21","Detroit","MI","USA","USA","71","202","1990","NYR","2","13","34"
"303","Douglas Murray","S.J","D","38","1980-03-12","Bromma","","SWE","SWE","75","240","1999","S.J","8","26","241"
"871","Drew Doughty","L.A","D","29","1989-12-08","London","ON","CAN","CAN","73","202","2008","L.A","1","2","2"
"598","Drew Miller","ANA","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"633","Drew Stafford","BUF","R","33","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"505","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"667","Dustin Boyd","CGY","C","32","1986-07-16","Winnipeg","MB","CAN","CAN","72","187","2004","CGY","3","33","98"
"539","Dustin Brown","L.A","R","34","1984-11-04","Ithaca","NY","USA","USA","72","210","2003","L.A","1","13","13"
"603","Dustin Byfuglien","CHI","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"850","Dustin Jeffrey","PIT","L","30","1988-02-27","Sarnia","ON","CAN","CAN","73","205","2007","PIT","6","20","171"
"623","Dustin Penner","EDM","R","36","1982-09-28","Winkler","MB","CAN","CAN","76","247","-","-","-","-","-"
"474","Dwight Helminen","CAR","C","35","1983-06-22","Hancock","MI","USA","USA","70","191","2002","EDM","8","15","244"
"96","Ed Jovanovski","PHX","D","42","1976-06-26","Windsor","ON","CAN","CAN","75","220","1994","FLA","1","1","1"
"650","Enver Lisin","PHX","R","32","1986-04-22","Moscow","","RUS","RUS","74","200","2004","PHX","2","20","50"
"162","Eric Belanger","MIN","C","40","1977-12-16","Sherbrooke","QC","CAN","CAN","71","185","1996","L.A","4","16","96"
"118","Eric Boulton","ATL","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"186","Eric Brewer","STL","D","39","1979-04-17","Vernon","BC","CAN","CAN","76","216","1997","NYI","1","5","5"
"544","Eric Fehr","WSH","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","209","2003","WSH","1","18","18"
"310","Eric Godard","PIT","R","38","1980-03-07","Vernon","BC","CAN","CAN","76","222","-","-","-","-","-"
"488","Eric Nystrom","CGY","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"214","Eric Perrin","ATL","C","43","1975-11-01","Laval","QC","CAN","CAN","69","180","-","-","-","-","-"
"529","Eric Staal","CAR","C","34","1984-10-29","Thunder Bay","ON","CAN","CAN","76","207","2003","CAR","1","2","2"
"510","Erik Christensen","ANA, ATL","C","34","1983-12-17","Edmonton","AB","CAN","CAN","73","200","2002","PIT","3","6","69"
"242","Erik Cole","CAR, EDM","L","40","1978-11-06","Oswego","NY","USA","USA","74","205","1998","CAR","3","13","71"
"356","Erik Reitz","MIN, NYR","D","36","1982-07-29","Detroit","MI","USA","USA","73","222","2000","MIN","6","3","170"
"100","Ethan Moreau","EDM","L","43","1975-09-22","Huntsville","ON","CAN","CAN","75","223","1994","CHI","1","14","14"
"625","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"408","Evgeny Artyukhin","T.B","R","35","1983-04-04","Moscow","","RUS","RUS","76","255","2001","T.B","3","31","94"
"869","Fabian Brunnstrom","DAL","L","33","1985-02-06","Jonstorp","","SWE","SWE","73","206","-","-","-","-","-"
"395","Fedor Tyutin","CBJ","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"170","Fernando Pisani","EDM","R","41","1976-12-27","Edmonton","AB","CAN","CAN","73","205","1996","EDM","8","6","195"
"137","Filip Kuba","OTT","D","41","1976-12-29","Ostrava","","CZE","CZE","76","225","1995","FLA","8","10","192"
"177","Francis Bouillon","MTL","D","43","1975-10-17","New York City","NY","USA","USA","68","194","-","-","-","-","-"
"243","Francois Beauchemin","ANA","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"477","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"288","Frantisek Kaberle","CAR","D","45","1973-11-08","Kladno","","CZE","CZE","72","190","1999","L.A","3","10","76"
"527","Freddy Meyer","NYI","D","37","1981-01-04","Sanbornville","NH","USA","USA","70","185","-","-","-","-","-"
"107","Freddy Modin","CBJ","L","44","1974-10-08","Sundsvall","","SWE","SWE","76","220","1994","TOR","3","12","64"
"379","Fredrik Sjostrom","NYR","L","35","1983-05-06","Färgelanda","","SWE","SWE","73","218","2001","PHX","1","11","11"
"299","Garnet Exelby","ATL","D","37","1981-08-16","Craik","SK","CAN","CAN","73","215","1999","ATL","8","2","217"
"619","Garrett Stafford","DAL","D","38","1980-01-28","Los Angeles","CA","USA","USA","73","207","-","-","-","-","-"
"404","Garth Murray","PHX","C","36","1982-09-17","Regina","SK","CAN","CAN","74","210","2001","NYR","3","16","79"
"14","Gary Roberts","T.B","L","52","1966-05-23","North York","ON","CAN","CAN","74","215","1984","CGY","1","12","12"
"883","Geoff Kinrade","T.B","D","33","1985-07-29","Nelson","BC","CAN","CAN","72","195","-","-","-","-","-"
"300","George Parros","ANA","R","38","1979-12-29","Washington","PA","USA","USA","77","224","1999","L.A","8","7","222"
"129","Georges Laraque","MTL","R","42","1976-12-07","Montreal","QC","CAN","CAN","76","245","1995","EDM","2","5","31"
"716","Gilbert Brule","EDM","C","31","1987-01-01","Edmonton","AB","CAN","CAN","71","187","2005","CBJ","1","6","6"
"139","Glen Metropolit","MTL, PHI","C","44","1974-06-25","Toronto","ON","CAN","CAN","70","196","-","-","-","-","-"
"449","Graham Mink","WSH","R","39","1979-05-21","Stowe","VT","USA","USA","74","225","-","-","-","-","-"
"648","Grant Lewis","ATL","D","33","1985-01-20","Pittsburgh","PA","USA","USA","75","190","2004","ATL","2","10","40"
"94","Greg De Vries","NSH","D","45","1973-01-04","Sundridge","ON","CAN","CAN","74","205","-","-","-","-","-"
"353","Greg Zanon","NSH","D","38","1980-06-05","Burnaby","BC","CAN","CAN","71","201","2000","OTT","5","26","156"
"484","Gregory Campbell","FLA","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"695","Gregory Stewart","MTL","L","32","1986-05-21","Kitchener","ON","CAN","CAN","74","202","2004","MTL","8","19","246"
"711","Guillaume Latendresse","MTL","L","31","1987-05-24","Ste-Catherine","QC","CAN","CAN","74","230","2005","MTL","2","15","45"
"88","Hal Gill","PIT","D","43","1975-04-06","Concord","MA","USA","USA","79","243","1993","BOS","8","25","207"
"271","Henrik Sedin","VAN","C","38","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"195","Henrik Tallinder","BUF","D","39","1979-01-10","Stockholm","","SWE","SWE","76","209","1997","BUF","2","22","48"
"296","Henrik Zetterberg","DET","L","38","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"60","Ian Laperriere","COL","R","44","1974-01-19","Montreal","QC","CAN","CAN","73","200","1992","STL","7","14","158"
"502","Ian White","TOR","D","34","1984-06-04","Steinbach","MB","CAN","CAN","70","191","2002","TOR","6","25","191"
"373","Ilya Kovalchuk","ATL","R","35","1983-04-15","Tver","","RUS","RUS","75","222","2001","ATL","1","1","1"
"750","Ilya Zubov","OTT","C","31","1987-02-14","Chelyabinsk","","RUS","RUS","72","211","2005","OTT","4","7","98"
"817","Ivan Vishnevskiy","DAL","D","30","1988-02-18","Barnaul","","RUS","RUS","72","193","2006","DAL","1","27","27"
"141","J-P Dumont","NSH","R","40","1978-04-01","Montreal","QC","CAN","CAN","73","205","1996","NYI","1","3","3"
"866","Jack Hillen","NYI","D","32","1986-01-24","Minnetonka","MN","USA","USA","70","190","-","-","-","-","-"
"714","Jack Johnson","L.A","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"717","Jack Skille","CHI","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"776","Jaime Sifers","TOR","D","35","1983-01-18","Stratford","CT","USA","USA","71","198","-","-","-","-","-"
"678","Jake Dowell","CHI","C","33","1985-03-04","Eau Claire","WI","USA","USA","72","200","2004","CHI","5","11","140"
"697","Jakub Petruzalek","CAR","C","33","1985-04-24","Litvinov","","CZE","CZE","70","176","2004","NYR","9","8","266"
"856","Jakub Voracek","CBJ","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"82","Jamal Mayers","TOR","R","44","1974-10-24","Toronto","ON","CAN","CAN","73","222","1993","STL","4","11","89"
"734","James Neal","DAL","L","31","1987-09-03","Whitby","ON","CAN","CAN","74","212","2005","DAL","2","3","33"
"808","James Sheppard","MIN","C","30","1988-04-25","Halifax","NS","CAN","CAN","73","215","2006","MIN","1","9","9"
"495","James Wisniewski","ANA, CHI","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"825","Jamie Fraser","NYI","D","33","1985-11-17","Sarnia","ON","CAN","CAN","73","200","-","-","-","-","-"
"885","Jamie Fritsch","PHI","D","33","1985-02-25","Odenton","MD","USA","USA","74","195","-","-","-","-","-"
"25","Jamie Heward","T.B","D","47","1971-03-30","Regina","SK","CAN","CAN","74","215","1989","PIT","1","16","16"
"76","Jamie Langenbrunner","N.J","R","43","1975-07-24","Cloquet","MN","USA","USA","73","205","1993","DAL","2","9","35"
"274","Jamie Lundmark","CGY","C","37","1981-01-16","Edmonton","AB","CAN","CAN","72","197","1999","NYR","1","9","9"
"792","Jamie McGinn","S.J","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"582","Jan Hejda","CBJ","D","40","1978-06-18","Prague","","CZE","CZE","76","230","2003","BUF","4","5","106"
"361","Janis Sprukts","FLA","C","36","1982-01-31","Riga","","LVA","LVA","75","235","2000","FLA","8","5","234"
"679","Janne Niskala","T.B","D","37","1981-09-22","Vasteras","","SWE","FIN","72","187","2004","NSH","5","18","147"
"698","Janne Pesonen","PIT","L","36","1982-05-11","Suomussalmi","","FIN","FIN","71","180","2004","ANA","9","11","269"
"699","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"752","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"773","Jared Ross","PHI","C","36","1982-09-18","Huntsville","AL","USA","USA","70","175","-","-","-","-","-"
"241","Jarkko Ruutu","OTT","L","43","1975-08-23","Helsinki","","FIN","FIN","73","204","1998","VAN","3","10","68"
"126","Jarome Iginla","CGY","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"251","Jaroslav Spacek","BUF","D","44","1974-02-11","Rokycany","","CZE","CZE","72","210","1998","FLA","5","3","117"
"339","Jarret Stoll","L.A","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"69","Jason Arnott","NSH","C","44","1974-10-11","Collingwood","ON","CAN","CAN","77","220","1993","EDM","1","7","7"
"267","Jason Blake","TOR","L","45","1973-09-02","Moorhead","MN","USA","USA","70","190","-","-","-","-","-"
"201","Jason Chimera","CBJ","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"867","Jason Garrison","FLA","D","34","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"367","Jason Jaffray","VAN","L","37","1981-06-30","Olds","AB","CAN","CAN","73","195","-","-","-","-","-"
"269","Jason Krog","VAN","C","43","1975-10-09","Fernie","BC","CAN","CAN","71","185","-","-","-","-","-"
"399","Jason Pominville","BUF","R","36","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"52","Jason Smith","OTT","D","45","1973-11-02","Calgary","AB","CAN","CAN","75","220","1992","N.J","1","18","18"
"374","Jason Spezza","OTT","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","215","2001","OTT","1","2","2"
"106","Jason Strudwick","EDM","D","43","1975-07-17","Edmonton","AB","CAN","CAN","76","226","1994","NYI","3","11","63"
"189","Jason Ward","T.B","R","39","1979-01-16","Chapleau","ON","CAN","CAN","74","208","1997","MTL","1","11","11"
"364","Jason Williams","ATL, CBJ","C","38","1980-08-11","London","ON","CAN","CAN","71","192","-","-","-","-","-"
"45","Jassen Cullimore","FLA","D","46","1972-12-04","Simcoe","ON","CAN","CAN","77","235","1991","VAN","2","7","29"
"862","Jay Beagle","WSH","C","33","1985-10-16","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"478","Jay Bouwmeester","FLA","D","35","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"405","Jay Harrison","TOR","D","36","1982-11-03","Oshawa","ON","CAN","CAN","76","188","2001","TOR","3","19","82"
"250","Jay Leach","N.J","D","39","1979-09-02","Syracuse","NY","USA","USA","77","220","1998","PHX","5","1","115"
"400","Jay McClement","STL","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"127","Jay McKee","STL","D","41","1977-09-08","Kingston","ON","CAN","CAN","76","203","1995","BUF","1","14","14"
"75","Jay Pandolfo","N.J","L","43","1974-12-27","Winchester","MA","USA","USA","73","190","1993","N.J","2","6","32"
"572","Jean-Francois Jacques","EDM","L","33","1985-04-29","Montreal","QC","CAN","CAN","75","231","2003","EDM","2","38","68"
"528","Jed Ortmeyer","NSH","R","40","1978-09-03","Omaha","NE","USA","USA","72","200","-","-","-","-","-"
"538","Jeff Carter","PHI","C","33","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"302","Jeff Finger","TOR","D","38","1979-12-18","Houghton","MI","USA","USA","73","209","1999","COL","8","25","240"
"266","Jeff Halpern","T.B","C","42","1976-05-03","Washington","DC","USA","USA","72","190","-","-","-","-","-"
"522","Jeff Hamilton","TOR","C","41","1977-09-04","Dayton","OH","USA","USA","70","185","-","-","-","-","-"
"451","Jeff Hoggan","PHX","R","40","1978-02-01","Hope","BC","CAN","CAN","73","193","-","-","-","-","-"
"643","Jeff Schultz","WSH","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"332","Jeff Taffe","PIT","L","37","1981-02-19","Hastings","MN","USA","USA","75","207","2000","STL","1","30","30"
"553","Jeff Tambellini","NYI","L","34","1984-04-13","Calgary","AB","CAN","CAN","71","188","2003","L.A","1","27","27"
"391","Jeff Woywitka","STL","D","35","1983-09-01","Vermilion","AB","CAN","CAN","75","227","2001","PHI","1","27","27"
"57","Jere Lehtinen","DAL","R","45","1973-06-24","Espoo","","FIN","FIN","72","194","1992","MNS","4","16","88"
"569","Jeremy Colliton","NYI","C","33","1985-01-13","Blackie","AB","CAN","CAN","74","214","2003","NYI","2","28","58"
"15","Jeremy Roenick","S.J","C","48","1970-01-17","Boston","MA","USA","USA","73","205","1988","CHI","1","8","8"
"601","Jeremy Williams","TOR","R","34","1984-01-26","Regina","SK","CAN","CAN","72","191","2003","TOR","7","23","220"
"304","Jerred Smithson","NSH","C","39","1979-02-04","Vernon","BC","CAN","CAN","75","209","-","-","-","-","-"
"166","Jesse Boulerice","EDM","R","40","1978-08-10","Plattsburgh","NY","USA","USA","74","215","1996","PHI","5","25","133"
"803","Jesse Joensuu","NYI","L","31","1987-10-05","Pori","","FIN","FIN","76","213","2006","NYI","2","30","60"
"864","Jesse Winchester","OTT","C","35","1983-10-04","Long Sault","ON","CAN","CAN","73","188","-","-","-","-","-"
"507","Jim Slater","ATL","C","35","1982-12-09","Lapeer","MI","USA","USA","72","195","2002","ATL","1","30","30"
"308","Jim Vandermeer","CGY","D","38","1980-02-21","Caroline","AB","CAN","CAN","73","210","-","-","-","-","-"
"493","Jiri Hudler","DET","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"388","Jiri Novotny","CBJ","C","35","1983-08-12","Pelhrimov","","CZE","CZE","75","204","2001","BUF","1","22","22"
"794","Jiri Tlusty","TOR","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"479","Joakim Lindstrom","PHX","C","35","1983-12-05","Skellefteå","","SWE","SWE","72","187","2002","CBJ","2","11","41"
"130","Jochen Hecht","BUF","C","41","1977-06-21","Mannheim","","DEU","DEU","73","198","1995","STL","2","23","49"
"138","Jody Shelley","S.J","L","42","1976-02-07","Thompson","MB","CAN","CAN","75","230","-","-","-","-","-"
"464","Joe Callahan","NYI","D","35","1982-12-20","Brockton","MA","USA","USA","75","210","2002","PHX","3","7","70"
"198","Joe Corvo","CAR","D","41","1977-06-20","Oak Park","IL","USA","USA","72","204","1997","L.A","4","3","83"
"525","Joe Motzko","ATL","R","38","1980-03-14","Bemidji","MN","USA","USA","72","184","-","-","-","-","-"
"599","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","190","2003","S.J","7","8","205"
"16","Joe Sakic","COL","C","49","1969-07-07","Burnaby","BC","CAN","CAN","71","195","1987","QUE","1","15","15"
"183","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"343","Joel Lundqvist","DAL","C","36","1982-03-02","Are","","SWE","SWE","73","194","2000","DAL","3","3","68"
"416","Joel Perrault","PHX","C","35","1983-04-06","Montreal","QC","CAN","CAN","74","212","2001","ANA","5","6","137"
"863","Joel Rechlicz","NYI","R","31","1987-06-14","Brookfield","WI","USA","USA","76","220","-","-","-","-","-"
"307","Joel Ward","NSH","R","38","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"481","Joey Crabb","ATL","R","35","1983-04-03","Anchorage","AK","USA","USA","73","188","2002","NYR","7","29","226"
"494","Joffrey Lupul","PHI","L","35","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"666","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"235","John Erskine","WSH","D","38","1980-06-26","Kingston","ON","CAN","CAN","76","220","1998","DAL","2","12","39"
"209","John Madden","N.J","C","45","1973-05-04","Toronto","ON","CAN","CAN","71","190","-","-","-","-","-"
"593","John Mitchell","TOR","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"843","John Negrin","CGY","D","29","1989-03-25","West Vancouver","BC","CAN","CAN","74","195","2007","CGY","3","9","70"
"823","John Scott","MIN","L","36","1982-09-26","Edmonton","AB","CAN","CAN","80","260","-","-","-","-","-"
"469","John Zeiler","L.A","R","36","1982-11-21","Jefferson Hills","PA","USA","USA","71","204","2002","PHX","5","1","132"
"354","John-Michael Liles","COL","D","38","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"489","Johnny Boychuk","BOS","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"429","Johnny Oduya","N.J","D","37","1981-10-01","Stockholm","","SWE","SWE","72","191","2001","WSH","7","25","221"
"857","Jon Kalinski","PHI","L","31","1987-05-25","Bonnyville","AB","CAN","CAN","73","175","2007","PHI","6","1","152"
"156","Jon Sim","NYI","L","41","1977-09-29","New glasgow","NS","CAN","CAN","70","189","1996","DAL","3","18","70"
"262","Jonas Frogren","TOR","D","38","1980-08-28","Falun","","SWE","SWE","73","189","1998","CGY","8","6","206"
"801","Jonas Junland","STL","D","31","1987-11-15","Linkoping","","SWE","SWE","74","200","2006","STL","3","1","64"
"233","Jonathan Cheechoo","S.J","R","38","1980-07-15","Moose Factory","ON","CAN","CAN","73","206","1998","S.J","2","2","29"
"516","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"819","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"476","Joni Pitkanen","CAR","D","35","1983-09-19","Oulu","","FIN","FIN","75","220","2002","PHI","1","4","4"
"779","Jordan Hendry","CHI","D","34","1984-02-23","Lanigan","SK","CAN","CAN","72","194","-","-","-","-","-"
"754","Jordan Lavallee-Smotherman","ATL","L","32","1986-05-11","Corvallis","OR","USA","USA","75","225","2005","ATL","4","25","116"
"280","Jordan Leopold","CGY, COL","D","38","1980-08-03","Golden Valley","MN","USA","USA","73","206","1999","ANA","2","16","44"
"806","Jordan Staal","PIT","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"410","Jordin Tootoo","NSH","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"197","Josef Melichar","CAR, T.B","D","39","1979-01-20","Ceské Budejovice","","CZE","CZE","74","220","1997","PIT","3","18","71"
"878","Josh Bailey","NYI","R","29","1989-10-02","Bowmanville","ON","CAN","CAN","73","212","2008","NYI","1","9","9"
"518","Josh Gorges","MTL","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"447","Josh Gratton","PHI","L","36","1982-09-09","Brantford","ON","CAN","CAN","74","215","-","-","-","-","-"
"562","Josh Hennessy","OTT","C","33","1985-02-07","Brockton","MA","USA","USA","72","200","2003","S.J","2","13","43"
"425","Jussi Jokinen","CAR, T.B","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"738","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"330","Justin Williams","CAR, L.A","R","37","1981-10-04","Cobourg","ON","CAN","CAN","73","184","2000","PHI","1","28","28"
"559","Kamil Kreps","FLA","C","34","1984-11-18","Litomerice","","CZE","CZE","74","194","2003","FLA","2","8","38"
"838","Karl Alzner","WSH","D","30","1988-09-24","Burnaby","BC","CAN","CAN","75","219","2007","WSH","1","5","5"
"261","Karlis Skrastins","FLA","D","44","1974-07-09","Riga","","LVA","LVA","74","208","1998","NSH","9","2","230"
"444","Keith Aucoin","WSH","C","40","1978-11-06","Waltham","MA","USA","USA","68","171","-","-","-","-","-"
"456","Keith Ballard","FLA","D","36","1982-11-26","Baudette","MN","USA","USA","71","204","2002","BUF","1","11","11"
"33","Keith Tkachuk","STL","L","46","1972-03-28","Melrose","MA","USA","USA","74","235","1990","WIN","1","19","19"
"741","Keith Yandle","PHX","D","32","1986-09-09","Boston","MA","USA","USA","73","191","2005","PHX","4","14","105"
"26","Ken Klee","ANA, PHX","D","47","1971-04-24","Indianapolis","IN","USA","USA","73","210","1990","WSH","9","9","177"
"724","Kenndal McArdle","FLA","L","31","1987-01-04","Toronto","ON","CAN","CAN","71","190","2005","FLA","1","20","20"
"255","Kent Huskins","ANA","D","39","1979-05-04","Almonte","ON","CAN","CAN","76","210","1998","CHI","6","11","156"
"419","Kevin Bieksa","VAN","D","37","1981-06-16","Grimsby","ON","CAN","CAN","73","197","2001","VAN","5","20","151"
"558","Kevin Klein","NSH","D","33","1984-12-13","Kitchener","ON","CAN","CAN","73","206","2003","NSH","2","7","37"
"674","Kevin Porter","PHX","C","32","1986-03-12","Detroit","MI","USA","USA","72","190","2004","PHX","4","21","119"
"789","Kevin Quick","T.B","D","30","1988-03-29","Buffalo","NY","USA","USA","72","181","2006","T.B","3","15","78"
"829","Kevin Westgarth","L.A","R","34","1984-02-07","Amherstburg","ON","CAN","CAN","76","234","-","-","-","-","-"
