"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"342","Patrick Sharp","CHI","L","82","1486.6833333333","25","41","28","13","66","67.35","266","9.40","438","352","226","87","10","17","28","14","14","0","0","11","33","51","45","91","24","241","225","51.72"
"222","Tim Connolly","BUF","C","73","1359.0166666667","17","48","26","22","65","77.38","206","8.25","335","265","134","44","10","15","28","14","14","0","0","14","49","22","23","44","46","358","406","46.86"
"284","Antoine Vermette","CBJ","C","82","1651.8333333333","27","38","21","17","65","69.89","156","17.31","253","205","155","103","7","16","32","16","16","0","0","18","28","33","91","95","40","852","721","54.16"
"353","Jussi Jokinen","CAR","L","81","1362.0166666667","30","35","22","13","65","75.58","160","18.75","286","224","168","83","13","15","36","17","17","0","0","23","20","41","56","77","25","136","129","51.32"
"554","Wojtek Wolski","COL, PHX","L","80","1498.95","23","42","24","18","65","69.15","196","11.73","325","261","190","92","14","31","27","12","11","1","0","19","60","39","33","48","29","16","20","44.44"
"635","Bobby Ryan","ANA","R","81","1497.7666666667","35","29","18","11","64","65.98","258","13.57","465","364","269","114","7","27","81","27","23","1","3","38","29","41","127","143","17","41","52","44.09"
"731","Chris Stewart","COL","R","77","1285.7","28","36","23","13","64","71.11","221","12.67","343","285","188","101","14","29","73","22","14","7","1","26","43","26","100","88","11","3","5","37.50"
"152","Kristian Huselius","CBJ","L","74","1361.05","23","40","26","14","63","75.00","162","14.20","291","223","183","73","3","18","36","18","18","0","0","12","30","44","15","54","16","4","10","28.57"
"539","Dustin Penner","EDM","R","82","1507.0166666667","32","31","17","14","63","70.79","203","15.76","353","286","231","125","8","27","38","18","18","0","0","21","61","51","55","46","43","201","220","47.74"
"334","Jason Pominville","BUF","R","82","1537.4833333333","24","38","20","18","62","65.96","252","9.52","435","333","221","76","11","9","22","11","11","0","0","21","32","49","45","99","41","42","78","35.00"
"463","Mike Richards","PHI","C","82","1673.3333333333","31","31","21","10","62","68.89","237","13.08","459","334","250","107","16","30","79","28","22","5","1","50","49","42","145","86","64","696","677","50.69"
"50","Jamie Langenbrunner","N.J","R","81","1584.15","19","42","19","23","61","67.78","228","8.33","389","303","178","70","18","16","44","22","22","0","0","19","43","37","108","109","21","29","31","48.33"
"59","Andrew Brunette","MIN","L","82","1396.2166666667","25","36","22","14","61","70.11","129","19.38","192","170","153","107","2","8","12","6","6","0","0","20","29","15","33","86","20","5","5","50.00"
"154","Maxim Afinogenov","ATL","R","82","1426.2833333333","24","37","20","17","61","71.76","181","13.26","321","250","185","72","14","11","46","23","23","0","0","28","63","65","32","32","21","1","2","33.33"
"451","Jeff Carter","PHI","C","74","1428.4333333333","33","28","12","16","61","69.32","319","10.34","585","460","336","150","14","37","38","19","19","0","0","14","26","43","60","71","34","688","626","52.36"
"311","Stephen Weiss","FLA","C","80","1599.5","28","32","18","14","60","69.77","180","15.56","319","253","185","87","11","18","40","20","20","0","0","17","27","63","43","85","59","813","738","52.42"
"182","Scott Gomez","MTL","C","78","1554.95","12","47","30","17","59","75.64","180","6.67","297","231","136","60","10","28","60","26","25","0","1","30","60","52","30","51","34","698","677","50.76"
"354","Brooks Laich","WSH","C","78","1426.4666666667","25","34","19","15","59","59.00","222","11.26","353","297","241","142","15","24","34","17","17","0","0","25","38","44","93","147","39","152","185","45.10"
"836","Drew Doughty","L.A","D","82","2047.95","16","43","23","20","59","48.36","142","11.27","316","218","72","12","3","16","54","27","27","0","0","23","73","20","157","131","76","0","0","-"
"25","Ray Whitney","CAR","L","80","1531.85","21","37","26","11","58","61.05","171","12.28","337","259","184","74","6","14","26","13","13","0","0","24","42","64","24","39","27","3","6","33.33"
"53","Vinny Prospal","NYR","L","75","1507.6666666667","20","38","26","12","58","59.18","180","11.11","298","233","209","122","10","18","32","16","16","0","0","9","20","44","95","172","29","327","312","51.17"
"170","Dan Boyle","S.J","D","76","1992.3333333333","15","43","24","19","58","45.67","180","8.33","410","264","125","30","5","27","70","31","30","0","1","24","63","42","51","82","130","0","3","0.00"
"621","Rene Bourque","CGY","R","73","1337.1166666667","27","31","20","11","58","80.56","215","12.56","388","304","212","90","16","20","88","41","39","2","0","27","34","47","91","57","44","8","17","32.00"
"256","Andy McDonald","STL","L","79","1432.4","24","33","18","15","57","69.51","191","12.57","315","255","191","77","10","21","18","9","9","0","0","20","34","30","46","87","28","241","206","53.91"
"310","Jason Spezza","OTT","C","60","1143.7666666667","23","34","22","12","57","71.25","165","13.94","309","232","157","68","13","13","20","10","10","0","0","16","58","39","23","56","11","514","504","50.49"
"350","Ryane Clowe","S.J","L","82","1407.8833333333","19","38","15","23","57","74.03","190","10.00","330","246","187","89","12","23","131","45","33","11","1","31","61","39","157","148","33","35","38","47.95"
"402","Matt Stajan","CGY, TOR","C","82","1551.0833333333","19","38","21","17","57","64.04","132","14.39","219","173","153","94","4","12","32","16","16","0","0","19","46","40","77","90","42","690","644","51.72"
"444","Nathan Horton","FLA","R","65","1357.6166666667","20","37","23","14","57","66.28","159","12.58","303","216","165","69","14","11","42","16","15","0","1","21","30","30","34","53","20","48","37","56.47"
"452","Dustin Brown","L.A","R","82","1579.15","24","32","24","8","56","67.47","248","9.68","443","359","247","124","14","29","41","19","18","1","0","76","63","39","287","164","25","17","22","43.59"
"40","Chris Pronger","PHI","D","82","2123.9833333333","10","45","16","29","55","46.61","175","5.71","343","223","62","7","3","17","79","34","32","1","1","13","58","40","104","70","189","0","0","-"
"93","Shane Doan","PHX","R","82","1570.8166666667","18","37","24","13","55","67.90","235","7.66","417","326","237","110","11","26","41","19","18","1","0","26","19","49","154","141","25","70","83","45.75"
"319","R.J. Umberger","CBJ","C","82","1571.8166666667","23","32","20","12","55","68.75","221","10.41","330","285","210","133","12","22","40","17","15","2","0","30","18","36","107","111","60","372","332","52.84"
"622","Rich Peverley","ATL","C","82","1530.0333333333","22","33","20","13","55","69.62","166","13.25","265","217","174","70","8","13","36","18","18","0","0","23","55","62","23","71","34","647","546","54.23"
"657","James Neal","DAL","L, R","78","1419.25","27","28","18","10","55","63.95","200","13.50","346","275","228","107","13","11","64","25","22","2","1","36","26","58","174","98","32","19","41","31.67"
"750","Phil Kessel","TOR","R","70","1368.1666666667","30","25","19","6","55","73.33","297","10.10","548","399","282","72","17","20","21","9","8","1","0","22","46","30","13","56","13","59","63","48.36"
"868","Matt Duchene","COL","C","81","1436.3666666667","24","31","16","15","55","62.50","180","13.33","309","245","208","88","10","19","16","8","8","0","0","24","39","64","51","101","28","479","609","44.03"
"226","Martin Havlat","MIN","R","73","1309.1","18","36","20","16","54","72.00","169","10.65","295","224","142","61","5","24","34","17","17","0","0","16","31","30","21","60","17","6","6","50.00"
"866","John Tavares","NYI","C","82","1476.5666666667","24","30","19","11","54","64.29","186","12.90","346","259","224","121","9","38","22","11","11","0","0","22","77","55","42","111","28","536","593","47.48"
"27","Mike Knuble","WSH","R","69","1164.45","29","24","14","10","53","57.61","151","19.21","259","212","173","99","6","9","59","24","22","1","1","15","18","33","72","87","34","0","6","0.00"
"67","Ryan Smyth","L.A","L","67","1318.5166666667","22","31","15","16","53","62.35","206","10.68","294","262","188","130","5","23","42","21","21","0","0","23","53","23","41","135","25","31","31","50.00"
"111","Daniel Briere","PHI","C","75","1243.9166666667","26","27","16","11","53","64.63","193","13.47","318","249","212","120","7","27","71","33","32","1","0","30","21","31","53","75","17","53","67","44.17"
"188","Mike Fisher","OTT","C","79","1498.4166666667","25","28","15","13","53","69.74","212","11.79","376","295","193","80","8","13","59","20","16","3","1","25","37","47","209","105","80","679","628","51.95"
"189","Mike Ribeiro","DAL","C","66","1289.3666666667","19","34","23","11","53","72.60","155","12.26","244","203","136","70","6","9","38","19","19","0","0","30","73","47","93","94","27","494","608","44.83"
"203","Mikael Samuelsson","VAN","R","74","1270.9333333333","30","23","15","8","53","58.89","219","13.70","385","296","204","64","11","25","64","32","32","0","0","26","42","34","50","35","16","11","20","35.48"
"297","Matthew Lombardi","PHX","C","78","1399.3333333333","19","34","22","12","53","66.25","174","10.92","282","232","174","77","7","21","36","18","18","0","0","14","36","20","62","111","29","452","458","49.67"
"445","Thomas Vanek","BUF","L","71","1190.4","28","25","15","10","53","63.10","182","15.38","316","267","222","138","9","21","42","20","20","0","0","14","40","34","46","50","15","2","7","22.22"
"629","Mason Raymond","VAN","L","82","1421.25","25","28","18","10","53","68.83","217","11.52","347","289","195","103","8","13","48","20","19","0","1","37","16","44","64","125","19","8","15","34.78"
"45","Saku Koivu","ANA","C","71","1319.05","19","33","18","15","52","66.67","124","15.32","197","162","141","72","6","9","36","18","18","0","0","19","42","31","59","44","17","571","539","51.44"
"475","Patrice Bergeron","BOS","C","73","1380.1833333333","19","33","23","10","52","72.22","184","10.33","326","264","168","71","10","14","28","14","14","0","0","16","19","55","51","73","45","778","564","57.97"
"572","David Krejci","BOS","C","79","1441.4666666667","17","35","22","13","52","68.42","156","10.90","255","200","150","76","3","13","26","13","13","0","0","24","28","31","82","149","37","560","544","50.72"
"723","Kyle Okposo","NYI","R","80","1643.1666666667","19","33","15","18","52","64.20","249","7.63","460","347","265","122","17","33","34","16","16","0","0","31","65","78","62","152","44","33","36","47.83"
"87","Steve Sullivan","NSH","L","82","1469.6333333333","17","34","19","15","51","63.75","152","11.18","250","199","153","70","4","13","35","16","15","1","0","17","68","34","26","44","13","1","9","10.00"
"148","Marian Hossa","CHI","R","57","1067.4166666667","24","27","17","10","51","79.69","199","12.06","314","258","196","73","8","11","18","9","9","0","0","15","24","44","41","53","14","0","1","0.00"
"266","Alex Frolov","L.A","L","81","1493.3166666667","19","32","20","12","51","70.83","182","10.44","302","245","172","101","4","16","26","13","13","0","0","20","40","27","58","88","14","7","5","58.33"
"376","Tomas Fleischmann","WSH","L","69","1106.4833333333","23","28","19","9","51","63.75","121","19.01","240","184","159","67","5","13","28","14","14","0","0","11","25","32","36","64","17","160","211","43.13"
"514","Joe Pavelski","S.J","C","67","1305.0666666667","25","26","19","7","51","65.38","228","10.96","386","308","235","119","11","30","26","13","13","0","0","21","38","42","58","90","60","477","344","58.10"
"698","Patric Hornqvist","NSH","R","80","1255","30","21","10","11","51","68.92","275","10.91","412","348","237","133","15","20","40","19","19","0","0","19","22","33","69","136","26","5","13","27.78"
"31","Sergei Gonchar","PIT","D","62","1512.75","11","39","17","22","50","50.51","138","7.97","300","204","69","9","1","11","49","23","22","1","0","11","40","19","65","92","92","0","0","-"
"144","Olli Jokinen","CGY, NYR","C","82","1464.9666666667","15","35","17","18","50","62.50","236","6.36","429","331","209","92","7","28","75","32","30","1","1","21","63","39","110","79","38","480","493","49.33"
"196","Alexei Ponikarovsky","PIT, TOR","L","77","1267.75","21","29","19","10","50","66.67","184","11.41","323","270","195","99","10","10","61","25","23","1","1","16","31","18","146","87","43","12","26","31.58"
"332","Mike Cammalleri","MTL","L","65","1268.9333333333","26","24","16","8","50","58.82","218","11.93","376","278","201","85","10","11","16","8","8","0","0","16","46","34","18","50","27","26","25","50.98"
"519","Toby Enstrom","ATL","D","82","1826.0666666667","6","44","22","22","50","51.55","109","5.50","239","147","58","12","4","24","30","15","15","0","0","10","30","36","20","103","99","0","0","-"
"813","Jakub Voracek","CBJ","R","81","1265.0333333333","16","34","21","13","50","65.79","154","10.39","274","205","128","56","14","11","26","13","13","0","0","18","33","21","63","71","17","2","4","33.33"
"14","Nicklas Lidstrom","DET","D","82","2085.0166666667","9","40","19","21","49","39.20","194","4.64","404","285","90","9","5","12","24","12","12","0","0","7","53","36","56","45","82","0","0","-"
"23","Alex Kovalev","OTT","R","77","1398.3666666667","18","31","20","11","49","62.82","165","10.91","329","236","174","79","4","20","54","27","27","0","0","30","71","34","34","110","19","1","2","33.33"
"135","Tomas Kaberle","TOR","D","82","1832.75","7","42","22","20","49","50.52","158","4.43","306","219","66","7","3","8","24","12","12","0","0","4","63","16","44","66","98","0","0","-"
"237","Martin Erat","NSH","R","74","1331.2666666667","21","28","18","10","49","71.01","168","12.50","276","215","155","60","5","15","50","24","24","0","0","19","63","54","48","81","36","24","49","32.88"
"253","Mark Streit","NYI","D","82","2107.2333333333","11","38","23","15","49","41.53","187","5.88","417","278","104","16","10","23","48","24","24","0","0","12","73","76","78","97","132","0","1","0.00"
"743","Jordan Staal","PIT","C","82","1590.1166666667","21","28","19","9","49","63.64","195","10.77","330","257","225","102","21","28","57","22","20","1","1","31","31","41","121","92","41","639","685","48.26"
"16","Teemu Selanne","ANA","R","54","935.3","27","21","18","3","48","72.73","173","15.61","269","232","168","84","6","12","16","8","8","0","0","9","39","17","14","46","13","62","69","47.33"
"20","Scott Niedermayer","ANA","D","80","2120.3","10","38","13","25","48","41.38","168","5.95","304","218","107","29","5","17","38","19","19","0","0","10","50","46","58","45","80","0","1","0.00"
"76","Patrik Elias","N.J","C","58","1022","19","29","20","9","48","73.85","145","13.10","237","187","137","55","6","10","40","16","15","0","1","9","45","23","30","49","16","205","252","44.86"
"115","Matt Cullen","CAR, OTT","C","81","1519.2333333333","16","32","15","17","48","60.76","195","8.21","371","273","204","99","14","29","34","17","17","0","0","23","35","54","75","84","48","572","549","51.03"
"482","David Backes","STL","R","79","1445.75","17","31","18","13","48","71.64","163","10.43","288","241","190","97","13","16","106","40","33","6","1","42","21","40","266","134","60","504","561","47.32"
"504","Lee Stempniak","PHX, TOR","R","80","1385.5166666667","28","20","13","7","48","68.57","212","13.21","386","293","234","84","17","17","26","13","13","0","0","18","44","49","87","120","25","17","22","43.59"
"522","Matt Moulson","NYI","L","82","1364.4333333333","30","18","13","5","48","64.86","208","14.42","349","269","226","122","10","19","16","8","8","0","0","15","25","54","113","108","52","3","1","75.00"
"651","T.J. Oshie","STL","R","76","1392.2166666667","18","30","18","12","48","69.57","158","11.39","320","249","178","82","11","22","36","18","18","0","0","19","26","61","149","135","65","64","89","41.83"
"845","Tyler Myers","BUF","D","82","1946.55","11","37","18","19","48","47.52","104","10.58","259","180","88","26","8","20","32","16","16","0","0","25","94","30","91","110","137","0","0","-"
"235","Ryan Malone","T.B","L","69","1294.8833333333","21","26","9","17","47","59.49","172","12.21","249","218","174","114","12","13","68","28","24","4","0","24","32","35","178","84","22","38","59","39.18"
"282","Jarret Stoll","L.A","C","73","1271.6166666667","16","31","20","11","47","63.51","164","9.76","286","231","129","51","12","12","40","20","20","0","0","15","26","17","191","91","34","619","486","56.02"
"417","Alexander Steen","STL","L","68","1106.7833333333","24","23","12","11","47","69.12","189","12.70","336","249","127","38","9","19","30","14","14","0","0","22","20","24","45","132","39","30","43","41.10"
"739","Claude Giroux","PHI","C","82","1362.3","16","31","22","9","47","71.21","145","11.03","260","209","167","80","4","13","23","10","9","1","0","21","39","49","76","94","48","297","303","49.50"
"801","David Perron","STL","L","82","1324.7166666667","20","27","20","7","47","71.21","166","12.05","275","219","180","78","6","13","60","30","30","0","0","40","26","35","78","114","12","8","13","38.10"
"43","Jason Arnott","NSH","C","63","1177.9666666667","19","27","14","13","46","60.53","216","8.80","333","280","185","82","7","20","24","12","12","0","0","13","30","30","24","37","17","526","551","48.84"
"151","Brenden Morrow","DAL","L","76","1457.2","20","26","13","13","46","59.74","155","12.90","268","216","173","116","10","19","67","32","31","1","0","29","49","33","230","111","48","9","22","29.03"
"194","Brian Gionta","MTL","R","61","1265.9833333333","28","18","7","11","46","63.89","237","11.81","409","325","234","106","10","25","26","13","13","0","0","14","27","36","36","72","33","7","6","53.85"
"397","Joni Pitkanen","CAR","D","71","1943.65","6","40","24","16","46","44.66","161","3.73","359","242","80","20","9","17","72","36","36","0","0","14","62","57","66","190","122","0","0","-"
"654","Steve Downie","T.B","R","79","1161.1166666667","22","24","13","11","46","57.50","116","18.97","185","159","123","64","8","12","208","72","59","8","5","75","36","31","140","132","20","17","17","50.00"
"11","Bill Guerin","PIT","R","78","1367.2666666667","21","24","12","12","45","51.72","227","9.25","377","310","214","105","9","20","75","26","20","5","1","16","38","9","77","52","13","14","14","50.00"
"89","Tomas Holmstrom","DET","L","68","1075.4833333333","25","20","10","10","45","64.29","131","19.08","214","189","153","109","4","11","60","30","30","0","0","26","32","25","69","98","7","0","1","0.00"
"107","J-P Dumont","NSH","R","74","1093.1","17","28","20","8","45","70.31","112","15.18","196","151","113","46","5","12","20","10","10","0","0","9","34","33","20","50","19","0","0","-"
"289","Lubomir Visnovsky","ANA, EDM","D","73","1598.9333333333","15","30","10","20","45","45.92","131","11.45","297","195","68","16","4","14","20","10","10","0","0","11","73","40","37","57","106","0","0","-"
"47","Todd Bertuzzi","DET","R","82","1375.5","18","26","17","9","44","65.67","216","8.33","366","292","232","115","9","13","80","36","35","0","1","21","66","32","105","93","19","11","12","47.83"
"82","Milan Hejduk","COL","R","56","1065.05","23","21","12","9","44","65.67","153","15.03","233","188","140","53","3","16","10","4","4","0","0","6","13","32","30","60","21","4","10","28.57"
"118","Zdeno Chara","BOS","D","80","2029.8166666667","7","37","24","13","44","47.31","242","2.89","460","313","88","20","7","26","87","33","30","1","2","29","65","27","151","109","104","1","1","50.00"
"231","Niklas Hagman","CGY, TOR","L","82","1321.9","25","19","9","10","44","67.69","216","11.57","364","294","214","105","11","19","25","11","10","1","0","39","23","28","35","106","29","12","26","31.58"
"263","Scott Hartnell","PHI","L","81","1273.3833333333","14","30","18","12","44","61.11","171","8.19","288","237","156","83","3","15","155","62","54","7","1","52","45","27","138","115","30","1","4","20.00"
"344","Christian Ehrhoff","VAN","D","80","1822.6833333333","14","30","16","14","44","36.07","181","7.73","393","276","94","9","5","37","42","21","21","0","0","17","54","30","54","114","82","0","0","-"
"570","Brandon Dubinsky","NYR","C","69","1349.3","20","24","18","6","44","61.97","165","12.12","291","220","196","81","15","13","54","23","21","2","0","28","18","37","129","111","36","347","328","51.41"
"594","Kris Versteeg","CHI","R","79","1242.5333333333","20","24","15","9","44","68.75","184","10.87","294","225","171","61","10","7","35","16","15","1","0","28","27","61","35","109","26","77","106","42.08"
"650","Niclas Bergfors","ATL, N.J","R","81","1249.1","21","23","13","10","44","72.13","217","9.68","300","258","172","69","8","14","10","5","5","0","0","10","24","35","18","124","6","9","10","47.37"
"7","Mark Recchi","BOS","R","81","1381.3833333333","18","25","14","11","43","64.18","152","11.84","236","191","146","80","8","17","34","17","17","0","0","20","16","26","84","86","22","54","92","36.99"
"41","Paul Kariya","STL","L","75","1286.5","18","25","13","12","43","74.14","221","8.14","374","294","200","79","18","13","36","18","18","0","0","24","28","24","36","66","25","4","6","40.00"
"52","Bryan McCabe","FLA","D","82","1912.7833333333","8","35","15","20","43","46.74","169","4.73","358","236","58","6","2","19","83","35","33","1","1","12","46","18","113","44","106","0","0","-"
"239","Radim Vrbata","PHX","R","82","1330.2666666667","24","19","13","6","43","74.14","266","9.02","397","324","182","61","17","22","24","12","12","0","0","13","21","29","17","72","22","2","6","25.00"
"351","Marek Zidlicky","MIN","D","78","1885.2333333333","6","37","15","22","43","47.25","116","5.17","250","166","62","12","2","18","67","32","31","1","0","19","52","32","80","72","128","0","0","-"
"477","Shea Weber","NSH","D","78","1807.2","16","27","14","13","43","43.88","222","7.21","487","362","87","11","5","15","36","15","13","2","0","12","52","34","165","66","106","0","0","-"
"754","Michael Frolik","FLA","R","82","1433.2333333333","21","22","7","15","43","61.43","219","9.59","369","282","193","68","10","13","43","15","13","1","1","15","30","41","72","146","32","13","22","37.14"
"51","Brendan Morrison","WSH","C","74","1164.4833333333","12","30","19","11","42","54.55","105","11.43","195","146","117","46","4","11","40","20","20","0","0","13","32","45","33","38","31","501","477","51.23"
"98","Jochen Hecht","BUF","C","79","1358.3166666667","21","21","10","11","42","62.69","224","9.38","340","283","188","97","17","12","35","16","15","1","0","14","49","43","46","62","43","146","176","45.34"
"100","Michal Handzus","L.A","C","81","1482.9166666667","20","22","13","9","42","60.00","117","17.09","180","160","130","80","2","11","38","19","19","0","0","14","60","38","76","101","62","694","669","50.92"
"219","Brian Rafalski","DET","D","78","1889.75","8","34","17","17","42","35.90","134","5.97","309","203","84","11","3","14","26","12","12","0","0","8","72","24","39","170","101","0","0","-"
"270","Brad Boyes","STL","R","82","1376.7166666667","14","28","14","14","42","52.50","197","7.11","374","290","198","71","13","18","26","12","12","0","0","12","31","46","76","82","18","138","173","44.37"
