"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"179","Byron Ritchie","VAN","C","71","875.5","3","8","7","1","11","57.89","73","4.11","105","90","54","17","6","3","80","22","15","4","3","29","21","18","89","39","34","262","253","50.87"
"204","Craig MacDonald","T.B","C","65","706.5","2","9","5","4","11","64.71","84","2.38","135","111","62","18","9","7","16","7","7","0","0","12","4","21","54","59","33","202","204","49.75"
"212","Craig Adams","CAR, CHI","R","75","809.65","4","7","3","4","11","68.75","63","6.35","110","89","58","24","3","1","58","17","9","8","0","21","9","22","117","76","43","19","22","46.34"
"281","Martin Skoula","MIN","D","80","1636.8","3","8","2","6","11","26.19","63","4.76","132","87","24","4","2","3","26","13","13","0","0","6","49","15","71","91","101","0","0","-"
"334","Kris Beech","CBJ, PIT, VAN","C","25","287.58333333333","6","5","4","1","11","68.75","36","16.67","46","39","28","16","1","4","4","2","2","0","0","6","5","6","33","18","3","144","132","52.17"
"357","Mathias Tjarnqvist","PHX","L","78","1064.0666666667","4","7","4","3","11","47.83","90","4.44","159","130","88","39","3","7","34","15","15","0","0","21","17","18","86","100","78","15","31","32.61"
"386","Raffi Torres","EDM","L","32","544.71666666667","5","6","3","3","11","50.00","87","5.75","137","121","70","20","2","4","36","15","13","2","0","13","26","9","55","39","10","13","7","65.00"
"390","Brooks Orpik","PIT","D","78","1323.35","1","10","4","6","11","22.45","50","2.00","132","88","20","3","0","7","57","24","21","3","0","16","25","10","239","106","125","0","0","-"
"424","Craig Weller","PHX","R","59","612.58333333333","3","8","3","5","11","55.00","72","4.17","111","95","51","15","6","7","80","22","15","4","3","14","11","10","123","57","10","0","2","0.00"
"459","Lukas Krajicek","VAN","D","39","708.8","2","9","6","3","11","31.43","28","7.14","66","47","18","6","0","5","36","18","18","0","0","1","14","4","27","39","54","0","0","-"
"501","David Moss","CGY","R","41","508.18333333333","4","7","5","2","11","78.57","60","6.67","108","86","66","39","1","8","10","5","5","0","0","11","11","9","42","39","18","7","10","41.18"
"706","Kyle Chipchura","MTL","C","36","409.35","4","7","4","3","11","84.62","36","11.11","64","42","40","12","0","1","10","3","3","0","0","10","13","24","21","34","18","139","178","43.85"
"770","Jack Johnson","L.A","D","74","1605.4666666667","3","8","2","6","11","19.30","81","3.70","176","113","50","16","5","11","76","34","33","0","1","13","62","23","84","77","136","3","2","60.00"
"793","T.J. Hensick","COL","C","31","371.5","6","5","2","3","11","78.57","52","11.54","73","63","43","19","1","4","2","1","1","0","0","4","11","15","4","18","6","108","148","42.19"
"29","Jim Dowd","PHI","C","73","616.23333333333","5","5","3","2","10","76.92","41","12.20","63","50","26","10","4","2","41","19","18","1","0","10","15","14","32","32","17","240","206","53.81"
"36","Ken Klee","ATL","D","72","1443.3333333333","1","9","3","6","10","20.41","56","1.79","126","75","19","3","2","4","60","29","29","0","0","11","37","24","78","50","136","0","0","-"
"76","Jason Smith","PHI","D","77","1380.9166666667","1","9","6","3","10","23.81","58","1.72","133","87","18","1","3","7","86","30","23","6","1","18","33","11","142","96","204","1","0","100.00"
"82","Kirk Maltby","DET","L","61","735.4","6","4","3","1","10","62.50","70","8.57","109","86","49","21","1","3","32","16","16","0","0","18","15","17","92","79","17","3","4","42.86"
"110","Marek Malik","NYR","D","42","808.11666666667","2","8","4","4","10","32.26","34","5.88","88","53","16","1","1","3","48","23","23","0","0","6","27","19","40","35","45","0","0","-"
"134","Wayne Primeau","CGY","C","43","474.85","3","7","4","3","10","76.92","39","7.69","64","54","40","26","4","6","24","12","12","0","0","5","6","9","36","30","20","51","43","54.26"
"143","Sheldon Souray","EDM","D","26","632.88333333333","3","7","2","5","10","40.00","71","4.23","177","113","23","4","1","12","36","11","8","2","1","4","31","18","29","18","24","0","0","-"
"197","Colin White","N.J","D","57","1121.1166666667","2","8","3","5","10","35.71","27","7.41","77","47","7","0","1","4","26","13","13","0","0","7","24","20","106","64","73","0","0","-"
"202","Arron Asham","N.J","R","77","658.83333333333","6","4","3","1","10","66.67","68","8.82","101","80","59","30","7","1","84","26","17","8","1","26","18","21","87","35","5","0","3","0.00"
"215","Dan Hinote","STL","R","58","609.88333333333","5","5","3","2","10","76.92","42","11.90","63","53","43","26","1","5","42","15","11","4","0","14","3","9","114","39","18","14","19","42.42"
"278","Mark Bell","TOR","C","35","341.03333333333","4","6","2","4","10","58.82","42","9.52","75","63","41","22","0","7","60","20","15","4","1","10","10","13","28","30","9","74","105","41.34"
"368","Douglas Murray","S.J","D","66","1153.0833333333","1","9","4","5","10","20.83","48","2.08","120","76","21","2","1","6","98","22","8","12","2","24","39","24","126","156","83","1","1","50.00"
"454","Shaone Morrisonn","WSH","D","76","1540.35","1","9","3","6","10","18.52","47","2.13","115","73","31","2","4","7","63","30","29","1","0","11","48","32","94","126","89","1","0","100.00"
"508","Andrew Murray","CBJ","C","39","456.51666666667","6","4","1","3","10","58.82","45","13.33","69","61","51","27","1","2","12","6","6","0","0","7","2","8","47","46","16","15","17","46.88"
"557","Eric Nystrom","CGY","L","44","505.73333333333","3","7","5","2","10","90.91","42","7.14","79","56","36","13","3","3","48","12","4","8","0","20","9","16","68","50","17","7","7","50.00"
"680","Nick Tarnasky","T.B","L","80","659.55","6","4","2","2","10","76.92","91","6.59","130","107","88","38","6","11","78","19","9","8","2","23","1","21","119","67","45","4","5","44.44"
"705","Petteri Nokelainen","BOS","C","57","471.5","7","3","3","0","10","71.43","40","17.50","64","51","42","21","1","1","19","8","7","1","0","12","7","4","54","52","19","152","136","52.78"
"758","Rich Peverley","NSH","C","33","340.88333333333","5","5","3","2","10","76.92","43","11.63","68","60","45","25","2","2","8","4","4","0","0","5","6","10","12","32","5","61","71","46.21"
"769","Bobby Ryan","ANA","R","23","259.05","5","5","3","2","10","83.33","37","13.51","57","49","25","12","3","2","6","3","3","0","0","8","7","11","20","23","5","1","0","100.00"
"778","Marc Staal","NYR","D","80","1504.0833333333","2","8","6","2","10","23.81","78","2.56","189","131","57","10","2","5","40","16","14","2","0","9","37","33","124","133","62","0","0","-"
"789","Kris Russell","CBJ","D","67","989.96666666667","2","8","2","6","10","29.41","90","2.22","176","120","53","8","0","4","14","7","7","0","0","6","12","8","31","46","64","0","0","-"
"796","Jared Boll","CBJ","R","75","600.93333333333","5","5","3","2","10","66.67","63","7.94","98","79","53","29","1","3","226","59","28","28","3","56","9","12","135","113","13","2","4","33.33"
"813","Andy Greene","N.J","D","59","1150.5666666667","2","8","6","2","10","25.00","50","4.00","121","75","21","2","0","7","22","11","11","0","0","6","12","20","30","58","77","0","0","-"
"15","Luke Richardson","OTT","D","76","936.45","2","7","3","4","9","24.32","41","4.88","88","58","17","3","0","6","41","16","13","3","0","7","22","13","65","108","55","0","0","-"
"35","Sean Hill","MIN","D","35","531.31666666667","2","7","2","5","9","47.37","18","11.11","42","26","7","0","0","1","32","16","16","0","0","2","11","1","68","24","43","0","0","-"
"42","Aaron Miller","VAN","D","57","988.18333333333","1","8","1","7","9","27.27","27","3.70","68","45","14","1","1","5","32","12","11","0","1","4","29","15","37","74","80","0","0","-"
"43","Jaroslav Modry","L.A, PHI","D","80","1524.25","1","8","2","6","9","17.65","56","1.79","122","77","19","2","2","3","50","25","25","0","0","3","56","12","45","92","134","0","1","0.00"
"72","Sean O'Donnell","ANA","D","82","1413.45","2","7","4","3","9","25.00","25","8.00","62","38","15","2","2","1","84","28","22","4","2","17","35","43","54","42","51","2","0","100.00"
"133","Ethan Moreau","EDM","L","25","397.93333333333","5","4","4","0","9","81.82","54","9.26","96","71","53","14","3","6","39","15","12","3","0","10","16","6","49","24","13","10","13","43.48"
"137","Curtis Brown","S.J","C","33","356.83333333333","5","4","2","2","9","69.23","38","13.16","60","49","36","18","2","6","10","5","5","0","0","1","8","7","29","17","20","106","73","59.22"
"145","Chris Clark","WSH","R","18","304.2","5","4","3","1","9","69.23","29","17.24","59","48","38","16","0","5","43","16","14","1","1","4","7","4","24","19","7","6","7","46.15"
"153","Eric Boulton","ATL","L","74","551.26666666667","4","5","3","2","9","75.00","64","6.25","92","84","54","25","4","4","127","32","16","13","3","25","6","16","56","59","19","1","3","25.00"
"167","Jay McKee","STL","D","66","1181.0333333333","2","7","3","4","9","24.32","42","4.76","80","58","19","1","2","5","42","21","21","0","0","10","11","5","73","107","164","0","0","-"
"279","Mike Rupp","N.J","L, R","64","515.78333333333","3","6","5","1","9","81.82","69","4.35","103","85","58","23","2","6","58","17","9","8","0","20","9","12","104","51","7","75","80","48.39"
"293","John Erskine","WSH","D","51","801.35","2","7","4","3","9","32.14","48","4.17","108","64","16","5","3","4","96","40","36","4","0","12","35","20","102","52","60","0","0","-"
"419","Petteri Nummelin","MIN","D","27","414.03333333333","2","7","4","3","9","40.91","31","6.45","64","37","22","9","0","5","2","1","1","0","0","2","4","5","4","17","12","0","1","0.00"
"472","Nathan Paetsch","BUF","D","59","804.21666666667","2","7","3","4","9","24.32","49","4.08","88","59","16","2","1","9","27","11","10","1","0","8","20","4","35","50","52","0","0","-"
"507","Milan Jurcina","WSH","D","75","1248","1","8","2","6","9","20.93","58","1.72","142","85","35","1","0","5","30","14","14","0","0","4","46","15","151","63","107","0","0","-"
"585","Josh Gorges","MTL","D","62","1011.1","0","9","3","6","9","29.03","41","0.00","93","68","19","4","4","4","32","13","11","2","0","7","31","18","76","125","101","0","0","-"
"678","Matt Moulson","L.A","L","22","265","5","4","3","1","9","75.00","35","14.29","50","40","34","15","2","3","4","2","2","0","0","6","3","5","14","17","21","1","3","25.00"
"691","Andy Wozniewski","TOR","D","48","680.3","2","7","2","5","9","31.03","34","5.88","70","52","15","2","2","4","54","26","26","0","0","3","33","7","43","30","56","0","0","-"
"745","Mikhail Grabovski","MTL","C","24","269.41666666667","3","6","4","2","9","75.00","23","13.04","51","38","37","15","3","3","8","4","4","0","0","7","7","12","7","40","9","51","103","33.12"
"762","Cody McLeod","COL","L","49","496.08333333333","4","5","2","3","9","75.00","60","6.67","82","79","47","23","2","3","120","30","15","12","3","28","4","13","98","57","7","0","3","0.00"
"772","Gilbert Brule","CBJ","C","61","603.68333333333","1","8","6","2","9","60.00","74","1.35","116","97","72","36","2","5","24","12","12","0","0","19","10","14","73","70","11","40","38","51.28"
"803","Anton Stralman","TOR","D","50","640.58333333333","3","6","3","3","9","39.13","40","7.50","83","56","13","0","0","3","18","9","9","0","0","4","26","12","32","39","23","0","0","-"
"817","Nick Foligno","OTT","L","45","412.25","6","3","2","1","9","64.29","44","13.64","67","53","45","24","1","2","20","10","10","0","0","8","12","14","51","39","11","22","27","44.90"
"23","Scott Thornton","L.A","L","47","413.43333333333","5","3","2","1","8","50.00","35","14.29","65","54","43","20","2","6","39","14","11","3","0","13","24","7","49","28","14","18","22","45.00"
"25","Glen Wesley","CAR","D","78","1255.4166666667","1","7","4","3","8","22.86","63","1.59","136","92","20","2","4","5","52","22","21","0","1","18","17","15","85","127","110","0","0","-"
"71","Alexei Zhitnik","ATL","D","65","1236.2833333333","3","5","1","4","8","17.39","79","3.80","173","124","33","5","2","4","58","29","29","0","0","7","36","24","67","32","54","0","0","-"
"89","Donald Brashear","WSH","L","80","628.71666666667","5","3","2","1","8","53.33","59","8.47","103","87","50","22","3","6","119","35","21","13","1","20","24","14","133","54","12","0","1","0.00"
"152","Shane Hnidy","ANA, BOS","D","76","1066.05","2","6","3","3","8","27.59","49","4.08","113","74","23","1","3","2","71","24","18","5","1","15","21","9","66","55","82","0","0","-"
"174","Sami Kapanen","PHI","R","74","985.7","5","3","2","1","8","57.14","76","6.58","150","107","62","24","9","6","16","8","8","0","0","14","17","25","51","85","44","13","18","41.94"
"196","Steve Begin","MTL","L","44","512.2","3","5","4","1","8","47.06","67","4.48","109","89","58","24","6","3","48","18","14","4","0","20","11","8","119","56","27","24","45","34.78"
"224","Francis Bouillon","MTL","D","74","1283.7666666667","2","6","0","6","8","17.78","60","3.33","131","81","38","9","3","5","61","22","18","3","1","17","36","22","168","81","116","0","0","-"
"271","Andy Sutton","NYI","D","58","1053.3333333333","1","7","3","4","8","24.24","57","1.75","123","87","19","2","2","5","86","37","33","4","0","18","17","30","86","64","99","0","0","-"
"289","Dmitri Kalinin","BUF","D","46","797.65","1","7","3","4","8","32.00","60","1.67","114","85","32","8","2","5","32","16","16","0","0","1","25","9","24","63","52","0","0","-"
"341","Michael Ryan","BUF","C","46","454.61666666667","4","4","3","1","8","61.54","60","6.67","92","76","52","21","6","6","30","11","10","0","1","14","11","8","27","31","14","0","2","0.00"
"369","Darren Haydar","ATL","R","16","188.13333333333","1","7","5","2","8","72.73","14","7.14","26","15","17","3","2","0","2","1","1","0","0","4","6","6","1","4","5","0","2","0.00"
"389","Marcel Hossa","NYR, PHX","L","50","688.71666666667","1","7","5","2","8","40.00","66","1.52","105","90","63","33","0","5","28","14","14","0","0","14","12","27","94","70","15","3","12","20.00"
"415","Niclas Wallin","CAR","D","66","1196.6166666667","2","6","3","3","8","22.86","60","3.33","135","89","26","10","3","12","54","22","21","0","1","11","26","17","134","79","91","0","1","0.00"
"421","Travis Moen","ANA","L","77","1218.2833333333","3","5","3","2","8","61.54","98","3.06","159","136","93","49","6","9","81","30","23","7","0","43","23","19","154","97","28","8","17","32.00"
"440","Raitis Ivanans","L.A","L","73","547.58333333333","6","2","2","0","8","57.14","48","12.50","63","54","37","17","2","6","134","41","27","12","2","20","19","4","139","43","11","0","0","-"
"455","Marcel Goc","S.J","C","51","544.9","5","3","3","0","8","72.73","87","5.75","130","112","77","31","2","5","12","6","6","0","0","10","12","19","45","70","16","107","101","51.44"
"460","Jeff Woywitka","STL","D","27","433.83333333333","2","6","0","6","8","50.00","25","8.00","49","35","9","2","0","0","12","6","6","0","0","1","15","4","15","57","25","0","0","-"
"493","Ryane Clowe","S.J","L","15","214.26666666667","3","5","2","3","8","61.54","22","13.64","42","29","25","9","1","3","22","7","6","0","1","10","11","7","31","13","5","5","9","35.71"
"521","Sheldon Brookbank","N.J","D","44","665.91666666667","0","8","4","4","8","32.00","43","0.00","110","75","20","3","2","4","63","20","14","5","1","7","15","5","28","60","41","0","0","-"
"525","Matt Ellis","DET, L.A","L","54","429.28333333333","3","5","5","0","8","61.54","66","4.55","102","87","56","29","3","4","26","13","13","0","0","4","9","17","28","54","16","53","61","46.49"
"532","Adam Burish","CHI","R","81","951.61666666667","4","4","3","1","8","40.00","69","5.80","91","80","60","31","2","4","214","55","32","16","7","51","7","11","89","90","66","111","153","42.05"
"552","Matt Foy","MIN","R","28","219.31666666667","4","4","3","1","8","80.00","38","10.53","55","47","37","24","2","7","28","10","8","2","0","10","3","4","11","20","0","2","5","28.57"
"591","Patrick Thoresen","EDM, PHI","L","38","446.58333333333","2","6","4","2","8","66.67","39","5.13","67","54","45","21","2","4","14","7","7","0","0","7","21","13","42","37","5","41","59","41.00"
"597","Jed Ortmeyer","NSH","R","51","635.13333333333","4","4","2","2","8","61.54","68","5.88","118","101","54","15","2","4","32","13","11","2","0","10","12","31","63","53","23","6","6","50.00"
"616","Mark Stuart","BOS","D","82","1260.7166666667","4","4","4","0","8","21.05","60","6.67","136","81","26","5","2","5","81","25","18","5","2","17","26","6","101","97","74","0","0","-"
"731","Andrej Sekera","BUF","D","37","725.9","2","6","4","2","8","22.22","28","7.14","73","45","15","2","1","4","16","8","8","0","0","3","15","14","19","73","50","0","0","-"
"838","Ryan Carter","ANA","L","34","356.46666666667","4","4","4","0","8","80.00","56","7.14","94","83","59","25","7","4","36","15","13","2","0","16","8","8","40","31","7","184","115","61.54"
"841","Steve Wagner","STL","D","24","443.48333333333","2","6","2","4","8","50.00","25","8.00","56","40","10","1","0","3","8","4","4","0","0","4","10","5","36","15","24","0","0","-"
"33","Derian Hatcher","PHI","D","44","928.35","2","5","2","3","7","20.00","27","7.41","58","35","18","7","1","5","33","15","14","1","0","14","33","12","106","43","72","0","0","-"
"96","Brendan Witt","NYI","D","59","1284.5","2","5","3","2","7","18.92","58","3.45","118","78","25","6","2","7","51","24","23","1","0","12","28","15","135","74","133","0","0","-"
"114","Nolan Pratt","BUF","D","55","743.81666666667","1","6","4","2","7","31.82","21","4.76","49","36","5","0","0","4","28","11","9","2","0","7","20","11","55","70","76","0","0","-"
"147","Brad Lukowich","T.B","D","59","979.73333333333","1","6","2","4","7","30.43","28","3.57","70","41","17","0","1","5","20","10","10","0","0","11","11","18","153","51","108","0","0","-"
"151","Andre Roy","T.B","R","63","343.85","4","3","3","0","7","63.64","38","10.53","70","50","34","18","3","3","108","24","9","12","3","17","5","5","91","25","3","0","0","-"
"183","Jody Shelley","CBJ, S.J","L","62","363.65","1","6","2","4","7","87.50","41","2.44","58","50","30","14","1","1","135","36","20","13","3","22","6","2","93","42","5","0","2","0.00"
"194","Cory Sarich","CGY","D","80","1505.5","2","5","2","3","7","14.29","57","3.51","135","97","23","2","1","2","135","53","48","3","2","16","44","27","157","135","64","0","0","-"
"227","Shawn Thornton","BOS","L","58","429.13333333333","4","3","1","2","7","87.50","65","6.15","102","88","48","16","1","1","74","19","7","12","0","22","6","8","67","39","10","2","5","28.57"
"287","Vitaly Vishnevski","N.J","D","69","1072.1166666667","2","5","2","3","7","23.33","48","4.17","102","70","18","2","3","5","50","25","25","0","0","8","15","7","140","67","82","0","0","-"
"292","Blair Betts","NYR","C","75","889.45","2","5","4","1","7","50.00","85","2.35","134","108","68","36","7","7","20","10","10","0","0","11","11","32","91","82","49","388","383","50.32"
"339","Steve McCarthy","ATL","D","55","868.5","1","6","2","4","7","41.18","41","2.44","68","57","22","8","0","0","48","17","14","2","1","13","14","10","101","48","69","0","0","-"
"364","Garnet Exelby","ATL","D","79","1492.1333333333","2","5","2","3","7","16.67","37","5.41","92","53","24","2","0","6","85","33","30","1","2","24","39","30","176","122","137","0","0","-"
"516","Kevin Dallman","L.A","D","34","438.2","3","4","1","3","7","43.75","41","7.32","94","73","23","3","0","3","4","2","2","0","0","4","14","6","42","38","26","0","2","0.00"
"548","Joakim Lindstrom","CBJ","C","25","235.83333333333","3","4","2","2","7","53.85","25","12.00","45","38","25","8","0","1","14","7","7","0","0","3","0","5","9","15","1","2","5","28.57"
"617","Marc-Antoine Pouliot","EDM","C","24","248.08333333333","1","6","4","2","7","63.64","32","3.13","60","49","30","12","1","4","12","6","6","0","0","3","9","3","23","18","3","21","23","47.73"
"633","Patrice Bergeron","BOS","C","10","181.66666666667","3","4","1","3","7","70.00","24","12.50","45","35","22","8","3","1","2","1","1","0","0","3","3","10","6","10","5","88","87","50.29"
"649","Ryan O'Byrne","MTL","D","33","442.18333333333","1","6","2","4","7","33.33","10","10.00","30","16","7","0","1","2","45","14","10","3","1","4","19","10","65","73","50","0","0","-"
"724","Nicklas Grossmann","DAL","D","62","964.46666666667","0","7","2","5","7","17.95","34","0.00","77","48","9","1","1","4","22","11","11","0","0","2","26","8","87","90","43","0","0","-"
"791","Vladimir Sobotka","BOS","L","48","424","1","6","3","3","7","77.78","40","2.50","76","57","43","14","4","3","24","11","11","0","0","11","4","12","64","63","12","120","127","48.58"
"30","Dallas Drake","DET","R","65","695.48333333333","3","3","2","1","6","60.00","46","6.52","81","63","35","13","4","3","41","13","8","5","0","23","11","17","92","88","25","29","41","41.43"
"250","Quintin Laing","WSH","L","39","450.63333333333","1","5","2","3","6","54.55","48","2.08","81","68","44","28","3","3","10","5","5","0","0","4","12","12","49","62","52","2","4","33.33"
"346","Adam Hall","PIT","R","46","546.15","2","4","1","3","6","75.00","39","5.13","60","55","37","14","3","5","24","9","7","2","0","9","2","7","45","28","30","146","144","50.34"
"412","Ryan Bayda","CAR","L","31","390.53333333333","3","3","1","2","6","60.00","58","5.17","94","73","49","17","2","5","28","9","8","0","1","8","4","11","38","65","2","0","2","0.00"
"413","Kurt Sauer","COL","D","54","1009.2","1","5","1","4","6","14.63","28","3.57","67","46","8","2","0","3","41","19","18","1","0","10","23","25","48","71","59","0","0","-"
"437","Jason Jaffray","VAN","L","19","239.18333333333","2","4","2","2","6","75.00","15","13.33","26","21","15","7","2","1","19","8","7","1","0","4","3","2","14","24","5","84","92","47.73"
"453","Carlo Colaiacovo","TOR","D","28","488.15","2","4","2","2","6","37.50","30","6.67","56","38","12","3","0","2","10","5","5","0","0","7","25","7","57","36","37","0","0","-"
"523","Jeff Giuliano","L.A","L","53","625.73333333333","0","6","4","2","6","50.00","30","0.00","52","44","31","20","2","2","14","7","7","0","0","6","11","11","69","64","27","108","131","45.19"
"576","DJ King","STL","L","61","341.95","3","3","2","1","6","66.67","36","8.33","45","39","23","14","3","0","100","29","15","14","0","23","0","4","75","51","3","2","5","28.57"
"613","Eric Fehr","WSH","C","23","241.83333333333","1","5","2","3","6","46.15","40","2.50","69","58","42","18","4","2","6","3","3","0","0","9","6","6","11","14","8","0","2","0.00"
"651","Alexandre Picard","PHI, T.B","D","24","490.03333333333","3","3","0","3","6","31.58","24","12.50","49","35","11","5","0","1","10","5","5","0","0","7","10","5","35","32","38","0","0","-"
"681","David Jones","COL","R","27","306.71666666667","2","4","4","0","6","66.67","37","5.41","60","49","36","17","1","3","8","4","4","0","0","3","7","2","40","30","9","3","5","37.50"
"736","Mike Lundin","T.B","D","81","1117.3166666667","0","6","2","4","6","14.63","33","0.00","91","51","19","3","2","1","16","8","8","0","0","5","18","16","18","74","65","0","0","-"
"809","Rod Pelley","N.J","C","58","540.01666666667","2","4","2","2","6","85.71","59","3.39","99","84","45","14","3","5","19","8","7","1","0","9","4","13","73","24","12","150","171","46.73"
"836","Denis Tolpeko","PHI","R","26","215.26666666667","1","5","3","2","6","100.00","24","4.17","50","39","18","4","1","3","24","8","7","0","1","9","11","6","15","35","1","0","0","-"
"213","Joel Kwiatkowski","ATL","D","18","301.33333333333","0","5","0","5","5","50.00","24","0.00","45","33","10","4","1","2","20","10","10","0","0","2","7","6","9","16","18","0","0","-"
"222","Andrei Zyuzin","CHI","D","32","479","2","3","1","2","5","29.41","34","5.88","68","46","17","5","1","1","38","19","19","0","0","5","10","6","29","29","35","0","0","-"
"223","Marcus Nilson","CGY","L","47","461.15","3","2","0","2","5","50.00","47","6.38","74","58","27","11","2","1","4","2","2","0","0","8","6","9","6","20","17","21","20","51.22"
"230","Mike Johnson","STL","R","21","273.46666666667","2","3","2","1","5","100.00","21","9.52","32","26","7","1","1","2","8","4","4","0","0","2","1","5","13","7","3","2","6","25.00"
"297","Joe DiPenta","ANA","D","23","245.01666666667","1","4","1","3","5","41.67","5","20.00","16","9","4","1","0","1","16","5","3","2","0","7","2","6","10","20","8","0","0","-"
"312","Rob Scuderi","PIT","D","71","1330.8666666667","0","5","0","5","5","11.63","28","0.00","58","45","9","0","1","2","26","13","13","0","0","8","25","21","32","57","110","0","0","-"
"323","Karlis Skrastins","COL, FLA","D","60","1116.45","2","3","1","2","5","18.52","45","4.44","119","75","20","6","6","3","32","16","16","0","0","6","16","17","42","83","105","0","0","-"
"326","John Pohl","TOR","C","33","234.2","1","4","2","2","5","83.33","23","4.35","47","34","27","10","2","2","10","5","5","0","0","2","4","6","28","15","3","41","53","43.62"
"365","George Parros","ANA","R","69","410","1","4","2","2","5","55.56","30","3.33","46","41","20","10","1","2","183","45","19","23","3","34","7","9","91","46","9","3","7","30.00"
"422","Greg Zanon","NSH","D","78","1438.9833333333","0","5","2","3","5","11.63","38","0.00","95","61","16","2","1","3","24","11","11","0","0","10","25","36","160","98","176","0","0","-"
"486","Colin Stuart","ATL","L","18","221.91666666667","3","2","1","1","5","62.50","19","15.79","27","24","17","9","2","1","6","3","3","0","0","1","7","14","25","16","9","4","3","57.14"
"537","Tim Conboy","CAR","D","19","132.36666666667","0","5","3","2","5","62.50","16","0.00","26","21","9","5","0","1","60","14","5","8","1","13","2","3","25","23","4","0","0","-"
"621","Brian Boyle","L.A","C","8","109","4","1","1","0","5","62.50","19","21.05","22","20","18","11","0","2","4","2","2","0","0","3","0","1","10","9","2","37","43","46.25"
"663","Lasse Kukkonen","PHI","D","53","834.21666666667","1","4","0","4","5","16.13","31","3.23","71","48","17","8","2","4","38","19","19","0","0","13","20","14","40","37","111","0","0","-"
"665","Brad Richardson","COL","C","22","296.55","2","3","2","1","5","50.00","32","6.25","52","42","27","16","2","0","8","4","4","0","0","10","2","5","13","29","3","26","34","43.33"
"668","Drew Miller","ANA","L","26","290.93333333333","2","3","1","2","5","83.33","30","6.67","46","42","34","15","3","6","6","3","3","0","0","4","4","6","12","27","11","3","6","33.33"
"722","Enver Lisin","PHX","R","13","187.91666666667","4","1","0","1","5","50.00","27","14.81","62","51","38","19","1","3","6","3","3","0","0","7","2","2","8","16","1","1","1","50.00"
"748","Patrick Kaleta","BUF","R","40","252.96666666667","3","2","2","0","5","55.56","26","11.54","30","29","22","14","0","3","41","11","8","1","2","27","1","3","112","53","12","1","5","16.67"
"751","Petri Kontiola","CHI","C","12","174.61666666667","0","5","1","4","5","62.50","13","0.00","17","16","12","7","0","1","6","2","2","0","0","3","5","6","13","12","0","31","14","68.89"
"773","Jack Skille","CHI","R","16","191.61666666667","3","2","1","1","5","83.33","23","13.04","38","33","19","13","3","0","0","0","0","0","0","4","3","3","15","22","4","2","2","50.00"
"781","Matt Lashoff","BOS","D","18","244.38333333333","1","4","1","3","5","71.43","11","9.09","30","17","4","0","0","1","0","0","0","0","0","0","2","1","4","12","12","0","0","-"
"804","Kyle Cumiskey","COL","D","38","460.88333333333","0","5","1","4","5","25.00","19","0.00","39","27","17","3","0","2","16","8","8","0","0","8","7","21","7","39","25","0","0","-"
"811","Chris Conner","DAL","R","22","263.86666666667","3","2","1","1","5","62.50","27","11.11","38","34","17","8","2","3","6","3","3","0","0","0","5","5","17","33","7","1","0","100.00"
"814","Peter Harrold","L.A","D","25","409.7","2","3","0","3","5","27.78","16","12.50","35","20","7","1","1","0","2","1","1","0","0","7","15","6","7","47","13","1","1","50.00"
"820","Kyle Okposo","NYI","R","9","148.15","2","3","2","1","5","71.43","15","13.33","27","19","18","9","1","1","2","1","1","0","0","2","1","4","5","13","3","0","0","-"
"24","Wes Walz","MIN","C","11","151.8","1","3","1","2","4","100.00","9","11.11","15","13","9","2","0","0","6","3","3","0","0","1","5","8","1","4","8","62","73","45.93"
"41","Brad May","ANA","L","61","403.91666666667","3","1","0","1","4","36.36","34","8.82","60","47","32","13","0","2","53","16","9","7","0","14","7","5","39","40","3","0","3","0.00"
"117","Andreas Karlsson","T.B","C","58","560.15","2","2","1","1","4","40.00","31","6.45","61","47","33","8","1","0","10","5","5","0","0","2","2","14","34","44","30","182","151","54.65"
"135","Rhett Warrener","CGY","D","31","416.21666666667","1","3","2","1","4","26.67","15","6.67","32","21","6","0","1","0","21","9","8","1","0","4","16","7","32","17","18","0","1","0.00"
"171","Brad Larsen","ATL","L","62","559.61666666667","1","3","2","1","4","44.44","35","2.86","47","43","30","14","1","1","12","5","5","0","0","8","8","19","44","31","10","34","47","41.98"
"243","Jeremy Reich","BOS","C","58","478.96666666667","2","2","2","0","4","57.14","39","5.13","68","58","34","11","4","3","78","20","9","10","1","15","1","8","51","38","13","15","16","48.39"
"260","Mark Smith","CGY","C","54","320.45","1","3","2","1","4","80.00","27","3.70","52","41","23","8","2","5","59","16","7","9","0","18","10","11","44","34","6","31","26","54.39"
"336","Branislav Mezei","FLA","D","57","824.23333333333","2","2","0","2","4","22.22","38","5.26","88","53","16","2","2","1","64","29","27","2","0","12","20","9","115","56","56","0","0","-"
