"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"385","Petr Prucha","PHX","R","79","1109.0166666667","1115","783","58.75","861","611","58.49","636","437","59.27","46","32","58.97","522","382","57.74","189","152","55.43","20","24","45.45","333","230","59.15","11","6","64.71","510","348","59.44","14","2","87.50","7.23","92.68","0.999","222","254","142","808","60.99","344","358","254","57.53"
"630","Mattias Ritola","DET","C","5","58.483333333333","47","33","58.75","37","25","59.68","31","20","60.78","0","0","-","13","9","59.09","5","4","55.56","0","0","-","8","5","61.54","0","0","-","30","17","63.83","0","0","-","0.00","100.00","1.000","21","6","6","32","77.78","33","10","12","73.33"
"309","Ilya Kovalchuk","ATL, N.J","R","76","1674.7","1681","1181","58.74","1253","919","57.69","921","706","56.61","114","60","65.52","763","561","57.63","307","251","55.02","57","35","61.96","456","310","59.53","34","12","73.91","824","533","60.72","22","13","62.86","12.38","91.50","1.039","333","280","166","751","66.73","679","472","364","65.10"
"27","Mike Knuble","WSH","R","69","1164.45","1351","950","58.71","950","724","56.75","683","516","56.96","92","42","68.66","683","473","59.08","246","201","55.03","47","21","69.12","437","272","61.64","23","12","65.71","571","409","58.27","18","9","66.67","13.47","91.86","1.053","225","246","98","751","69.66","442","394","245","64.34"
"12","Vyacheslav Kozlov","ATL","L","55","839.65","883","623","58.63","649","489","57.03","469","370","55.90","36","35","50.70","397","317","55.60","130","151","46.26","16","20","44.44","267","166","61.66","10","9","52.63","425","265","61.59","10","5","66.67","7.68","90.54","0.982","209","172","105","418","66.56","321","253","218","59.55"
"204","Trent Hunter","NYI","R","61","925.88333333333","1080","765","58.54","792","576","57.89","557","430","56.43","42","30","58.33","493","400","55.21","222","148","60.00","20","19","51.28","271","252","51.82","12","8","60.00","490","292","62.66","9","2","81.82","7.54","93.02","1.006","235","206","134","574","63.69","361","262","232","60.88"
"653","Matt Niskanen","DAL","D","74","1351.3666666667","1403","995","58.51","1061","770","57.95","750","547","57.83","49","49","50.00","633","426","59.77","283","178","61.39","27","31","46.55","350","248","58.53","13","11","54.17","637","476","57.23","9","7","56.25","6.53","91.04","0.976","286","262","147","935","66.05","521","398","267","66.12"
"93","Shane Doan","PHX","R","82","1570.8166666667","1663","1180","58.49","1274","927","57.88","906","662","57.78","81","60","57.45","787","521","60.17","342","228","60.00","42","38","52.50","445","293","60.30","25","12","67.57","757","566","57.22","14","9","60.87","8.94","90.94","0.999","349","295","182","1014","65.73","597","452","347","63.24"
"669","Keith Yandle","PHX","D","82","1658.1333333333","1734","1231","58.48","1343","955","58.44","957","678","58.53","78","42","65.00","833","544","60.49","348","209","62.48","42","28","60.00","485","335","59.15","23","9","71.88","787","576","57.74","13","5","72.22","8.15","93.81","1.020","330","339","171","1284","65.87","604","472","314","65.80"
"14","Nicklas Lidstrom","DET","D","82","2085.0166666667","2323","1652","58.44","1769","1293","57.77","1246","933","57.18","125","74","62.81","1134","732","60.77","443","310","58.83","65","36","64.36","691","422","62.08","28","17","62.22","1032","778","57.02","29","17","63.04","10.03","92.07","1.021","366","423","348","1227","51.26","755","663","620","54.91"
"270","Brad Boyes","STL","R","82","1376.7166666667","1537","1097","58.35","1156","858","57.40","819","624","56.76","80","56","58.82","723","535","57.47","282","214","56.85","33","28","54.10","441","321","57.87","22","10","68.75","705","488","59.09","24","15","61.54","9.77","91.03","1.008","314","257","171","1054","64.74","600","378","333","64.31"
"18","Keith Tkachuk","STL","L","67","904.55","972","694","58.34","721","529","57.68","520","385","57.46","51","38","57.30","443","330","57.31","186","119","60.98","25","17","59.52","257","211","54.91","12","8","60.00","455","312","59.32","14","12","53.85","9.81","90.13","0.999","226","185","163","781","58.10","385","280","284","57.55"
"505","Nigel Dawes","CGY","L","66","959.71666666667","996","712","58.31","713","525","57.59","478","380","55.71","50","35","58.82","414","280","59.65","172","115","59.93","31","20","60.78","242","165","59.46","9","5","64.29","493","351","58.41","10","10","50.00","10.46","90.79","1.012","169","184","108","812","61.01","315","287","237","57.07"
"814","Alec Martinez","L.A","D","4","61.633333333333","60","43","58.25","45","31","59.21","32","26","55.17","1","4","20.00","19","8","70.37","11","3","78.57","1","1","50.00","8","5","61.54","0","1","0.00","36","27","57.14","0","2","0.00","3.13","84.62","0.877","6","2","12","35","33.33","16","11","18","47.06"
"285","Paul Martin","N.J","D","22","495","458","329","58.20","351","244","58.99","255","178","58.89","27","19","58.70","217","141","60.61","94","45","67.63","14","5","73.68","123","96","56.16","6","8","42.86","210","164","56.15","6","6","50.00","10.59","89.33","0.999","92","74","67","371","57.86","195","145","111","63.73"
"475","Patrice Bergeron","BOS","C","73","1380.1833333333","1462","1051","58.18","1117","814","57.85","824","618","57.14","72","59","54.96","595","455","56.67","261","187","58.26","43","25","63.24","334","268","55.48","9","18","33.33","751","509","59.60","18","14","56.25","8.74","90.45","0.992","280","310","334","849","45.60","526","480","549","48.93"
"263","Scott Hartnell","PHI","L","81","1273.3833333333","1495","1077","58.13","1127","805","58.33","800","585","57.76","72","52","58.06","731","521","58.39","319","211","60.19","46","27","63.01","412","310","57.06","16","21","43.24","662","458","59.11","10","3","76.92","9.00","91.11","1.001","318","306","154","910","67.37","486","424","316","60.60"
"237","Martin Erat","NSH","R","74","1331.2666666667","1450","1045","58.12","1100","827","57.08","796","634","55.66","69","67","50.74","608","502","54.77","244","238","50.62","37","44","45.68","364","264","57.96","17","11","60.71","720","462","60.91","12","9","57.14","8.67","89.43","0.981","261","268","186","1007","58.39","444","404","362","55.09"
"722","Erik Johnson","STL","D","79","1693.9166666667","1804","1310","57.93","1365","1013","57.40","962","732","56.79","88","68","56.41","822","643","56.11","335","240","58.26","48","32","60.00","487","403","54.72","15","20","42.86","858","572","60.00","23","14","62.16","9.15","90.71","0.999","399","329","219","1217","64.56","774","515","394","66.27"
"336","Nathan Paetsch","BUF, CBJ","D","21","218.61666666667","220","160","57.89","169","125","57.48","127","79","61.65","6","7","46.15","112","80","58.33","47","35","57.32","5","6","45.45","65","45","59.09","1","1","50.00","89","67","57.05","0","0","-","4.72","91.14","0.959","46","46","25","195","64.79","80","62","41","66.12"
"721","Mathieu Carle","MTL","D","3","43.416666666667","44","32","57.89","34","22","60.71","23","17","57.50","1","0","100.00","21","9","70.00","7","6","53.85","0","0","-","14","3","82.35","0","0","-","21","20","51.22","1","0","100.00","4.35","100.00","1.043","7","7","1","50","87.50","11","15","2","84.62"
"777","Mark Letestu","PIT","C","10","96.316666666667","110","80","57.89","72","58","55.38","51","38","57.30","3","5","37.50","51","32","61.45","23","11","67.65","3","2","60.00","28","21","57.14","0","2","0.00","53","40","56.99","0","1","0.00","5.88","86.84","0.927","19","24","10","73","65.52","28","32","20","58.33"
"445","Thomas Vanek","BUF","L","71","1190.4","1284","936","57.84","964","746","56.37","697","545","56.12","84","41","67.20","635","421","60.13","294","187","61.12","60","24","71.43","341","234","59.30","13","8","61.90","559","438","56.07","11","7","61.11","12.05","92.48","1.045","334","209","124","791","72.93","568","330","226","71.54"
"866","John Tavares","NYI","C","82","1476.5666666667","1641","1197","57.82","1216","897","57.55","867","659","56.82","84","65","56.38","855","601","58.72","391","241","61.87","45","30","60.00","464","360","56.31","23","18","56.10","664","496","57.24","15","15","50.00","9.69","90.14","0.998","414","257","130","877","76.10","670","376","263","71.81"
"635","Bobby Ryan","ANA","R","81","1497.7666666667","1597","1166","57.80","1250","950","56.82","896","685","56.67","97","61","61.39","796","557","58.83","332","262","55.89","55","32","63.22","464","295","61.13","29","9","76.32","721","537","57.31","11","16","40.74","10.83","91.09","1.019","300","314","162","1030","64.94","512","425","279","64.73"
"144","Olli Jokinen","CGY, NYR","C","82","1464.9666666667","1610","1177","57.77","1200","914","56.76","833","675","55.24","80","52","60.61","721","543","57.04","324","240","57.45","42","29","59.15","397","303","56.71","22","8","73.33","767","536","58.86","16","12","57.14","9.60","92.30","1.019","279","295","132","981","67.88","567","451","332","63.07"
"289","Lubomir Visnovsky","ANA, EDM","D","73","1598.9333333333","1733","1267","57.77","1307","960","57.65","926","690","57.30","98","65","60.12","806","588","57.82","322","252","56.10","50","33","60.24","484","336","59.02","25","13","65.79","808","573","58.51","21","18","53.85","10.58","90.58","1.012","253","298","191","950","56.98","556","503","343","61.85"
"801","David Perron","STL","L","82","1324.7166666667","1346","984","57.77","1024","784","56.64","717","564","55.97","66","57","53.66","658","496","57.02","248","207","54.51","35","25","58.33","410","289","58.66","21","21","50.00","596","428","58.20","9","9","50.00","9.21","89.89","0.991","281","252","124","1090","69.38","465","369","265","63.70"
"213","Michael Ryder","BOS","R","82","1254.1333333333","1323","968","57.75","969","744","56.57","725","566","56.16","59","36","62.11","548","402","57.68","221","163","57.55","33","21","61.11","327","239","57.77","12","5","70.59","668","502","57.09","13","9","59.09","8.14","93.64","1.018","249","235","139","873","64.18","449","368","297","60.19"
"712","Jordan Hendry","CHI","D","43","509.58333333333","488","357","57.75","369","264","58.29","277","188","59.57","22","18","55.00","228","175","56.58","83","68","54.97","10","11","47.62","145","107","57.54","8","3","72.73","223","158","58.53","4","4","50.00","7.94","90.43","0.984","85","103","43","440","66.41","164","149","96","63.08"
"666","Kris Letang","PIT","D","73","1573.9166666667","1763","1291","57.73","1355","980","58.03","958","707","57.54","75","71","51.37","808","649","55.46","301","264","53.27","37","43","46.25","507","385","56.84","22","16","57.89","855","540","61.29","15","9","62.50","7.83","89.96","0.978","268","351","209","940","56.18","554","541","385","59.00"
"594","Kris Versteeg","CHI","R","79","1242.5333333333","1241","910","57.69","940","672","58.31","713","497","58.93","64","49","56.64","585","465","55.71","216","182","54.27","35","24","59.32","369","283","56.60","12","15","44.44","584","381","60.52","17","9","65.38","8.98","90.14","0.991","216","237","168","997","56.25","359","367","302","54.31"
"843","Mikkel Boedker","PHX","L","14","122.01666666667","105","77","57.69","78","56","58.21","54","46","54.00","4","2","66.67","44","31","58.67","25","11","69.44","2","2","50.00","19","20","48.72","1","0","100.00","50","40","55.56","1","0","100.00","7.41","95.65","1.031","27","17","2","103","93.10","40","31","8","83.33"
"642","Anze Kopitar","L.A","C","82","1786.4166666667","1924","1418","57.57","1495","1099","57.63","1045","747","58.31","112","68","62.22","884","653","57.51","393","271","59.19","64","40","61.54","491","382","56.24","19","17","52.78","917","651","58.48","28","10","73.68","10.72","90.90","1.016","347","327","271","1097","56.15","643","487","442","59.26"
"41","Paul Kariya","STL","L","75","1286.5","1428","1054","57.53","1070","787","57.62","745","570","56.65","58","53","52.25","673","486","58.07","255","174","59.44","26","26","50.00","418","312","57.26","19","12","61.29","664","481","57.99","13","13","50.00","7.79","90.70","0.985","280","307","139","996","66.83","502","455","311","61.75"
"696","Anton Stralman","CBJ","D","73","1495.7833333333","1419","1049","57.50","1083","851","56.00","823","616","57.19","72","60","54.55","649","482","57.38","284","208","57.72","39","30","56.52","365","274","57.12","14","18","43.75","657","479","57.83","19","9","67.86","8.75","90.26","0.990","281","287","202","1054","58.18","589","442","350","62.73"
"256","Andy McDonald","STL","L","79","1432.4","1519","1123","57.49","1145","880","56.54","815","640","56.01","82","65","55.78","716","565","55.89","285","235","54.81","43","35","55.13","431","330","56.64","21","13","61.76","701","482","59.26","18","15","54.55","10.06","89.84","0.999","313","258","163","1124","65.76","609","383","321","65.48"
"190","Brad Richards","DAL","C","80","1669.15","1932","1429","57.48","1476","1101","57.28","1031","804","56.19","122","87","58.37","896","677","56.96","424","266","61.45","73","47","60.83","472","411","53.45","23","24","48.94","878","631","58.18","26","13","66.67","11.83","89.18","1.010","389","306","240","965","61.84","724","461","426","62.96"
"53","Vinny Prospal","NYR","L","75","1507.6666666667","1595","1181","57.46","1202","907","56.99","856","656","56.61","98","56","63.64","956","639","59.94","418","274","60.40","58","27","68.24","538","365","59.58","25","10","71.43","571","467","55.01","14","14","50.00","11.45","91.46","1.029","337","317","140","772","70.65","678","485","312","68.48"
"87","Steve Sullivan","NSH","L","82","1469.6333333333","1549","1150","57.39","1181","889","57.05","858","658","56.60","80","54","59.70","687","506","57.59","289","200","59.10","38","30","55.88","398","306","56.53","24","11","68.57","736","552","57.14","17","12","58.62","9.32","91.79","1.011","348","316","132","1132","72.50","595","476","294","66.93"
"239","Radim Vrbata","PHX","R","82","1330.2666666667","1313","975","57.39","999","744","57.31","730","528","58.03","58","38","60.42","589","457","56.31","222","175","55.92","26","25","50.98","367","282","56.55","14","7","66.67","622","438","58.68","17","6","73.91","7.95","92.80","1.007","284","319","194","919","59.41","440","448","332","56.99"
"358","Brandon Bochenski","T.B","R","28","343.63333333333","342","254","57.38","274","185","59.69","193","136","58.66","17","13","56.67","161","118","57.71","72","43","62.61","6","8","42.86","89","75","54.27","7","4","63.64","159","109","59.33","4","1","80.00","8.81","90.44","0.992","61","85","38","252","61.62","102","115","65","61.08"
"224","Jamie Lundmark","CGY, TOR","C","36","496.45","510","379","57.37","376","290","56.46","253","205","55.24","16","21","43.24","215","179","54.57","89","73","54.94","7","11","38.89","126","106","54.31","6","3","66.67","255","171","59.86","2","7","22.22","6.32","89.76","0.961","100","110","58","368","63.29","166","149","105","61.25"
"654","Steve Downie","T.B","R","79","1161.1166666667","1213","903","57.33","928","687","57.46","675","504","57.25","80","40","66.67","570","453","55.72","243","189","56.25","46","27","63.01","327","264","55.33","20","8","71.43","563","382","59.58","13","3","81.25","11.85","92.06","1.039","233","284","115","862","66.95","415","407","215","65.87"
"842","Colin Wilson","NSH","C, L","35","530.65","536","399","57.33","417","300","58.16","289","229","55.79","22","20","52.38","239","170","58.44","88","70","55.70","11","11","50.00","151","100","60.16","5","6","45.45","262","191","57.84","6","2","75.00","7.61","91.27","0.989","101","98","51","408","66.45","159","150","122","56.58"
"185","Jonathan Cheechoo","OTT","R","61","728.51666666667","738","550","57.30","574","398","59.05","428","288","59.78","26","38","40.63","346","226","60.49","163","96","62.93","14","15","48.28","183","130","58.47","7","11","38.89","348","271","56.22","5","12","29.41","6.07","86.81","0.929","135","154","85","516","61.36","226","228","158","58.85"
"350","Ryane Clowe","S.J","L","82","1407.8833333333","1641","1223","57.30","1231","931","56.94","868","678","56.14","77","57","57.46","783","593","56.90","327","238","57.88","40","41","49.38","456","355","56.23","22","11","66.67","768","536","58.90","14","4","77.78","8.87","91.59","1.005","277","313","164","1057","62.81","441","454","345","56.11"
"650","Niclas Bergfors","ATL, N.J","R","81","1249.1","1232","918","57.30","946","691","57.79","704","524","57.33","61","46","57.01","596","441","57.47","222","162","57.81","27","29","48.21","374","279","57.27","15","6","71.43","571","413","58.03","19","11","63.33","8.66","91.22","0.999","254","254","115","941","68.83","428","366","255","62.66"
"76","Patrik Elias","N.J","C","58","1022","1002","747","57.29","767","567","57.50","571","408","58.32","65","35","65.00","482","348","58.07","198","136","59.28","36","17","67.92","284","212","57.26","17","10","62.96","466","334","58.25","11","8","57.89","11.38","91.42","1.028","214","196","117","837","64.65","378","300","221","63.11"
"344","Christian Ehrhoff","VAN","D","80","1822.6833333333","1909","1423","57.29","1460","1099","57.05","1019","788","56.39","122","66","64.89","900","678","57.03","379","290","56.65","63","38","62.38","521","388","57.32","27","17","61.36","880","624","58.51","31","9","77.50","11.97","91.62","1.036","302","313","228","1247","56.98","607","551","467","56.52"
