"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"206","Duncan Keith","CHI","D","79","1947.3333333333","6","55","20","35","61","48.41","198","3.03","428","278","103","10","8","18","28","14","14","0","0","8","70","48","36","96","89","0","0","-"
"218","Eric Staal","CAR","C","79","1602.7","21","40","29","11","61","68.54","230","9.13","403","323","213","110","18","28","74","36","36","0","0","24","61","77","67","88","28","754","676","52.73"
"355","James Neal","PIT","L, R","59","1088.5","27","34","20","14","61","64.21","238","11.34","427","322","225","60","7","19","55","26","25","1","0","23","22","31","58","71","23","5","13","27.78"
"474","James van Riemsdyk","TOR","L","80","1684.5166666667","30","31","18","13","61","61.62","279","10.75","402","351","254","149","17","22","50","24","24","0","0","19","41","36","118","132","29","46","67","40.71"
"39","Marian Hossa","CHI","R","72","1315.6166666667","30","30","19","11","60","68.97","242","12.40","409","300","242","106","10","10","20","10","10","0","0","8","26","75","43","73","26","1","2","33.33"
"144","Jason Pominville","MIN","R","82","1524.3833333333","30","30","17","13","60","72.29","226","13.27","395","311","178","69","10","23","16","8","8","0","0","23","24","37","23","82","31","87","72","54.72"
"338","Paul Stastny","COL","C","71","1305.85","25","35","25","10","60","75.00","151","16.56","241","200","157","87","10","17","22","11","11","0","0","15","20","35","54","54","46","655","555","54.13"
"350","T.J. Oshie","STL","R","79","1499.75","21","39","26","13","60","66.67","152","13.82","272","216","171","79","8","10","42","21","21","0","0","40","21","62","77","108","54","28","38","42.42"
"507","Max Pacioretty","MTL","L","73","1349.8666666667","39","21","17","4","60","72.29","270","14.44","465","372","244","120","16","29","35","16","15","1","0","20","18","28","69","153","33","6","4","60.00"
"516","Wayne Simmonds","PHI","R","82","1375.1666666667","29","31","18","13","60","62.50","209","13.88","335","262","201","128","14","25","104","35","27","6","2","30","27","36","132","119","35","1","1","50.00"
"408","Milan Lucic","BOS","L","80","1390.05","24","35","21","14","59","63.44","153","15.69","279","216","161","66","4","14","91","27","18","7","2","27","71","33","240","125","22","61","70","46.56"
"705","Mats Zuccarello","NYR","R","77","1319.75","19","40","27","13","59","80.82","170","11.18","294","232","185","100","5","21","32","16","16","0","0","34","38","44","116","104","41","3","5","37.50"
"781","Ondrej Palat","T.B","L","81","1460.8","23","36","26","10","59","65.56","165","13.94","287","231","185","80","5","25","20","10","10","0","0","18","38","47","146","144","64","5","32","13.51"
"174","Valtteri Filppula","T.B","C","75","1498.5","25","33","21","12","58","65.91","131","19.08","208","168","130","44","7","9","20","10","10","0","0","26","28","53","33","104","33","693","633","52.26"
"185","Frans Nielsen","NYI","C","80","1467","25","33","23","10","58","71.60","167","14.97","282","221","168","71","7","18","8","4","4","0","0","14","35","50","39","87","47","534","550","49.26"
"485","Kyle Turris","OTT","C","82","1534.4333333333","26","32","22","10","58","61.05","215","12.09","389","298","178","56","11","15","39","18","17","1","0","29","39","51","45","108","33","724","705","50.66"
"158","Jussi Jokinen","PIT","L","81","1271.7666666667","21","36","22","14","57","67.86","172","12.21","297","224","159","46","4","11","18","9","9","0","0","13","47","22","34","68","31","160","139","53.51"
"247","David Backes","STL","R","74","1446.55","27","30","16","14","57","67.86","166","16.27","276","233","163","77","6","17","119","42","37","1","4","29","22","32","273","88","56","621","580","51.71"
"496","David Perron","EDM","L","78","1490.45","28","29","20","9","57","75.00","220","12.73","383","289","207","81","11","25","90","45","45","0","0","41","42","52","116","117","20","13","26","33.33"
"564","Derek Stepan","NYR","C","82","1480.6166666667","17","40","23","17","57","70.37","199","8.54","356","289","195","88","16","14","18","9","9","0","0","15","37","50","30","96","46","683","829","45.17"
"229","Zach Parise","MIN","L","67","1368.6","29","27","16","11","56","74.67","245","11.84","378","314","246","141","16","22","30","15","15","0","0","18","18","46","70","87","45","10","14","41.67"
"243","Shea Weber","NSH","D","79","2125.3666666667","23","33","10","23","56","51.38","195","11.79","401","303","88","11","2","25","52","22","21","0","1","11","50","35","169","49","173","0","0","-"
"267","Dustin Byfuglien","WPG","D","78","1800.7","20","36","17","19","56","60.22","256","7.81","489","365","156","61","9","23","84","38","37","0","1","22","72","68","213","60","80","0","2","0.00"
"731","Jaden Schwartz","STL","L","80","1402.2333333333","25","31","18","13","56","70.00","188","13.30","302","245","183","75","11","20","27","12","11","1","0","17","15","66","54","99","32","44","34","56.41"
"807","Ryan Nugent-Hopkins","EDM","C","80","1631.4666666667","19","37","23","14","56","62.92","178","10.67","307","235","203","77","8","13","26","13","13","0","0","18","50","63","72","78","35","543","737","42.42"
"250","Clarke MacArthur","OTT","L","79","1391.4333333333","24","31","22","9","55","63.22","159","15.09","266","213","170","74","7","23","76","30","28","0","2","18","37","33","108","88","20","15","17","46.88"
"624","Victor Hedman","T.B","D","75","1682.8166666667","13","42","26","16","55","61.80","170","7.65","342","242","79","17","6","11","53","25","24","1","0","11","44","34","86","117","101","0","0","-"
"128","Mikko Koivu","MIN","C","65","1360.7333333333","11","43","28","15","54","77.14","147","7.48","288","216","150","51","9","16","24","12","12","0","0","13","27","49","33","48","32","719","592","54.84"
"197","Jiri Hudler","CGY","R","75","1413.3666666667","17","37","23","14","54","69.23","109","15.60","204","159","110","48","2","8","16","8","8","0","0","14","39","29","35","44","15","4","18","18.18"
"281","Andrew Ladd","WPG","L","78","1538.6166666667","23","31","18","13","54","64.29","189","12.17","348","269","189","92","13","31","57","23","21","1","1","21","44","37","154","93","42","24","38","38.71"
"479","Logan Couture","S.J","C","65","1230.9166666667","23","31","18","13","54","63.53","233","9.87","400","324","235","100","13","32","20","10","10","0","0","19","43","39","16","93","68","479","471","50.42"
"737","Jeff Skinner","CAR","L","71","1220.7666666667","33","21","16","5","54","73.97","274","12.04","474","361","242","96","9","31","22","11","11","0","0","28","43","48","22","71","8","23","28","45.10"
"11","Patrik Elias","N.J","C","65","1162.1666666667","18","35","19","16","53","76.81","116","15.52","193","145","103","38","7","3","30","11","10","0","1","11","32","26","26","59","19","276","401","40.77"
"365","Keith Yandle","PHX","D","82","1979.9833333333","8","45","27","18","53","48.62","241","3.32","521","357","98","10","9","27","63","21","18","1","2","13","65","31","22","58","105","0","0","-"
"387","Patric Hornqvist","NSH","R","76","1281.25","22","31","20","11","53","65.43","248","8.87","384","329","220","124","17","20","28","14","14","0","0","29","13","53","77","139","34","0","6","0.00"
"398","Brad Marchand","BOS","L","82","1307.7333333333","25","28","18","10","53","76.81","149","16.78","247","202","153","56","15","13","64","31","31","0","0","25","51","46","73","119","23","6","17","26.09"
"480","P.K. Subban","MTL","D","82","2018.5333333333","10","43","19","24","53","45.69","204","4.90","457","286","81","10","5","37","81","39","38","1","0","29","83","26","135","132","125","0","0","-"
"104","Scott Hartnell","PHI","L","78","1316.7166666667","20","32","19","13","52","54.74","207","9.66","354","296","205","97","7","21","103","38","33","3","2","38","35","19","155","113","39","4","14","22.22"
"390","David Desharnais","MTL","C","79","1358.8833333333","16","36","22","14","52","65.82","96","16.67","158","125","104","57","8","9","24","12","12","0","0","13","22","34","23","69","35","611","591","50.83"
"665","Craig Smith","NSH","R","79","1295.55","24","28","15","13","52","72.22","215","11.16","386","305","214","90","12","17","22","11","11","0","0","17","49","50","54","61","21","3","16","15.79"
"53","David Legwand","DET, NSH","C","83","1409.1166666667","14","37","23","14","51","64.56","146","9.59","220","189","116","57","4","15","61","25","23","1","1","8","42","37","49","57","38","585","571","50.61"
"64","Brad Richards","NYR","C","82","1532.05","20","31","22","9","51","61.45","259","7.72","513","364","233","69","12","22","18","8","8","0","0","8","46","33","24","44","43","512","517","49.76"
"92","Radim Vrbata","PHX","R","80","1436.55","20","31","14","17","51","68.00","263","7.60","475","377","227","76","16","29","22","10","10","0","0","14","20","41","68","57","27","17","26","39.53"
"269","Matt Moulson","BUF, MIN, NYI","L","75","1347.7166666667","23","28","19","9","51","65.38","176","13.07","291","240","206","130","10","19","34","16","16","0","0","15","14","32","46","67","43","2","7","22.22"
"532","Alex Pietrangelo","STL","D","81","2054.0833333333","8","43","24","19","51","46.79","164","4.88","421","264","98","14","9","20","32","12","11","0","1","10","34","37","24","137","164","0","0","-"
"537","Mikkel Boedker","PHX","L","82","1428.0833333333","19","32","16","16","51","72.86","166","11.45","284","221","161","63","11","18","20","10","10","0","0","23","18","33","105","75","16","3","4","42.86"
"645","Reilly Smith","BOS","R","82","1205.9166666667","20","31","19","12","51","61.45","146","13.70","244","200","152","68","8","17","14","6","6","0","0","6","41","35","63","136","14","0","2","0.00"
"78","Henrik Sedin","VAN","C","70","1447.0666666667","11","39","19","20","50","72.46","97","11.34","177","134","116","52","4","9","42","21","21","0","0","20","36","22","43","58","19","574","523","52.32"
"199","James Wisniewski","CBJ","D","75","1696.6333333333","7","43","20","23","50","54.35","166","4.22","349","241","76","2","2","15","61","25","23","1","1","19","38","18","101","119","73","0","0","-"
"225","Jeff Carter","L.A","C","72","1364.5166666667","27","23","14","9","50","67.57","256","10.55","461","355","251","113","10","34","44","18","17","0","1","12","59","32","68","76","29","336","308","52.17"
"298","Brandon Dubinsky","CBJ","C","76","1426.95","16","34","22","12","50","67.57","189","8.47","342","266","200","97","7","18","98","34","29","2","3","27","20","33","234","84","39","586","521","52.94"
"599","Tyler Johnson","T.B","C","82","1540.3333333333","24","26","13","13","50","63.29","181","13.26","313","252","200","87","16","14","26","13","13","0","0","24","41","23","55","52","37","614","661","48.16"
"629","Nazem Kadri","TOR","C","78","1356.4333333333","20","30","19","11","50","71.43","148","13.51","310","225","163","64","7","14","67","24","21","1","2","43","57","44","141","178","34","510","617","45.25"
"12","Daniel Alfredsson","DET","R","68","1151.0666666667","18","31","16","15","49","71.01","151","11.92","271","202","120","42","3","13","10","5","5","0","0","12","36","24","59","66","25","5","9","35.71"
"62","Mike Fisher","NSH","C","75","1481.85","20","29","16","13","49","61.25","177","11.30","280","226","144","56","8","21","60","22","19","2","1","9","38","34","144","82","73","596","550","52.01"
"97","Joel Ward","WSH","R","82","1317.8333333333","24","25","9","16","49","72.06","133","18.05","228","180","163","85","6","18","32","15","15","0","0","17","27","48","54","105","67","90","109","45.23"
"111","Niklas Kronwall","DET","D","79","1920.7166666667","8","41","13","28","49","45.79","110","7.27","244","170","45","9","0","22","44","22","22","0","0","9","50","25","93","97","154","0","0","-"
"466","Nick Bonino","ANA","C","77","1249.6833333333","22","27","14","13","49","64.47","159","13.84","261","210","152","60","10","18","22","11","11","0","0","10","35","37","28","77","68","583","611","48.83"
"604","Tyler Bozak","TOR","C","58","1214.95","19","30","19","11","49","59.76","90","21.11","159","124","106","51","7","4","14","7","7","0","0","11","24","49","62","66","42","681","718","48.68"
"91","Henrik Zetterberg","DET","L","45","924.88333333333","16","32","20","12","48","67.61","151","10.60","267","212","112","34","10","10","20","10","10","0","0","16","26","28","23","51","15","259","230","52.97"
"232","Brent Burns","S.J","D","69","1160.1333333333","22","26","11","15","48","63.16","245","8.98","454","356","247","98","12","28","34","17","17","0","0","19","37","45","145","42","24","61","70","46.56"
"288","Travis Zajac","N.J","C","80","1624.8666666667","18","30","17","13","48","57.83","166","10.84","280","217","192","80","7","7","28","14","14","0","0","15","23","49","53","113","25","761","633","54.59"
"295","Carl Soderberg","BOS","C","73","1040.8833333333","16","32","23","9","48","80.00","129","12.40","243","184","148","68","6","11","36","18","18","0","0","13","14","33","52","94","36","139","189","42.38"
"340","Bobby Ryan","OTT","R","70","1180.8333333333","23","25","15","10","48","64.86","190","12.11","349","273","180","86","9","15","45","17","15","1","1","12","39","50","104","94","30","8","5","61.54"
"578","Gustav Nyquist","DET","R","57","960.6","28","20","12","8","48","75.00","153","18.30","265","213","157","60","6","10","10","5","5","0","0","14","19","34","18","72","14","5","4","55.56"
"15","Shane Doan","PHX","R","69","1306.9333333333","23","24","16","8","47","61.04","167","13.77","318","248","186","93","9","12","34","13","12","0","1","15","20","48","135","113","22","6","6","50.00"
"63","Mike Ribeiro","PHX","C","80","1439.5166666667","16","31","17","14","47","63.51","110","14.55","176","138","94","53","2","13","52","22","21","0","1","12","46","24","72","86","18","391","512","43.30"
"77","Daniel Sedin","VAN","L","73","1504.2","16","31","20","11","47","68.12","224","7.14","370","299","221","93","6","25","38","14","13","0","1","27","27","32","37","86","21","8","19","29.63"
"276","Mark Giordano","CGY","D","64","1614.9666666667","14","33","14","19","47","54.65","180","7.78","403","254","108","15","4","21","59","28","27","1","0","20","43","39","73","106","103","0","0","-"
"798","Brandon Saad","CHI","L","78","1270.65","19","28","20","8","47","61.84","159","11.95","271","210","172","84","9","19","20","10","10","0","0","24","24","50","48","109","20","50","72","40.98"
"353","Matt Niskanen","PIT","D","81","1724.8","10","36","10","26","46","42.99","162","6.17","354","236","74","8","5","17","51","24","23","1","0","8","49","19","124","185","76","0","0","-"
"115","Antoine Vermette","PHX","C","82","1575.35","24","21","12","9","45","57.69","160","15.00","247","206","161","90","7","15","44","22","22","0","0","20","22","42","90","112","71","1005","778","56.37"
"142","Mike Cammalleri","CGY","L","63","1250.2333333333","26","19","12","7","45","78.95","191","13.61","343","256","164","57","12","18","26","13","13","0","0","15","42","30","26","37","29","88","103","46.07"
"337","Mason Raymond","TOR","L","82","1422.1666666667","19","26","16","10","45","63.38","178","10.67","299","229","136","47","5","16","22","10","10","0","0","16","39","26","38","97","24","7","9","43.75"
"422","Derick Brassard","NYR","C","81","1279.5333333333","18","27","15","12","45","66.18","159","11.32","274","210","168","85","9","18","46","19","18","0","1","21","28","28","124","69","19","469","508","48.00"
"472","Kevin Shattenkirk","STL","D","81","1666.0666666667","10","35","12","23","45","48.91","188","5.32","395","256","95","12","6","17","38","19","19","0","0","10","37","38","72","107","101","0","0","-"
"98","Mark Streit","PHI","D","82","1692.7333333333","10","34","18","16","44","50.57","121","8.26","279","179","47","9","1","24","44","22","22","0","0","16","41","16","41","115","108","0","0","-"
"198","Joffrey Lupul","TOR","L","69","1273.25","22","22","13","9","44","63.77","192","11.46","313","256","190","85","10","16","44","16","12","4","0","26","47","25","118","144","35","24","31","43.64"
"303","Andrej Sekera","CAR","D","74","1752.2","11","33","16","17","44","47.83","142","7.75","310","201","78","16","4","19","20","10","10","0","0","9","38","68","54","149","127","0","0","-"
"536","Cody Hodgson","BUF","C","72","1306.2833333333","20","24","18","6","44","80.00","182","10.99","321","233","154","72","9","19","20","10","10","0","0","13","36","24","47","35","22","453","516","46.75"
"609","Marcus Johansson","WSH","L","80","1403.0666666667","8","36","28","8","44","55.00","107","7.48","172","139","120","58","6","14","4","2","2","0","0","15","49","32","49","121","27","95","179","34.67"
"628","Oliver Ekman-Larsson","PHX","D","80","2071.6166666667","15","29","12","17","44","44.90","199","7.54","444","285","124","20","4","28","50","25","25","0","0","24","36","26","134","130","80","0","1","0.00"
"37","Olli Jokinen","WPG","C","82","1395.9166666667","18","25","19","6","43","72.88","171","10.53","293","229","149","67","4","11","62","26","25","0","1","10","30","20","120","50","45","612","718","46.02"
"73","Andrei Markov","MTL","D","81","2044.3333333333","7","36","21","15","43","39.09","131","5.34","292","191","70","19","3","19","34","13","12","0","1","17","82","35","49","82","180","0","0","-"
"110","Justin Williams","L.A","R","82","1390.25","19","24","10","14","43","69.35","239","7.95","404","339","229","111","7","21","48","24","24","0","0","23","75","25","44","147","21","2","8","20.00"
"132","Ales Hemsky","EDM, OTT","R","75","1196.8833333333","13","30","15","15","43","70.49","138","9.42","235","178","132","59","7","13","24","12","12","0","0","17","42","44","37","108","33","1","3","25.00"
"146","Tomas Plekanec","MTL","C","81","1601.7833333333","20","23","13","10","43","66.15","199","10.05","373","290","169","57","19","22","38","17","17","0","0","18","37","38","44","78","45","822","891","47.99"
"222","Ryan Suter","MIN","D","82","2411.95","8","35","12","23","43","38.74","150","5.33","342","221","89","7","5","19","34","17","17","0","0","7","41","30","72","53","132","1","0","100.00"
"234","Ryan Kesler","VAN","C","77","1679.7833333333","25","18","8","10","43","57.33","239","10.46","406","331","257","123","12","22","81","28","23","3","2","29","28","47","133","99","68","740","666","52.63"
"323","Troy Brouwer","WSH","R","82","1545.65","25","18","7","11","43","47.25","161","15.53","315","250","206","89","12","16","92","32","26","4","2","25","22","34","210","107","39","223","213","51.15"
"439","Mathieu Perreault","ANA","C","69","956.86666666667","18","25","14","11","43","75.44","120","15.00","202","156","129","67","5","9","36","18","18","0","0","20","19","19","73","84","15","437","393","52.65"
"506","Ryan McDonagh","NYR","D","77","1910.8833333333","14","29","10","19","43","46.24","177","7.91","315","227","99","21","2","17","36","18","18","0","0","22","66","51","88","107","131","0","0","-"
"548","Tyler Ennis","BUF","C, L","80","1508.1666666667","21","22","12","10","43","62.32","210","10.00","347","270","206","97","9","24","42","17","16","0","1","17","26","38","89","99","53","242","383","38.72"
"570","Adam Henrique","N.J","C","77","1390.1833333333","25","18","9","9","43","66.15","137","18.25","223","181","152","84","9","16","18","9","9","0","0","22","30","50","73","71","50","407","511","44.34"
"730","Vladimir Tarasenko","STL","R","64","971.1","21","22","15","7","43","72.88","136","15.44","276","215","178","55","7","9","16","8","8","0","0","22","20","32","22","71","9","2","4","33.33"
"45","Jason Chimera","WSH","L","82","1264.4166666667","15","27","18","9","42","68.85","167","8.98","254","212","138","77","8","19","36","18","18","0","0","21","30","25","140","106","30","38","49","43.68"
"156","Marek Zidlicky","N.J","D","81","1753.6333333333","12","30","15","15","42","49.41","128","9.38","259","178","65","21","6","11","60","30","30","0","0","12","58","19","124","100","81","0","0","-"
"182","Alexander Semin","CAR","R","65","1294.1333333333","22","20","13","7","42","62.69","210","10.48","486","332","215","58","17","22","42","21","21","0","0","24","56","49","22","69","30","1","9","10.00"
"299","Alex Goligoski","DAL","D","81","1969.3833333333","6","36","19","17","42","42.86","141","4.26","298","194","86","17","4","17","28","14","14","0","0","13","88","18","94","125","154","0","1","0.00"
"351","Andrew Cogliano","ANA","L","82","1262.2333333333","22","20","12","8","42","77.78","158","13.92","270","219","145","73","12","12","26","13","13","0","0","19","31","22","94","58","36","11","16","40.74"
"428","Michael Frolik","WPG","R","81","1350.5166666667","15","27","16","11","42","67.74","189","7.94","344","259","167","69","22","29","12","6","6","0","0","12","24","53","41","134","51","43","25","63.24"
"456","Teddy Purcell","T.B","L","81","1333.7833333333","12","30","20","10","42","59.15","157","7.64","276","223","145","53","6","20","14","7","7","0","0","8","40","36","13","78","12","4","12","25.00"
"227","Brent Seabrook","CHI","D","82","1825.6666666667","7","34","16","18","41","39.42","149","4.70","317","221","69","11","2","16","22","11","11","0","0","8","68","35","171","156","142","0","0","-"
"235","Mike Richards","L.A","C","82","1392.1666666667","11","30","18","12","41","73.21","157","7.01","294","236","178","97","12","23","28","14","14","0","0","22","65","28","73","59","21","489","418","53.91"
"307","Johan Franzen","DET","R","54","953.51666666667","16","25","21","4","41","68.33","149","10.74","251","205","120","50","6","15","40","15","14","0","1","10","28","18","66","50","23","119","106","52.89"
"458","Alex Killorn","T.B","L","82","1375.8666666667","17","24","9","15","41","57.75","174","9.77","303","237","195","68","6","20","61","24","22","1","1","22","43","32","77","95","31","74","98","43.02"
"626","Evander Kane","WPG","L","63","1278.2166666667","19","22","19","3","41","64.06","250","7.60","478","358","218","87","19","30","66","30","28","2","0","25","26","28","173","123","36","45","60","42.86"
"627","Brayden Schenn","PHI","C","82","1291.35","20","21","11","10","41","67.21","178","11.24","301","239","164","78","11","26","54","17","12","4","1","25","19","37","200","140","37","296","389","43.21"
"746","Mikael Granlund","MIN","C","63","1091.4666666667","8","33","16","17","41","74.55","104","7.69","169","133","102","38","6","6","22","11","11","0","0","16","24","27","38","116","46","415","374","52.60"
"755","Brendan Gallagher","MTL","R","81","1293.1166666667","19","22","9","13","41","53.95","211","9.00","384","287","232","115","10","31","69","29","27","1","1","34","22","41","38","147","36","47","81","36.72"
"26","Zdeno Chara","BOS","D","77","1898.3166666667","17","23","13","10","40","41.24","168","10.12","341","240","102","36","5","10","66","25","22","2","1","17","62","20","163","107","104","0","0","-"
"67","Brian Gionta","MTL","R","81","1445.5166666667","18","22","16","6","40","72.73","184","9.78","336","265","173","81","10","14","20","10","10","0","0","20","21","38","46","119","52","23","37","38.33"
