"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"619","Greg Rallo","FLA","C","1","3.5166666666667","2","1","66.67","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","0","2","0","2","-","0","4","0","-"
"763","Andre Petersson","OTT","R","1","5.0333333333333","2","1","66.67","1","1","50.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","0","-","2","0","100.00","0","0","-","0","1","0.00","0","0","-","-","-","-","2","1","0","4","100.00","3","1","0","100.00"
"133","Henrik Sedin","VAN","C","82","1565.2166666667","1980","1027","65.85","1461","817","64.14","1033","634","61.97","108","46","70.13","900","537","62.63","393","248","61.31","52","30","63.41","507","289","63.69","30","8","78.95","937","414","69.36","26","7","78.79","10.45","92.74","1.032","527","331","59","1053","89.93","920","489","167","84.64"
"709","Derek Whitmore","BUF","L","2","25.033333333333","27","14","65.85","16","9","64.00","10","6","62.50","0","0","-","9","7","56.25","5","4","55.56","0","0","-","4","3","57.14","0","0","-","14","7","66.67","0","0","-","0.00","100.00","1.000","6","9","2","18","75.00","10","10","6","62.50"
"478","Sidney Crosby","PIT","C","22","406.38333333333","586","305","65.77","449","234","65.74","326","175","65.07","46","18","71.88","343","156","68.74","145","69","67.76","25","10","71.43","198","87","69.47","16","5","76.19","229","123","65.06","5","2","71.43","14.11","89.71","1.038","99","86","50","194","66.44","228","147","104","68.67"
"605","Vladimir Zharkov","N.J","R","4","19.516666666667","23","12","65.71","19","11","63.33","13","8","61.90","0","2","0.00","7","3","70.00","2","2","50.00","0","0","-","5","1","83.33","0","0","-","14","8","63.64","0","2","0.00","0.00","75.00","0.750","10","3","0","20","100.00","12","4","0","100.00"
"400","Evgeni Malkin","PIT","C","75","1575.1166666667","2150","1134","65.47","1598","839","65.57","1155","616","65.22","132","66","66.67","1082","584","64.95","389","265","59.48","63","45","58.33","693","319","68.48","40","15","72.73","969","440","68.77","28","4","87.50","11.43","89.29","1.007","358","282","109","819","76.66","789","513","259","75.29"
"499","James Neal","PIT","L, R","80","1529.1833333333","2083","1107","65.30","1558","820","65.52","1139","594","65.72","119","67","63.98","1041","567","64.74","373","262","58.74","56","43","56.57","668","305","68.65","38","17","69.09","949","428","68.92","25","5","83.33","10.45","88.72","0.992","400","296","115","799","77.67","791","505","268","74.69"
"313","Chris Kunitz","PIT","L","82","1501.7333333333","2039","1084","65.29","1532","802","65.64","1112","585","65.53","117","60","66.10","1010","529","65.63","362","236","60.54","51","40","56.04","648","293","68.86","39","13","75.00","939","453","67.46","24","5","82.76","10.52","89.74","1.003","387","297","126","834","75.44","742","498","276","72.89"
"693","Alec Martinez","L.A","D","51","750.71666666667","869","465","65.14","632","347","64.56","436","236","64.88","32","21","60.38","353","185","65.61","145","76","65.61","17","6","73.91","208","109","65.62","7","8","46.67","432","235","64.77","8","7","53.33","7.34","91.10","0.984","173","156","95","579","64.55","271","231","174","60.90"
"35","Steve Sullivan","PIT","L","79","1213.3666666667","1613","866","65.07","1208","671","64.29","858","487","63.79","88","51","63.31","788","437","64.33","300","215","58.25","41","34","54.67","488","222","68.73","25","11","69.44","756","341","68.92","22","4","84.62","10.26","89.53","0.998","364","262","97","627","78.96","646","435","213","75.20"
"82","Kristian Huselius","CBJ","L","2","32.4","39","21","65.00","30","18","62.50","20","12","62.50","1","2","33.33","26","14","65.00","8","6","57.14","0","1","0.00","18","8","69.23","1","1","50.00","11","6","64.71","0","0","-","5.00","83.33","0.883","12","11","5","15","70.59","20","12","7","74.07"
"37","Tomas Holmstrom","DET","L","74","878.61666666667","979","546","64.20","736","409","64.28","521","305","63.08","41","23","64.06","458","265","63.35","188","119","61.24","20","17","54.05","270","146","64.90","8","4","66.67","460","226","67.06","13","1","92.86","7.87","92.46","1.003","296","152","66","549","81.77","430","222","133","76.38"
"434","Johan Franzen","DET","R","77","1363.4833333333","1498","869","63.29","1147","680","62.78","811","488","62.43","82","37","68.91","700","406","63.29","282","166","62.95","44","23","65.67","418","240","63.53","24","9","72.73","707","377","65.22","13","4","76.47","10.11","92.42","1.025","371","316","183","807","66.97","570","440","311","64.70"
"872","Tyler Seguin","BOS","C","81","1372.0666666667","1645","956","63.24","1203","720","62.56","867","557","60.88","96","43","69.06","727","424","63.16","278","157","63.91","53","19","73.61","449","267","62.71","24","19","55.81","768","438","63.68","17","4","80.95","11.07","92.28","1.034","278","298","146","859","65.57","559","460","321","63.52"
"665","Brendan Smith","DET","D","14","218.83333333333","236","138","63.10","180","106","62.94","116","70","62.37","10","7","58.82","113","65","63.48","45","31","59.21","6","6","50.00","68","34","66.67","2","1","66.67","109","63","63.37","2","0","100.00","8.62","90.00","0.986","38","32","23","174","62.30","69","52","40","63.30"
"176","Justin Williams","L.A","R","82","1406.4166666667","1765","1035","63.04","1298","785","62.31","879","546","61.68","80","42","65.57","799","464","63.26","305","176","63.41","46","24","65.71","494","288","63.17","17","13","56.67","839","458","64.69","16","5","76.19","9.10","92.31","1.014","294","304","183","961","61.64","520","456","327","61.39"
"125","Pavel Datsyuk","DET","C","70","1369.8","1495","910","62.16","1158","687","62.76","836","491","63.00","83","43","65.87","732","411","64.04","293","159","64.82","43","23","65.15","439","252","63.53","21","10","67.74","674","425","61.33","18","9","66.67","9.93","91.24","1.012","345","332","304","735","53.16","534","468","454","54.05"
"316","Nathan Horton","BOS","R","46","732.91666666667","923","562","62.15","662","416","61.41","475","315","60.13","54","36","60.00","392","268","59.39","149","112","57.09","33","22","60.00","243","156","60.90","9","9","50.00","466","244","65.63","12","4","75.00","11.37","88.57","0.999","175","145","67","481","72.31","279","234","145","65.80"
"662","Paul Postma","WPG","D","3","25.533333333333","21","13","61.76","18","12","60.00","16","9","64.00","0","0","-","10","6","62.50","5","4","55.56","0","0","-","5","2","71.43","0","0","-","10","7","58.82","0","0","-","0.00","100.00","1.000","4","0","3","10","57.14","11","3","4","73.33"
"622","Sean Collins","WSH","D","2","21.866666666667","27","17","61.36","19","11","63.33","13","10","56.52","1","2","33.33","9","6","60.00","4","3","57.14","0","1","0.00","5","3","62.50","0","0","-","17","10","62.96","1","1","50.00","7.69","80.00","0.877","1","6","2","23","33.33","3","12","4","42.86"
"894","Jeremy Welsh","CAR","C","1","16.533333333333","19","12","61.29","13","11","54.17","10","7","58.82","0","0","-","7","4","63.64","2","1","66.67","0","0","-","5","3","62.50","0","0","-","11","8","57.89","0","0","-","0.00","100.00","1.000","3","3","3","15","50.00","8","3","6","57.14"
"496","Matt Niskanen","PIT","D","75","1345.4166666667","1544","986","61.03","1124","756","59.79","802","550","59.32","71","50","58.68","692","476","59.25","255","222","53.46","37","31","54.41","437","254","63.24","24","12","66.67","746","413","64.37","10","6","62.50","8.85","90.91","0.998","232","275","123","891","65.35","520","468","283","64.76"
"1","Jaromir Jagr","PHI","R","73","1192.2833333333","1368","875","60.99","1042","662","61.15","742","478","60.82","83","45","64.84","725","390","65.02","323","180","64.21","43","28","60.56","402","210","65.69","22","14","61.11","574","407","58.51","17","3","85.00","11.19","90.59","1.018","313","274","117","743","72.79","499","386","230","68.45"
"881","Mike Connolly","COL","L","2","24.683333333333","25","16","60.98","22","11","66.67","16","7","69.57","0","0","-","10","9","52.63","3","4","42.86","0","0","-","7","5","58.33","0","0","-","14","7","66.67","0","0","-","0.00","100.00","1.000","7","4","2","20","77.78","11","6","2","84.62"
"74","Joe Thornton","S.J","C","82","1678.4833333333","2072","1330","60.91","1526","978","60.94","1069","701","60.40","100","54","64.94","959","586","62.07","399","243","62.15","61","29","67.78","560","343","62.02","23","11","67.65","926","610","60.29","14","11","56.00","9.35","92.30","1.017","397","332","303","1131","56.71","747","502","560","57.15"
"690","Jakub Voracek","PHI","R","78","1270.7166666667","1521","976","60.91","1116","715","60.95","801","507","61.24","83","49","62.88","803","470","63.08","362","203","64.07","52","24","68.42","441","267","62.29","17","9","65.38","614","414","59.73","12","14","46.15","10.36","90.34","1.007","326","295","172","786","65.46","533","427","282","65.40"
"681","Patrick Kane","CHI","R","82","1656.2","1846","1190","60.80","1354","925","59.41","984","695","58.61","97","66","59.51","917","570","61.67","357","242","59.60","51","39","56.67","560","328","63.06","27","15","64.29","827","540","60.50","19","10","65.52","9.86","90.50","1.004","390","320","106","1025","78.63","765","520","260","74.63"
"5","Ray Whitney","PHX","L","82","1528.9666666667","1753","1137","60.66","1311","872","60.05","907","616","59.55","96","44","68.57","818","540","60.24","343","216","61.36","54","21","72.00","475","324","59.45","27","17","61.36","776","498","60.91","13","4","76.47","10.58","92.86","1.034","310","266","178","871","63.52","676","463","337","66.73"
"169","Scott Hartnell","PHI","L","82","1457.1666666667","1787","1159","60.66","1321","879","60.05","952","633","60.06","106","52","67.09","912","538","62.90","381","239","61.45","56","30","65.12","531","299","63.98","27","14","65.85","761","513","59.73","22","6","78.57","11.13","91.79","1.029","355","327","175","842","66.98","634","454","343","64.89"
"13","Jason Arnott","STL","C","72","1014.45","1116","726","60.59","827","527","61.08","597","372","61.61","56","23","70.89","494","347","58.74","197","125","61.18","36","12","75.00","297","222","57.23","11","5","68.75","515","299","63.27","8","5","61.54","9.38","93.82","1.032","276","183","97","855","73.99","460","297","205","69.17"
"435","Tyler Kennedy","PIT","C","60","861.88333333333","985","641","60.58","749","491","60.40","542","350","60.76","43","26","62.32","451","304","59.74","163","120","57.60","23","16","58.97","288","184","61.02","15","8","65.22","476","282","62.80","5","2","71.43","7.93","92.57","1.005","162","234","94","536","63.28","295","333","196","60.08"
"421","David Booth","FLA, VAN","L","62","925.68333333333","1041","679","60.52","770","527","59.37","555","397","58.30","46","35","56.79","455","311","59.40","174","125","58.19","21","22","48.84","281","186","60.17","12","4","75.00","505","314","61.66","10","7","58.82","8.29","91.18","0.995","193","212","94","734","67.25","312","306","180","63.41"
"266","Derek Meech","WPG","D","2","22.883333333333","26","17","60.47","23","13","63.89","16","13","55.17","1","0","100.00","8","8","50.00","3","1","75.00","1","0","100.00","5","7","41.67","0","0","-","16","8","66.67","0","0","-","6.25","100.00","1.063","2","9","2","18","50.00","5","11","4","55.56"
"233","Patrick Sharp","CHI","L","74","1472.55","1628","1071","60.32","1225","811","60.17","920","589","60.97","98","54","64.47","794","524","60.24","325","220","59.63","52","30","63.41","469","304","60.67","30","12","71.43","755","463","61.99","16","11","59.26","10.65","90.83","1.015","323","271","150","937","68.29","659","445","282","70.03"
"570","Milan Lucic","BOS","L","81","1379.35","1607","1059","60.28","1121","809","58.08","814","596","57.73","89","59","60.14","645","468","57.95","247","176","58.39","48","26","64.86","398","292","57.68","20","21","48.78","820","497","62.26","20","11","64.52","10.93","90.10","1.010","293","263","137","855","68.14","491","428","296","62.39"
"765","Gustav Nyquist","DET","R","18","190.71666666667","182","120","60.26","141","99","58.75","105","66","61.40","7","5","58.33","81","71","53.29","38","33","53.52","5","3","62.50","43","38","53.09","0","1","0.00","88","41","68.22","2","1","66.67","6.67","92.42","0.991","47","47","26","132","64.38","67","63","40","62.62"
"294","Alexander Steen","STL","L","43","822.45","931","618","60.10","673","449","59.98","475","327","59.23","51","22","69.86","418","289","59.12","145","119","54.92","26","9","74.29","273","170","61.63","12","9","57.14","420","278","60.17","10","3","76.92","10.74","93.27","1.040","169","192","153","616","52.48","313","295","257","54.91"
"819","David Rundblad","OTT, PHX","D","30","450.28333333333","525","350","60.00","397","283","58.38","277","202","57.83","18","26","40.91","232","164","58.59","99","65","60.37","10","14","41.67","133","99","57.33","6","5","54.55","260","160","61.90","2","5","28.57","6.50","87.13","0.936","85","73","29","339","74.56","154","127","74","67.54"
"236","Kyle Wellwood","WPG","C","77","1151.3333333333","1254","837","59.97","971","637","60.39","674","456","59.65","60","42","58.82","547","402","57.64","240","156","60.61","36","19","65.45","307","246","55.52","11","15","42.31","595","340","63.64","13","7","65.00","8.90","90.79","0.997","252","228","97","787","72.21","441","343","214","67.33"
"150","Henrik Zetterberg","DET","L","82","1626.8166666667","1797","1201","59.94","1352","936","59.09","972","695","58.31","101","74","57.71","863","601","58.95","356","246","59.14","49","36","57.65","507","355","58.82","28","22","56.00","819","512","61.53","21","13","61.76","10.39","89.35","0.997","392","322","222","976","63.84","633","476","397","61.46"
"533","Matt D'Agostini","STL","R","55","771.06666666667","844","564","59.94","637","414","60.61","431","307","58.40","34","15","69.39","391","263","59.79","156","92","62.90","18","11","62.07","235","171","57.88","10","4","71.43","377","245","60.61","6","0","100.00","7.89","95.11","1.030","162","165","85","649","65.59","283","251","167","62.89"
"740","Slava Voynov","L.A","D","54","1000.8666666667","1130","757","59.88","828","574","59.06","562","401","58.36","49","23","68.06","488","315","60.77","168","128","56.76","28","15","65.12","320","187","63.12","8","5","61.54","534","363","59.53","13","3","81.25","8.72","94.26","1.030","224","169","121","662","64.93","365","268","213","63.15"
"506","Kris Letang","PIT","D","51","1266.7666666667","1500","1006","59.86","1117","752","59.76","798","562","58.68","101","50","66.89","744","490","60.29","265","230","53.54","53","37","58.89","479","260","64.82","29","9","76.32","682","430","61.33","17","3","85.00","12.66","91.10","1.038","207","238","145","651","58.81","503","416","331","60.31"
"730","Erik Karlsson","OTT","D","81","2050.6666666667","2470","1660","59.81","1801","1288","58.30","1283","961","57.17","135","85","61.36","1092","788","58.09","442","357","55.32","76","55","58.02","650","431","60.13","27","19","58.70","1221","736","62.39","29","8","78.38","10.52","91.16","1.017","374","404","208","1015","64.26","878","737","476","64.84"
"558","Brad Marchand","BOS","L","76","1339.3166666667","1529","1028","59.80","1134","775","59.40","808","569","58.68","80","45","64.00","701","465","60.12","263","176","59.91","39","24","61.90","438","289","60.25","21","15","58.33","703","474","59.73","17","5","77.27","9.90","92.09","1.020","269","325","217","840","55.35","511","479","399","56.15"
"289","Jiri Hudler","DET","R","81","1269","1353","914","59.68","1022","728","58.40","722","549","56.81","83","55","60.14","649","445","59.32","277","182","60.35","36","29","55.38","372","263","58.58","29","12","70.73","622","402","60.74","18","11","62.07","11.50","89.98","1.015","309","264","144","868","68.21","461","375","263","63.67"
"3","Teemu Selanne","ANA","R","82","1466.3333333333","1594","1079","59.63","1212","821","59.62","852","604","58.52","91","57","61.49","849","555","60.47","356","268","57.05","57","26","68.67","493","287","63.21","19","19","50.00","688","444","60.78","14","8","63.64","10.68","90.56","1.012","345","357","167","831","67.38","601","519","322","65.11"
"789","Evan Oberg","T.B","D","3","29.5","25","17","59.52","21","15","58.33","16","9","64.00","2","0","100.00","10","8","55.56","5","2","71.43","2","0","100.00","5","6","45.45","0","0","-","14","8","63.64","0","0","-","12.50","100.00","1.125","4","7","3","21","57.14","9","9","8","52.94"
"33","Daniel Alfredsson","OTT","R","75","1420.8166666667","1613","1099","59.48","1152","874","56.86","824","647","56.02","88","52","62.86","692","529","56.67","264","244","51.97","40","26","60.61","428","285","60.03","21","16","56.76","825","484","63.03","25","7","78.13","10.68","91.96","1.026","302","314","185","928","62.01","544","464","295","64.84"
"2","Nicklas Lidstrom","DET","D","70","1663.95","1840","1257","59.41","1431","962","59.80","1036","711","59.30","99","60","62.26","858","591","59.21","375","241","60.88","53","31","63.10","483","350","57.98","25","19","56.82","844","560","60.11","20","8","71.43","9.56","91.56","1.011","352","340","225","983","61.01","686","540","411","62.53"
"670","Dwight King","L.A","L","27","395.26666666667","425","292","59.27","329","225","59.39","213","155","57.88","21","11","65.63","206","129","61.49","87","59","59.59","14","8","63.64","119","70","62.96","3","1","75.00","188","132","58.75","4","2","66.67","9.86","92.90","1.028","90","89","61","262","59.60","142","132","108","56.80"
"643","Cade Fairchild","STL","D","5","48.266666666667","48","33","59.26","38","23","62.30","23","20","53.49","1","2","33.33","22","19","53.66","12","7","63.16","1","1","50.00","10","12","45.45","0","0","-","23","8","74.19","0","1","0.00","4.35","90.00","0.943","7","12","2","54","77.78","9","19","4","69.23"
"324","Dustin Brown","L.A","R","82","1653.85","1866","1284","59.24","1364","981","58.17","960","674","58.75","94","54","63.51","835","557","59.99","332","223","59.82","47","33","58.75","503","334","60.10","24","12","66.67","878","608","59.08","21","9","70.00","9.79","91.99","1.018","358","367","252","1030","58.69","646","534","430","60.04"
"355","Alexandre Picard","PIT","D","17","223.41666666667","218","150","59.24","165","111","59.78","118","82","59.00","13","9","59.09","103","70","59.54","44","39","53.01","7","8","46.67","59","31","65.56","3","1","75.00","101","65","60.84","3","0","100.00","11.02","89.02","1.000","38","50","21","167","64.41","86","83","42","67.19"
"162","Andy McDonald","STL","L","25","463.13333333333","505","348","59.20","375","266","58.50","262","189","58.09","28","16","63.64","226","168","57.36","93","67","58.13","16","9","64.00","133","101","56.84","5","3","62.50","232","145","61.54","7","2","77.78","10.69","91.53","1.022","99","120","74","366","57.23","170","158","124","57.82"
"392","David Clarkson","N.J","R","80","1308.7333333333","1203","830","59.17","920","630","59.35","701","474","59.66","71","46","60.68","616","366","62.73","235","136","63.34","37","28","56.92","381","230","62.36","22","7","75.86","520","401","56.46","12","9","57.14","10.13","90.30","1.004","275","222","129","927","68.07","530","398","297","64.09"
"657","Logan Couture","S.J","C","80","1485.0333333333","1735","1199","59.13","1288","839","60.55","926","604","60.52","80","57","58.39","758","521","59.27","321","190","62.82","54","31","63.53","437","331","56.90","14","16","46.67","819","542","60.18","11","8","57.89","8.64","90.56","0.992","338","323","188","1121","64.26","617","478","382","61.76"
"19","Vinny Prospal","CBJ","L","82","1466.7166666667","1652","1143","59.11","1262","913","58.02","939","704","57.15","85","71","54.49","784","506","60.78","332","227","59.39","44","41","51.76","452","279","61.83","15","14","51.72","730","537","57.62","25","13","65.79","9.05","89.91","0.990","344","314","176","1000","66.15","607","474","362","62.64"
"438","Brett Carson","CGY","D","2","22.716666666667","26","18","59.09","20","15","57.14","17","14","54.84","0","2","0.00","13","9","59.09","5","6","45.45","0","2","0.00","8","3","72.73","0","0","-","12","8","60.00","0","0","-","0.00","85.71","0.857","3","7","4","18","42.86","10","9","9","52.63"
"206","Jason Spezza","OTT","C","80","1593.7166666667","1925","1335","59.05","1398","1058","56.92","993","794","55.57","118","72","62.11","860","660","56.58","343","289","54.27","65","44","59.63","517","371","58.22","30","16","65.22","940","588","61.52","19","9","67.86","11.88","90.93","1.028","420","387","208","912","66.88","764","596","430","63.99"
"838","Gabriel Dumont","MTL","C","3","25.683333333333","23","16","58.97","18","7","72.00","14","4","77.78","0","1","0.00","9","7","56.25","5","3","62.50","0","1","0.00","4","4","50.00","0","0","-","10","7","58.82","0","0","-","0.00","75.00","0.750","1","5","2","27","33.33","9","8","3","75.00"
"648","James van Riemsdyk","PHI","L","43","652.36666666667","760","529","58.96","555","379","59.42","415","270","60.58","36","26","58.06","396","243","61.97","185","88","67.77","23","19","54.76","211","155","57.65","8","4","66.67","310","234","56.99","5","2","71.43","8.67","90.37","0.990","177","163","72","434","71.08","291","224","133","68.63"
"296","Ian White","DET","D","77","1769.6333333333","1860","1296","58.94","1407","996","58.55","1008","729","58.03","97","68","58.79","837","606","58.00","344","261","56.86","50","40","55.56","493","345","58.83","28","15","65.12","884","594","59.81","19","11","63.33","9.62","90.67","1.003","332","343","218","1109","60.36","676","555","422","61.57"
"874","Ryan Garbutt","DAL","C","20","165.65","188","131","58.93","138","101","57.74","99","74","57.23","5","7","41.67","73","57","56.15","27","25","51.92","5","4","55.56","46","32","58.97","0","2","0.00","91","59","60.67","0","1","0.00","5.05","90.54","0.956","27","35","28","165","49.09","47","45","51","47.96"
"342","Patrice Bergeron","BOS","C","81","1505.1166666667","1703","1191","58.85","1274","881","59.12","920","648","58.67","90","51","63.83","767","513","59.92","295","184","61.59","48","20","70.59","472","329","58.93","22","22","50.00","787","574","57.83","17","7","70.83","9.78","92.13","1.019","296","361","392","870","43.02","623","558","665","48.37"
"398","Dustin Penner","L.A","R","65","930.85","978","686","58.77","720","526","57.78","490","368","57.11","25","27","48.08","404","296","57.71","158","122","56.43","14","19","42.42","246","174","58.57","5","6","45.45","500","319","61.05","6","2","75.00","5.10","92.66","0.978","226","202","151","656","59.95","357","294","250","58.81"
"333","Ryan Kesler","VAN","C","77","1547.0666666667","1784","1254","58.72","1310","947","58.04","918","737","55.47","86","49","63.70","784","604","56.48","326","245","57.09","44","25","63.77","458","359","56.06","19","13","59.38","866","554","60.99","21","9","70.00","9.37","93.35","1.027","362","311","316","935","53.39","656","466","567","53.64"
"698","Wayne Simmonds","PHI","R","82","1304.25","1493","1053","58.64","1117","778","58.94","808","553","59.37","78","46","62.90","738","475","60.84","373","163","69.59","51","26","66.23","365","312","53.91","12","14","46.15","652","480","57.60","15","4","78.95","9.65","91.68","1.013","346","271","123","825","73.77","566","404","244","69.88"
"486","Anze Kopitar","L.A","C","82","1749.7833333333","2000","1412","58.62","1482","1087","57.69","1030","760","57.54","101","70","59.06","885","613","59.08","359","237","60.23","51","40","56.04","526","376","58.31","26","17","60.47","947","666","58.71","18","13","58.06","9.81","90.79","1.006","320","346","330","1035","49.23","640","550","547","53.92"
"805","Matt Duchene","COL","C","58","944.73333333333","1088","768","58.62","783","581","57.40","581","430","57.47","39","38","50.65","490","350","58.33","200","149","57.31","22","18","55.00","290","201","59.06","10","11","47.62","528","344","60.55","7","5","58.33","6.71","91.16","0.979","219","180","92","618","70.42","399","278","214","65.09"
"337","Corey Perry","ANA","R","80","1710.35","1852","1312","58.53","1367","982","58.19","929","683","57.63","85","70","54.84","980","607","61.75","391","249","61.09","48","40","54.55","589","358","62.20","19","15","55.88","764","607","55.73","17","10","62.96","9.15","89.75","0.989","335","337","222","996","60.14","643","520","433","59.76"
"641","Eric Tangradi","PIT","L","24","214.55","211","150","58.45","147","117","55.68","98","88","52.69","8","10","44.44","99","59","62.66","37","21","63.79","4","7","36.36","62","38","62.00","1","2","33.33","99","70","58.58","3","1","75.00","8.16","88.64","0.968","48","49","14","169","77.42","80","76","31","72.07"
"750","Patrice Cormier","WPG","C","9","57.283333333333","52","37","58.43","41","26","61.19","28","20","58.33","2","1","66.67","21","12","63.64","7","4","63.64","0","1","0.00","14","8","63.64","2","0","100.00","26","18","59.09","0","0","-","7.14","95.00","1.021","6","15","8","60","42.86","10","25","14","41.67"
"329","Ryan Getzlaf","ANA","C","82","1771.15","1928","1372","58.42","1414","1029","57.88","968","704","57.89","85","69","55.19","1005","662","60.29","402","271","59.73","50","38","56.82","603","391","60.66","19","16","54.29","803","607","56.95","16","9","64.00","8.78","90.20","0.990","336","316","301","979","52.75","666","516","532","55.59"
"514","Marc-Andre Gragnani","BUF, VAN","D","58","936.31666666667","1012","721","58.40","739","568","56.54","556","419","57.03","49","29","62.82","425","367","53.66","195","155","55.71","28","16","63.64","230","212","52.04","14","8","63.64","513","299","63.18","7","2","77.78","8.81","93.08","1.019","190","178","83","739","69.60","415","309","174","70.46"
"797","Simon Despres","PIT","D","18","255.96666666667","261","186","58.39","205","124","62.31","141","84","62.67","11","5","68.75","141","75","65.28","54","30","64.29","6","5","54.55","87","45","65.91","3","0","100.00","106","91","53.81","2","0","100.00","7.80","94.05","1.018","45","60","19","209","70.31","87","92","46","65.41"
"403","Blake Wheeler","WPG","R","80","1526.0333333333","1776","1267","58.36","1346","959","58.39","932","696","57.25","95","71","57.23","853","632","57.44","360","247","59.31","53","43","55.21","493","385","56.15","22","15","59.46","764","521","59.46","18","11","62.07","10.19","89.80","1.000","295","322","160","910","64.84","595","496","319","65.10"
"15","Todd Bertuzzi","DET","R","71","1104.2166666667","1082","773","58.33","824","593","58.15","587","420","58.29","63","29","68.48","508","379","57.27","204","142","58.96","34","19","64.15","304","237","56.19","18","7","72.00","505","338","59.91","10","3","76.92","10.73","93.10","1.038","255","285","166","791","60.57","383","386","275","58.21"
