"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"811","Cameron Gaunce","COL","D","11","140.05","1","0","0","0","1","50.00","4","25.00","12","7","5","2","0","0","16","5","3","2","0","5","5","1","10","5","7","0","0","-"
"818","Lance Bouma","CGY","C","16","93.966666666667","0","1","1","0","1","50.00","9","0.00","17","13","10","5","0","2","2","1","1","0","0","3","3","2","15","12","6","0","3","0.00"
"832","Ben Smith","CHI","R","6","82.683333333333","1","0","0","0","1","33.33","6","16.67","7","6","6","5","1","0","0","0","0","0","0","0","0","3","7","15","5","6","2","75.00"
"834","Justin DiBenedetto","NYI","C","8","72.516666666667","0","1","0","1","1","50.00","6","0.00","10","7","3","1","0","0","2","1","1","0","0","5","1","0","13","11","3","0","0","-"
"839","Eric Wellwood","PHI","L","3","40.25","0","1","1","0","1","50.00","8","0.00","13","10","7","2","1","1","2","1","1","0","0","2","1","4","4","6","1","0","0","-"
"848","Kyle Palmieri","ANA","R","10","86.866666666667","1","0","0","0","1","50.00","10","10.00","14","13","7","3","0","0","0","0","0","0","0","0","1","0","5","13","1","0","0","-"
"864","Tomas Tatar","DET","L","9","86.416666666667","1","0","0","0","1","33.33","6","16.67","17","11","11","5","0","1","0","0","0","0","0","1","2","2","7","4","0","0","0","-"
"867","Alexander Urbom","N.J","D","8","100.63333333333","1","0","0","0","1","100.00","5","20.00","16","12","4","1","0","0","0","0","0","0","0","2","5","1","5","7","6","0","0","-"
"869","Scott Timmins","FLA","C","19","205.53333333333","1","0","0","0","1","100.00","13","7.69","31","22","17","8","1","6","8","4","4","0","0","1","4","7","18","14","11","61","69","46.92"
"880","Christopher Tanev","VAN","D","29","399.93333333333","0","1","0","1","1","7.69","15","0.00","38","19","13","4","0","2","0","0","0","0","0","2","8","10","10","91","32","0","0","-"
"9","Peter Forsberg","COL","C","2","35.166666666667","0","0","0","0","0","-","3","0.00","7","5","3","0","0","0","4","2","2","0","0","0","0","1","3","4","0","0","0","-"
"40","Wade Belak","NSH","R","15","56.65","0","0","0","0","0","-","4","0.00","5","5","4","2","0","0","18","6","4","2","0","3","5","0","20","7","2","0","0","-"
"51","Brad Lukowich","DAL","D","5","51.316666666667","0","0","0","0","0","0.00","3","0.00","6","4","0","0","0","1","0","0","0","0","0","1","0","1","5","4","6","0","0","-"
"53","Shane Hnidy","BOS","D","3","44.333333333333","0","0","0","0","0","-","3","0.00","9","5","4","0","0","0","2","1","1","0","0","0","1","0","2","1","1","0","0","-"
"78","Josh Green","ANA","C","12","120.1","0","0","0","0","0","0.00","10","0.00","20","17","7","6","2","1","6","2","2","0","0","0","0","3","11","8","1","3","4","42.86"
"80","Steve Begin","NSH","L","2","19.616666666667","0","0","0","0","0","-","2","0.00","3","3","2","0","0","0","4","2","2","0","0","0","0","1","5","1","0","0","0","-"
"86","Mark Parrish","BUF","R","2","23.55","0","0","0","0","0","0.00","0","-","2","1","0","0","0","0","0","0","0","0","0","0","1","0","2","6","2","0","0","-"
"116","Francis Lessard","OTT","R","24","92.55","0","0","0","0","0","0.00","6","0.00","12","10","6","3","0","1","78","14","4","6","4","7","2","1","36","13","2","1","0","100.00"
"150","Matt Walker","PHI","D","4","46.533333333333","0","0","0","0","0","0.00","3","0.00","4","3","1","1","0","0","4","2","2","0","0","2","1","0","5","2","5","0","0","-"
"154","Jay Leach","N.J","D","7","99.7","0","0","0","0","0","0.00","2","0.00","6","4","1","0","0","0","7","2","1","1","0","1","1","1","5","8","6","0","0","-"
"178","Jonas Andersson","VAN","R","4","24.216666666667","0","0","0","0","0","0.00","1","0.00","2","1","1","1","0","0","0","0","0","0","0","0","0","0","3","7","1","0","0","-"
"184","Doug Janik","DET","D","7","92.516666666667","0","0","0","0","0","0.00","8","0.00","16","9","3","0","0","0","7","2","1","1","0","2","5","0","2","10","7","0","0","-"
"224","Jeff Taffe","CHI","L","1","4.0833333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","40.00"
"244","Matthew Lombardi","NSH","C","2","29.65","0","0","0","0","0","-","6","0.00","8","8","3","2","0","0","0","0","0","0","0","0","1","2","0","2","0","16","13","55.17"
"252","Raitis Ivanans","CGY","L","1","8.3333333333333","0","0","0","0","0","-","0","-","1","1","1","0","0","0","5","1","0","1","0","1","0","1","1","2","0","0","0","-"
"276","Noah Welch","ATL","D","2","35.1","0","0","0","0","0","0.00","1","0.00","2","1","1","0","0","0","0","0","0","0","0","0","0","0","10","2","3","0","0","-"
"284","Richard Petiot","EDM","D","2","26.166666666667","0","0","0","0","0","0.00","1","0.00","2","1","0","0","0","0","2","1","1","0","0","1","1","2","3","0","4","0","0","-"
"286","Colin Stuart","BUF","L","3","39.466666666667","0","0","0","0","0","0.00","5","0.00","11","8","8","3","1","0","2","1","1","0","0","0","0","2","3","1","4","1","1","50.00"
"287","Joel Perrault","VAN","C","7","50.35","0","0","0","0","0","0.00","3","0.00","7","5","3","0","1","1","0","0","0","0","0","0","2","1","11","4","2","13","18","41.94"
"300","Aaron Voros","ANA","L","12","66.55","0","0","0","0","0","0.00","8","0.00","10","9","5","3","0","2","43","10","4","5","1","10","0","1","12","16","1","2","1","66.67"
"301","Ryan Hollweg","PHX","L","3","19.666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","0","0","0","0","-"
"310","Keith Aucoin","WSH","C","1","11.783333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","2","33.33"
"313","Sheldon Brookbank","ANA","D","40","533.05","0","0","0","0","0","0.00","29","0.00","61","40","12","4","0","3","63","17","9","7","1","15","9","3","54","56","37","0","0","-"
"314","Matt Ellis","BUF","L","14","140.61666666667","0","0","0","0","0","-","20","0.00","39","32","21","9","1","1","0","0","0","0","0","0","1","4","8","17","7","28","30","48.28"
"320","Ryan Craig","PIT","C","6","58.933333333333","0","0","0","0","0","-","7","0.00","9","8","7","5","0","0","22","4","1","2","1","4","0","0","6","11","1","3","2","60.00"
"326","John Zeiler","L.A","R","4","22.4","0","0","0","0","0","-","1","0.00","5","3","2","1","0","0","0","0","0","0","0","0","0","0","4","4","0","5","5","50.00"
"364","Nate Guenin","CBJ","D","3","44.383333333333","0","0","0","0","0","0.00","2","0.00","3","2","1","1","0","0","2","1","1","0","0","0","0","1","11","4","7","0","0","-"
"373","Jed Ortmeyer","MIN","R","4","37.566666666667","0","0","0","0","0","-","5","0.00","9","8","2","1","0","0","2","1","1","0","0","0","1","1","4","5","0","0","0","-"
"384","Hugh Jessiman","FLA","R","2","14.7","0","0","0","0","0","-","2","0.00","4","3","3","3","0","0","5","1","0","1","0","1","0","0","4","0","0","0","0","-"
"393","Marc-Antoine Pouliot","T.B","C","3","32.3","0","0","0","0","0","0.00","2","0.00","4","3","2","0","0","1","0","0","0","0","0","1","2","0","2","5","0","5","8","38.46"
"401","Shawn Belle","COL, EDM","D","9","154.31666666667","0","0","0","0","0","0.00","8","0.00","15","10","3","1","0","1","2","1","1","0","0","0","8","2","9","3","4","0","0","-"
"404","Matt Smaby","T.B","D","32","223.68333333333","0","0","0","0","0","0.00","9","0.00","23","13","5","1","0","0","17","7","6","1","0","4","6","0","45","24","18","0","0","-"
"421","Ryan Potulny","CHI, OTT","C","10","78.983333333333","0","0","0","0","0","0.00","7","0.00","12","9","6","1","0","0","0","0","0","0","0","0","0","3","5","5","1","10","16","38.46"
"427","Guillaume Desbiens","VAN","R","12","88.266666666667","0","0","0","0","0","-","4","0.00","12","9","6","3","0","1","10","2","0","2","0","2","0","1","22","7","4","1","0","100.00"
"429","Corey Potter","PIT","D","1","16.716666666667","0","0","0","0","0","-","1","0.00","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"441","Francis Wathier","DAL","L","3","11.766666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","5","0","0","0","-"
"443","Drew Bagnall","MIN","D","2","26.016666666667","0","0","0","0","0","-","1","0.00","2","1","1","0","0","0","4","2","2","0","0","1","0","0","0","2","1","0","0","-"
"447","Mathieu Roy","T.B","D","4","18.866666666667","0","0","0","0","0","-","1","0.00","2","2","0","0","0","1","2","1","1","0","0","1","3","0","4","2","1","0","0","-"
"448","Jeremy Williams","NYR","R","1","3.7166666666667","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","-"
"464","Bryan Rodney","CAR","D","3","26.2","0","0","0","0","0","-","3","0.00","3","3","2","1","2","1","2","1","1","0","0","0","1","0","0","2","4","0","0","-"
"466","Garrett Stafford","PHX","D","2","24.8","0","0","0","0","0","0.00","2","0.00","3","3","1","0","0","1","0","0","0","0","0","0","2","0","4","0","0","0","0","-"
"490","Raymond Sawada","DAL","R","1","5.8333333333333","0","0","0","0","0","-","1","0.00","1","1","1","1","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","-"
"507","Brett Carson","CAR, CGY","D","19","217.41666666667","0","0","0","0","0","0.00","12","0.00","22","14","7","0","0","2","4","2","2","0","0","3","2","1","19","22","11","0","0","-"
"517","Roman Wick","OTT","R","7","60.383333333333","0","0","0","0","0","-","4","0.00","15","10","9","5","0","0","0","0","0","0","0","1","3","2","2","7","3","1","2","33.33"
"524","Robbie Earl","MIN","L","6","52.583333333333","0","0","0","0","0","-","6","0.00","10","8","4","2","0","0","0","0","0","0","0","0","3","0","8","7","0","0","2","0.00"
"530","Pierre-Luc Letourneau-Leblond","N.J","R","2","6.9166666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","21","5","3","1","1","1","0","0","3","1","0","0","0","-"
"531","Tyler Eckford","N.J","D","4","34.866666666667","0","0","0","0","0","-","1","0.00","4","2","1","0","0","0","0","0","0","0","0","0","1","0","3","1","2","0","0","-"
"535","Travis Morin","DAL","C","3","26.6","0","0","0","0","0","-","2","0.00","3","3","2","1","1","0","0","0","0","0","0","0","0","0","1","1","2","8","6","57.14"
"542","Olivier Magnan","N.J","D","18","282.81666666667","0","0","0","0","0","0.00","8","0.00","20","14","2","0","0","0","4","2","2","0","0","0","7","4","29","25","15","0","1","0.00"
"549","Mike Blunden","CBJ","R","1","10.516666666667","0","0","0","0","0","-","2","0.00","4","3","2","1","0","0","0","0","0","0","0","0","0","0","6","1","0","5","5","50.00"
"566","Ryan Parent","VAN","D","4","55.566666666667","0","0","0","0","0","-","3","0.00","8","5","2","0","0","0","0","0","0","0","0","1","2","0","4","6","7","0","0","-"
"568","Kenndal McArdle","FLA","L","11","109.4","0","0","0","0","0","-","6","0.00","12","9","4","0","0","1","16","5","3","2","0","2","1","1","36","9","3","1","2","33.33"
"583","Matt Kassian","MIN","L","4","21.933333333333","0","0","0","0","0","-","1","0.00","2","1","1","1","0","0","12","3","1","2","0","2","1","0","6","2","3","0","0","-"
"585","Brodie Dupont","NYR","L","1","5.5666666666667","0","0","0","0","0","-","1","0.00","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","-"
"587","Evan Brophey","CHI","C","1","7.15","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","0","0","0","0","0","0","1","0","3","1","1","4","1","80.00"
"589","Teemu Laakso","NSH","D","1","2.7166666666667","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"595","Oskars Bartulis","PHI","D","13","169.31666666667","0","0","0","0","0","0.00","7","0.00","19","11","3","0","0","1","4","2","2","0","0","4","2","3","8","23","13","0","0","-"
"596","Cody Bass","OTT","C","1","7.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","-"
"603","Ray Macias","COL","D","2","30.2","0","0","0","0","0","0.00","0","-","4","3","2","0","0","0","2","1","1","0","0","0","0","1","1","1","1","0","0","-"
"611","Nick Drazenovic","STL","C","3","26.933333333333","0","0","0","0","0","-","2","0.00","5","5","4","4","0","0","0","0","0","0","0","0","1","0","7","4","1","6","5","54.55"
"623","Mike Duco","FLA","R","2","17.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","10","2","0","2","0","2","1","0","6","2","0","0","0","-"
"627","Brett Festerling","ANA","D","1","14.883333333333","0","0","0","0","0","-","0","-","1","1","1","0","0","1","0","0","0","0","0","0","0","0","2","0","4","0","0","-"
"636","Stephen Gionta","N.J","R","12","108.06666666667","0","0","0","0","0","-","13","0.00","25","20","13","5","1","0","6","3","3","0","0","4","2","5","16","13","5","0","0","-"
"646","Rhett Rakhshani","NYI","R","2","23.416666666667","0","0","0","0","0","-","2","0.00","3","3","2","1","0","1","0","0","0","0","0","0","1","2","0","4","0","0","0","-"
"647","Arturs Kulda","ATL","D","2","22.216666666667","0","0","0","0","0","0.00","3","0.00","4","3","0","0","0","0","2","1","1","0","0","1","1","0","4","3","1","0","0","-"
"670","Korbinian Holzer","TOR","D","2","26.033333333333","0","0","0","0","0","-","1","0.00","3","1","0","0","0","0","2","1","1","0","0","0","2","1","1","5","3","0","0","-"
"674","Brian Strait","PIT","D","3","40.616666666667","0","0","0","0","0","0.00","0","-","3","1","2","0","0","0","0","0","0","0","0","0","1","1","2","6","2","0","0","-"
"684","Chris Summers","PHX","D","2","27.733333333333","0","0","0","0","0","-","0","-","2","1","1","0","0","0","4","2","2","0","0","0","1","0","4","4","2","0","0","-"
"690","Shane Sims","NYI","D","1","6.5666666666667","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","-"
"696","Frazer McLaren","S.J","L","9","38.266666666667","0","0","0","0","0","0.00","1","0.00","2","1","1","1","0","0","22","5","1","4","0","5","2","0","6","4","0","0","0","-"
"698","Tim Wallace","PIT","R","7","56.35","0","0","0","0","0","-","1","0.00","4","2","1","0","0","0","5","1","0","1","0","1","1","1","21","12","2","3","0","100.00"
"708","Rob Klinkhammer","CHI","L","1","11.6","0","0","0","0","0","0.00","1","0.00","3","2","1","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","-"
"712","Luca Caputi","TOR","L","7","77.483333333333","0","0","0","0","0","-","8","0.00","15","13","7","3","0","0","4","2","2","0","0","1","2","1","7","8","0","2","4","33.33"
"716","Colby Cohen","COL","D","3","53.2","0","0","0","0","0","0.00","2","0.00","5","3","2","1","0","0","4","2","2","0","0","4","0","2","4","5","3","0","0","-"
"717","Nick Bonino","ANA","C","26","254.98333333333","0","0","0","0","0","0.00","23","0.00","41","36","26","7","0","0","4","2","2","0","0","4","4","10","18","20","10","78","88","46.99"
"719","Jim O'Brien","OTT","C","6","58.033333333333","0","0","0","0","0","-","11","0.00","15","13","10","2","1","0","2","1","1","0","0","0","4","2","5","10","0","8","8","50.00"
"722","Aaron Palushaj","MTL","R","3","25.55","0","0","0","0","0","0.00","3","0.00","6","4","4","1","0","0","2","1","1","0","0","1","2","0","3","4","1","0","1","0.00"
"727","Cody Almond","MIN","C","8","56.216666666667","0","0","0","0","0","0.00","3","0.00","5","4","2","0","0","0","2","1","1","0","0","0","1","1","11","8","3","13","19","40.63"
"729","Alex Plante","EDM","D","3","45.15","0","0","0","0","0","0.00","5","0.00","6","5","1","0","0","0","11","4","3","1","0","2","1","0","4","1","3","0","0","-"
"737","Paul Postma","ATL","D","1","9.9166666666667","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"744","Colton Sceviour","DAL","C","1","5.15","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"745","Dwight King","L.A","L","6","70.333333333333","0","0","0","0","0","0.00","3","0.00","4","4","4","1","0","0","2","1","1","0","0","2","1","1","7","7","1","0","0","-"
"754","Spencer Machacek","ATL","R","10","76.8","0","0","0","0","0","-","7","0.00","11","8","5","4","1","1","0","0","0","0","0","0","0","0","22","15","2","0","0","-"
"759","Andreas Thuresson","NSH","R","3","30.433333333333","0","0","0","0","0","-","2","0.00","6","4","3","1","1","0","2","1","1","0","0","0","2","3","8","0","0","0","2","0.00"
"768","Matt Frattin","TOR","R","1","15.566666666667","0","0","0","0","0","-","5","0.00","8","7","4","3","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","-"
"770","Nick Holden","CBJ","D","5","85.95","0","0","0","0","0","0.00","6","0.00","15","11","2","0","0","1","0","0","0","0","0","1","0","0","4","5","9","0","0","-"
"773","Maxim Noreau","MIN","D","5","71.433333333333","0","0","0","0","0","0.00","8","0.00","15","13","1","0","0","0","0","0","0","0","0","1","2","3","2","5","4","0","0","-"
"807","Yann Sauve","VAN","D","5","65","0","0","0","0","0","0.00","6","0.00","9","6","0","0","0","1","0","0","0","0","0","0","4","0","9","5","4","0","0","-"
"816","Evgeny Grachev","NYR","C","8","61.616666666667","0","0","0","0","0","-","3","0.00","6","4","3","2","0","1","0","0","0","0","0","1","0","4","8","9","0","0","1","0.00"
"817","Adam Henrique","N.J","C","1","13.35","0","0","0","0","0","0.00","3","0.00","3","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0.00"
"820","Jamie Arniel","BOS","C","1","12.433333333333","0","0","0","0","0","-","3","0.00","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"821","Dale Weise","NYR","R","10","65.05","0","0","0","0","0","-","9","0.00","12","11","9","1","0","0","19","5","2","3","0","3","0","2","20","9","3","0","0","-"
"822","TJ Brodie","CGY","D","3","48.016666666667","0","0","0","0","0","-","1","0.00","4","1","1","0","0","0","2","1","1","0","0","0","2","1","2","2","4","0","0","-"
"823","James Wright","T.B","C","1","4.6","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0.00"
"835","Tommy Wingels","S.J","C","5","25.55","0","0","0","0","0","-","1","0.00","2","2","2","1","0","0","0","0","0","0","0","1","0","0","6","5","1","1","2","33.33"
"836","Matt Bartkowski","BOS","D","6","55.233333333333","0","0","0","0","0","0.00","2","0.00","8","4","4","0","0","0","4","2","2","0","0","1","1","0","4","1","2","0","0","-"
"837","Stefan Della Rovere","STL","L","7","42.616666666667","0","0","0","0","0","-","4","0.00","8","7","2","1","0","1","11","4","3","1","0","1","1","0","10","5","2","3","1","75.00"
"838","Brandon Mashinter","S.J","L","13","82.9","0","0","0","0","0","0.00","5","0.00","14","12","10","4","1","1","17","4","1","3","0","4","2","2","16","9","1","0","0","-"
"841","Christian Hanson","TOR","C","6","50.616666666667","0","0","0","0","0","-","2","0.00","11","8","6","2","2","0","4","2","2","0","0","0","1","2","11","5","0","7","10","41.18"
"843","Evan Oberg","VAN","D","2","19.65","0","0","0","0","0","0.00","1","0.00","4","2","0","0","0","0","0","0","0","0","0","1","0","0","2","1","1","0","0","-"
"850","Carl Klingberg","ATL","L","1","10.366666666667","0","0","0","0","0","-","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"863","John Moore","CBJ","D","2","22.95","0","0","0","0","0","0.00","0","-","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","-"
"865","Brandon Pirri","CHI","R","1","8.9333333333333","0","0","0","0","0","-","1","0.00","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","2","1","2","4","33.33"
"870","Marcus Kruger","CHI","C","7","83.716666666667","0","0","0","0","0","-","7","0.00","13","10","9","3","0","0","4","2","2","0","0","3","3","3","4","3","2","14","25","35.90"
"871","Andreas Engqvist","MTL","C","3","26.283333333333","0","0","0","0","0","-","1","0.00","4","2","1","1","0","0","0","0","0","0","0","0","0","1","2","1","3","7","12","36.84"
"873","Ben Holmstrom","PHI","C","2","18.15","0","0","0","0","0","-","0","-","1","0","1","0","0","0","5","1","0","1","0","3","0","1","8","1","0","5","11","31.25"
"874","Nate Prosser","MIN","D","2","29.6","0","0","0","0","0","-","1","0.00","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","-"
"877","Erik Gustafsson","PHI","D","3","32.866666666667","0","0","0","0","0","-","2","0.00","5","2","1","0","0","1","4","2","2","0","0","2","1","1","0","7","1","0","0","-"
"878","Brendon Nash","MTL","D","2","20.383333333333","0","0","0","0","0","-","2","0.00","4","2","1","0","0","0","0","0","0","0","0","0","1","0","1","3","6","0","0","-"
"879","Linus Klasen","NSH","L","4","51.55","0","0","0","0","0","-","4","0.00","6","6","3","2","0","1","0","0","0","0","0","0","1","0","1","5","1","0","0","-"
"888","Marcel Mueller","TOR","C","3","30.366666666667","0","0","0","0","0","-","5","0.00","7","7","5","3","1","0","2","1","1","0","0","0","0","0","7","6","0","0","1","0.00"
"889","Jamie Doornbosch","NYI","D","1","5.35","0","0","0","0","0","-","1","0.00","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","-"
"890","Stephane Da Costa","OTT","C","4","45.65","0","0","0","0","0","-","9","0.00","11","10","7","3","0","1","0","0","0","0","0","1","1","7","3","4","0","6","15","28.57"
"891","Matt Campanale","NYI","D","1","8.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","-"
