"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"1","Jaromir Jagr","FLA","R","79","1348.9333333333","27","39","21","18","66","72.53","143","18.88","254","210","182","84","7","11","48","23","23","0","0","12","44","33","31","58","16","0","1","0.00"
"663","Nikita Kucherov","T.B","R","77","1402.35","30","36","25","11","66","75.86","209","14.35","402","291","207","82","13","25","30","15","15","0","0","18","58","34","61","98","28","0","1","0.00"
"559","Taylor Hall","EDM","L","82","1574.75","26","39","29","10","65","77.38","286","9.09","474","368","283","130","17","24","54","27","27","0","0","24","73","64","82","184","50","14","25","35.90"
"265","Kyle Okposo","NYI","R","79","1438.25","22","42","23","19","64","73.56","202","10.89","376","272","220","83","13","16","51","23","22","1","0","21","54","42","90","140","39","23","40","36.51"
"351","Max Pacioretty","MTL","L","82","1519.2333333333","30","34","23","11","64","71.91","303","9.90","540","425","267","107","17","42","34","17","17","0","0","14","33","35","102","148","37","6","7","46.15"
"369","Steven Stamkos","T.B","C","77","1521.1","36","28","17","11","64","72.73","216","16.67","404","311","191","79","9","18","38","19","19","0","0","21","45","45","109","81","35","463","464","49.95"
"730","Filip Forsberg","NSH","L","82","1562.3166666667","33","31","14","17","64","68.09","247","13.36","490","375","248","84","12","28","47","18","16","1","1","35","52","72","114","101","41","2","7","22.22"
"63","Jason Spezza","DAL","C","75","1238.7666666667","33","30","18","12","63","70.79","202","16.34","391","288","189","82","12","28","22","11","11","0","0","13","62","45","9","35","20","538","443","54.84"
"131","Ryan Getzlaf","ANA","C","77","1501.95","13","50","30","20","63","69.23","178","7.30","351","276","168","58","12","16","55","23","20","3","0","18","75","48","108","90","61","602","617","49.38"
"139","Loui Eriksson","BOS","L","82","1597.5","30","33","18","15","63","66.32","184","16.30","268","235","177","98","10","11","12","6","6","0","0","11","27","48","22","100","34","12","9","57.14"
"185","David Krejci","BOS","C","72","1461.6666666667","17","46","28","18","63","73.26","143","11.89","292","205","128","43","7","18","32","15","15","0","0","19","49","36","43","76","57","560","557","50.13"
"812","Sean Monahan","CGY","C","81","1552.7666666667","27","36","25","11","63","63.64","197","13.71","336","269","236","116","7","21","18","9","9","0","0","11","38","55","38","37","37","887","852","51.01"
"125","Jeff Carter","L.A","C","77","1415.9","24","38","20","18","62","69.66","242","9.92","447","350","229","101","15","26","20","10","10","0","0","16","41","26","89","72","39","598","630","48.70"
"137","Corey Perry","ANA","R","82","1452.0333333333","34","28","22","6","62","68.89","215","15.81","384","305","232","120","9","21","68","31","29","2","0","26","53","25","104","136","36","2","8","20.00"
"35","Daniel Sedin","VAN","L","82","1503.3666666667","28","33","20","13","61","74.39","258","10.85","396","340","230","121","13","18","36","18","18","0","0","15","31","24","20","51","19","5","14","26.32"
"259","Brad Marchand","BOS","L","77","1432.2166666667","37","24","15","9","61","74.39","250","14.80","395","321","212","80","21","17","90","34","30","2","2","35","69","43","65","111","35","21","35","37.50"
"388","Roman Josi","NSH","D","81","2064.2166666667","14","47","33","14","61","55.96","198","7.07","398","271","138","26","3","21","43","20","19","1","0","15","43","21","59","119","185","0","0","-"
"516","Mats Zuccarello","NYR","R","81","1496.6","26","35","27","8","61","63.54","166","15.66","321","238","179","57","5","15","34","16","16","0","0","22","43","59","88","73","69","5","6","45.45"
"589","Mark Stone","OTT","R","75","1508.5166666667","23","38","21","17","61","67.78","151","15.23","272","216","168","80","9","17","38","19","19","0","0","11","54","128","55","99","54","8","11","42.11"
"670","Mark Scheifele","WPG","C","71","1316.9666666667","29","32","20","12","61","74.39","194","14.95","320","263","224","94","5","20","46","19","18","0","1","25","35","61","53","112","36","515","651","44.17"
"83","Jussi Jokinen","FLA","L","81","1481.6","18","42","24","18","60","70.59","153","11.76","248","197","132","46","10","14","42","17","16","0","1","15","47","31","43","61","50","135","127","51.53"
"358","Wayne Simmonds","PHI","R","81","1395.9666666667","32","28","18","10","60","65.22","229","13.97","393","318","242","160","9","41","147","42","31","5","6","37","31","25","192","110","44","5","2","71.43"
"440","Ryan O'Reilly","BUF","C","71","1543.1833333333","21","39","26","13","60","73.17","157","13.38","243","199","130","54","9","12","8","4","4","0","0","14","28","47","17","50","43","1024","788","56.51"
"561","Ryan Johansen","CBJ, NSH","C","80","1405.0166666667","14","46","25","21","60","68.97","185","7.57","300","237","157","69","8","14","61","29","28","1","0","18","42","38","115","64","30","652","594","52.33"
"284","Phil Kessel","PIT","R","82","1507.2666666667","26","33","22","11","59","59.60","274","9.49","479","356","260","94","19","35","18","9","9","0","0","13","55","26","9","49","13","2","3","40.00"
"429","Mike Hoffman","OTT","L","78","1368.3666666667","29","30","19","11","59","74.68","242","11.98","465","332","177","57","8","22","18","9","9","0","0","14","45","44","22","60","29","8","10","44.44"
"448","Matt Duchene","COL","C","76","1412.8833333333","30","29","16","13","59","72.84","200","15.00","325","262","184","92","12","24","24","12","12","0","0","25","31","43","41","89","37","428","311","57.92"
"450","Brayden Schenn","PHI","C","80","1351.5166666667","26","33","19","14","59","67.82","178","14.61","323","250","211","101","5","18","33","12","9","3","0","20","35","30","187","106","30","52","64","44.83"
"666","Jonathan Huberdeau","FLA","L","76","1378.9166666667","20","39","21","18","59","65.56","175","11.43","270","226","192","97","9","18","43","19","18","1","0","32","46","32","53","99","36","7","11","38.89"
"808","Aleksander Barkov","FLA","C","66","1282.3833333333","28","31","19","12","59","71.95","171","16.37","255","218","187","103","11","12","8","4","4","0","0","18","29","45","43","91","39","569","587","49.22"
"168","Evgeni Malkin","PIT","C","57","1104.0166666667","27","31","21","10","58","79.45","162","16.67","285","219","177","73","7","17","65","31","30","1","0","22","52","54","27","70","19","317","438","41.99"
"225","James Neal","NSH","L, R","82","1563.85","31","27","19","8","58","58.00","268","11.57","474","363","249","94","13","27","65","31","30","1","0","28","25","49","113","89","31","8","19","29.63"
"282","Derick Brassard","NYR","C","80","1430.8166666667","27","31","18","13","58","63.04","182","14.84","307","234","171","71","8","16","30","15","15","0","0","13","56","47","103","68","23","676","670","50.22"
"298","Jonathan Toews","CHI","C","80","1538.7166666667","28","30","17","13","58","64.44","179","15.64","278","228","180","88","8","16","62","27","25","2","0","38","28","57","81","135","38","921","652","58.55"
"521","Tyler Toffoli","L.A","C","82","1419.65","31","27","16","11","58","61.70","213","14.55","413","315","262","108","18","28","20","10","10","0","0","11","38","32","70","90","19","0","4","0.00"
"587","John Klingberg","DAL","D","76","1723.85","10","48","21","27","58","43.94","171","5.85","365","234","117","26","6","26","30","15","15","0","0","13","78","36","44","184","68","0","0","-"
"436","Kyle Palmieri","N.J","R","82","1460.3166666667","30","27","16","11","57","75.00","222","13.51","391","300","191","77","7","23","39","18","17","1","0","44","35","43","129","130","51","10","17","37.04"
"64","Mikko Koivu","MIN","C","82","1634.1833333333","17","39","18","21","56","58.95","141","12.06","277","202","150","56","4","23","40","20","20","0","0","12","45","37","38","47","57","987","771","56.14"
"166","Mark Giordano","CGY","D","82","2033.0166666667","21","35","17","18","56","50.00","212","9.91","473","296","141","17","7","24","54","27","27","0","0","21","68","45","65","108","193","0","0","-"
"213","Bobby Ryan","OTT","R","81","1391.1666666667","22","34","23","11","56","71.79","183","12.02","341","248","176","71","10","26","28","13","13","0","0","27","52","52","106","106","24","3","8","27.27"
"708","Alex Galchenyuk","MTL","C","82","1333.2666666667","30","26","16","10","56","69.14","201","14.93","360","281","203","93","7","24","20","9","9","0","0","19","36","31","62","124","36","359","390","47.93"
"877","Jack Eichel","BUF","C","81","1548.85","24","32","22","10","56","70.89","238","10.08","434","328","183","76","15","19","22","11","11","0","0","28","49","43","43","83","25","402","578","41.02"
"36","Henrik Sedin","VAN","C","74","1360.0333333333","11","44","30","14","55","75.34","99","11.11","157","130","91","43","5","6","24","12","12","0","0","11","50","23","9","38","19","620","727","46.03"
"77","Patrick Sharp","DAL","L","76","1338.95","20","35","25","10","55","61.80","226","8.85","406","324","221","85","17","25","27","12","11","1","0","8","46","51","76","67","24","16","17","48.48"
"271","Milan Lucic","L.A","L","81","1396.2","20","35","25","10","55","56.70","124","16.13","269","209","172","88","10","20","79","27","22","3","2","15","48","22","244","124","22","7","13","35.00"
"352","Jakub Voracek","PHI","R","73","1356.7833333333","11","44","27","17","55","69.62","213","5.16","387","280","164","56","8","33","38","19","19","0","0","24","50","26","51","118","34","3","3","50.00"
"451","Oliver Ekman-Larsson","ARI","D","75","1857.7166666667","21","34","16","18","55","46.22","228","9.21","509","331","129","19","7","36","86","34","32","0","2","45","39","40","154","143","67","0","0","-"
"76","Tomas Plekanec","MTL","C","82","1519.6333333333","14","40","21","19","54","65.06","189","7.41","323","250","161","59","16","18","36","18","18","0","0","19","45","15","60","66","46","804","811","49.78"
"129","Zach Parise","MIN","L","70","1350.4333333333","25","28","14","14","53","75.71","234","10.68","385","315","258","137","12","39","36","16","16","0","0","21","18","39","71","96","42","0","4","0.00"
"134","Ryan Kesler","ANA","C","79","1543","21","32","19","13","53","74.65","165","12.73","348","268","211","100","12","18","74","30","27","2","1","31","34","39","168","117","92","980","695","58.51"
"159","Dustin Byfuglien","WPG","D","81","2041","19","34","20","14","53","45.69","247","7.69","498","355","133","50","7","30","119","50","47","1","2","21","92","73","222","72","105","0","0","-"
"394","Derek Stepan","NYR","C","72","1278.3833333333","22","31","16","15","53","69.74","192","11.46","306","254","164","85","17","16","20","9","9","0","0","13","30","62","38","89","39","515","588","46.69"
"414","Cam Atkinson","CBJ","R","81","1441.65","27","26","19","7","53","67.95","226","11.95","371","305","237","116","14","29","22","10","10","0","0","17","18","43","47","42","40","2","2","50.00"
"627","Vincent Trocheck","FLA","C","76","1350.5333333333","25","28","17","11","53","73.61","175","14.29","300","240","184","77","16","23","44","22","22","0","0","26","33","43","125","155","41","547","559","49.46"
"652","Brandon Saad","CBJ","L","78","1343.0333333333","31","22","11","11","53","71.62","233","13.30","396","312","246","126","17","26","14","7","7","0","0","21","31","33","43","49","25","19","15","55.88"
"665","Gabriel Landeskog","COL","L","75","1419.4333333333","20","33","18","15","53","69.74","170","11.76","250","211","118","70","5","17","69","29","27","1","1","25","30","37","141","85","66","31","25","55.36"
"51","Justin Williams","WSH","R","82","1365.5333333333","22","30","15","15","52","58.43","201","10.95","325","267","215","98","10","20","36","18","18","0","0","12","48","37","32","130","43","57","52","52.29"
"98","Frans Nielsen","NYI","C","81","1435.3166666667","20","32","16","16","52","69.33","181","11.05","322","252","180","77","7","16","12","6","6","0","0","13","30","30","35","112","92","586","583","50.13"
"110","Alexander Steen","STL","L","67","1364.8666666667","17","35","20","15","52","68.42","172","9.88","292","226","146","49","8","19","48","24","24","0","0","17","20","36","50","103","35","159","198","44.54"
"807","Nathan MacKinnon","COL","C","72","1358.35","21","31","15","16","52","65.82","245","8.57","417","337","224","75","14","29","20","9","9","0","0","26","39","28","46","68","53","507","540","48.42"
"817","Max Domi","ARI","L","81","1326.3166666667","18","34","24","10","52","63.41","156","11.54","297","217","169","61","7","16","72","26","21","4","1","33","41","28","34","83","25","20","35","36.36"
"122","Ryan Suter","MIN","D","82","2344.6166666667","8","43","21","22","51","42.50","188","4.26","402","256","99","13","10","19","30","15","15","0","0","7","41","36","69","63","142","0","0","-"
"143","Shea Weber","NSH","D","78","1979.4","20","31","17","14","51","50.00","189","10.58","380","280","85","10","4","19","27","12","11","1","0","9","39","19","169","58","160","0","0","-"
"150","Lee Stempniak","BOS, N.J","R","82","1471.3833333333","19","32","15","17","51","69.86","146","13.01","257","198","157","84","10","19","38","18","18","0","0","12","30","31","113","72","34","2","11","15.38"
"181","Carl Soderberg","COL","C","82","1477.2333333333","12","39","27","12","51","76.12","163","7.36","267","217","142","71","6","23","32","16","16","0","0","24","26","32","27","82","71","339","380","47.15"
"221","T.J. Oshie","WSH","R","80","1517.0666666667","26","25","11","14","51","54.26","185","14.05","320","256","212","102","6","14","34","17","17","0","0","25","42","62","134","120","62","138","124","52.67"
"249","Patric Hornqvist","PIT","R","82","1381.6","22","29","15","14","51","57.30","257","8.56","392","328","268","155","7","31","36","18","18","0","0","29","8","28","160","192","54","5","3","62.50"
"329","P.K. Subban","MTL","D","68","1792.6333333333","6","45","22","23","51","46.79","176","3.41","378","248","60","5","7","23","75","32","30","1","1","15","106","23","102","125","80","0","0","-"
"368","Drew Doughty","L.A","D","82","2297.4666666667","14","37","18","19","51","48.57","197","7.11","431","304","101","13","1","20","52","26","26","0","0","15","97","10","125","155","105","0","0","-"
"375","Mikkel Boedker","ARI, COL","L","80","1482.35","17","34","21","13","51","64.56","166","10.24","309","234","175","60","6","25","12","6","6","0","0","15","32","38","51","76","31","1","2","33.33"
"555","Jeff Skinner","CAR","L","82","1335.4833333333","28","23","20","3","51","72.86","258","10.85","435","338","264","115","4","32","38","14","13","0","1","29","43","77","21","86","17","20","27","42.55"
"669","Mika Zibanejad","OTT","C","81","1438.5166666667","21","30","16","14","51","67.11","184","11.41","331","265","189","95","11","23","18","8","8","0","0","21","52","39","111","91","43","659","647","50.46"
"852","Leon Draisaitl","EDM","C","72","1300.2333333333","19","32","16","16","51","72.86","133","14.29","214","176","148","66","3","16","20","10","10","0","0","19","61","40","38","97","18","502","536","48.36"
"26","Mike Ribeiro","NSH","C","81","1413.4166666667","7","43","19","24","50","58.14","76","9.21","123","103","79","39","3","7","62","14","10","0","4","12","50","22","61","76","20","288","472","37.89"
"41","Henrik Zetterberg","DET","L","82","1591.65","13","37","21","16","50","60.24","214","6.07","394","296","229","81","2","19","24","12","12","0","0","18","46","29","54","91","26","539","536","50.14"
"401","Adam Henrique","N.J","C","80","1586.1166666667","30","20","7","13","50","64.10","149","20.13","238","195","152","78","10","12","23","10","9","1","0","16","27","38","66","79","56","617","764","44.68"
"466","Reilly Smith","FLA","R","82","1526.1","25","25","17","8","50","62.50","173","14.45","299","231","170","77","15","20","31","10","8","1","1","18","31","51","85","120","39","0","2","0.00"
"34","Pavel Datsyuk","DET","C","66","1297.2333333333","16","33","16","17","49","67.12","181","8.84","323","249","207","97","10","18","14","7","7","0","0","14","26","48","70","75","33","599","517","53.67"
"46","Scott Hartnell","CBJ","L","79","1231.0833333333","23","26","15","11","49","66.22","150","15.33","240","199","153","89","5","23","112","42","36","4","2","25","32","20","131","66","41","0","3","0.00"
"127","Brent Seabrook","CHI","D","81","1847.8666666667","14","35","15","20","49","47.57","167","8.38","361","227","63","6","4","20","32","16","16","0","0","3","89","19","121","174","150","0","0","-"
"211","Paul Stastny","STL","C","64","1225.7","10","39","20","19","49","62.82","103","9.71","179","154","134","80","2","13","26","13","13","0","0","9","7","20","32","42","40","684","536","56.07"
"470","Tyson Barrie","COL","D","78","1809.5666666667","13","36","20","16","49","51.04","172","7.56","353","231","83","21","3","20","31","14","13","1","0","19","59","29","37","121","84","0","0","-"
"522","Ryan Spooner","BOS","C","80","1211.2833333333","13","36","29","7","49","73.13","162","8.02","275","217","138","41","12","18","35","12","10","1","1","9","35","25","53","58","19","304","407","42.76"
"648","Boone Jenner","CBJ","C","82","1345.55","30","19","12","7","49","77.78","225","13.33","344","281","223","134","7","37","77","26","21","3","2","24","25","39","213","87","71","156","138","53.06"
"13","Patrick Marleau","S.J","C, L","82","1560.3333333333","25","23","13","10","48","56.47","216","11.57","357","297","234","122","11","22","10","5","5","0","0","10","71","46","64","88","36","267","258","50.86"
"183","Brandon Dubinsky","CBJ","C","75","1407.2333333333","17","31","22","9","48","72.73","158","10.76","288","207","178","94","14","24","71","27","23","3","1","26","31","45","235","68","40","780","704","52.56"
"278","Jordan Staal","CAR","C","82","1500.65","20","28","20","8","48","69.57","151","13.25","271","217","184","100","7","21","34","17","17","0","0","22","50","55","165","117","31","806","589","57.78"
"651","Victor Rask","CAR","C","80","1358.65","21","27","10","17","48","62.34","160","13.13","295","235","161","71","8","18","24","12","12","0","0","12","31","42","32","87","34","479","456","51.23"
"876","Connor McDavid","EDM","C","45","849.81666666667","16","32","16","16","48","81.36","105","15.24","156","137","132","79","3","9","18","9","9","0","0","18","17","33","12","49","10","249","355","41.23"
"4","Shane Doan","ARI","R","72","1266.85","28","19","12","7","47","62.67","171","16.37","291","236","177","107","8","18","98","30","24","2","4","11","27","33","116","78","15","74","69","51.75"
"5","Jarome Iginla","COL","R","82","1300.65","22","25","16","9","47","67.14","182","12.09","342","241","153","62","9","28","41","16","13","3","0","17","22","22","70","66","45","61","54","53.04"
"233","Keith Yandle","NYR","D","82","1636.8833333333","5","42","24","18","47","58.75","160","3.13","364","242","84","18","5","16","40","20","20","0","0","11","76","27","43","53","68","0","0","-"
"349","Mikael Backlund","CGY","C","82","1347.15","21","26","17","9","47","68.12","155","13.55","274","212","147","65","7","16","28","14","14","0","0","8","44","57","68","66","51","539","604","47.16"
"383","Jordan Eberle","EDM","C, R","69","1232.0666666667","25","22","12","10","47","70.15","173","14.45","296","233","192","88","8","21","14","7","7","0","0","19","41","30","28","98","23","5","3","62.50"
"447","Victor Hedman","T.B","D","78","1799.1666666667","10","37","22","15","47","50.54","181","5.52","408","269","100","17","6","27","46","19","18","0","1","11","62","48","62","139","132","0","0","-"
"106","Jiri Hudler","CGY, FLA","R","72","1134.6666666667","16","30","17","13","46","67.65","109","14.68","180","144","111","62","3","13","27","12","11","1","0","16","25","23","28","33","7","11","15","42.31"
"169","Andrew Ladd","CHI, WPG","L","78","1474.5666666667","25","21","9","12","46","63.01","181","13.81","352","252","203","82","12","17","45","18","15","3","0","19","34","29","155","91","42","8","5","61.54"
"434","Marcus Johansson","WSH","L","74","1231.3333333333","17","29","18","11","46","58.97","132","12.88","213","176","150","65","8","12","16","8","8","0","0","21","39","35","38","116","24","128","150","46.04"
"725","Tomas Hertl","S.J","C","81","1293.8166666667","21","25","12","13","46","63.01","202","10.40","348","268","231","141","13","22","26","13","13","0","0","24","41","35","90","109","60","256","201","56.02"
"739","Shayne Gostisbehere","PHI","D","64","1285.7833333333","17","29","14","15","46","52.87","152","11.18","341","231","90","14","2","17","24","12","12","0","0","14","51","28","27","46","59","1","0","100.00"
"145","David Backes","STL","R","79","1519.1833333333","21","24","17","7","45","59.21","168","12.50","270","228","150","78","7","14","83","37","34","3","0","13","24","39","239","131","63","620","572","52.01"
"406","TJ Brodie","CGY","D","70","1768.2333333333","6","39","16","23","45","48.91","79","7.59","197","113","67","20","0","10","18","9","9","0","0","17","91","47","15","53","104","0","0","-"
"452","Nazem Kadri","TOR","C","76","1388.7833333333","17","28","20","8","45","64.29","260","6.54","485","356","266","93","14","20","73","35","34","1","0","64","41","47","148","191","43","641","663","49.16"
"468","Tomas Tatar","DET","L","81","1162.45","21","24","10","14","45","67.16","166","12.65","286","228","186","75","9","14","24","12","12","0","0","15","24","30","74","79","18","6","18","25.00"
"859","Dylan Larkin","DET","C","80","1323.5333333333","23","22","16","6","45","63.38","221","10.41","390","301","204","71","6","14","34","17","17","0","0","28","39","43","65","94","25","41","59","41.00"
"33","Andrei Markov","MTL","D","82","1954.5333333333","5","39","23","16","44","44.44","117","4.27","287","175","69","11","5","15","38","15","14","0","1","10","93","38","57","87","142","0","0","-"
"322","Kevin Shattenkirk","STL","D","72","1614.4","14","30","18","12","44","54.32","180","7.78","350","250","107","12","5","17","51","20","18","1","1","11","39","37","82","87","113","0","0","-"
"378","Joe Colborne","CGY","C","73","1107.0833333333","19","25","15","10","44","69.84","100","19.00","163","129","121","64","6","12","27","12","11","1","0","7","32","27","122","97","28","85","70","54.84"
"566","Mikael Granlund","MIN","C, R","82","1485.8","13","31","25","6","44","67.69","160","8.13","272","211","160","64","6","25","20","10","10","0","0","19","40","51","86","148","57","528","557","48.66"
"700","Torey Krug","BOS","D","81","1750.7166666667","4","40","26","14","44","45.83","244","1.64","491","342","131","17","7","29","33","15","14","1","0","17","57","20","61","84","94","2","0","100.00"
"782","Anthony Duclair","ARI","L","81","1164.7333333333","20","24","13","11","44","61.11","105","19.05","185","156","145","76","1","15","49","23","22","1","0","26","18","26","27","96","27","0","1","0.00"
"43","Joel Ward","S.J","R","79","1340.8666666667","21","22","14","8","43","67.19","138","15.22","232","196","160","100","2","13","28","14","14","0","0","9","51","41","68","86","53","237","256","48.07"
"112","Duncan Keith","CHI","D","67","1690.7666666667","9","34","15","19","43","45.74","130","6.92","287","185","57","6","2","10","26","9","8","0","1","5","46","22","16","74","116","0","1","0.00"
"306","Teddy Purcell","EDM, FLA","L","76","1279.0666666667","14","29","15","14","43","67.19","149","9.40","284","212","144","41","9","12","12","6","6","0","0","9","34","31","31","64","15","2","4","33.33"
"407","Gustav Nyquist","DET","R","82","1243.9666666667","17","26","17","9","43","64.18","161","10.56","262","204","165","68","6","12","34","17","17","0","0","15","26","28","58","74","19","0","2","0.00"
"462","Chris Kreider","NYR","L","79","1260.6","21","22","13","9","43","52.44","158","13.29","280","220","178","94","8","13","58","22","19","2","1","16","37","23","177","99","33","5","1","83.33"
"567","Nino Niederreiter","MIN","R","82","1274.5666666667","20","23","13","10","43","62.32","159","12.58","269","221","191","99","9","11","36","17","17","0","0","17","23","35","129","141","19","11","16","40.74"
"640","Jean-Gabriel Pageau","OTT","C","82","1369.65","19","24","15","9","43","69.35","133","14.29","212","165","123","63","12","15","26","9","8","0","1","17","37","30","166","113","60","614","563","52.17"
"672","Dougie Hamilton","CGY","D","82","1620.9166666667","12","31","11","20","43","55.84","190","6.32","381","270","117","20","3","22","46","19","18","0","1","12","63","15","78","46","106","0","0","-"
"677","J.T. Miller","NYR","L","82","1232.85","22","21","12","9","43","70.49","135","16.30","253","186","128","63","9","12","46","16","13","2","1","14","61","40","174","127","48","68","89","43.31"
"689","Rickard Rakell","ANA","C","72","1157.1833333333","20","23","13","10","43","62.32","170","11.76","308","247","195","85","8","15","19","8","7","1","0","20","36","29","121","148","30","197","254","43.68"
"175","Travis Zajac","N.J","C","74","1469.3833333333","14","28","14","14","42","58.33","111","12.61","186","150","124","62","8","9","25","11","10","1","0","15","5","49","65","71","41","715","672","51.55"
"228","Justin Abdelkader","DET","L","82","1511.7166666667","19","23","17","6","42","57.53","155","12.26","239","208","154","105","3","13","120","50","45","4","1","44","29","23","207","138","44","5","9","35.71"
"257","Bryan Little","WPG","C","57","1116.55","17","25","14","11","42","72.41","127","13.39","216","172","151","75","4","15","12","6","6","0","0","13","26","20","48","43","22","674","640","51.29"
"292","Artem Anisimov","CHI","C","77","1392.85","20","22","9","13","42","48.28","121","16.53","213","162","140","85","7","8","12","6","6","0","0","10","14","28","53","101","40","507","641","44.16"
"529","Charlie Coyle","MIN","C","82","1419.2","21","21","11","10","42","60.00","140","15.00","233","187","143","80","7","6","16","8","8","0","0","35","30","36","131","86","61","228","274","45.42"
"851","Sam Reinhart","BUF","C","79","1330.05","23","19","13","6","42","56.00","165","13.94","275","223","180","104","13","13","8","4","4","0","0","14","20","19","26","121","26","36","72","33.33"
"86","PA Parenteau","TOR","R","77","1251.9333333333","20","21","10","11","41","62.12","168","11.90","313","237","176","72","9","22","68","30","29","0","1","21","27","29","48","90","26","4","14","22.22"
"120","Thomas Vanek","MIN","L","74","1155.2","18","23","17","6","41","71.93","146","12.33","248","192","135","77","8","19","22","10","10","0","0","7","51","22","18","28","17","12","26","31.58"
"219","Martin Hanzal","ARI","C","64","1139.0333333333","13","28","14","14","41","67.21","141","9.22","243","202","162","96","6","16","77","32","30","1","1","26","21","27","126","65","28","586","461","55.97"
"299","Mathieu Perreault","WPG","C","71","1174.9833333333","9","32","14","18","41","61.19","133","6.77","258","178","156","58","3","14","36","18","18","0","0","21","26","31","83","65","33","94","109","46.31"
