"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"77","David Backes","BOS","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","215","2003","STL","2","32","62"
"100","David Booth","DET","L","34","1984-11-24","Detroit","MI","USA","USA","72","212","2004","FLA","2","23","53"
"150","David Desharnais","NYR","C","32","1986-09-14","Laurier-Station","QC","CAN","CAN","67","180","-","-","-","-","-"
"876","David Kampf","CHI","C","23","1995-01-12","Chomutov","","CZE","CZE","74","188","-","-","-","-","-"
"103","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"723","David Pastrnak","BOS","R","22","1996-05-25","Havirov","","CZE","CZE","72","194","2014","BOS","1","25","25"
"214","David Perron","VGK","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"328","David Savard","CBJ","D","28","1990-10-22","St. Hyacinthe","QC","CAN","CAN","74","227","2009","CBJ","4","3","94"
"184","David Schlemko","MTL","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","191","-","-","-","-","-"
"264","David Warsofsky","COL","D","28","1990-05-30","Marshfield","MA","USA","USA","69","170","2008","STL","4","4","95"
"810","Dean Kukan","CBJ","D","25","1993-07-08","Volketswil","","CHE","CHE","74","186","-","-","-","-","-"
"814","Denis Malgin","FLA","C","21","1997-01-18","Olten","","CHE","CHE","69","177","2015","FLA","4","11","102"
"698","Dennis Rasmussen","ANA","C","28","1990-07-03","Vasteras","","SWE","SWE","75","192","-","-","-","-","-"
"39","Dennis Seidenberg","NYI","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"156","Derek Dorsett","VAN","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"379","Derek Forbort","L.A","D","26","1992-03-04","Duluth","MN","USA","USA","76","219","2010","L.A","1","15","15"
"268","Derek Grant","ANA","C","28","1990-04-20","Abbotsford","BC","CAN","CAN","75","215","2008","OTT","4","28","119"
"13","Derek MacKenzie","FLA","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","177","1999","ATL","5","2","128"
"812","Derek Ryan","CAR","C","31","1986-12-29","Spokane","WA","USA","USA","71","185","-","-","-","-","-"
"257","Derek Stepan","ARI","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"172","Derick Brassard","OTT, PIT","C","31","1987-09-22","Hull","QC","CAN","CAN","73","202","2006","CBJ","1","6","6"
"544","Derrick Pouliot","VAN","D","24","1994-01-16","Estevan","SK","CAN","CAN","72","196","2012","PIT","1","8","8"
"28","Deryk Engelland","VGK","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"376","Devante Smith-Pelly","WSH","R","26","1992-06-14","Scarborough","ON","CAN","CAN","72","223","2010","ANA","2","12","42"
"557","Devin Shore","DAL","C","24","1994-07-19","Ajax","ON","CAN","CAN","72","205","2012","DAL","2","31","61"
"650","Dillon Heatherington","DAL","D","23","1995-05-09","Calgary","AB","CAN","CAN","76","225","2013","CBJ","2","20","50"
"61","Dion Phaneuf","L.A, OTT","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","222","2003","CGY","1","9","9"
"472","Dmitrij Jaskin","STL","R","25","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"307","Dmitry Kulikov","WPG","D","28","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"317","Dmitry Orlov","WSH","D","27","1991-07-23","Novokuznetsk","","RUS","RUS","71","212","2009","WSH","2","25","55"
"26","Dominic Moore","TOR","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"571","Dominic Toninato","COL","C","24","1994-03-09","Duluth","MN","USA","USA","74","200","2012","TOR","5","5","126"
"738","Dominic Turgeon","DET","C","22","1996-02-25","Pointe-Claire","QC","CAN","CAN","74","200","2014","DET","3","3","63"
"816","Dominik Simon","PIT","C","24","1994-08-08","Prague","","CZE","CZE","71","190","2015","PIT","5","16","137"
"493","Dougie Hamilton","CGY","D","25","1993-06-17","Toronto","ON","CAN","CAN","78","229","2011","BOS","1","9","9"
"851","Drake Caggiula","EDM","L","24","1994-06-20","Pickering","ON","CAN","CAN","70","176","-","-","-","-","-"
"236","Drew Doughty","L.A","D","29","1989-12-08","London","ON","CAN","CAN","73","202","2008","L.A","1","2","2"
"94","Drew Stafford","N.J","R","33","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"758","Dryden Hunt","FLA","L","23","1995-11-24","Cranbrook","BC","CAN","CAN","72","191","-","-","-","-","-"
"52","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"495","Duncan Siemens","COL","D","25","1993-09-07","Edmonton","AB","CAN","CAN","75","210","2011","COL","1","11","11"
"63","Dustin Brown","L.A","R","34","1984-11-04","Ithaca","NY","USA","USA","72","210","2003","L.A","1","13","13"
"86","Dustin Byfuglien","WPG","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"437","Dylan DeMelo","S.J","D","25","1993-05-01","London","ON","CAN","CAN","73","195","2011","S.J","6","28","179"
"856","Dylan Gambrell","S.J","C","22","1996-08-26","Bonney Lake","WA","USA","USA","72","195","2016","S.J","2","30","60"
"715","Dylan Larkin","DET","C","22","1996-07-30","Waterford","MI","USA","USA","73","198","2014","DET","1","15","15"
"754","Dylan Sikura","CHI","R","23","1995-06-01","Aurora","ON","CAN","CAN","71","166","2014","CHI","6","28","178"
"782","Dylan Strome","ARI","C","21","1997-03-07","Mississauga","ON","CAN","CAN","75","200","2015","ARI","1","3","3"
"867","Eeli Tolvanen","NSH","R","19","1999-04-22","Vihti","","FIN","FIN","70","191","2017","NSH","1","30","30"
"663","Elias Lindholm","CAR","C","24","1994-12-02","Boden","","SWE","SWE","73","195","2013","CAR","1","5","5"
"67","Eric Fehr","S.J, TOR","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","209","2003","WSH","1","18","18"
"163","Eric Gryba","EDM","D","30","1988-04-14","Saskatoon","SK","CAN","CAN","76","222","2006","OTT","3","5","68"
"889","Eric Robinson","CBJ","L","23","1995-06-14","BELLMAWR","NJ","USA","USA","74","200","-","-","-","-","-"
"57","Eric Staal","MIN","C","34","1984-10-29","Thunder Bay","ON","CAN","CAN","76","207","2003","CAR","1","2","2"
"417","Erik Burgdoerfer","OTT","D","29","1988-12-11","Abington","PA","USA","USA","73","207","-","-","-","-","-"
"390","Erik Gudbranson","VAN","D","26","1992-01-07","Ottawa","ON","CAN","CAN","77","217","2010","FLA","1","3","3"
"580","Erik Gustafsson","CHI","D","26","1992-03-14","Nynashamn","","SWE","SWE","72","197","2012","EDM","4","2","93"
"337","Erik Haula","VGK","L","27","1991-03-23","Pori","","FIN","FIN","72","193","2009","MIN","7","1","182"
"158","Erik Johnson","COL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"245","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","190","2008","OTT","1","15","15"
"554","Esa Lindell","DAL","D","24","1994-05-23","Vantaa","","FIN","FIN","75","215","2012","DAL","3","13","74"
"787","Ethan Bear","EDM","D","21","1997-06-26","Regina","SK","CAN","CAN","71","197","2015","EDM","5","3","124"
"807","Evan Rodrigues","BUF","L","25","1993-07-28","Toronto","ON","CAN","CAN","71","176","-","-","-","-","-"
"299","Evander Kane","BUF, S.J","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","210","2009","ATL","1","4","4"
"91","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"220","Evgenii Dadonov","FLA","R","29","1989-03-12","Chelyabinsk","","RUS","RUS","71","185","2007","FLA","3","10","71"
"368","Evgeny Kuznetsov","WSH","C","26","1992-05-19","Chelyabinsk","","RUS","RUS","74","204","2010","WSH","1","26","26"
"779","Evgeny Svechnikov","DET","R","22","1996-10-31","Yuzhno-Sakhalinsk","","RUS","RUS","75","212","2015","DET","1","19","19"
"798","Filip Chlapik","OTT","C","21","1997-06-03","Prague","","CZE","CZE","73","196","2015","OTT","2","18","48"
"872","Filip Chytil","NYR","C","19","1999-09-05","Kromeriz","","CZE","CZE","74","208","2017","NYR","1","21","21"
"547","Filip Forsberg","NSH","L","24","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"8","Francois Beauchemin","ANA","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"429","Frank Corrado","PIT","D","25","1993-03-26","Toronto","ON","CAN","CAN","72","205","2011","VAN","5","29","150"
"762","Frank Vatrano","BOS, FLA","C","24","1994-03-14","East Longmeadow","MA","USA","USA","69","201","-","-","-","-","-"
"47","Frans Nielsen","DET","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"411","Freddie Hamilton","ARI, CGY","C","26","1992-01-01","Toronto","ON","CAN","CAN","73","195","2010","S.J","5","9","129"
"696","Frederick Gaudreau","NSH","C","25","1993-05-01","Bromont","QC","CAN","CAN","72","179","-","-","-","-","-"
"678","Frederik Gauthier","TOR","C","23","1995-04-26","Laval","QC","CAN","CAN","77","235","2013","TOR","1","21","21"
"442","Fredrik Claesson","OTT","D","26","1992-11-24","Stockholm","","SWE","SWE","73","196","2011","OTT","5","5","126"
"334","Gabriel Bourque","COL","L","28","1990-09-23","Rimouski","QC","CAN","CAN","70","206","2009","NSH","5","11","132"
"802","Gabriel Carlsson","CBJ","D","21","1997-01-02","Orebro","","SWE","SWE","77","192","2015","CBJ","1","29","29"
"332","Gabriel Dumont","OTT, T.B","C","28","1990-10-06","Ville Degelis","QC","CAN","CAN","70","190","2009","MTL","5","18","139"
"486","Gabriel Landeskog","COL","L","26","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"695","Garnet Hathaway","CGY","R","27","1991-11-23","Kennebunkport","ME","USA","USA","74","210","-","-","-","-","-"
"576","Gemel Smith","DAL","C","24","1994-04-16","Toronto","ON","CAN","CAN","70","195","2012","DAL","4","13","104"
"858","Giovanni Fiore","ANA","L","22","1996-08-13","Laval","QC","CAN","CAN","73","188","-","-","-","-","-"
"364","Greg McKegg","PIT","C","26","1992-06-17","St. Thomas","ON","CAN","CAN","72","191","2010","TOR","3","2","62"
"270","Greg Pateryn","DAL","D","28","1990-06-20","Sterling Heights","MI","USA","USA","75","223","2008","TOR","5","7","128"
"747","Gustav Forsling","CHI","D","22","1996-06-12","Linkoping","","SWE","SWE","72","186","2014","VAN","5","6","126"
"267","Gustav Nyquist","DET","R","29","1989-09-01","Halmstad","","SWE","SWE","71","184","2008","DET","4","30","121"
"649","Gustav Olofsson","MIN","D","24","1994-12-01","Boras","","SWE","SWE","75","194","2013","MIN","2","16","46"
"524","Hampus Lindholm","ANA","D","24","1994-01-20","Helsingborg","","SWE","SWE","75","211","2012","ANA","1","6","6"
"707","Haydn Fleury","CAR","D","22","1996-07-08","Carlyle","SK","CAN","CAN","75","208","2014","CAR","1","7","7"
"844","Henrik Borgstrom","FLA","C","21","1997-08-06","Helsinki","","FIN","FIN","75","190","2016","FLA","1","23","23"
"883","Henrik Haapala","FLA","L","24","1994-02-28","Lempaala","","FIN","FIN","69","165","-","-","-","-","-"
"11","Henrik Sedin","VAN","C","38","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"14","Henrik Zetterberg","DET","C","38","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"615","Hudson Fasching","BUF","R","23","1995-07-28","Milwaukee","WI","USA","USA","75","188","2013","L.A","4","27","118"
"194","Ian Cole","CBJ, PIT","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"638","Ian McCoshen","FLA","D","23","1995-08-05","Anaheim","CA","USA","USA","75","217","2013","FLA","2","1","31"
"438","Iiro Pakarinen","EDM","R","27","1991-08-25","Loviisa","","FIN","FIN","73","212","2011","FLA","7","3","184"
"730","Ivan Barbashev","STL","C","22","1995-12-14","Moscow","","RUS","RUS","72","187","2014","STL","2","3","33"
"801","Ivan Provorov","PHI","D","21","1997-01-13","Yaroslavl","","RUS","RUS","73","201","2015","PHI","1","7","7"
"517","J.T. Brown","ANA, T.B","R","28","1990-07-02","Burnsville","MN","USA","USA","70","166","-","-","-","-","-"
"642","J.T. Compher","COL","L","23","1995-04-08","Northbrook","IL","USA","USA","72","193","2013","BUF","2","5","35"
"499","J.T. Miller","NYR, T.B","C, L","25","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"574","Jaccob Slavin","CAR","D","24","1994-05-01","Denver","CO","USA","USA","75","207","2012","CAR","4","29","120"
"770","Jack Eichel","BUF","C","22","1996-10-28","North Chelmsford","MA","USA","USA","74","200","2015","BUF","1","2","2"
"121","Jack Johnson","CBJ","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"760","Jack Rodewald","OTT","R","24","1994-02-14","Calgary","AB","CAN","CAN","74","189","-","-","-","-","-"
"789","Jack Roslovic","WPG","C","21","1997-01-29","Columbus","OH","USA","USA","73","187","2015","WPG","1","25","25"
"641","Jacob De La Rose","MTL","L","23","1995-05-20","Arvika","","SWE","SWE","75","216","2013","MTL","2","4","34"
"311","Jacob Josefson","BUF","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"545","Jacob Trouba","WPG","D","24","1994-02-26","Rochester","MI","USA","USA","75","202","2012","WPG","1","9","9"
"384","Jaden Schwartz","STL","L","26","1992-06-25","Wilcox","SK","CAN","CAN","70","190","2010","STL","1","14","14"
"800","Jake DeBrusk","BOS","L","22","1996-10-17","Edmonton","AB","CAN","CAN","72","188","2015","BOS","1","14","14"
"587","Jake Dotchin","T.B","D","24","1994-03-24","Cambridge","ON","CAN","CAN","75","210","2012","T.B","6","10","161"
"247","Jake Gardiner","TOR","D","28","1990-07-04","Minnetonka","MN","USA","USA","74","203","2008","ANA","1","17","17"
"619","Jake Guentzel","PIT","C","24","1994-10-06","Omaha","NE","USA","USA","71","180","2013","PIT","3","16","77"
"567","Jake McCabe","BUF","D","25","1993-10-12","Eau Claire","WI","USA","USA","73","206","2012","BUF","2","14","44"
"225","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"706","Jake Virtanen","VAN","R","22","1996-08-17","New Westminster","BC","CAN","CAN","73","226","2014","VAN","1","6","6"
"838","Jakob Chychrun","ARI","D","20","1998-03-31","Boca Raton","FL","USA","USA","74","210","2016","ARI","1","16","16"
"295","Jakob Silfverberg","ANA","R","28","1990-10-13","Gävle","","SWE","SWE","74","204","2009","OTT","2","9","39"
"875","Jakub Jerabek","MTL, WSH","D","27","1991-05-12","Pilsen","","CZE","CZE","71","199","-","-","-","-","-"
"224","Jakub Voracek","PHI","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"713","Jakub Vrana","WSH","L","22","1996-02-28","Prague","","CZE","CZE","72","197","2014","WSH","1","13","13"
"129","James Neal","VGK","L","31","1987-09-03","Whitby","ON","CAN","CAN","74","212","2005","DAL","2","3","33"
"200","James van Riemsdyk","TOR","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"190","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","205","2007","DAL","5","8","129"
"162","Jamie McGinn","FLA","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"498","Jamie Oleksiak","DAL, PIT","D","25","1992-12-21","Toronto","ON","CAN","CAN","79","255","2011","DAL","1","14","14"
"884","Jan Rutta","CHI","D","28","1990-07-29","Písek","","CZE","CZE","75","200","-","-","-","-","-"
"854","Janne Kuokkanen","CAR","C","20","1998-05-25","Oulunsalo","","FIN","FIN","73","188","2016","CAR","2","13","43"
"115","Jannik Hansen","S.J","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"140","Jared Boll","ANA","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"722","Jared McCann","FLA","C","22","1996-05-31","Stratford","ON","CAN","CAN","73","185","2014","VAN","1","24","24"
"274","Jared Spurgeon","MIN","D","29","1989-11-29","Edmonton","AB","CAN","CAN","69","167","2008","NYI","6","5","156"
"1","Jaromir Jagr","CGY","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"6","Jason Chimera","ANA, NYI","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"231","Jason Demers","ARI","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"636","Jason Dickinson","DAL","C","23","1995-07-04","Georgetown","ON","CAN","CAN","74","200","2013","DAL","1","29","29"
"235","Jason Garrison","VGK","D","34","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"35","Jason Pominville","BUF","R","36","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"29","Jason Spezza","DAL","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","215","2001","OTT","1","2","2"
"358","Jason Zucker","MIN","L","26","1992-01-16","Newport Beach","CA","USA","USA","71","183","2010","MIN","2","29","59"
"234","Jay Beagle","WSH","C","33","1985-10-16","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"48","Jay Bouwmeester","STL","D","35","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"592","Jaycob Megna","ANA","D","25","1992-12-10","Plantation","FL","USA","USA","78","221","2012","ANA","7","29","210"
"598","Jayson Megna","VAN","C","28","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"463","Jean-Gabriel Pageau","OTT","C","26","1992-11-11","Ottawa","ON","CAN","CAN","70","184","2011","OTT","4","5","96"
"679","Jean-Sebastien Dea","PIT","C","24","1994-02-08","Laval","QC","CAN","CAN","71","175","-","-","-","-","-"
"62","Jeff Carter","L.A","C","33","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"168","Jeff Petry","MTL","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","197","2006","EDM","2","15","45"
"387","Jeff Skinner","CAR","L","26","1992-05-16","Toronto","ON","CAN","CAN","71","187","2010","CAR","1","7","7"
"845","Jesper Bratt","N.J","L","20","1998-07-30","Stockholm","","SWE","SWE","70","175","2016","N.J","6","11","162"
"407","Jesper Fast","NYR","R","27","1991-12-02","Nassjo","","SWE","SWE","72","192","2010","NYR","6","7","157"
"837","Jesse Puljujarvi","EDM","R","20","1998-05-07","Alvkarleby","","SWE","FIN","76","201","2016","EDM","1","4","4"
"196","Jim O'Brien","OTT","C","29","1989-01-29","Maplewood","MN","USA","USA","75","195","2007","OTT","1","29","29"
"259","Jimmy Hayes","N.J","R","29","1989-11-21","Dorchester","MA","USA","USA","77","215","2008","TOR","2","30","60"
"560","Jimmy Vesey","NYR","L","25","1993-05-26","Boston","MA","USA","USA","75","199","2012","NSH","3","5","66"
"398","Joakim Nordstrom","CAR","L","26","1992-02-25","Stockholm","","SWE","SWE","73","194","2010","CHI","3","30","90"
"594","Joakim Ryan","S.J","D","25","1993-06-17","Rumson","NJ","USA","USA","71","185","2012","S.J","7","17","198"
"757","Joe Hicketts","DET","D","22","1996-05-04","Kamloops","BC","CAN","CAN","68","180","-","-","-","-","-"
"505","Joe Morrow","MTL, WPG","D","25","1992-12-09","Edmonton","AB","CAN","CAN","72","196","2011","PIT","1","23","23"
"83","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","190","2003","S.J","7","8","205"
"4","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"500","Joel Armia","WPG","R","25","1993-05-31","Pori","","FIN","FIN","75","210","2011","BUF","1","16","16"
"477","Joel Edmundson","STL","D","25","1993-06-28","Brandon","MB","CAN","CAN","76","215","2011","STL","2","16","46"
"799","Joel Eriksson Ek","MIN","C","21","1997-01-29","Karlstad","","SWE","SWE","73","208","2015","MIN","1","20","20"
"688","Joel Hanley","ARI","D","27","1991-06-08","Keswick","ON","CAN","CAN","71","190","-","-","-","-","-"
"16","Joel Ward","S.J","R","38","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"361","Johan Larsson","BUF","C","26","1992-07-25","Lau","","SWE","SWE","71","202","2010","MIN","2","26","56"
"251","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"607","John Gilmour","NYR","D","25","1993-05-17","Montreal","QC","CAN","CAN","72","190","2013","CGY","7","17","198"
"617","John Hayden","CHI","R","23","1995-02-14","Chicago","IL","USA","USA","75","215","2013","CHI","3","13","74"
"413","John Klingberg","DAL","D","26","1992-08-14","Gothenburg","","SWE","SWE","74","180","2010","DAL","5","11","131"
"312","John Moore","N.J","D","28","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"728","John Quenneville","N.J","C","22","1996-04-16","Edmonton","AB","CAN","CAN","73","195","2014","N.J","1","30","30"
"296","John Tavares","NYI","C","28","1990-09-20","Mississauga","ON","CAN","CAN","73","209","2009","NYI","1","1","1"
"50","Johnny Boychuk","NYI","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"440","Johnny Gaudreau","CGY","L","25","1993-08-13","Salem","NJ","USA","USA","69","165","2011","CGY","4","13","104"
"42","Johnny Oduya","OTT, PHI","D","37","1981-10-01","Stockholm","","SWE","SWE","72","191","2001","WSH","7","25","221"
"371","Jon Merrill","VGK","D","26","1992-02-03","Oklahoma City","OK","USA","USA","75","205","2010","N.J","2","8","38"
"494","Jonas Brodin","MIN","D","25","1993-07-12","Karlstad","","SWE","SWE","73","198","2011","MIN","1","10","10"
"661","Jonathan Drouin","MTL","C","23","1995-03-28","Ste-Agathe","QC","CAN","CAN","72","193","2013","T.B","1","3","3"
"53","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"487","Jonathan Huberdeau","FLA","L","25","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","200","2011","FLA","1","3","3"
"511","Jonathan Marchessault","VGK","C","27","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","174","-","-","-","-","-"
"182","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"614","Jonny Brodzinski","L.A","C","25","1993-06-19","Ham Lake","MN","USA","USA","73","208","2013","L.A","5","27","148"
"401","Joonas Donskoi","S.J","R","26","1992-04-13","Raahe","","FIN","FIN","72","190","2010","FLA","4","9","99"
"249","Jordan Eberle","NYI","C","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"773","Jordan Greenway","MIN","L","21","1997-02-16","Canton","NY","USA","USA","78","227","2015","MIN","2","20","50"
"562","Jordan Martinook","ARI","L","26","1992-07-25","Brandon","MB","CAN","CAN","72","196","2012","PHX","2","28","58"
"342","Jordan Nolan","BUF","C","29","1989-06-23","Garden River, First Nations","ON","CAN","CAN","75","219","2009","L.A","7","5","186"
"693","Jordan Oesterle","CHI","D","26","1992-06-25","Dearborn Heights","MI","USA","USA","72","182","-","-","-","-","-"
"538","Jordan Schmaltz","STL","D","25","1993-10-08","Madison","WI","USA","USA","74","190","2012","STL","1","25","25"
"288","Jordan Schroeder","CBJ","L","28","1990-09-29","Lakeville","MN","USA","USA","69","170","2009","VAN","1","22","22"
"170","Jordan Staal","CAR","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"324","Jordan Szwarz","BOS","R","27","1991-05-14","Burlington","ON","CAN","CAN","71","200","2009","PHX","4","6","97"
"366","Jordan Weal","PHI","C","26","1992-04-15","North Vancouver","BC","CAN","CAN","70","179","2010","L.A","3","10","70"
"282","Jordie Benn","MTL","D","31","1987-07-26","Victoria","BC","CAN","CAN","74","199","-","-","-","-","-"
"260","Jori Lehtera","PHI","C","30","1987-12-23","Helsinki","","FIN","FIN","74","212","2008","STL","3","4","65"
"588","Joseph Blandisi","ANA","C","24","1994-07-18","Markham","ON","CAN","CAN","72","187","2012","COL","6","11","162"
"581","Josh Anderson","CBJ","R","24","1994-05-07","Burlington","ON","CAN","CAN","75","221","2012","CBJ","4","4","95"
"435","Josh Archibald","ARI, PIT","R","26","1992-10-06","Regina","SK","CAN","CAN","70","176","2011","PIT","6","23","174"
"243","Josh Bailey","NYI","R","29","1989-10-02","Bowmanville","ON","CAN","CAN","73","212","2008","NYI","1","9","9"
"54","Josh Gorges","BUF","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"685","Josh Jooris","CAR, PIT","R","28","1990-07-14","Burlington","ON","CAN","CAN","73","198","-","-","-","-","-"
"461","Josh Leivo","TOR","L","25","1993-05-26","Innisfil","ON","CAN","CAN","74","192","2011","TOR","3","25","86"
"432","Josh Manson","ANA","D","27","1991-10-07","Hinsdale","IL","USA","CAN","75","216","2011","ANA","6","9","160"
"670","Josh Morrissey","WPG","D","23","1995-03-28","Calgary","AB","CAN","CAN","72","195","2013","WPG","1","13","13"
"726","Joshua Ho-Sang","NYI","R","22","1996-01-22","Toronto","ON","CAN","CAN","72","173","2014","NYI","1","28","28"
"558","Jujhar Khaira","EDM","L","24","1994-08-13","Surrey","BC","CAN","CAN","76","212","2012","EDM","3","2","63"
"714","Julius Honka","DAL","D","23","1995-12-03","Jyväskylä","","FIN","FIN","71","180","2014","DAL","1","14","14"
"40","Jussi Jokinen","CBJ, EDM, L.A, VAN","L","35","1983-04-01","Kalajoki","","FIN","FIN","72","191","2001","DAL","6","27","192"
"132","Justin Abdelkader","DET","L","31","1987-02-25","Muskegon","MI","USA","USA","74","214","2005","DET","2","12","42"
"628","Justin Auger","L.A","R","24","1994-05-14","Kitchener","ON","CAN","CAN","78","232","2013","L.A","4","12","103"
"652","Justin Bailey","BUF","R","23","1995-07-01","Buffalo","NY","USA","USA","76","214","2013","BUF","2","22","52"
"197","Justin Braun","S.J","D","31","1987-02-10","Minneapolis","MN","USA","USA","74","205","2007","S.J","7","20","201"
"189","Justin Falk","BUF","D","30","1988-10-11","Snowflake","MB","CAN","CAN","77","223","2007","MIN","4","19","110"
"373","Justin Faulk","CAR","D","26","1992-03-20","South St.Paul","MN","USA","USA","72","217","2010","CAR","2","7","37"
"357","Justin Holl","TOR","D","26","1992-01-30","Tonka Bay","MN","USA","USA","75","205","2010","CHI","2","24","54"
"873","Justin Kloos","MIN","C","25","1993-11-30","Lakeville","MN","USA","USA","69","175","-","-","-","-","-"
"253","Justin Schultz","PIT","D","28","1990-07-06","Kelowna","BC","CAN","CAN","74","193","2008","ANA","2","13","43"
"22","Justin Williams","CAR","R","37","1981-10-04","Cobourg","ON","CAN","CAN","73","184","2000","PHI","1","28","28"
"864","Kailer Yamamoto","EDM","R","20","1998-09-29","Spokane","WA","USA","USA","68","153","2017","EDM","1","22","22"
"826","Kalle Kossila","ANA","C, L","25","1993-04-14","Kauniainen","","FIN","FIN","70","185","-","-","-","-","-"
