"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"645","Mike Green","WSH","D","68","1752.45","31","42","18","24","73","50.34","243","12.76","480","338","141","25","3","20","68","34","34","0","0","25","95","49","86","107","110","0","0","-"
"656","David Krejci","BOS","C","82","1382.3833333333","22","51","28","23","73","75.26","146","15.07","216","188","152","77","8","10","26","13","13","0","0","18","23","38","77","97","46","527","521","50.29"
"316","Dany Heatley","OTT","L","82","1649.0666666667","39","33","16","17","72","75.00","258","15.12","461","356","280","128","16","29","88","39","38","0","1","30","45","42","87","103","24","14","16","46.67"
"327","Brad Boyes","STL","R","82","1569.55","33","39","24","15","72","72.00","220","15.00","415","336","230","71","12","18","26","13","13","0","0","18","47","40","49","69","20","155","160","49.21"
"554","Corey Perry","ANA","R","78","1450.9166666667","32","40","28","12","72","69.23","283","11.31","444","389","308","178","15","28","107","47","44","3","0","52","45","33","109","137","13","9","22","29.03"
"184","Patrick Marleau","S.J","C","76","1622.8666666667","38","33","16","17","71","65.74","251","15.14","396","320","242","129","20","29","18","9","9","0","0","26","61","46","98","107","23","310","281","52.45"
"190","Marian Hossa","DET","R","74","1317.0833333333","40","31","18","13","71","67.62","307","13.03","508","415","261","83","16","19","63","26","24","1","1","33","34","40","70","69","9","4","15","21.05"
"393","Derek Roy","BUF","C","82","1738.15","28","42","27","15","70","69.31","222","12.61","400","305","213","94","18","16","38","19","19","0","0","41","100","52","41","88","44","745","724","50.71"
"851","Patrick Kane","CHI","R","80","1492.7166666667","25","45","25","20","70","72.92","254","9.84","385","318","233","93","10","16","42","19","19","0","0","32","32","23","19","104","9","13","18","41.94"
"76","Jamie Langenbrunner","N.J","R","81","1466.0333333333","29","40","30","10","69","68.32","229","12.66","388","303","195","67","6","19","56","25","23","2","0","25","22","34","88","58","28","10","15","40.00"
"819","Jonathan Toews","CHI","C","82","1527.3","34","35","20","15","69","66.35","195","17.44","284","240","189","95","9","14","51","23","22","1","0","29","18","54","43","103","26","704","583","54.70"
"217","Vincent Lecavalier","T.B","C","77","1559.4666666667","29","38","29","9","67","72.04","291","9.97","481","389","271","99","20","28","54","24","22","2","0","28","55","51","110","32","29","710","684","50.93"
"376","Mikko Koivu","MIN","C","79","1697.3833333333","20","47","27","20","67","69.07","236","8.47","385","301","190","67","16","23","66","29","28","0","1","23","55","63","45","53","36","857","768","52.74"
"381","Ales Hemsky","EDM","R","72","1342.6333333333","23","43","24","19","66","79.52","185","12.43","333","231","164","54","4","11","32","16","16","0","0","38","76","38","16","120","35","0","4","0.00"
"399","Jason Pominville","BUF","R","82","1620.2166666667","20","46","21","25","66","63.46","239","8.37","406","317","165","56","16","19","18","9","9","0","0","14","39","43","44","93","50","25","42","37.31"
"720","Anze Kopitar","L.A","C","82","1676.9666666667","27","39","28","11","66","75.86","234","11.54","433","346","220","98","16","21","32","12","11","0","1","28","73","49","85","148","56","671","684","49.52"
"40","Alex Kovalev","MTL","R","78","1515.5333333333","26","39","20","19","65","69.89","209","12.44","396","295","224","81","11","20","74","36","36","0","0","38","64","44","56","127","20","16","34","32.00"
"141","J-P Dumont","NSH","R","82","1434.75","16","49","27","22","65","68.42","176","9.09","318","257","196","86","10","18","20","10","10","0","0","19","66","39","33","76","13","3","3","50.00"
"718","Devin Setoguchi","S.J","R","81","1313.3833333333","31","34","14","20","65","65.66","246","12.60","437","335","270","106","15","21","25","11","10","1","0","37","61","37","146","111","30","6","15","28.57"
"258","Andrei Markov","MTL","D","78","1921.0166666667","12","52","29","23","64","54.70","165","7.27","371","235","93","14","6","25","36","18","18","0","0","15","103","60","61","48","111","0","0","-"
"532","Thomas Vanek","BUF","L","73","1255.4166666667","40","24","16","8","64","68.82","211","18.96","347","298","246","146","14","20","44","22","22","0","0","20","56","33","34","36","27","1","5","16.67"
"267","Jason Blake","TOR","L","78","1430.7166666667","25","38","28","10","63","76.83","302","8.28","451","378","241","126","10","33","40","16","15","0","1","39","44","53","54","177","27","36","41","46.75"
"557","Loui Eriksson","DAL","L","82","1624.6666666667","36","27","12","15","63","70.00","178","20.22","282","238","182","87","8","17","14","7","7","0","0","25","31","80","31","167","51","2","9","18.18"
"637","Travis Zajac","N.J","C","82","1529.1166666667","20","42","23","19","62","57.41","185","10.81","297","234","169","86","8","15","29","13","12","1","0","19","20","48","59","52","40","683","604","53.07"
"12","Mark Recchi","BOS, T.B","R","80","1341.9","23","38","22","16","61","80.26","129","17.83","207","169","128","54","4","12","22","11","11","0","0","24","31","33","104","81","27","24","32","42.86"
"246","Alexei Ponikarovsky","TOR","L","82","1294.2","23","38","22","16","61","72.62","185","12.43","330","266","171","89","5","17","38","19","19","0","0","15","32","34","104","97","53","6","5","54.55"
"375","Stephen Weiss","FLA","C","78","1388.5666666667","14","47","22","25","61","67.03","154","9.09","258","212","161","72","9","20","22","10","10","0","0","17","31","34","30","84","52","650","627","50.90"
"244","Brian Gionta","N.J","R","81","1374.3666666667","20","40","23","17","60","77.92","248","8.06","431","344","234","91","16","21","32","16","16","0","0","19","25","28","44","78","28","51","81","38.64"
"320","Scott Hartnell","PHI","L","82","1460.2166666667","30","30","17","13","60","62.50","210","14.29","333","277","154","83","11","12","143","61","54","7","0","48","78","41","104","102","36","18","18","50.00"
"652","David Booth","FLA","L","72","1230.5833333333","31","29","21","8","60","76.92","246","12.60","403","327","233","96","14","26","38","18","18","0","0","32","28","35","91","150","20","7","10","41.18"
"810","Phil Kessel","BOS","R","70","1159.2","36","24","13","11","60","75.00","232","15.52","403","316","253","92","20","25","16","8","8","0","0","22","34","42","6","66","16","42","45","48.28"
"29","Nicklas Lidstrom","DET","D","78","1936.1333333333","16","43","24","19","59","42.75","180","8.89","357","267","58","6","6","11","30","15","15","0","0","5","46","26","43","54","67","0","0","-"
"36","Scott Niedermayer","ANA","D","82","2207.4833333333","14","45","22","23","59","51.75","178","7.87","327","243","123","31","3","11","70","31","30","0","1","15","73","75","68","46","77","0","1","0.00"
"97","Ryan Smyth","COL","L","77","1561.2333333333","26","33","16","17","59","67.82","257","10.12","380","338","245","165","21","39","62","27","26","0","1","35","70","48","46","136","31","89","85","51.15"
"111","Milan Hejduk","COL","R","82","1634.3333333333","27","32","18","14","59","67.05","211","12.80","351","271","219","85","12","20","16","8","8","0","0","17","43","63","30","83","31","72","88","45.00"
"230","Nik Antropov","NYR, TOR","C","81","1392.4","28","31","23","8","59","72.84","224","12.50","379","309","252","121","16","19","30","14","14","0","0","20","40","35","114","58","38","80","119","40.20"
"268","Brian Rafalski","DET","D","78","1807.6333333333","10","49","22","27","59","47.20","141","7.09","301","207","58","6","3","8","20","10","10","0","0","8","51","17","33","154","64","0","0","-"
"324","Alex Frolov","L.A","L","77","1533.6333333333","32","27","13","14","59","70.24","176","18.18","318","263","200","112","19","20","30","15","15","0","0","21","71","54","49","85","20","5","6","45.45"
"549","Ryan Kesler","VAN","C","82","1595.6","26","33","22","11","59","71.95","179","14.53","305","253","200","107","18","17","59","22","17","5","0","37","30","74","72","130","70","527","449","54.00"
"599","Joe Pavelski","S.J","C","80","1517.0833333333","25","34","19","15","59","66.29","266","9.40","435","358","262","125","15","32","46","19","18","0","1","32","41","58","82","106","74","717","557","56.28"
"666","Johan Franzen","DET","R","71","1285.2","34","25","17","8","59","66.29","246","13.82","370","326","203","93","6","20","44","22","22","0","0","22","23","24","91","74","22","135","106","56.02"
"229","Scott Gomez","NYR","C","77","1621.8","16","42","32","10","58","77.33","271","5.90","429","349","239","105","10","26","60","30","30","0","0","34","41","57","61","100","23","687","625","52.36"
"531","Nikolay Zherdev","NYR","R","82","1379.9166666667","23","35","22","13","58","69.05","220","10.45","393","302","241","100","10","21","39","18","17","1","0","25","44","41","49","97","15","1","10","9.09"
"69","Jason Arnott","NSH","C","65","1229.2833333333","33","24","14","10","57","67.06","196","16.84","328","268","182","83","7","10","49","19","17","1","1","12","29","51","34","45","18","525","512","50.63"
"185","Olli Jokinen","CGY, PHX","C","76","1435.15","29","28","19","9","57","75.00","236","12.29","395","333","214","99","7","24","67","31","30","1","0","19","43","38","72","73","23","413","539","43.38"
"215","Dan Boyle","S.J","D","77","1907.55","16","41","17","24","57","47.50","213","7.51","422","302","137","38","14","22","52","25","25","0","0","26","63","36","51","101","95","0","1","0.00"
"493","Jiri Hudler","DET","R","82","1119.3166666667","23","34","18","16","57","69.51","155","14.84","250","204","136","58","6","5","16","8","8","0","0","18","25","15","22","46","8","13","16","44.83"
"533","Milan Michalek","S.J","L","77","1420.8666666667","23","34","21","13","57","64.04","179","12.85","273","242","155","85","14","26","52","22","21","0","1","24","21","32","92","121","33","14","16","46.67"
"713","Bobby Ryan","ANA","R","64","987.83333333333","31","26","13","13","57","69.51","174","17.82","289","240","155","70","6","11","33","15","14","1","0","27","39","22","78","94","10","6","7","46.15"
"109","Chris Drury","NYR","C","81","1639.8666666667","22","34","19","15","56","73.68","219","10.05","396","310","247","120","10","21","32","15","15","0","0","18","31","48","42","67","90","603","580","50.97"
"194","Kristian Huselius","CBJ","L","74","1444.3833333333","21","35","20","15","56","68.29","212","9.91","349","278","189","87","13","16","44","20","20","0","0","19","35","49","21","56","16","13","32","28.89"
"311","Mark Streit","NYI","D","74","1866.0333333333","16","40","22","18","56","50.00","150","10.67","328","223","84","23","4","15","62","31","31","0","0","18","68","51","114","84","113","0","0","-"
"483","Matt Stajan","TOR","C","76","1286.85","15","40","18","22","55","69.62","114","13.16","194","155","126","74","5","11","54","22","21","0","1","24","36","44","116","104","47","605","572","51.40"
"31","Teemu Selanne","ANA","R","65","1071.6166666667","27","27","13","14","54","69.23","186","14.52","311","258","206","82","9","10","26","13","13","0","0","17","47","23","18","69","5","110","114","49.11"
"378","Tuomo Ruutu","CAR","L","79","1446.6833333333","26","28","15","13","54","61.36","190","13.68","363","276","202","99","10","28","79","37","36","1","0","41","31","32","228","200","44","19","18","51.35"
"571","David Backes","STL","R","82","1450.5333333333","31","23","11","12","54","71.05","208","14.90","325","277","189","81","13","19","165","58","49","5","4","43","20","45","204","149","52","212","265","44.44"
"90","Pavol Demitra","VAN","R","69","1206.45","20","33","17","16","53","71.62","143","13.99","267","201","130","57","6","14","20","10","10","0","0","9","20","18","22","53","32","132","110","54.55"
"108","Sheldon Souray","EDM","D","81","2012.4666666667","23","30","16","14","53","50.00","268","8.58","571","401","69","7","7","28","98","43","39","4","0","20","92","45","82","43","69","0","0","-"
"248","Shawn Horcoff","EDM","C","80","1708.8","17","36","17","19","53","61.63","178","9.55","305","246","168","51","5","13","39","18","17","1","0","30","61","53","30","50","45","947","808","53.96"
"264","Michael Ryder","BOS","R","74","1104.3666666667","27","26","14","12","53","58.24","185","14.59","312","242","203","90","12","15","26","13","13","0","0","16","12","20","107","101","19","7","8","46.67"
"426","Brooks Laich","WSH","C","82","1417.25","23","30","18","12","53","59.55","185","12.43","287","238","188","101","7","15","31","14","13","1","0","33","49","44","99","150","42","261","250","51.08"
"524","Chris Kunitz","ANA, PIT","L","82","1347.7166666667","23","30","15","15","53","67.09","178","12.92","310","245","203","99","7","10","71","28","26","1","1","27","40","21","207","115","25","13","14","48.15"
"539","Dustin Brown","L.A","R","80","1552.1333333333","24","29","19","10","53","61.63","292","8.22","516","408","293","108","16","26","64","24","21","2","1","83","48","37","285","174","22","25","29","46.30"
"566","Shea Weber","NSH","D","81","1941.6","23","30","16","14","53","52.48","251","9.16","482","370","84","19","6","26","80","34","30","4","0","17","33","19","192","71","95","0","0","-"
"677","Kris Versteeg","CHI","R","78","1328.6833333333","22","31","15","16","53","80.30","139","15.83","224","183","123","45","9","8","55","17","14","1","2","27","24","48","43","98","23","124","142","46.62"
"204","Brian Campbell","CHI","D","82","1851.3166666667","7","45","24","21","52","46.02","108","6.48","242","166","61","7","3","5","22","11","11","0","0","10","33","15","34","149","72","0","0","-"
"421","Ryane Clowe","S.J","L","71","1262.3166666667","22","30","20","10","52","66.67","161","13.66","259","206","163","84","7","22","51","18","13","5","0","33","66","35","135","113","22","49","71","40.83"
"2","Rod Brind'Amour","CAR","C","80","1517.95","16","35","16","19","51","72.86","135","11.85","228","183","129","57","10","10","36","18","18","0","0","17","40","40","76","131","35","908","580","61.02"
"331","Niklas Kronwall","DET","D","80","1831.5666666667","6","45","21","24","51","48.11","121","4.96","240","172","51","11","0","14","50","25","25","0","0","10","42","19","96","86","109","1","0","100.00"
"520","Alexandre Burrows","VAN","L","82","1381.5166666667","28","23","13","10","51","75.00","175","16.00","289","237","179","89","22","27","150","53","45","4","4","59","26","63","68","96","38","37","43","46.25"
"785","Bryan Little","ATL","C","79","1335.1666666667","31","20","16","4","51","49.51","172","18.02","268","219","178","84","11","22","24","12","12","0","0","27","23","35","40","56","17","93","121","43.46"
"72","Saku Koivu","MTL","C","65","1108.55","16","34","24","10","50","63.29","123","13.01","218","168","153","71","9","24","44","18","17","0","1","23","30","38","43","50","21","607","515","54.10"
"87","Andrew Brunette","MIN","L","80","1355.5666666667","22","28","23","5","50","57.47","118","18.64","170","147","115","82","1","9","18","9","9","0","0","15","32","16","22","71","13","2","7","22.22"
"154","Zdeno Chara","BOS","D","80","2084.9666666667","19","31","13","18","50","40.32","216","8.80","431","308","75","21","8","15","93","38","34","3","1","30","54","28","169","106","123","1","3","25.00"
"295","Martin Erat","NSH","R","71","1318.0333333333","17","33","13","20","50","72.46","149","11.41","254","204","147","52","6","9","48","24","24","0","0","25","47","46","36","65","17","11","27","28.95"
"443","Dennis Wideman","BOS","D","79","1947.0833333333","13","37","16","21","50","39.68","169","7.69","401","276","78","12","9","14","34","17","17","0","0","16","63","23","67","124","135","0","0","-"
"494","Joffrey Lupul","PHI","L","79","1239.1","25","25","16","9","50","65.79","194","12.89","351","262","179","77","10","18","58","26","24","2","0","26","43","20","79","73","38","10","11","47.62"
"846","David Perron","STL","L","81","1176.6166666667","15","35","20","15","50","72.46","161","9.32","296","219","144","58","11","20","50","24","24","0","0","46","24","31","78","100","18","1","5","16.67"
"33","Keith Tkachuk","STL","L","79","1339.6833333333","25","24","16","8","49","55.68","185","13.51","295","254","183","108","11","15","61","29","28","1","0","27","34","19","122","52","23","472","446","51.42"
"50","Cory Stillman","FLA","L","63","1045.1666666667","17","32","19","13","49","72.06","115","14.78","226","172","100","46","4","15","37","17","16","1","0","16","30","32","67","54","20","11","19","36.67"
"123","Daymond Langkow","CGY","C","73","1254.65","21","28","16","12","49","64.47","161","13.04","251","205","173","91","4","14","20","8","8","0","0","18","46","43","44","49","30","353","400","46.88"
"627","Andrew Ladd","CHI","L","82","1180.3333333333","15","34","22","12","49","74.24","195","7.69","289","243","166","62","11","16","28","14","14","0","0","24","15","43","117","104","22","10","32","23.81"
"806","Jordan Staal","PIT","C","82","1627.4","22","27","18","9","49","68.06","166","13.25","300","238","203","92","9","6","37","17","16","1","0","28","44","45","156","118","55","567","639","47.01"
"21","Craig Conroy","CGY","C","82","1260.5666666667","12","36","24","12","48","73.85","104","11.54","163","130","104","47","1","13","28","14","14","0","0","27","42","59","42","61","50","730","652","52.82"
"23","Bill Guerin","NYI, PIT","R","78","1301.4333333333","21","27","14","13","48","64.86","227","9.25","387","302","179","66","14","18","81","31","27","3","1","22","36","32","72","44","29","30","34","46.88"
"64","Chris Pronger","ANA","D","82","2209.1833333333","11","37","15","22","48","39.02","196","5.61","428","300","75","5","1","13","88","40","39","0","1","10","44","36","78","61","122","2","5","28.57"
"182","Sergei Samsonov","CAR","L","81","1402.75","16","32","20","12","48","60.00","155","10.32","299","223","170","68","7","19","28","13","13","0","0","17","34","39","32","64","28","4","3","57.14"
"239","Brad Richards","DAL","C","56","1146.7833333333","16","32","17","15","48","68.57","180","8.89","313","250","114","36","9","19","6","3","3","0","0","7","63","46","11","27","22","461","450","50.60"
"681","Mikhail Grabovski","TOR","C","78","1265.0333333333","20","28","17","11","48","69.57","120","16.67","256","182","140","50","6","6","92","30","26","0","4","25","66","51","47","154","32","426","531","44.51"
"47","Mike Knuble","PHI","R","82","1490.2166666667","27","20","13","7","47","57.32","173","15.61","299","251","190","111","6","20","62","31","31","0","0","18","26","37","89","75","48","18","33","35.29"
"272","Tim Connolly","BUF","C","48","917.55","18","29","18","11","47","63.51","127","14.17","215","174","95","36","6","6","22","11","11","0","0","11","38","29","17","38","37","229","315","42.10"
"364","Jason Williams","ATL, CBJ","C","80","1268.65","19","28","18","10","47","66.20","153","12.42","252","197","124","41","6","6","24","11","11","0","0","13","27","36","45","37","32","284","334","45.95"
"536","Dion Phaneuf","CGY","D","80","2122.3","11","36","17","19","47","33.81","277","3.97","609","407","113","27","7","27","100","37","30","6","1","47","64","23","159","87","86","0","0","-"
"646","Dave Bolland","CHI","C","81","1332.8333333333","19","28","16","12","47","69.12","111","17.12","193","153","105","55","8","6","52","22","21","0","1","29","11","35","67","52","40","522","655","44.35"
"807","Patrik Berglund","STL","C","76","1118.8833333333","21","26","16","10","47","67.14","143","14.69","250","203","138","46","9","14","16","8","8","0","0","16","21","30","58","57","14","215","325","39.81"
"9","Mike Modano","DAL","C","80","1463.35","15","31","18","13","46","63.89","197","7.61","360","285","129","45","10","13","46","22","22","0","0","24","81","57","35","51","24","617","559","52.47"
"41","Markus Naslund","NYR","L","82","1408.65","24","22","7","15","46","70.77","215","11.16","376","295","235","117","2","14","57","27","26","1","0","24","25","46","55","90","28","1","1","50.00"
"95","Petr Sykora","PIT","R","76","1237.9833333333","25","21","11","10","46","55.42","180","13.89","313","243","186","73","6","15","36","18","18","0","0","8","19","11","14","50","20","5","7","41.67"
"328","Steve Ott","DAL","C","64","1125.0666666667","19","27","15","12","46","71.88","132","14.39","232","196","126","70","7","10","135","45","35","7","3","57","32","21","220","130","23","80","92","46.51"
"358","Matthew Lombardi","CGY, PHX","C","69","1219.5666666667","14","32","19","13","46","70.77","177","7.91","272","228","174","84","12","17","44","21","21","0","0","16","30","31","43","72","39","438","405","51.96"
"383","R.J. Umberger","CBJ","C","82","1539","26","20","17","3","46","70.77","234","11.11","352","296","208","110","11","17","53","22","19","3","0","33","21","43","92","124","52","404","437","48.04"
"480","Pierre-Marc Bouchard","MIN","C","71","1205.2666666667","16","30","15","15","46","65.71","142","11.27","209","177","89","35","5","9","20","10","10","0","0","12","37","28","7","46","12","11","8","57.89"
"872","Steven Stamkos","T.B","C","79","1179.85","23","23","10","13","46","68.66","181","12.71","329","246","187","66","12","11","39","18","17","1","0","23","33","49","75","66","17","253","304","45.42"
"1","Rob Blake","S.J","D","73","1552.9333333333","10","35","10","25","45","49.45","198","5.05","365","248","86","13","9","31","110","44","40","2","2","10","37","23","66","26","114","0","0","-"
"10","Owen Nolan","MIN","R","59","967.11666666667","25","20","10","10","45","71.43","148","16.89","238","201","136","64","6","8","26","10","8","2","0","18","25","21","37","47","12","75","86","46.58"
"80","Vinny Prospal","T.B","L","82","1449.9666666667","19","26","15","11","45","60.00","194","9.79","310","248","193","76","7","14","52","22","21","0","1","16","22","46","126","108","28","107","95","52.97"
"251","Jaroslav Spacek","BUF","D","80","1782.05","8","37","14","23","45","42.06","130","6.15","288","179","48","4","8","12","38","19","19","0","0","9","70","25","78","103","126","0","0","-"
"293","Ryan Malone","T.B","L","70","1242.2333333333","26","19","11","8","45","64.29","124","20.97","205","174","155","96","3","15","98","40","34","6","0","33","24","33","173","65","23","14","33","29.79"
"346","Dominic Moore","BUF, TOR","C","81","1363.6333333333","13","32","18","14","45","63.38","165","7.88","314","249","172","78","11","17","92","42","40","2","0","41","44","41","75","124","37","673","571","54.10"
"466","Tom Gilbert","EDM","D","82","1801.9166666667","5","40","14","26","45","48.39","107","4.67","212","152","55","9","2","16","26","12","12","0","0","10","70","40","47","130","136","0","0","-"
"530","Nathan Horton","FLA","R","67","1196.3166666667","22","23","11","12","45","62.50","131","16.79","274","196","156","47","4","14","48","24","24","0","0","19","26","22","95","40","14","377","486","43.68"
"534","Ryan Suter","NSH","D","82","1989.4666666667","7","38","14","24","45","50.56","143","4.90","291","201","69","7","4","7","73","35","34","1","0","19","46","45","87","80","93","0","0","-"
"628","Blake Wheeler","BOS","R","81","1109","21","24","15","9","45","64.29","150","14.00","236","200","153","80","10","11","46","23","23","0","0","15","26","36","49","98","26","13","21","38.24"
"633","Drew Stafford","BUF","R","79","1234.6833333333","20","25","12","13","45","62.50","183","10.93","282","231","157","77","13","16","29","13","12","1","0","25","30","24","80","82","18","4","16","20.00"
"812","Michael Frolik","FLA","R","79","1169.7666666667","21","24","13","11","45","65.22","158","13.29","251","202","132","48","12","10","22","9","9","0","0","23","35","36","46","126","24","27","40","40.30"
"73","Todd Bertuzzi","CGY","R","66","1227.7666666667","15","29","21","8","44","61.97","127","11.81","206","171","121","59","3","14","74","34","32","2","0","25","67","28","60","40","20","21","24","46.67"
"314","Andy McDonald","STL","L","46","877.48333333333","15","29","15","14","44","73.33","128","11.72","216","173","127","42","4","6","24","11","11","0","0","15","22","18","24","53","18","213","154","58.04"
"360","Antti Miettinen","MIN","R","82","1498.5833333333","15","29","18","11","44","69.84","187","8.02","321","260","145","52","8","13","32","15","15","0","0","10","39","19","69","81","27","28","32","46.67"
"409","Patrick Sharp","CHI","L","61","1095.1666666667","26","18","8","10","44","61.97","184","14.13","296","242","159","66","5","14","41","19","18","1","0","20","18","22","44","68","21","259","307","45.76"
"505","Duncan Keith","CHI","D","77","1968.0166666667","8","36","19","17","44","40.37","173","4.62","362","250","57","9","6","14","60","26","25","0","1","8","40","50","40","83","92","0","0","-"
"590","Lee Stempniak","STL, TOR","R","75","1240.4333333333","14","30","15","15","44","64.71","171","8.19","335","231","163","52","13","18","33","14","13","1","0","24","31","39","107","119","37","4","9","30.77"
