"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"731","Brett MacLean","PHX","L","13","113.91666666667","8.7628205128205","1.05","0.53","0","0.53","1.58","50.00","8.43","12.50","15.8","11.59","11.06","3.69","0","0.53","1.05","0.53","0.53","0","0","0.53","0.53","0.53","4.21","8.95","0","0.53","0.53","26.34"
"761","Jakub Voracek","CBJ","R","80","1357.6666666667","16.970833333333","0.62","1.41","0.88","0.53","2.03","60.53","8.09","7.65","13.21","11.09","8.4","4.33","0.27","0.88","1.15","0.57","0.57","0","0","0.84","1.19","1.68","2.43","3.54","0.97","1.06","1.81","1.63"
"36","Kimmo Timonen","PHI","D","82","1842","22.463414634146","0.2","1.01","0.49","0.52","1.21","35.24","4.79","4.08","9.45","7.04","2.48","0.72","0.16","0.49","1.17","0.59","0.59","0","0","0.49","1.27","1.4","3.13","4.79","5.7","0","0.03","0.00"
"82","Zdeno Chara","BOS","D","81","2060.2166666667","25.434773662551","0.41","0.87","0.35","0.52","1.28","38.94","7.69","5.30","14.88","10.57","2.77","0.38","0.29","0.7","2.56","0.84","0.7","0.06","0.09","0.61","1.81","0.93","4.46","3.73","3.23","0","0","-"
"295","Brooks Laich","WSH","C","82","1504.25","18.344512195122","0.64","1.28","0.76","0.52","1.91","64.86","8.26","7.73","14.16","10.85","8.74","4.67","0.6","0.68","1.83","0.88","0.88","0","0","0.76","1.28","1.52","4.51","5.19","2.15","10.73","10.17","2.05"
"332","Frans Nielsen","NYI","C","71","1261.2","17.76338028169","0.62","1.47","0.95","0.52","2.09","63.77","7.42","8.33","12.13","9.61","6.71","2.95","0.57","0.62","1.81","0.52","0.43","0","0.1","1.19","1.57","3.14","1.09","3.47","3","21.22","24.69","2.20"
"473","Andrew Ladd","ATL","L","81","1625.8333333333","20.072016460905","1.07","1.11","0.59","0.52","2.18","63.44","7.2","14.87","12.4","9.56","7.27","3.28","0.59","0.81","1.44","0.59","0.55","0.04","0","0.48","1.62","2.25","2.51","3.99","1.66","0.55","1.07","1.26"
"733","P.K. Subban","MTL","D","77","1714.6833333333","22.268614718615","0.49","0.84","0.31","0.52","1.33","48.72","6.89","7.11","13.65","9.62","2.97","0.42","0.28","0.63","4.34","1.68","1.47","0.14","0.07","1.4","1.96","1.29","3.85","4.86","3.71","0","0","-"
"805","John Carlson","WSH","D","82","1847.2166666667","22.527032520325","0.23","0.97","0.45","0.52","1.2","39.78","4.68","4.86","10.04","6.69","2.14","0.49","0.16","0.52","1.43","0.58","0.55","0","0.03","0.49","2.6","1.95","2.27","3.77","5.2","0","0","-"
"810","Zac Dalpe","CAR","C","15","115.85","7.7233333333333","1.55","0.52","0","0.52","2.07","66.67","8.29","18.75","14.5","11.39","6.73","3.11","2.59","0.52","0","0","0","0","0","0.52","0.52","2.59","5.18","5.18","2.59","3.63","9.84","13.94"
"825","Matt Calvert","CBJ","L","42","465.93333333333","11.093650793651","1.42","1.16","0.64","0.52","2.58","71.43","6.44","22.00","10.82","8.63","6.57","3.35","0.13","0.77","1.55","0.77","0.77","0","0","2.19","1.03","0.9","6.57","6.7","1.03","0.39","0.77","4.29"
"858","Nazem Kadri","TOR","C","29","457.48333333333","15.775287356322","0.39","1.18","0.66","0.52","1.57","75.00","6.69","5.88","12.33","9.44","7.34","3.41","0.39","1.05","1.05","0.52","0.52","0","0","1.97","3.41","1.97","2.1","7.08","0.79","6.43","9.44","5.31"
"195","Alexandre Giroux","EDM","L","8","118.06666666667","14.758333333333","0.51","0.51","0","0.51","1.02","50.00","6.61","7.69","12.7","8.64","9.15","5.59","0.51","2.03","1.02","0.51","0.51","0","0","2.54","0.51","0.51","8.13","5.08","1.52","0","1.02","0.00"
"223","Niklas Kronwall","DET","D","77","1760.9","22.868831168831","0.37","0.89","0.37","0.51","1.26","43.02","4.46","8.40","8.96","6.3","3.24","0.78","0.14","0.37","1.23","0.61","0.61","0","0","0.41","1.67","0.89","3.85","3.31","4.4","0","0","-"
"255","Stephen Weiss","FLA","C","76","1527.5166666667","20.098903508772","0.82","1.1","0.59","0.51","1.92","66.22","6.76","12.21","11.12","8.56","6.83","2.95","0.39","0.82","1.92","0.75","0.67","0.04","0.04","0.43","1.1","1.73","2.04","2.55","1.73","27.06","23.17","2.12"
"853","Victor Hedman","T.B","D","79","1659.7","21.008860759494","0.11","0.83","0.33","0.51","0.94","35.14","3.65","2.97","8.78","5.6","1.99","0.25","0.22","0.54","2.53","1.27","1.27","0","0","0.51","2.31","1.74","1.95","4.01","3.07","0","0","-"
"25","Saku Koivu","ANA","C","75","1435.2","19.136","0.63","1.25","0.75","0.5","1.88","58.44","4.35","14.42","7.9","5.64","5.23","2.17","0.21","0.38","1.51","0.75","0.75","0","0","0.46","1.34","1.21","2.01","2.09","1.46","29.56","26.42","2.21"
"92","Brett Clark","T.B","D","82","1548.3333333333","18.882113821138","0.35","0.85","0.35","0.5","1.2","39.24","3.37","10.34","8.1","5.39","2.52","0.93","0.08","0.43","0.54","0.27","0.27","0","0","0.27","1.86","0.78","4.53","3.6","6.08","0","0","-"
"177","Martin Havlat","MIN","R","78","1430.8166666667","18.343803418803","0.92","1.68","1.17","0.5","2.6","78.48","9.6","9.61","15.47","12.71","7.72","2.94","0.25","0.92","2.18","1.05","1.05","0","0","1.01","1.97","1.8","1.43","2.81","1.01","0.13","0.29","1.26"
"209","Dany Heatley","S.J","L","80","1572.1166666667","19.651458333333","0.99","1.45","0.95","0.5","2.44","59.26","8.28","11.98","15.42","12.06","9.85","4.62","0.42","1.11","2.14","1.03","1.03","0","0","0.73","2.6","1.11","3.97","4.16","1.11","0.34","0.42","1.72"
"263","R.J. Umberger","CBJ","C","82","1575.5","19.213414634146","0.95","1.22","0.72","0.5","2.17","67.06","8.38","11.36","13.82","11.39","8.8","4.72","0.46","0.69","1.45","0.53","0.5","0","0.04","0.99","0.76","1.68","4.34","3.73","2.67","4.23","4.15","1.92"
"285","Kyle Wellwood","S.J","C","35","478.85","13.681428571429","0.63","1","0.5","0.5","1.63","68.42","6.27","10.00","11.03","8.02","6.89","3.76","0.13","1","0","0","0","0","0","1.13","2.51","3.26","1","3.76","0.88","8.14","8.4","6.17"
"396","Anthony Stewart","ATL","R","80","1197.8333333333","14.972916666667","0.7","1.25","0.75","0.5","1.95","66.10","7.06","9.93","11.77","9.57","6.26","3.46","0.5","0.9","2.75","0.85","0.7","0.05","0.1","0.6","1.4","1.7","4.91","3.36","1.75","0.35","0.55","1.95"
"405","Patrice Bergeron","BOS","C","80","1431.0833333333","17.888541666667","0.92","1.47","0.96","0.5","2.39","65.52","8.85","10.43","15.3","11.61","8.72","3.69","0.67","0.84","1.09","0.55","0.55","0","0","0.46","1.01","2.05","1.89","3.02","2.35","34.17","26.16","2.37"
"512","Ryan Callahan","NYR","R","60","1194.0166666667","19.900277777778","1.16","1.26","0.75","0.5","2.41","68.57","8.99","12.85","15.02","12.51","10.4","6.38","0.35","0.95","2.31","1.01","0.9","0.1","0","1.86","0.6","2.11","11.26","4.77","3.87","0.1","0.75","0.59"
"726","Sam Gagner","EDM","C","68","1206.9833333333","17.749754901961","0.75","1.34","0.85","0.5","2.09","67.74","6.86","10.87","12.03","9.49","6.61","3.13","0.45","0.55","1.84","0.6","0.5","0.05","0.05","0.8","1.89","1.64","1.19","4.52","1.44","20.38","26.1","2.18"
"857","Oliver Ekman-Larsson","PHX","D","48","721.7","15.035416666667","0.08","0.83","0.33","0.5","0.91","34.38","4.16","2.00","9.73","6.24","2.99","0.5","0","0.91","2","1","1","0","0","0.67","1.08","0.25","3.41","5.65","2.58","0","0","-"
"1","Kris Draper","DET","C","47","491.15","10.45","0.73","0.61","0.12","0.49","1.34","47.83","6.96","10.53","10.87","9.16","5.01","2.81","0.49","0","1.47","0.73","0.73","0","0","0.24","0.98","1.95","5.5","4.4","1.34","11.61","8.92","6.91"
"18","Cory Stillman","CAR, FLA","L","65","1099.1666666667","16.910256410256","0.66","1.47","0.98","0.49","2.13","59.09","6.33","10.34","11.9","9.12","6","2.89","0.38","0.6","1.31","0.66","0.66","0","0","0.6","1.53","1.69","3.49","2.62","1.64","0.93","1.09","2.51"
"27","Jamie Langenbrunner","DAL, N.J","R","70","1220.8833333333","17.44119047619","0.44","1.13","0.64","0.49","1.57","62.75","7.52","5.88","13.37","10.57","6.78","2.75","0.29","0.59","2.21","1.03","0.98","0.05","0","0.98","1.77","1.38","4.72","3.69","1.23","0.54","0.84","1.93"
"213","Scott Hartnell","PHI","L","82","1360.6666666667","16.593495934959","1.06","1.1","0.62","0.49","2.16","56.98","7.8","13.56","12.83","10.67","7.67","4.37","0.31","0.79","6.26","1.98","1.54","0.26","0.18","1.19","1.46","1.37","7.41","5.64","1.68","0.22","0.22","2.20"
"261","Ales Hemsky","EDM","R","47","859.26666666667","18.282269503546","0.98","1.96","1.47","0.49","2.93","85.71","6.98","14.00","12.78","9.57","6.98","2.86","0.56","0.7","1.26","0.56","0.56","0","0","0.91","2.23","1.19","2.02","5.73","1.26","0.07","0.42","1.00"
"475","Rostislav Olesz","FLA","L","44","610.66666666667","13.878787878788","0.59","1.08","0.59","0.49","1.67","65.38","6.98","8.45","11.89","8.94","6.29","3.44","0.39","1.08","0.79","0.39","0.39","0","0","0.49","0.88","1.87","6.68","4.91","1.87","0.2","0.79","1.97"
"523","Roman Polak","STL","D","55","1097.6166666667","19.956666666667","0.16","0.49","0","0.49","0.66","29.27","2.95","5.56","6.07","4.26","1.48","0.11","0.22","0.27","1.8","0.82","0.77","0.05","0","0.22","0.66","0.6","6.01","3.5","4.26","0","0.05","0.00"
"605","Nathan Gerbe","BUF","C","64","853.31666666667","13.333072916667","1.13","1.05","0.56","0.49","2.18","70.45","12.02","9.36","18.49","15.26","9.49","3.66","1.13","0.84","2.39","1.2","1.2","0","0","1.69","1.34","1.69","3.73","4.64","1.62","0.28","0.91","1.65"
"624","Andrew Desjardins","S.J","L","17","121.38333333333","7.1401960784314","0.49","0.99","0.49","0.49","1.48","60.00","5.93","8.33","11.37","7.41","5.44","2.47","0","0.99","1.98","0.99","0.99","0","0","0","0.49","2.97","16.81","9.89","2.47","15.32","12.36","27.36"
"736","Kyle Turris","PHX","C","65","732.75","11.273076923077","0.9","1.15","0.66","0.49","2.05","65.79","9.5","9.48","15.23","12.28","8.84","3.11","0.33","0.9","1.31","0.66","0.66","0","0","0.9","1.56","1.15","2.46","4.26","1.23","22.11","22.11","4.09"
"771","Jason Demers","S.J","D","75","1462.3166666667","19.497555555556","0.08","0.9","0.41","0.49","0.98","34.78","4.31","1.90","10.05","6.73","2.17","0.29","0.25","0.66","1.15","0.57","0.57","0","0","0.53","2.01","1.23","3.57","4.96","2.95","0","0","-"
"796","Zach Boychuk","CAR","L","23","246.61666666667","10.722463768116","0.97","0.73","0.24","0.49","1.7","77.78","10.7","9.09","15.33","12.41","10.22","5.35","0.24","0.97","0.97","0.49","0.49","0","0","1.46","1.7","1.22","12.16","4.87","1.46","0.24","0.97","4.87"
"120","Brian Campbell","CHI","D","65","1493.8666666667","22.982564102564","0.2","0.88","0.4","0.48","1.08","36.00","3.37","5.95","7.87","5.26","2.17","0.36","0.08","0.32","0.24","0.12","0.12","0","0","0.2","1.69","0.84","1.12","5.9","4.06","0","0","-"
"122","Andrew Ference","BOS","D","70","1258.55","17.979285714286","0.14","0.57","0.1","0.48","0.72","24.19","3.72","3.85","8.53","5.34","1.48","0.33","0.05","0.52","2.86","0.76","0.48","0.19","0.1","0.67","1.33","0.19","3.53","6.01","3.91","0","0","-"
"176","Barret Jackman","STL","D","60","1248.4333333333","20.807222222222","0","0.62","0.14","0.48","0.62","25.00","3.12","0.00","7.26","4.52","1.35","0.05","0.14","0.34","2.74","1.11","1.01","0.05","0.05","1.11","1.15","1.35","3.75","3.27","5.48","0","0","-"
"188","Mike Comrie","PIT","C","21","248.26666666667","11.822222222222","0.24","1.21","0.73","0.48","1.45","75.00","6.04","4.00","9.43","7.01","6.53","2.9","0","0.24","4.35","1.21","0.73","0.48","0","1.69","0.73","0.48","2.42","2.9","1.21","3.63","6.04","9.06"
"201","Joel Ward","NSH","R","80","1365.8","17.0725","0.44","0.83","0.35","0.48","1.27","58.00","6.9","6.37","10.76","8.65","6.28","3.21","0.35","0.44","1.85","0.92","0.92","0","0","0.83","1.27","2.24","2.94","5.75","2.5","3.6","3.78","2.14"
"212","Raffi Torres","VAN","L","80","999.06666666667","12.488333333333","0.84","0.9","0.42","0.48","1.74","69.05","6.91","12.17","10.75","9.37","5.83","2.7","0.36","0.3","4.68","1.5","1.14","0.24","0.12","0.72","1.44","1.86","8.05","5.28","1.14","0.6","1.32","1.88"
"391","Brent Burns","MIN","D","80","2003.7833333333","25.047291666667","0.51","0.87","0.39","0.48","1.38","49.46","5.09","10.00","11.32","7.43","3.23","0.66","0.12","0.6","2.93","1.14","1.02","0.06","0.06","0.42","2.4","1.41","3.98","2.16","3.17","0.03","0.03","1.50"
"409","Stefan Meyer","CGY","L","16","124.01666666667","7.7510416666667","0","0.97","0.48","0.48","0.97","40.00","5.81","0.00","13.06","7.74","6.29","2.42","0","0","8.22","1.94","0.48","1.45","0","4.84","0","0.97","11.61","8.22","4.84","3.39","4.84","19.92"
"499","Brandon Prust","NYR","L","82","1132.75","13.814024390244","0.69","0.85","0.37","0.48","1.54","74.36","4.61","14.94","7.42","6.09","5.72","3.81","0.16","0.64","8.47","2.17","1.06","0.95","0.16","2.44","1.54","1.38","8.53","6.04","1.91","0.21","0.26","2.35"
"511","Torrey Mitchell","S.J","C","66","880.86666666667","13.346464646465","0.61","0.95","0.48","0.48","1.57","76.67","7.9","7.76","13.21","10.83","8.17","3.75","0.68","1.23","3.13","1.23","1.16","0","0.07","1.09","1.7","2.18","3.88","4.15","1.84","6.74","7.08","3.32"
"622","Patric Hornqvist","NSH","R","79","1242.3166666667","15.72552742616","1.01","1.3","0.82","0.48","2.32","69.57","12.8","7.92","18.88","15.94","10.67","5.36","0.72","0.72","2.27","0.87","0.77","0.05","0.05","1.45","1.01","1.93","4.15","8.02","1.74","1.06","1.11","2.36"
"765","Keaton Ellerby","FLA","D","54","869.05","16.093518518519","0.14","0.69","0.21","0.48","0.83","57.14","3.87","3.57","9.46","5.52","1.86","0.35","0.14","0.62","1.52","0.76","0.76","0","0","0.41","0.97","0.97","5.11","10.77","4.69","0","0","-"
"798","Erik Karlsson","OTT","D","75","1763.7","23.516","0.44","1.09","0.61","0.48","1.53","59.21","6.19","7.14","13.13","8.44","3.16","0.44","0.14","0.82","1.7","0.85","0.85","0","0","0.54","2.69","1.91","1.09","3.23","2.52","0","0","-"
"10","Brian Rolston","N.J","R","65","1144.4","17.606153846154","0.73","1.05","0.58","0.47","1.78","77.27","8.81","8.33","15.26","12.01","5.92","1.68","0.37","0.68","1.78","0.84","0.84","0","0","0.58","1.21","1.42","3.51","1.57","1.05","2.73","4.35","2.02"
"305","Brandon Segal","DAL","R","46","381.26666666667","8.2884057971014","0.79","0.79","0.31","0.47","1.57","66.67","6.29","12.50","12.27","9.76","5.82","2.99","0.31","0.16","6.45","2.05","1.26","0.79","0","1.57","1.73","1.26","14.32","7.87","1.26","0.31","0.31","7.87"
"358","Jim Slater","ATL","C","36","380.98333333333","10.58287037037","0.79","1.1","0.63","0.47","1.89","63.16","8.35","9.43","12.44","10.87","7.87","5.2","0.79","1.42","2.99","1.26","1.1","0.16","0","0.94","0.79","2.52","9.29","6.61","2.52","29.14","18.27","9.68"
"381","Dion Phaneuf","TOR","D","66","1670.0166666667","25.303282828283","0.29","0.79","0.32","0.47","1.08","38.46","6.83","4.21","15.92","10.2","3.41","0.29","0.32","0.32","3.16","1.08","0.86","0.14","0.07","0.72","1.9","1.11","6.68","3.99","4.35","0","0","-"
"418","Clarke MacArthur","TOR","L","82","1403.4","17.114634146341","0.9","1.75","1.28","0.47","2.65","77.50","6.58","13.64","12.48","8.98","6.93","2.74","0.47","0.6","1.58","0.73","0.68","0.04","0","1.28","2.09","1.03","4.92","5.9","0.86","0.38","0.3","2.40"
"435","Nigel Dawes","ATL, MTL","L","13","127.61666666667","9.8166666666667","0","0.47","0","0.47","0.47","50.00","5.64","0.00","9.4","7.05","4.23","1.41","0","0.47","0","0","0","0","0","0","1.41","2.82","8.93","9.4","1.41","0","0","-"
"492","Victor Oreskovich","VAN","R","16","126.43333333333","7.9020833333333","0","1.42","0.95","0.47","1.42","100.00","9.02","0.00","11.39","10.44","5.69","4.27","0.47","0.47","3.8","1.9","1.9","0","0","0","1.42","1.42","13.29","6.17","3.32","0.47","0.47","23.73"
"546","Ryan Shannon","OTT","R","79","1021.3833333333","12.928902953586","0.65","0.94","0.47","0.47","1.59","71.05","6.93","9.32","10.99","9.05","5.76","2.17","0.23","0.35","1.41","0.7","0.7","0","0","0.7","1.23","2.41","2","3.76","2.06","5.11","7.05","2.47"
"608","Cal O'Reilly","NSH","C","38","642.28333333333","16.902192982456","0.56","1.12","0.65","0.47","1.68","60.00","4.11","13.64","7.19","5.61","4.95","2.52","0.09","0.37","0.19","0.09","0.09","0","0","0.65","1.31","2.71","0.47","2.8","1.21","21.58","24.85","4.34"
"662","Jordan Staal","PIT","C","42","896.83333333333","21.353174603175","0.74","1.27","0.8","0.47","2.01","63.83","6.09","12.09","11.11","7.89","7.16","3.41","0.6","0.87","1.61","0.54","0.47","0","0.07","0.54","0.67","1.34","4.68","4.21","0.87","25.16","28.43","3.14"
"663","Patrik Berglund","STL","C","81","1392.4333333333","17.190534979424","0.95","1.29","0.82","0.47","2.24","69.33","7.54","12.57","13.53","10.64","7.97","3.45","0.3","0.73","1.12","0.56","0.56","0","0","0.69","0.82","1.21","5","2.76","1.42","19.39","22.58","1.99"
"795","Tyler Myers","BUF","D","80","1796.6333333333","22.457916666667","0.33","0.9","0.43","0.47","1.24","38.54","4.07","8.20","9.02","6.04","1.94","0.37","0.33","0.47","1.34","0.67","0.67","0","0","0.27","2.24","1.37","3.57","3.61","3.27","0","0","-"
"804","Tyler Ennis","BUF","C, L","82","1285.1666666667","15.672764227642","0.93","1.35","0.89","0.47","2.29","65.33","9.8","9.52","15.87","12.93","9.24","4.53","0.56","0.98","1.4","0.7","0.7","0","0","0.98","1.17","2.1","1.96","4.3","1.26","0.09","0.33","1.04"
"52","Daniel Alfredsson","OTT","R","54","1040.9","19.275925925926","0.81","0.98","0.52","0.46","1.79","60.78","5.53","14.58","10.78","7.84","5.53","2.42","0.23","0.52","1.04","0.52","0.52","0","0","0.86","2.65","2.59","2.36","2.59","1.21","0.12","0.58","0.96"
"70","J-P Dumont","NSH","R","70","782.8","11.182857142857","0.77","0.69","0.23","0.46","1.46","61.29","6.82","11.24","11.34","8.74","6.29","2.15","0.61","0.61","1.23","0.61","0.61","0","0","0.84","1.76","2.68","3.45","3.3","0.61","0.08","0.08","3.83"
"134","Manny Malhotra","VAN","C","72","1163.9833333333","16.166435185185","0.57","0.98","0.52","0.46","1.55","68.18","5.72","9.91","10.1","8.04","5.57","2.89","0.46","0.62","1.13","0.57","0.57","0","0","0.82","0.93","2.06","2.94","6.03","3.81","40.1","24.9","3.18"
"228","Kurtis Foster","EDM","D","74","1306.7833333333","17.659234234234","0.37","0.64","0.18","0.46","1.01","37.93","8.36","4.40","16.71","11.75","3.44","0.28","0.46","0.64","2.07","0.96","0.92","0.05","0","0.37","1.7","0.83","4.09","3.21","3.49","0","0","-"
"327","Alexander Semin","WSH","R","65","1167.6","17.963076923077","1.44","1.34","0.87","0.46","2.77","72.97","10.07","14.29","22.56","15.83","10.28","3.08","0.98","1.03","3.65","1.49","1.39","0.05","0.05","0.92","2.16","3.19","1.39","2.36","0.31","0.21","0.46","1.58"
"474","Blake Wheeler","ATL, BOS","R","81","1316.0333333333","16.247325102881","0.82","1.19","0.73","0.46","2.01","77.19","8.16","10.06","13.31","10.9","7.66","3.65","0.55","0.64","2.1","1.05","1.05","0","0","0.68","1.32","1.82","3.37","4.6","2.14","2.37","4.38","1.60"
"625","Dan Girardi","NYR","D","80","1966.1833333333","24.577291666667","0.12","0.82","0.37","0.46","0.95","36.47","3.36","3.64","7.32","4.79","2.01","0.4","0.03","0.34","1.13","0.52","0.49","0.03","0","0.27","1.56","0.92","5.95","5.83","7.2","0","0","-"
"764","Alec Martinez","L.A","D","60","916.71666666667","15.278611111111","0.33","0.72","0.26","0.46","1.05","41.03","4.84","6.76","12.44","7.33","2.88","0.33","0.26","0.26","1.18","0.59","0.59","0","0","0.07","1.44","0.26","4.52","9.56","4.78","0","0","-"
"782","Chris Mueller","NSH","C","15","129.55","8.6366666666667","0","1.39","0.93","0.46","1.39","75.00","3.24","0.00","5.56","4.63","2.78","1.39","0","0","0.93","0.46","0.46","0","0","1.39","0.46","2.78","8.8","5.09","0","19.92","21.3","22.38"
"860","Dmitry Kulikov","FLA","D","72","1436.4333333333","19.950462962963","0.25","0.84","0.38","0.46","1.09","44.07","3.47","7.23","8.9","5.3","2.34","0.33","0.04","0.67","1.88","0.88","0.84","0.04","0","0.54","1.59","0.75","4.47","8.15","3.3","0","0","-"
"66","Stephane Robidas","DAL","D","81","1987.15","24.532716049383","0.15","0.75","0.3","0.45","0.91","32.97","3.2","4.72","7.7","5.01","1.63","0.18","0.09","0.33","2.02","0.85","0.79","0.03","0.03","0.6","1.06","0.85","6.52","7.13","4.08","0","0","-"
"130","Vincent Lecavalier","T.B","C","65","1198.9","18.444615384615","1.25","1.45","1","0.45","2.7","71.05","10.51","11.90","17.42","13.76","10.61","5.05","0.85","1.15","2.15","0.8","0.7","0.05","0.05","1","1.3","1.75","4.65","2.5","1.25","29.58","28.53","2.55"
"140","Nik Antropov","ATL","C","76","1189.4166666667","15.650219298246","0.81","1.26","0.81","0.45","2.07","68.33","5.3","15.24","9.23","7.62","6.1","3.03","0.2","0.66","2.12","0.96","0.96","0","0","0.4","1.56","1.77","3.13","1.56","1.97","13.12","13.82","2.46"
"260","Dan Hamhuis","VAN","D","64","1451.4833333333","22.679427083333","0.25","0.7","0.25","0.45","0.95","30.67","4.51","5.50","9.67","6.12","2.52","0.58","0.25","0.62","1.41","0.7","0.7","0","0","0.58","1.36","1.78","3.14","3.68","3.68","0","0","-"
"267","Colby Armstrong","TOR","R","50","806.23333333333","16.124666666667","0.6","1.12","0.67","0.45","1.71","71.88","5.13","11.59","9.23","7.22","6.18","2.9","0.37","0.22","2.83","1.19","1.04","0.15","0","1.86","1.41","2.53","6.55","7.29","2.08","0.22","0.37","2.79"
"289","Kevin Bieksa","VAN","D","66","1482.9333333333","22.468686868687","0.24","0.65","0.2","0.45","0.89","28.21","4.25","5.71","9.02","6.35","2.31","0.57","0.08","0.61","2.95","1.29","1.17","0.12","0","0.93","1.66","2.02","4.21","3.2","3.76","0","0","-"
"368","Chris Campoli","CHI, OTT","D","77","1473.5333333333","19.136796536797","0.16","0.69","0.24","0.45","0.86","36.84","3.42","4.76","7.49","4.64","2.28","0.29","0.12","0.53","1.47","0.61","0.53","0.08","0","0.53","1.3","0.77","4.03","5.58","3.71","0","0","-"
"413","David Backes","STL","R","82","1615.8833333333","19.705894308943","1.15","1.15","0.71","0.45","2.3","58.49","7.83","14.69","13.4","11.33","8.76","3.71","0.3","0.74","3.45","1.41","1.26","0.11","0.04","1.26","0.85","1.75","7.91","4.94","1.49","18.79","23.47","1.65"
"445","Dylan Reese","NYI","D","27","400.03333333333","14.816049382716","0","0.9","0.45","0.45","0.9","50.00","3.45","0.00","7.05","5.25","1.65","0.15","0.15","0.45","2.25","0.9","0.75","0.15","0","0.6","2.25","1.65","2.55","5.25","3.3","0","0","-"
"503","Johan Franzen","DET","R","76","1324.9666666667","17.433771929825","1.27","1.22","0.77","0.45","2.49","63.22","11.23","11.29","18.57","15.44","10.82","4.08","0.5","0.77","2.63","1.13","1.09","0","0.05","0.77","1.58","1.63","6.48","3.8","1.31","3.35","3.31","2.28"
"615","Matt D'Agostini","STL","R","82","1210.25","14.759146341463","1.04","1.24","0.79","0.45","2.28","63.01","8.08","12.88","14.18","11.06","7.39","3.32","0.59","0.45","1.98","0.84","0.74","0.1","0","0.99","0.59","1.19","3.47","7.59","1.78","1.04","1.69","1.89"
"638","Brad Marchand","BOS","L","77","1076.7833333333","13.984199134199","1.17","1.11","0.67","0.45","2.28","70.69","8.3","14.09","12.65","10.31","7.86","3.57","1","0.33","2.84","1.34","1.28","0.06","0","1.34","2.17","2.01","4.96","6.74","1.67","0.45","0.95","1.78"
"56","Tomas Holmstrom","DET","L","73","1080.8833333333","14.806621004566","1","1.05","0.61","0.44","2.05","52.86","6.94","14.40","11.1","9.66","7.27","4.88","0.33","0.78","3.44","1.44","1.39","0","0.06","1.5","1.44","1","4.5","4.83","0.61","0.06","0","5.55"
"121","Mike Mottau","NYI","D","20","406.66666666667","20.333333333333","0","0.44","0","0.44","0.44","30.00","3.1","0.00","7.08","4.13","2.66","0.44","0","0.15","1.18","0.59","0.59","0","0","0.3","1.48","0.59","2.51","3.98","4.87","0","0","-"
"139","Scott Gomez","MTL","C","80","1485.0833333333","18.563541666667","0.28","1.25","0.81","0.44","1.54","63.33","6.34","4.46","11.15","8.65","4.97","1.98","0.28","0.57","1.94","0.77","0.73","0","0.04","0.81","1.13","2.26","1.29","3.56","0.97","23.23","25.13","1.94"
"147","Erik Cole","CAR","L","82","1504.9333333333","18.352845528455","1.04","1.04","0.6","0.44","2.07","64.20","8.01","12.94","14.59","10.96","9.29","5.34","0.76","0.72","1.95","0.76","0.68","0.04","0.04","1.52","1.44","2.59","8.97","4.74","1.36","0.28","1.08","0.82"
"218","David Hale","OTT","D","25","407.81666666667","16.312666666667","0.15","0.59","0.15","0.44","0.74","27.78","2.94","5.00","5.15","3.53","1.03","0.15","0","0","0.88","0.44","0.44","0","0","0","1.47","1.18","4.27","6.33","3.24","0","0","-"
"271","Derek Roy","BUF","C","35","683.36666666667","19.524761904762","0.88","2.2","1.76","0.44","3.07","81.40","7.81","11.24","13.26","9.66","6.85","3.34","0.44","1.23","1.4","0.7","0.7","0","0","1.05","2.2","3.25","1.4","2.11","1.4","21.51","24.85","4.07"
"337","Matt Stajan","CGY","C","76","1081.2833333333","14.227412280702","0.33","1.39","0.94","0.44","1.72","63.27","4.49","7.41","8.21","6.77","5.11","2.22","0.5","0.44","1.78","0.89","0.89","0","0","0.61","2.16","2.89","3.66","3.44","1.33","24.19","22.7","2.86"
"555","Bobby Ryan","ANA","R","82","1654.7333333333","20.179674796748","1.23","1.34","0.91","0.44","2.57","66.36","9.79","12.59","15.34","12.98","9.25","4.35","0.58","0.58","2.14","0.87","0.8","0.04","0.04","1.41","1.52","2.25","5.66","4.42","1.23","3.15","4.79","1.44"
"604","Darren Helm","DET","C","82","1091.15","13.306707317073","0.66","1.1","0.66","0.44","1.76","72.73","9.73","6.78","15.89","12.92","8.96","4.12","0.77","0.88","0.88","0.44","0.44","0","0","2.09","1.1","2.53","7.04","6.65","1.65","27.11","24.47","2.89"
"645","Trevor Lewis","L.A","C","72","827.15","11.488194444444","0.22","0.73","0.29","0.44","0.94","81.25","7.62","2.86","13.2","11.24","7.04","2.61","0.29","0.51","0.44","0.22","0.22","0","0","0.87","1.16","1.96","7.4","6.75","1.81","10.95","16.97","2.85"
