"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"172","Daniel Sedin","VAN","L","82","1521.35","18.553048780488","1.62","2.48","1.34","1.14","4.1","80.00","10.49","15.41","17.83","14.12","10.61","5.6","0.47","0.91","1.26","0.63","0.63","0","0","0.59","1.89","1.42","0.51","2.56","0.47","0.16","0.51","0.93"
"173","Henrik Sedin","VAN","C","82","1579.2833333333","19.259552845528","0.72","2.85","1.71","1.14","3.57","70.68","5.96","12.10","9.76","7.56","5.85","2.81","0.3","0.49","1.52","0.76","0.76","0","0","0.57","1.44","1.63","0.57","1.41","0.8","27.39","25.3","1.97"
"330","Nathan Oystrick","STL","D","9","109.55","12.172222222222","0.55","1.1","0","1.1","1.64","42.86","6.02","9.09","11.5","7.12","4.38","0","0","0.55","4.93","1.64","1.1","0.55","0","0.55","0.55","0","3.29","3.83","2.74","0","0","-"
"741","Matt Halischuk","NSH","R","27","273.43333333333","10.127160493827","0.88","1.76","0.66","1.1","2.63","85.71","6.36","13.79","12.07","9.44","8.56","3.73","0.22","0.88","0.44","0.22","0.22","0","0","0.44","0.88","3.51","1.32","5.49","1.97","0","0.88","0.00"
"30","Vinny Prospal","NYR","L","29","444.61666666667","15.331609195402","1.21","1.89","0.81","1.08","3.1","82.14","8.23","14.75","12.15","9.85","7.83","4.05","0","1.08","1.08","0.54","0.54","0","0","0.54","0.94","0.67","5.94","6.61","2.02","9.31","7.96","7.27"
"186","Michael Zigomanis","TOR","C","8","55.8","6.975","0","1.08","0","1.08","1.08","100.00","7.53","0.00","10.75","8.6","4.3","2.15","0","0","4.3","2.15","2.15","0","0","0","1.08","4.3","6.45","2.15","3.23","22.58","20.43","56.45"
"808","Patrick Wiercioch","OTT","D","8","111.21666666667","13.902083333333","0","1.08","0","1.08","1.08","22.22","1.62","0.00","8.09","5.39","1.08","0","0","1.08","2.16","1.08","1.08","0","0","0.54","1.08","0","2.16","8.09","1.08","0","0","-"
"190","Ryan Malone","T.B","L","54","865.36666666667","16.025308641975","0.97","1.66","0.62","1.04","2.63","55.88","10.4","9.33","14.21","12.13","10.95","7.42","0.62","1.32","3.54","1.39","1.18","0.21","0","1.25","1.11","1.94","8.67","4.16","1.32","3.88","6.03","2.72"
"256","Mikko Koivu","MIN","C","71","1383.8833333333","19.491314553991","0.74","1.95","0.91","1.04","2.69","78.48","8.28","8.90","14.78","11.19","6.89","2.99","0.35","0.87","2.17","1.08","1.08","0","0","1.17","2.21","2.77","2.73","2.3","1.26","29.61","26.45","2.29"
"334","Pierre-Marc Bouchard","MIN","C","59","927.1","15.713559322034","0.78","1.68","0.65","1.04","2.46","70.37","6.34","12.24","11.13","8.61","5.05","1.94","0.52","0.65","0.91","0.45","0.45","0","0","0.65","1.29","1.68","0.97","2.59","0.65","1.1","1.68","2.56"
"57","Daymond Langkow","CGY","C","4","59.033333333333","14.758333333333","0","1.02","0","1.02","1.02","33.33","6.1","0.00","13.21","9.15","8.13","0","1.02","0","0","0","0","0","0","2.03","4.07","5.08","4.07","2.03","0","23.38","20.33","54.36"
"826","Tomas Kubalik","CBJ","R","4","59","14.75","0","2.03","1.02","1.02","2.03","66.67","5.08","0.00","6.1","5.08","3.05","3.05","0","1.02","0","0","0","0","0","0","1.02","2.03","14.24","8.14","0","1.02","0","101.69"
"235","Lubomir Visnovsky","ANA","D","81","1967.7166666667","24.292798353909","0.55","1.52","0.55","0.98","2.07","46.58","4.63","11.84","10.34","7.04","2.84","0.43","0.06","0.52","0.73","0.37","0.37","0","0","0.24","1.37","0.91","1.59","2.32","3.54","0","0","-"
"528","Mark Mancari","BUF","R","20","246.33333333333","12.316666666667","0.24","1.71","0.73","0.97","1.95","61.54","10.47","2.33","15.59","13.88","6.82","3.17","1.22","0.49","2.92","1.46","1.46","0","0","0.49","1.22","2.19","3.9","3.41","1.95","0.73","0.73","12.18"
"792","Cody Hodgson","VAN","C","8","61.933333333333","7.7416666666667","0.97","0.97","0","0.97","1.94","100.00","8.72","11.11","16.47","11.63","10.66","3.88","0","1.94","0","0","0","0","0","0","0.97","1.94","3.88","7.75","1.94","15.5","25.19","36.91"
"613","Tim Kennedy","FLA","L","6","62.283333333333","10.380555555556","0","0.96","0","0.96","0.96","100.00","1.93","0.00","2.89","2.89","1.93","0.96","0","0.96","0","0","0","0","0","0","0","3.85","15.41","7.71","5.78","11.56","17.34","38.53"
"362","Ryan Whitney","EDM","D","35","886.83333333333","25.338095238095","0.14","1.69","0.74","0.95","1.83","50.00","2.91","4.65","6.16","4.06","1.83","0.2","0.07","0.27","2.23","0.74","0.61","0.07","0.07","0.34","2.77","1.35","1.96","2.17","4.53","0","0","-"
"579","Taylor Chorney","EDM","D","12","191.8","15.983333333333","0.31","0.94","0","0.94","1.25","50.00","4.07","7.69","10.32","5.63","2.5","0.63","0.63","0","1.25","0.63","0.63","0","0","0.31","3.44","1.25","4.07","6.57","5.32","0","0","-"
"753","Patrick Kane","CHI","R","73","1407.7833333333","19.284703196347","1.15","1.96","1.02","0.94","3.11","74.49","9.21","12.50","16.11","12.23","9.21","3.32","0.6","0.68","1.19","0.55","0.55","0","0","1.02","1.7","2.34","0.72","4.48","0.72","0.09","0.51","0.61"
"28","Brendan Morrison","CGY","C","66","1101.8833333333","16.695202020202","0.49","1.85","0.93","0.93","2.34","71.67","4.85","10.11","8.11","6.32","4.25","1.85","0.11","0.33","0.87","0.44","0.44","0","0","1.03","2.01","2.34","1.2","1.85","0.98","20.58","20.91","2.70"
"554","Sidney Crosby","PIT","C","41","898.61666666667","21.917479674797","2.14","2.27","1.34","0.93","4.41","84.62","10.75","19.88","18.56","14.62","11.02","4.67","0.47","0.67","2.07","0.93","0.87","0.07","0","1.6","1.94","1","2.07","3.41","1.54","36.46","29.04","3.72"
"617","Sergei Kostitsyn","NSH","L","77","1169.5666666667","15.189177489177","1.18","1.39","0.46","0.92","2.57","69.44","4.77","24.73","9.49","6.77","5.85","2.05","0.41","0.41","1.03","0.51","0.51","0","0","0.62","2.26","1.44","2.1","3.49","0.77","0.05","0.26","0.86"
"881","Mats Zuccarello","NYR","R","42","595.23333333333","14.172222222222","0.6","1.71","0.81","0.91","2.32","69.70","7.46","8.11","12.2","10.38","7.16","4.13","0.1","1.21","0.4","0.2","0.2","0","0","0.71","0.6","1.61","5.64","4.03","1.92","0.81","0.71","5.38"
"498","Nick Johnson","PIT","R","4","66.95","16.7375","0.9","1.79","0.9","0.9","2.69","75.00","8.96","10.00","12.55","11.65","8.96","5.38","0","0","4.48","0.9","0","0.9","0","0.9","0.9","0.9","3.58","6.27","1.79","0","0","-"
"707","Teddy Purcell","T.B","L","81","1142.25","14.101851851852","0.89","1.79","0.89","0.89","2.68","62.20","10.3","8.67","16.6","12.92","8.61","2.78","0.42","0.95","0.53","0.21","0.21","0","0","0.37","1","1.84","1.1","2.52","0.84","0.63","1.31","1.70"
"6","Nicklas Lidstrom","DET","D","82","1924.4166666667","23.468495934959","0.5","1.43","0.56","0.87","1.93","50.82","5.46","9.14","11.13","8.23","2.21","0.31","0.03","0.37","0.62","0.31","0.31","0","0","0","1.03","1.03","1.53","1.56","2.87","0","0","-"
"7","Teemu Selanne","ANA","R","73","1309.5333333333","17.938812785388","1.42","2.25","1.37","0.87","3.67","81.63","9.76","14.55","14.75","12.69","10.31","4.81","0.41","0.6","2.25","0.82","0.73","0.05","0.05","0.55","2.06","1.7","0.69","3.44","0.92","4.44","5.54","2.04"
"593","Marc-Andre Gragnani","BUF","D","9","137.58333333333","15.287037037037","0.44","0.87","0","0.87","1.31","42.86","4.8","9.09","9.16","6.54","4.36","1.74","0","1.31","0.87","0.44","0.44","0","0","0","1.31","2.62","2.62","4.8","2.62","0","0","-"
"626","David Desharnais","MTL","C","43","553.43333333333","12.870542635659","0.87","1.52","0.65","0.87","2.39","73.33","5.96","14.55","8.89","7.05","5.75","3.36","0.11","0.54","1.3","0.65","0.65","0","0","0.98","0.65","1.08","1.73","3.14","2.06","23.96","24.28","5.38"
"786","Steven Stamkos","T.B","C","82","1655.3166666667","20.186788617886","1.63","1.67","0.8","0.87","3.3","71.09","9.86","16.54","18.85","14.68","10.44","4.28","0.58","0.65","2.68","1.2","1.16","0","0.04","1.63","2.17","1.45","3.04","2.94","1.34","15.62","17.98","1.69"
"222","Justin Williams","L.A","R","73","1259.35","17.251369863014","1.05","1.67","0.81","0.86","2.72","74.03","10.15","10.33","18.39","14.44","8.96","3.19","0.33","1.48","2.81","1.14","1.05","0.05","0.05","1","3.05","1.24","2.43","6.67","1.38","0.33","0.33","2.38"
"43","Ryan Johnson","CHI","C","34","351.91666666667","10.350490196078","0.17","0.85","0","0.85","1.02","54.55","4.26","4.00","6.14","5.11","3.58","1.53","0.17","0.34","1.36","0.68","0.68","0","0","0.68","0.85","1.02","5.29","6.31","5.8","33.59","19.61","10.77"
"106","Olli Jokinen","CGY","C","79","1404.3833333333","17.777004219409","0.73","1.58","0.73","0.85","2.31","68.35","8.89","8.17","15.76","12.26","8.07","3.67","0.38","0.6","1.88","0.64","0.51","0.09","0.04","1.11","1.92","2.31","2.39","2.31","1.5","23.58","26.19","2.02"
"174","Tim Connolly","BUF","C","68","1149.3666666667","16.902450980392","0.68","1.51","0.68","0.84","2.19","67.74","7.88","8.61","14.25","10.39","6.68","2.56","0.42","0.84","1.04","0.52","0.52","0","0","0.63","1.77","1.15","1.25","2.66","2.77","23.23","27.35","2.40"
"827","Mark Olver","COL","C","18","213.95","11.886111111111","0.56","1.96","1.12","0.84","2.52","90.00","7.01","8.00","11.5","8.69","6.73","2.52","0","0.84","5.05","1.4","1.12","0","0.28","1.96","1.12","2.52","7.57","7.85","2.24","3.37","3.65","13.46"
"3","Mark Recchi","BOS","R","81","1304.4833333333","16.104732510288","0.64","1.56","0.74","0.83","2.21","60.00","6.07","10.61","9.7","7.59","6.44","2.58","0.37","0.46","1.61","0.74","0.69","0.05","0","1.06","1.47","0.74","3.73","3.73","1.15","2.39","2.07","2.47"
"834","Justin DiBenedetto","NYI","C","8","72.516666666667","9.0645833333333","0","0.83","0","0.83","0.83","50.00","4.96","0.00","8.27","5.79","2.48","0.83","0","0","1.65","0.83","0.83","0","0","4.14","0.83","0","10.76","9.1","2.48","0","0","-"
"470","Alex Ovechkin","WSH","L","79","1679.0666666667","21.254008438819","1.14","1.89","1.07","0.82","3.04","77.27","13.11","8.72","27.66","18.8","12.29","3.36","0.96","1.68","1.47","0.68","0.64","0.04","0","1.39","2.11","1.72","8.61","5.61","0.82","0.21","0.43","1.19"
"266","Marcel Goc","NSH","C","51","817.98333333333","16.038888888889","0.66","1.1","0.29","0.81","1.76","55.81","8.14","8.11","13.06","10.42","6.31","2.79","0.59","0.88","0.44","0.22","0.22","0","0","0.51","1.25","1.25","3.74","4.18","0.95","25.38","25.45","3.66"
"110","Marian Hossa","CHI","R","65","1280.9333333333","19.706666666667","1.17","1.5","0.7","0.8","2.67","75.00","9.6","12.20","14.9","11.9","10.21","3.75","0.47","0.75","1.5","0.75","0.75","0","0","0.47","1.5","2.48","2.25","3.28","1.08","0.14","0.05","3.51"
"193","Henrik Zetterberg","DET","L","80","1566.7","19.58375","0.92","2.14","1.34","0.8","3.06","76.19","11.72","7.84","20.72","16.54","11.72","4.02","0.42","0.73","1.53","0.77","0.77","0","0","0.92","2.3","2.07","1.46","4.4","0.73","19.76","17.92","2.01"
"45","Patrik Elias","N.J","C","81","1509.7166666667","18.638477366255","0.83","1.63","0.83","0.79","2.46","80.52","8.11","10.29","13.87","10.41","6.6","2.66","0.48","0.6","0.64","0.28","0.28","0","0","0.56","2.19","1.79","2.46","2.31","0.99","8.9","10.89","1.79"
"281","Patrick Sharp","CHI","L","74","1436.55","19.412837837838","1.42","1.55","0.75","0.79","2.97","73.96","11.19","12.69","19.88","15.5","9.98","3.22","0.67","0.5","1.59","0.75","0.75","0","0","0.54","0.96","2.67","3.17","4.3","1.09","10.19","11.03","2.01"
"183","Andrew Hutchinson","PIT","D","5","76.5","15.3","0","0.78","0","0.78","0.78","100.00","1.57","0.00","7.84","4.71","3.14","0","0","0","4.71","1.57","1.57","0","0","0","0.78","0","0","3.92","6.27","0","0","-"
"258","Tuomo Ruutu","CAR","L","82","1377.7166666667","16.801422764228","0.83","1.65","0.87","0.78","2.48","68.67","6.45","12.84","13.2","9.58","7.23","4.05","0.39","0.78","2.35","1.18","1.18","0","0","1.52","1.65","1.83","13.46","7.36","1.65","11.54","16.46","1.79"
"369","Alexandre Burrows","VAN","L","72","1226.2833333333","17.031712962963","1.27","1.08","0.29","0.78","2.35","68.57","7.44","17.11","13.06","10.57","8.46","4.84","0.34","0.44","3.77","1.42","1.27","0.05","0.1","1.66","0.73","1.91","4.11","5.33","1.17","0.29","0.39","2.10"
"377","Thomas Vanek","BUF","L","80","1387.65","17.345625","1.38","1.77","0.99","0.78","3.16","70.87","10.29","13.45","16.56","14.01","11.89","7.44","1.08","1.21","1.04","0.52","0.52","0","0","1.25","1.95","1.86","1.3","1.82","0.52","0.35","0.78","1.33"
"444","Joe Pavelski","S.J","C","74","1454.3666666667","19.653603603604","0.83","1.9","1.11","0.78","2.72","66.67","11.63","7.09","18.69","15.02","10.81","5.2","1.2","1.32","0.99","0.5","0.5","0","0","1.07","2.02","2.1","2.52","4.29","2.76","22.86","19.22","2.24"
"534","Aaron Gagnon","DAL","C","19","153.2","8.0631578947368","0","0.78","0","0.78","0.78","66.67","3.52","0.00","10.18","7.44","4.31","1.96","0.39","0","0","0","0","0","0","0","0","1.57","4.7","4.31","1.96","11.75","9.79","21.36"
"650","Milan Lucic","BOS","L","79","1309.8166666667","16.579957805907","1.37","1.47","0.69","0.78","2.84","75.61","7.92","17.34","15.57","11.41","9.71","4.03","0.37","0.69","5.54","1.74","1.28","0.32","0.14","1.01","1.97","1.24","7.65","5.41","1.01","0.96","1.51","1.78"
"721","Justin Braun","S.J","D","28","462","16.5","0.26","1.17","0.39","0.78","1.43","64.71","5.71","4.55","14.55","10","2.21","0.13","0.52","1.04","0.26","0.13","0.13","0","0","0","1.82","1.82","3.51","7.01","2.73","0","0","-"
"206","Andy McDonald","STL","L","58","1162.0166666667","20.034770114943","1.03","1.55","0.77","0.77","2.58","69.44","9.29","11.11","14.46","12.55","8.98","3.92","0.67","1.03","1.34","0.67","0.67","0","0","0.36","0.77","1.19","2.07","4.6","1.39","10.69","7.33","3.06"
"219","Brad Boyes","BUF, STL","R","83","1410.45","16.993373493976","0.72","1.62","0.85","0.77","2.34","66.27","7.57","9.55","13.66","10.55","7.4","3.32","0.38","0.64","1.53","0.55","0.51","0","0.04","0.51","1.23","1.28","2.85","3.28","1.4","5.79","7.83","1.81"
"471","Evgeni Malkin","PIT","C","43","852.46666666667","19.82480620155","1.06","1.55","0.77","0.77","2.6","62.71","12.81","8.24","22.66","17.31","13.16","5.56","0.42","1.34","1.27","0.63","0.63","0","0","1.76","2.82","2.04","2.25","4.08","0.77","5.42","8.66","2.71"
"711","Jamie Benn","DAL","L","69","1242.9833333333","18.014251207729","1.06","1.64","0.87","0.77","2.7","83.58","8.54","12.43","15.74","11.92","9.46","4.34","0.39","0.87","2.51","0.97","0.77","0.19","0","1.54","1.59","3.19","5.99","5.74","1.98","4.05","5.36","2.08"
"297","David Moss","CGY","R","58","793.8","13.686206896552","1.28","0.98","0.23","0.76","2.27","73.17","9.67","13.28","15.27","12.85","8.01","4.31","0.76","0.6","1.36","0.6","0.6","0","0","0.76","2.04","2.42","6.95","4.38","2.42","11.87","15.65","3.26"
"644","Kyle Okposo","NYI","R","38","630.15","16.582894736842","0.48","1.43","0.67","0.76","1.9","51.28","6.86","6.94","15.52","10.28","8.57","4","0.19","0.67","3.81","1.52","1.43","0","0.1","1.33","2.09","2.48","2.95","4.38","1.52","3.43","4.86","3.94"
"680","Nikolay Kulemin","TOR","L","82","1420.5833333333","17.32418699187","1.27","1.14","0.38","0.76","2.41","73.08","7.31","17.34","13.26","10.14","8.95","3.42","0.38","0.76","1.1","0.55","0.55","0","0","0.93","1.18","1.56","4.27","2.75","2.03","2.53","2.15","2.28"
"772","Jerome Samson","CAR","R","23","157.56666666667","6.8507246376812","0","0.76","0","0.76","0.76","66.67","10.66","0.00","23.23","15.99","9.52","2.67","0.76","1.14","0","0","0","0","0","1.9","0.38","3.43","4.95","10.66","1.14","0.76","0.38","25.39"
"50","Milan Hejduk","COL","R","71","1272.5","17.922535211268","1.04","1.6","0.85","0.75","2.64","74.67","8.02","12.94","11.98","10","8.3","3.39","0.24","0.85","0.85","0.38","0.38","0","0","0.38","1.08","1.79","0.42","3.91","1.46","0.09","0.14","1.89"
"241","John-Michael Liles","COL","D","76","1672.6666666667","22.008771929825","0.22","1.43","0.68","0.75","1.65","48.94","5.85","3.68","12.91","8.25","3.55","0.68","0.11","0.86","1.26","0.43","0.36","0.04","0.04","0.93","1.29","1.15","2.12","3.16","5.49","0","0","-"
"588","Keith Yandle","PHX","D","82","1999.0666666667","24.378861788618","0.33","1.44","0.69","0.75","1.77","53.64","5.97","5.53","12.91","9.09","3.6","0.66","0.21","0.84","2.04","0.66","0.57","0","0.09","0.66","1.83","0.93","0.9","2.01","3.09","0","0","-"
"883","Jeff Skinner","CAR","L","82","1362.2333333333","16.612601626016","1.37","1.41","0.66","0.75","2.77","73.26","9.47","14.42","17.79","13.39","11.72","6.3","0.7","1.41","2.03","1.01","1.01","0","0","2.38","1.37","2.77","3.08","4.89","1.23","2.55","4.36","1.63"
"783","Ville Leino","PHI","L","81","1297.3","16.016049382716","0.88","1.57","0.83","0.74","2.45","69.74","5.41","16.24","9.06","7.08","6.38","3.88","0.32","0.6","1.02","0.51","0.51","0","0","0.92","1.71","1.8","1.62","4.9","1.85","3.61","2.68","2.65"
"97","Tomas Kaberle","BOS, TOR","D","82","1813.1","22.110975609756","0.13","1.42","0.69","0.73","1.56","47.00","4.3","3.08","9.83","6.39","2.12","0.2","0.07","0.36","0.6","0.3","0.3","0","0","0.2","2.32","0.96","1.22","2.35","4.63","0","0","-"
"124","Martin St. Louis","T.B","R","82","1720.05","20.976219512195","1.08","2.37","1.64","0.73","3.45","77.95","8.86","12.20","15.7","12.17","8.9","3.73","0.94","0.84","0.42","0.21","0.21","0","0","1.19","2.48","1.92","1.29","3.14","2.23","1.74","2.83","1.33"
"192","Martin Erat","NSH","R","64","1157.8833333333","18.091927083333","0.88","1.71","0.98","0.73","2.59","76.92","7","12.59","12.54","9.07","7.72","2.95","0.26","1.14","1.14","0.57","0.57","0","0","1.14","1.81","1.81","2.95","3.47","1.09","0.98","1.3","2.24"
"537","Grant Clitsome","CBJ","D","31","659.33333333333","21.268817204301","0.36","1.37","0.64","0.73","1.73","47.50","4.55","8.00","12.19","7.01","3.46","0.18","0.18","0.64","1.46","0.73","0.73","0","0","0.27","1.18","0.55","6.1","4.37","2.64","0","0","-"
"689","Blake Geoffrion","NSH","C","20","165.48333333333","8.2741666666667","2.18","0.73","0","0.73","2.9","88.89","8.7","25.00","12.69","9.43","6.53","4.71","0","0.36","2.54","0.73","0.36","0.36","0","0.73","2.18","3.99","2.9","9.79","1.45","16.68","19.22","16.85"
"2","Mike Modano","DET","C","40","497.93333333333","12.448333333333","0.48","1.33","0.6","0.72","1.81","53.57","9.52","5.06","16.75","13.13","6.87","2.17","0.12","0.72","0.96","0.48","0.48","0","0","0.6","1.57","1.69","0.84","4.7","1.2","16.03","16.99","5.85"
"128","Dan Boyle","S.J","D","76","1994.0166666667","26.237061403509","0.27","1.23","0.51","0.72","1.5","39.68","5.99","4.52","12.61","8.7","4.18","0.75","0.15","0.99","2.02","0.84","0.78","0.03","0.03","0.42","1.53","1.02","1.65","2.89","4.18","0","0.06","0.00"
"163","Pavel Datsyuk","DET","C","56","1082.0666666667","19.322619047619","1.28","2","1.28","0.72","3.27","77.63","7.6","16.79","14.25","10.59","9.48","3.49","0.22","0.94","0.83","0.33","0.28","0.06","0","1.11","2.11","3.94","2.99","4.44","1.11","23.79","19.74","3.03"
"352","Anton Babchuk","CAR, CGY","D","82","1329.3666666667","16.211788617886","0.5","1.08","0.36","0.72","1.58","44.87","5.96","8.33","13.95","9.3","2.12","0.09","0.32","0.5","1.44","0.72","0.72","0","0","0.32","1.9","0.86","0.86","3.52","7.04","0","0","-"
"434","Lee Stempniak","PHX","R","82","1250.7833333333","15.253455284553","0.91","0.91","0.19","0.72","1.82","71.70","9.55","9.55","16.98","12.47","10.79","4.13","0.62","0.67","0.91","0.38","0.34","0.05","0","0.96","1.25","2.21","5.95","5.08","1.01","0.86","1.3","1.92"
"496","David Krejci","BOS","C","75","1414.2333333333","18.856444444444","0.55","2.08","1.36","0.72","2.63","72.09","6.66","8.28","11.29","8.82","7.25","2.93","0.38","0.76","1.19","0.47","0.38","0.08","0","0.76","1.19","1.4","2.38","4.92","1.7","23.76","24.99","2.07"
"672","Nicklas Backstrom","WSH","C","77","1578.5166666667","20.500216450216","0.68","1.79","1.06","0.72","2.47","69.89","7.68","8.91","13.3","10.64","7.15","2.85","0.38","0.99","1.52","0.68","0.68","0","0","0.53","1.6","2.77","2.62","3.5","2.43","26.23","23.76","1.99"
"852","John Tavares","NYI","C","79","1520.75","19.25","1.14","1.5","0.79","0.71","2.64","80.72","9.59","11.93","16.06","12.78","11.17","6","0.59","1.14","2.09","0.99","0.95","0.04","0","1.14","2.01","2.96","0.87","4.66","0.91","27.34","24.7","2.07"
"26","Todd Bertuzzi","DET","R","81","1292.5166666667","15.956995884774","0.74","1.35","0.65","0.7","2.09","67.16","6.41","11.59","11.09","9.05","5.94","2.92","0.14","0.42","3.3","1.25","1.07","0.14","0.05","0.65","2.14","1.39","5.11","3.44","0.97","0.84","1.02","2.09"
"309","Dennis Wideman","FLA, WSH","D","75","1798.65","23.982","0.33","1","0.3","0.7","1.33","45.98","5.34","6.25","12.14","8.27","3","0.33","0.17","0.63","1.3","0.6","0.57","0.03","0","0.6","1.77","1.27","3.17","4.84","4.2","0.03","0","3.34"
"348","James Wisniewski","MTL, NYI","D","75","1720.6333333333","22.941777777778","0.35","1.43","0.73","0.7","1.78","55.43","5.51","6.33","12.1","7.88","2.62","0.45","0.24","0.84","1.33","0.63","0.63","0","0","0.84","2.34","1.22","3.77","3.59","4.15","0","0","-"
"402","Loui Eriksson","DAL","L","79","1624.95","20.568987341772","1","1.7","1","0.7","2.7","76.84","6.61","15.08","10.52","9.01","7.61","3.84","0.44","0.41","0.3","0.15","0.15","0","0","0.85","1.26","2.66","0.96","4.28","1.7","0.04","0.11","0.92"
"450","Toby Enstrom","ATL","D","72","1705.3666666667","23.685648148148","0.35","1.44","0.74","0.7","1.79","48.57","3.98","8.85","8.69","5.56","2.01","0.28","0.11","0.63","1.9","0.88","0.88","0","0","0.49","1.02","0.91","1.06","5","4.82","0","0","-"
"584","Kris Letang","PIT","D","82","1970.75","24.033536585366","0.24","1.28","0.58","0.7","1.52","44.25","7.19","3.39","14.86","10.26","4.11","0.7","0.27","0.67","3.07","1.04","0.85","0.09","0.09","0.88","1.58","1.19","5.08","5.69","3.32","0.03","0","3.04"
"693","David Schlemko","PHX","D","43","689.6","16.037209302326","0.35","0.87","0.17","0.7","1.22","43.75","4.09","8.51","8","6","2.44","0.52","0.09","0.17","2.09","1.04","1.04","0","0","0.35","1.83","0.26","4.87","6.87","4.96","0","0","-"
"755","Evgeny Dadonov","FLA","L","36","513.15","14.254166666667","0.94","1.05","0.35","0.7","1.99","80.95","7.02","13.33","11.81","9.59","7.95","2.92","0.23","0.7","1.64","0.82","0.82","0","0","1.17","1.4","1.17","5.26","8.3","1.29","0.12","0.47","2.34"
"527","Mike Vernace","T.B","D","10","87","8.7","0","0.69","0","0.69","0.69","25.00","4.14","0.00","7.59","6.21","2.07","0.69","0","0.69","1.38","0.69","0.69","0","0","0","0.69","2.76","5.52","2.07","2.07","0","0","-"
"54","Steve Sullivan","NSH","L","44","705.4","16.031818181818","0.85","1.02","0.34","0.68","1.87","64.71","6.72","12.66","11.31","9.02","6.8","3.23","0.34","0.68","2.38","1.19","1.19","0","0","0.6","2.04","1.36","1.53","1.96","0.85","0.43","0.68","3.27"
