"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"758","Patrick Holland","MTL","R","5","38.15","7.63","20.45","81.78","20.00","15.73","56.62","21.74","12.58","36.17","25.81","0","0","-","7.86","34.6","18.52","3.15","15.73","16.67","0","0","-","6.29","25.16","20.00","0","0","-","13.63","56.79","19.35","0","0","-","0.00","100.00","1.000","12.58","17.3","12.58","48.75","50.00","12.58","25.16","20.45","38.10"
"827","Adam Payerl","PIT","C","2","18.3","9.15","39.34","78.69","33.33","29.51","55.74","34.62","26.23","42.62","38.10","0","3.28","0.00","19.67","22.95","46.15","3.28","6.56","33.33","0","0","-","21.86","21.86","50.00","0","0","-","23.68","80.51","22.73","0","4.74","0.00","0.00","92.31","0.923","13.11","6.56","9.84","62.3","57.14","16.39","6.56","9.84","62.50"
"679","Ben Chiarot","WPG","D","1","10.783333333333","10.783333333333","38.95","77.9","33.33","27.82","44.51","38.46","11.13","38.95","22.22","0","16.69","0.00","11.13","27.82","28.57","0","11.13","0.00","0","11.13","0.00","14.84","22.26","40.00","0","0","-","40.19","48.22","45.45","0","8.04","0.00","0.00","57.14","0.571","0","0","0","0","-","27.82","16.69","11.13","71.43"
"93","George Parros","MTL","R","22","100.1","4.55","29.37","77.32","27.53","20.38","54.55","27.20","16.18","36.56","30.68","1.8","5.39","25.00","15.58","35.36","30.59","6.59","13.79","32.35","0.6","3.6","14.29","11.99","28.77","29.41","0.8","1.6","33.33","17.32","48.48","26.32","0.87","0.87","50.00","11.11","85.25","0.964","11.99","19.78","8.99","49.75","57.14","14.39","23.38","17.38","45.28"
"762","Ben Street","CGY","C","13","137.7","10.592307692308","50.11","75.82","39.79","34.42","52.72","39.50","23.53","36.6","39.13","1.31","3.92","25.00","20.04","35.29","36.22","9.15","15.25","37.50","0.87","2.61","25.00","14.52","26.72","35.21","0.58","0.58","50.00","35.25","46.57","43.08","0","1.26","0.00","5.56","89.29","0.948","12.2","20.92","13.94","51.85","46.67","20.48","23.97","21.35","48.96"
"437","Benn Ferriero","VAN","R","2","8.7166666666667","4.3583333333333","13.77","75.72","15.38","13.77","55.07","20.00","0","41.3","0.00","0","0","-","0","41.3","0.00","0","20.65","0.00","0","0","-","0","27.53","0.00","0","0","-","19.89","49.71","28.57","0","0","-","-","100.00","1.00","6.88","0","0","34.42","100.00","13.77","6.88","6.88","66.67"
"497","Carl Gunnarsson","TOR","D","80","1552.7833333333","19.409791666667","40.61","74.77","35.20","30.64","54.91","35.82","22.8","37.71","37.68","2.43","3.01","44.68","18.24","31.45","36.70","6.99","12.4","36.06","1.08","1.39","43.75","14.99","25.4","37.12","1.03","1.18","46.51","27.91","55.65","33.40","0.61","1.06","36.67","10.68","92.01","1.027","7.53","17.74","18.55","36.98","28.89","15.46","26.31","33.81","31.37"
"674","Gabriel Dumont","MTL","C","2","13.666666666667","6.8333333333333","35.12","74.63","32.00","26.34","57.07","31.58","26.34","43.9","37.50","0","0","-","8.78","21.95","28.57","4.39","4.39","50.00","0","0","-","5.85","23.41","20.00","0","0","-","31.71","69.76","31.25","0","0","-","0.00","100.00","1.000","8.78","8.78","21.95","48.29","28.57","8.78","8.78","26.34","25.00"
"145","Jay McClement","TOR","C","81","1195.7","14.761728395062","32.27","74.47","30.23","23.23","55.8","29.40","15.96","38.19","29.47","1.1","3.56","23.66","13.25","29.91","30.70","5.07","12.14","29.45","0.55","1.56","26.19","10.91","23.68","31.53","0.33","1.27","20.83","22.54","57.62","28.12","0.22","1.52","12.50","6.92","90.67","0.976","8.43","14.8","28.65","28.8","22.73","12.65","21.33","49.68","20.29"
"770","Will Acton","EDM","C","30","244.13333333333","8.1377777777778","29.98","74.22","28.77","20.15","51.86","27.99","14.5","38.59","27.31","1.23","3.93","23.81","13.03","36.37","26.37","4.18","14.25","22.67","0.74","1.72","30.00","11.8","29.49","28.57","0.66","1.64","28.57","19.88","48.28","29.17","0","1.42","0.00","8.47","89.81","0.983","8.11","15.73","19.66","58.74","29.20","11.31","20.64","29.25","27.88"
"406","Ryan White","MTL","C","52","503.81666666667","9.6887820512821","34.42","74.19","31.69","26.91","49.3","35.31","20.25","32.75","38.20","1.31","3.33","28.21","13.46","30.25","30.79","5.72","12.74","30.97","0.48","1.79","21.05","10.32","23.34","30.66","0.64","1.27","33.33","24.77","52.12","32.21","0.52","0.86","37.50","6.47","89.82","0.963","8.34","13.93","20.01","48.59","29.41","10.36","18.94","28.7","26.52"
"701","Chris Breen","CGY","D","9","84.466666666667","9.3851851851852","60.38","73.88","44.97","43.33","58.25","42.66","32.68","46.88","41.07","4.26","3.55","54.55","30.54","36.94","45.26","14.21","17.76","44.44","3.55","2.13","62.50","21.78","25.57","46.00","0.95","1.89","33.33","38.99","45.15","46.34","0","0","-","13.04","92.42","1.055","15.63","17.76","4.97","59.67","75.86","21.31","29.12","12.08","63.83"
"95","Douglas Murray","MTL","D","53","760.63333333333","14.351572327044","41.1","73.83","35.76","29.82","49.54","37.57","21.77","34.47","38.71","1.03","3","25.49","18.46","31.47","36.97","8.44","11.2","42.97","0.63","1.42","30.77","13.36","27.03","33.07","0.32","1.26","20.00","27.92","51.96","34.95","0.23","0.68","25.00","4.71","91.30","0.960","5.92","10.1","12.15","52.14","32.75","14.75","15.86","24.45","37.63"
"163","Pascal Pelletier","VAN","L","3","26.833333333333","8.9444444444444","35.78","73.79","32.65","22.36","58.14","27.78","17.89","24.6","42.11","0","0","-","17.89","17.89","50.00","4.47","6.71","40.00","0","0","-","17.89","14.91","54.55","0","0","-","25.84","61.37","29.63","0","0","-","0.00","100.00","1.000","4.47","11.18","8.94","62.61","33.33","4.47","15.65","20.12","18.18"
"96","Jerred Smithson","TOR","C","18","157.61666666667","8.7564814814815","24.36","73.47","24.90","13.7","50.63","21.30","7.23","34.26","17.43","0","4.19","0.00","7.61","26.27","22.47","1.9","7.99","19.23","0","2.28","0.00","7.61","24.36","23.81","0","1.52","0.00","20.89","61.03","25.50","0","1.1","0.00","0.00","87.78","0.878","11.42","17.89","45.3","38.83","20.13","18.27","21.7","61.29","22.97"
"368","Mark Fraser","EDM, TOR","D","42","645.56666666667","15.370634920635","43.31","73.42","37.10","31.51","53.53","37.05","22.77","36.43","38.46","1.21","3.9","23.64","19.52","33.46","36.84","7.71","13.76","35.93","0.65","2.32","21.88","15.74","26.27","37.46","0.62","1.12","35.71","28.19","50.88","35.65","0.13","1.07","11.11","5.31","89.29","0.946","6.04","10.69","12.55","47.86","32.50","13.1","18.31","22.49","36.81"
"137","Tim Gleason","CAR, TOR","D","56","931.36666666667","16.631547619048","45.93","72.86","38.67","34.21","55.14","38.28","25","38.52","39.35","1.35","3.41","28.38","20.29","33.76","37.54","7.15","11.21","38.95","0.39","1.42","21.43","17.52","30.06","36.82","0.94","1.72","35.48","30.52","50.71","37.57","0.37","1.02","26.67","5.41","91.14","0.965","8.18","13.34","14.82","46.83","35.57","14.24","20.04","25.12","36.17"
"215","Martin St Pierre","MTL","C","1","9.8833333333333","9.8833333333333","42.5","72.85","36.84","30.35","24.28","55.56","24.28","12.14","66.67","0","0","-","12.14","12.14","50.00","6.07","0","100.00","0","0","-","8.09","16.19","33.33","0","0","-","35.08","61.38","36.36","0","0","-","0.00","100.00","1.000","12.14","18.21","18.21","30.35","40.00","24.28","30.35","24.28","50.00"
"856","Jake McCabe","BUF","D","7","106.5","15.214285714286","40.56","72.11","36.00","32.68","54.65","37.42","25.92","38.31","40.35","1.13","2.82","28.57","18.03","32.11","35.96","8.45","15.77","34.88","0.56","0","100.00","12.77","21.78","36.96","0.75","2.25","25.00","26.85","47.2","36.26","0","0.81","0.00","4.35","92.65","0.970","7.32","12.96","14.08","50.14","34.21","14.08","19.15","24.23","36.76"
"885","Bryce Van Brabant","CGY","L","6","54.95","9.1583333333333","40.4","72.07","35.92","31.67","49.14","39.19","19.65","36.03","35.29","1.09","2.18","33.33","20.75","38.22","35.19","9.83","12.01","45.00","1.09","1.09","50.00","14.56","34.94","29.41","0","1.46","0.00","23.66","41.01","36.59","0","0","-","5.56","93.94","0.995","8.74","15.29","9.83","60.05","47.06","14.19","17.47","17.47","44.83"
"433","Nikolay Kulemin","TOR","L","70","1135.1","16.215714285714","39.12","71.31","35.42","29.13","52.96","35.48","21.2","36.1","36.99","1.69","3.12","35.16","17.71","28.49","38.33","6.08","11.58","34.43","0.58","1.64","26.19","15.51","22.55","40.74","0.99","1.06","48.28","25.88","54.36","32.25","0.31","0.99","23.53","7.98","91.36","0.993","8.56","17.65","19.08","37","30.98","13.11","24.16","32.3","28.87"
"655","Stefan Elliott","COL","D","1","16.85","16.85","53.41","71.22","42.86","46.29","71.22","39.39","35.61","46.29","43.48","3.56","3.56","50.00","28.49","42.73","40.00","14.24","24.93","36.36","3.56","3.56","50.00","18.99","23.74","44.44","0","0","-","25.72","36","41.67","0","0","-","10.00","92.31","1.023","3.56","10.68","7.12","60.53","33.33","21.36","14.24","14.24","60.00"
"48","Andrew Ference","EDM","D","71","1495.3","21.060563380282","43.18","70.82","37.87","31.54","54.13","36.81","22.63","37.76","37.48","1.97","3.69","34.75","20.83","33.18","38.56","7.46","12.32","37.73","1.12","1.97","36.36","17.82","27.82","39.04","0.75","1.34","35.90","27.3","48.22","36.15","0.35","1.04","25.00","8.69","90.22","0.989","6.5","14.28","12.4","38.76","34.39","15.41","22.67","24.96","38.17"
"606","Zach Sill","PIT","C","20","215.88333333333","10.794166666667","27.51","70.59","28.05","20.01","50.03","28.57","14.17","33.63","29.65","0.28","2.5","10.00","7.78","32.52","19.31","2.5","11.4","18.00","0","1.39","0.00","7.04","28.16","20.00","0","0.74","0.00","24.49","47.37","34.08","0.4","0.8","33.33","1.96","92.56","0.945","5.56","9.45","10.01","49.47","35.71","7.5","13.06","16.95","30.68"
"783","David Broll","TOR","L","5","40.916666666667","8.1833333333333","52.79","70.39","42.86","36.66","48.39","43.10","20.53","29.33","41.18","2.93","1.47","66.67","17.6","36.66","32.43","5.87","5.87","50.00","1.47","0","100.00","15.64","41.06","27.59","1.96","1.96","50.00","44.48","44.48","50.00","0","0","-","14.29","95.00","1.093","8.8","11.73","5.87","45.46","60.00","17.6","17.6","24.93","41.38"
"460","Karl Alzner","WSH","D","82","1683.8833333333","20.535162601626","44.58","70.34","38.79","33.1","51.77","39.00","23.62","36.88","39.05","1.78","3.03","37.04","18.81","30.82","37.90","6.73","11.12","37.72","0.82","1.18","41.07","16.11","26.27","38.00","0.62","1.57","28.26","31.09","50.28","38.20","0.67","0.98","40.63","7.54","91.79","0.993","6.7","13.65","14.32","35.6","31.86","17","22.63","28.97","36.98"
"819","Jamie Oleksiak","DAL","D","7","124.53333333333","17.790476190476","55.41","70.34","44.06","43.36","53.48","44.78","33.73","40.47","45.45","2.41","5.3","31.25","27.94","36.62","43.28","13.97","16.38","46.03","2.41","2.41","50.00","18.63","26.98","40.85","0","1.93","0.00","35.49","41.06","46.36","0","2.09","0.00","7.14","86.90","0.940","5.78","11.56","11.08","45.77","34.29","16.86","20.24","20.24","45.45"
"168","Maxime Fortunus","DAL","D","1","16.283333333333","16.283333333333","47.9","70.01","40.63","36.85","55.27","40.00","18.42","33.16","35.71","3.68","0","100.00","22.11","29.48","42.86","14.74","18.42","44.44","3.68","0","100.00","9.83","14.74","40.00","0","0","-","31.93","47.9","40.00","0","0","-","20.00","100.00","1.200","0","7.37","7.37","62.64","0.00","11.05","18.42","11.05","50.00"
"87","Brian McGrattan","CGY","R","76","510.5","6.7171052631579","43.25","69.93","38.21","32.79","47.25","40.97","23.51","33.5","41.24","1.65","2.12","43.75","17.16","28.09","37.92","7.17","10.81","39.87","0.94","0.82","53.33","13.32","23.04","36.64","0.31","0.94","25.00","31.07","51.78","37.50","0.51","0.85","37.50","7.00","93.68","1.007","9.76","16.81","4","64.76","70.94","15.51","21.86","11.52","57.39"
"192","Max Talbot","COL, PHI","C","81","1308.8666666667","16.158847736626","42.91","69.59","38.14","32.27","53.63","37.57","23.61","38.28","38.15","1.88","2.8","40.20","18.29","33.01","35.66","7.11","15.31","31.70","1.05","1.74","37.70","14.91","23.59","38.73","0.67","0.73","47.83","29","44.83","39.28","0.33","0.73","31.25","7.96","92.69","1.007","7.98","11.64","15.63","43.09","33.79","14.21","17.01","27.46","34.10"
"211","Nate Guenin","COL","D","68","1174.9333333333","17.278431372549","42.28","69.45","37.84","32.12","51.58","38.38","22.47","37.33","37.57","2.14","3.22","40.00","20.27","33.14","37.95","8.02","14.81","35.12","1.17","2.04","36.51","16.34","24.44","40.07","0.68","0.61","52.63","25.67","43.82","36.94","0.59","1.03","36.36","9.55","91.38","1.009","8.89","12.31","14.35","46.01","38.24","18.49","18.23","25.43","42.09"
"571","Lance Bouma","CGY","C","78","983.33333333333","12.606837606838","42.04","69.32","37.75","32.71","48.14","40.45","22.76","32.4","41.26","1.89","3.11","37.80","17.94","29.41","37.89","7.08","12.45","36.25","0.79","1.59","33.33","14.48","22.62","39.04","1.22","1.22","50.00","30.05","49.09","37.97","0.26","0.88","23.08","8.31","90.40","0.987","8.66","15.13","18.98","51.68","31.35","13","20.99","30.51","29.87"
"304","Alexei Emelin","MTL","D","59","1136.1166666667","19.256214689266","47.95","69.29","40.90","35.59","49.06","42.05","25.19","34.06","42.51","2.17","2.69","44.57","21.6","33.27","39.36","9.03","13.47","40.14","1.37","1.53","47.27","16.76","26.41","38.83","0.49","0.84","36.84","32.42","44.02","42.42","0.53","0.76","41.18","8.60","92.09","1.007","6.02","14.73","11.3","44.2","34.76","13.89","23.61","23.34","37.30"
"120","Travis Moen","MTL","L","65","749.43333333333","11.529743589744","40.99","69.25","37.18","30.98","46.44","40.02","21.94","32.58","40.23","1.52","2.8","35.19","19.29","30.5","38.75","9.61","13.13","42.25","0.72","1.92","27.27","12.92","23.16","35.80","0.53","0.64","45.45","25.56","45.91","35.76","0.46","0.46","50.00","6.93","91.40","0.983","8.25","15.13","21.06","41.47","28.14","11.61","20.02","32.66","26.22"
"14","Eric Boulton","NYI","L","23","147.43333333333","6.4101449275362","41.92","69.18","37.73","34.18","49.24","40.98","27.67","32.96","45.64","1.63","1.63","50.00","23.6","32.56","42.03","13.43","14.65","47.83","1.63","0.41","80.00","13.57","23.88","36.23","0","0.54","0.00","21.75","43.5","33.33","0","1.18","0.00","5.88","95.06","1.009","12.62","17.5","4.88","58.6","72.09","19.13","23.2","17.09","52.81"
"112","Nick Schultz","CBJ, EDM","D","69","1125.5166666667","16.311835748792","39.56","69.14","36.39","29.96","50.06","37.44","21.86","34.76","38.61","1.39","2.93","32.10","18.87","30.6","38.15","7.78","11.3","40.78","0.69","1.17","37.14","14.78","25.73","36.49","0.64","1.07","37.50","25.49","48.9","34.27","0.31","1.39","18.18","6.34","91.56","0.979","6.02","13.65","12.95","45.15","31.74","14.45","20.2","24.63","36.97"
"400","Mike Weber","BUF","D","68","1211.5666666667","17.817156862745","39.92","69.03","36.64","29.42","50.36","36.87","21.74","36.05","37.62","1.44","3.81","27.36","15.95","33.63","32.17","7.18","13.32","35.02","0.79","1.78","30.77","11.69","27.07","30.15","0.59","1.65","26.47","29.54","43.49","40.45","0.29","1.14","20.00","6.61","89.42","0.960","6.93","11.69","13.62","42.89","33.73","15.35","18.47","25.9","37.21"
"251","Alexander Sulzer","BUF","D","25","453.13333333333","18.125333333333","44.49","68.99","39.21","34.16","51.77","39.75","23.97","36.41","39.69","1.59","2.78","36.36","20.66","29.66","41.05","10.2","11.78","46.39","1.32","0.66","66.67","13.95","23.83","36.92","0.18","1.77","9.09","29.07","49.54","36.98","0.19","1.15","14.29","6.63","92.36","0.990","6.22","13.9","11.92","41.71","34.31","16.42","20.66","22.77","41.89"
"862","Kellan Lain","VAN","L","9","46.966666666667","5.2185185185185","54.93","68.99","44.33","42.16","48.55","46.48","29.38","33.22","46.94","2.56","2.56","50.00","24.27","28.11","46.34","11.5","10.22","52.94","2.56","1.28","66.67","17.03","23.85","41.67","0","1.7","0.00","38.75","46.13","45.65","0","0","-","8.70","92.31","1.010","12.78","16.61","8.94","65.15","58.82","14.05","23","17.89","44.00"
"189","Boyd Gordon","EDM","C","74","1091.85","14.75472972973","37.97","68.91","35.53","28.25","49.68","36.25","20.44","33.36","38.00","1.48","3.63","29.03","17.58","30","36.95","7.75","10.94","41.47","0.93","1.7","35.42","13.12","25.42","34.03","0.29","1.25","19.05","23.57","48.5","32.71","0.4","1.35","22.73","7.26","89.13","0.964","9.01","14.29","35.77","36.87","20.12","13.13","19.4","54.29","19.48"
"768","Taylor Fedun","EDM","D","4","48.833333333333","12.208333333333","49.15","68.81","41.67","41.77","50.38","45.33","31.95","36.86","46.43","4.91","6.14","44.44","22.12","29.49","42.86","9.83","7.37","57.14","2.46","2.46","50.00","16.38","29.49","35.71","0","0","-","33.72","49.69","40.43","3.55","5.32","40.00","15.38","83.33","0.987","7.37","8.6","9.83","54.06","42.86","15.97","13.52","14.74","52.00"
"61","John Erskine","WSH","D","37","577.1","15.597297297297","44.81","68.51","39.54","32.13","51.46","38.43","23.6","37.01","38.94","2.18","3.74","36.84","18.92","30.98","37.92","7.59","11.85","39.04","1.66","2.18","43.24","15.11","25.51","37.20","0.55","1.25","30.77","30.79","47.31","39.42","0.15","0.9","14.29","9.25","89.89","0.991","4.47","11.75","8.11","46.68","35.54","13.1","20.07","18.09","42.00"
"233","Mark Stuart","WPG","D","69","1285.8166666667","18.635024154589","49.32","68.5","41.86","36.3","47.78","43.17","25.48","33.13","43.47","2.38","3.13","43.22","21.46","30.94","40.96","8.45","12.79","39.78","1.12","1.82","38.10","17.36","24.2","41.77","1.24","0.93","57.14","33.5","44.08","43.18","0.47","0.88","35.00","9.34","90.56","0.999","5.74","11.81","13.49","46.06","29.85","13.02","20.11","25.94","33.41"
"82","Nolan Yonkman","ANA","D","2","29.783333333333","14.891666666667","62.45","68.49","47.69","56.41","58.42","49.12","42.31","38.28","52.50","6.04","8.06","42.86","32.23","36.26","47.06","14.1","12.09","53.85","2.01","4.03","33.33","24.17","32.23","42.86","5.37","5.37","50.00","43.65","46.56","48.39","0","0","-","14.29","78.95","0.932","6.04","12.09","4.03","56.41","60.00","22.16","24.17","10.07","68.75"
"177","Ryan Craig","CBJ","C","6","42.133333333333","7.0222222222222","29.91","68.35","30.43","15.66","58.39","21.15","14.24","45.57","23.81","0","4.27","0.00","8.54","21.36","28.57","5.7","11.39","33.33","0","1.42","0.00","3.8","13.29","22.22","0","0","-","22.63","59.65","27.50","0","4.11","0.00","0.00","90.63","0.906","12.82","11.39","2.85","55.54","81.82","18.51","15.66","9.97","65.00"
"360","Marc-Andre Cliche","COL","C","76","802.38333333333","10.557675438596","31.93","68.35","31.84","24.6","51.22","32.45","18.77","37.24","33.51","0.82","3.44","19.30","11.96","32.9","26.67","4.79","15.4","23.70","0.37","2.17","14.71","9.57","23.33","29.09","0.1","0.5","16.67","22.47","42.88","34.38","0.43","1.3","25.00","4.38","90.76","0.951","12.11","13.53","21.24","43.22","36.32","17.05","19.37","31.71","34.97"
"70","Rob Scuderi","PIT","D","53","1002.85","18.921698113208","42","68.27","38.09","31.05","50.2","38.22","24.53","36.62","40.12","1.79","3.41","34.48","17.65","28.06","38.61","7.66","11.13","40.76","1.2","1.62","42.55","13.32","22.58","37.11","0.64","1.6","28.57","30.33","49.69","37.90","0.17","0.86","16.67","7.32","90.69","0.980","6.52","13.22","10.65","43.02","37.98","14.54","20.76","20.16","41.90"
"224","Dion Phaneuf","TOR","D","80","1885.15","23.564375","52.55","68.27","43.49","39.05","51.69","43.04","28.49","36.03","44.15","3.15","3.21","49.50","23.04","29.82","43.59","9.42","11.9","44.18","1.66","1.5","52.53","18.16","23.89","43.19","0.93","1.15","44.90","36.96","48.64","43.18","0.92","1.1","45.45","11.06","91.08","1.021","9.45","14.55","14.74","31.64","39.08","20.34","23.74","28.58","41.57"
"835","Brian Flynn","BUF","C","79","1139.1","14.418987341772","38.4","68.21","36.02","29.6","51.36","36.56","22.54","37.13","37.78","1.11","2.53","30.43","16.43","31.24","34.48","6.74","13.8","32.82","0.84","1.32","39.02","12.92","23.25","35.73","0.28","0.77","26.67","26.93","46.64","36.61","0.08","0.91","7.69","4.91","93.19","0.981","9.53","13.12","15.06","45.14","38.76","14.8","17.91","26.02","36.26"
"252","Jan Hejda","COL","D","78","1740.9166666667","22.319444444444","43.56","68.07","39.02","33.26","51.28","39.34","25.61","37.08","40.85","2.41","2.79","46.36","19.4","30.98","38.51","8.06","13.75","36.97","1.14","1.76","39.29","15.12","22.98","39.69","0.69","0.37","65.22","27.83","44.26","38.60","1","1.1","47.62","9.42","92.47","1.019","5.86","14.61","13.58","42.15","30.14","14.58","22.06","27.33","34.79"
"56","Manny Malhotra","CAR","C","69","800.06666666667","11.595169082126","39.82","67.94","36.95","28.95","50.77","36.31","22.5","34.8","39.27","1.87","2.77","40.32","16.5","30.6","35.03","6.15","14.17","30.26","0.75","2.02","27.03","13.8","21.9","38.66","0.8","0.6","57.14","27.62","46.69","37.17","0.76","0.43","63.64","8.33","92.03","1.004","5.62","10.65","31.8","46.27","15.03","9.52","15.22","48.15","16.51"
"302","Brandon Prust","MTL","L","52","666.78333333333","12.822756410256","40.76","67.94","37.50","30.05","45.89","39.57","22.23","33.11","40.16","1.89","2.43","43.75","17.55","30.32","36.65","7.29","11.52","38.76","0.9","1.35","40.00","13.68","25.08","35.29","0.96","0.84","53.33","28.98","45.1","39.12","0.39","0.65","37.50","8.50","92.66","1.012","9.72","13.32","13.86","44.9","41.22","14.13","18.36","23.94","37.12"
"119","Matt Hendricks","EDM, NSH","L","77","980.83333333333","12.738095238095","34.26","67.78","33.57","26","48.39","34.95","19.64","33.03","37.28","0.73","2.57","22.22","13.46","28.45","32.12","5.51","10.4","34.62","0.55","1.22","31.03","10.6","24.06","30.59","0.08","1.22","6.25","23.06","47.01","32.91","0.09","0.62","12.50","3.74","92.22","0.960","5.99","14.74","24.16","38.66","19.88","9.6","19.7","37.01","20.60"
"370","Chris Butler","CGY","D","82","1661.8","20.265853658537","44.16","67.63","39.50","33.33","46.5","41.75","23.29","32.75","41.56","1.52","3.11","32.81","20.22","29.46","40.70","8.34","11.88","41.25","0.9","1.81","33.33","15.84","23.44","40.32","0.63","0.91","40.63","29.67","48.08","38.16","0.21","0.83","20.00","6.51","90.52","0.970","6.9","12.96","13.07","47.62","34.54","12.82","19.24","24.62","34.23"
