"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"333","Tim Connolly","BUF","C","48","896.45","18.676041666667","0.47","2.21","1.2","1","2.68","60.61","7.43","6.31","12.18","9.7","6.09","1.61","0.27","0.8","0.54","0.27","0.27","0","0","1.2","2.21","1.07","1.2","2.34","2.41","14.86","16.13","3.21"
"832","Nicklas Backstrom","WSH","C","82","1557.4166666667","18.992886178862","0.54","2.12","1.12","1","2.66","60.00","5.89","9.15","10.71","8.78","6.82","2.74","0.23","0.5","0.92","0.46","0.46","0","0","1.12","1.93","2.77","1.31","4.01","1.31","15.6","18.07","1.79"
"295","Mike Ribeiro","DAL","C","76","1400.3666666667","18.425877192982","1.16","2.4","1.41","0.99","3.56","79.05","4.58","25.23","7.71","6.08","5.1","3.04","0.26","0.43","1.89","0.77","0.73","0","0.04","1.11","3.77","1.84","2.27","5.57","0.99","17.01","20.82","1.93"
"632","Patrice Bergeron","BOS","C","10","181.66666666667","18.166666666667","0.99","1.32","0.33","0.99","2.31","70.00","7.93","12.50","14.86","11.56","7.27","2.64","0.99","0.33","0.66","0.33","0.33","0","0","0.99","0.99","3.3","1.98","3.3","1.65","29.06","28.73","16.61"
"232","Joe Thornton","S.J","C","82","1754.65","21.398170731707","0.99","2.29","1.37","0.92","3.28","81.36","6.09","16.29","10.53","7.9","6.43","3.18","0.27","0.92","2.02","0.82","0.75","0.03","0.03","1.57","3.52","1.88","2.05","2.15","1.06","26.84","23.94","1.81"
"398","Justin Williams","CAR","R","37","713.88333333333","19.294144144144","0.76","1.76","0.84","0.92","2.52","71.43","8.91","8.49","15.46","11.93","8.07","3.36","0.67","0.59","3.61","1.68","1.6","0.08","0","1.26","2.1","2.27","3.61","5.72","1.93","0.42","0.67","3.23"
"537","Tim Conboy","CAR","D","19","132.36666666667","6.9666666666667","0","2.27","1.36","0.91","2.27","62.50","7.25","0.00","11.79","9.52","4.08","2.27","0","0.45","27.2","6.35","2.27","3.63","0.45","5.89","0.91","1.36","11.33","10.43","1.81","0","0","-"
"105","Brendan Morrison","VAN","C","39","599.81666666667","15.379914529915","0.9","1.6","0.7","0.9","2.5","78.13","5.4","16.67","10","7.6","6.1","3","0.2","0.5","1.8","0.9","0.9","0","0","0.7","2","1.5","1.7","1.9","1.3","16.71","20.31","4.51"
"332","Henrik Sedin","VAN","C","82","1600.3","19.515853658537","0.56","2.29","1.39","0.9","2.85","73.08","5.29","10.64","8.74","7.24","5.55","3.34","0.19","0.71","2.1","1.05","1.05","0","0","1.09","2.1","1.16","0.71","2.51","0.56","24.11","27.22","1.76"
"834","Jonathan Toews","CHI","C","64","1194.6","18.665625","1.21","1.51","0.6","0.9","2.71","58.70","7.23","16.67","10.9","8.79","7.68","3.57","0.2","0.5","2.21","1.05","1.05","0","0","1.41","0.4","1.46","1.36","3.87","0.65","25.57","22.45","2.67"
"18","Joe Sakic","COL","C","44","879.48333333333","19.988257575758","0.89","1.84","0.96","0.89","2.73","70.18","8.46","10.48","14.26","10.57","8.32","2.66","0.2","1.3","1.36","0.68","0.68","0","0","0.68","2.25","1.64","0.75","1.3","1.43","20.19","19.78","3.45"
"75","Sergei Gonchar","PIT","D","78","2021.45","25.916025641026","0.36","1.57","0.68","0.89","1.93","51.18","5.13","6.94","10.98","7.84","2.2","0.27","0.18","0.59","1.96","0.95","0.95","0","0","0.27","1.28","0.98","1.66","3.09","3.74","0","0","-"
"470","Jason Pominville","BUF","R","82","1637.3833333333","19.968089430894","0.99","1.94","1.06","0.88","2.93","78.43","8.5","11.64","14.51","11.54","6.27","2.64","0.37","0.77","0.73","0.33","0.33","0","0","1.14","1.65","1.39","1.1","3.52","1.39","0.92","1.54","1.37"
"549","Pierre-Marc Bouchard","MIN","C","81","1364.4166666667","16.844650205761","0.57","2.2","1.32","0.88","2.77","77.78","5.67","10.08","11.26","7.96","5.32","1.45","0.26","0.62","1.5","0.62","0.53","0.09","0","1.45","1.63","1.36","0.44","3.17","0.66","0.18","0.26","1.76"
"63","Ray Whitney","CAR","L","66","1249.7333333333","18.935353535354","1.2","1.73","0.86","0.86","2.93","73.49","9.79","12.25","17.33","13.83","8.83","3.74","0.24","0.96","1.44","0.72","0.72","0","0","0.86","1.39","1.97","0.62","2.4","1.1","0.14","0.1","2.88"
"69","Michael Nylander","WSH","C","40","766.26666666667","19.156666666667","0.86","2.04","1.17","0.86","2.9","72.55","6.03","14.29","9.08","7.28","6.26","2.51","0.31","0.23","1.88","0.94","0.94","0","0","0.7","2.11","2.04","0.31","3.13","0.78","20.59","21.3","3.85"
"845","Magnus Johansson","CHI, FLA","D","45","708.88333333333","15.752962962963","0","1.18","0.34","0.85","1.18","48.28","3.13","0.00","7.28","4.4","0.93","0.08","0.08","0.68","1.52","0.76","0.76","0","0","0.34","1.27","0.59","1.95","3.3","3.13","0","0","-"
"74","Cory Stillman","CAR, OTT","L","79","1499.6333333333","18.982700421941","0.96","1.64","0.8","0.84","2.6","79.27","6.64","14.46","11.92","9.4","5.16","2.52","0.32","0.76","0.96","0.48","0.48","0","0","0.92","1.4","1.28","2.76","2.76","0.88","0.28","0.4","1.65"
"435","Jason Williams","CHI","C","43","712.9","16.579069767442","1.09","1.94","1.09","0.84","3.03","69.23","8.5","12.87","13.05","10.35","4.97","1.77","0.25","0.67","1.85","0.93","0.93","0","0","0.84","2.1","0.5","2.27","1.77","0.67","0.76","0.5","5.05"
"443","Jason Spezza","OTT","C","76","1570.7833333333","20.668201754386","1.3","2.22","1.38","0.84","3.51","71.32","8.02","16.19","14.06","11.27","8.14","3.51","0.34","0.73","2.52","0.99","0.88","0.08","0.04","0.92","3.67","1.68","0.69","2.79","0.69","27.85","27.35","1.93"
"493","Ryane Clowe","S.J","L","15","214.26666666667","14.284444444444","0.84","1.4","0.56","0.84","2.24","61.54","6.16","13.64","11.76","8.12","7","2.52","0.28","0.84","6.16","1.96","1.68","0","0.28","2.8","3.08","1.96","8.68","3.64","1.4","1.4","2.52","10.00"
"129","Ed Jovanovski","PHX","D","80","1803.7833333333","22.547291666667","0.4","1.3","0.47","0.83","1.7","57.30","7.98","5.00","15.2","10.54","3.66","0.53","0.13","0.6","2.43","0.93","0.8","0.1","0.03","0.57","1.4","1.03","3.79","4.52","2.1","0","0","-"
"460","Jeff Woywitka","STL","D","27","433.83333333333","16.067901234568","0.28","0.83","0","0.83","1.11","50.00","3.46","8.00","6.78","4.84","1.24","0.28","0","0","1.66","0.83","0.83","0","0","0.14","2.07","0.55","2.07","7.88","3.46","0","0","-"
"58","Alex Kovalev","MTL","R","82","1604.3666666667","19.565447154472","1.31","1.83","1.01","0.82","3.14","71.79","8.6","15.22","14.7","10.85","8.19","2.51","0.3","0.49","2.62","1.31","1.31","0","0","1.83","2.51","1.76","3.29","5.35","1.46","1.2","0.97","2.06"
"149","Daniel Alfredsson","OTT","R","70","1559.9","22.284285714286","1.54","1.88","1.08","0.81","3.42","78.76","8.35","18.43","14.15","11.04","8.31","2.88","0.54","0.73","1.31","0.65","0.65","0","0","1.12","2.31","2.77","2.12","2.73","1.15","0.81","0.69","2.07"
"273","Vincent Lecavalier","T.B","C","81","1859.0833333333","22.951646090535","1.29","1.68","0.87","0.81","2.97","74.80","10.26","12.58","17.17","13.39","8.97","3.49","0.74","0.84","2.87","1.16","1.03","0.1","0.03","1.16","2.16","1.68","3.61","1.94","0.68","26.3","27.63","1.57"
"391","Alex Frolov","L.A","L","71","1334.6833333333","18.798356807512","1.03","1.98","1.17","0.81","3.01","78.82","7.19","14.38","12.81","10.07","8.72","3.6","0.22","0.9","0.99","0.49","0.49","0","0","0.45","3.15","2.02","0.99","3.33","0.81","0.09","0.4","0.82"
"767","Sidney Crosby","PIT","C","53","1104.8833333333","20.846855345912","1.3","2.61","1.79","0.81","3.91","80.00","9.39","13.87","15.21","12.65","11.13","5.65","0.43","1.57","2.12","0.92","0.87","0.05","0","3.04","2.01","1.9","2.72","4.24","2.17","30.79","29.11","2.79"
"24","Wes Walz","MIN","C","11","151.8","13.8","0.4","1.19","0.4","0.79","1.58","100.00","3.56","11.11","5.93","5.14","3.56","0.79","0","0","2.37","1.19","1.19","0","0","0.4","1.98","3.16","0.4","1.58","3.16","24.51","28.85","18.15"
"219","Tomas Kaberle","TOR","D","82","2037.9833333333","24.853455284553","0.24","1.32","0.53","0.79","1.56","46.90","4.56","5.16","7.8","5.74","2.18","0.47","0.15","0.38","0.65","0.32","0.32","0","0","0.12","2.47","0.71","1.21","1.68","2.91","0.03","0.03","1.47"
"248","Joe Corvo","CAR, OTT","D","74","1379.9333333333","18.647747747748","0.57","1.52","0.74","0.78","2.09","47.52","7.26","7.78","14.91","9.48","3.7","0.87","0.35","0.74","1.13","0.57","0.57","0","0","0.83","1.43","1.04","1.35","2.83","1.78","0","0","-"
"776","Anze Kopitar","L.A","C","82","1696.8","20.692682926829","1.13","1.59","0.81","0.78","2.72","75.49","7.11","15.92","12.23","9.97","7.43","2.79","0.53","0.53","0.78","0.39","0.39","0","0","1.59","3.01","1.84","1.66","4.7","1.41","20.01","20.65","1.74"
"494","Marek Zidlicky","NSH","D","79","1645.3","20.826582278481","0.18","1.39","0.62","0.77","1.57","45.26","4.45","4.10","8.79","5.76","2.04","0.69","0.11","0.29","2.3","1.09","1.06","0.04","0","0.47","1.31","1.42","3.03","2.74","3.06","0","0","-"
"590","Jeff Hamilton","CAR","C","58","626.2","10.796551724138","0.86","1.44","0.67","0.77","2.3","53.33","11.11","7.76","21.46","15.52","6.8","1.92","0.38","1.34","0.96","0.38","0.38","0","0","0.57","1.44","0.77","1.63","2.4","1.15","3.64","3.93","4.61"
"11","Mike Modano","DAL","C","82","1577.6333333333","19.239430894309","0.8","1.37","0.61","0.76","2.17","65.52","7.61","10.50","14.64","11.14","5.82","1.18","0.49","0.72","1.83","0.91","0.91","0","0","1.1","3.12","3.27","0.38","1.98","1.06","21.41","22.13","1.87"
"51","Sergei Zubov","DAL","D","46","1181.9666666667","25.694927536232","0.2","1.57","0.81","0.76","1.78","47.30","4.26","4.76","9.49","6.35","1.78","0.1","0","0.66","0.61","0.3","0.3","0","0","0.3","2.28","1.52","0.71","2.03","2.08","0","0","-"
"124","Kimmo Timonen","PHI","D","80","1886.1833333333","23.577291666667","0.25","1.15","0.38","0.76","1.4","41.51","3.98","6.40","7.79","5.69","1.69","0.41","0.1","0.54","1.59","0.8","0.8","0","0","0.29","1.78","0.83","2.04","3.53","4.1","0","0","-"
"158","Bryan Berard","NYI","D","54","952.65","17.641666666667","0.31","1.07","0.31","0.76","1.39","53.66","5.48","5.75","12.97","7.81","2.52","0.5","0.13","0.69","3.02","1.26","1.2","0","0.06","0.38","2.33","1.2","2.33","2.83","3.72","0","0","-"
"313","Mikael Samuelsson","DET","R","73","1187.15","16.262328767123","0.56","1.47","0.71","0.76","2.02","57.97","12.58","4.42","20.06","15.82","8.64","2.07","0.51","0.45","1.31","0.66","0.66","0","0","1.47","1.47","1.01","3.74","2.68","1.06","0.3","0.4","2.17"
"362","Henrik Zetterberg","DET","L","75","1654.65","22.062","1.56","1.78","1.02","0.76","3.34","72.44","12.98","12.01","20.49","17.01","11.31","3.84","0.36","0.98","1.23","0.62","0.62","0","0","1.49","2.14","1.92","1.12","2.86","0.58","24.15","19.73","2.00"
"445","Mikko Koivu","MIN","C","57","1190.6333333333","20.888304093567","0.55","1.56","0.81","0.76","2.12","73.68","7.26","7.64","11.59","9.42","6.4","2.27","0.45","0.35","2.12","1.06","1.06","0","0","1.11","1.06","2.97","2.02","1.31","1.06","27.31","24.69","2.65"
"254","Brian Campbell","BUF, S.J","D","83","2083.8666666667","25.106827309237","0.23","1.55","0.81","0.75","1.79","47.69","4.09","5.63","8.7","6.31","1.61","0.26","0.06","0.66","0.58","0.29","0.29","0","0","0.37","1.79","0.63","1.76","3.94","2.76","0","0","-"
"321","Pavel Datsyuk","DET","C","82","1753.4333333333","21.383333333333","1.06","2.26","1.51","0.75","3.32","67.36","9.03","11.74","14.99","12.35","8.18","3.11","0.62","0.72","0.68","0.34","0.34","0","0","1.61","2.33","4.93","1.37","3.15","1.44","15.5","13","1.86"
"340","Martin Havlat","CHI","R","35","650.48333333333","18.585238095238","0.92","1.57","0.83","0.74","2.49","67.50","8.02","11.49","11.16","9.59","6.46","3.51","0.28","0.55","2.03","1.01","1.01","0","0","1.75","0.65","1.75","0.46","1.29","0.83","0","0.28","0.00"
"383","Dany Heatley","OTT","L","71","1543.0833333333","21.733568075117","1.59","1.59","0.86","0.74","3.19","63.57","8.71","18.30","15.55","11.98","10.69","5.09","0.43","1.28","2.49","1.24","1.24","0","0","1.09","2.33","1.71","2.26","3.69","1.21","0.58","0.43","2.24"
"613","Eric Fehr","WSH","C","23","241.83333333333","10.514492753623","0.25","1.24","0.5","0.74","1.49","46.15","9.92","2.50","17.12","14.39","10.42","4.47","0.99","0.5","1.49","0.74","0.74","0","0","2.23","1.49","1.49","2.73","3.47","1.98","0","0.5","0.00"
"659","Brett Sterling","ATL","L","13","161.11666666667","12.39358974359","0.37","0.74","0","0.74","1.12","60.00","5.21","7.14","11.54","8.57","9.31","4.84","0.37","0","5.21","2.61","2.61","0","0","1.12","0.74","1.49","2.23","4.47","0.37","0.74","0.37","24.83"
"780","Matt Lashoff","BOS","D","18","244.38333333333","13.576851851852","0.25","0.98","0.25","0.74","1.23","71.43","2.7","9.09","7.37","4.17","0.98","0","0","0.25","0","0","0","0","0","0","0.49","0.25","0.98","2.95","2.95","0","0","-"
"22","Mats Sundin","TOR","C","74","1482.6666666667","20.036036036036","1.29","1.86","1.13","0.73","3.16","75.73","10.48","12.36","18.09","14.45","9.75","3.88","0.32","1.09","3.08","1.38","1.34","0","0.04","1.34","2.19","0.85","1.34","2.63","1.38","38.24","31.08","2.23"
"297","Joe DiPenta","ANA","D","23","245.01666666667","10.652898550725","0.24","0.98","0.24","0.73","1.22","41.67","1.22","20.00","3.92","2.2","0.98","0.24","0","0.24","3.92","1.22","0.73","0.49","0","1.71","0.49","1.47","2.45","4.9","1.96","0","0","-"
"331","Daniel Sedin","VAN","L","82","1562.4166666667","19.053861788618","1.11","1.73","1","0.73","2.84","77.08","9.49","11.74","15.48","12.83","10.68","5.41","0.38","0.92","1.92","0.96","0.96","0","0","1.31","1.46","0.92","0.42","2.53","0.54","0.65","0.81","1.72"
"44","Geoff Sanderson","EDM","L","41","416.4","10.156097560976","0.43","1.44","0.72","0.72","1.87","86.67","5.76","7.50","8.5","7.35","5.33","1.87","0.14","0.43","2.31","1.15","1.15","0","0","1.3","2.59","2.88","1.15","2.74","1.01","1.73","1.59","7.52"
"59","Markus Naslund","VAN","L","82","1425.4166666667","17.383130081301","1.05","1.26","0.55","0.72","2.32","65.48","9.98","10.55","16.08","13.3","9.51","4.55","0.51","1.18","1.94","0.97","0.97","0","0","1.09","1.64","1.68","0.55","2.06","1.01","0","0.04","0.00"
"361","Martin Erat","NSH","R","76","1417.9","18.656578947368","0.97","1.44","0.72","0.72","2.41","77.03","6.9","14.11","11.04","9.14","6.14","2.2","0.51","0.55","1.69","0.8","0.8","0","0","1.18","2.2","2.12","2.07","4.74","0.68","0.63","1.1","1.55"
"694","Evgeni Malkin","PIT","C","82","1748.0166666667","21.317276422764","1.61","2.03","1.3","0.72","3.64","77.37","9.34","17.28","15.62","12.29","9.99","3.74","0.51","1.37","2.68","1.2","1.17","0","0.03","2.09","2.61","2.37","1.68","5.8","1.37","12.01","18.54","1.35"
"818","Erik Johnson","STL","D","69","1254.9","18.186956521739","0.24","1.34","0.62","0.72","1.58","51.56","5.02","4.76","10.71","7.27","1.91","0.19","0.19","0.81","1.34","0.67","0.67","0","0","0.38","1.77","1.29","4.16","4.83","3.06","0","0.05","0.00"
"120","Andrew Brunette","COL","L","82","1274.6","15.543902439024","0.89","1.88","1.18","0.71","2.78","72.84","5.88","15.20","9.27","7.44","6.64","4.28","0.09","1.08","0.66","0.33","0.33","0","0","0.99","1.27","1.13","0.66","3.95","0.99","0.14","0.24","1.77"
"286","Scott Gomez","NYR","C","81","1611.3666666667","19.89341563786","0.6","2.01","1.3","0.71","2.61","73.68","9.01","6.61","13.78","11.54","7.78","3.57","0.34","0.63","1.34","0.67","0.67","0","0","1.19","2.31","2.87","1.79","3.61","0.89","22.79","20.59","1.96"
"562","Joffrey Lupul","PHI","L","56","1019.1833333333","18.199702380952","1.18","1.53","0.82","0.71","2.71","65.71","10.36","11.36","16.25","13.42","8.54","3.59","0.29","1.12","2.06","0.94","0.88","0.06","0","1.47","1","1.06","4.65","3.65","1.18","0.18","0.06","4.42"
"724","Brandon Dubinsky","NYR","C","82","1188.9833333333","14.499796747967","0.71","1.31","0.61","0.71","2.02","72.73","7.92","8.92","12.51","10.7","8.12","3.94","0.3","0.56","3.99","1.26","0.86","0.35","0.05","1.92","1.16","2.02","9.89","6.61","1.51","25.84","24.37","2.60"
"6","Sergei Fedorov","CBJ, WSH","C","68","1201.8333333333","17.674019607843","0.55","1.5","0.8","0.7","2.05","70.69","6.39","8.59","12.23","9.59","5.84","1.75","0.45","0.7","1.9","0.95","0.95","0","0","0.8","2.2","1.85","2.05","1.95","1.1","28.06","22.42","2.78"
"92","Paul Kariya","STL","L","82","1535.65","18.72743902439","0.63","1.91","1.21","0.7","2.54","72.22","8.71","7.17","13.87","11.14","7.78","2.15","0.47","0.55","1.95","0.98","0.98","0","0","1.13","1.17","0.7","0.7","2.34","0.82","0","0.23","0.00"
"278","Mark Bell","TOR","C","35","341.03333333333","9.7438095238095","0.7","1.06","0.35","0.7","1.76","58.82","7.39","9.52","13.2","11.08","7.21","3.87","0","1.23","10.56","3.52","2.64","0.7","0.18","1.76","1.76","2.29","4.93","5.28","1.58","13.02","18.47","7.27"
"380","Andy McDonald","ANA, STL","L","82","1465.4333333333","17.871138211382","0.74","1.39","0.7","0.7","2.13","74.29","7.45","9.89","11.79","9.95","6.8","2.74","0.16","0.49","2.54","0.94","0.86","0","0.08","1.27","1.35","1.27","1.88","3.77","0.82","21.58","17.24","2.28"
"400","Jeff Taffe","PIT","L","45","431.36666666667","9.5859259259259","0.7","0.97","0.28","0.7","1.67","70.59","7.79","8.93","13.63","10.99","7.51","2.92","1.25","1.25","1.11","0.42","0.42","0","0","0.97","0.97","1.25","7.23","4.31","1.39","10.29","10.85","6.77"
"463","Derek Roy","BUF","C","78","1635.5","20.967948717949","1.17","1.8","1.1","0.7","2.97","68.07","8","14.68","13.5","10.71","7.96","3.38","0.44","0.73","1.69","0.84","0.84","0","0","1.91","2.42","1.76","1.32","3.08","1.76","26.16","24.95","1.88"
"526","Tomas Fleischmann","WSH","L","75","946.66666666667","12.622222222222","0.63","1.27","0.57","0.7","1.9","63.83","6.78","9.35","12.04","9.51","7.67","3.61","0.44","0.57","1.14","0.57","0.57","0","0","0.44","1.33","1.84","1.65","3.17","0.7","0.95","0.95","3.17"
"782","Andrew Cogliano","EDM","C, L","82","1120.2833333333","13.661991869919","0.96","1.45","0.75","0.7","2.41","77.59","5.25","18.37","8.36","6.96","5.73","2.95","0.27","0.32","1.07","0.54","0.54","0","0","1.29","2.62","1.87","1.34","2.25","1.66","11.46","17.57","2.11"
"77","Martin Straka","NYR","C","65","1209.1833333333","18.602820512821","0.69","1.34","0.65","0.69","2.03","68.33","5.76","12.07","9.92","8.04","6.25","3.18","0.2","0.4","1.09","0.55","0.55","0","0","0.79","1.59","1.54","1.19","2.13","1.59","0.35","0.6","1.83"
"83","Craig Rivet","S.J","D","74","1568.3666666667","21.194144144144","0.19","1.15","0.46","0.69","1.34","44.87","4.02","4.76","8.42","5.39","1.91","0.23","0.15","0.31","3.98","1.34","1.03","0.23","0.08","0.73","1.68","0.8","2.79","2.95","3.02","0","0","-"
"479","Drew Fata","NYI","D","5","87.533333333333","17.506666666667","0","0.69","0","0.69","0.69","100.00","2.74","0.00","6.85","4.8","0","0","0","0","2.74","1.37","1.37","0","0","0.69","4.8","2.74","2.06","4.11","2.06","0","0","-"
"578","Erik Christensen","ATL, PIT","C","59","787.18333333333","13.34209039548","0.84","0.99","0.3","0.69","1.83","64.86","10.06","8.33","17.76","13.95","8.77","2.97","0.76","0.53","2.29","1.14","1.14","0","0","0.84","1.07","1.52","2.67","3.73","0.15","21.11","15.02","4.45"
"604","Braydon Coburn","PHI","D","78","1656.1666666667","21.232905982906","0.33","0.98","0.29","0.69","1.3","38.71","4.09","7.96","8.69","6.27","1.45","0.33","0.11","0.43","2.68","1.2","1.16","0","0.04","0.87","1.92","1.3","2.86","3.12","2.86","0","0","-"
"9","Jaromir Jagr","NYR","R","82","1678.35","20.467682926829","0.89","1.64","0.97","0.68","2.54","75.53","8.9","10.04","16.59","12.73","11.05","4.9","0.32","0.97","2.07","1","1","0","0","1.25","2.47","1.43","0.97","4","0.57","0.04","0.07","1.19"
