"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"125","Pavel Datsyuk","DET","C","70","1369.8","19.568571428571","0.83","2.1","1.23","0.88","2.93","80.72","7.18","11.59","13.14","10.12","7.67","2.58","0.35","0.57","0.61","0.31","0.31","0","0","0.83","1.75","4.25","3.33","4.6","1.36","30.75","23.96","2.46"
"133","Henrik Sedin","VAN","C","82","1565.2166666667","19.088008130081","0.54","2.57","1.69","0.88","3.11","75.00","4.33","12.39","8.01","5.98","4.87","2.49","0.23","0.38","1.99","0.96","0.96","0","0","0.81","1.42","1.19","1.23","1.92","0.65","24.99","24.92","1.92"
"254","Marc-Andre Bergeron","T.B","D","43","832.21666666667","19.353875968992","0.29","1.44","0.58","0.87","1.73","48.98","5.77","5.00","14.28","8.87","2.38","0.14","0.29","1.08","1.44","0.72","0.72","0","0","0.36","1.37","1.37","2.67","4.54","3.1","0","0","-"
"468","Rich Peverley","BOS","C","57","962.93333333333","16.893567251462","0.69","1.93","1.06","0.87","2.62","71.19","6.98","9.82","14.08","10.41","6.85","2.68","0.62","0.31","1.37","0.69","0.69","0","0","0.5","1.37","1.25","1.43","3.05","0.81","12.65","8.04","3.81"
"893","J.T. Brown","T.B","R","5","69.283333333333","13.856666666667","0","0.87","0","0.87","0.87","33.33","11.26","0.00","20.78","12.12","11.26","6.93","1.73","0.87","0","0","0","0","0","1.73","1.73","0.87","1.73","4.33","2.6","0","0","-"
"68","Tomas Kaberle","CAR, MTL","D","72","1275.8333333333","17.719907407407","0.14","1.32","0.47","0.85","1.46","45.59","4.09","3.45","8.84","6.11","2.21","0.56","0.09","0.8","0.56","0.28","0.28","0","0","0","1.79","0.85","0.99","2.12","3.76","0","0","-"
"239","Kevin Bieksa","VAN","D","78","1843.9166666667","23.639957264957","0.26","1.17","0.33","0.85","1.43","47.31","5.4","4.82","11.55","7.84","2.99","0.59","0.23","0.36","2.99","1.04","0.85","0.13","0.07","0.88","2.21","0.94","5.17","2.99","3.45","0","0.03","0.00"
"35","Steve Sullivan","PIT","L","79","1213.3666666667","15.359071729958","0.84","1.53","0.69","0.84","2.37","54.55","6.92","12.14","11.37","9.15","6.48","3.02","0.35","0.49","0.99","0.49","0.49","0","0","0.4","1.09","0.84","1.88","1.93","0.79","0.2","0.25","2.20"
"206","Jason Spezza","OTT","C","80","1593.7166666667","19.921458333333","1.28","1.88","1.05","0.83","3.16","71.19","8.73","14.66","17.05","12.91","7.76","3.16","0.49","0.72","1.36","0.68","0.68","0","0","0.49","3.16","2.41","1.05","2.48","0.87","34.22","29.78","2.01"
"332","Marc-Antoine Pouliot","PHX","C","13","145.45","11.188461538462","0","1.65","0.83","0.83","1.65","66.67","7.84","0.00","13.61","11.14","8.25","4.13","0","0.41","0.83","0.41","0.41","0","0","0.41","1.24","0.83","4.13","9.49","0.41","15.26","21.04","17.34"
"382","Dustin Byfuglien","WPG","D","66","1591.6","24.115151515152","0.45","1.55","0.72","0.83","2","56.38","8.41","5.38","18.06","13.23","4.15","0.87","0.34","1.06","2.71","1.21","1.17","0","0.04","0.3","2.07","1.85","4.22","2.98","2.15","0","0","-"
"15","Todd Bertuzzi","DET","R","71","1104.2166666667","15.55234741784","0.76","1.3","0.49","0.82","2.06","60.32","6.41","11.86","10.22","8.64","6.47","3.8","0.05","0.6","3.48","1.58","1.47","0.11","0","0.82","2.17","1.14","5.22","2.93","1.25","0.27","0.43","2.09"
"885","Ryan Nugent-Hopkins","EDM","C","62","1091.55","17.60564516129","0.99","1.87","1.04","0.82","2.86","71.23","7.37","13.43","13.69","10.22","8.03","3.13","0.38","0.77","0.88","0.38","0.38","0","0","0.44","1.76","1.87","2.09","2.86","1.81","12.48","20.78","2.06"
"109","Mike Ribeiro","DAL","C","74","1483.5166666667","20.047522522523","0.73","1.82","1.01","0.81","2.55","82.89","5.74","12.68","9.99","7.89","4.93","2.1","0.2","0.49","2.67","0.85","0.73","0","0.12","0.61","2.59","1.58","4.57","4.33","1.86","13.79","18.89","1.71"
"277","Joakim Lindstrom","COL","C","16","222.68333333333","13.917708333333","0.54","0.81","0","0.81","1.35","50.00","5.93","9.09","13.2","8.35","4.31","1.62","0","0.54","0","0","0","0","0","0.81","0.54","2.42","0.27","2.96","1.62","0.54","0.81","10.78"
"250","PA Parenteau","NYI","R","80","1492.2","18.6525","0.72","1.97","1.17","0.8","2.69","71.28","6.71","10.78","10.94","8.73","6.55","2.81","0.32","0.72","3.58","1.41","1.29","0.04","0.08","0.97","2.25","1.49","3.98","5.71","0.92","0.4","0.64","1.55"
"256","Keith Aucoin","WSH","C","27","298.63333333333","11.06049382716","0.6","1.61","0.8","0.8","2.21","64.71","4.22","14.29","8.64","6.23","5.02","2.61","0","0.4","0","0","0","0","0","1","1.41","2.41","2.01","5.63","1.41","11.45","12.86","9.46"
"579","David McIntyre","MIN","C","7","76.4","10.914285714286","0.79","0.79","0","0.79","1.57","100.00","4.71","16.67","10.21","7.07","3.14","0.79","0","0.79","1.57","0.79","0.79","0","0","0","0.79","0.79","6.28","3.93","2.36","1.57","3.93","22.44"
"23","Kimmo Timonen","PHI","D","76","1613.5666666667","21.231140350877","0.15","1.45","0.67","0.78","1.6","48.31","4.83","3.08","9.52","6.88","2.31","0.37","0.26","0.78","1.71","0.86","0.86","0","0","0.63","1.3","0.52","2.53","3.76","4.8","0.04","0","3.72"
"122","Kent Huskins","STL","D","25","386.7","15.468","0.31","0.78","0","0.78","1.09","41.18","2.48","12.50","6.21","4.03","1.24","0.31","0.16","0.16","1.55","0.78","0.78","0","0","0.78","1.71","0","0.93","6.21","5.43","0","0","-"
"236","Kyle Wellwood","WPG","C","77","1151.3333333333","14.952380952381","0.94","1.51","0.73","0.78","2.45","78.33","4.85","19.35","8.29","6.77","5.68","3.34","0.21","0.63","0.21","0.1","0.1","0","0","0.68","1.35","1.82","0.52","3.8","0.68","7.04","5.99","2.81"
"499","James Neal","PIT","L, R","80","1529.1833333333","19.114791666667","1.57","1.61","0.82","0.78","3.18","68.07","12.91","12.16","23.5","17.73","13.58","3.92","0.86","1.8","3.41","1.49","1.41","0.04","0.04","1.29","1.02","1.18","4.24","3.18","0.59","0.16","0.43","1.05"
"506","Kris Letang","PIT","D","51","1266.7666666667","24.838562091503","0.47","1.52","0.76","0.76","1.99","41.58","6.73","7.04","12.5","8.81","3.55","0.52","0.14","0.99","1.61","0.81","0.81","0","0","0.99","1.61","1.33","3.93","5.4","4.07","0","0","-"
"756","Adam Henrique","N.J","C","74","1343.85","18.160135135135","0.71","1.56","0.8","0.76","2.28","77.27","5.8","12.31","8.44","7.32","5.98","3.35","0.31","0.36","0.31","0.09","0.04","0.04","0","0.63","1.12","2.19","3.71","2.72","2.54","22.37","23.44","2.18"
"841","Gabriel Bourque","NSH","L","43","549.91666666667","12.788759689922","0.76","1.31","0.55","0.76","2.07","79.17","6.44","11.86","10.26","7.86","5.46","2.62","0.44","0.76","0.65","0.33","0.33","0","0","0.33","0.98","2.18","7.2","8.62","2.07","0","0.11","0.00"
"30","Patrik Elias","N.J","C","81","1608.1","19.853086419753","0.97","1.94","1.19","0.75","2.91","83.87","6.12","15.85","10.45","8.1","5.75","2.43","0.04","0.45","0.6","0.3","0.3","0","0","0.52","1.87","1.19","2.28","2.65","0.97","22.54","28.54","1.65"
"93","Dan Boyle","S.J","D","81","2072.2333333333","25.583127572016","0.26","1.13","0.38","0.75","1.39","39.67","7.3","3.57","15.06","10.13","3.82","0.67","0.14","0.69","1.65","0.55","0.46","0.03","0.06","0.43","1.91","0.61","1.68","2.66","3.97","0","0","-"
"352","Daniel Carcillo","CHI","L","28","319.2","11.4","0.38","1.69","0.94","0.75","2.07","61.11","5.08","7.41","10.34","7.89","6.2","4.14","0.19","0","15.41","4.51","3.01","1.13","0.38","2.63","0.38","1.5","14.29","7.14","1.69","0.38","0.38","9.40"
"872","Tyler Seguin","BOS","C","81","1372.0666666667","16.939094650206","1.27","1.66","0.92","0.74","2.93","69.79","10.58","11.98","18.76","14.47","10.54","4.02","0.87","1.09","1.31","0.66","0.66","0","0","0.87","1.84","1.31","1.14","2.23","0.74","2.01","2.62","1.90"
"244","Jussi Jokinen","CAR","L","79","1395.3166666667","17.66223628692","0.52","1.46","0.73","0.73","1.98","62.16","5.07","10.17","10.36","7.91","5.68","2.8","0.22","0.82","2.32","1.12","1.12","0","0","0.77","1.72","1.59","1.76","2.41","2.06","19.74","16.04","2.37"
"290","Joffrey Lupul","TOR","L","66","1228.3166666667","18.610858585859","1.22","2.05","1.32","0.73","3.27","74.44","9.33","13.09","16.71","12.65","10.8","5.62","0.49","1.42","2.34","1.12","1.12","0","0","1.22","2","1.27","5.37","6.79","1.22","1.03","1.81","1.77"
"639","Ian Cole","STL","D","26","413.66666666667","15.910256410256","0.15","0.73","0","0.73","0.87","37.50","2.61","5.56","7.69","4.93","1.74","0.87","0","0.44","3.19","1.6","1.6","0","0","1.31","1.16","0.73","2.32","5.37","3.92","0","0","-"
"864","Jaden Schwartz","STL","L","7","81.816666666667","11.688095238095","1.47","0.73","0","0.73","2.2","75.00","4.4","33.33","6.6","5.13","4.4","2.93","0","0.73","0","0","0","0","0","0.73","1.47","0.73","0.73","7.33","3.67","0.73","0.73","36.67"
"110","Brad Richards","NYR","C","82","1661.75","20.265243902439","0.9","1.48","0.76","0.72","2.38","72.53","8.27","10.92","15.45","11.7","7.98","2.49","0.29","0.72","0.79","0.4","0.4","0","0","0.43","1.66","1.7","1.84","2.89","1.77","24.62","22.89","1.87"
"488","Ryan O'Marra","ANA, EDM","C","9","83.5","9.2777777777778","0","0.72","0","0.72","0.72","100.00","5.03","0.00","5.75","5.75","2.87","2.16","0","1.44","2.87","1.44","1.44","0","0","0.72","1.44","1.44","13.65","3.59","5.03","25.87","20.84","39.80"
"511","Cody Franson","TOR","D","57","922.85","16.190350877193","0.33","1.04","0.33","0.72","1.37","46.67","4.23","7.69","11.25","6.18","2.41","0.07","0.39","0.13","1.43","0.72","0.72","0","0","0.46","2.93","1.3","6.63","3.51","3.45","0","0","-"
"545","David Desharnais","MTL","C","81","1490.1666666667","18.397119341564","0.64","1.77","1.05","0.72","2.42","63.83","3.95","16.33","6.52","5.11","4.55","2.54","0.16","0.4","0.97","0.48","0.48","0","0","0.72","0.97","1.45","1.33","2.58","1.93","27.3","27.9","1.99"
"86","Brian Campbell","FLA","D","82","2205.5166666667","26.896544715447","0.11","1.33","0.63","0.71","1.44","52.48","3.56","3.05","7.45","5.09","2.18","0.16","0.08","0.44","0.16","0.08","0.08","0","0","0.41","1.25","0.79","1.25","4.49","3.21","0","0","-"
"200","Jason Williams","PIT","C","8","84.583333333333","10.572916666667","0.71","0.71","0","0.71","1.42","66.67","2.84","25.00","9.22","7.09","2.84","1.42","0.71","0","2.84","1.42","1.42","0","0","0","2.13","2.84","0.71","0.71","1.42","0","0.71","0.00"
"201","Jason Jaffray","WPG","L","13","84.55","6.5038461538462","0","0.71","0","0.71","0.71","100.00","7.1","0.00","8.52","7.1","5.68","3.55","0","1.42","4.97","1.42","0.71","0.71","0","2.13","0.71","2.13","11.35","4.97","1.42","5.68","4.97","37.85"
"275","Frans Nielsen","NYI","C","82","1431.1166666667","17.452642276423","0.71","1.26","0.55","0.71","1.97","63.51","5.58","12.78","9.73","7.59","5.62","2.1","0.29","0.34","0.25","0.13","0.13","0","0","0.38","1.38","2.43","1.22","3.23","2.77","21.93","26.54","1.90"
"1","Jaromir Jagr","PHI","R","73","1192.2833333333","16.332648401826","0.96","1.76","1.06","0.7","2.72","65.06","8.56","11.18","16.3","12.58","10.82","4.43","0.35","0.91","1.51","0.75","0.75","0","0","0.91","2.16","1.11","0.7","4.53","0.6","0","0.05","0.00"
"412","Wojtek Wolski","FLA, NYR","L","31","426.65","13.762903225806","0.56","1.13","0.42","0.7","1.69","66.67","7.03","8.00","12.66","9.84","6.75","2.53","0.42","0.28","0.28","0.14","0.14","0","0","0.7","0.98","1.41","4.78","4.92","0.7","0.7","0.7","7.03"
"497","Steve Downie","COL, T.B","R","75","1194.8666666667","15.931555555556","0.7","1.36","0.65","0.7","2.06","64.06","7.03","10.00","13.31","9.59","7.03","3.21","1","0.85","6.88","2.21","1.76","0.25","0.2","1.81","1.61","2.46","5.27","5.07","1.26","2.01","2.36","2.31"
"559","Nick Foligno","OTT","L","82","1200.8833333333","14.644918699187","0.75","1.6","0.9","0.7","2.35","75.81","7.64","9.80","12.24","9.69","6.5","4.15","0.4","0.9","6.2","2.2","1.85","0.2","0.15","1.85","1.3","1.75","9.79","5.75","1.5","3.1","4.35","2.08"
"835","David Savard","CBJ","D","31","513.81666666667","16.574731182796","0.23","0.93","0.23","0.7","1.17","47.62","3.97","5.88","8.17","5.14","1.28","0.23","0.12","0.35","1.87","0.93","0.93","0","0","0.23","1.17","0.58","3.5","4.2","1.75","0","0","-"
"159","Jim Vandermeer","S.J","D","25","260.36666666667","10.414666666667","0.23","0.69","0","0.69","0.92","80.00","4.38","5.26","9.45","5.99","2.53","0.46","0.23","0.92","7.6","2.07","0.92","1.15","0","1.38","1.61","1.38","3.23","5.99","2.3","0","0","-"
"233","Patrick Sharp","CHI","L","74","1472.55","19.899324324324","1.34","1.47","0.77","0.69","2.81","70.41","11.49","11.70","19.68","14.99","9.86","3.79","0.98","0.98","1.55","0.53","0.49","0","0.04","0.53","1.18","2.24","3.26","3.67","0.73","5.66","6.19","1.95"
"590","Phil Kessel","TOR","R","82","1644.5166666667","20.055081300813","1.35","1.64","0.95","0.69","2.99","76.64","10.76","12.54","19.63","14.27","10.69","3.47","0.62","1.28","0.73","0.36","0.36","0","0","0.62","2.99","1.42","0.44","2.12","0.77","0.33","0.69","1.17"
"695","Carl Hagelin","NYR","L","64","962.96666666667","15.046354166667","0.87","1.5","0.81","0.69","2.37","71.70","8.16","10.69","13.46","10.65","8.04","4.92","0.37","0.87","1.5","0.69","0.69","0","0","0.81","1.12","1.93","4.86","7.04","1.43","0.06","0.31","1.04"
"176","Justin Williams","L.A","R","82","1406.4166666667","17.151422764228","0.94","1.58","0.9","0.68","2.52","73.75","10.28","9.13","18","14.42","9.9","4.01","0.51","1.15","1.88","0.94","0.94","0","0","1.07","2.65","1.37","1.54","7.68","1.58","0.47","0.6","1.88"
"313","Chris Kunitz","PIT","L","82","1501.7333333333","18.313821138211","1.04","1.4","0.72","0.68","2.44","52.14","9.19","11.30","15.9","13.1","10.59","4.95","0.44","0.96","1.96","0.92","0.88","0.04","0","0.84","1.2","1.12","7.19","3.92","1.12","0.8","0.72","2.10"
"492","Niclas Bergfors","NSH","R","11","88.8","8.0727272727273","0.68","0.68","0","0.68","1.35","50.00","7.43","9.09","9.46","8.11","6.08","2.03","2.7","1.35","1.35","0.68","0.68","0","0","0.68","1.35","2.7","0","2.7","3.38","0","0","-"
"719","Nikita Filatov","OTT","L","9","88.366666666667","9.8185185185185","0","0.68","0","0.68","0.68","25.00","4.07","0.00","10.18","7.47","5.43","2.04","1.36","0","2.72","1.36","1.36","0","0","0.68","4.75","0.68","5.43","3.39","0.68","0","0.68","0.00"
"5","Ray Whitney","PHX","L","82","1528.9666666667","18.64593495935","0.94","2.08","1.41","0.67","3.02","80.21","7.26","12.97","13.5","10.05","7.5","3.57","0.59","0.94","1.1","0.39","0.35","0","0.04","0.63","1.53","1.33","1.1","2.43","0.39","0.16","0.43","1.05"
"14","Saku Koivu","ANA","C","74","1341.3","18.125675675676","0.49","1.21","0.54","0.67","1.7","55.07","4.79","10.28","8.63","6.49","6.17","2.77","0.18","0.54","1.79","0.89","0.89","0","0","0.72","1.79","1.57","2.51","2.19","1.07","28.9","26.26","2.34"
"182","Kurtis Foster","ANA, MIN, N.J","D","51","810.51666666667","15.892483660131","0.3","0.74","0.07","0.67","1.04","33.33","6.29","4.71","11.55","8.14","2.89","0.07","0.15","0.37","2.59","0.89","0.74","0.07","0.07","0.07","1.26","0.3","3.41","3.48","2.59","0","0","-"
"297","Chris Higgins","VAN","L","71","1158.4","16.315492957746","0.93","1.29","0.62","0.67","2.23","65.15","8.55","10.91","13","11.34","7.87","3.52","0.62","0.67","0.83","0.41","0.41","0","0","0.67","0.83","2.59","3.16","4.3","1.5","0.62","0.93","2.07"
"339","Loui Eriksson","DAL","L","82","1620.4666666667","19.761788617886","0.96","1.67","1","0.67","2.63","73.96","6.92","13.90","11.14","8.96","7.15","3.63","0.56","0.67","0.44","0.22","0.22","0","0","0.74","1.59","1.85","0.74","3.59","1.48","0.26","0.33","1.62"
"433","Alexander Edler","VAN","D","82","1956.9","23.864634146341","0.34","1.17","0.49","0.67","1.5","47.57","6.99","4.82","15.12","9.93","3.62","0.86","0.09","0.67","1.04","0.52","0.52","0","0","0.37","1.56","0.98","4.38","6.99","4.45","0","0.09","0.00"
"638","Nick Bonino","ANA","C","50","623.85","12.477","0.48","1.25","0.58","0.67","1.73","72.00","6.06","7.94","10","8.46","7.12","3.56","0.29","0.67","0.77","0.38","0.38","0","0","0.29","0.87","2.69","1.73","5.96","3.75","18.75","24.91","4.13"
"730","Erik Karlsson","OTT","D","81","2050.6666666667","25.316872427984","0.56","1.73","1.05","0.67","2.28","57.78","7.64","7.28","17.38","10.88","4.18","0.56","0.2","1.08","1.23","0.61","0.61","0","0","0.53","2.46","1.96","1.76","3.01","1.9","0","0.03","0.00"
"823","Brayden McNabb","BUF","D","25","445.96666666667","17.838666666667","0.13","0.94","0.27","0.67","1.08","53.33","3.09","4.35","7","4.44","2.02","0.4","0.27","0","2.02","0.81","0.67","0.13","0","1.08","1.21","2.15","6.59","6.05","4.04","0","0","-"
"132","Daniel Sedin","VAN","L","72","1354.6833333333","18.815046296296","1.33","1.64","0.97","0.66","2.97","72.83","10.14","13.10","18.29","14.44","9.7","4.38","0.66","1.33","1.77","0.89","0.89","0","0","0.44","1.11","1.24","0.93","2.35","0.66","0.27","0.58","1.40"
"426","David Krejci","BOS","C","79","1455.4333333333","18.423206751055","0.95","1.61","0.95","0.66","2.56","70.45","5.98","15.86","10.68","8.33","6.43","3.09","0.25","0.33","1.48","0.74","0.74","0","0","0.66","1.4","1.77","2.84","4.08","1.9","22.43","20.65","2.15"
"552","Tim Stapleton","WPG","C","63","639.21666666667","10.146296296296","1.03","1.5","0.84","0.66","2.53","67.50","6.95","14.86","10.89","9.1","6.2","2.63","0.38","0.28","0.94","0.47","0.47","0","0","0.38","0.56","1.97","2.53","3.38","2.16","9.1","11.17","4.22"
"736","Jordan Eberle","EDM","C, R","78","1372.5833333333","17.597222222222","1.49","1.84","1.18","0.66","3.32","76.77","7.87","18.89","13.73","10.49","9.14","3.5","0.31","0.74","0.44","0.22","0.22","0","0","0.74","2.05","1.75","1.97","5.2","1.05","0.52","0.66","1.94"
"818","Nick Leddy","CHI","D","82","1810.7666666667","22.082520325203","0.1","1.13","0.46","0.66","1.23","46.25","3.11","3.19","6.66","4.27","1.82","0.1","0.03","0.17","0.33","0.17","0.17","0","0","0.3","1.36","0.99","2.22","4.31","2.58","0","0","-"
"3","Teemu Selanne","ANA","R","82","1466.3333333333","17.882113821138","1.06","1.64","0.98","0.65","2.7","72.53","8.59","12.38","15.1","12.48","10.19","4.75","0.29","0.86","2.05","0.7","0.61","0","0.08","1.15","1.88","1.19","0.94","3.15","0.82","5.93","6.34","1.98"
