"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"605","Andrew Agozzino","COL","L","1","9.75","9.75","0","6.15","0","6.15","6.15","100.00","6.15","0.00","12.31","12.31","6.15","6.15","0","6.15","0","0","0","0","0","0","0","6.15","6.15","0","0","0","12.31","0.00"
"722","Michael Paliotta","CHI","D","1","12.75","12.75","0","4.71","0","4.71","4.71","100.00","9.41","0.00","14.12","14.12","0","0","0","0","0","0","0","0","0","0","0","0","0","9.41","9.41","0","0","-"
"437","Keaton Ellerby","WPG","D","1","16.966666666667","16.966666666667","0","3.54","0","3.54","3.54","inf","0","-","3.54","0","0","0","0","0","0","0","0","0","0","0","3.54","0","3.54","10.61","3.54","0","0","-"
"354","Tom Sestito","VAN","L","3","18.716666666667","6.2388888888889","0","3.21","0","3.21","3.21","100.00","3.21","0.00","6.41","6.41","3.21","3.21","0","0","22.44","6.41","3.21","3.21","0","16.03","0","0","32.06","6.41","0","0","0","-"
"718","Shane Prince","OTT","L","2","20.95","10.475","0","2.86","0","2.86","2.86","100.00","5.73","0.00","17.18","11.46","11.46","5.73","0","0","0","0","0","0","0","0","0","0","5.73","5.73","0","0","0","-"
"683","Michael Sgarbossa","COL","C","3","21.283333333333","7.0944444444444","0","2.82","0","2.82","2.82","33.33","5.64","0.00","16.91","8.46","5.64","0","0","0","28.19","2.82","0","0","2.82","8.46","0","0","0","5.64","2.82","25.37","31.01","126.86"
"250","Peter Regin","CHI","C","4","33.333333333333","8.3333333333333","0","1.8","0","1.8","1.8","100.00","5.4","0.00","9","9","5.4","5.4","0","0","0","0","0","0","0","3.6","0","5.4","5.4","12.6","0","1.8","1.8","90.00"
"780","Daniil Tarasov","S.J","R","5","37.85","7.57","0","1.59","0","1.59","1.59","50.00","7.93","0.00","11.1","9.51","6.34","1.59","0","0","0","0","0","0","0","0","0","1.59","3.17","1.59","1.59","1.59","0","158.52"
"692","Taylor Fedun","S.J","D","7","118.91666666667","16.988095238095","0","2.02","0.5","1.51","2.02","80.00","6.05","0.00","13.12","8.58","4.04","1.01","0","1.01","2.02","1.01","1.01","0","0","2.02","1.01","1.51","0","10.6","4.04","0","0","-"
"508","Sean Collins","CBJ","C","8","82.666666666667","10.333333333333","0","1.45","0","1.45","1.45","66.67","2.9","0.00","5.08","3.63","2.9","0.73","0","0","1.45","0.73","0.73","0","0","0.73","0","0","13.06","6.53","0","1.45","2.18","29.03"
"845","Emile Poirier","CGY","L","6","47.9","7.9833333333333","0","1.25","0","1.25","1.25","100.00","2.51","0.00","7.52","5.01","2.51","0","1.25","0","0","0","0","0","0","2.51","0","3.76","8.77","8.77","1.25","0","1.25","0.00"
"689","Kael Mouillierat","NYI","L","6","52.066666666667","8.6777777777778","1.15","1.15","0","1.15","2.3","100.00","1.15","100.00","4.61","3.46","2.3","1.15","0","0","9.22","3.46","3.46","0","0","0","0","4.61","9.22","3.46","3.46","18.44","20.74","54.23"
"372","Frédéric St-Denis","CBJ","D","4","53.183333333333","13.295833333333","0","1.13","0","1.13","1.13","100.00","2.26","0.00","9.03","2.26","3.38","1.13","0","0","0","0","0","0","0","2.26","0","0","2.26","3.38","2.26","0","0","-"
"93","Jason Spezza","DAL","C","82","1412.25","17.22256097561","0.72","1.91","0.81","1.1","2.63","63.92","8.67","8.33","17.5","13.3","8.41","3.44","0.42","1.32","1.19","0.59","0.59","0","0","0.72","3.19","2.17","0.68","2.8","1.1","28.98","24.64","2.30"
"431","Jakub Voracek","PHI","R","82","1524.6333333333","18.593089430894","0.87","2.32","1.22","1.1","3.19","76.42","8.7","9.95","16.69","11.45","7.32","2.95","0.31","1.14","3.07","1.1","0.94","0.08","0.08","1.18","1.65","1.34","2.16","5.47","1.1","0.24","0.12","2.62"
"355","Derick Brassard","NYR","C","80","1391.6","17.395","0.82","1.77","0.69","1.08","2.59","68.97","7.24","11.31","12.12","9.36","6.64","3.1","0.26","0.26","1.47","0.73","0.73","0","0","0.91","1.64","1.81","4.57","2.63","0.56","28.93","30.4","2.10"
"56","Henrik Sedin","VAN","C","82","1526.1833333333","18.611991869919","0.71","2.16","1.1","1.06","2.87","70.87","3.97","17.82","6.49","5.11","4.25","2.2","0.31","0.24","0.86","0.43","0.43","0","0","0.55","1.49","1.3","0.98","2.63","0.94","27.68","33.85","1.77"
"359","Nicklas Backstrom","WSH","C","82","1683.4666666667","20.530081300813","0.64","2.14","1.1","1.03","2.78","74.29","5.45","11.76","10.09","8.23","5.77","2.17","0.46","0.46","1.43","0.68","0.68","0","0","0.5","1.28","1.96","3.24","3.56","1.85","30.72","26.62","1.91"
"252","Johan Franzen","DET","R","33","530.01666666667","16.061111111111","0.79","1.7","0.68","1.02","2.49","78.57","8.38","9.46","14.26","12.23","7.58","3.62","0.23","0.79","3.4","1.7","1.7","0","0","1.58","1.92","0.45","5.09","4.64","1.47","0.57","1.13","3.77"
"348","Claude Giroux","PHI","C","81","1665.7666666667","20.565020576132","0.9","1.73","0.72","1.01","2.63","70.19","10.05","8.96","18.44","12.97","8.25","2.09","0.29","0.83","1.3","0.61","0.61","0","0","0.79","1.3","1.44","3.96","3.03","1.01","38.29","29.36","2.04"
"705","Ondrej Palat","T.B","L","75","1307.35","17.431333333333","0.73","2.16","1.15","1.01","2.89","64.95","6.38","11.51","12.25","9.22","8.35","3.03","0.28","0.6","1.1","0.55","0.55","0","0","0.64","1.97","1.97","5.69","5.55","2.29","0.46","1.15","1.31"
"278","Sidney Crosby","PIT","C","77","1538.5333333333","19.980952380952","1.09","2.18","1.21","0.97","3.28","80.00","9.24","11.81","14.82","12.28","9.32","4.17","0.31","0.97","1.83","0.7","0.62","0.04","0.04","1.13","2.07","1.44","2.57","4.56","1.13","31.08","31.2","1.95"
"835","Andrew Miller","EDM","C","9","123.75","13.75","0.48","2.42","1.45","0.97","2.91","100.00","6.79","7.14","10.67","9.7","8.24","2.91","0.48","0.97","0","0","0","0","0","0.48","2.91","1.45","3.39","4.36","2.91","0.48","0.48","24.24"
"226","Evgeni Malkin","PIT","C","69","1309.4833333333","18.978019323671","1.28","1.92","0.96","0.96","3.21","75.27","9.71","13.21","17.73","14.02","10.58","4.63","0.46","1.05","2.75","1.19","1.15","0","0.05","1.24","2.43","2.06","1.1","5.54","0.82","14.75","19.84","1.95"
"301","Keith Yandle","ARI, NYR","D","84","1924.7","22.913095238095","0.19","1.43","0.5","0.94","1.62","55.32","7.23","2.59","15.71","10.97","3.74","0.53","0.22","1.03","1.25","0.62","0.62","0","0","0.5","2.53","1.09","1.65","2.12","3.15","0","0","-"
"94","Stephen Weiss","DET","C","52","589.85","11.343269230769","0.92","1.63","0.71","0.92","2.54","69.44","5.29","17.31","9.26","7.12","6.41","3.66","0.1","0.51","1.63","0.81","0.81","0","0","0.31","1.83","0.92","1.93","3.56","1.22","1.02","1.12","4.84"
"362","Jamie McBain","L.A","D","26","329.86666666667","12.687179487179","0.55","1.09","0.18","0.91","1.64","39.13","3.27","16.67","10.91","6.91","2.55","0.73","0.18","0.55","0.73","0.36","0.36","0","0","0.18","1.09","0.55","3.82","5.09","5.09","0","0","-"
"20","Joe Thornton","S.J","C","78","1437.0833333333","18.424145299145","0.67","2.05","1.17","0.88","2.71","68.42","5.47","12.21","10.77","7.81","5.3","2.05","0.38","0.96","1.25","0.63","0.63","0","0","0.63","3.8","2.51","1.63","2.84","1.09","23.13","16.74","2.42"
"42","Scott Gomez","N.J","C","58","957.76666666667","16.513218390805","0.44","1.69","0.81","0.88","2.13","72.34","4.39","10.00","6.95","5.83","4.2","1.57","0.38","0.19","1.44","0.38","0.25","0.06","0.06","0.81","2.32","1.38","1.5","2.88","0.94","22.99","26.37","2.92"
"244","Brandon Dubinsky","CBJ","C","47","848.88333333333","18.06134751773","0.92","1.63","0.78","0.85","2.54","76.60","7.07","13.00","12.02","9.12","7.7","3.32","0.49","0.78","3.04","1.2","0.99","0.21","0","1.27","1.34","1.34","10.74","2.62","0.78","30.82","29.9","3.59"
"397","Kevin Shattenkirk","STL","D","56","1263.3333333333","22.559523809524","0.38","1.71","0.85","0.85","2.09","49.44","6.41","5.93","12.44","8.74","2.75","0.28","0.05","0.66","2.47","0.71","0.52","0.09","0.09","0.38","1.66","1.19","1.99","4.61","4.08","0","0","-"
"622","Ryan Spooner","BOS","C","29","421.6","14.537931034483","1.14","1.42","0.57","0.85","2.56","69.23","10.39","10.96","16.08","13.09","7.26","1.42","0.43","1","0.28","0.14","0.14","0","0","0.28","1.57","1.14","2.42","2.28","0.71","14.23","17.08","6.47"
"55","Daniel Sedin","VAN","L","82","1505.2833333333","18.357113821138","0.8","2.23","1.4","0.84","3.03","78.35","9.01","8.85","14.75","11.96","8.41","3.51","0.4","0.92","0.72","0.36","0.36","0","0","0.6","1.43","0.76","0.84","3.47","0.64","0.08","0.12","1.59"
"246","David Krejci","BOS","C","47","853.85","18.167021276596","0.49","1.69","0.84","0.84","2.18","65.96","4.92","10.00","9.91","7.17","5.76","2.6","0.07","0.28","1.55","0.7","0.7","0","0","0.56","1.48","1.41","2.46","4.71","2.04","22.21","19.54","3.74"
"491","David Warsofsky","BOS","D","4","71.033333333333","17.758333333333","0","0.84","0","0.84","0.84","50.00","5.91","0.00","11.83","6.76","3.38","0","0","0","0","0","0","0","0","0","0.84","0","1.69","5.07","1.69","0","0","-"
"523","Marcus Johansson","WSH","L","82","1350.95","16.475","0.89","1.2","0.36","0.84","2.09","55.95","6.13","14.49","11.24","8.44","6.93","3.02","0.27","0.49","0.44","0.22","0.22","0","0","0.8","1.33","1.29","3.06","5.24","0.8","0.31","0.4","1.94"
"537","Anton Lander","EDM","C","38","570.45","15.011842105263","0.63","1.47","0.63","0.84","2.1","68.97","6.42","9.84","9.26","7.89","6.84","3.79","0.42","0.74","1.47","0.74","0.74","0","0","0.42","1.89","0.84","6.21","3.26","1.26","23.77","23.67","5.27"
"645","Vladimir Tarasenko","STL","R","77","1356.5666666667","17.617748917749","1.64","1.59","0.75","0.84","3.23","73.00","11.68","14.02","23.49","16.98","14.29","3.27","0.8","0.97","1.37","0.62","0.57","0.04","0","1.24","0.84","1.55","1.42","4.11","0.8","0","0.13","0.00"
"878","David Pastrnak","BOS","R","46","642.76666666667","13.973188405797","0.93","1.59","0.75","0.84","2.52","77.14","8.68","10.75","16.34","12.6","7.56","3.45","0.47","0.75","0.75","0.37","0.37","0","0","0.93","2.8","2.33","1.87","5.23","1.03","0.47","1.12","2.75"
"13","Matt Cullen","NSH","C","62","806.81666666667","13.013172043011","0.52","1.34","0.52","0.82","1.86","60.98","6.69","7.78","12.05","9.67","7.14","3.12","0.59","0.22","1.19","0.59","0.59","0","0","0.59","1.64","1.93","0.74","3.87","1.34","11.53","9.82","4.02"
"450","Chris Mueller","NYR","C","7","73.166666666667","10.452380952381","0.82","0.82","0","0.82","1.64","33.33","8.2","10.00","13.94","10.66","9.02","3.28","0","0.82","0","0","0","0","0","0.82","1.64","0.82","2.46","8.2","0.82","31.16","21.32","48.69"
"517","Brian Lashoff","DET","D","11","146.13333333333","13.284848484848","0","0.82","0","0.82","0.82","33.33","2.87","0.00","4.93","4.11","0.41","0","0","0","2.46","1.23","1.23","0","0","0","0.82","1.23","2.87","4.52","5.75","0","0","-"
"758","Dougie Hamilton","BOS","D","72","1536.1833333333","21.33587962963","0.39","1.25","0.43","0.82","1.64","55.26","7.34","5.32","15.35","10.27","3.2","0.35","0.43","0.59","1.6","0.74","0.7","0.04","0","0.43","1.76","0.94","4.14","3.52","2.07","0","0","-"
"332","Nick Foligno","CBJ","L","79","1487.55","18.829746835443","1.25","1.69","0.89","0.81","2.94","70.19","7.34","17.03","11.01","9.08","7.7","5","0.32","0.56","2.02","0.89","0.81","0.08","0","1.13","0.93","2.06","7.78","5.08","2.1","5.04","5.57","1.92"
"562","Tyson Barrie","COL","D","80","1709.2333333333","21.365416666667","0.42","1.44","0.63","0.81","1.86","50.96","4.88","8.63","10.95","7.09","2.98","0.67","0.18","0.63","0.91","0.46","0.46","0","0","0.35","1.65","1.4","2.81","4.84","3.16","0","0","-"
"417","Colton Sceviour","DAL","C","71","902.86666666667","12.716431924883","0.6","1.13","0.33","0.8","1.73","57.78","7.51","7.96","15.28","11.16","9.44","4.39","0.73","1","0.86","0.33","0.27","0.07","0","0.4","1.4","1.59","5.12","5.25","2.72","1.99","2.72","2.81"
"128","Dennis Wideman","CGY","D","80","1971.4","24.6425","0.46","1.25","0.46","0.79","1.7","50.00","5.27","8.67","12.57","7.64","3.26","0.46","0.27","0.61","1.03","0.52","0.52","0","0","0.79","2.8","1.55","2.86","5.05","5.6","0","0","-"
"279","Bobby Ryan","OTT","R","78","1362.8666666667","17.47264957265","0.79","1.58","0.79","0.79","2.38","70.13","9.73","8.14","16.2","12.46","8.23","3.52","0.4","0.92","1.06","0.53","0.53","0","0","0.88","1.81","2.6","4.84","4.67","1.45","0.18","0.31","1.60"
"657","Ryan Johansen","CBJ","C","82","1599.1833333333","19.502235772358","0.98","1.69","0.9","0.79","2.66","70.30","7.58","12.87","13.28","10.17","7.17","2.48","0.49","0.49","1.5","0.71","0.71","0","0","0.6","1.99","2.25","3.15","2.81","1.24","31.93","29.53","1.95"
"44","Mike Ribeiro","NSH","C","82","1537.2","18.746341463415","0.59","1.83","1.05","0.78","2.42","67.39","3.75","15.63","6.6","5.46","3.94","2.11","0.12","0.31","2.03","0.55","0.43","0","0.12","0.59","1.83","1.25","1.64","2.81","0.74","22.72","29.9","1.69"
"223","Mark Giordano","CGY","D","61","1535.55","25.172950819672","0.43","1.45","0.66","0.78","1.88","60.76","6.13","7.01","14.11","8.99","3.52","0.43","0.2","0.55","1.37","0.63","0.59","0.04","0","0.74","1.99","1.37","2.31","4.14","5","0","0","-"
"298","Kris Letang","PIT","D","69","1759.2833333333","25.496859903382","0.38","1.47","0.68","0.78","1.84","51.43","6.72","5.58","13.03","8.73","3.58","1.09","0.17","0.85","2.69","1.02","0.92","0.03","0.07","0.68","2.05","1.33","4.47","5.01","3.99","0","0.03","0.00"
"848","Jonathan Drouin","T.B","L","70","926.55","13.236428571429","0.26","1.81","1.04","0.78","2.07","68.09","4.92","5.26","9.97","6.99","4.99","1.62","0.32","0.65","2.2","0.84","0.78","0","0.06","0.78","1.62","2.33","3.56","3.3","1.04","0.71","0.65","3.39"
"65","Henrik Zetterberg","DET","L","77","1471.55","19.111038961039","0.69","2","1.22","0.77","2.69","70.21","9.26","7.49","17.08","12.93","8.56","2.89","0.2","0.82","1.3","0.65","0.65","0","0","0.61","1.18","1.51","2.24","3.83","1.06","22.06","21.32","2.07"
"89","John-Michael Liles","CAR","D","57","1091.4833333333","19.148830409357","0.11","1.1","0.33","0.77","1.21","57.89","4.95","2.22","10.66","7.42","3.08","0.49","0.27","0.55","0.77","0.38","0.38","0","0","0.6","2.09","1.04","3.9","7.37","4.07","0","0","-"
"322","David Desharnais","MTL","C","82","1414.4166666667","17.248983739837","0.59","1.44","0.68","0.76","2.04","59.26","3.82","15.56","7.3","5.13","4.71","2.76","0.51","0.55","1.02","0.51","0.51","0","0","0.68","0.85","1.15","1.82","4.16","2.08","26.68","23.76","2.24"
"539","Victor Hedman","T.B","D","59","1338.35","22.683898305085","0.45","1.26","0.49","0.76","1.7","48.10","5.16","8.70","11.12","7.44","2.65","0.54","0.27","0.63","1.79","0.72","0.67","0","0.04","0.54","2.96","1.3","2.29","5.11","4.93","0","0","-"
"730","David Musil","EDM","D","4","79.216666666667","19.804166666667","0","1.51","0.76","0.76","1.51","50.00","2.27","0.00","5.3","3.03","0.76","0","0","0","1.51","0.76","0.76","0","0","0","1.51","0.76","3.79","3.03","6.06","0","0","-"
"53","Pavel Datsyuk","DET","C","63","1200.2333333333","19.051322751323","1.3","1.95","1.2","0.75","3.25","74.71","8.25","15.76","14.55","11.15","9.15","3.75","0.2","0.4","0.4","0.2","0.2","0","0","0.85","1.45","2.95","2.55","3.85","1.4","30.04","26.04","2.68"
"98","Ales Hemsky","DAL","R","76","1036.6833333333","13.640570175439","0.64","1.22","0.46","0.75","1.85","62.75","8.1","7.86","14.76","10.36","7.35","2.26","0.35","0.69","0.93","0.46","0.46","0","0","0.87","2.14","1.74","1.27","5.73","2.03","0","0","-"
"121","Jussi Jokinen","FLA","L","81","1355.7833333333","16.738065843621","0.35","1.59","0.84","0.75","1.95","73.33","5.93","5.97","9.6","7.52","5.31","1.77","0.4","0.58","1.5","0.75","0.75","0","0","0.62","1.15","1.28","2.3","2.97","2.21","5.58","5.49","2.23"
"573","Sami Vatanen","ANA","D","67","1437.95","21.461940298507","0.5","1.04","0.29","0.75","1.54","46.84","5.09","9.84","10.1","7.18","2.46","0.42","0.13","0.71","1.5","0.75","0.75","0","0","0.75","2","1.13","3.13","5.59","5.13","0.04","0.04","2.09"
"756","Mark Scheifele","WPG","C","82","1524.25","18.588414634146","0.59","1.34","0.59","0.75","1.93","59.76","6.69","8.82","12.2","9.17","7.95","3.5","0.16","0.39","0.94","0.47","0.47","0","0","1.38","1.77","2.13","3.94","6.3","2.4","19.37","25.82","1.69"
"357","Phil Kessel","TOR","R","82","1541.05","18.793292682927","0.97","1.4","0.66","0.74","2.38","73.49","10.9","8.93","19.78","14.41","8.88","2.65","0.66","0.86","1.17","0.58","0.58","0","0","0.43","2.49","1.32","0.7","2.26","0.51","0.08","0.12","1.56"
"557","Brayden McNabb","L.A","D","71","1128.8333333333","15.899061032864","0.11","1.17","0.43","0.74","1.28","50.00","3.93","2.70","10.42","6.59","2.29","0.16","0.21","0.58","2.76","1.01","0.8","0.21","0","1.01","2.39","0.64","9.3","6.8","2.98","0.05","0","5.32"
"625","Danny Biega","CAR","D","10","161.41666666667","16.141666666667","0","0.74","0","0.74","0.74","40.00","2.6","0.00","9.29","5.2","1.12","0.37","0","0","0","0","0","0","0","0.74","2.6","0.37","10.04","8.92","2.6","0","0","-"
"776","Rickard Rakell","ANA","C","71","891.1","12.550704225352","0.61","1.48","0.74","0.74","2.09","68.89","7.07","8.57","12.93","10.3","6.94","2.76","0.07","0.4","0.67","0.34","0.34","0","0","0.07","2.22","1.21","5.32","7.41","1.48","20.87","23.9","3.14"
"821","Josh Anderson","CBJ","R","6","80.7","13.45","0","0.74","0","0.74","0.74","33.33","7.43","0.00","14.13","9.67","8.92","1.49","0","1.49","1.49","0.74","0.74","0","0","0.74","2.23","2.23","17.84","8.92","1.49","0","0","-"
"214","Dustin Byfuglien","WPG","D","69","1565.4666666667","22.687922705314","0.69","1.03","0.31","0.73","1.72","52.33","8.01","8.61","16.21","11.73","5.94","2.26","0.31","0.88","4.68","1.76","1.57","0.08","0.11","1.11","2.15","1.8","7.78","3.07","2.26","0","0.11","0.00"
"389","Jamie Benn","DAL","L","82","1635.7333333333","19.947967479675","1.28","1.91","1.17","0.73","3.19","72.50","9.28","13.83","17.09","13.06","10.82","5.17","0.73","1.25","2.35","0.95","0.81","0.15","0","1.25","1.83","2.79","4.4","3.7","1.83","10.93","10.2","1.90"
"449","Jason Garrison","T.B","D","70","1400.6833333333","20.009761904762","0.17","1.11","0.39","0.73","1.29","37.97","4.75","3.60","10.11","6.9","1.54","0.04","0.09","0.51","0.81","0.34","0.3","0.04","0","0.17","1.24","0.9","1.97","4.2","4.03","0","0","-"
"336","Kyle Okposo","NYI","R","60","1173.2666666667","19.554444444444","0.92","1.69","0.97","0.72","2.61","70.83","9.97","9.23","17.85","14.01","10.89","4.45","0.46","1.02","0.61","0.31","0.31","0","0","0.92","2.3","1.53","2.71","5.27","1.18","4.09","4.14","2.54"
"811","Filip Forsberg","NSH","L","82","1421.1333333333","17.330894308943","1.1","1.56","0.84","0.72","2.66","70.00","10.01","10.97","19.89","15.54","10.64","3.34","0.72","1.1","1.01","0.51","0.51","0","0","1.06","2.41","2.11","4.56","4.39","1.18","0.13","0.17","1.81"
"24","Marian Hossa","CHI","R","82","1521.4666666667","18.554471544715","0.87","1.54","0.83","0.71","2.41","71.76","9.74","8.91","17.75","12.62","9.94","3.31","0.28","0.87","1.26","0.63","0.63","0","0","0.59","1.18","2.68","2.45","2.72","1.03","0.16","0.12","2.25"
"284","Anze Kopitar","L.A","C","79","1530.3166666667","19.371097046414","0.63","1.88","1.18","0.71","2.51","76.19","5.25","11.94","9.96","7.49","5.45","2.23","0.24","0.71","0.39","0.2","0.2","0","0","0.82","1.88","1.14","4.12","4.35","1.8","29.48","26.58","2.06"
"681","Mark Stone","OTT","R","80","1361.95","17.024375","1.15","1.67","0.97","0.7","2.82","68.82","6.92","16.56","11.5","9.74","7.93","4.58","0.48","0.7","0.62","0.31","0.31","0","0","0.7","1.89","4.32","2.16","3.83","2.33","0.31","0.48","1.71"
"710","Iiro Pakarinen","EDM","R","17","172.3","10.135294117647","0.35","0.7","0","0.7","1.04","100.00","11.84","2.94","18.46","13.23","8.36","3.13","0.7","0.7","0.7","0.35","0.35","0","0","1.04","0.7","0","17.76","6.27","1.04","0.35","0","34.82"
"880","Jiri Sekac","ANA, MTL","L","69","936.45","13.571739130435","0.58","0.9","0.19","0.7","1.47","67.65","5.45","10.59","10.38","8.33","6.28","3.01","0.26","0.77","1.41","0.7","0.7","0","0","0.96","1.73","1.67","4.81","7.37","1.86","0","0.13","0.00"
"79","Niklas Kronwall","DET","D","80","1907.05","23.838125","0.28","1.1","0.41","0.69","1.38","44.90","3.18","8.91","6.76","4.4","1.7","0.41","0.03","0.38","1.26","0.63","0.63","0","0","0.13","1.64","0.35","2.86","2.61","3.33","0.03","0","3.15"
"132","Valtteri Filppula","T.B","C","82","1559.3666666667","19.016666666667","0.46","1.39","0.69","0.69","1.85","62.34","3.5","13.19","6.16","4.62","3.69","1.58","0.23","0.35","0.92","0.46","0.46","0","0","0.85","1.04","1.92","0.96","3.12","1.12","23.89","21.7","2.02"
"749","Nikita Kucherov","T.B","R","82","1225.9833333333","14.951016260163","1.42","1.76","1.08","0.69","3.18","62.50","9.35","15.18","15.81","12.77","10.47","4.11","0.34","0.78","1.81","0.64","0.54","0.05","0.05","0.73","2.3","1.08","3.18","4.01","1.37","0","0.1","0.00"
"152","Jiri Hudler","CGY","R","78","1404.7333333333","18.009401709402","1.32","1.92","1.24","0.68","3.25","73.79","6.75","19.62","11.53","9.52","8.16","3.8","0.51","0.34","0.6","0.3","0.3","0","0","0.64","1.37","1.84","1.15","1.67","0.6","0.9","1.07","1.95"
"552","Nick Leddy","NYI","D","78","1588.2166666667","20.361752136752","0.38","1.02","0.34","0.68","1.4","45.12","4.53","8.33","8.92","6.27","3.1","0.42","0.08","0.38","0.53","0.26","0.26","0","0","0.15","1.59","1.47","2.76","2.91","3.4","0","0","-"
"713","Johnny Gaudreau","CGY","L","80","1417.35","17.716875","1.02","1.69","1.02","0.68","2.71","64.00","7.07","14.37","11.94","9.19","7.03","3.26","0.34","0.51","0.59","0.25","0.25","0","0","0.97","3.3","2.84","0.59","1.86","1.14","0.13","0.21","1.59"
"830","Danny DeKeyser","DET","D","80","1674.2","20.9275","0.07","1.04","0.36","0.68","1.11","42.47","3.19","2.25","7.78","5.2","1.54","0.11","0.07","0.43","1.51","0.75","0.75","0","0","0.47","1.36","0.5","2.65","3.76","3.15","0","0","-"
"405","P.K. Subban","MTL","D","82","2148.6666666667","26.20325203252","0.42","1.26","0.59","0.67","1.68","49.18","4.75","8.82","11.56","7.15","1.82","0.17","0.28","0.45","2.07","1.01","1.01","0","0","0.64","3.13","0.81","2.71","4.38","3.97","0","0","-"
"453","Alex Pietrangelo","STL","D","81","2058.1166666667","25.408847736626","0.2","1.14","0.47","0.67","1.34","51.11","5.68","3.59","10.64","8.28","3.06","0.64","0.17","0.76","0.82","0.41","0.41","0","0","0.58","1.11","0.96","2.04","5.42","4.69","0","0","-"
"580","Cody Eakin","DAL","C","78","1341.0833333333","17.193376068376","0.85","0.94","0.27","0.67","1.79","59.70","6.35","13.38","11.99","9.22","7.96","3.49","0.4","0.45","1.16","0.58","0.58","0","0","0.72","1.83","3.04","2.77","3.49","2.64","29.35","28.45","2.27"
"95","Mikko Koivu","MIN","C","80","1540.1","19.25125","0.55","1.32","0.66","0.66","1.87","60.76","6.97","7.82","11.73","9.19","5.69","2.53","0.16","0.58","1.48","0.74","0.74","0","0","0.23","1.01","2.34","1.56","2.26","1.6","38.53","31.24","2.15"
"280","Jack Johnson","CBJ","D","79","1909.1","24.16582278481","0.25","1.01","0.35","0.66","1.26","40.00","4.43","5.67","8.58","6.19","2.7","0.35","0.03","0.31","1.38","0.69","0.69","0","0","0.44","0.94","0.57","4.93","4.05","4.12","0","0","-"
"432","Jake Muzzin","L.A","D","76","1725.1833333333","22.699780701754","0.35","1.08","0.42","0.66","1.43","51.90","6.02","5.78","13.39","8.76","3.48","0.45","0.21","0.9","0.77","0.38","0.38","0","0","0.42","2.36","0.63","6.47","6.57","3.76","0","0","-"
"112","Stephane Veilleux","MIN","L","12","92.333333333333","7.6944444444444","0.65","0.65","0","0.65","1.3","66.67","5.85","11.11","7.8","6.5","3.25","1.3","0","0","6.5","3.25","3.25","0","0","2.6","0","1.3","5.85","5.2","5.2","0","0.65","0.00"
"173","Jeff Carter","L.A","C","82","1473.6","17.970731707317","1.14","1.38","0.73","0.65","2.52","70.45","8.88","12.84","17.1","13.48","9.36","3.91","0.53","1.18","1.14","0.57","0.57","0","0","0.57","1.79","1.18","3.09","2.48","1.34","25.53","23.05","2.14"
"186","Patrick Eaves","DAL","R","47","644.71666666667","13.717375886525","1.3","1.21","0.56","0.65","2.51","51.92","8.47","15.38","16.94","13.22","10.42","4.37","0.28","0.93","0.74","0.37","0.37","0","0","1.21","0.93","1.68","6.42","3.54","2.51","0.19","0.28","3.72"
"404","Logan Couture","S.J","C","82","1563.9333333333","19.072357723577","1.04","1.53","0.88","0.65","2.57","65.69","10.13","10.23","19.11","14.58","10.7","4.07","0.65","1.11","0.46","0.23","0.23","0","0","0.73","2.76","2.15","3.26","4.6","2.72","18.3","19.68","1.85"
"509","Andrew MacWilliam","TOR","D","12","184.83333333333","15.402777777778","0","0.65","0","0.65","0.65","100.00","1.62","0.00","4.22","2.27","1.62","0","0","0","3.9","1.95","1.95","0","0","1.95","1.3","0.65","11.36","5.19","6.49","0","0.32","0.00"
"750","Ryan Nugent-Hopkins","EDM","C","76","1568.6833333333","20.640570175439","0.92","1.22","0.57","0.65","2.14","68.29","7.23","12.70","13.73","9.6","8.15","2.52","0.5","0.8","0.96","0.42","0.38","0.04","0","1.07","1.64","2.07","3.52","3.6","1.42","23.71","28.15","1.75"
"842","Marko Dano","CBJ","C","35","464","13.257142857143","1.03","1.68","1.03","0.65","2.72","80.77","10.86","9.52","16.68","13.45","10.22","5.56","0.26","0.91","1.81","0.91","0.91","0","0","1.16","0.91","2.33","12.16","6.59","1.55","2.07","2.72","5.59"
"66","Radim Vrbata","VAN","R","79","1312.3333333333","16.611814345992","1.42","1.46","0.82","0.64","2.88","71.59","12.21","11.61","20.62","16.23","8.78","3.11","0.82","0.69","0.91","0.46","0.46","0","0","0.27","1.19","1.51","2.01","1.97","1.14","0.23","0.18","2.54"
"170","Ryan Suter","MIN","D","77","2237.2333333333","29.054978354978","0.05","0.97","0.32","0.64","1.02","38.00","4.02","1.33","9.65","6.14","2.07","0.16","0.13","0.27","1.29","0.59","0.59","0","0","0.27","1.23","0.89","1.85","1.56","3.41","0","0","-"
