"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"222","Nicklas Backstrom","WSH","C","82","1497.3166666667","18.259959349593","0.92","2.52","1.28","1.24","3.45","83.50","6.49","14.20","10.78","8.78","5.89","2.4","0.12","0.4","1.52","0.76","0.76","0","0","0.44","2.16","2.44","1.8","2.85","1.32","27.45","25.97","2.06"
"334","Zach Redmond","MTL","D","16","196.96666666667","12.310416666667","0","1.52","0.3","1.22","1.52","41.67","3.66","0.00","10.66","5.79","2.44","0.3","0.3","0.61","0.61","0.3","0.3","0","0","0","1.83","1.52","7.62","7.31","3.96","0","0","-"
"173","Kris Letang","PIT","D","41","1046.2333333333","25.517886178862","0.29","1.66","0.52","1.15","1.95","53.13","7","4.10","13.02","9.35","3.44","0.86","0.11","0.63","1.84","0.92","0.92","0","0","0.8","2.47","1.72","4.01","5.39","4.01","0","0","-"
"755","Conor Sheary","PIT","L","61","972.2","15.937704918033","1.42","1.85","0.74","1.11","3.27","74.65","9.63","14.74","15.18","12.22","10.92","5.31","0.43","1.05","1.36","0.68","0.68","0","0","0.93","1.54","1.6","1.79","5.86","1.42","0","0","-"
"721","Nick Sorensen","ANA","R","5","54.45","10.89","0","1.1","0","1.1","1.1","100.00","7.71","0.00","9.92","8.82","5.51","1.1","0","1.1","2.2","1.1","1.1","0","0","0","0","0","2.2","6.61","3.31","1.1","0","110.19"
"41","Jason Spezza","DAL","C","68","1099.6166666667","16.170833333333","0.82","1.91","0.82","1.09","2.73","65.79","8.13","10.07","15.55","12","6.98","3.38","0.22","0.82","1.58","0.71","0.65","0.05","0","0.49","2.67","1.75","0.71","2.35","1.69","19.32","17.68","2.85"
"662","Paul LaDue","L.A","D","22","338.91666666667","15.405303030303","0","1.42","0.35","1.06","1.42","50.00","4.78","0.00","9.74","6.02","2.66","0.18","0.18","0.89","0.71","0.35","0.35","0","0","0.35","2.12","0.53","3.01","8.14","2.3","0","0","-"
"8","Joe Thornton","S.J","C","79","1426.7833333333","18.060548523207","0.29","1.81","0.76","1.05","2.1","56.82","3.45","8.54","6.18","5","3.2","1.47","0.21","0.29","1.72","0.63","0.55","0.04","0.04","0.63","3.11","2.69","2.19","2.23","1.3","15.77","15.22","2.14"
"596","Brad Hunt","NSH, STL","D","12","174.01666666667","14.501388888889","0.34","1.72","0.69","1.03","2.07","50.00","4.83","7.14","9.31","6.9","1.38","0","0","0","0.69","0.34","0.34","0","0","0","1.03","1.38","0","3.79","1.03","0","0","-"
"722","Gustav Olofsson","MIN","D","13","175.26666666667","13.482051282051","0","1.03","0","1.03","1.03","33.33","2.4","0.00","7.19","4.45","1.03","0.34","0","0","0.68","0.34","0.34","0","0","0","0.34","1.03","3.42","5.48","5.48","0","0","-"
"42","Mikko Koivu","MIN","C","80","1529.2166666667","19.115208333333","0.71","1.57","0.55","1.02","2.28","58.59","5.49","12.86","10.2","7.65","6","2.79","0.16","0.86","1.33","0.67","0.67","0","0","0.24","1.1","1.53","1.26","1.45","2.55","36.8","29.86","2.17"
"704","Andre Burakovsky","WSH","L","64","848.85","13.26328125","0.85","1.63","0.64","0.99","2.47","79.55","7.85","10.81","15.69","10.25","8.48","2.54","0.42","0.49","0.99","0.49","0.49","0","0","0.35","2.33","2.33","2.19","5.58","1.77","0.14","0.35","2.02"
"598","Karl Stollery","N.J","D","11","186.1","16.918181818182","0","0.97","0","0.97","0.97","37.50","3.55","0.00","7.42","5.16","1.61","0.32","0.32","0","4.19","1.61","1.29","0.32","0","1.61","1.93","0.97","8.38","4.84","5.16","0","0","-"
"564","Mika Zibanejad","NYR","C","56","956.03333333333","17.072023809524","0.88","1.44","0.5","0.94","2.32","58.73","7.47","11.76","14.18","11.42","8.22","3.7","0.19","1.07","1","0.5","0.5","0","0","1.07","1.95","2.26","1.44","2.7","1.69","31","28.62","3.26"
"686","Joel Vermin","T.B","R","18","196.68333333333","10.926851851852","0","0.92","0","0.92","0.92","50.00","3.66","0.00","7.63","6.1","6.1","1.83","0.31","0.61","1.22","0.61","0.61","0","0","0.92","0.61","1.53","5.19","7.93","2.14","0.61","0.31","20.34"
"14","Mike Ribeiro","NSH","C","46","734.61666666667","15.969927536232","0.33","1.72","0.82","0.9","2.04","65.79","3.1","10.53","6.04","4.08","3.43","1.14","0.08","0.16","1.14","0.57","0.57","0","0","0.33","2.21","0.82","2.7","3.1","0.49","14.95","21.32","3.37"
"220","Phil Kessel","PIT","C, R","82","1470.9833333333","17.938821138211","0.94","1.92","1.02","0.9","2.86","67.31","9.34","10.04","16.6","12.03","8.4","2.53","0.33","1.18","0.82","0.41","0.41","0","0","0.41","2.08","0.61","0.49","1.71","0.61","0.2","0.41","1.36"
"305","Justin Schultz","PIT","D","78","1594.9833333333","20.448504273504","0.45","1.47","0.56","0.9","1.92","43.59","5.83","7.74","11.06","7.52","3.5","0.53","0.19","0.64","1.28","0.64","0.64","0","0","0.19","1.39","0.83","2.52","6.09","4.36","0","0","-"
"615","Brady Skjei","NYR","D","80","1397.0166666667","17.462708333333","0.21","1.46","0.56","0.9","1.67","49.37","5.45","3.94","9.88","7.39","2.41","0.6","0.13","0.43","1.8","0.86","0.86","0","0","0.47","2.19","0.73","6.31","4.64","2.96","0","0.04","0.00"
"821","Connor McDavid","EDM","C","82","1732.75","21.131097560976","1.04","2.42","1.52","0.9","3.46","75.76","8.73","11.90","14.58","11.39","10.42","5.3","0.38","1.18","0.9","0.45","0.45","0","0","1.8","1.87","2.63","1.18","4.09","1","12.05","15.86","1.50"
"198","Brad Marchand","BOS","C, L","80","1554.9166666667","19.436458333333","1.5","1.78","0.89","0.89","3.28","73.28","8.72","17.26","15.74","12.35","9.3","4.13","0.73","0.69","3.13","1.35","1.27","0.04","0.04","1.2","3.24","2.66","1.97","4.98","1.35","0.5","0.89","1.39"
"565","Mark Scheifele","WPG","C","79","1624.1166666667","20.558438818565","1.18","1.85","0.96","0.89","3.03","68.91","5.91","20.00","10.27","8.02","7.54","3.66","0.3","0.52","1.4","0.7","0.7","0","0","1.15","1.55","2.48","1.81","5.62","1.26","23.46","30.52","1.61"
"826","A.J. Greer","COL","L","5","68.283333333333","13.656666666667","0","0.88","0","0.88","0.88","100.00","7.03","0.00","9.67","8.79","6.15","3.51","0","1.76","3.51","1.76","1.76","0","0","1.76","1.76","0.88","3.51","5.27","2.64","0","0","-"
"543","Adam Clendening","NYR","D","31","490.1","15.809677419355","0.24","1.1","0.24","0.86","1.35","47.83","4.65","5.26","10.77","6.98","1.71","0.12","0.12","0.61","2.08","0.86","0.73","0.12","0","0.61","2.45","0.86","2.69","8.08","3.31","0","0","-"
"20","Henrik Sedin","VAN","C","82","1561.3333333333","19.040650406504","0.58","1.35","0.5","0.85","1.92","76.92","3.8","15.15","6.15","4.96","3.8","2","0.12","0.38","1.08","0.5","0.5","0","0","0.31","2","1.11","0.58","1.5","0.42","23.48","24.4","1.88"
"717","Remi Elie","DAL","L","18","281.25","15.625","0.21","1.28","0.43","0.85","1.49","63.64","3.2","6.67","8.53","4.91","6.4","2.56","0.64","0.21","1.71","0.85","0.85","0","0","0","2.77","2.56","6.4","5.55","2.35","0.21","0","21.33"
"81","Milan Michalek","TOR","L","5","71.35","14.27","0.84","0.84","0","0.84","1.68","100.00","5.05","16.67","8.41","6.73","5.89","1.68","0","0","1.68","0.84","0.84","0","0","0","0.84","2.52","5.89","6.73","7.57","0","0.84","0.00"
"296","Erik Karlsson","OTT","D","77","2066.4833333333","26.837445887446","0.49","1.57","0.73","0.84","2.06","63.39","6.33","7.80","14.69","9.78","3.6","0.67","0.26","1.16","0.81","0.41","0.41","0","0","0.64","3.08","1.71","1.95","2.44","5.84","0","0","-"
"418","Mats Zuccarello","NYR","C, R","80","1506.3","18.82875","0.6","1.75","0.92","0.84","2.35","66.29","7.53","7.94","13.03","9.96","6.85","2.55","0.56","0.56","1.04","0.52","0.52","0","0","0.88","2.15","2.79","3.39","3.74","2.07","0.24","0.28","1.84"
"217","Tom Sestito","PIT","L","13","71.916666666667","5.5320512820513","0","1.67","0.83","0.83","1.67","66.67","2.5","0.00","5.01","2.5","1.67","0.83","0","0","40.05","8.34","3.34","3.34","1.67","4.17","1.67","0","15.85","6.67","1.67","0","0","-"
"249","Kevin Shattenkirk","STL, WSH","D","80","1595.25","19.940625","0.49","1.62","0.79","0.83","2.11","58.95","6.06","8.07","12","8.16","2.97","0.49","0.11","0.56","1.77","0.79","0.75","0.04","0","0.15","1.5","1.35","3.31","4.33","3.57","0","0","-"
"842","Mitchell Marner","TOR","C","77","1294.3833333333","16.810173160173","0.88","1.95","1.11","0.83","2.83","71.76","8.16","10.80","15.07","11.87","9.5","3.11","0.79","0.97","1.76","0.83","0.83","0","0","0.93","2.87","3.11","1.9","4.68","1.81","0.65","1.07","1.75"
"74","Duncan Keith","CHI","D","80","2049.3333333333","25.616666666667","0.18","1.38","0.56","0.82","1.55","47.32","5.36","3.28","11.24","7.11","2.14","0.15","0.03","0.5","0.47","0.23","0.23","0","0","0.03","2.14","0.94","0.7","2.37","3.13","0","0","-"
"516","Sean Kuraly","BOS","C","8","73.6","9.2","0","0.82","0","0.82","0.82","100.00","8.97","0.00","17.12","12.23","11.41","3.26","1.63","0","1.63","0.82","0.82","0","0","0.82","0","1.63","7.34","4.89","0.82","0.82","1.63","27.17"
"747","Anthony Mantha","DET","R","60","954.7","15.911666666667","1.07","1.19","0.38","0.82","2.26","73.47","8.36","12.78","13.57","11.63","8.42","3.9","0.63","0.75","3.33","0.94","0.57","0.31","0.06","1.07","2.45","1.63","2.89","3.46","2.07","0.31","0.38","2.86"
"48","Jason Pominville","MIN","R","78","1109.65","14.226282051282","0.7","1.84","1.03","0.81","2.54","78.33","9.52","7.39","16.55","12.71","7.03","3.03","0.54","1.35","0.22","0.11","0.11","0","0","0.54","0.7","1.19","2.38","4.16","2.05","2.11","2.11","2.70"
"689","Jonny Brodzinski","L.A","C","6","73.716666666667","12.286111111111","0","1.63","0.81","0.81","1.63","66.67","13.84","0.00","24.42","18.72","11.39","5.7","0","2.44","1.63","0.81","0.81","0","0","0.81","0.81","1.63","8.14","8.95","3.26","0","0","-"
"705","Hunter Shinkaruk","CGY","C","7","74.083333333333","10.583333333333","0","0.81","0","0.81","0.81","100.00","4.05","0.00","8.91","5.67","6.48","3.24","0.81","0.81","1.62","0.81","0.81","0","0","0.81","0.81","1.62","2.43","8.1","2.43","0","0","-"
"213","Claude Giroux","PHI","C, R","82","1566.9833333333","19.109552845528","0.54","1.68","0.88","0.8","2.22","59.79","7.62","7.04","14.01","10.72","5.97","1.65","0.38","0.84","1.46","0.69","0.69","0","0","0.92","1.34","1.46","2.6","2.14","1.07","37.41","29.52","2.14"
"776","Nikolaj Ehlers","WPG","L","82","1433.8666666667","17.486178861789","1.05","1.63","0.84","0.8","2.68","73.56","8.54","12.25","15.82","12.43","7.66","3.14","0.46","0.54","1.59","0.8","0.8","0","0","1.76","2.13","1.51","1.8","3.85","1.17","0","0.17","0.00"
"232","Mathieu Perreault","WPG","C","65","1058.75","16.288461538462","0.74","1.81","1.02","0.79","2.55","60.00","7.59","9.70","12.35","10.43","8.05","4.25","0.23","0.74","1.7","0.85","0.85","0","0","1.19","1.13","1.87","5.5","2.21","1.47","5.5","5.21","2.91"
"591","Kurtis Gabriel","MIN","R","13","75.65","5.8192307692308","0","0.79","0","0.79","0.79","50.00","2.38","0.00","4.76","3.97","1.59","1.59","0","0","23","5.55","1.59","3.97","0","3.97","2.38","0","20.62","11.1","0.79","0","0","-"
"32","Justin Williams","WSH","R","80","1238.1333333333","15.476666666667","1.16","1.16","0.39","0.78","2.33","67.61","8.09","14.37","14.05","11.39","7.85","4.12","0.1","0.87","2.42","1.21","1.21","0","0","0.78","2.13","1.79","1.36","5.96","1.99","3.1","2.57","2.65"
"742","Alexander Wennberg","CBJ","C","80","1470.2","18.3775","0.53","1.88","1.1","0.78","2.41","66.29","4.45","11.93","7.59","5.51","4.08","1.67","0.12","0.69","0.86","0.37","0.33","0.04","0","0.65","1.27","1.8","2.37","3.31","2.29","24.85","27.59","1.93"
"90","Ryan Getzlaf","ANA","C","74","1559.2166666667","21.070495495495","0.58","2.23","1.46","0.77","2.81","79.35","5.31","10.87","11.08","8.12","6.2","2.23","0.15","0.73","1.89","0.73","0.65","0.04","0.04","0.5","2.62","2.35","3.81","3.04","3.39","19.59","19.36","1.94"
"214","Jordan Staal","CAR","C","75","1399.6166666667","18.661555555556","0.69","1.24","0.47","0.77","1.93","63.38","7.03","9.76","11.7","9.86","7.76","4.76","0.3","1.07","1.63","0.69","0.6","0.09","0","0.94","1.8","2.36","5.96","5.14","1.24","29.54","20.45","2.53"
"367","Jacob Josefson","N.J","C","38","465.4","12.247368421053","0.13","1.16","0.39","0.77","1.29","55.56","5.67","2.27","10.83","9.28","6.19","2.45","0.64","0.52","2.06","1.03","1.03","0","0","0.52","1.16","0.9","4","5.8","1.55","20.89","19.47","6.67"
"765","Frederick Gaudreau","NSH","C","9","77.966666666667","8.662962962963","0","0.77","0","0.77","0.77","25.00","6.16","0.00","9.23","6.93","3.85","2.31","0","1.54","0","0","0","0","0","0.77","0.77","1.54","0.77","3.85","3.85","3.08","6.16","25.65"
"837","Zach Werenski","CBJ","D","78","1631.0666666667","20.911111111111","0.4","1.32","0.55","0.77","1.73","47.00","6.92","5.85","14.35","9.45","4.19","0.7","0.26","0.99","0.52","0.26","0.26","0","0","0.15","1.47","0.99","1.51","2.87","3.31","0","0","-"
"324","Greg Pateryn","DAL, MTL","D","36","555.2","15.422222222222","0.11","0.86","0.11","0.76","0.97","40.91","4.54","2.38","9.73","7.02","1.62","0","0.22","0.22","1.08","0.54","0.54","0","0","0","2.38","0.43","7.46","6.48","7.13","0","0","-"
"424","Ryan Spooner","BOS","C","78","1099.4833333333","14.09594017094","0.6","1.53","0.76","0.76","2.13","59.09","7.91","7.59","12.17","9.88","6.06","2.62","0.55","1.04","0.76","0.38","0.38","0","0","0.27","2.73","1.96","1.31","3.87","0.93","4.31","6.77","2.12"
"546","Victor Rask","CAR","C","82","1418.1333333333","17.294308943089","0.68","1.23","0.47","0.76","1.9","65.22","7.87","8.60","13.12","9.9","5.2","2.33","0.42","0.76","0.68","0.3","0.3","0","0","0.38","1.95","1.73","1.82","3.89","1.4","19.34","19.5","2.11"
"561","Jonathan Huberdeau","FLA","C, L","31","555.5","17.91935483871","1.08","1.73","0.97","0.76","2.81","72.22","9.29","11.63","14.69","11.99","8.86","3.02","0.43","0.76","1.4","0.54","0.43","0.11","0","0.65","2.59","1.62","1.94","4.21","0.76","0.43","0.54","4.80"
"459","Tyler Seguin","DAL","C","82","1513.7666666667","18.460569105691","1.03","1.82","1.07","0.75","2.85","72.00","11.97","8.61","20.14","15.97","10.31","3.29","0.28","1.27","0.87","0.44","0.44","0","0","0.55","1.55","1.47","2.38","1.31","1.03","15.89","15.26","2.02"
"500","Ondrej Palat","T.B","L","75","1433.8","19.117333333333","0.71","1.46","0.71","0.75","2.18","57.14","6.78","10.49","11.59","9.04","7.74","3.22","0.46","0.84","1.63","0.75","0.71","0.04","0","1.34","1.92","2.51","5.9","5.31","2.76","0.38","1.05","1.11"
"567","Dougie Hamilton","CGY","D","81","1594.4166666667","19.684156378601","0.49","1.39","0.64","0.75","1.88","58.82","8.35","5.86","15.92","11.29","3.95","0.6","0.11","1.09","2.41","1.2","1.2","0","0","0.19","1.96","0.64","2.56","1.84","3.54","0","0","-"
"696","Sven Andrighetto","COL, MTL","R","46","642.5","13.967391304348","0.65","1.59","0.84","0.75","2.24","85.71","6.35","10.29","12.14","8.5","5.42","2.15","0.37","0.93","1.12","0.56","0.56","0","0","0.65","0.84","1.77","3.74","4.39","2.05","0.65","0.28","6.54"
"844","Joel Eriksson Ek","MIN","C","15","159.18333333333","10.612222222222","1.13","1.51","0.75","0.75","2.64","100.00","5.65","20.00","9.42","8.29","4.9","1.88","0","0.38","1.51","0.75","0.75","0","0","0.38","1.13","1.13","8.67","5.65","3.02","16.96","24.12","15.56"
"251","James van Riemsdyk","TOR","L","82","1302.9833333333","15.890040650407","1.34","1.52","0.78","0.74","2.85","70.45","10.96","12.18","18","14.6","11.47","4.84","0.6","1.01","1.7","0.78","0.74","0.05","0","0.87","1.06","1.7","2.85","5.3","1.34","0.05","0.18","0.92"
"294","Tyler Myers","WPG","D","11","244.28333333333","22.207575757576","0.49","0.74","0","0.74","1.23","45.45","3.93","12.50","9.82","5.65","2.95","0.25","0","0.49","3.19","1.23","0.98","0.25","0","0.74","2.46","1.47","2.95","1.96","5.16","0","0","-"
"300","Jordan Eberle","EDM","C, R","82","1374.95","16.767682926829","0.87","1.35","0.61","0.74","2.23","69.86","9.08","9.62","16.54","12.96","10.04","4.45","0.65","1.13","0.7","0.35","0.35","0","0","0.92","1.92","1.66","1.13","4.67","1.61","0.44","0.44","2.18"
"458","Ryan Johansen","NSH","C","82","1544.5166666667","18.835569105691","0.54","1.83","1.09","0.74","2.37","67.03","5.98","9.09","10.72","8.51","5.94","2.21","0.31","0.7","2.33","1.05","0.97","0.08","0","0.51","1.98","1.48","2.99","2.56","1.09","31.19","25.99","2.12"
"668","Jake Dotchin","T.B","D","35","645.01666666667","18.429047619048","0","1.02","0.28","0.74","1.02","42.31","4.65","0.00","10.51","7.16","1.77","0.09","0.37","0.65","3.26","1.49","1.4","0.09","0","1.21","2.14","0.37","7.91","3.35","1.77","0","0","-"
"775","William Nylander","TOR","C","81","1297","16.012345679012","1.02","1.8","1.06","0.74","2.82","82.43","9.48","10.73","16.79","13.23","8.84","2.5","0.42","0.51","1.48","0.74","0.74","0","0","0.28","1.39","2.73","1.16","4.12","0.74","2.27","3.38","1.86"
"108","Brad Richardson","ARI","R","16","245.53333333333","15.345833333333","1.22","0.98","0.24","0.73","2.2","90.00","6.11","20.00","10.75","7.82","4.64","2.44","0.49","0.49","3.67","1.47","1.22","0.24","0","0.98","0.73","2.44","4.64","3.91","1.71","29.57","26.64","12.86"
"430","Evgeny Kuznetsov","WSH","C","82","1390.1666666667","16.95325203252","0.82","1.73","0.99","0.73","2.55","70.24","7.34","11.18","14.03","10.32","8.29","3.15","0.35","0.65","1.99","0.99","0.99","0","0","0.95","2.55","1.86","2.46","2.55","0.78","19.68","25.08","1.90"
"530","Josh Leivo","TOR","L","13","163.46666666667","12.574358974359","0.73","2.94","2.2","0.73","3.67","90.91","9.91","7.41","17.25","14.68","12.85","2.94","0","0.37","1.47","0.73","0.73","0","0","1.47","0.73","4.04","1.84","7.34","1.47","0.37","0.37","18.35"
"331","Luke Witkowski","T.B","D","34","335.6","9.8705882352941","0","0.72","0","0.72","0.72","40.00","4.29","0.00","7.51","5.54","3.4","1.25","0.36","1.07","6.97","2.68","2.15","0.54","0","1.07","1.43","0.54","14.48","9.3","3.75","0","0","-"
"494","Paul Thompson","FLA","R","21","165.9","7.9","0","1.08","0.36","0.72","1.08","75.00","6.87","0.00","10.85","9.04","6.15","1.81","1.08","0.36","7.96","2.89","2.17","0.72","0","1.45","0.72","1.45","17.36","6.15","5.79","0","0.36","0.00"
"803","Brayden Point","T.B","C","68","1164.9666666667","17.131862745098","0.93","1.13","0.41","0.72","2.06","54.05","6.28","14.75","11.02","8.81","8.09","3.97","0.05","0.36","0.72","0.36","0.36","0","0","0.57","0.98","1.55","2.01","4.53","1.6","12.26","15.14","2.30"
"26","Mark Streit","PHI, PIT","D","68","1273.1","18.722058823529","0.28","0.99","0.28","0.71","1.27","48.21","5.37","5.26","10.56","7.26","2.12","0.66","0","0.61","1.32","0.66","0.66","0","0","0.33","1.84","0.75","1.79","4.29","4.34","0","0","-"
"142","Kris Versteeg","CGY","R","69","1016.1833333333","14.72729468599","0.89","1.3","0.59","0.71","2.18","74.00","8.03","11.03","15","10.51","5.73","1.42","0.53","0.59","2.72","0.94","0.77","0.12","0.06","1.12","1.83","2.24","0.3","2.36","1.65","3.13","2.89","3.07"
"444","Vladimir Tarasenko","STL","R","82","1514.5333333333","18.469918699187","1.55","1.43","0.71","0.71","2.97","76.53","11.33","13.64","20.84","15.77","10.78","3.09","0.52","0.99","0.48","0.24","0.24","0","0","0.75","1.23","1.15","1.98","3.72","1.23","0.2","0.2","1.98"
"558","Nikita Kucherov","T.B","R","74","1438.6666666667","19.441441441441","1.67","1.88","1.17","0.71","3.54","80.19","10.26","16.26","19.35","14.51","10.51","3.17","0.38","1.04","1.58","0.67","0.58","0.08","0","0.92","2.67","2.25","1.25","3.21","0.83","0","0","-"
"170","Taylor Chorney","WSH","D","18","256.75","14.263888888889","0.23","0.93","0.23","0.7","1.17","38.46","4.44","5.26","7.95","6.54","1.64","0.47","0","0.7","2.57","0.93","0.7","0.23","0","0.23","1.64","0.7","6.31","6.08","6.78","0","0","-"
"477","Anthony Bitetto","NSH","D","29","342.3","11.803448275862","0","1.23","0.53","0.7","1.23","46.67","2.98","0.00","7.89","5.08","1.23","0","0","0.35","4.38","1.93","1.75","0.18","0","0.35","1.4","0.18","7.54","7.71","4.21","0","0","-"
"732","Jonathan Drouin","T.B","L","73","1292.5833333333","17.706621004566","0.97","1.49","0.79","0.7","2.46","67.09","8.49","11.48","14.99","11.42","7.29","1.76","0.19","0.84","0.74","0.37","0.37","0","0","0.65","3.02","2.09","2.32","3.11","0.74","4.46","5.76","2.03"
"806","Viktor Arvidsson","NSH","L","80","1372.3833333333","17.154791666667","1.36","1.31","0.61","0.7","2.67","70.11","10.76","12.60","18.01","14.91","9.57","4.24","0.79","0.7","1.22","0.61","0.61","0","0","1.22","1.14","1.62","1.01","6.82","1.97","0.17","0.52","1.09"
"87","Brent Seabrook","CHI","D","79","1729.45","21.891772151899","0.1","1.25","0.56","0.69","1.35","42.39","4.54","2.29","10.34","6.63","2.15","0.21","0.24","0.59","0.9","0.45","0.45","0","0","0.24","3.05","0.83","3.85","4.54","5.1","0","0.03","0.00"
"223","Michael Frolik","CGY","R","82","1400.7333333333","17.082113821138","0.73","1.16","0.47","0.69","1.88","61.97","8.65","8.42","15.08","11.61","7.62","2.83","0.43","0.77","2.48","1.03","0.99","0","0.04","0.3","1.63","1.93","2.57","3.86","2.06","0.56","0.69","1.92"
"344","Marcus Johansson","WSH","L","82","1393.5","16.993902439024","1.03","1.46","0.78","0.69","2.5","58.59","5.55","18.60","9.47","7.1","5.81","2.45","0.17","0.65","0.43","0.22","0.22","0","0","0.73","2.07","1.72","1.38","4.69","0.95","0.56","0.65","2.00"
"514","Fredrik Claesson","OTT","D","33","433.18333333333","13.126767676768","0.42","1.11","0.42","0.69","1.52","73.33","3.46","12.00","9.97","5.12","3.19","0.97","0.28","0.97","0.55","0.28","0.28","0","0","0.14","2.08","0.55","7.62","8.17","3.32","0","0","-"
"822","Jack Eichel","BUF","C","61","1215.1333333333","19.920218579235","1.19","1.63","0.94","0.69","2.81","76.00","12.29","9.64","21.13","16.44","9.23","3.16","0.49","0.69","1.09","0.54","0.54","0","0","1.28","2.27","1.88","1.28","2.86","1.73","15.31","24","1.92"
"872","Patrik Laine","WPG","R","73","1307.6166666667","17.912557077626","1.65","1.28","0.6","0.69","2.94","69.57","9.36","17.65","16.52","13.03","7.16","1.93","0.6","0.69","1.19","0.6","0.6","0","0","0.6","2.52","1.97","3.67","2.8","1.51","0","0.14","0.00"
"121","Evgeni Malkin","PIT","C","62","1154.3833333333","18.619086021505","1.72","2.03","1.35","0.68","3.74","74.23","9.98","17.19","16.32","12.94","10.86","4.26","0.16","1.3","3.9","1.82","1.77","0.05","0","1.2","2.81","2.7","2.08","4.37","1.3","18.97","25","2.24"
"155","Sidney Crosby","PIT","C","75","1490.8333333333","19.877777777778","1.77","1.81","1.13","0.68","3.58","73.55","10.26","17.25","16.54","13.08","10.95","4.59","0.28","1.21","0.97","0.48","0.48","0","0","0.76","2.82","1.57","3.22","3.66","1.09","33.89","36.46","1.94"
"161","Anze Kopitar","L.A","C","76","1578.2333333333","20.766228070175","0.46","1.52","0.84","0.68","1.98","71.23","5.7","8.00","11.02","8.44","7.11","2.93","0.42","0.99","1.06","0.49","0.49","0","0","1.03","1.41","1.1","2.97","2.89","2.24","33.91","30.45","2.00"
