"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"507","Max McCormick","OTT","L, R","7","47.316666666667","6.7595238095238","63.4","79.89","44.25","34.24","55.79","38.03","25.36","40.58","38.46","0","3.8","0.00","26.63","41.85","38.89","11.41","13.95","45.00","0","2.54","0.00","20.29","37.2","35.29","0","1.69","0.00","34.8","38.46","47.50","0","0","-","0.00","90.63","0.906","11.41","12.68","5.07","46.92","69.23","21.56","24.09","19.02","53.13"
"752","Tyler Gaudet","ARI","C","4","51.95","12.9875","26.56","78.54","25.27","18.48","60.06","23.53","12.7","35.8","26.19","1.15","2.31","33.33","9.24","31.18","22.86","3.46","18.48","15.79","1.15","2.31","33.33","7.7","16.94","31.25","0","0","-","21.69","56.72","27.66","0","0","-","9.09","93.55","1.026","4.62","6.93","17.32","53.13","21.05","8.08","13.86","27.72","22.58"
"576","Mark McNeill","DAL","C","1","13.816666666667","13.816666666667","39.08","78.17","33.33","30.4","39.08","43.75","17.37","26.06","40.00","0","4.34","0.00","21.71","34.74","38.46","13.03","17.37","42.86","0","4.34","0.00","11.58","23.16","33.33","0","0","-","12.55","50.18","20.00","0","0","-","0.00","83.33","0.833","4.34","21.71","0","47.77","100.00","8.69","21.71","13.03","40.00"
"152","Mike Blunden","OTT","R","2","16.233333333333","8.1166666666667","36.96","77.62","32.26","29.57","55.44","34.78","14.78","48.05","23.53","0","0","-","14.78","22.18","40.00","7.39","7.39","50.00","0","0","-","9.86","19.71","33.33","0","0","-","32.03","64.07","33.33","0","0","-","0.00","100.00","1.000","3.7","11.09","3.7","62.83","50.00","7.39","11.09","11.09","40.00"
"332","Ben Smith","COL, TOR","R","40","458.65","11.46625","38.85","76.53","33.67","29.04","55.86","34.21","20.41","40.29","33.62","1.18","3.92","23.08","16.35","30.74","34.72","6.8","10.6","39.10","0.39","1.57","20.00","12.73","26.86","32.16","0.52","2.44","17.65","25.32","58.01","30.39","0.57","0.76","42.86","5.77","90.26","0.960","5.89","15.96","24.72","45.26","19.23","7.85","20.41","38.72","16.85"
"661","Daniel O'Regan","S.J","C","3","34.65","11.55","55.41","76.19","42.11","39.83","48.48","45.10","25.97","32.9","44.12","1.73","3.46","33.33","19.05","27.71","40.74","10.39","12.12","46.15","1.73","3.46","33.33","11.54","20.78","35.71","0","0","-","45.02","52.53","46.15","0","0","-","6.67","89.47","0.961","17.32","8.66","5.19","48.48","76.92","27.71","15.58","13.85","66.67"
"743","Ryan Pulock","NYI","D","1","3.95","3.95","45.57","75.95","37.50","30.38","30.38","50.00","30.38","30.38","50.00","15.19","0","100.00","30.38","15.19","66.67","0","0","-","0","0","-","40.51","20.25","66.67","20.25","0","100.00","0","43.88","0.00","0","0","-","50.00","100.00","1.500","15.19","15.19","15.19","30.38","50.00","45.57","45.57","30.38","60.00"
"92","Mark Stuart","WPG","D","42","523.08333333333","12.454365079365","44.51","74.56","37.38","32.92","52.76","38.42","25.69","39.34","39.51","1.95","3.21","37.78","19.27","34.07","36.13","8.03","13.08","38.04","0.69","1.26","35.29","14.99","27.99","34.88","1.22","1.22","50.00","29.16","48.88","37.37","0.5","1.49","25.00","7.59","91.84","0.994","7.57","12.73","13.99","50.24","35.11","14.8","17.78","25.92","36.34"
"754","Michael Zalewski","VAN","L","1","8.05","8.05","29.81","74.53","28.57","29.81","52.17","36.36","7.45","44.72","14.29","0","7.45","0.00","7.45","44.72","14.29","0","22.36","0.00","0","7.45","0.00","9.94","29.81","25.00","0","0","-","21.53","32.3","40.00","0","0","-","0.00","83.33","0.833","0","7.45","22.36","67.08","0.00","0","14.91","29.81","0.00"
"845","Denis Gurianov","DAL","R","1","13.1","13.1","27.48","73.28","27.27","13.74","41.22","25.00","4.58","32.06","12.50","0","4.58","0.00","9.16","32.06","22.22","9.16","13.74","40.00","0","4.58","0.00","0","24.43","0.00","0","0","-","19.85","46.31","30.00","0","0","-","0.00","85.71","0.857","0","22.9","0","54.96","-","9.16","22.9","13.74","40.00"
"750","Sergey Tolchinsky","CAR","L","2","22.95","11.475","75.82","73.2","50.88","65.36","62.75","51.02","47.06","44.44","51.43","2.61","2.61","50.00","23.53","33.99","40.91","15.69","15.69","50.00","2.61","0","100.00","10.46","24.4","30.00","0","0","-","67.97","49.09","58.06","0","3.78","0.00","5.56","94.12","0.997","10.46","13.07","7.84","44.44","57.14","15.69","18.3","23.53","40.00"
"395","Gabriel Bourque","COL","L","6","67.2","11.2","33.04","72.32","31.36","24.11","52.68","31.40","18.75","36.61","33.87","0.89","4.46","16.67","15.18","28.57","34.69","6.25","11.61","35.00","0","0","-","11.9","22.62","34.48","1.19","3.57","25.00","23.21","47.72","32.73","0","2.58","0.00","4.76","87.80","0.926","5.36","10.71","16.07","59.82","25.00","8.93","14.29","28.57","23.81"
"540","Rocco Grimaldi","COL","C","4","44","11","57.27","72.27","44.21","42.27","53.18","44.29","32.73","38.18","46.15","1.36","5.45","20.00","32.73","23.18","58.54","15","10.91","57.89","1.36","4.09","25.00","23.64","16.36","59.09","0","0","-","33.48","59.09","36.17","0","1.97","0.00","4.17","85.71","0.899","9.55","12.27","9.55","46.36","50.00","16.36","23.18","23.18","41.38"
"69","Boyd Gordon","PHI","C","13","106.31666666667","8.1782051282051","40.63","72.24","36.00","28.78","46.84","38.06","20.88","32.73","38.95","1.13","6.77","14.29","14.67","31.04","32.10","5.64","14.11","28.57","0","6.21","0.00","12.04","22.57","34.78","0.75","0","100.00","26.9","45.65","37.08","0.82","0.82","50.00","5.41","79.31","0.847","13.54","10.16","21.45","58.69","38.71","19.75","15.8","27.65","41.67"
"322","Derek Grant","BUF, NSH","C","46","448.96666666667","9.7601449275362","38.89","72.03","35.06","28.87","53.99","34.84","20.45","39.82","33.92","0.94","3.34","21.88","16.04","32.21","33.24","8.02","14.3","35.93","0.53","2.14","20.00","10.69","23.88","30.93","0.53","1.07","33.33","26.25","50.96","34.00","0","0.58","0.00","4.58","91.61","0.962","9.09","11.36","24.32","46.91","27.20","12.7","16.17","37.69","25.20"
"59","Zbynek Michalek","ARI","D","3","52.983333333333","17.661111111111","35.11","71.34","32.98","29.44","58.89","33.33","24.91","38.5","39.29","1.13","1.13","50.00","13.59","33.97","28.57","7.93","12.46","38.89","1.13","0","100.00","7.55","28.69","20.83","0","1.51","0.00","24.54","49.07","33.33","0","0","-","4.55","97.06","1.016","5.66","10.19","7.93","53.22","41.67","14.72","16.99","20.38","41.94"
"290","Luke Schenn","ARI","D","78","1407.8166666667","18.048931623932","47.26","71.05","39.95","35.16","53.61","39.61","24.68","36.1","40.60","1.66","2.94","36.11","19.35","34.14","36.18","7.59","13.72","35.60","1.07","1.19","47.17","15.68","27.22","36.56","0.63","1.42","30.56","31.77","46.05","40.82","0.18","0.92","16.67","6.74","91.85","0.986","5.33","14.06","14.36","44.96","27.06","12.91","21.35","26.42","32.83"
"751","Josh Jooris","ARI, NYR","R","54","658.56666666667","12.195679012346","43.18","70.7","37.92","32.8","52.3","38.54","24.69","36.81","40.15","1.73","3.28","34.55","18.22","33.53","35.21","7.29","12.75","36.36","1.09","1.37","44.44","14.58","27.7","34.48","0.49","2.19","18.18","30.14","46.19","39.48","0.39","0.39","50.00","7.01","91.09","0.981","7.84","13.76","16.58","45.55","32.09","12.85","19.77","26.15","32.94"
"21","Chris Kelly","OTT","C","82","979","11.939024390244","37.08","70.66","34.41","27.7","49.64","35.82","21.39","33.4","39.04","0.92","2.88","24.19","14.4","30.58","32.02","6.5","11.34","36.43","0.43","1.59","21.21","10.54","25.66","29.12","0.16","0.9","15.38","25.85","48.51","34.76","0.27","0.89","23.08","4.30","91.38","0.957","9.32","14.1","11.52","51.17","44.71","15.44","19.24","22.37","40.84"
"310","Travis Hamonic","NYI","D","49","1002.3166666667","20.455442176871","46.03","70.1","39.64","33.94","51.36","39.79","25.32","36.69","40.83","2.04","3.77","35.05","22.87","33.34","40.68","9.94","13.83","41.81","1.14","1.74","39.58","17.24","26.02","39.85","0.96","0.96","50.00","27.67","45.74","37.69","0.26","1.64","13.64","8.04","89.72","0.978","5.87","10.54","10.12","38.49","36.70","15.2","19.51","24","38.78"
"504","Rob O'Gara","BOS","D","3","48.033333333333","16.011111111111","41.22","69.95","37.08","32.48","51.21","38.81","23.73","37.47","38.78","1.25","0","100.00","16.24","34.98","31.71","6.25","8.74","41.67","1.25","0","100.00","13.32","34.98","27.59","0","0","-","27.06","45.11","37.50","0","0","-","5.26","100.00","1.053","11.24","16.24","6.25","51.21","64.29","21.24","19.99","24.98","45.95"
"179","Chris Butler","STL","D","1","21.466666666667","21.466666666667","36.34","69.88","34.21","22.36","58.7","27.59","13.98","41.93","25.00","2.8","2.8","50.00","16.77","27.95","37.50","5.59","11.18","33.33","0","0","-","14.91","22.36","40.00","3.73","0","100.00","24.22","48.45","33.33","0","4.04","0.00","20.00","93.33","1.133","2.8","2.8","16.77","50.31","14.29","13.98","13.98","25.16","35.71"
"141","Ryan Callahan","T.B","R","18","254.56666666667","14.142592592593","45.72","69.77","39.59","35.35","51.85","40.54","26.4","39.13","40.29","1.65","3.3","33.33","16.5","32.53","33.65","6.6","13.91","32.18","1.18","0.94","55.56","13.2","24.83","34.71","0.31","1.57","16.67","35.75","46.3","43.57","0.34","1.36","20.00","6.25","91.57","0.978","9.66","17.91","14.14","40.78","40.59","16.73","26.63","25.93","39.23"
"144","Roman Polak","TOR","D","75","1344.05","17.920666666667","48.52","69.64","41.07","37.41","51.56","42.05","25.85","35.27","42.29","2.01","2.59","43.69","23.57","30.13","43.89","9.2","11.83","43.74","1.07","1.47","42.11","19.17","24.4","43.99","0.6","0.89","40.00","28.69","49.78","36.57","0.52","0.64","44.44","7.77","92.66","1.004","5.98","12.14","12.86","48.79","31.75","12.86","19.24","24.46","34.45"
"225","Jamie McBain","ARI","D","3","50","16.666666666667","63.6","69.6","47.75","45.6","56.4","44.71","31.2","36","46.43","2.4","3.6","40.00","27.6","31.2","46.94","16.8","15.6","51.85","2.4","2.4","50.00","14.4","20.8","40.91","0","1.6","0.00","45.07","46.8","49.06","0","0","-","7.69","90.00","0.977","6","7.2","7.2","52.8","45.45","15.6","10.8","16.8","48.15"
"488","Harry Zolnierczyk","NSH","L","24","212.93333333333","8.8722222222222","40.58","69.6","36.83","28.18","49.59","36.23","22.54","34.94","39.22","1.41","1.97","41.67","10.71","29.3","26.76","5.35","8.45","38.78","1.13","1.13","50.00","7.14","27.8","20.43","0","0.38","0.00","34.19","48.03","41.58","0.41","0.81","33.33","6.25","94.35","1.006","7.89","16.34","8.45","54.38","48.28","12.68","20.57","16.91","42.86"
"89","Eric Fehr","PIT, TOR","C","53","579.18333333333","10.927987421384","40.19","69.41","36.67","31.29","47.96","39.48","23.62","35.22","40.14","1.86","2.9","39.13","20.1","29.01","40.93","8.91","12.02","42.57","0.93","1.45","39.13","14.92","22.65","39.71","0.97","1.11","46.67","26.04","47.58","35.37","0.3","0.9","25.00","7.89","91.76","0.997","4.97","12.53","22.38","48.9","18.18","8.91","16.37","34.08","20.72"
"224","Brian Strait","WPG","D","5","79.65","15.93","51.22","69.3","42.50","36.91","45.95","44.55","21.09","27.87","43.08","3.01","3.01","50.00","24.11","36.91","39.51","8.29","11.3","42.31","1.51","0.75","66.67","21.09","34.15","38.18","1","1","50.00","35.91","38.08","48.53","1.09","2.18","33.33","14.29","89.19","1.035","8.29","15.82","9.79","51.22","45.83","12.81","24.86","16.57","43.59"
"191","Dan Girardi","NYR","D","63","1203.4666666667","19.102645502646","47.41","69.25","40.64","36.2","48.71","42.63","25.58","33.65","43.18","2.49","2.79","47.17","21.84","32.51","40.18","9.62","13.51","41.59","1.4","1.74","44.44","16.29","25.33","39.14","0.86","0.73","54.17","30.25","45.66","39.85","0.36","0.65","35.71","9.75","91.70","1.015","8.43","16.45","14.36","38.79","36.98","15.6","22.49","26.42","37.13"
"56","Johnny Oduya","CHI, DAL","D","52","950.18333333333","18.272756410256","48.43","69.21","41.17","35.11","46.6","42.97","24.18","31.57","43.37","1.96","3.6","35.23","22.29","32.58","40.62","8.34","12.57","39.88","0.95","2.15","30.61","18.61","26.69","41.08","0.67","1.26","34.78","30.83","44.42","40.97","0.36","0.73","33.33","8.09","88.60","0.967","6.13","14.4","14.14","48.56","30.22","14.65","21.41","27.34","34.89"
"11","Jason Chimera","NYI","L","82","1071.1666666667","13.063008130081","50.64","69.12","42.28","38.37","50.86","43.00","28.51","35.57","44.49","2.69","3.19","45.71","22.46","33.94","39.82","9.47","13.33","41.52","1.51","1.85","45.00","17.33","27.48","38.67","1.05","0.97","51.85","31.8","42.56","42.76","0.4","0.81","33.33","9.43","91.02","1.005","8.96","13.56","8.57","53.72","51.12","15.68","20","17.53","47.22"
"840","Lawson Crouse","ARI","L","72","855.96666666667","11.888425925926","46.26","69.04","40.12","36.45","52.57","40.94","25.09","36.52","40.73","1.26","4","24.00","19","32.17","37.12","7.78","13.81","36.04","0.63","2.31","21.43","14.95","24.49","37.91","0.47","1.5","23.81","32.91","47.39","40.98","0.41","0.81","33.33","5.03","89.06","0.941","6.52","11.64","14.79","50.47","30.59","13.18","17.87","25.52","34.06"
"453","Zach Hyman","TOR","C","82","1369.15","16.696951219512","55.83","68.89","44.76","41.85","52.11","44.54","29.71","36.37","44.96","2.28","3.37","40.31","28.35","32.69","46.45","11.57","12.93","47.23","1.27","1.62","43.94","22.38","26.35","45.92","0.76","1.46","34.21","32.28","45.45","41.53","0.44","0.95","31.82","7.67","90.72","0.984","12.66","13.28","13.54","44.39","48.33","19.63","18.62","22.83","46.23"
"553","Miikka Salomaki","NSH","R","5","61.066666666667","12.213333333333","35.37","68.78","33.96","20.63","50.11","29.17","16.7","32.42","34.00","0.98","2.95","25.00","11.79","26.53","30.77","6.88","11.79","36.84","0.98","1.97","33.33","6.55","19.65","25.00","0","0","-","24.13","48.25","33.33","0","1.42","0.00","5.88","90.91","0.968","8.84","9.83","13.76","50.11","39.13","13.76","17.69","22.6","37.84"
"495","Patrick Cannone","MIN","C","3","23.65","7.8833333333333","35.52","68.5","34.15","30.44","43.13","41.38","25.37","30.44","45.45","2.54","2.54","50.00","12.68","35.52","26.32","5.07","12.68","28.57","0","2.54","0.00","10.15","30.44","25.00","0","0","-","29.32","36.65","44.44","3.66","0","100.00","10.00","91.67","1.017","17.76","17.76","2.54","50.74","87.50","22.83","22.83","7.61","75.00"
"674","Liam O'Brien","WSH","C","1","6.1333333333333","6.1333333333333","88.04","68.48","56.25","68.48","48.91","58.33","48.91","29.35","62.50","0","0","-","29.35","19.57","60.00","19.57","0","100.00","0","0","-","13.04","26.09","33.33","0","0","-","84.78","70.65","54.55","0","0","-","0.00","100.00","1.000","0","0","0","78.26","-","0","9.78","0","-"
"494","Paul Thompson","FLA","R","21","165.9","7.9","45.21","68.35","39.81","35.8","49.55","41.95","23.51","39.78","37.14","1.45","2.89","33.33","18.44","31.1","37.23","6.51","13.38","32.73","1.08","1.81","37.50","15.91","23.63","40.24","0","0.48","0.00","32.39","43.88","42.47","0","1.04","0.00","6.15","92.73","0.989","10.13","13.74","6.15","59.31","62.22","15.19","18.81","13.74","52.50"
"421","Martin Marincin","TOR","D","25","451.18333333333","18.047333333333","54.12","68.09","44.29","39.36","53.73","42.29","26.73","36.7","42.14","2.79","2.93","48.84","27.26","31.52","46.38","11.97","11.44","51.14","1.86","1.2","60.87","20.39","26.77","43.23","0.53","1.77","23.08","30.35","47.64","38.92","0.77","0.58","57.14","10.45","92.03","1.025","7.85","12.63","12.23","47.08","39.07","15.69","19.55","25.27","38.31"
"716","Laurent Dauphin","ARI","C","24","261.83333333333","10.909722222222","45.37","68.06","40.00","34.6","50.87","40.48","24.75","34.14","42.02","1.15","2.29","33.33","16.73","28.19","37.24","7.1","11.46","38.27","0.46","0.69","40.00","12.83","22.3","36.52","0.31","1.22","20.00","33.1","44.68","42.55","0.66","0.99","40.00","4.63","93.29","0.979","4.81","11","16.27","53.85","22.83","9.4","16.73","24.52","27.70"
"178","Cody Bass","NSH","C","9","60.9","6.7666666666667","26.6","67.98","28.13","20.69","44.33","31.82","12.81","34.48","27.08","0","0.99","0.00","7.88","31.53","20.00","1.97","10.84","15.38","0","0.99","0.00","7.88","27.59","22.22","0","0","-","18.5","39.85","31.71","0","0","-","0.00","97.14","0.971","2.96","19.7","17.73","57.14","14.29","4.93","24.63","25.62","16.13"
"182","Tom Pyatt","OTT","C, L","82","1281.45","15.62743902439","43.36","67.94","38.96","32.4","47.15","40.73","23.69","31.6","42.85","1.83","2.43","42.86","18.96","28.37","40.06","8.47","10.86","43.83","0.84","1.26","40.00","13.98","23.35","37.46","0.62","0.81","43.48","28","47.61","37.03","0.61","0.81","42.86","7.71","92.30","1.000","8.52","17.46","15.73","41.44","35.14","15.26","22.8","25.66","37.30"
"587","Samuel Henley","COL","C","1","5.3","5.3","45.28","67.92","40.00","45.28","67.92","40.00","45.28","67.92","40.00","11.32","0","100.00","11.32","22.64","33.33","0","11.32","0.00","0","0","-","15.09","15.09","50.00","0","0","-","49.06","65.41","42.86","16.35","0","100.00","25.00","100.00","1.250","0","0","11.32","101.89","0.00","0","0","22.64","0.00"
"108","Brad Richardson","ARI","R","16","245.53333333333","15.345833333333","45.94","67.45","40.52","32.75","51.56","38.84","23.46","36.17","39.34","2.44","3.67","40.00","17.11","29.57","36.65","5.38","12.22","30.56","0.98","1.71","36.36","15.64","23.13","40.34","1.3","0.98","57.14","35.3","45.53","43.67","0.71","1.76","28.57","10.42","89.86","1.003","4.4","13.93","20.77","43.74","17.48","10.75","22.73","32.75","24.72"
"391","Kevin Connauton","ARI","D","24","315.16666666667","13.131944444444","50.07","67.39","42.63","37.31","50.26","42.61","25.51","35.22","42.01","1.9","2.67","41.67","19.42","29.51","39.69","7.81","12.95","37.61","1.33","1.33","50.00","15.48","22.08","41.22","0.51","1.52","25.00","36.57","46.75","43.89","0.27","0.27","50.00","7.46","92.43","0.999","5.71","11.61","9.71","50.07","37.04","14.47","19.23","21.13","40.64"
"849","Tanner Kero","CHI","C","47","633.83333333333","13.485815602837","48.66","67.21","41.99","36.63","46.86","43.88","27.74","33.7","45.15","2.93","2.46","54.39","22.06","29.82","42.52","9.18","11.64","44.09","1.42","1.42","50.00","17.17","24.23","41.46","1.01","1.01","50.00","31.72","47.58","40.00","0.68","0.41","62.50","10.58","92.70","1.033","7.29","10.51","13.35","50.55","35.32","12.97","16.66","23","36.05"
"603","Luke Glendening","DET","C","74","955.71666666667","12.91509009009","37.73","67.05","36.01","29.57","49.28","37.50","20.91","33.84","38.19","1.19","2.95","28.79","16.26","29.44","35.58","7.53","11.87","38.83","0.44","1.57","21.88","11.64","23.44","33.17","0.75","1.17","39.13","25.57","46.97","35.25","0.18","0.73","20.00","5.71","91.28","0.970","8.35","14.69","22.48","45.26","27.09","12.74","18.96","33.52","27.54"
"318","David Warsofsky","PIT","D","7","110.13333333333","15.733333333333","62.65","67.01","48.32","47.4","51.21","48.07","35.41","36.5","49.24","2.72","4.36","38.46","26.15","32.69","44.44","10.35","14.71","41.30","1.63","3.27","33.33","21.07","23.97","46.77","1.45","0.73","66.67","47.22","35.41","57.14","0","0.79","0.00","7.69","88.06","0.958","13.08","13.62","7.63","51.76","63.16","27.78","19.07","15.25","64.56"
"126","Lauri Korpikoski","CBJ, DAL","L","69","856.06666666667","12.406763285024","50.46","66.93","42.99","37.36","48.64","43.44","26.77","33.99","44.06","2.24","2.73","45.07","22.08","31.4","41.28","9.18","12.2","42.95","1.26","1.61","43.90","17.19","25.61","40.17","0.84","0.84","50.00","33.1","42.62","43.72","0.4","0.71","36.36","8.38","91.96","1.003","9.25","16.12","11.21","55.09","45.21","15.49","21.38","19.69","44.02"
"111","Drew Miller","DET","L","55","565.48333333333","10.281515151515","39.47","66.85","37.13","30.88","48.6","38.85","22.71","35.54","38.98","0.95","3.4","21.95","17.08","29.28","36.84","7.22","13.26","35.23","0.64","2.12","23.08","13.16","21.36","38.11","0.28","0.71","28.57","26.97","45.83","37.05","0.15","1.07","12.50","4.21","90.45","0.947","9.44","14.11","15.17","48.7","38.36","13.69","18.46","25.36","35.05"
"387","Casey Cizikas","NYI","C","59","820.5","13.906779661017","46.95","66.84","41.26","35.32","46.8","43.01","26.76","32.1","45.47","2.49","2.56","49.28","21.28","32.76","39.38","9.36","13.82","40.38","1.32","1.61","45.00","15.89","25.25","38.63","0.68","0.78","46.67","29.26","41.41","41.41","0.63","0.53","54.55","9.29","92.03","1.013","7.97","14.99","21.57","45.19","26.98","12.43","19.82","33.64","26.98"
"645","Jordan Martinook","ARI","L","77","1207.3","15.679220779221","47.66","66.84","41.62","36.88","50.24","42.33","26.29","35.24","42.73","2.19","3.38","39.29","20.23","32.05","38.69","8.45","14.56","36.72","1.24","1.79","40.98","15.7","23.32","40.24","0.73","1.19","37.93","33.31","43.86","43.16","0.57","0.93","38.10","8.32","90.41","0.987","8.35","14.26","18.98","39.46","30.55","15.36","21.52","29.57","34.18"
"791","Nikita Scherbak","MTL","R","3","34.133333333333","11.377777777778","52.73","66.8","44.12","40.43","47.46","46.00","22.85","35.16","39.39","3.52","0","100.00","19.34","29.88","39.29","12.3","10.55","53.85","1.76","0","100.00","9.38","25.78","26.67","0","0","-","45.7","45.7","50.00","2.54","0","100.00","15.38","100.00","1.154","15.82","7.03","3.52","61.52","81.82","15.82","14.06","7.03","69.23"
"591","Kurtis Gabriel","MIN","R","13","75.65","5.8192307692308","32.52","66.62","32.80","25.38","53.93","32.00","18.24","36.48","33.33","1.59","1.59","50.00","16.66","23.79","41.18","8.72","6.35","57.89","0.79","1.59","33.33","10.58","23.27","31.25","0","0","-","17.18","51.55","25.00","1.15","0","100.00","8.70","95.65","1.043","15.07","19.83","2.38","49.97","86.36","22.21","25.38","10.31","68.29"
"76","Josh Gorges","BUF","D","66","1218.1833333333","18.457323232323","42.9","66.54","39.20","33.59","50.14","40.12","24.77","36","40.76","1.48","2.51","37.04","17.58","27.58","38.93","8.13","11.53","41.35","0.89","1.38","39.13","12.61","21.41","37.07","0.2","0.99","16.67","31.09","49.02","38.81","0.57","0.57","50.00","5.96","93.02","0.990","8.23","12.71","16.89","46.25","32.75","15.81","19.5","30.09","34.44"
