"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"84","Dion Phaneuf","OTT","D","81","1866.3666666667","23.041563786008","54.78","61.98","46.92","40.73","44.59","47.74","29.67","31.6","48.43","2.67","2.93","47.70","23.21","28.48","44.90","9.19","11.38","44.69","1.06","1.35","44.00","18.69","22.8","45.04","0.99","1.33","42.59","38.87","40.45","49.00","1.11","0.84","57.14","8.99","90.74","0.997","10.42","11.51","12.73","42.69","45.00","21.8","17.71","22.92","48.74"
"686","Joel Vermin","T.B","R","18","196.68333333333","10.926851851852","46.37","61.93","42.82","35.69","44.54","44.49","25.01","31.73","44.09","1.83","2.44","42.86","24.1","25.62","48.47","7.02","11.9","37.10","1.22","0.92","57.14","22.78","18.3","55.45","0.41","0.81","33.33","29.08","47.15","38.15","0.44","1.32","25.00","7.32","92.31","0.996","10.37","18.3","13.73","41.18","43.04","14.95","22.27","23.18","39.20"
"15","Francois Beauchemin","COL","D","81","1742.7666666667","21.515637860082","49.13","61.87","44.26","37.04","45.82","44.70","26.65","33.71","44.15","1.96","3.65","34.97","20.14","26.82","42.89","7.75","10.43","42.61","1.1","1.82","37.65","16.53","21.85","43.06","0.6","1.42","29.55","34.76","42.72","44.87","0.55","1.09","33.33","7.36","89.17","0.965","7.44","9.36","12.6","42.97","37.11","17.66","16.84","25.89","40.55"
"405","Marcus Kruger","CHI","C","70","981.43333333333","14.020476190476","46.22","61.75","42.81","34.42","42.79","44.58","26.29","30.75","46.09","2.02","2.51","44.59","20.6","26.29","43.94","8.19","12.04","40.48","0.92","1.16","44.12","16.55","18.99","46.56","0.98","0.41","70.59","29.32","44.06","39.95","0.44","1.5","22.73","7.67","91.85","0.995","6.48","11.49","27.57","47.5","19.03","12.17","17.42","40.53","23.09"
"75","Jonathan Ericsson","DET","D","51","980.25","19.220588235294","44.99","61.7","42.17","34.64","49.03","41.40","23.5","34.58","40.46","2.2","3","42.35","20.32","29.69","40.64","8.26","12.24","40.30","1.16","1.65","41.30","16.08","23.26","40.87","1.06","1.06","50.00","29.62","39.52","42.84","0.35","0.71","33.33","9.38","91.33","1.007","5.94","12","12.36","51.42","32.44","13.65","18.24","24.36","35.91"
"209","Chris Stewart","MIN","R","79","820.73333333333","10.389029535865","43.13","61.7","41.14","31.51","46.2","40.55","22.08","33.48","39.74","1.9","1.61","54.17","18.93","25.81","42.32","6.87","8.85","43.72","1.17","0.8","59.26","16.08","22.61","41.56","0.39","0.68","36.36","28.09","42.87","39.58","0.63","0.42","60.00","8.61","95.20","1.038","12.72","13.16","4.46","49.35","74.04","20.03","18.86","12.72","61.16"
"162","Marc Staal","NYR","D","72","1380.7","19.176388888889","48.28","61.62","43.93","36.76","45.89","44.48","26.38","32.85","44.53","2.48","2.96","45.60","22.42","27.99","44.48","10.43","12.56","45.37","1.43","1.74","45.21","15.99","20.57","43.74","0.75","1.04","41.94","31.01","41.3","42.88","0.56","0.63","47.37","9.39","91.01","1.004","7.52","12.69","11.56","44.11","39.41","13.82","19.51","21.47","39.16"
"572","Jamie Oleksiak","DAL","D","41","664.63333333333","16.210569105691","54.17","61.48","46.84","40.53","43.51","48.23","28.8","29.25","49.61","2.08","3.07","40.35","26","26.27","49.74","11.01","12.01","47.84","1.17","2.08","36.11","19.98","19.02","51.23","0.96","0.72","57.14","33.77","41.47","44.89","0.26","0.65","28.57","7.21","89.51","0.967","8.03","11.65","11.1","49.83","41.98","17.87","18.87","23.11","43.61"
"574","Joel Armia","WPG","R","57","862.81666666667","15.137134502924","48.47","61.47","44.09","36.72","46.31","44.22","27.4","35.74","43.39","2.02","3.2","38.67","23.23","26.63","46.58","10.36","10.57","49.50","1.18","1.88","38.64","17.15","21.42","44.47","0.46","0.93","33.33","31.74","41.99","43.05","0.7","0.9","43.75","7.36","91.05","0.984","8.97","14.81","13.56","47.84","39.81","14.6","19.68","22.88","38.96"
"605","Ryan Murray","CBJ","D","60","1099.9833333333","18.333055555556","45.98","61.47","42.79","34.31","46.09","42.67","25.75","32.46","44.24","2.4","2.73","46.81","21.71","28.31","43.40","9.27","12.55","42.50","1.15","1.36","45.65","16.58","21.02","44.10","0.87","0.95","48.00","28.76","40.34","41.62","0.63","0.87","42.11","9.32","91.60","1.009","9.87","11.89","13.2","41.29","42.79","16.75","17.07","22.91","42.23"
"404","Phil Varone","OTT","C","7","55.65","7.95","44.2","61.46","41.84","32.35","47.44","40.54","22.64","38.81","36.84","0","3.23","0.00","25.88","28.03","48.00","11.86","11.86","50.00","0","3.23","0.00","18.69","21.56","46.43","0","0","-","21.8","40.49","35.00","0","0","-","0.00","91.67","0.917","15.09","15.09","7.55","46.36","66.67","21.56","18.33","11.86","64.52"
"113","Kyle Brodziak","STL","C","69","773.23333333333","11.206280193237","37.63","61.38","38.01","28.32","44.93","38.67","21.26","32.44","39.60","2.1","3.03","40.91","16.76","29.72","36.06","6.83","10.55","39.29","1.09","1.01","51.85","13.24","25.56","34.13","0.62","1.86","25.00","24.21","39.23","38.16","0.56","0.9","38.46","9.85","90.67","1.005","4.04","13.5","22.04","53.46","15.48","6.44","17.69","31.04","17.18"
"636","Esa Lindell","DAL","D","73","1596.5833333333","21.87100456621","54.57","61.37","47.07","39.91","45.43","46.76","28.45","31.57","47.40","2.67","3.27","44.94","25.1","29.61","45.88","10.79","12.51","46.29","1.39","1.8","43.53","19.09","22.8","45.57","0.95","1.05","47.50","34.25","38.32","47.20","0.43","0.76","36.36","9.38","89.64","0.990","8.34","14.24","10.18","40.89","45.03","19.09","22.59","23.41","44.92"
"644","Chris Tierney","S.J","C","80","1168.3","14.60375","48.84","61.37","44.32","34.82","44.01","44.17","24.81","30.15","45.14","2","2.82","41.49","22.8","29.07","43.96","10.73","12.74","45.73","1.18","1.49","44.23","16.09","21.78","42.50","0.55","0.96","36.36","30.93","39.61","43.85","0.45","0.82","35.29","8.07","90.63","0.987","8.11","11.56","12.22","55.31","39.90","13.97","19.41","21.52","39.36"
"29","Ron Hainsey","CAR, PIT","D","72","1586.15","22.029861111111","51.37","61.36","45.57","38.21","46.72","44.99","26.29","33.29","44.13","2","3.06","39.55","23.64","27.24","46.47","10.86","12.1","47.28","0.95","1.51","38.46","17.05","20.17","45.80","0.76","1.11","40.54","33.28","41.91","44.26","0.6","1.04","36.67","7.63","90.80","0.984","8.36","11.95","10.18","41","45.10","18.16","18.76","21.68","45.58"
"632","Radek Faksa","DAL","C","80","1293.8","16.1725","54.95","61.31","47.27","40.44","44.33","47.70","28.01","31.95","46.71","2.37","3.62","39.53","25.6","28.8","47.06","11.87","12.57","48.58","1.39","1.95","41.67","18.3","21.64","45.82","0.56","1.3","30.00","34.23","38.92","46.79","0.27","0.94","22.22","8.44","88.68","0.971","8.72","14.38","18.27","47.95","32.30","15.12","20.17","28.89","34.35"
"748","Frederik Gauthier","TOR","C","21","203.55","9.6928571428571","42.45","61.31","40.91","30.66","44.51","40.78","20.63","31.25","39.77","2.06","2.65","43.75","16.51","28.3","36.84","5.01","9.73","34.00","1.18","2.06","36.36","15.33","24.76","38.24","0.79","0.79","50.00","28.53","40.02","41.61","0.43","0","100.00","10.00","91.51","1.015","5.6","15.62","24.76","56.6","18.45","9.14","20.93","40.09","18.56"
"573","J.T. Miller","NYR","C, L","82","1342.05","16.366463414634","52.58","61.2","46.21","39.75","44.48","47.19","27.45","32.19","46.03","3.31","2.82","54.01","25.39","30.98","45.04","11.8","13.46","46.73","1.7","1.65","50.67","18.12","23.37","43.68","1.43","0.83","63.16","33.45","37.58","47.09","0.58","0.77","42.86","12.05","91.25","1.033","11.09","13.9","11.89","41.49","48.25","16.18","17.93","20.92","43.61"
"53","Kevin Bieksa","ANA","D","81","1518.8333333333","18.751028806584","48.51","61.15","44.24","37.02","45.55","44.83","26.15","32.47","44.61","2.29","2.88","44.27","21.85","30.3","41.89","9.01","12.6","41.68","1.03","1.7","37.68","17.12","23.6","42.04","0.9","0.95","48.57","32.7","38.86","45.69","0.8","0.63","56.00","8.76","91.12","0.999","8.06","9.24","8.85","40.61","47.66","17.74","15.88","20.11","46.87"
"554","William Karlsson","CBJ","C","81","1084.3833333333","13.387448559671","46.15","61.14","43.01","35.58","47.31","42.92","27.11","33.48","44.75","2.38","2.55","48.31","22.91","27.44","45.49","10.62","11.9","47.17","1.16","1.33","46.67","16.38","20.73","44.14","0.52","0.81","38.89","28.05","42.04","40.02","1.2","0.88","57.69","8.78","92.40","1.012","9.74","11.9","16.65","46.87","36.90","16.32","16.88","27.17","37.53"
"71","Johnny Boychuk","NYI","D","66","1368.25","20.731060606061","58.32","61.13","48.83","43.81","44.99","49.33","31.05","31.53","49.61","2.81","2.67","51.20","26.84","28.77","48.26","11.45","11.71","49.43","1.49","1.58","48.57","20.52","22.74","47.43","1.05","0.82","56.25","36.1","39.27","47.90","0.57","0.63","47.37","9.04","91.52","1.006","7.28","9.74","9.74","41.44","42.78","20.26","18.11","21.44","48.58"
"659","Cedric Paquette","T.B","C","58","668.36666666667","11.523563218391","48.57","61.13","44.27","35.01","45.07","43.72","24.06","31.96","42.95","1.26","2.96","29.79","20.38","25.32","44.60","8.26","10.95","42.99","0.63","1.08","36.84","16.16","19.15","45.76","0.48","1.56","23.53","34.88","45.12","43.60","0.26","1.04","20.00","5.22","90.73","0.960","7.63","15.71","17.15","44.17","30.80","12.21","20.92","27.65","30.63"
"438","Devante Smith-Pelly","N.J","R","53","715.83333333333","13.506289308176","41.15","61.1","40.25","32.19","46.27","41.03","23.39","32.61","41.77","0.92","2.6","26.19","18.61","25.23","42.45","7.71","10.23","42.99","0.5","1.84","21.43","14.53","20","42.07","0.22","0.56","28.57","28.94","44.07","39.64","0.36","0.48","42.86","3.94","92.03","0.960","7.88","10.81","9.47","51.3","45.41","15.42","16.68","19.28","44.44"
"415","Nate Prosser","MIN","D","39","496.48333333333","12.730341880342","49.31","61.03","44.69","38.19","41.69","47.81","26.47","29.73","47.10","2.42","2.42","50.00","20.42","25.62","44.36","8.7","8.94","49.32","1.45","1.33","52.17","15.63","22.24","41.28","0.48","0.81","37.50","35.26","43.29","44.89","0.7","0.7","50.00","9.13","91.87","1.010","6.28","10.27","8.58","57.52","42.28","13.66","17.52","17.16","44.31"
"432","Patrik Nemeth","DAL","D","40","631.15","15.77875","53.9","61.03","46.90","40.4","44.49","47.59","29.57","32.04","47.99","1.81","2.95","38.00","24.91","27.85","47.21","11.41","11.88","48.98","1.14","1.52","42.86","18","21.29","45.81","0.76","0.89","46.15","36.11","38.86","48.17","0.14","1.1","11.11","6.11","90.80","0.969","7.13","11.22","9.51","51.81","42.86","17.4","20.63","20.72","45.64"
"670","Connor Brown","TOR","R","82","1328.8833333333","16.205894308943","56.94","61","48.28","41.76","46.78","47.17","28.99","32.55","47.10","3.03","2.8","51.94","27.45","27.5","49.96","10.47","10.29","50.43","1.67","1.08","60.66","22.64","22.94","49.67","0.84","1.38","37.84","35.22","40.83","46.31","0.91","0.85","51.85","10.44","91.40","1.018","13.36","16.57","9.48","45.96","58.50","20.5","21.81","18.69","52.30"
"190","Andrew Desjardins","CHI","C, L","46","432.46666666667","9.4014492753623","53.69","60.91","46.85","37.88","42.59","47.07","29","29.83","49.29","1.39","2.64","34.48","24.42","29.97","44.90","9.71","11.38","46.05","0.83","1.8","31.58","19.61","24.79","44.17","0.37","0.74","33.33","31.06","36.27","46.13","0.4","0.4","50.00","4.78","91.16","0.959","8.74","10.13","12.63","51.06","40.91","13.87","13.18","22.89","37.74"
"227","Shawn Matthias","WPG","L","45","610.2","13.56","47.49","60.87","43.83","35.99","46.9","43.42","26.94","34.71","43.70","2.16","2.85","43.14","21.24","27.14","43.90","8.36","11.01","43.15","0.98","1.77","35.71","17.17","21.5","44.41","0.79","0.92","46.15","32.24","41.05","43.99","0.85","0.57","60.00","8.03","91.78","0.998","7.67","16.22","12.29","50.44","38.42","13.47","19.96","23.21","36.73"
"289","Zach Bogosian","BUF","D","56","1124.8833333333","20.087202380952","51.21","60.86","45.69","39.47","46.67","45.82","28.91","34.62","45.51","1.81","2.99","37.78","22.19","28.7","43.61","10.45","12.37","45.79","1.17","1.81","39.29","15.65","21.76","41.83","0.43","0.85","33.33","35.29","39.68","47.07","0.46","0.69","40.00","6.27","91.37","0.976","7.47","11.25","9.92","45.6","42.94","16.96","19.31","20.96","44.73"
"878","Alexander Nylander","BUF","R","4","49.316666666667","12.329166666667","58.4","60.83","48.98","42.58","55.96","43.21","30.42","46.23","39.68","1.22","3.65","25.00","10.95","19.47","36.00","2.43","8.52","22.22","0","2.43","0.00","11.36","14.6","43.75","0","0","-","56.24","56.24","50.00","1.76","1.76","50.00","4.00","92.11","0.961","14.6","6.08","10.95","43.8","57.14","29.2","7.3","21.9","57.14"
"297","Luca Sbisa","VAN","D","82","1555.7666666667","18.972764227642","42.62","60.82","41.20","30.74","47.09","39.49","22.79","34.02","40.12","1.77","2.78","38.98","19.09","29.39","39.38","6.94","11.49","37.66","0.96","1.39","40.98","16.2","23.86","40.44","0.67","1.34","33.33","28.02","40.5","40.89","0.39","0.56","41.18","7.78","91.84","0.996","6.79","11.38","11.07","45.86","38.01","16.24","19.44","22.02","42.44"
"544","Boone Jenner","CBJ","C","82","1317.0333333333","16.061382113821","56.63","60.82","48.22","41.41","43.37","48.84","31.12","31.98","49.31","2.6","2.23","53.77","26.2","28.25","48.12","11.21","13.07","46.15","1.41","1.05","57.41","19.98","20.23","49.70","0.79","0.67","54.17","36.46","37.64","49.20","0.66","0.86","43.48","8.35","93.02","1.014","9.57","15.08","12.53","41.82","43.30","17.49","19.54","24.19","41.97"
"649","Colton Sissons","NSH","C","58","645.13333333333","11.122988505747","42.22","60.82","40.97","31.16","43.99","41.46","23.25","31.34","42.59","2.23","1.67","57.14","18.04","26.69","40.33","7.35","10.04","42.25","1.3","1.4","48.28","14.26","22.2","39.12","0.74","0.12","85.71","29.29","38.82","43.00","0.54","0.27","66.67","9.60","94.66","1.043","6.6","15.62","18.51","49.2","26.30","9.67","20.74","26.97","26.40"
"364","Peter Holland","ARI, TOR","C","48","612","12.75","54.71","60.78","47.37","42.25","46.47","47.62","29.51","33.63","46.74","1.86","3.43","35.19","24.22","29.02","45.49","10.1","11.57","46.61","1.08","1.76","37.93","18.82","23.27","44.72","0.65","1.31","33.33","36.82","39.93","47.97","0.42","0.85","33.33","6.31","89.80","0.961","12.25","13.04","7.45","44.22","62.19","21.08","18.92","18.24","53.62"
"221","Korbinian Holzer","ANA","D","32","432.41666666667","13.513020833333","39.13","60.77","39.17","29.97","44.26","40.37","21.23","32.75","39.33","2.08","2.64","44.12","18.73","28.58","39.59","7.63","9.3","45.08","1.11","1.25","47.06","14.8","25.72","36.53","0.56","0.74","42.86","24.05","40.89","37.04","0.8","1.2","40.00","9.80","91.95","1.018","9.02","9.85","8.19","49.12","52.42","15.12","16.23","19.43","43.78"
"538","Joseph LaBate","VAN","C","13","87.933333333333","6.7641025641026","46.4","60.73","43.31","32.07","45.03","41.59","21.83","30.02","42.11","1.36","2.73","33.33","17.06","25.93","39.68","6.14","8.87","40.91","0.68","2.05","25.00","14.56","22.74","39.02","0","0.91","0.00","33.51","44.35","43.04","0.99","0","100.00","6.25","90.91","0.972","12.96","6.82","6.82","73.69","65.52","21.15","10.24","16.38","56.36"
"622","Zemgus Girgensons","BUF","C","75","986.96666666667","13.159555555556","44.8","60.73","42.45","33.98","47.66","41.62","24.92","34.65","41.84","1.34","2.8","32.35","18.97","26.63","41.60","9","11.92","43.02","0.91","1.46","38.46","13.29","19.62","40.39","0.41","0.89","31.25","32.23","43.2","42.72","0.18","0.88","16.67","5.37","91.93","0.973","9.54","14.53","10.58","46.93","47.43","17.02","20","20.43","45.45"
"245","Nick Bonino","PIT","C","80","1332.1833333333","16.652291666667","50.44","60.67","45.40","38.51","43.46","46.98","29.64","33.46","46.97","2.39","2.93","44.92","25.45","27.92","47.68","11.03","12.34","47.21","1.49","1.67","47.14","19.22","20.78","48.05","0.72","1.02","41.38","31.29","40.33","43.69","0.52","0.59","47.06","8.05","91.25","0.993","9.37","13.02","15.27","44.5","38.03","16.89","18.24","23.51","41.81"
"397","Byron Froese","T.B, TOR","C","6","63.3","10.55","51.18","60.66","45.76","40.76","36.97","52.44","25.59","24.64","50.94","0","2.84","0.00","24.64","23.7","50.98","6.64","12.32","35.00","0","0.95","0.00","24.01","15.17","61.29","0","0","-","36.97","42.44","46.55","0","2.74","0.00","0.00","88.46","0.885","12.32","9.48","9.48","50.24","56.52","18.01","14.22","20.85","46.34"
"206","Ryan White","ARI, MIN","C","65","692.76666666667","10.657948717949","48.59","60.63","44.49","36.55","46.68","43.91","26.85","31.87","45.72","1.82","3.38","35.00","18.71","26.24","41.62","6.67","11.26","37.20","0.95","1.91","33.33","16.05","19.98","44.55","0.69","0.92","42.86","35.65","41.41","46.27","0.5","1.13","30.77","6.77","89.40","0.962","8.05","13.08","10.39","47.72","43.66","15.07","19.14","21.22","41.53"
"876","Tyson Jost","COL","C","6","94.05","15.675","57.42","60.61","48.65","41.47","48.48","46.10","30.62","33.17","48.00","1.28","5.1","20.00","23.6","26.16","47.44","8.29","12.12","40.63","1.28","1.91","40.00","20.41","18.71","52.17","0","2.55","0.00","38.7","42.39","47.73","0","1.84","0.00","4.17","84.62","0.888","8.29","10.21","8.93","48.48","48.15","17.22","16.59","17.22","50.00"
"426","Stephen Johns","DAL","D","61","1113.5833333333","18.255464480874","53.88","60.56","47.08","39.33","41.49","48.67","26.99","27.96","49.12","1.99","3.02","39.78","24.95","28.83","46.39","9.91","10.4","48.81","1.35","1.4","49.02","20.04","24.57","44.93","0.57","1.22","32.00","35.18","38.06","48.03","0.23","1.01","18.75","7.39","89.21","0.966","7.7","12.72","12.23","47.2","38.65","16.6","20.1","23.33","41.57"
"285","Jason Garrison","T.B","D","70","1299.4833333333","18.564047619048","45.25","60.53","42.78","35.28","45.9","43.46","24.93","33.61","42.59","1.75","3.19","35.51","19.62","27.24","41.87","7.2","11.17","39.20","1.15","1.57","42.37","16.56","21.42","43.60","0.68","1.11","37.93","33.95","42.48","44.42","0.13","1","11.76","7.04","90.52","0.976","7.39","13.3","15.28","38.88","32.59","15.14","20.27","26.5","36.36"
"455","Erik Gudbranson","VAN","D","30","609.75","20.325","45.36","60.52","42.84","33.46","46.84","41.67","25.58","34.05","42.90","1.57","3.74","29.63","20.86","31","40.23","8.76","14.46","37.71","0.98","2.16","31.25","16.14","22.04","42.27","0.52","0.92","36.36","28.85","36.96","43.84","0.28","1.14","20.00","6.15","89.02","0.952","7.87","13.19","11.81","40.54","40.00","18.4","21.06","25.09","42.31"
"204","Leo Komarov","TOR","C","82","1400.0333333333","17.073577235772","58.11","60.51","48.99","43.76","45.9","48.80","29.74","31.88","48.26","3.56","3","54.25","28.67","28.33","50.30","10.71","11.01","49.31","1.97","1.46","57.50","23.94","23.09","50.91","0.97","1.49","39.53","35.97","40.18","47.24","1.05","0.62","62.96","11.96","90.59","1.026","12.17","16.8","14.7","42.9","45.30","17.61","22.93","25.29","41.06"
"677","Andrej Sustr","T.B","D","80","1407.1166666667","17.588958333333","47.76","60.51","44.11","36.63","45.5","44.60","26.44","33.69","43.97","1.75","2.86","37.96","22.22","27.38","44.80","7.46","11.34","39.68","0.72","1.28","36.17","19.67","21.38","47.92","1.08","1.19","47.50","32.4","42.31","43.36","0.25","0.92","21.05","6.61","91.52","0.981","5.59","12.54","14.41","42.38","27.93","11.6","18.97","25.8","31.01"
"830","Christian Fischer","ARI","R","7","86.283333333333","12.32619047619","38.25","60.5","38.73","25.73","44.5","36.63","17.38","30.6","36.23","2.09","2.09","50.00","13.91","27.82","33.33","5.56","9.74","36.36","1.39","1.39","50.00","11.13","24.11","31.58","0","0.93","0.00","31.14","39.17","44.29","1","0","100.00","12.00","93.18","1.052","10.43","13.21","8.34","47.98","55.56","18.08","17.38","18.78","49.06"
"390","Cody Eakin","DAL","C","60","1008.9166666667","16.815277777778","56.32","60.48","48.22","41.57","44.66","48.21","29.56","30.39","49.31","1.78","3.21","35.71","25.63","28.55","47.31","10.7","11.42","48.39","0.77","1.43","35.14","19.9","22.84","46.57","1.03","1.43","41.94","37.71","38.83","49.27","0.17","0.86","16.67","6.04","89.43","0.955","12.49","16.12","13.86","44.78","47.40","21.59","22.06","24.2","47.14"
"312","Marco Scandella","MIN","D","71","1302.0333333333","18.338497652582","51.2","60.41","45.87","38.02","45.25","45.66","27.79","32.12","46.38","2.49","3.32","42.86","22.12","25.16","46.78","9.54","10.32","48.03","1.38","1.66","45.45","16.77","19.78","45.88","0.92","1.17","44.12","35.81","42.2","45.90","0.53","1.13","32.00","8.96","89.67","0.986","6.27","11.29","9.77","46.82","39.08","15.44","18.66","19.86","43.73"
"880","Nikita Zaitsev","TOR","D","82","1805.5333333333","22.018699186992","60.75","60.41","50.14","45.53","46.59","49.42","31.6","33.33","48.67","3.02","3.39","47.15","31.07","28.91","51.80","11.4","11.2","50.44","1.63","1.63","50.00","26.23","23.62","52.62","1.02","1.42","41.82","35.86","38.21","48.41","0.77","0.91","45.71","9.57","89.83","0.994","10.93","14.56","12.79","40.91","46.08","21.93","22.2","24.06","47.69"
"717","Remi Elie","DAL","L","18","281.25","15.625","49.28","60.37","44.94","34.99","43.09","44.81","25.39","27.31","48.18","2.35","1.71","57.89","24.32","27.09","47.30","8.96","10.88","45.16","1.92","0.64","75.00","20.48","21.62","48.65","0.28","0.85","25.00","29.58","40.06","42.48","0","0.62","0.00","9.24","93.75","1.030","11.52","13.23","10.88","48.64","51.43","19.41","20.05","22.83","45.96"
"745","Curtis Lazar","CGY, OTT","C","37","337.95","9.1337837837838","39.41","60.36","39.50","28.94","42.43","40.55","22.37","28.94","43.60","1.42","2.84","33.33","16.16","28.23","36.40","6.21","11.19","35.71","0.89","1.78","33.33","13.26","22.73","36.84","0","0.95","0.00","27.44","36.67","42.80","0.51","0.51","50.00","6.35","90.18","0.965","9.76","13.32","8.7","54.51","52.88","16.87","18.64","16.69","50.26"
"283","Zack Smith","OTT","C","74","1212.0166666667","16.378603603604","56.98","60.35","48.57","41.04","43.81","48.37","30.64","31.29","49.48","2.33","2.72","46.08","24.46","27.62","46.96","10.05","10.89","47.99","1.04","1.09","48.84","19.21","22.31","46.26","0.86","1.06","44.83","38.9","40.19","49.19","0.72","1.14","38.46","7.59","91.30","0.989","11.04","12.52","15.2","39.8","42.08","19.7","18.86","24.6","44.47"
"525","Logan Shaw","ANA","C, R","55","534","9.7090909090909","40.56","60.34","40.20","31.69","46.63","40.46","22.02","30.56","41.88","2.02","2.25","47.37","15.73","30.34","34.15","6.52","12.7","33.92","1.35","1.24","52.17","12.28","23.52","34.31","0.6","0.9","40.00","28.73","39.76","41.94","0.16","0.49","25.00","9.18","92.65","1.018","14.16","14.83","6.97","55.06","67.02","18.76","18.65","14.72","56.04"
"37","Dominic Moore","BOS","C","82","1061.2166666667","12.941666666667","45.8","60.27","43.18","34.15","45.51","42.87","24.93","32.11","43.71","1.92","3","39.08","19.11","25.05","43.28","8.2","10.18","44.62","1.02","1.81","36.00","14.55","19.83","42.32","0.6","0.68","47.06","31.77","44.43","41.69","0.41","0.98","29.41","7.71","90.67","0.984","7.24","11.14","15.94","49.25","31.22","13.57","16.4","26.46","33.90"
"843","Jacob Larsson","ANA","D","4","65.716666666667","16.429166666667","45.65","60.26","43.10","31.04","46.56","40.00","20.09","34.69","36.67","0","1.83","0.00","13.7","34.69","28.30","4.57","14.61","23.81","0","0.91","0.00","12.17","26.78","31.25","0","0","-","38.24","29.01","56.86","0","0","-","0.00","94.74","0.947","12.78","10.04","4.57","38.35","73.68","21","16.43","13.7","60.53"
"7","Shawn Thornton","FLA","L","50","384.48333333333","7.6896666666667","41.2","60.24","40.62","32.93","43.7","42.97","24.19","32.93","42.35","0.94","2.03","31.58","14.98","27.93","34.91","6.09","12.64","32.50","0.78","1.09","41.67","11.86","20.39","36.77","0.21","0.62","25.00","31.56","38.09","45.31","0","0.68","0.00","3.87","93.84","0.977","8.11","15.76","6.4","55.87","55.91","11.55","21.38","14.04","45.12"
"766","Melker Karlsson","S.J","C","67","857.65","12.800746268657","49.6","60.23","45.16","35.47","41.42","46.13","23.51","29.1","44.68","2.03","2.45","45.31","20.22","25.39","44.33","8.81","11.96","42.42","0.84","1.12","42.86","15.2","17.91","45.92","1.03","0.84","55.00","34.86","40.93","46.00","0.51","1.01","33.33","8.63","91.59","1.002","8.4","12.8","10.77","59.39","43.80","15.95","19.59","19.31","45.24"
"294","Tyler Myers","WPG","D","11","244.28333333333","22.207575757576","47.9","60.18","44.32","34.88","45.19","43.56","24.56","30.95","44.25","2.7","1.72","61.11","23.82","28.74","45.33","9.33","9.82","48.72","0.98","0.74","57.14","19.32","25.22","43.38","1.31","0.33","80.00","29.45","37.96","43.68","1.06","1.06","50.00","11.00","94.44","1.054","6.39","12.04","12.77","41.02","33.33","16.7","17.93","23.33","41.72"
"140","Torrey Mitchell","MTL","C","78","983.2","12.605128205128","44.24","60.17","42.37","32.4","41.86","43.63","22.95","30.02","43.32","1.77","2.5","41.43","18.86","25.14","42.86","8.54","10.8","44.16","1.1","0.92","54.55","13.75","19.12","41.83","0.57","0.98","36.84","29.71","41.96","41.45","0.26","1.23","17.65","7.71","91.67","0.994","6.77","12.94","22.34","47.48","23.27","11.17","17.51","32.65","25.49"
"183","Niklas Hjalmarsson","CHI","D","73","1569.1333333333","21.49497716895","46.04","60.15","43.36","33.31","44.09","43.03","24.7","33.5","42.44","2.45","3.06","44.44","20.38","28.3","41.87","8.34","11.93","41.13","1.19","1.53","43.66","16.06","21.82","42.40","0.71","1.02","41.18","30.38","40.04","43.14","0.77","1.1","41.18","9.91","90.87","1.008","6.27","13.46","13.34","44.39","31.97","14.76","20.88","26.5","35.77"
"194","Andy Greene","N.J","D","66","1448.3","21.943939393939","45.4","60.15","43.01","35.26","45.94","43.42","25.69","33.14","43.66","2.03","3.27","38.28","20.3","26.89","43.02","8.74","10.15","46.27","1.2","1.28","48.33","15.41","22.32","40.85","0.39","1.66","18.92","31.54","42.31","42.71","0.6","1.02","37.04","7.90","90.13","0.980","6.96","13.38","16.32","38.11","29.89","16.16","21","32.69","33.08"
"593","Barclay Goodrow","S.J","R","3","33.916666666667","11.305555555556","33.61","60.15","35.85","19.46","40.69","32.35","14.15","30.07","32.00","0","0","-","15.92","24.77","39.13","0","14.15","0.00","0","0","-","21.23","14.15","60.00","0","0","-","20.44","38.33","34.78","0","0","-","0.00","100.00","1.000","10.61","10.61","10.61","63.69","50.00","21.23","15.92","17.69","54.55"
"526","Klas Dahlbeck","CAR","D","43","597.2","13.888372093023","49.63","60.08","45.24","36.97","46.22","44.44","25.32","33.46","43.08","1.51","2.91","34.09","19.99","26.22","43.26","9.34","12.76","42.27","0.8","1.61","33.33","14.2","17.95","44.17","0.4","1.07","27.27","35.55","40.05","47.02","0.58","0.73","44.44","5.95","91.29","0.972","9.34","13.76","6.33","51.04","59.62","20.8","19.79","12.76","61.98"
