"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"18","Pascal Dupuis","PIT","R","18","271.75","15.097222222222","43.94","75.07","36.92","31.35","54.31","36.60","23.18","39.3","37.10","2.43","3.53","40.74","21.42","32.24","39.92","9.05","13.91","39.42","1.32","2.43","35.29","16.49","24.43","40.29","1.18","1.18","50.00","25.83","55.81","31.64","0","0.32","0.00","10.48","91.01","1.015","9.71","15.68","17.22","44.16","36.07","17.88","20.53","31.57","36.16"
"501","Phil Varone","BUF, OTT","C","6","51.05","8.5083333333333","37.61","72.87","34.04","25.86","57.59","30.99","21.16","34.08","38.30","3.53","1.18","75.00","21.16","37.61","36.00","10.58","21.16","33.33","3.53","0","100.00","14.1","21.94","39.13","0","1.57","0.00","16.98","42.44","28.57","0","0","-","16.67","96.55","1.132","10.58","8.23","7.05","68.17","60.00","14.1","12.93","15.28","48.00"
"537","Brett Bulmer","MIN","R","3","20.15","6.7166666666667","20.84","71.46","22.58","14.89","44.67","25.00","14.89","32.75","31.25","0","2.98","0.00","2.98","29.78","9.09","0","11.91","0.00","0","2.98","0.00","3.97","23.82","14.29","0","0","-","17.2","55.91","23.53","0","0","-","0.00","90.91","0.909","11.91","17.87","11.91","59.55","50.00","14.89","29.78","26.8","35.71"
"102","Gregory Campbell","CBJ","C","82","866.43333333333","10.566260162602","38.16","71.4","34.83","28.39","52.14","35.25","20.91","37.81","35.61","1.25","2.91","30.00","16.41","29.5","35.75","8.17","13.3","38.06","0.62","1.59","28.13","10.99","21.61","33.71","0.09","1.02","8.33","26.41","51.41","33.93","0.7","0.8","46.67","5.96","92.31","0.983","6.99","13.64","12.05","54.22","36.73","11.5","20.36","21.05","35.32"
"365","Bryan Lerg","S.J","C","6","53.25","8.875","25.92","70.99","26.74","21.41","51.83","29.23","19.15","36.06","34.69","1.13","1.13","50.00","11.27","31.55","26.32","6.76","6.76","50.00","1.13","0","100.00","6.01","33.05","15.38","0","1.5","0.00","17.9","47.2","27.50","0","0","-","5.88","96.88","1.028","7.89","18.03","10.14","56.34","43.75","9.01","22.54","19.15","32.00"
"252","Dan Girardi","NYR","D","74","1503.7333333333","20.320720720721","42.29","70.98","37.34","32.4","50.31","39.17","23.42","35.19","39.96","2.43","2.79","46.56","20.71","35.39","36.91","9.78","14.05","41.04","1.56","1.96","44.32","14.58","28.46","33.87","0.59","0.8","42.31","25.13","43.57","36.58","0.4","0.29","58.33","10.39","92.06","1.025","7.34","13.81","13.61","44.93","35.05","12.89","19.59","25.54","33.54"
"881","Tanner Kero","CHI","C","17","208.98333333333","12.293137254902","49.38","70.63","41.15","35.89","56.27","38.94","28.14","42.2","40.00","1.72","3.16","35.29","20.96","32.44","39.25","8.04","13.49","37.33","0.86","2.01","30.00","17.23","25.27","40.54","1.15","1.15","50.00","34.84","48.11","42.00","0","0.41","0.00","6.12","92.52","0.986","12.92","12.63","16.65","49.67","43.69","20.67","17.8","26.99","43.37"
"826","Frederik Gauthier","TOR","C","7","96.916666666667","13.845238095238","35.29","70.58","33.33","26.62","54.48","32.82","17.95","38.38","31.87","1.86","4.95","27.27","12.38","35.91","25.64","6.19","16.1","27.78","0.62","1.86","25.00","8.25","26.41","23.81","0","3.3","0.00","25.04","48.29","34.15","1.79","0.89","66.67","10.34","87.10","0.974","10.52","11.76","18.57","47.05","36.17","16.1","17.95","35.29","31.33"
"453","Jared Cowen","OTT","D","37","628.23333333333","16.979279279279","42.12","70.48","37.40","30.66","51.38","37.37","22.44","38.01","37.12","2.67","3.53","43.08","18.53","31.23","37.24","7.64","13.56","36.04","1.43","2.1","40.54","14.52","23.56","38.13","0.89","1.15","43.75","27.59","48.56","36.23","0.55","0.83","40.00","11.91","90.70","1.026","4.87","10.51","13.85","45.37","26.02","13.94","18.05","26.26","34.68"
"411","Mark Borowiecki","OTT","D","63","921.5","14.626984126984","43.23","70.19","38.12","32.1","52.35","38.01","22.33","37.63","37.24","1.69","3.71","31.33","19.34","32.75","37.13","8.4","13.28","38.74","1.04","1.95","34.78","14.58","25.96","35.97","0.43","1.22","26.32","28.12","47.31","37.28","0.28","1.22","18.75","7.58","90.14","0.977","5.14","13.67","15.76","49.29","24.61","12.05","20.38","28.84","29.46"
"733","Patrick Sieloff","CGY","D","1","17.983333333333","17.983333333333","40.04","70.06","36.36","26.69","46.71","36.36","16.68","26.69","38.46","3.34","0","100.00","13.35","20.02","40.00","0","13.35","0.00","0","0","-","17.79","8.9","66.67","0","0","-","28.92","62.65","31.58","4.82","0","100.00","20.00","100.00","1.200","0","10.01","16.68","53.38","0.00","6.67","20.02","26.69","20.00"
"771","Buddy Robinson","OTT","R","3","25.8","8.6","53.49","69.77","43.40","44.19","51.16","46.34","34.88","41.86","45.45","6.98","2.33","75.00","20.93","25.58","45.00","11.63","11.63","50.00","4.65","2.33","66.67","12.4","18.6","40.00","3.1","0","100.00","33.59","57.11","37.04","0","0","-","20.00","94.44","1.144","13.95","20.93","4.65","58.14","75.00","20.93","30.23","16.28","56.25"
"402","Lance Bouma","CGY","C","44","529.56666666667","12.035606060606","45.66","69.68","39.59","32.63","47.36","40.79","23.34","33.08","41.37","1.59","3.97","28.57","21.41","29.68","41.91","9.29","12.92","41.84","1.36","2.15","38.71","16.16","22.36","41.96","0","1.51","0.00","27.82","48.44","36.48","0.16","0.98","14.29","6.80","88.01","0.948","9.29","15.07","13.6","56.08","40.59","14.73","21.53","23.23","38.81"
"514","Dave Dziurzynski","OTT","L","14","141.08333333333","10.077380952381","33.6","69.32","32.64","24.67","51.03","32.58","19.14","37.85","33.58","1.7","3.4","33.33","16.59","31.9","34.21","6.8","10.63","39.02","0.85","0.85","50.00","13.04","28.35","31.51","0","1.7","0.00","18.43","46.69","28.30","1.23","1.84","40.00","8.89","91.01","0.999","6.38","14.88","14.88","52.31","30.00","10.21","19.99","27.22","27.27"
"690","Seth Griffith","BOS","C","4","39.866666666667","9.9666666666667","61.71","69.23","47.13","51.17","43.65","53.97","33.11","25.59","56.41","3.01","6.02","33.33","27.09","30.1","47.37","15.05","12.04","55.56","3.01","3.01","50.00","16.05","24.08","40.00","0","4.01","0.00","47.83","45.65","51.16","0","0","-","9.09","76.47","0.856","12.04","19.57","7.53","43.65","61.54","18.06","25.59","13.55","57.14"
"239","Jared Boll","CBJ","R","30","199.5","6.65","35.19","69.17","33.72","27.67","48.72","36.22","20.75","35.49","36.90","1.5","2.41","38.46","12.63","24.66","33.87","7.52","9.62","43.86","0.6","1.2","33.33","6.82","20.05","25.37","0","1.2","0.00","27.37","51.26","34.81","1.3","0.43","75.00","7.25","93.22","1.005","8.42","17.74","5.41","64.96","60.87","13.23","25.26","16.54","44.44"
"716","Brady Skjei","NYR","D","7","124.13333333333","17.733333333333","43.02","69.12","38.36","31.42","54.14","36.72","22.72","42.53","34.81","1.93","2.9","40.00","18.85","34.8","35.14","8.22","14.5","36.17","0.48","2.9","14.29","14.18","27.07","34.38","0.64","0","100.00","27.93","44.68","38.46","1.4","0","100.00","8.51","93.18","1.017","3.87","13.05","8.22","61.39","32.00","9.67","17.88","15.47","38.46"
"367","Eric Selleck","ARI","L","1","9.55","9.55","43.98","69.11","38.89","37.7","56.54","40.00","31.41","31.41","50.00","0","0","-","12.57","31.41","28.57","6.28","6.28","50.00","0","0","-","8.38","33.51","20.00","0","0","-","36.3","45.38","44.44","0","0","-","0.00","100.00","1.000","12.57","6.28","18.85","69.11","40.00","12.57","6.28","18.85","40.00"
"237","Chris Butler","STL","D","5","57.5","11.5","44.87","68.87","39.45","38.61","50.09","43.53","29.22","41.74","41.18","4.17","5.22","44.44","28.17","36.52","43.55","11.48","15.65","42.31","3.13","2.09","60.00","22.26","27.83","44.44","0","1.39","0.00","21.1","42.2","33.33","0","3.01","0.00","14.29","87.50","1.018","9.39","15.65","7.3","58.43","56.25","15.65","20.87","15.65","50.00"
"54","Jarret Stoll","MIN, NYR","C","80","974.16666666667","12.177083333333","31.66","68.61","31.57","24.33","49.77","32.83","17.92","34.8","34.00","1.17","2.77","29.69","12.93","31.97","28.81","6.1","12.5","32.78","0.74","1.72","30.00","9.12","25.95","26.00","0.33","0.66","33.33","22.06","44.75","33.02","0.27","0.8","25.00","6.53","92.04","0.986","5.11","11.83","24.14","46.87","17.47","8.31","17.43","37.51","18.15"
"113","Nate Guenin","COL","D","29","378.75","13.060344827586","38.5","68.44","36.00","29.62","51.17","36.67","22.34","34.85","39.06","1.74","2.06","45.83","16.95","27.09","38.49","6.34","10.61","37.38","1.11","0.79","58.33","14.15","21.97","39.18","0.84","1.27","40.00","23.57","51.71","31.31","0","0.46","0.00","7.80","94.09","1.019","9.19","12.36","6.81","59.25","57.43","14.89","18.06","14.73","50.27"
"103","Max Talbot","BOS","C","38","426.11666666667","11.213596491228","37.45","68.43","35.37","28.02","49.7","36.05","20.7","36.05","36.48","1.69","4.08","29.27","16.05","30.84","34.23","6.48","10.7","37.70","1.13","1.97","36.36","12.77","26.85","32.23","0.56","2.07","21.43","24.2","47.8","33.62","0","0.81","0.00","8.16","88.67","0.968","7.04","12.81","15.35","49.14","31.45","12.67","20.42","25.35","33.33"
"618","Michael Mersch","L.A","L","17","176.46666666667","10.380392156863","48.28","68.34","41.40","35.02","53.38","39.62","22.44","37.4","37.50","1.7","1.36","55.56","15.98","30.26","34.56","6.46","10.2","38.78","1.02","0.68","60.00","12.69","26.75","32.18","0","0","-","39.29","42.24","48.19","0.98","0.98","50.00","7.58","96.36","1.039","9.86","10.54","6.46","61.54","60.42","16.66","17","18.02","48.04"
"848","Pierre-Edouard Bellemare","PHI","L","74","1004.1","13.568918918919","44.88","68.06","39.74","33.04","47.62","40.96","22.53","33.88","39.94","1.25","2.99","29.58","16.97","29.88","36.22","6.75","11.11","37.79","0.78","1.61","32.50","13.62","25.02","35.26","0.24","0.8","23.08","31.76","45.75","40.98","0.17","1.12","13.33","5.57","91.18","0.968","9.44","12.55","14.76","50.25","39.01","13.74","17.93","23.66","36.74"
"578","Sam Carrick","TOR","C","3","34.4","11.466666666667","31.4","68.02","31.58","27.91","54.07","34.04","20.93","38.37","35.29","0","3.49","0.00","13.95","40.12","25.81","5.23","8.72","37.50","0","0","-","11.63","41.86","21.74","0","4.65","0.00","20.16","35.27","36.36","0","0","-","0.00","90.91","0.909","3.49","10.47","8.72","75","28.57","8.72","19.19","10.47","45.45"
"238","Chris VandeVelde","PHI","C","79","1070.6","13.551898734177","45.51","67.87","40.14","33.4","47.02","41.53","22.92","33.96","40.30","1.35","2.75","32.88","16.98","30.15","36.03","6.73","10.98","37.97","0.62","1.46","29.73","13.67","25.56","34.86","0.3","0.97","23.53","32.62","45.01","42.02","0.49","0.81","37.50","5.87","91.91","0.978","9.36","12.22","11.83","52.62","44.18","14.01","17.15","20.06","41.12"
"575","John Ramage","CBJ","D","1","14.15","14.15","25.44","67.84","27.27","12.72","38.16","25.00","12.72","38.16","25.00","0","8.48","0.00","16.96","21.2","44.44","4.24","8.48","33.33","0","4.24","0.00","16.96","16.96","50.00","0","5.65","0.00","12.25","55.12","18.18","0","0","-","0.00","77.78","0.778","16.96","8.48","8.48","42.4","66.67","21.2","25.44","12.72","62.50"
"58","Matt Hendricks","EDM","L","68","900.16666666667","13.237745098039","42.59","67.72","38.61","30.33","48.19","38.62","21.46","33.59","38.98","1.2","1.8","40.00","17.2","31.06","35.64","7","11.93","36.97","0.67","0.73","47.62","13.6","25.51","34.77","0.44","0.71","38.46","29.36","44.77","39.61","0.19","0.67","22.22","5.59","94.64","1.002","7.13","14.26","19.46","44.93","26.82","13.26","18.66","31.39","29.70"
"741","Devin Shore","DAL","C","3","36.35","12.116666666667","34.66","67.68","33.87","28.06","56.12","33.33","18.16","36.31","33.33","4.95","1.65","75.00","18.16","41.27","30.56","13.2","18.16","42.11","1.65","1.65","50.00","6.6","30.81","17.65","0","0","-","21.46","30.99","40.91","2.38","0","100.00","27.27","95.45","1.227","11.55","13.2","11.55","46.22","50.00","14.86","24.76","19.81","42.86"
"57","Dominic Moore","NYR","C","80","1063.6","13.295","38.64","67.47","36.42","29.62","49.64","37.37","21.55","35.26","37.93","1.64","3.1","34.52","18","33.17","35.17","8.41","14.33","36.97","0.68","1.81","27.27","12.79","25.12","33.73","0.6","1.2","33.33","24.28","42.45","36.39","0.41","0.41","50.00","7.59","91.20","0.988","4.46","13.31","21.94","47.33","16.88","7.56","18.45","34.64","17.91"
"888","Joonas Kemppainen","BOS","C","44","551.66666666667","12.537878787879","41.66","67.32","38.22","31.76","49.49","39.09","23.06","31.98","41.90","1.52","3.05","33.33","16.42","32.08","33.86","6.09","13.38","31.28","1.09","2.07","34.48","13.78","24.94","35.58","0.44","0.58","42.86","30.32","44.3","40.63","0.16","0.79","16.67","6.60","90.48","0.971","8.92","10.55","15.34","51.01","36.77","16.21","17.29","25.56","38.80"
"174","Lauri Korpikoski","EDM","L","71","988.45","13.921830985915","43.58","67.2","39.34","30.53","49.23","38.28","21.91","35.45","38.20","1.58","3.22","32.91","19.55","31.2","38.52","7.83","14.08","35.73","0.85","1.88","31.11","15.62","22.82","40.63","0.57","0.97","36.84","26.57","44.72","37.27","0.35","0.7","33.33","7.20","90.92","0.981","8.5","14.02","14.33","49.96","37.23","15.18","18.15","24.34","38.40"
"203","Matt Hunwick","TOR","D","60","1353.8166666667","22.563611111111","48.93","67.14","42.15","36.92","51.14","41.92","25.48","36.16","41.34","1.68","3.59","31.93","22.12","30.36","42.15","8.46","11.83","41.70","0.71","1.68","29.63","18.2","24.7","42.42","1","1.18","45.95","33.67","47.69","41.38","0.32","1.41","18.52","6.61","90.07","0.967","7.49","14.45","14.8","41.79","33.60","15.95","21.67","28.98","35.50"
"182","Nicklas Grossmann","ARI","D","58","1031.5833333333","17.78591954023","41.24","67","38.10","30.59","51.18","37.41","21.4","36.12","37.21","1.4","3.32","29.63","17.45","30.65","36.28","7.21","11.23","39.12","0.87","1.45","37.50","13.65","25.9","34.51","0.39","1.16","25.00","28.56","46.71","37.95","0.34","1.34","20.00","6.52","90.82","0.973","5.99","14.08","16.58","47.98","26.55","12.39","20.82","27.74","30.87"
"62","Paul Gaustad","NSH","C","63","708.25","11.242063492063","33.21","66.93","33.16","24.82","46.34","34.88","17.96","33.29","35.04","1.52","3.64","29.51","12.45","26.26","32.17","4.91","9.15","34.94","0.51","2.03","20.00","10.05","22.82","30.58","0.45","0.9","33.33","22.88","47.23","32.64","0.49","1.22","28.57","8.49","89.06","0.975","2.88","13.64","32.11","47.27","8.23","4.41","18.81","47.02","8.57"
"705","Luke Glendening","DET","C","81","1180.8","14.577777777778","36.43","66.62","35.36","28.15","50.1","35.97","19.82","35.37","35.91","1.93","3.05","38.78","17.43","28.76","37.73","7.72","11.94","39.28","1.12","1.42","44.00","12.94","22.43","36.59","0.34","0.95","26.32","22.39","48.88","31.41","0.51","1.32","28.00","9.74","91.38","1.011","6.91","12.86","23.78","44.56","22.52","10.87","18.95","38.47","22.04"
"400","Andrew Campbell","TOR","D","6","69.5","11.583333333333","52.66","66.47","44.20","37.99","49.21","43.56","23.31","32.81","41.54","1.73","1.73","50.00","18.99","27.63","40.74","6.91","12.09","36.36","0.86","0","100.00","16.12","20.72","43.75","1.15","1.15","50.00","41.15","49.88","45.21","0","1.25","0.00","7.41","94.74","1.021","10.36","15.54","14.68","63.88","41.38","24.17","26.76","25.04","49.12"
"133","Mark Stuart","WPG","D","64","1046.4","16.35","41.57","66.23","38.56","31.08","47.08","39.77","22.08","33.26","39.90","1.55","3.61","30.00","19.09","30.33","38.63","7.51","12.73","37.11","0.92","1.78","34.04","15.44","23.47","39.69","0.46","1.15","28.57","26.17","44.31","37.13","0.41","1.41","22.73","7.01","89.14","0.962","7.11","13.82","13.82","40.48","33.97","14.05","21.22","24.08","36.84"
"264","Erik Johnson","COL","D","73","1711.3","23.442465753425","49.47","66.2","42.77","38.11","45.3","45.69","29.07","33.03","46.81","2.35","3.44","40.61","20.27","30.82","39.67","7.61","13.11","36.72","0.98","1.86","34.57","16.88","23.61","41.69","0.89","1.08","45.24","34.84","42.59","45.00","0.96","0.96","50.00","8.08","89.60","0.977","8.1","12.76","14.09","37.38","36.49","18.2","19","27.17","40.11"
"866","Nikita Tryamkin","VAN","D","13","227.75","17.519230769231","47.42","66.13","41.76","34.51","52.16","39.82","24.5","39.25","38.43","1.84","3.16","36.84","24.24","37.67","39.15","10.01","15.02","40.00","1.05","1.58","40.00","18.97","30.21","38.57","1.05","1.41","42.86","27.4","37.29","42.35","0","0.76","0.00","7.53","91.95","0.995","8.96","13.17","11.06","52.16","44.74","20.29","18.97","23.45","46.39"
"28","Francois Beauchemin","COL","D","82","2056.55","25.07987804878","47.12","66.08","41.62","36.24","45.45","44.36","27.05","32.24","45.62","2.39","2.98","44.57","19.46","30.14","39.24","8.05","12.78","38.66","1.28","1.72","42.72","15.21","23.15","39.66","0.62","0.78","44.44","32.7","43.53","42.90","0.8","0.88","47.50","8.85","90.77","0.996","8.14","11.96","12.87","35.74","38.75","17.39","18.29","26.37","39.73"
"680","Mark McNeill","CHI","C","1","12.733333333333","12.733333333333","32.98","65.97","33.33","23.56","61.26","27.78","9.42","42.41","18.18","0","0","-","14.14","23.56","37.50","4.71","14.14","25.00","0","0","-","12.57","12.57","50.00","0","0","-","27.23","61.26","30.77","0","0","-","0.00","100.00","1.000","28.27","18.85","23.56","18.85","54.55","28.27","23.56","32.98","46.15"
"775","Chad Ruhwedel","BUF","D","1","15.5","15.5","46.45","65.81","41.38","34.84","54.19","39.13","30.97","30.97","50.00","0","0","-","30.97","15.48","66.67","7.74","15.48","33.33","0","0","-","30.97","0","100.00","0","0","-","11.18","67.1","14.29","0","0","-","0.00","100.00","1.000","7.74","11.61","0","69.68","100.00","11.61","15.48","7.74","60.00"
"301","Victor Bartley","MTL, NSH","D","10","133.18333333333","13.318333333333","55.86","65.77","45.93","37.39","45.05","45.36","28.38","35.59","44.37","2.7","1.8","60.00","22.98","24.33","48.57","12.16","11.71","50.94","1.8","1.35","57.14","14.42","16.82","46.15","1.2","0","100.00","40.35","51.41","43.97","0","0.65","0.00","9.52","94.94","1.045","12.61","9.01","10.81","45.5","53.85","18.02","16.22","20.72","46.51"
"21","David Legwand","BUF","C","79","766.71666666667","9.7052742616034","36.39","65.73","35.63","28.33","49.69","36.31","22.54","36","38.50","1.72","3.52","32.84","14.87","28.09","34.61","6.26","11.35","35.56","0.86","2.11","28.95","11.48","22.33","33.95","0.42","0.73","36.36","24.19","47.36","33.81","0.68","1.24","35.29","7.64","90.22","0.979","8.3","11.35","18.23","49.54","31.27","12.68","17.29","27.39","31.64"
"359","Nick Holden","COL","D","82","1794.2","21.880487804878","47.85","65.64","42.16","35.85","49.36","42.07","26.15","35.41","42.48","2.44","3.34","42.20","19.96","29.5","40.37","8.16","11.97","40.53","1.2","1.4","46.15","15.74","23.36","40.25","0.8","1.34","37.50","32.94","42.99","43.38","0.77","1.16","40.00","9.34","90.56","0.999","7.39","12.67","10.33","45.78","41.70","15.65","20.06","21.1","42.58"
"879","Oliver Kylington","CGY","D","1","17.366666666667","17.366666666667","38","65.64","36.67","27.64","44.91","38.10","24.18","44.91","35.00","3.45","3.45","50.00","13.82","24.18","36.36","3.45","6.91","33.33","0","0","-","13.82","23.03","37.50","0","0","-","24.95","44.91","35.71","4.99","4.99","50.00","14.29","92.31","1.066","0","13.82","3.45","48.37","0.00","3.45","27.64","27.64","11.11"
