"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"875","Connor McDavid","EDM","C","45","849.81666666667","18.884814814815","1.13","2.26","1.13","1.13","3.39","81.36","7.41","15.24","11.01","9.67","9.32","5.58","0.21","0.64","1.27","0.64","0.64","0","0","1.27","1.2","2.33","0.85","3.46","0.71","17.58","25.06","2.91"
"589","Marek Hrivik","NYR","L","5","53.583333333333","10.716666666667","0","1.12","0","1.12","1.12","33.33","3.36","0.00","5.6","3.36","3.36","1.12","1.12","0","0","0","0","0","0","0","3.36","0","6.72","5.6","1.12","3.36","2.24","67.19"
"778","Joel Vermin","T.B","R","6","54.833333333333","9.1388888888889","0","1.09","0","1.09","1.09","50.00","1.09","0.00","5.47","3.28","3.28","1.09","0","0","0","0","0","0","0","0","1.09","0","6.57","15.32","2.19","1.09","0","109.42"
"26","Mike Ribeiro","NSH","C","81","1413.4166666667","17.449588477366","0.3","1.83","0.81","1.02","2.12","58.14","3.23","9.21","5.22","4.37","3.35","1.66","0.13","0.3","2.63","0.59","0.42","0","0.17","0.51","2.12","0.93","2.59","3.23","0.85","12.23","20.04","1.61"
"767","JC Lipon","WPG","R","9","62.7","6.9666666666667","0","0.96","0","0.96","0.96","100.00","3.83","0.00","6.7","3.83","3.83","0.96","0","0","4.78","0.96","0","0.96","0","1.91","0","0.96","27.75","6.7","1.91","0","0","-"
"586","John Klingberg","DAL","D","76","1723.85","22.682236842105","0.35","1.67","0.73","0.94","2.02","43.94","5.95","5.85","12.7","8.14","4.07","0.9","0.21","0.9","1.04","0.52","0.52","0","0","0.45","2.71","1.25","1.53","6.4","2.37","0","0","-"
"210","Paul Stastny","STL","C","64","1225.7","19.1515625","0.49","1.91","0.98","0.93","2.4","62.82","5.04","9.71","8.76","7.54","6.56","3.92","0.1","0.64","1.27","0.64","0.64","0","0","0.44","0.34","0.98","1.57","2.06","1.96","33.48","26.24","2.74"
"460","David Rundblad","CHI","D","9","129.35","14.372222222222","0","0.93","0","0.93","0.93","50.00","6.03","0.00","11.6","8.35","1.86","0.46","0","0.46","2.78","1.39","1.39","0","0","0.93","5.57","1.86","1.39","7.42","1.39","0","0","-"
"298","Mathieu Perreault","WPG","C","71","1174.9833333333","16.549061032864","0.46","1.63","0.71","0.92","2.09","61.19","6.79","6.77","13.17","9.09","7.97","2.96","0.15","0.71","1.84","0.92","0.92","0","0","1.07","1.33","1.58","4.24","3.32","1.69","4.8","5.57","2.36"
"560","Ryan Johansen","CBJ, NSH","C","80","1405.0166666667","17.562708333333","0.6","1.96","1.07","0.9","2.56","68.97","7.9","7.57","12.81","10.12","6.7","2.95","0.34","0.6","2.6","1.24","1.2","0.04","0","0.77","1.79","1.62","4.91","2.73","1.28","27.84","25.37","2.23"
"127","Steve Bernier","NYI","R","24","269.46666666667","11.227777777778","0.22","1.11","0.22","0.89","1.34","75.00","6.01","3.70","9.57","6.9","5.57","3.34","0.22","0.45","2","0.67","0.45","0.22","0","0.67","1.56","1.34","9.35","5.57","2.89","0","0","-"
"216","Anze Kopitar","L.A","C","81","1690.2","20.866666666667","0.89","1.74","0.85","0.89","2.63","70.48","6.28","14.12","11.04","8.66","7.06","3.34","0.43","0.6","0.57","0.28","0.28","0","0","0.89","1.6","1.53","2.77","4.4","2.31","33.72","29.32","1.90"
"229","Kris Letang","PIT","D","71","1913.1","26.945070422535","0.5","1.6","0.72","0.88","2.1","62.62","6.84","7.34","13.08","8.5","3.42","0.66","0.22","0.63","2.07","1.03","1.03","0","0","0.69","2.16","1.47","4.23","4.48","3.83","0","0","-"
"287","Nicklas Backstrom","WSH","C","75","1438.6333333333","19.181777777778","0.83","2.09","1.21","0.88","2.92","78.65","5.38","15.50","9.26","7.34","4.46","1.92","0.29","0.5","1.5","0.75","0.75","0","0","0.54","1.13","1.75","2.13","3.42","2.09","27.48","29.11","2.03"
"692","Jonathan Marchessault","T.B","C","45","544.01666666667","12.089259259259","0.77","1.21","0.33","0.88","1.99","62.07","8.93","8.64","14.78","12.13","9.82","4.08","0.55","1.21","1.87","0.77","0.66","0.11","0","1.87","1.32","1.1","6.73","5.96","0.99","4.19","4.52","5.31"
"726","Derrick Pouliot","PIT","D","22","339.96666666667","15.45303030303","0","1.24","0.35","0.88","1.24","46.67","4.41","0.00","10.59","6.18","2.82","0.53","0.18","0.88","0.35","0.18","0.18","0","0","0.35","0.53","1.06","2.82","6.53","3.18","0","0","-"
"399","Andrew Campbell","TOR","D","6","69.5","11.583333333333","0","0.86","0","0.86","0.86","50.00","0.86","0.00","2.59","2.59","0.86","0","0.86","0","1.73","0.86","0.86","0","0","0.86","0.86","0.86","4.32","9.5","8.63","0","0","-"
"513","Dave Dziurzynski","OTT","L","14","141.08333333333","10.077380952381","0.43","1.28","0.43","0.85","1.7","100.00","5.95","7.14","8.93","8.08","5.53","2.55","0.43","0","3.83","1.28","0.85","0.43","0","0.43","0.85","0.85","23.39","8.51","2.98","1.28","1.7","18.23"
"569","Michael Chaput","CBJ","C","8","71.983333333333","8.9979166666667","0.83","0.83","0","0.83","1.67","50.00","8.34","10.00","10","8.34","6.67","5","0","1.67","4.17","0.83","0","0.83","0","1.67","2.5","0","10.84","6.67","2.5","40.84","21.67","54.46"
"768","Jayson Megna","NYR","C","6","73.483333333333","12.247222222222","0.82","0.82","0","0.82","1.63","100.00","7.35","11.11","17.15","12.25","9.8","4.9","0","0","1.63","0.82","0.82","0","0","0.82","1.63","0.82","4.9","8.17","0.82","0.82","0","81.65"
"329","Anthony Peluso","WPG","R","35","223.45","6.3842857142857","0.27","1.07","0.27","0.81","1.34","62.50","4.3","6.25","8.86","6.98","4.56","2.15","0.54","0.81","11.81","4.3","3.22","1.07","0","1.88","1.61","0.81","21.75","9.94","1.07","0","0","-"
"1","Jaromir Jagr","FLA","R","79","1348.9333333333","17.075105485232","1.2","1.73","0.93","0.8","2.94","72.53","6.36","18.88","11.3","9.34","8.1","3.74","0.31","0.49","2.14","1.02","1.02","0","0","0.53","1.96","1.47","1.38","2.58","0.71","0","0.04","0.00"
"130","Ryan Getzlaf","ANA","C","77","1501.95","19.505844155844","0.52","2","1.2","0.8","2.52","69.23","7.11","7.30","14.02","11.03","6.71","2.32","0.48","0.64","2.2","0.92","0.8","0.12","0","0.72","3","1.92","4.31","3.6","2.44","24.05","24.65","1.97"
"311","Jamie Benn","DAL","L","82","1641.8","20.021951219512","1.5","1.75","0.95","0.8","3.25","70.08","9.03","16.60","15.75","12.54","10.53","5.55","0.44","0.99","2.34","1.02","0.95","0.07","0","1.21","2.92","2.38","5.7","3.44","2.01","8.26","9.21","1.73"
"415","Mark Barberio","MTL","D","30","449.93333333333","14.997777777778","0.27","1.07","0.27","0.8","1.33","50.00","4.27","6.25","11.74","6.53","2.53","0.93","0.27","1.33","0.8","0.4","0.4","0","0","0.27","2.53","1.47","1.6","7.33","2.4","0","0","-"
"34","Pavel Datsyuk","DET","C","66","1297.2333333333","19.655050505051","0.74","1.53","0.74","0.79","2.27","67.12","8.37","8.84","14.94","11.52","9.57","4.49","0.46","0.83","0.65","0.32","0.32","0","0","0.65","1.2","2.22","3.24","3.47","1.53","27.71","23.91","2.48"
"264","Kyle Okposo","NYI","R","79","1438.25","18.205696202532","0.92","1.75","0.96","0.79","2.67","73.56","8.43","10.89","15.69","11.35","9.18","3.46","0.54","0.67","2.13","0.96","0.92","0.04","0","0.88","2.25","1.75","3.75","5.84","1.63","0.96","1.67","1.52"
"24","Scott Gomez","OTT, STL","C","34","385.46666666667","11.337254901961","0.16","1.25","0.47","0.78","1.4","69.23","3.11","5.00","4.98","4.05","2.49","1.09","0","0.16","0.93","0.47","0.47","0","0","0.47","2.02","0.93","0.47","2.33","1.56","19.46","23.66","7.02"
"378","Erik Karlsson","OTT","D","82","2375.9166666667","28.974593495935","0.4","1.67","0.88","0.78","2.07","62.60","6.26","6.45","14.8","9.6","3.74","0.66","0.38","0.88","1.26","0.63","0.63","0","0","0.43","2.42","1.54","2.12","3.71","4.42","0","0.03","0.00"
"405","TJ Brodie","CGY","D","70","1768.2333333333","25.260476190476","0.2","1.32","0.54","0.78","1.53","48.91","2.68","7.59","6.68","3.83","2.27","0.68","0","0.34","0.61","0.31","0.31","0","0","0.58","3.09","1.59","0.51","1.8","3.53","0","0","-"
"665","Jonathan Huberdeau","FLA","L","76","1378.9166666667","18.143640350877","0.87","1.7","0.91","0.78","2.57","65.56","7.61","11.43","11.75","9.83","8.35","4.22","0.39","0.78","1.87","0.83","0.78","0.04","0","1.39","2","1.39","2.31","4.31","1.57","0.3","0.48","1.69"
"64","Mikko Koivu","MIN","C","82","1634.1833333333","19.92906504065","0.62","1.43","0.66","0.77","2.06","58.95","5.18","12.06","10.17","7.42","5.51","2.06","0.15","0.84","1.47","0.73","0.73","0","0","0.44","1.65","1.36","1.4","1.73","2.09","36.24","28.31","2.06"
"211","Sidney Crosby","PIT","C","80","1637.55","20.469375","1.32","1.8","1.03","0.77","3.11","74.56","9.09","14.52","16.34","12.53","9.64","3.99","0.59","1.21","1.54","0.77","0.77","0","0","0.92","1.72","1.47","3.3","4.29","1.28","36.13","33.75","1.89"
"328","P.K. Subban","MTL","D","68","1792.6333333333","26.362254901961","0.2","1.51","0.74","0.77","1.71","46.79","5.89","3.41","12.65","8.3","2.01","0.17","0.23","0.77","2.51","1.07","1","0.03","0.03","0.5","3.55","0.77","3.41","4.18","2.68","0","0","-"
"124","Jeff Carter","L.A","C","77","1415.9","18.388311688312","1.02","1.61","0.85","0.76","2.63","69.66","10.25","9.92","18.94","14.83","9.7","4.28","0.64","1.1","0.85","0.42","0.42","0","0","0.68","1.74","1.1","3.77","3.05","1.65","25.34","26.7","2.06"
"140","Patrice Bergeron","BOS","C","80","1586.7833333333","19.834791666667","1.21","1.36","0.6","0.76","2.57","71.58","10.66","11.35","17.2","14.41","9.83","3.78","0.53","0.95","1.85","0.87","0.83","0.04","0","0.38","1.29","2.53","2.91","3.33","2.12","42.73","32.06","2.16"
"540","Beau Bennett","PIT","R","33","392.55","11.895454545455","0.92","0.92","0.15","0.76","1.83","60.00","7.95","11.54","14.21","10.39","7.34","2.14","0.61","1.07","1.53","0.76","0.76","0","0","0.15","1.53","0.76","9.94","7.49","0.92","0.31","0.61","5.09"
"790","Andre Burakovsky","WSH","L","79","1028.9333333333","13.02447257384","0.99","1.22","0.47","0.76","2.22","73.08","7.35","13.49","13.88","10.26","7.7","3.32","0.76","0.87","0.7","0.35","0.35","0","0","0.52","1.75","1.98","2.16","5.42","1.4","0.99","1.17","2.68"
"76","Tomas Plekanec","MTL","C","82","1519.6333333333","18.532113821138","0.55","1.58","0.83","0.75","2.13","65.06","7.46","7.41","12.75","9.87","6.36","2.33","0.63","0.71","1.42","0.71","0.71","0","0","0.75","1.78","0.59","2.37","2.61","1.82","31.74","32.02","1.97"
"276","Claude Giroux","PHI","C","78","1602.6166666667","20.546367521368","0.82","1.68","0.94","0.75","2.51","73.63","9.02","9.13","15.69","11.57","7.15","2.32","0.49","1.09","1.98","0.75","0.67","0.04","0.04","1.24","1.68","1.53","3.11","3.07","1.35","40.47","29.95","2.15"
"351","Jakub Voracek","PHI","R","73","1356.7833333333","18.586073059361","0.49","1.95","1.19","0.75","2.43","69.62","9.42","5.16","17.11","12.38","7.25","2.48","0.35","1.46","1.68","0.84","0.84","0","0","1.06","2.21","1.15","2.26","5.22","1.5","0.13","0.13","2.21"
"650","Victor Rask","CAR","C","80","1358.65","16.983125","0.93","1.19","0.44","0.75","2.12","62.34","7.07","13.13","13.03","10.38","7.11","3.14","0.35","0.79","1.06","0.53","0.53","0","0","0.53","1.37","1.85","1.41","3.84","1.5","21.15","20.14","2.26"
"184","David Krejci","BOS","C","72","1461.6666666667","20.300925925926","0.7","1.89","1.15","0.74","2.59","73.26","5.87","11.89","11.99","8.42","5.25","1.77","0.29","0.74","1.31","0.62","0.62","0","0","0.78","2.01","1.48","1.77","3.12","2.34","22.99","22.86","2.06"
"218","Martin Hanzal","ARI","C","64","1139.0333333333","17.797395833333","0.68","1.47","0.74","0.74","2.16","67.21","7.43","9.22","12.8","10.64","8.53","5.06","0.32","0.84","4.06","1.69","1.58","0.05","0.05","1.37","1.11","1.42","6.64","3.42","1.47","30.87","24.28","2.95"
"604","Ryan Dzingel","OTT","L","30","323.93333333333","10.797777777778","0.56","1.11","0.37","0.74","1.67","56.25","4.26","13.04","8.52","5.93","6.3","2.59","0","0.37","2.04","0.74","0.56","0.19","0","0.37","0.37","1.11","10","4.07","0.74","0.37","0.37","9.26"
"671","Dougie Hamilton","CGY","D","82","1620.9166666667","19.767276422764","0.44","1.15","0.41","0.74","1.59","55.84","7.03","6.32","14.1","9.99","4.33","0.74","0.11","0.81","1.7","0.7","0.67","0","0.04","0.44","2.33","0.56","2.89","1.7","3.92","0","0","-"
"851","Leon Draisaitl","EDM","C","72","1300.2333333333","18.058796296296","0.88","1.48","0.74","0.74","2.35","72.86","6.14","14.29","9.88","8.12","6.83","3.05","0.14","0.74","0.92","0.46","0.46","0","0","0.88","2.81","1.85","1.75","4.48","0.83","23.17","24.73","2.23"
"2","Patrik Elias","N.J","C","16","246.98333333333","15.436458333333","0.49","1.46","0.73","0.73","1.94","57.14","5.1","9.52","8.5","6.32","5.34","1.94","0.24","0","2.43","1.21","1.21","0","0","0.97","2.19","1.21","2.43","4.37","0.24","2.19","4.62","7.81"
"74","Jason Pominville","MIN","R","75","1227.2833333333","16.363777777778","0.54","1.22","0.49","0.73","1.76","57.14","9.14","5.88","13.98","11.54","5.96","2.35","0.39","0.78","0.59","0.29","0.29","0","0","0.44","1.08","1.03","1.52","3.28","1.52","1.81","2.2","2.21"
"83","Jussi Jokinen","FLA","L","81","1481.6","18.291358024691","0.73","1.7","0.97","0.73","2.43","70.59","6.2","11.76","10.04","7.98","5.35","1.86","0.4","0.57","1.7","0.69","0.65","0","0.04","0.61","1.9","1.26","1.74","2.47","2.02","5.47","5.14","2.09"
"327","Logan Couture","S.J","C","52","904.13333333333","17.387179487179","1","1.39","0.66","0.73","2.39","58.06","9.09","10.95","17.06","12.68","9.29","3.72","0.46","1.99","1.33","0.66","0.66","0","0","0.8","2.39","2.59","1.92","4.78","2.52","17.98","20.24","3.12"
"883","Artemi Panarin","CHI","L","80","1480.8666666667","18.510833333333","1.22","1.9","1.17","0.73","3.12","71.30","7.58","16.04","13.49","10.17","7.41","2.39","0.28","0.53","1.3","0.61","0.61","0","0","0.77","1.42","1.17","1.86","4.9","0.57","0","0","-"
"384","Tyler Ennis","BUF","C, L","23","415.56666666667","18.068115942029","0.43","1.16","0.43","0.72","1.59","68.75","8.23","5.26","14.73","11.55","6.93","2.45","0.14","1.3","1.59","0.58","0.43","0.14","0","0.72","2.31","1.59","4.33","3.47","1.16","0.29","0","14.44"
"467","Tomas Tatar","DET","L","81","1162.45","14.351234567901","1.08","1.24","0.52","0.72","2.32","67.16","8.57","12.65","14.76","11.77","9.6","3.87","0.46","0.72","1.24","0.62","0.62","0","0","0.77","1.24","1.55","3.82","4.08","0.93","0.31","0.93","1.29"
"544","Vladimir Tarasenko","STL","R","80","1491.0166666667","18.637708333333","1.61","1.37","0.64","0.72","2.98","76.29","11.75","13.70","22.17","15.85","12.88","3.82","0.56","0.85","1.49","0.64","0.6","0.04","0","1.05","1.37","1.53","1.29","3.34","1.13","0","0.04","0.00"
"194","Kris Versteeg","CAR, L.A","R","77","1184.8666666667","15.387878787879","0.76","1.16","0.46","0.71","1.92","73.08","7.9","9.62","14.58","11.8","8","3.54","0.51","1.11","2.28","0.86","0.76","0.05","0.05","0.96","1.92","1.92","1.01","4.1","1.62","0.41","0.41","2.53"
"582","Anthony Bitetto","NSH","D","28","339.75","12.133928571429","0.18","0.88","0.18","0.71","1.06","54.55","3.36","5.26","7.24","5.3","0.88","0.53","0","0.35","3.36","1.41","1.24","0.18","0","1.06","1.41","0.35","10.95","3.71","7.24","0","0","-"
"806","Nathan MacKinnon","COL","C","72","1358.35","18.865972222222","0.93","1.37","0.66","0.71","2.3","65.82","10.82","8.57","18.42","14.89","9.89","3.31","0.62","1.28","0.88","0.4","0.4","0","0","1.15","1.72","1.24","2.03","3","2.34","22.39","23.85","2.14"
"225","Marc-Edouard Vlasic","S.J","D","67","1549.7","23.129850746269","0.31","1.2","0.5","0.7","1.51","46.43","4.49","6.90","10.84","7.36","2.48","0.27","0.23","0.7","1.86","0.5","0.35","0.08","0.08","0.27","1.12","0.58","1.82","4.84","4.99","0","0","-"
"393","Derek Stepan","NYR","C","72","1278.3833333333","17.755324074074","1.03","1.45","0.75","0.7","2.49","69.74","9.01","11.46","14.36","11.92","7.7","3.99","0.8","0.75","0.94","0.42","0.42","0","0","0.61","1.41","2.91","1.78","4.18","1.83","24.17","27.6","2.19"
"646","Adam Clendening","EDM, PIT","D","29","429.08333333333","14.795977011494","0.14","0.84","0.14","0.7","0.98","36.84","6.01","2.33","11.61","8.39","2.52","0.14","0.14","0","2.8","1.4","1.4","0","0","0.56","2.66","0.7","2.66","7.97","4.75","0","0","-"
"738","Shayne Gostisbehere","PHI","D","64","1285.7833333333","20.090364583333","0.79","1.35","0.65","0.7","2.15","52.87","7.09","11.18","15.91","10.78","4.2","0.65","0.09","0.79","1.12","0.56","0.56","0","0","0.65","2.38","1.31","1.26","2.15","2.75","0.05","0","4.67"
"871","Nikita Soshnikov","TOR","R","11","171.83333333333","15.621212121212","0.7","1.05","0.35","0.7","1.75","71.43","11.52","6.06","18.51","14.67","10.13","4.19","0.7","1.05","2.1","1.05","1.05","0","0","1.4","1.05","0.7","11.87","10.13","2.1","0","0.35","0.00"
"106","Jiri Hudler","CGY, FLA","R","72","1134.6666666667","15.759259259259","0.85","1.59","0.9","0.69","2.43","67.65","5.76","14.68","9.52","7.61","5.87","3.28","0.16","0.69","1.43","0.63","0.58","0.05","0","0.85","1.32","1.22","1.48","1.75","0.37","0.58","0.79","2.24"
"149","Lee Stempniak","BOS, N.J","R","82","1471.3833333333","17.943699186992","0.77","1.3","0.61","0.69","2.08","69.86","5.95","13.01","10.48","8.07","6.4","3.43","0.41","0.77","1.55","0.73","0.73","0","0","0.49","1.22","1.26","4.61","2.94","1.39","0.08","0.45","0.63"
"860","Robby Fabbri","STL","C","72","958.68333333333","13.315046296296","1.13","1.19","0.5","0.69","2.32","75.51","7.13","15.79","12.08","9.7","7.95","3.19","0.75","0.56","1.56","0.69","0.63","0.06","0","1.13","1.25","1.69","3.19","4.63","0.56","0.38","0.56","2.50"
"199","Mike Santorelli","ANA","C","70","706.48333333333","10.092619047619","0.76","0.76","0.08","0.68","1.53","75.00","6.88","11.11","11.13","8.75","6.71","2.89","0.42","0.51","0.68","0.34","0.34","0","0","0.68","1.27","0.42","2.38","5.61","1.7","6.37","7.05","4.03"
"214","Benoit Pouliot","EDM","L","55","882.71666666667","16.049393939394","0.95","1.5","0.82","0.68","2.45","69.23","7.41","12.84","11.83","10.2","7.95","3.74","0.2","0.88","2.04","1.02","1.02","0","0","1.02","1.97","2.18","2.38","2.72","1.7","1.36","1.97","2.77"
"346","Patrick Kane","CHI","R","82","1672.8833333333","20.401016260163","1.65","2.15","1.47","0.68","3.8","82.81","10.29","16.03","16.53","13.16","8.25","2.91","0.43","0.68","1.08","0.54","0.54","0","0","0.82","1.33","1.22","1.33","4.66","0.75","0.39","1.43","0.77"
"588","Mark Stone","OTT","R","75","1508.5166666667","20.113555555556","0.91","1.51","0.84","0.68","2.43","67.78","6.01","15.23","10.82","8.59","6.68","3.18","0.36","0.68","1.51","0.76","0.76","0","0","0.44","2.15","5.09","2.19","3.94","2.15","0.32","0.44","1.67"
"640","Mike Reilly","MIN","D","29","350.4","12.08275862069","0.17","1.03","0.34","0.68","1.2","50.00","4.62","3.70","8.73","5.65","2.23","1.03","0.17","0.51","1.37","0.68","0.68","0","0","0.17","1.71","0.34","0.51","4.62","3.94","0","0","-"
"839","Patrick Brown","CAR","C","7","88.233333333333","12.604761904762","0.68","0.68","0","0.68","1.36","33.33","5.44","12.50","8.84","8.16","6.12","3.4","0","2.72","2.72","1.36","1.36","0","0","0.68","2.72","1.36","7.48","4.08","4.08","0","0","-"
"98","Frans Nielsen","NYI","C","81","1435.3166666667","17.719958847737","0.84","1.34","0.67","0.67","2.17","69.33","7.57","11.05","13.46","10.53","7.52","3.22","0.29","0.67","0.5","0.25","0.25","0","0","0.54","1.25","1.25","1.46","4.68","3.85","24.5","24.37","2.10"
"111","Duncan Keith","CHI","D","67","1690.7666666667","25.235323383085","0.32","1.21","0.53","0.67","1.53","45.74","4.61","6.92","10.18","6.57","2.02","0.21","0.07","0.35","0.92","0.32","0.28","0","0.04","0.18","1.63","0.78","0.57","2.63","4.12","0","0.04","0.00"
"336","Brandon Sutter","VAN","C","20","359.53333333333","17.976666666667","0.83","0.67","0","0.67","1.5","60.00","7.51","11.11","11.85","10.18","8.01","3.84","0.33","0.33","0.33","0.17","0.17","0","0","0.83","0.83","0.67","2","3.34","1.67","24.36","22.03","8.76"
"430","Tyler Bozak","TOR","C","57","988.46666666667","17.341520467836","0.73","1.4","0.73","0.67","2.12","70.00","6.01","12.12","11.11","8.26","6.86","3.7","0.12","0.91","1.09","0.55","0.55","0","0","0.61","1.09","2","2.79","4.25","1.46","36.24","28.04","3.42"
"51","Justin Williams","WSH","R","82","1365.5333333333","16.652845528455","0.97","1.32","0.66","0.66","2.28","58.43","8.83","10.95","14.28","11.73","9.45","4.31","0.44","0.88","1.58","0.79","0.79","0","0","0.53","2.11","1.63","1.41","5.71","1.89","2.5","2.28","2.30"
"109","Alexander Steen","STL","L","67","1364.8666666667","20.371144278607","0.75","1.54","0.88","0.66","2.29","68.42","7.56","9.88","12.84","9.94","6.42","2.15","0.35","0.84","2.11","1.06","1.06","0","0","0.75","0.88","1.58","2.2","4.53","1.54","6.99","8.7","1.96"
"176","Mike Green","DET","D","74","1462.8666666667","19.768468468468","0.29","1.15","0.49","0.66","1.44","46.05","5.09","5.65","10.46","7.18","2.62","0.37","0.04","0.57","1.56","0.78","0.78","0","0","0.41","1.64","0.74","4.35","5.99","2.91","0","0.08","0.00"
"196","Mikhail Grabovski","NYI","C","58","817.98333333333","14.10316091954","0.66","1.17","0.51","0.66","1.83","67.57","6.09","10.84","11.59","9.1","8","4.18","0.22","0.88","2.42","0.81","0.66","0.07","0.07","0.95","2.49","2.05","2.05","6.97","1.91","16.21","17.75","3.50"
"232","Keith Yandle","NYR","D","82","1636.8833333333","19.961991869919","0.18","1.54","0.88","0.66","1.72","58.75","5.86","3.13","13.34","8.87","3.08","0.66","0.18","0.59","1.47","0.73","0.73","0","0","0.4","2.79","0.99","1.58","1.94","2.49","0","0","-"
"305","Teddy Purcell","EDM, FLA","L","76","1279.0666666667","16.829824561404","0.66","1.36","0.7","0.66","2.02","67.19","6.99","9.40","13.32","9.94","6.75","1.92","0.42","0.56","0.56","0.28","0.28","0","0","0.42","1.59","1.45","1.45","3","0.7","0.09","0.19","1.56"
"397","Jori Lehtera","STL","C","79","1270.5333333333","16.082700421941","0.43","1.18","0.52","0.66","1.61","50.00","3.92","10.84","6.61","4.82","4.39","1.98","0.24","0.28","1.79","0.9","0.9","0","0","0.47","0.9","1.37","2.03","5.38","1.23","22.9","22.86","2.36"
