Scott Cullen's (@tsnscottcullen) 2018-2019 Fantasy Hockey Projections,,,,,,,,,,,,,sheet by @rhysalbrecht
Change these values to your league scoring ,,,,3.5,2.5,0,0,0,0,0,0,0.2,
PLAYER,TEAM,POS,GP,G,A,PTS,+/-,PPP,PIM,HITS,BLOCKS,SOG,FP
Jimmy Vesey,N.Y. Rangers,LW,80,16,11,27,-10,5,24,74,36,126,108.7
Alec Martinez,Los Angeles,D,79,9,21,30,1,12,34,125,190,123,108.6
Matt Niskanen,Washington,D,74,6,24,30,14,6,36,135,109,136,108.2
Tyler Myers,Winnipeg,D,70,7,23,30,6,8,55,56,98,131,108.2
Chris Kunitz,Chicago,LW,79,12,18,30,6,3,35,172,28,104,107.8
Vince Dunn,St. Louis,D,77,6,22,28,3,10,22,34,69,159,107.8
Tomas Plekanec,Montreal,C,78,9,19,28,4,3,34,59,43,142,107.4
Zdeno Chara,Boston,D,75,8,20,28,14,5,63,137,125,146,107.2
Sven Andrighetto,Colorado,RW,60,11,18,29,-5,6,12,66,26,115,106.5
Nick Bonino,Nashville,C,71,13,16,29,4,3,22,30,77,101,105.7
Darren Helm,Detroit,LW,70,12,14,26,-1,1,32,112,29,137,104.4
Joonas Donskoi,San Jose,RW,67,11,17,28,5,5,20,28,32,115,104.0
Erik Johnson,Colorado,D,67,8,17,25,-7,4,44,122,156,167,103.9
Kasperi Kapanen,Toronto,RW,77,14,12,26,-4,0,8,110,18,122,103.4
Leo Komarov,N.Y. Islanders,LW,74,12,15,27,-3,5,34,238,43,118,103.1
Cody Eakin,Vegas,C,76,11,17,28,-4,2,34,72,44,107,102.4
Neal Pionk,N.Y. Rangers,D,70,3,27,30,-3,10,26,103,85,121,102.2
Colin Wilson,Colorado,LW,68,9,20,29,-1,5,12,52,25,103,102.1
Ryan McDonagh,Tampa Bay,D,70,6,23,29,11,8,26,80,156,116,101.7
Colton Sceviour,Florida,RW,76,10,15,25,1,2,24,87,63,145,101.5
Stefan Noesen,New Jersey,RW,71,14,11,25,6,0,38,107,33,122,100.9
Dion Phaneuf,Los Angeles,D,77,6,21,27,-10,10,69,149,132,135,100.5
Jacob Trouba,Winnipeg,D,65,7,19,26,6,4,48,105,129,137,99.4
Paul Byron,Montreal,LW,69,15,12,27,4,3,18,106,37,83,99.1
Brett Ritchie,Dallas,RW,75,13,9,22,6,2,44,176,18,155,99.0
Trevor Lewis,Los Angeles,RW,73,12,11,23,-4,2,24,148,31,145,98.5
Rasmus Dahlin,Buffalo,D,77,7,20,27,-5,8,32,80,80,120,98.5
Brady Tkachuk,Ottawa,LW,75,8,20,28,-5,2,71,75,25,100,98.0
Josh Manson,Anaheim,D,78,6,22,28,16,0,75,197,91,110,98.0
Michael Matheson,Florida,D,81,8,14,22,-3,3,50,62,128,174,97.8
Jesper Fast,N.Y. Rangers,RW,72,11,17,28,-2,0,22,117,47,83,97.6
Jamie McGinn,Florida,LW,70,12,13,25,-7,6,28,117,20,112,96.9
Darnell Nurse,Edmonton,D,78,6,16,22,2,1,71,190,136,177,96.4
Brandon Dubinsky,Columbus,C,70,9,18,27,-1,4,51,170,42,99,96.3
Joel Eriksson Ek,Minnesota,C,76,9,15,24,3,0,26,152,52,135,96.0
Lias Andersson,N.Y. Rangers,RW,75,12,13,25,6,0,0,103,34,104,95.3
Johnny Boychuk,N.Y. Islanders,D,68,7,15,22,3,3,28,147,136,164,94.8
Alex Iafallo,Los Angeles,LW,75,9,15,24,5,2,12,53,33,129,94.8
Miro Heiskanen,Dallas,D,75,7,18,25,6,5,20,50,75,125,94.5
Brian Boyle,New Jersey,C,72,13,9,22,-6,4,55,120,35,129,93.8
Joel Armia,Montreal,RW,72,10,14,24,-4,2,22,87,35,117,93.4
Vladimir Sobotka,Buffalo,LW,70,8,17,25,-2,3,59,154,34,113,93.1
Ty Rattie,Edmonton,RW,61,12,13,25,-2,2,10,59,18,93,93.1
Jakob Chychrun,Arizona,D,70,8,16,24,-4,4,42,122,115,124,92.8
Anton Stralman,Tampa Bay,D,77,6,18,24,14,3,20,104,93,129,91.8
Josh Morrissey,Winnipeg,D,81,7,18,25,9,2,45,149,160,105,90.5
Cody Ceci,Ottawa,D,80,6,16,22,-11,3,16,132,166,143,89.6
Adam Lowry,Winnipeg,C,67,10,14,24,3,4,33,179,44,93,88.6
Justin Braun,San Jose,D,80,4,21,25,6,0,30,130,151,110,88.5
Esa Lindell,Dallas,D,78,7,16,23,9,5,24,95,126,119,88.3
Drake Caggiula,Edmonton,LW,70,11,11,22,-6,4,30,134,29,109,87.8
Travis Dermott,Toronto,D,75,3,22,25,10,0,16,96,72,108,87.1
Michael Raffl,Philadelphia,LW,72,12,10,22,5,1,26,102,39,97,86.4
Antoine Roussel,Vancouver,LW,72,9,14,23,3,1,123,100,47,91,84.7
Blake Coleman,New Jersey,LW,72,10,10,20,0,0,54,200,50,123,84.6
Marcus Foligno,Minnesota,LW,77,10,13,23,2,1,74,211,47,84,84.3
Nikita Zaitsev,Toronto,D,73,5,20,25,-7,6,34,145,135,80,83.5
Filip Hronek,Detroit,D,75,6,16,22,4,7,40,75,100,110,83.0
Jordan Greenway,Minnesota,LW,75,8,18,26,14,0,52,98,28,49,82.8
Olli Maatta,Pittsburgh,D,72,5,16,21,10,4,22,104,105,122,81.9
David Savard,Columbus,D,75,4,16,20,4,0,38,135,130,136,81.2
Casey Cizikas,N.Y. Islanders,C,67,8,15,23,-3,0,28,140,57,78,81.1
Cal Clutterbuck,N.Y. Islanders,RW,74,9,11,20,-2,0,39,240,42,99,78.8
Melker Karlsson,San Jose,LW,68,10,11,21,1,0,22,77,62,80,78.5
Nick Holden,Vegas,D,77,6,16,22,1,4,22,163,93,86,78.2
Michael Del Zotto,Vancouver,D,67,5,15,20,-7,3,35,201,111,112,77.4
Radko Gudas,Philadelphia,D,71,4,14,18,2,0,93,231,132,137,76.4
Matt Benning,Edmonton,D,74,5,15,20,6,2,43,143,80,100,75.0
Calvin De Haan,Carolina,D,71,3,16,19,10,1,22,117,162,99,70.3
Nikita Zadorov,Colorado,D,74,4,16,20,-7,3,85,225,93,79,69.8
Joel Edmundson,St. Louis,D,70,5,11,16,3,0,65,143,127,116,68.2
Nate Schmidt,Vegas,D,57,4,15,19,8,6,18,52,81,78,67.1
Stephen Johns,Dallas,D,75,6,9,15,-3,0,42,207,153,113,66.1
Kris Russell,Edmonton,D,72,3,15,18,-3,2,12,75,217,79,63.8
Adam Larsson,Edmonton,D,72,4,12,16,9,0,50,246,147,84,60.8
Karl Alzner,Montreal,D,82,2,13,15,3,0,34,130,164,81,55.7
Matt Martin,N.Y. Islanders,LW,66,5,8,13,1,0,85,240,17,61,49.7
